qid	order	query	qld.recip_rank
710	bt_nllb_swahili	Treatment of prostate cancer	1.0
710	bt_nllb_tamil	The treatment for prostate cancer	1.0
711	-1	Train station security measures	0.5
711	bt_nllb_arabic	Security measures for the train station	0.5
711	bt_nllb_chinese_yue	Security measures at the railway station	0.5
711	bt_nllb_korean	Security measures at the train station	0.5
711	bt_nllb_malay	Railway station security measures	0.5
711	bt_nllb_persian	Security measures at the train station	0.5
711	bt_nllb_tamil	Railway station security measures	0.5
711	bt_nllb_french	Safety measures at railway stations	0.25
711	bt_nllb_german	Safety measures for railway stations	0.25
711	bt_nllb_russian	Safety measures at railway stations	0.25
711	bt_nllb_swahili	Safety measures at the train station	0.0
712	-1	Pyramid scheme	1.0
712	bt_nllb_chinese_yue	The pyramid scheme	1.0
712	bt_nllb_french	The pyramid scheme	1.0
712	bt_nllb_korean	The pyramid scheme	1.0
712	bt_nllb_malay	The Pyramid Scheme	1.0
712	bt_nllb_persian	The pyramid scheme	1.0
712	bt_nllb_russian	The pyramid scheme	1.0
712	bt_nllb_arabic	The pyramid system	0.25
712	bt_nllb_swahili	The pyramidal system	0.25
712	bt_nllb_tamil	The Pyramid Project	0.2
712	bt_nllb_german	The following is the list of the categories of products	0.0
713	-1	Chesapeake Bay Maryland clean	0.3333
713	bt_nllb_arabic	Chesapeake Bay Maryland is clean	0.3333
713	bt_nllb_chinese_yue	Chesapeake Bay is clean in Maryland	0.3333
713	bt_nllb_french	Chesapeake Bay Maryland clean	0.3333
713	bt_nllb_german	Chesapeake Bay Maryland clean	0.3333
713	bt_nllb_korean	Chesapeake Bay Maryland is clean	0.3333
713	bt_nllb_malay	Chesapeake Bay Maryland is clean	0.3333
713	bt_nllb_russian	The clean Chesapeake Bay of Maryland	0.3333
713	bt_nllb_swahili	Chesapeake Bay Maryland clean	0.3333
713	bt_nllb_tamil	Chesapeake Bay is Maryland s cleanest	0.0833
713	bt_nllb_persian	Chesapeake Bay Maryland is clear	0.0588
714	-1	License restrictions older drivers	1.0
714	bt_nllb_arabic	The restrictions on older drivers licenses	1.0
714	bt_nllb_malay	Restrictions on older driver s licenses	1.0
714	bt_nllb_persian	Restrictions on older drivers licenses	1.0
714	bt_nllb_russian	Limitations on driving rights for older drivers	1.0
714	bt_nllb_swahili	Restrictions on older driver s licenses	1.0
714	bt_nllb_tamil	Driving license restrictions	1.0
714	bt_nllb_chinese_yue	The driver is a restricted driver	0.3333
714	bt_nllb_korean	Restrictions on old driver s licenses	0.1667
714	bt_nllb_french	Restrictions on driving licences for older drivers	0.1111
714	bt_nllb_german	Licence restrictions for older drivers	0.0833
715	-1	Schizophrenia drugs	1.0
715	bt_nllb_chinese_yue	Schizophrenia drugs	1.0
715	bt_nllb_french	Drugs for schizophrenia	1.0
715	bt_nllb_persian	The schizophrenia drugs	1.0
715	bt_nllb_german	Schizophrenia medicines	0.25
715	bt_nllb_malay	Schizophrenia medicines	0.25
715	bt_nllb_russian	Medicines for schizophrenia	0.25
715	bt_nllb_tamil	The following table shows the results of the study	0.0714
715	bt_nllb_korean	The cure for psychosis	0.0149
715	bt_nllb_arabic	The cramping medication	0.0
715	bt_nllb_swahili	Medications for mental illness	0.0
716	-1	Spammer arrest sue	0.125
716	bt_nllb_chinese_yue	Arrest and prosecution of spam	1.0
716	bt_nllb_german	Spammer arrest lawsuit	1.0
716	bt_nllb_korean	Spammers arresting lawsuit	1.0
716	bt_nllb_swahili	Spammer arrested trial	1.0
716	bt_nllb_tamil	The case of the arrest of the spammers	1.0
716	bt_nllb_french	Spammer stopped the prosecution	0.0667
716	bt_nllb_persian	Spammers got him	0.0625
716	bt_nllb_malay	Spammer caught the claim	0.0455
716	bt_nllb_arabic	The race arrest case	0.0
716	bt_nllb_russian	Families of detainees	0.0
717	-1	Gifted talented student programs	1.0
717	bt_nllb_arabic	Talented student programs	1.0
717	bt_nllb_french	Programs for talented students	1.0
717	bt_nllb_german	Talented students	1.0
717	bt_nllb_korean	A program for talented students	1.0
717	bt_nllb_malay	Talented student program	1.0
717	bt_nllb_persian	Talented student programs	1.0
717	bt_nllb_russian	Program for talented students	1.0
717	bt_nllb_swahili	Programs for gifted students	1.0
717	bt_nllb_tamil	Talented student programs	1.0
717	bt_nllb_chinese_yue	A great student project	0.0
718	-1	Controlling acid rain	1.0
718	bt_nllb_arabic	Control of acid rain	1.0
718	bt_nllb_chinese_yue	Control the acid rain	1.0
718	bt_nllb_french	Control of acid rain	1.0
718	bt_nllb_german	Control of acid rain	1.0
718	bt_nllb_malay	Managing acid rain	1.0
718	bt_nllb_persian	Acid rain control	1.0
718	bt_nllb_russian	Control of acid rain	1.0
718	bt_nllb_swahili	Control of acid rain	1.0
718	bt_nllb_korean	How to Control the Waves	0.0
718	bt_nllb_tamil	The water is not so hot	0.0
719	-1	Cruise ship damage sea life	1.0
719	bt_nllb_chinese_yue	Cruising ships are damaging marine life	1.0
719	bt_nllb_french	Cruise ships are damaging marine life	1.0
719	bt_nllb_german	Damage to marine structures of cruise ships	1.0
719	bt_nllb_korean	The damage to marine life on cruise ships	1.0
719	bt_nllb_malay	Damage to the marine life cruise ship	1.0
719	bt_nllb_persian	Cruise ships are damaging marine life	1.0
719	bt_nllb_russian	Damage to marine life on cruise ships	1.0
719	bt_nllb_arabic	Damage to freighter ships	0.1429
719	bt_nllb_swahili	Ships of the sea destroying marine life	0.1429
719	bt_nllb_tamil	The impact of marine life	0.0154
720	-1	Federal welfare reform	0.3333
720	bt_nllb_arabic	Federal welfare reform	0.3333
720	bt_nllb_chinese_yue	Federal welfare reform	0.3333
720	bt_nllb_french	Federal welfare reform	0.3333
720	bt_nllb_german	Federal welfare reform	0.3333
720	bt_nllb_korean	Federal welfare reforms	0.3333
720	bt_nllb_malay	Federal Welfare Reform	0.3333
720	bt_nllb_persian	Federal welfare reforms	0.3333
720	bt_nllb_swahili	Reforms to federal welfare	0.3333
720	bt_nllb_tamil	Federal welfare reform	0.3333
720	bt_nllb_russian	Federal reform of social security	0.0
721	-1	Census data applications	0.25
721	bt_nllb_korean	Apply for census data	1.0
721	bt_nllb_french	Applications of census data	0.25
721	bt_nllb_german	Applications for census data	0.25
721	bt_nllb_russian	Applications for the population census data	0.25
721	bt_nllb_tamil	Applications for census data	0.25
721	bt_nllb_chinese_yue	The census data request	0.1667
721	bt_nllb_persian	Request for census data	0.1667
721	bt_nllb_swahili	Request for census data	0.1667
721	bt_nllb_arabic	Requests for statistical data	0.0175
721	bt_nllb_malay	Applications for survey data	0.0
722	-1	Iran terrorism	1.0
722	bt_nllb_german	Terrorism in Iran	1.0
722	bt_nllb_korean	Terrorism in Iran	1.0
722	bt_nllb_persian	Terrorism in Iran	1.0
722	bt_nllb_russian	Terrorism in Iran	1.0
722	bt_nllb_arabic	Iranian terrorism	0.5
722	bt_nllb_chinese_yue	Iran s terrorism	0.5
722	bt_nllb_french	Iran s terrorism	0.5
722	bt_nllb_malay	Iran s terrorism	0.5
722	bt_nllb_swahili	Iran s Terrorism	0.5
722	bt_nllb_tamil	Iran s terrorism	0.5
723	-1	Executive privilege	1.0
723	bt_nllb_arabic	Executive privileges	1.0
723	bt_nllb_chinese_yue	The executive privilege	1.0
723	bt_nllb_french	Executive privilege	1.0
723	bt_nllb_korean	The privilege of the executive	1.0
723	bt_nllb_russian	The executive privilege	1.0
723	bt_nllb_german	Leadership privileges	0.0125
723	bt_nllb_malay	Executive power	0.0
723	bt_nllb_persian	Executive credit	0.0
723	bt_nllb_swahili	Leadership Freedom	0.0
723	bt_nllb_tamil	The administrative right	0.0
724	-1	Iran Contra	1.0
724	bt_nllb_german	Iran Contra	1.0
724	bt_nllb_malay	Iran Contra	1.0
724	bt_nllb_swahili	Iran Contra	1.0
724	bt_nllb_chinese_yue	Iranian rebellion	0.0333
724	bt_nllb_korean	The Iranian revolt	0.0204
724	bt_nllb_arabic	Iran counter	0.0
724	bt_nllb_french	Iran against	0.0
724	bt_nllb_persian	Iran is in control	0.0
724	bt_nllb_russian	Iran is a country	0.0
724	bt_nllb_tamil	Iran counter	0.0
725	-1	Low white blood cell count	0.5
725	bt_nllb_chinese_yue	Low blood cell count	1.0
725	bt_nllb_german	Low blood protein counts	1.0
725	bt_nllb_korean	Low white blood cell count	0.5
725	bt_nllb_malay	Low white blood cell count	0.5
725	bt_nllb_persian	Low white blood cell count	0.5
725	bt_nllb_russian	Low white blood cell count	0.5
725	bt_nllb_swahili	The number of white blood cells is low	0.25
725	bt_nllb_arabic	Reduced white blood cell count	0.125
725	bt_nllb_french	Low white blood cell content	0.125
725	bt_nllb_tamil	The number of white blooded chickens is low	0.0137
726	-1	Hubble telescope repairs	1.0
726	bt_nllb_arabic	Repairs to the Hubble Telescope	1.0
726	bt_nllb_chinese_yue	The Hubble Telescope is repairing	1.0
726	bt_nllb_french	Repairs of the Hubble Telescope	1.0
726	bt_nllb_german	Repairs of the Hubble Telescope	1.0
726	bt_nllb_korean	Repair of the Hubble Telescope	1.0
726	bt_nllb_malay	Repair of the Hubble telescope	1.0
726	bt_nllb_persian	Repair of the Hubble Telescope	1.0
726	bt_nllb_russian	Repair of the Hubble telescope	1.0
726	bt_nllb_swahili	Repairing the Hubble telescope	1.0
726	bt_nllb_tamil	Hubble telescope repair	1.0
727	-1	Church arson	1.0
727	bt_nllb_arabic	Burn the church	1.0
727	bt_nllb_chinese_yue	Burn the church	1.0
727	bt_nllb_korean	The Church Burning	1.0
727	bt_nllb_malay	Burning the church	1.0
727	bt_nllb_french	The Church Fire	0.3333
727	bt_nllb_german	Church fire	0.3333
727	bt_nllb_persian	The church fire	0.3333
727	bt_nllb_russian	Fire in the church	0.3333
727	bt_nllb_tamil	The Church Fire	0.3333
727	bt_nllb_swahili	Lighting a fire in a church	0.2
728	-1	whales save endangered	1.0
728	bt_nllb_chinese_yue	Whales protect endangered animals	1.0
728	bt_nllb_german	Whales in danger	1.0
728	bt_nllb_korean	Whales are rescuing endangered animals	1.0
728	bt_nllb_malay	The whale rescues endangered	1.0
728	bt_nllb_russian	whales rescue endangered whales	1.0
728	bt_nllb_tamil	The whale s life is threatened by the threat of extinction	1.0
728	bt_nllb_french	wild whales are threatened	0.5
728	bt_nllb_persian	Whales are a dangerous escape	0.5
728	bt_nllb_swahili	whales save those in danger	0.5
728	bt_nllb_arabic	The whales protect the endangered	0.3333
729	-1	Whistle blower department of defense	0.0159
729	bt_nllb_korean	The Department of Defense is blowing a whistle	0.2
729	bt_nllb_swahili	Whistle blower defense department	0.0159
729	bt_nllb_arabic	Signal to defense	0.0
729	bt_nllb_chinese_yue	Alert Defense Department	0.0
729	bt_nllb_french	Department of Defence	0.0
729	bt_nllb_german	The Department of Defence	0.0
729	bt_nllb_malay	Notice of the call from the Department of Defense	0.0
729	bt_nllb_persian	The Department of Defense	0.0
729	bt_nllb_russian	Murder in Response	0.0
729	bt_nllb_tamil	The Vishal Blowers to the Defense Department	0.0
730	-1	Gastric bypass complications	0.5
730	bt_nllb_swahili	Problems with gastric surgery	1.0
730	bt_nllb_french	Complications of gastric bypass	0.5
730	bt_nllb_malay	Gastric bypass complications	0.5
730	bt_nllb_russian	Conditions of bypass of the stomach	0.5
730	bt_nllb_persian	The effects of gastric embolism	0.1
730	bt_nllb_chinese_yue	complications of the gastrointestinal tract	0.0164
730	bt_nllb_german	Complications of the stomach circulation	0.0135
730	bt_nllb_arabic	The complexities of metal planning	0.0
730	bt_nllb_korean	I have complications of the stomach and urethra	0.0
730	bt_nllb_tamil	The disease of the stomach	0.0
731	-1	Kurds history	0.1111
731	bt_nllb_chinese_yue	Kurdish history	1.0
731	bt_nllb_german	Kurdish history	1.0
731	bt_nllb_malay	Kurdish history	1.0
731	bt_nllb_persian	The history of Kurdistan	0.2
731	bt_nllb_arabic	The history of the Kurds	0.1111
731	bt_nllb_french	The history of the Kurds	0.1111
731	bt_nllb_korean	The history of the Kurds	0.1111
731	bt_nllb_russian	The history of the Kurds	0.1111
731	bt_nllb_swahili	The History of the Kurds	0.1111
731	bt_nllb_tamil	The history of the Kurds	0.1111
732	-1	U.S. cheese production	0.25
732	bt_nllb_german	The production of cheese in the USA	1.0
732	bt_nllb_russian	Cheese production in the US	0.5
732	bt_nllb_arabic	Cheese production in the United States	0.2
732	bt_nllb_french	Cheese production in the United States	0.2
732	bt_nllb_korean	The production of cheese in the United States	0.2
732	bt_nllb_persian	The production of cheese in the United States	0.2
732	bt_nllb_swahili	Cheese production in the United States	0.2
732	bt_nllb_malay	U S manufacturing of cheese	0.0909
732	bt_nllb_chinese_yue	Made in the US	0.0
732	bt_nllb_tamil	The production of briane in the United States	0.0
733	-1	Airline overbooking	1.0
733	bt_nllb_arabic	Too many reservations for airlines	1.0
733	bt_nllb_chinese_yue	The airline is overbooking	1.0
733	bt_nllb_french	Overbooking of airlines	1.0
733	bt_nllb_german	Overbooking of airlines	1.0
733	bt_nllb_malay	Overbooking of airline tickets	1.0
733	bt_nllb_persian	Overbooking airlines	1.0
733	bt_nllb_korean	Airline overhead reservation	0.2
733	bt_nllb_tamil	Maximum booking by airlines	0.04
733	bt_nllb_russian	Transfer of airlines	0.0
733	bt_nllb_swahili	Passing the space of an airplane	0.0
734	-1	Recycling successes	0.5
734	bt_nllb_arabic	Recycling successes	0.5
734	bt_nllb_chinese_yue	Recycling is successful	0.5
734	bt_nllb_french	Success in recycling	0.5
734	bt_nllb_korean	Recycling Success	0.5
734	bt_nllb_persian	Recycling successes	0.5
734	bt_nllb_tamil	Recycling Successes	0.5
734	bt_nllb_german	Recycling sequence	0.0123
734	bt_nllb_malay	Successful Cycles	0.0
734	bt_nllb_russian	Success in Utilization	0.0
734	bt_nllb_swahili	The Success of Order	0.0
735	-1	Afghan women condition	1.0
735	bt_nllb_malay	The condition of Afghan women	1.0
735	bt_nllb_korean	The state of women in Afghanistan	0.3333
735	bt_nllb_russian	The state of Afghan women	0.3333
735	bt_nllb_arabic	The situation of Afghan women	0.1667
735	bt_nllb_chinese_yue	The situation of Afghan women	0.1667
735	bt_nllb_french	The situation of Afghan women	0.1667
735	bt_nllb_persian	The situation of Afghan women	0.1667
735	bt_nllb_swahili	The situation of Afghan women	0.1667
735	bt_nllb_tamil	The situation of Afghan women	0.1667
735	bt_nllb_german	Afghan women	0.125
736	-1	location BSE infections	1.0
736	bt_nllb_chinese_yue	BSE infection is located	1.0
736	bt_nllb_german	Location of BSE infections	1.0
736	bt_nllb_korean	Location of BSE infection	1.0
736	bt_nllb_malay	location of BSE infection	1.0
736	bt_nllb_persian	Location of BSE infections	1.0
736	bt_nllb_russian	location of the BSE infection	1.0
736	bt_nllb_swahili	The environment of BSE transmission	1.0
736	bt_nllb_tamil	Location of BSE infection	1.0
736	bt_nllb_arabic	Location Beez infection	0.0
736	bt_nllb_french	localisation of infections at the ESB	0.0
737	-1	Enron California energy crisis	1.0
737	bt_nllb_french	Enron California energy crisis	1.0
737	bt_nllb_german	Enron California energy crisis	1.0
737	bt_nllb_korean	Enron California the energy crisis	1.0
737	bt_nllb_malay	The California Enron energy crisis	1.0
737	bt_nllb_swahili	Enron California energy crisis	1.0
737	bt_nllb_tamil	Enron California energy crisis	1.0
737	bt_nllb_arabic	The energy crisis in California	0.5
737	bt_nllb_chinese_yue	The energy crisis in California	0.5
737	bt_nllb_russian	The energy crisis in California	0.5
737	bt_nllb_persian	The California Inron Energy Crisis	0.1667
738	-1	Anthrax hoaxes	1.0
738	bt_nllb_german	Counterfeit anthrax	0.0588
738	bt_nllb_tamil	The Anthrax Lies	0.0588
738	bt_nllb_malay	Antrax is a fraud	0.0175
738	bt_nllb_korean	The Antrax Trick	0.0172
738	bt_nllb_french	The Lies Against Anthrax	0.0167
738	bt_nllb_arabic	Tricks about the Andrax	0.0
738	bt_nllb_chinese_yue	The charcoal fraud	0.0
738	bt_nllb_persian	The tricks of the Anterx	0.0
738	bt_nllb_russian	The Anthrax Deception	0.0
738	bt_nllb_swahili	The Tricks of Anthrax	0.0
739	-1	Habitat for Humanity	0.3333
739	bt_nllb_malay	Habitat for the Human	0.3333
739	bt_nllb_persian	Habitat for Humanity	0.3333
739	bt_nllb_chinese_yue	The human home	0.125
739	bt_nllb_arabic	The home of mankind	0.0
739	bt_nllb_french	A Home for Mankind	0.0
739	bt_nllb_german	A Home for Mankind	0.0
739	bt_nllb_korean	The Residence for Mankind	0.0
739	bt_nllb_russian	A Dwelling Place for Mankind	0.0
739	bt_nllb_swahili	The Place of Human Dwelling	0.0
739	bt_nllb_tamil	The Bible says that the earth is the home of the living God	0.0
740	-1	regulate assisted living Maryland	1.0
740	bt_nllb_french	regulating assisted living in Maryland	1.0
740	bt_nllb_german	Regulate Assisted Living in Maryland	1.0
740	bt_nllb_korean	Assistant living in Maryland	1.0
740	bt_nllb_russian	regulate aid to residents of Maryland	1.0
740	bt_nllb_swahili	control support live in maryland	1.0
740	bt_nllb_arabic	Living aid in Maryland	0.2
740	bt_nllb_chinese_yue	I m a life coach in Maryland	0.0
740	bt_nllb_malay	Organizing life support in Maryland	0.0
740	bt_nllb_persian	Set up a helping life in Maryland	0.0
740	bt_nllb_tamil	The following is a list of some of the most common types of cancer in the United States	0.0
741	-1	Artificial Intelligence	0.125
741	bt_nllb_arabic	Artificial intelligence	0.125
741	bt_nllb_french	Artificial intelligence	0.125
741	bt_nllb_german	Artificial intelligence	0.125
741	bt_nllb_malay	Artificial intelligence	0.125
741	bt_nllb_russian	Artificial intelligence	0.125
741	bt_nllb_tamil	Artificial intelligence	0.125
741	bt_nllb_chinese_yue	AI is the answer	0.0118
741	bt_nllb_korean	AI	0.0112
741	bt_nllb_persian	The AI	0.0112
741	bt_nllb_swahili	A Craftsman s Mind	0.0
742	-1	hedge funds fraud protection	1.0
742	bt_nllb_german	Protection against hedge fund fraud	1.0
742	bt_nllb_korean	Hedge fund fraud protection	1.0
742	bt_nllb_malay	protection against hedge fund fraud	1.0
742	bt_nllb_persian	Protecting against hedge fund fraud	1.0
742	bt_nllb_russian	protection against hedge funds fraud	1.0
742	bt_nllb_swahili	protection against hedge funds fraud	1.0
742	bt_nllb_tamil	Hedge fund fraud protection	1.0
742	bt_nllb_french	protection against fraud of investment funds	0.0909
742	bt_nllb_arabic	Securities fraud protection	0.0
742	bt_nllb_chinese_yue	The protection of pension funds	0.0
743	-1	Freighter ship registration	0.2
743	bt_nllb_french	Register of freight vessels	1.0
743	bt_nllb_chinese_yue	The cargo ship is registered	0.5
743	bt_nllb_persian	Register of ships	0.5
743	bt_nllb_russian	Registration of cargo vessels	0.2
743	bt_nllb_malay	Registering of cargo vessels	0.1111
743	bt_nllb_tamil	Freight shipping registration	0.0357
743	bt_nllb_korean	Registering the freighter	0.0156
743	bt_nllb_arabic	Record of shipping	0.0
743	bt_nllb_german	Registration of freight vehicles	0.0
743	bt_nllb_swahili	Register of freight ships	0.0
744	-1	Counterfeit ID punishments	0.0
744	bt_nllb_russian	Penalties for counterfeiting identity card	0.3333
744	bt_nllb_chinese_yue	The punishment for fake ID	0.1111
744	bt_nllb_korean	The punishment for fake ID	0.1111
744	bt_nllb_german	Penalties for counterfeit identification	0.1
744	bt_nllb_arabic	The penalties for a fake identity	0.0455
744	bt_nllb_swahili	False identity judgments	0.0278
744	bt_nllb_persian	The penalties for false identity	0.0227
744	bt_nllb_french	Sanctions against counterfeiting	0.0
744	bt_nllb_malay	The punishment for false ID	0.0
744	bt_nllb_tamil	The punishment for counterfeiting identifiers	0.0
745	-1	Doomsday cults	1.0
745	bt_nllb_arabic	The Day of Judgment cult	0.5
745	bt_nllb_russian	The Day of Judgment cult	0.5
745	bt_nllb_chinese_yue	The cult of the last days	0.3333
745	bt_nllb_french	The cults of the Last Judgment Day	0.3333
745	bt_nllb_german	The Meaning of the Hereafter	0.0
745	bt_nllb_korean	The Day of Judgment	0.0
745	bt_nllb_malay	Religions of the Last Days	0.0
745	bt_nllb_persian	The worship of the Day of Resurrection	0.0
745	bt_nllb_swahili	Religions of Judgment Day	0.0
745	bt_nllb_tamil	The final day of worship	0.0
746	-1	Outsource job India	1.0
746	bt_nllb_chinese_yue	Get outsourced work in India	1.0
746	bt_nllb_korean	Outsourcing jobs in India	1.0
746	bt_nllb_tamil	Outsourced work India	1.0
746	bt_nllb_russian	Work in India	0.0769
746	bt_nllb_persian	Jobs outside India	0.0588
746	bt_nllb_arabic	Foreign work of India	0.0476
746	bt_nllb_swahili	Foreign work in India	0.0476
746	bt_nllb_german	Exploitation of labour in India	0.0303
746	bt_nllb_french	Employment outside India	0.0133
746	bt_nllb_malay	Employment outside India	0.0133
747	-1	Library computer oversight	0.5
747	bt_nllb_russian	Computer oversight of the library	0.5
747	bt_nllb_tamil	Library computer oversight	0.5
747	bt_nllb_french	Monitoring of the library computer	0.3333
747	bt_nllb_german	Computer monitoring of libraries	0.3333
747	bt_nllb_malay	Computer monitoring of the library	0.3333
747	bt_nllb_persian	Monitoring the library computer	0.3333
747	bt_nllb_swahili	The management of library computers	0.0909
747	bt_nllb_chinese_yue	Library computer control	0.0588
747	bt_nllb_korean	Director of the library computer	0.0435
747	bt_nllb_arabic	Supervise the library on the computer	0.0303
748	-1	Nuclear reactor types	0.5
748	bt_nllb_arabic	Types of nuclear reactors	0.5
748	bt_nllb_french	Types of nuclear reactors	0.5
748	bt_nllb_german	Types of nuclear reactors	0.5
748	bt_nllb_korean	Type of nuclear reactor	0.5
748	bt_nllb_malay	Type of nuclear reactor	0.5
748	bt_nllb_persian	Types of nuclear reactors	0.5
748	bt_nllb_russian	Types of nuclear reactors	0.5
748	bt_nllb_swahili	Types of nuclear reactors	0.5
748	bt_nllb_tamil	Types of nuclear power plants	0.1429
748	bt_nllb_chinese_yue	The type of nuclear reaction	0.1
749	-1	Puerto Rico state	0.2
749	bt_nllb_arabic	The state of Puerto Rico	0.2
749	bt_nllb_chinese_yue	Puerto Rico is a state	0.2
749	bt_nllb_french	State of Puerto Rico	0.2
749	bt_nllb_german	State of Puerto Rico	0.2
749	bt_nllb_malay	State of Puerto Rico	0.2
749	bt_nllb_persian	The state of Puerto Rico	0.2
749	bt_nllb_russian	The State of Puerto Rico	0.2
749	bt_nllb_swahili	The State of Puerto Rico	0.2
749	bt_nllb_tamil	The State of Puerto Rico	0.2
749	bt_nllb_korean	Puerto Rico	0.1
750	-1	John Edwards womens issues	0.0588
750	bt_nllb_arabic	The women s issues of John Edwards	0.0476
750	bt_nllb_korean	John Edwards the women s issue	0.0476
750	bt_nllb_malay	John Edwards women s issues	0.0476
750	bt_nllb_persian	John Edwards on women s issues	0.0476
750	bt_nllb_russian	John Edwards women s issues	0.0476
