qid	order	query	bm25.recip_rank
INEX_LD-2009111	pred.bt.9	european union solar world power facility	1.0
INEX_LD-2009115	-1	virtual museums	1.0
INEX_LD-2010004	-1	indian food	0.3333
INEX_LD-2010014	-1	composer museum	0.5
INEX_LD-2010019	-1	gallo roman architecture in paris	0.0
INEX_LD-2010019	pred.bt.1	gallo roman architecture paris amphitheatrof ththregauls praetorian prefecture gaul roman gaul gallo roman culture outlinof classical architecture frigidarium peristyle ancient roman architecture world heritage sites france rd century bestabl	1.0
INEX_LD-2010019	pred.bt.10	gallo roman architecture paris amphitheatrof ththregauls praetorian prefecture gaul roman gaul gallo roman culture outlinof classical architecture frigidarium peristyle ancient roman architecture world heritage sites france rd century bestabl	1.0
INEX_LD-2010019	pred.bt.2	gallo roman architecture paris amphitheatrof ththregauls praetorian prefecture gaul roman gaul gallo roman culture outlinof classical architecture frigidarium peristyle ancient roman architecture world heritage sites france rd century bestabl	1.0
INEX_LD-2010019	pred.bt.3	gallo roman architecture paris amphitheatrof ththregauls praetorian prefecture gaul roman gaul gallo roman culture outlinof classical architecture frigidarium peristyle ancient roman architecture world heritage sites france rd century bestabl	1.0
INEX_LD-2010019	pred.bt.4	gallo roman architecture paris amphitheatrof ththregauls praetorian prefecture gaul roman gaul gallo roman culture outlinof classical architecture frigidarium peristyle ancient roman architecture world heritage sites france rd century bestabl	1.0
INEX_LD-2010019	pred.bt.5	gallo roman architecture paris amphitheatrof ththregauls praetorian prefecture gaul roman gaul gallo roman culture outlinof classical architecture frigidarium peristyle ancient roman architecture world heritage sites france rd century bestabl	1.0
INEX_LD-2010019	pred.bt.6	gallo roman architecture paris amphitheatrof ththregauls praetorian prefecture gaul roman gaul gallo roman culture outlinof classical architecture frigidarium peristyle ancient roman architecture world heritage sites france rd century bestabl	1.0
INEX_LD-2010019	pred.bt.7	gallo roman architecture paris amphitheatrof ththregauls praetorian prefecture gaul roman gaul gallo roman culture outlinof classical architecture frigidarium peristyle ancient roman architecture world heritage sites france rd century bestabl	1.0
INEX_LD-2010019	pred.bt.8	gallo roman architecture paris amphitheatrof ththregauls praetorian prefecture gaul roman gaul gallo roman culture outlinof classical architecture frigidarium peristyle ancient roman architecture world heritage sites france rd century bestabl	1.0
INEX_LD-2010019	pred.bt.9	gallo roman architecture paris amphitheatrof ththregauls praetorian prefecture gaul roman gaul gallo roman culture outlinof classical architecture frigidarium peristyle ancient roman architecture world heritage sites france rd century bestabl	1.0
INEX_LD-2010020	-1	electricity source in france	0.0714
INEX_LD-2010020	pred.bt.1	electricity source france electrical energy rootage germ generator jacques anatole francois thibault french republic	0.5
INEX_LD-2010020	pred.bt.10	electricity source france electrical energy rootage germ generator jacques anatole francois thibault french republic	0.5
INEX_LD-2010020	pred.bt.2	electricity source france electrical energy rootage germ generator jacques anatole francois thibault french republic	0.5
INEX_LD-2010020	pred.bt.3	electricity source france electrical energy rootage germ generator jacques anatole francois thibault french republic	0.5
INEX_LD-2010020	pred.bt.4	electricity source france electrical energy rootage germ generator jacques anatole francois thibault french republic	0.5
INEX_LD-2010020	pred.bt.5	electricity source france electrical energy rootage germ generator jacques anatole francois thibault french republic	0.5
INEX_LD-2010020	pred.bt.6	electricity source france electrical energy rootage germ generator jacques anatole francois thibault french republic	0.5
INEX_LD-2010020	pred.bt.7	electricity source france electrical energy rootage germ generator jacques anatole francois thibault french republic	0.5
INEX_LD-2010020	pred.bt.8	electricity source france electrical energy rootage germ generator jacques anatole francois thibault french republic	0.5
INEX_LD-2010020	pred.bt.9	electricity source france electrical energy rootage germ generator jacques anatole francois thibault french republic	0.5
INEX_LD-2010037	-1	social network api	1.0
INEX_LD-2010043	-1	list of films from the surrealist category	1.0
INEX_LD-2010057	-1	einstein relativity theory	1.0
INEX_LD-2010069	-1	summer flowers	1.0
INEX_LD-2010100	-1	house concrete wood	0.5
INEX_LD-2010100	pred.bt.1	household planetary house home concrete wood	1.0
INEX_LD-2010100	pred.bt.10	household planetary house home concrete wood	1.0
INEX_LD-2010100	pred.bt.2	household planetary house home concrete wood	1.0
INEX_LD-2010100	pred.bt.3	household planetary house home concrete wood	1.0
INEX_LD-2010100	pred.bt.4	household planetary house home concrete wood	1.0
INEX_LD-2010100	pred.bt.5	household planetary house home concrete wood	1.0
INEX_LD-2010100	pred.bt.6	household planetary house home concrete wood	1.0
INEX_LD-2010100	pred.bt.7	household planetary house home concrete wood	1.0
INEX_LD-2010100	pred.bt.8	household planetary house home concrete wood	1.0
INEX_LD-2010100	pred.bt.9	household planetary house home concrete wood	1.0
INEX_LD-2010106	-1	organic food advantages disadvantages	0.0
INEX_LD-2010106	pred.bt.1	organic food	1.0
INEX_LD-2010106	pred.bt.10	organic food	1.0
INEX_LD-2010106	pred.bt.2	organic food	1.0
INEX_LD-2010106	pred.bt.3	organic food	1.0
INEX_LD-2010106	pred.bt.4	organic food	1.0
INEX_LD-2010106	pred.bt.5	organic food	1.0
INEX_LD-2010106	pred.bt.6	organic food	1.0
INEX_LD-2010106	pred.bt.7	organic food	1.0
INEX_LD-2010106	pred.bt.8	organic food	1.0
INEX_LD-2010106	pred.bt.9	organic food	1.0
INEX_LD-20120111	-1	vietnam war movie	1.0
INEX_LD-20120112	-1	vietnam war facts	0.5
INEX_LD-20120112	pred.bt.1	vietnam war	1.0
INEX_LD-20120112	pred.bt.10	vietnam war	1.0
INEX_LD-20120112	pred.bt.2	vietnam war	1.0
INEX_LD-20120112	pred.bt.3	vietnam war	1.0
INEX_LD-20120112	pred.bt.4	vietnam war	1.0
INEX_LD-20120112	pred.bt.5	vietnam war	1.0
INEX_LD-20120112	pred.bt.6	vietnam war	1.0
INEX_LD-20120112	pred.bt.7	vietnam war	1.0
INEX_LD-20120112	pred.bt.8	vietnam war	1.0
INEX_LD-20120112	pred.bt.9	vietnam war	1.0
INEX_LD-20120121	-1	vietnam food recipes	0.0833
INEX_LD-20120121	pred.bt.1	vietnam food recipes joei cook recip icarli carrot raw vietnames bánh	1.0
INEX_LD-20120121	pred.bt.10	vietnam food recipes joei cook recip icarli carrot raw vietnames bánh	1.0
INEX_LD-20120121	pred.bt.2	vietnam food recipes joei cook recip icarli carrot raw vietnames bánh	1.0
INEX_LD-20120121	pred.bt.3	vietnam food recipes joei cook recip icarli carrot raw vietnames bánh	1.0
INEX_LD-20120121	pred.bt.4	vietnam food recipes joei cook recip icarli carrot raw vietnames bánh	1.0
INEX_LD-20120121	pred.bt.5	vietnam food recipes joei cook recip icarli carrot raw vietnames bánh	1.0
INEX_LD-20120121	pred.bt.6	vietnam food recipes joei cook recip icarli carrot raw vietnames bánh	1.0
INEX_LD-20120121	pred.bt.7	vietnam food recipes joei cook recip icarli carrot raw vietnames bánh	1.0
INEX_LD-20120121	pred.bt.8	vietnam food recipes joei cook recip icarli carrot raw vietnames bánh	1.0
INEX_LD-20120121	pred.bt.9	vietnam food recipes joei cook recip icarli carrot raw vietnames bánh	1.0
INEX_LD-20120122	-1	vietnamese food blog	0.0588
INEX_LD-20120131	-1	vietnam travel national park	0.0145
INEX_LD-20120131	pred.bt.1	vietnam travel national park vietnam national park tourism	0.0476
INEX_LD-20120131	pred.bt.10	vietnam travel national park vietnam national park tourism	0.0476
INEX_LD-20120131	pred.bt.2	vietnam travel national park vietnam national park tourism	0.0476
INEX_LD-20120131	pred.bt.3	vietnam travel national park vietnam national park tourism	0.0476
INEX_LD-20120131	pred.bt.4	vietnam travel national park vietnam national park tourism	0.0476
INEX_LD-20120131	pred.bt.5	vietnam travel national park vietnam national park tourism	0.0476
INEX_LD-20120131	pred.bt.6	vietnam travel national park vietnam national park tourism	0.0476
INEX_LD-20120131	pred.bt.7	vietnam travel national park vietnam national park tourism	0.0476
INEX_LD-20120131	pred.bt.8	vietnam travel national park vietnam national park tourism	0.0476
INEX_LD-20120131	pred.bt.9	vietnam travel national park vietnam national park tourism	0.0476
INEX_LD-20120132	-1	vietnam travel airports	1.0
INEX_LD-20120211	-1	guitar chord tuning	1.0
INEX_LD-20120212	-1	guitar chord minor	1.0
INEX_LD-20120221	-1	guitar classical flamenco	1.0
INEX_LD-20120222	-1	guitar classical bach	1.0
INEX_LD-20120231	-1	guitar origin russia	0.05
INEX_LD-20120231	pred.bt.1	guitar origin russia bass russian ukraine	0.3333
INEX_LD-20120231	pred.bt.10	guitar origin russia bass russian ukraine	0.3333
INEX_LD-20120231	pred.bt.2	guitar origin russia bass russian ukraine	0.3333
INEX_LD-20120231	pred.bt.3	guitar origin russia bass russian ukraine	0.3333
INEX_LD-20120231	pred.bt.4	guitar origin russia bass russian ukraine	0.3333
INEX_LD-20120231	pred.bt.5	guitar origin russia bass russian ukraine	0.3333
INEX_LD-20120231	pred.bt.6	guitar origin russia bass russian ukraine	0.3333
INEX_LD-20120231	pred.bt.7	guitar origin russia bass russian ukraine	0.3333
INEX_LD-20120231	pred.bt.8	guitar origin russia bass russian ukraine	0.3333
INEX_LD-20120231	pred.bt.9	guitar origin russia bass russian ukraine	0.3333
INEX_LD-20120232	-1	guitar origin blues	1.0
INEX_LD-20120311	-1	tango culture movies	1.0
INEX_LD-20120312	-1	tango culture countries	0.2
INEX_LD-20120312	pred.bt.1	tango culture countries milonga traditions nations countires coutries	0.5
INEX_LD-20120312	pred.bt.10	tango culture countries milonga traditions nations countires coutries	0.5
INEX_LD-20120312	pred.bt.2	tango culture countries milonga traditions nations countires coutries	0.5
INEX_LD-20120312	pred.bt.3	tango culture countries milonga traditions nations countires coutries	0.5
INEX_LD-20120312	pred.bt.4	tango culture countries milonga traditions nations countires coutries	0.5
INEX_LD-20120312	pred.bt.5	tango culture countries milonga traditions nations countires coutries	0.5
INEX_LD-20120312	pred.bt.6	tango culture countries milonga traditions nations countires coutries	0.5
INEX_LD-20120312	pred.bt.7	tango culture countries milonga traditions nations countires coutries	0.5
INEX_LD-20120312	pred.bt.8	tango culture countries milonga traditions nations countires coutries	0.5
INEX_LD-20120312	pred.bt.9	tango culture countries milonga traditions nations countires coutries	0.5
INEX_LD-20120321	-1	tango music  composers	1.0
INEX_LD-20120322	-1	tango music instruments	0.5
INEX_LD-20120322	pred.bt.1	tango music instruments musical instrument	1.0
INEX_LD-20120322	pred.bt.10	tango music instruments musical instrument	1.0
INEX_LD-20120322	pred.bt.2	tango music instruments musical instrument	1.0
INEX_LD-20120322	pred.bt.3	tango music instruments musical instrument	1.0
INEX_LD-20120322	pred.bt.4	tango music instruments musical instrument	1.0
INEX_LD-20120322	pred.bt.5	tango music instruments musical instrument	1.0
INEX_LD-20120322	pred.bt.6	tango music instruments musical instrument	1.0
INEX_LD-20120322	pred.bt.7	tango music instruments musical instrument	1.0
INEX_LD-20120322	pred.bt.8	tango music instruments musical instrument	1.0
INEX_LD-20120322	pred.bt.9	tango music instruments musical instrument	1.0
INEX_LD-20120331	-1	tango dance styles	1.0
INEX_LD-20120332	-1	tango dance history	1.0
INEX_LD-20120411	-1	bicycle sport races	1.0
INEX_LD-20120412	-1	bicycle sport disciplines	0.5
INEX_LD-20120412	pred.bt.1	bicycle sport disciplines bike aforementioned namely	1.0
INEX_LD-20120412	pred.bt.10	bicycle sport disciplines bike aforementioned namely	1.0
INEX_LD-20120412	pred.bt.2	bicycle sport disciplines bike aforementioned namely	1.0
INEX_LD-20120412	pred.bt.3	bicycle sport disciplines bike aforementioned namely	1.0
INEX_LD-20120412	pred.bt.4	bicycle sport disciplines bike aforementioned namely	1.0
INEX_LD-20120412	pred.bt.5	bicycle sport disciplines bike aforementioned namely	1.0
INEX_LD-20120412	pred.bt.6	bicycle sport disciplines bike aforementioned namely	1.0
INEX_LD-20120412	pred.bt.7	bicycle sport disciplines bike aforementioned namely	1.0
INEX_LD-20120412	pred.bt.8	bicycle sport disciplines bike aforementioned namely	1.0
INEX_LD-20120412	pred.bt.9	bicycle sport disciplines bike aforementioned namely	1.0
INEX_LD-20120421	-1	bicycle holiday towns	0.0667
INEX_LD-20120421	pred.bt.1	bicycle holiday towns bike vacation busman cities villages	0.3333
INEX_LD-20120421	pred.bt.10	bicycle holiday towns bike vacation busman cities villages	0.3333
INEX_LD-20120421	pred.bt.2	bicycle holiday towns bike vacation busman cities villages	0.3333
INEX_LD-20120421	pred.bt.3	bicycle holiday towns bike vacation busman cities villages	0.3333
INEX_LD-20120421	pred.bt.4	bicycle holiday towns bike vacation busman cities villages	0.3333
INEX_LD-20120421	pred.bt.5	bicycle holiday towns bike vacation busman cities villages	0.3333
INEX_LD-20120421	pred.bt.6	bicycle holiday towns bike vacation busman cities villages	0.3333
INEX_LD-20120421	pred.bt.7	bicycle holiday towns bike vacation busman cities villages	0.3333
INEX_LD-20120421	pred.bt.8	bicycle holiday towns bike vacation busman cities villages	0.3333
INEX_LD-20120421	pred.bt.9	bicycle holiday towns bike vacation busman cities villages	0.3333
INEX_LD-20120422	-1	bicycle holiday nature	0.1111
INEX_LD-20120422	pred.bt.1	bicycle holiday nature bicycles cycle types road cycles bicycle harvest festival christmas tree new year holiday nature life biosphere nature	0.5
INEX_LD-20120422	pred.bt.10	bicycle holiday nature bicycles cycle types road cycles bicycle harvest festival christmas tree new year holiday nature life biosphere nature	0.5
INEX_LD-20120422	pred.bt.2	bicycle holiday nature bicycles cycle types road cycles bicycle harvest festival christmas tree new year holiday nature life biosphere nature	0.5
INEX_LD-20120422	pred.bt.3	bicycle holiday nature bicycles cycle types road cycles bicycle harvest festival christmas tree new year holiday nature life biosphere nature	0.5
INEX_LD-20120422	pred.bt.4	bicycle holiday nature bicycles cycle types road cycles bicycle harvest festival christmas tree new year holiday nature life biosphere nature	0.5
INEX_LD-20120422	pred.bt.5	bicycle holiday nature bicycles cycle types road cycles bicycle harvest festival christmas tree new year holiday nature life biosphere nature	0.5
INEX_LD-20120422	pred.bt.6	bicycle holiday nature bicycles cycle types road cycles bicycle harvest festival christmas tree new year holiday nature life biosphere nature	0.5
INEX_LD-20120422	pred.bt.7	bicycle holiday nature bicycles cycle types road cycles bicycle harvest festival christmas tree new year holiday nature life biosphere nature	0.5
INEX_LD-20120422	pred.bt.8	bicycle holiday nature bicycles cycle types road cycles bicycle harvest festival christmas tree new year holiday nature life biosphere nature	0.5
INEX_LD-20120422	pred.bt.9	bicycle holiday nature bicycles cycle types road cycles bicycle harvest festival christmas tree new year holiday nature life biosphere nature	0.5
INEX_LD-20120431	-1	bicycle benefits health	0.1111
INEX_LD-20120431	pred.bt.1	bicycle benefits health wheel pedal cycle gain welfare wellness	0.5
INEX_LD-20120431	pred.bt.10	bicycle benefits health wheel pedal cycle gain welfare wellness	0.5
INEX_LD-20120431	pred.bt.2	bicycle benefits health wheel pedal cycle gain welfare wellness	0.5
INEX_LD-20120431	pred.bt.3	bicycle benefits health wheel pedal cycle gain welfare wellness	0.5
INEX_LD-20120431	pred.bt.4	bicycle benefits health wheel pedal cycle gain welfare wellness	0.5
INEX_LD-20120431	pred.bt.5	bicycle benefits health wheel pedal cycle gain welfare wellness	0.5
INEX_LD-20120431	pred.bt.6	bicycle benefits health wheel pedal cycle gain welfare wellness	0.5
INEX_LD-20120431	pred.bt.7	bicycle benefits health wheel pedal cycle gain welfare wellness	0.5
INEX_LD-20120431	pred.bt.8	bicycle benefits health wheel pedal cycle gain welfare wellness	0.5
INEX_LD-20120431	pred.bt.9	bicycle benefits health wheel pedal cycle gain welfare wellness	0.5
INEX_LD-20120432	-1	bicycle benefits environment	1.0
INEX_LD-20120511	-1	female rock singers	1.0
INEX_LD-20120512	-1	south korean girl groups	1.0
INEX_LD-20120521	-1	electronic music genres	1.0
INEX_LD-20120522	-1	digital music notation formats	0.25
INEX_LD-20120522	pred.bt.1	file format midi standard video	1.0
INEX_LD-20120522	pred.bt.10	file format midi standard video	1.0
INEX_LD-20120522	pred.bt.2	file format midi standard video	1.0
INEX_LD-20120522	pred.bt.3	file format midi standard video	1.0
INEX_LD-20120522	pred.bt.4	file format midi standard video	1.0
INEX_LD-20120522	pred.bt.5	file format midi standard video	1.0
INEX_LD-20120522	pred.bt.6	file format midi standard video	1.0
INEX_LD-20120522	pred.bt.7	file format midi standard video	1.0
INEX_LD-20120522	pred.bt.8	file format midi standard video	1.0
INEX_LD-20120522	pred.bt.9	file format midi standard video	1.0
INEX_LD-20120531	-1	music conferences	1.0
INEX_LD-20120532	-1	intellectual property rights lobby	0.0667
INEX_LD-20120532	pred.bt.1	intellectual property rights lobby intellectual property intellectual property	0.125
INEX_LD-20120532	pred.bt.10	intellectual property rights lobby intellectual property intellectual property	0.125
INEX_LD-20120532	pred.bt.2	intellectual property rights lobby intellectual property intellectual property	0.125
INEX_LD-20120532	pred.bt.3	intellectual property rights lobby intellectual property intellectual property	0.125
INEX_LD-20120532	pred.bt.4	intellectual property rights lobby intellectual property intellectual property	0.125
INEX_LD-20120532	pred.bt.5	intellectual property rights lobby intellectual property intellectual property	0.125
INEX_LD-20120532	pred.bt.6	intellectual property rights lobby intellectual property intellectual property	0.125
INEX_LD-20120532	pred.bt.7	intellectual property rights lobby intellectual property intellectual property	0.125
INEX_LD-20120532	pred.bt.8	intellectual property rights lobby intellectual property intellectual property	0.125
INEX_LD-20120532	pred.bt.9	intellectual property rights lobby intellectual property intellectual property	0.125
INEX_LD-2012301	-1	niagara falls origin lake	1.0
INEX_LD-2012303	-1	 valley fever fungal infection san joaquin	0.3333
INEX_LD-2012303	pred.bt.1	valley fever fungal infection san joaquin hills typhoid bacterial fungi fungus disease virus francisco bernardino diego mateo vicente clemente	1.0
INEX_LD-2012303	pred.bt.10	valley fever fungal infection san joaquin hills typhoid bacterial fungi fungus disease virus francisco bernardino diego mateo vicente clemente	1.0
INEX_LD-2012303	pred.bt.2	valley fever fungal infection san joaquin hills typhoid bacterial fungi fungus disease virus francisco bernardino diego mateo vicente clemente	1.0
INEX_LD-2012303	pred.bt.3	valley fever fungal infection san joaquin hills typhoid bacterial fungi fungus disease virus francisco bernardino diego mateo vicente clemente	1.0
INEX_LD-2012303	pred.bt.4	valley fever fungal infection san joaquin hills typhoid bacterial fungi fungus disease virus francisco bernardino diego mateo vicente clemente	1.0
INEX_LD-2012303	pred.bt.5	valley fever fungal infection san joaquin hills typhoid bacterial fungi fungus disease virus francisco bernardino diego mateo vicente clemente	1.0
INEX_LD-2012303	pred.bt.6	valley fever fungal infection san joaquin hills typhoid bacterial fungi fungus disease virus francisco bernardino diego mateo vicente clemente	1.0
INEX_LD-2012303	pred.bt.7	valley fever fungal infection san joaquin hills typhoid bacterial fungi fungus disease virus francisco bernardino diego mateo vicente clemente	1.0
INEX_LD-2012303	pred.bt.8	valley fever fungal infection san joaquin hills typhoid bacterial fungi fungus disease virus francisco bernardino diego mateo vicente clemente	1.0
INEX_LD-2012303	pred.bt.9	valley fever fungal infection san joaquin hills typhoid bacterial fungi fungus disease virus francisco bernardino diego mateo vicente clemente	1.0
INEX_LD-2012305	-1	north dakota's lowest river of another colour	0.0
INEX_LD-2012305	pred.bt.1	north dakota s lowest river of another colour grand dakota creek	0.0909
INEX_LD-2012305	pred.bt.10	north dakota s lowest river of another colour grand dakota creek	0.0909
INEX_LD-2012305	pred.bt.2	north dakota s lowest river of another colour grand dakota creek	0.0909
INEX_LD-2012305	pred.bt.3	north dakota s lowest river of another colour grand dakota creek	0.0909
INEX_LD-2012305	pred.bt.4	north dakota s lowest river of another colour grand dakota creek	0.0909
INEX_LD-2012305	pred.bt.5	north dakota s lowest river of another colour grand dakota creek	0.0909
INEX_LD-2012305	pred.bt.6	north dakota s lowest river of another colour grand dakota creek	0.0909
INEX_LD-2012305	pred.bt.7	north dakota s lowest river of another colour grand dakota creek	0.0909
INEX_LD-2012305	pred.bt.8	north dakota s lowest river of another colour grand dakota creek	0.0909
INEX_LD-2012305	pred.bt.9	north dakota s lowest river of another colour grand dakota creek	0.0909
INEX_LD-2012307	-1	 july, 1850  president died millard fillmore sworn following day	0.1429
INEX_LD-2012307	pred.bt.1	july president of the united states die millard fillmore trust watch sidereal day	0.5
INEX_LD-2012307	pred.bt.10	july president of the united states die millard fillmore trust watch sidereal day	0.5
INEX_LD-2012307	pred.bt.2	july president of the united states die millard fillmore trust watch sidereal day	0.5
INEX_LD-2012307	pred.bt.3	july president of the united states die millard fillmore trust watch sidereal day	0.5
INEX_LD-2012307	pred.bt.4	july president of the united states die millard fillmore trust watch sidereal day	0.5
INEX_LD-2012307	pred.bt.5	july president of the united states die millard fillmore trust watch sidereal day	0.5
INEX_LD-2012307	pred.bt.6	july president of the united states die millard fillmore trust watch sidereal day	0.5
INEX_LD-2012307	pred.bt.7	july president of the united states die millard fillmore trust watch sidereal day	0.5
INEX_LD-2012307	pred.bt.8	july president of the united states die millard fillmore trust watch sidereal day	0.5
INEX_LD-2012307	pred.bt.9	july president of the united states die millard fillmore trust watch sidereal day	0.5
INEX_LD-2012309	-1	residents small island city-state  malay peninsula chinese	0.0476
INEX_LD-2012309	pred.bt.1	countries characteristic thalassocracy athenian empire city state landforms thailand regions malaysia peninsular malaysia malay peninsula yue chinese yuchinese hoklo people overseas chinese	0.3333
INEX_LD-2012309	pred.bt.10	countries characteristic thalassocracy athenian empire city state landforms thailand regions malaysia peninsular malaysia malay peninsula yue chinese yuchinese hoklo people overseas chinese	0.3333
INEX_LD-2012309	pred.bt.2	countries characteristic thalassocracy athenian empire city state landforms thailand regions malaysia peninsular malaysia malay peninsula yue chinese yuchinese hoklo people overseas chinese	0.3333
INEX_LD-2012309	pred.bt.3	countries characteristic thalassocracy athenian empire city state landforms thailand regions malaysia peninsular malaysia malay peninsula yue chinese yuchinese hoklo people overseas chinese	0.3333
INEX_LD-2012309	pred.bt.4	countries characteristic thalassocracy athenian empire city state landforms thailand regions malaysia peninsular malaysia malay peninsula yue chinese yuchinese hoklo people overseas chinese	0.3333
INEX_LD-2012309	pred.bt.5	countries characteristic thalassocracy athenian empire city state landforms thailand regions malaysia peninsular malaysia malay peninsula yue chinese yuchinese hoklo people overseas chinese	0.3333
INEX_LD-2012309	pred.bt.6	countries characteristic thalassocracy athenian empire city state landforms thailand regions malaysia peninsular malaysia malay peninsula yue chinese yuchinese hoklo people overseas chinese	0.3333
INEX_LD-2012309	pred.bt.7	countries characteristic thalassocracy athenian empire city state landforms thailand regions malaysia peninsular malaysia malay peninsula yue chinese yuchinese hoklo people overseas chinese	0.3333
INEX_LD-2012309	pred.bt.8	countries characteristic thalassocracy athenian empire city state landforms thailand regions malaysia peninsular malaysia malay peninsula yue chinese yuchinese hoklo people overseas chinese	0.3333
INEX_LD-2012309	pred.bt.9	countries characteristic thalassocracy athenian empire city state landforms thailand regions malaysia peninsular malaysia malay peninsula yue chinese yuchinese hoklo people overseas chinese	0.3333
INEX_LD-2012311	-1	john lennon yoko ono album starting over	1.0
INEX_LD-2012313	-1	john turturro 1991 coen brothers film	1.0
INEX_LD-2012315	-1	baguio quezon city  manila official independence 1945	0.0476
INEX_LD-2012315	pred.bt.1	baguio quezon city manila official independence capital town manilla football official noticer	0.25
INEX_LD-2012315	pred.bt.10	baguio quezon city manila official independence capital town manilla football official noticer	0.25
INEX_LD-2012315	pred.bt.2	baguio quezon city manila official independence capital town manilla football official noticer	0.25
INEX_LD-2012315	pred.bt.3	baguio quezon city manila official independence capital town manilla football official noticer	0.25
INEX_LD-2012315	pred.bt.4	baguio quezon city manila official independence capital town manilla football official noticer	0.25
INEX_LD-2012315	pred.bt.5	baguio quezon city manila official independence capital town manilla football official noticer	0.25
INEX_LD-2012315	pred.bt.6	baguio quezon city manila official independence capital town manilla football official noticer	0.25
INEX_LD-2012315	pred.bt.7	baguio quezon city manila official independence capital town manilla football official noticer	0.25
INEX_LD-2012315	pred.bt.8	baguio quezon city manila official independence capital town manilla football official noticer	0.25
INEX_LD-2012315	pred.bt.9	baguio quezon city manila official independence capital town manilla football official noticer	0.25
INEX_LD-2012317	-1	daggeroso inclined to use a dagger novel sons and lovers	0.0909
INEX_LD-2012317	pred.bt.1	daggeroso inclined tend to use a dagger novel sons son and lovers lover	0.5
INEX_LD-2012317	pred.bt.10	daggeroso inclined tend to use a dagger novel sons son and lovers lover	0.5
INEX_LD-2012317	pred.bt.2	daggeroso inclined tend to use a dagger novel sons son and lovers lover	0.5
INEX_LD-2012317	pred.bt.3	daggeroso inclined tend to use a dagger novel sons son and lovers lover	0.5
INEX_LD-2012317	pred.bt.4	daggeroso inclined tend to use a dagger novel sons son and lovers lover	0.5
INEX_LD-2012317	pred.bt.5	daggeroso inclined tend to use a dagger novel sons son and lovers lover	0.5
INEX_LD-2012317	pred.bt.6	daggeroso inclined tend to use a dagger novel sons son and lovers lover	0.5
INEX_LD-2012317	pred.bt.7	daggeroso inclined tend to use a dagger novel sons son and lovers lover	0.5
INEX_LD-2012317	pred.bt.8	daggeroso inclined tend to use a dagger novel sons son and lovers lover	0.5
INEX_LD-2012317	pred.bt.9	daggeroso inclined tend to use a dagger novel sons son and lovers lover	0.5
INEX_LD-2012318	-1	directed bela glen glenda bride monster plan 9 outer space	0.2
INEX_LD-2012318	pred.bt.1	directed mastermind bela glen glenda bride bridget monster plan nine outer space outer space	0.25
INEX_LD-2012318	pred.bt.10	directed mastermind bela glen glenda bride bridget monster plan nine outer space outer space	0.25
