,qid,order,query,bm25.recip_rank
228,708,thesaurus.topn3,decorative slate sources,1.0
229,708,thesaurus.topn3.replace,decorative slate sources,1.0
230,709,-1,Horse racing jockey weight,1.0
231,709,anchor.topn3,horse racing jockey weight samaraa general virginia al diwaniya morabilla eroticid lungitz kheawcha oum sa nanwai jockey weight maximum ccir high molecular,1.0
232,709,bt_bing_chinese_simplified,Horse jockey weight,1.0
233,709,bt_bing_french,Horse Racing Jockey Weight,1.0
234,709,bt_bing_german,Horse racing jockey s weight,1.0
235,709,bt_bing_korean,Horse racing jockey weight,1.0
236,709,bt_bing_malay,Weight of horse racing jockeys,1.0
237,709,bt_bing_persian,Weight Horse Racing,1.0
238,709,bt_bing_russian,Weight Jockey Races,1.0
239,709,bt_bing_swahili,Weight of horse jockey,1.0
240,709,bt_bing_tamil,Horse racing jockey weight,1.0
241,709,bt_nllb_arabic,Weight of the front runners in horse racing,1.0
242,709,bt_nllb_french,Weight of the horse racing jockey,1.0
243,709,bt_nllb_german,Weight of horse racing,1.0
244,709,bt_nllb_korean,Horse racing jockey weight,1.0
245,709,bt_nllb_malay,Heavy jockey horse racing,1.0
246,709,bt_nllb_russian,Weight of the horse race,1.0
247,709,bt_nllb_swahili,Weight of jockeys in horse racing,1.0
248,709,bt_nllb_tamil,The weight of the horse racing team,1.0
249,709,conceptluster.topn5.3.qld,horse racing jockey weight jockey,1.0
250,709,conceptnet.topn3,horse racing jockey weight animal riding a bicycle rider measurement mass scale,1.0
251,709,docluster.topn10.3.qld,horse racing jockey weight shall race,1.0
252,709,glove.topn3,horse racing jockey weight rode racers racer rode load,1.0
253,709,original,Horse racing jockey weight,1.0
254,709,relevancefeedback.topn10.qld,horse racing jockey weight race hors shall,1.0
255,709,rm3.topn10.10.0.5.bm25,horse racing jockey weight race hors shall,1.0
256,709,rm3.topn10.10.0.5.qld,horse racing jockey weight hors race shall,1.0
257,709,sensedisambiguation,Horse sawhorse racing rush jockey weight weight unit,1.0
258,709,stem.krovetz,horse racing jockey weight,1.0
259,709,stem.paicehusk,hors rac jockey weight,1.0
260,709,stem.porter,hors race jockei weight,1.0
261,709,stem.porter2,hors race jockey weight,1.0
262,709,stem.sstemmer,horse racing jockey weight,1.0
263,709,stem.trunc5,horse racin jocke weigh,1.0
264,709,tagmee.topn3,horse racing jockey weight Horse racing Jockey,1.0
265,709,tagmee.topn3.replace,Horse racing Jockey,1.0
266,709,termluster.topn5.3.qld,horse racing jockey weight without win whip without win whip ani anoth assign,1.0
267,709,thesaurus.topn3,horse racing jockey weight,1.0
268,709,thesaurus.topn3.replace,horse racing jockey weight,1.0
269,709,wiki.topn3,horse racing jockey weight sports betting horse racing jockey horse racing jockeys horstrainer horse trainers jockey,1.0
270,709,wiki.topn3.replace,sports betting horse racing jockey horse racing jockeys horstrainer horse trainers jockey,1.0
271,709,word2vec.topn3,horse racing jockey weight pony racers racer weight,1.0
272,709,wordnet.topn3,horse racing jockey weight gymnastic horse sawbuck buck hotfoot rush along belt along chicane screw shaft angle burden system of weights,1.0
273,710,-1,Prostate cancer treatments,1.0
274,710,bt_bing_arabic,Prostate Cancer Treatments,1.0
275,710,bt_bing_chinese_simplified,Prostate cancer treatment,1.0
276,710,bt_bing_french,Prostate Cancer Treatments,1.0
277,710,bt_bing_german,Treatments for Prostate Cancer,1.0
278,710,bt_bing_korean,Prostate Cancer Treatment,1.0
279,710,bt_bing_malay,Prostate cancer treatment,1.0
280,710,bt_bing_persian,Prostate Cancer Treatment,1.0
281,710,bt_bing_russian,Prostate Cancer Treatment,1.0
282,710,bt_bing_swahili,Prostate cancer treatment,1.0
283,710,bt_bing_tamil,Prostate cancer treatments,1.0
284,710,bt_nllb_arabic,Treatment for prostate cancer,1.0
285,710,bt_nllb_chinese_yue,Treatment of prostate cancer,1.0
286,710,bt_nllb_french,Treatment of prostate cancer,1.0
287,710,bt_nllb_german,Treatment of prostate cancer,1.0
288,710,bt_nllb_korean,Treatment for prostate cancer,1.0
289,710,bt_nllb_malay,Treatment of prostate cancer,1.0
290,710,bt_nllb_persian,Treatment for prostate cancer,1.0
291,710,bt_nllb_russian,Treatment of prostate cancer,1.0
292,710,bt_nllb_swahili,Treatment of prostate cancer,1.0
293,710,bt_nllb_tamil,The treatment for prostate cancer,1.0
294,710,conceptluster.topn5.3.qld,prostate cancer treatments management cancer,1.0
295,710,docluster.topn10.3.qld,prostate cancer treatments prostat,1.0
296,710,original,Prostate cancer treatments,1.0
297,710,relevancefeedback.topn10.qld,prostate cancer treatments prostat,1.0
298,710,rm3.topn10.10.0.5.bm25,prostate cancer treatments prostat,1.0
299,710,rm3.topn10.10.0.5.qld,prostate cancer treatments prostat,1.0
300,710,sensedisambiguation,Prostate prostate gland cancer treatments treatment,1.0
301,710,stem.krovetz,prostate cancer treatment,1.0
302,710,stem.lovins,prost cancer treatment,1.0
303,710,stem.porter,prostat cancer treatment,1.0
304,710,stem.porter2,prostat cancer treatment,1.0
305,710,stem.sstemmer,prostate cancer treatment,1.0
306,710,stem.trunc5,prost cance treat,1.0
307,710,tagmee.topn3,prostate cancer treatments Prostate cancer Management of cancer,1.0
308,710,termluster.topn5.3.qld,prostate cancer treatments usual urin urethra also area back usual urin urethra,1.0
309,710,thesaurus.topn3,prostate cancer treatments,1.0
310,710,thesaurus.topn3.replace,prostate cancer treatments,1.0
311,710,word2vec.topn3,prostate cancer treatments testicular leukemia lymphoma therapies,1.0
312,710,wordnet.topn3.replace,prostate gland genus Cancer Cancer the Crab discourse handling intervention,1.0
313,711,-1,Train station security measures,0.25
314,711,bt_bing_tamil,Railway Station Security Measures,1.0
315,711,bt_nllb_chinese_yue,Security measures at the railway station,1.0
316,711,bt_nllb_malay,Railway station security measures,1.0
317,711,bt_nllb_tamil,Railway station security measures,1.0
318,711,relevancefeedback.topn10.qld,train station security measures measur naval amtrak secur transport,1.0
319,711,rm3.topn10.10.0.5.bm25,train station security measures transport bart y emerg polic secur transit,1.0
320,711,sensedisambiguation,Train station security measures standard,1.0
321,711,bt_nllb_french,Safety measures at railway stations,0.5
322,711,bt_nllb_german,Safety measures for railway stations,0.5
323,711,bt_nllb_russian,Safety measures at railway stations,0.5
324,711,rm3.topn10.10.0.5.qld,train station security measures measur transit transport naval amtrak y,0.5
325,711,tagmee.topn3,train station security measures Train station Airport security,0.5
326,711,docluster.topn10.3.qld,train station security measures secur,0.3333
327,711,word2vec.topn3,train station security measures railway secuirty safety initiatives,0.3333
328,711,bt_bing_arabic,Security measures for the train station,0.25
329,711,bt_bing_chinese_simplified,Train station security measures,0.25
330,711,bt_bing_korean,Security measures at train stations,0.25
331,711,bt_bing_persian,Train Station Security Measures,0.25
332,711,bt_bing_russian,Security measures at the train station,0.25
333,711,bt_nllb_arabic,Security measures for the train station,0.25
334,711,bt_nllb_korean,Security measures at the train station,0.25
335,711,bt_nllb_persian,Security measures at the train station,0.25
336,711,original,Train station security measures,0.25
337,711,stem.krovetz,train station security measure,0.25
338,711,stem.porter,train station secur measur,0.25
339,711,stem.porter2,train station secur measur,0.25
340,711,stem.sstemmer,train station security measure,0.25
341,711,tagmee.topn3.replace,Train station Airport security,0.25
342,711,thesaurus.topn3,train station security measures,0.25
343,711,thesaurus.topn3.replace,train station security measures,0.25
344,712,-1,Pyramid scheme,1.0
345,712,bertqe.topn10.bm25,pyramid scheme topic what you,1.0
346,712,bertqe.topn10.qld,scheme work your behalf attornei,1.0
347,712,bt_bing_french,Pyramid scheme,1.0
348,712,bt_bing_german,Pyramid scheme,1.0
349,712,bt_bing_korean,Pyramid scheme,1.0
350,712,bt_bing_malay,Pyramid scheme,1.0
351,712,bt_bing_swahili,Pyramid scheme,1.0
352,712,bt_bing_tamil,Pyramid Scheme,1.0
353,712,bt_nllb_chinese_yue,The pyramid scheme,1.0
354,712,bt_nllb_french,The pyramid scheme,1.0
355,712,bt_nllb_korean,The pyramid scheme,1.0
356,712,bt_nllb_malay,The Pyramid Scheme,1.0
357,712,bt_nllb_persian,The pyramid scheme,1.0
358,712,bt_nllb_russian,The pyramid scheme,1.0
359,712,conceptluster.topn5.3.qld,pyramid scheme,1.0
360,712,conceptnet.topn3,pyramid scheme programming language,1.0
361,712,conceptnet.topn3.replace,pyramid programming language,1.0
362,712,docluster.topn10.3.qld,pyramid scheme,1.0
363,712,original,Pyramid scheme,1.0
364,712,relevancefeedback.topn10.qld,pyramid scheme busi,1.0
365,712,sensedisambiguation,Pyramid scheme system,1.0
366,712,stem.krovetz,pyramid scheme,1.0
367,712,stem.porter,pyramid scheme,1.0
368,712,stem.porter2,pyramid scheme,1.0
369,712,stem.sstemmer,pyramid scheme,1.0
370,712,tagmee.topn3,pyramid scheme Pyramid scheme,1.0
371,712,tagmee.topn3.replace,Pyramid scheme,1.0
372,712,termluster.topn5.3.qld,pyramid scheme mai make monei mai make monei,1.0
373,712,thesaurus.topn3,pyramid scheme,1.0
374,712,thesaurus.topn3.replace,pyramid scheme,1.0
375,712,word2vec.topn3,pyramid scheme pyramid like,1.0
376,712,word2vec.topn3.replace,pyramid like scheme,1.0
377,713,-1,Chesapeake Bay Maryland clean,1.0
378,713,bt_bing_arabic,Chesapeake Bay Maryland Clean,1.0
379,713,bt_bing_chinese_simplified,Chesapeake Bay Maryland Clean,1.0
380,713,bt_bing_french,Chesapeake Bay Maryland clean,1.0
381,713,bt_bing_german,Chesapeake Bay Maryland clean,1.0
382,713,bt_bing_malay,Chesapeake Bay Maryland clean,1.0
383,713,bt_bing_persian,Chesapeake Maryland Bay Clean,1.0
384,713,bt_bing_russian,Chesapeake Bay Maryland is clean,1.0
385,713,bt_bing_tamil,Chesapeake Bay Maryland Cleaning,1.0
386,713,bt_nllb_arabic,Chesapeake Bay Maryland is clean,1.0
387,713,bt_nllb_chinese_yue,Chesapeake Bay is clean in Maryland,1.0
388,713,bt_nllb_french,Chesapeake Bay Maryland clean,1.0
389,713,bt_nllb_german,Chesapeake Bay Maryland clean,1.0
390,713,bt_nllb_korean,Chesapeake Bay Maryland is clean,1.0
391,713,bt_nllb_malay,Chesapeake Bay Maryland is clean,1.0
392,713,bt_nllb_russian,The clean Chesapeake Bay of Maryland,1.0
393,713,bt_nllb_swahili,Chesapeake Bay Maryland clean,1.0
394,713,conceptluster.topn5.3.qld,chesapeake bay maryland clean,1.0
395,713,docluster.topn10.3.qld,chesapeake bay maryland clean bai http,1.0
396,713,glove.topn3,chesapeake bay maryland clean potomac http www co mo md us tampa chesapeake virginia md sure,1.0
397,713,original,Chesapeake Bay Maryland clean,1.0
398,713,relevancefeedback.topn10.qld,chesapeake bay maryland clean http marina bai,1.0
399,713,sensedisambiguation,Chesapeake Bay true laurel Maryland clean clean and jerk,1.0
400,713,sensedisambiguation.replace,Chesapeake true laurel maryland clean and jerk,1.0
401,713,stem.krovetz,chesapeake bay maryland clean,1.0
402,713,stem.lovins,chesapeak bay maryland clean,1.0
403,713,stem.porter,chesapeak bai maryland clean,1.0
404,713,stem.porter2,chesapeak bay maryland clean,1.0
405,713,stem.sstemmer,chesapeake bay maryland clean,1.0
406,713,tagmee.topn3,chesapeake bay maryland clean Chesapeake Bay Maryland,1.0
407,713,thesaurus.topn3,chesapeake bay maryland clean,1.0
408,713,thesaurus.topn3.replace,chesapeake bay maryland clean,1.0
409,714,-1,License restrictions older drivers,1.0
410,714,bt_bing_arabic,Older drivers license restrictions,1.0
411,714,bt_bing_persian,Restrictions on older drivers licenses,1.0
412,714,bt_bing_russian,Licensing Restrictions for Older Drivers,1.0
413,714,bt_bing_tamil,License Restrictions Older Drivers,1.0
414,714,bt_nllb_arabic,The restrictions on older drivers licenses,1.0
415,714,bt_nllb_persian,Restrictions on older drivers licenses,1.0
416,714,bt_nllb_russian,Limitations on driving rights for older drivers,1.0
417,714,docluster.topn10.3.qld,license restrictions older drivers renew driver restrict licens,1.0
418,714,original,License restrictions older drivers,1.0
419,714,relevancefeedback.topn10.qld,license restrictions older drivers renew licens driver restrict,1.0
420,714,rm3.topn10.10.0.5.qld,license restrictions older drivers driver renew licens,1.0
421,714,sensedisambiguation,License restrictions restriction older previous drivers driver,1.0
422,714,stem.sstemmer,license restriction older driver,1.0
423,714,tagmee.topn3.replace,License Regulation Driver s license,1.0
424,714,thesaurus.topn3,license restrictions older drivers,1.0
425,714,thesaurus.topn3.replace,license restrictions older drivers,1.0
426,715,-1,Schizophrenia drugs,0.5
427,715,docluster.topn10.3.qld,schizophrenia drugs patient,1.0
428,715,bt_bing_malay,Schizophrenia drugs,0.5
429,715,bt_bing_persian,Schizophrenia Drugs,0.5
430,715,bt_nllb_chinese_yue,Schizophrenia drugs,0.5
431,715,bt_nllb_french,Drugs for schizophrenia,0.5
432,715,bt_nllb_german,Schizophrenia medicines,0.5
433,715,bt_nllb_malay,Schizophrenia medicines,0.5
434,715,bt_nllb_persian,The schizophrenia drugs,0.5
435,715,bt_nllb_russian,Medicines for schizophrenia,0.5
436,715,original,Schizophrenia drugs,0.5
437,715,sensedisambiguation,Schizophrenia drugs drug,0.5
438,715,sensedisambiguation.replace,schizophrenia drug,0.5
439,715,stem.krovetz,schizophrenia drug,0.5
440,715,stem.lovins,schizophren drug,0.5
441,715,stem.paicehusk,schizophren drug,0.5
442,715,stem.porter,schizophrenia drug,0.5
443,715,stem.porter2,schizophrenia drug,0.5
444,715,stem.sstemmer,schizophrenia drug,0.5
445,715,thesaurus.topn3,schizophrenia drugs,0.5
446,715,thesaurus.topn3.replace,schizophrenia drugs,0.5
447,715,word2vec.topn3.replace,psychosis schizophrenics medications,0.5
448,716,-1,Spammer arrest sue,0.3333
449,716,bt_bing_arabic,Lawsuit against the arrest of spammers,1.0
450,716,bt_bing_chinese_simplified,Spammers are arrested and prosecuted,1.0
451,716,bt_bing_french,Arrest of a spammer,1.0
452,716,bt_bing_german,Spammer Arrest Lawsuit,1.0
453,716,bt_bing_russian,Spammer Arrest Lawsuit,1.0
454,716,bt_bing_tamil,Spammer Arrest Case,1.0
455,716,bt_nllb_chinese_yue,Arrest and prosecution of spam,1.0
456,716,bt_nllb_german,Spammer arrest lawsuit,1.0
457,716,bt_nllb_korean,Spammers arresting lawsuit,1.0
458,716,bt_nllb_swahili,Spammer arrested trial,1.0
459,716,bt_nllb_tamil,The case of the arrest of the spammers,1.0
