,qid,order,query,qld.ndcg
68,716,bt_bing_persian,Spammer Arrest Complaint,0.2848
69,716,sensedisambiguation.replace,spammer halt sue,0.2847
70,716,bt_nllb_swahili,Spammer arrested trial,0.26
71,716,sensedisambiguation,Spammer arrest halt sue,0.249
72,716,tagmee.topn3.replace,Spamming Arrest Lawsuit,0.2459
73,716,bt_nllb_chinese_yue,Arrest and prosecution of spam,0.2388
74,717,-1,Gifted talented student programs,0.21
75,717,relevancefeedback.topn10.qld,gifted talented student programs gift g,0.2286
76,717,word2vec.topn3,gifted talented student programs talented skilled gifted skilled multi talented teacher programmes,0.2252
77,717,conceptluster.topn5.3.qld,gifted talented student programs student gifted education master business administration,0.2185
78,717,tagmee.topn3,gifted talented student programs Gifted education Student Master of Business Administration,0.2185
79,717,docluster.topn10.3.qld,gifted talented student programs gift,0.2118
80,717,rm3.topn10.10.0.5.qld,gifted talented student programs gift,0.2118
81,717,wordnet.topn3,gifted talented student programs talented give present gifted scholar bookman political program course of study,0.2118
82,717,termluster.topn5.3.qld,gifted talented student programs academ curriculum develop student school requir perform school talent texa teacher state,0.2106
83,718,-1,Controlling acid rain,0.197
84,719,-1,Cruise ship damage sea life,0.1314
85,719,bt_bing_arabic,Cruise ship damaging marine life,0.2234
86,719,bt_bing_french,Cruise ship damages marine life,0.2234
87,719,bt_bing_german,Cruise ship damages marine life,0.2234
88,719,bt_bing_korean,Cruise ship damage marine life,0.2234
89,719,bt_bing_malay,Cruise ships damage marine life,0.2234
90,719,bt_bing_persian,Cruise ship damages marine life,0.2234
91,719,bt_bing_russian,Cruise Ship Damages Marine Life,0.2234
92,719,bt_nllb_chinese_yue,Cruising ships are damaging marine life,0.2234
93,719,bt_nllb_french,Cruise ships are damaging marine life,0.2234
94,719,bt_nllb_korean,The damage to marine life on cruise ships,0.2234
95,719,bt_nllb_malay,Damage to the marine life cruise ship,0.2234
96,719,bt_nllb_persian,Cruise ships are damaging marine life,0.2234
97,719,bt_nllb_russian,Damage to marine life on cruise ships,0.2234
98,719,bt_nllb_german,Damage to marine structures of cruise ships,0.2183
99,719,bt_bing_chinese_simplified,Cruise ships destroy marine life,0.1705
100,719,bt_bing_swahili,Cruise ship destroys marine life,0.1705
101,719,tagmee.topn3,cruise ship damage sea life Cruise ship Marine biology,0.1693
102,719,tagmee.topn3.replace,Cruise ship Marine biology,0.1637
103,719,glove.topn3,cruise ship damage sea life ship vessel caused ocean waters lives even,0.1399
104,720,-1,Federal welfare reform,0.1376
105,720,docluster.topn10.3.qld,federal welfare reform welfar state,0.1749
106,720,rm3.topn10.10.0.5.bm25,federal welfare reform state welfar,0.1749
107,720,relevancefeedback.topn10.qld,federal welfare reform welfar immigr state we,0.1635
108,720,rm3.topn10.10.0.5.qld,federal welfare reform state welfar immigr,0.1605
109,721,-1,Census data applications,0.0605
110,721,bt_bing_swahili,Use of census data,0.1496
111,721,bt_nllb_korean,Apply for census data,0.0986
112,721,stem.trunc5,censu data appli,0.0986
113,721,glove.topn3,census data applications population inhabitants information analysis applying,0.0677
114,721,bt_bing_chinese_simplified,Census Data App,0.0654
115,721,tagmee.topn3,census data applications Census Data Application software,0.0608
116,722,-1,Iran terrorism,0.513
117,723,-1,Executive privilege,0.27
118,723,rm3.topn10.10.0.5.bm25,executive privilege privileg presid see attornei,0.4595
119,723,rm3.topn10.10.0.5.qld,executive privilege presid privileg,0.4587
120,723,relevancefeedback.topn10.qld,executive privilege v privileg staff session hospit document presid,0.2926
121,724,-1,Iran Contra,0.4552
122,724,rm3.topn10.10.0.5.bm25,iran contra casei cia defend record,0.5801
123,724,relevancefeedback.topn10.qld,iran contra defend cia casei,0.5664
124,724,rm3.topn10.10.0.5.qld,iran contra casei cia defend,0.5664
125,724,conceptnet.topn3,iran contra Nicaraguan,0.4729
126,725,-1,Low white blood cell count,0.2408
127,725,relevancefeedback.topn10.qld,low white blood cell count platelet your,0.2611
128,725,bt_nllb_chinese_yue,Low blood cell count,0.246
129,726,-1,Hubble telescope repairs,0.3459
130,727,-1,Church arson,0.5945
131,727,sensedisambiguation,Church church service arson,0.6453
132,728,-1,whales save endangered,0.2191
133,728,bt_bing_chinese_simplified,Whales save endangered whales,0.2316
134,728,bt_bing_german,Whales save endangered whales,0.2316
135,728,bt_bing_tamil,Whales save endangered whales,0.2316
136,728,docluster.topn10.3.qld,whales save endangered whale,0.2316
137,728,relevancefeedback.topn10.qld,whales save endangered whale endang,0.2295
138,728,rm3.topn10.10.0.5.qld,whales save endangered whale endang,0.2295
139,729,-1,Whistle blower department of defense,0.0289
140,729,bt_nllb_korean,The Department of Defense is blowing a whistle,0.2169
141,729,glove.topn3,whistle blower department defense blowing whistleblower administration defence,0.1927
142,729,conceptluster.topn5.3.qld,whistle blower department defense whistleblower united states department defense,0.1363
143,729,tagmee.topn3,whistle blower department defense Whistleblower United States Department of Defense,0.1363
144,729,bt_bing_chinese_simplified,Whistleblower Ministry of Defense,0.1091
145,729,bt_bing_korean,Whistleblower Ministry of Defense,0.1091
146,729,bt_bing_russian,Ministry of Defense Whistleblower,0.1091
147,729,bt_bing_malay,Department of Defense whistleblower,0.0992
148,729,glove.topn3.replace,blowing whistleblower administration defence,0.0988
149,729,word2vec.topn3,whistle blower department defense swanee whistle blowing dept defence,0.0867
150,729,tagmee.topn3.replace,Whistleblower United States Department of Defense,0.0433
151,729,termluster.topn5.3.qld,whistle blower department defense said new govern depart govern said whistl said new,0.0378
152,729,stem.paicehusk,whistl blow depart of defens,0.035
153,729,wiki.topn3,whistle blower department defense grounds termination employment insider trading conflict interest whistleblower nuclear weapons infrastructure united states military industrial complex government agencies established united states department defense,0.0347
154,729,word2vec.topn3.replace,swanee whistle blowing dept defence,0.0321
155,729,bt_bing_arabic,whistle blower mod,0.0295
156,730,-1,Gastric bypass complications,0.5788
157,730,termluster.topn5.3.qld,gastric bypass complications bypass complic obes complic gastric obes weight veri surgeri,0.6383
158,730,rm3.topn10.10.0.5.bm25,gastric bypass complications you weight obes surgeri,0.6216
159,730,rm3.topn10.10.0.5.qld,gastric bypass complications you weight obes surgeri health,0.6201
160,730,bt_bing_french,Complications of Gastric Bypass Surgery,0.6197
161,730,relevancefeedback.topn10.qld,gastric bypass complications you surgeri obes weight oper,0.6186
162,730,conceptluster.topn5.3.qld,gastric bypass complications gastric bypass surgery complication medicine,0.6127
163,730,tagmee.topn3,gastric bypass complications Gastric bypass surgery Complication medicine,0.6127
164,730,docluster.topn10.3.qld,gastric bypass complications you weight surgeri,0.6118
165,730,tagmee.topn3.replace,Gastric bypass surgery Complication medicine,0.5815
166,730,bt_bing_swahili,Gastric bypass problems,0.5811
167,731,-1,Kurds history,0.0953
168,731,word2vec.topn3,kurds history kurdish history,0.2741
169,731,conceptnet.topn3.replace,kurds past subject school,0.2478
170,731,glove.topn3,kurds history kurdish sunnis historical ever,0.2364
171,731,stem.paicehusk,kurd hist,0.2241
172,731,stem.trunc4,kurd hist,0.2241
173,731,stem.lovins,kurd histor,0.2028
174,731,bt_nllb_chinese_yue,Kurdish history,0.1925
175,731,bt_nllb_german,Kurdish history,0.1925
176,731,bt_nllb_malay,Kurdish history,0.1925
177,731,word2vec.topn3.replace,kurdish history,0.1925
178,731,conceptnet.topn3,kurds history past subject school,0.1896
179,731,glove.topn3.replace,kurdish sunnis historical ever,0.1731
180,731,sensedisambiguation,Kurds kurd history,0.1549
181,731,wiki.topn3.replace,kurdistan mahabad mahabad kurds history academidisciplines literature history,0.1382
182,731,wordnet.topn3.replace,kurds account chronicle,0.1284
183,731,wiki.topn3,kurds history kurdistan mahabad mahabad kurds history academidisciplines literature history,0.128
184,731,anchor.topn3.replace,kurds recuyel seeg théodrat,0.1222
185,732,-1,U.S. cheese production,0.0524
186,732,wordnet.topn3,u s cheese production United States government USA US cheeseflower high mallow output yield,0.1288
187,732,glove.topn3,u s cheese production us u s cheddar producing produced,0.1001
188,732,rm3.topn10.10.0.5.qld,u s cheese production product dairi export import milk u cooper,0.0997
189,732,word2vec.topn3.replace,usa u s american cheddar producing,0.0899
190,732,bt_bing_swahili,American cheese production,0.088
191,732,bt_bing_arabic,Cheese production in the United States,0.0872
192,732,bt_bing_french,Cheese production in the United States,0.0872
193,732,bt_bing_russian,Cheese production in the United States,0.0872
194,732,bt_nllb_arabic,Cheese production in the United States,0.0872
195,732,bt_nllb_french,Cheese production in the United States,0.0872
196,732,bt_nllb_korean,The production of cheese in the United States,0.0872
197,732,bt_nllb_persian,The production of cheese in the United States,0.0872
198,732,bt_nllb_swahili,Cheese production in the United States,0.0872
199,732,rm3.topn10.10.0.5.bm25,u s cheese production product milk dairi import export,0.0845
200,732,glove.topn3.replace,us u s cheddar producing produced,0.0795
201,732,word2vec.topn3,u s cheese production usa u s american cheddar producing,0.0746
202,732,bt_nllb_russian,Cheese production in the US,0.0709
203,733,-1,Airline overbooking,0.5038
204,733,termluster.topn5.3.qld,airline overbooking ticket overbook flight ticket flight airlin,0.5994
205,733,bt_nllb_malay,Overbooking of airline tickets,0.5686
206,733,rm3.topn10.10.0.5.bm25,airline overbooking airlin consum your you,0.5684
207,733,docluster.topn10.3.qld,airline overbooking airlin consum you,0.567
208,733,relevancefeedback.topn10.qld,airline overbooking airlin consum you,0.567
209,733,rm3.topn10.10.0.5.qld,airline overbooking airlin you consum,0.567
210,733,tagmee.topn3,airline overbooking Airline Overselling,0.5071
211,734,-1,Recycling successes,0.1898
212,735,-1,Afghan women condition,0.24
213,735,wiki.topn3,afghan women condition states territories established territories military occupation education afghanistan afghanistan women afghanistan afghan peacjirga afghan presidential election women s rights afghanistan,0.2951
214,735,bt_bing_chinese_simplified,Situation of women in Afghanistan,0.2715
215,735,wiki.topn3.replace,states territories established territories military occupation education afghanistan afghanistan women afghanistan afghan peacjirga afghan presidential election women s rights afghanistan,0.252
216,735,glove.topn3,afghan women condition afghanistan men girls although anonymity,0.2507
217,736,-1,location BSE infections,0.286
218,736,bt_nllb_swahili,The environment of BSE transmission,0.3047
219,736,bt_bing_swahili,Local BSE transmission,0.2887
220,736,docluster.topn10.3.qld,location bse infections cattl,0.288
221,737,-1,Enron California energy crisis,0.4636
222,738,-1,Anthrax hoaxes,0.5177
223,738,docluster.topn10.3.qld,anthrax hoaxes hoax,0.5902
224,738,termluster.topn5.3.qld,anthrax hoaxes emerg feder hoax year would threat,0.5641
225,739,-1,Habitat for Humanity,0.1258
226,740,-1,regulate assisted living Maryland,0.3945
227,740,bt_nllb_korean,Assistant living in Maryland,0.4571
228,740,bt_bing_swahili,Managing assisted living in Maryland,0.4273
229,741,-1,Artificial Intelligence,0.1405
230,741,conceptnet.topn3.replace,artificial learning United States intelligence agency,0.1729
231,741,conceptnet.topn3,artificial intelligence learning United States intelligence agency,0.1529
232,742,-1,hedge funds fraud protection,0.4497
233,742,bt_bing_german,Protection against hedge fund fraud,0.5252
234,742,bt_nllb_german,Protection against hedge fund fraud,0.5252
235,742,bt_nllb_malay,protection against hedge fund fraud,0.5252
236,742,bt_nllb_persian,Protecting against hedge fund fraud,0.5252
237,742,bt_nllb_russian,protection against hedge funds fraud,0.5252
238,742,bt_nllb_swahili,protection against hedge funds fraud,0.5252
239,742,stem.trunc5,hedge funds fraud prote,0.5158
240,742,bt_bing_korean,Hedge Fund Fraud Prevention,0.51
241,742,conceptluster.topn5.3.qld,hedge funds fraud protection security finance hedge fund fraud,0.4864
242,742,tagmee.topn3,hedge funds fraud protection Hedge fund Fraud Security finance,0.4864
243,742,docluster.topn10.3.qld,hedge funds fraud protection fund,0.4604
244,742,rm3.topn10.10.0.5.qld,hedge funds fraud protection fund,0.4604
245,742,tagmee.topn3.replace,Hedge fund Fraud Security finance,0.4514
246,742,relevancefeedback.topn10.qld,hedge funds fraud protection fund invest,0.4504
247,743,-1,Freighter ship registration,0.1065
248,743,conceptluster.topn5.3.qld,freighter ship registration ship registration cargo ship,0.2457
249,743,tagmee.topn3,freighter ship registration Cargo ship Cargo ship Ship registration,0.2242
250,743,termluster.topn5.3.qld,freighter ship registration vessel,0.2132
251,743,glove.topn3,freighter ship registration ship vessel voter identification,0.1927
252,743,word2vec.topn3,freighter ship registration cargo tanker vessel warship registering,0.1733
253,743,bertqe.topn10.bm25,under flag conveni nation secur,0.167
254,743,bt_nllb_french,Register of freight vessels,0.1529
255,743,wordnet.topn3,freighter ship registration merchantman bottom merchant ship transport embark enrolment adjustment readjustment,0.1482
256,743,stem.lovins,freighter ship register,0.1284
257,743,anchor.topn3,freighter ship registration d cl a improv kommuna cunnari communa,0.1235
258,744,-1,Counterfeit ID punishments,0.0
259,744,glove.topn3,counterfeit id punishments fake identification meted,0.1486
260,744,bt_nllb_russian,Penalties for counterfeiting identity card,0.0975
261,744,bt_nllb_arabic,The penalties for a fake identity,0.068
262,744,glove.topn3.replace,fake identification meted,0.0602
263,744,bt_bing_chinese_simplified,Penalties for forging identity documents,0.0474
264,744,bt_bing_russian,Penalties for Identity Card Forgery,0.0264
265,744,bt_bing_arabic,Penalties for identity fraud,0.0239
266,744,bt_nllb_chinese_yue,The punishment for fake ID,0.0234
267,744,bt_nllb_korean,The punishment for fake ID,0.0234
268,744,bt_bing_korean,Penalties for fake IDs,0.0231
269,744,bt_bing_tamil,Fake ID penalties,0.0231
270,744,bt_bing_persian,Fraudulent punishments,0.0205
271,744,bt_nllb_german,Penalties for counterfeit identification,0.0189
272,744,bt_nllb_swahili,False identity judgments,0.0183
273,744,bt_bing_french,Penalties for identity forgery,0.0146
274,744,stem.paicehusk,counterfeit id pun,0.0128
275,744,conceptnet.topn3,counterfeit id punishments Idaho buying a beer Sentences,0.0115
276,744,sensedisambiguation.replace,counterfeit idaho punishment,0.0114
277,744,wiki.topn3,counterfeit id punishments counterfeiters forgery theft counterfeit transactional analysis brief reactivpsychosis neurosis id ego super ego necessity retributivjustice mobbing punishment,0.0114
278,744,bt_bing_swahili,Counter identification penalty,0.0113
279,744,wiki.topn3.replace,counterfeiters forgery theft counterfeit transactional analysis brief reactivpsychosis neurosis id ego super ego necessity retributivjustice mobbing punishment,0.0113
280,744,bt_nllb_persian,The penalties for false identity,0.0067
281,744,conceptnet.topn3.replace,counterfeit Idaho buying a beer Sentences,0.0059
282,745,-1,Doomsday cults,0.7025
283,745,rm3.topn10.10.0.5.qld,doomsday cults cult religion biolog,0.729
284,746,-1,Outsource job India,0.5215
285,747,-1,Library computer oversight,0.1652
286,747,tagmee.topn3,library computer oversight Library Computer Regulation,0.1908
287,747,docluster.topn10.3.qld,library computer oversight librari comput cost,0.1743
288,747,rm3.topn10.10.0.5.qld,library computer oversight librari cost comput,0.1743
289,748,-1,Nuclear reactor types,0.1649
290,749,-1,Puerto Rico state,0.3127
291,749,glove.topn3,puerto rico state rico rican puerto pwehr federal,0.4359
292,749,glove.topn3.replace,rico rican puerto pwehr federal,0.3973
293,749,word2vec.topn3,puerto rico state rican rico ricans puerto ricans rican federal,0.3311
294,750,-1,John Edwards womens issues,0.1858
295,751,-1,Scrabble Players,0.4385
296,752,-1,Dam removal,0.3754
297,753,-1,bullying prevention programs,0.5286
298,753,rm3.topn10.10.0.5.qld,bullying prevention programs bulli program school,0.602
299,753,rm3.topn10.10.0.5.bm25,bullying prevention programs bulli school,0.5476
300,753,relevancefeedback.topn10.qld,bullying prevention programs bulli program,0.5337
301,754,-1,domestic adoption laws,0.0987
302,754,rm3.topn10.10.0.5.qld,domestic adoption laws adopt,0.1403
303,754,rm3.topn10.10.0.5.bm25,domestic adoption laws visit adopt section court shall,0.1221
304,754,docluster.topn10.3.qld,domestic adoption laws law adopt,0.1136
305,755,-1,Scottish Highland Games,0.7368
306,755,tagmee.topn3,scottish highland games Scottish people Highland games Highland games,0.7559
307,756,-1,Volcanic Activity,0.1704
308,756,glove.topn3,volcanic activity eruptions lava suggesting,0.2256
309,756,relevancefeedback.topn10.qld,volcanic activity volcan volcano lake erupt activ,0.2162
310,756,rm3.topn10.10.0.5.qld,volcanic activity volcano volcan mount lake lassen,0.1854
311,756,rm3.topn10.10.0.5.bm25,volcanic activity volcano lake helen mount lassen baker volcan,0.1832
312,757,-1,Murals,0.1331
313,757,docluster.topn10.3.qld,murals mural your,0.1462
314,757,termluster.topn5.3.qld,murals panel artist,0.1428
315,758,-1,Embryonic stem cells,0.3776
316,758,glove.topn3,embryonic stem cells stem embryo embryonic tissues,0.413
317,758,bertqe.topn10.qld,iii what embryon stem cell,0.3865
318,758,glove.topn3.replace,stem embryo embryonic tissues,0.3831
319,758,docluster.topn10.3.qld,embryonic stem cells cell,0.3797
320,758,relevancefeedback.topn10.qld,embryonic stem cells cell,0.3797
321,758,rm3.topn10.10.0.5.bm25,embryonic stem cells cell,0.3797
322,758,rm3.topn10.10.0.5.qld,embryonic stem cells cell,0.3797
323,759,-1,civil war battle reenactments,0.391
324,759,word2vec.topn3,civil war battle reenactments rights era civl conflict skirmish re enactments re enactment,0.4784
325,759,rm3.topn10.10.0.5.qld,civil war battle reenactments park reenact program florida,0.4739
326,759,sensedisambiguation,civil war battle conflict reenactments reenactment,0.3978
327,760,-1,american muslim mosques schools,0.3111
328,760,bt_bing_korean,Muslim Mosque School of America,0.3933
329,760,stem.krovetz,america muslim mosque school,0.3933
330,760,bt_bing_arabic,American Islamic Mosque Schools,0.3818
331,760,bt_bing_swahili,Islamic mosque schools of America,0.3735
332,760,wiki.topn3,american muslim mosques schools american people immigration united states ethnigroups united states americans muslim american society thmosqucares islam washington d c islam united states quraniwords phrases muslims islam muslim mosques mosque architecture islamiculture mosque athari hanbali muwatta imam malik madhhab,0.3645
333,760,conceptluster.topn5.3.qld,american muslim mosques schools americans islam united states mosque muslim madhhab,0.3627
334,760,tagmee.topn3,american muslim mosques schools Americans Islam in the United States Muslim Mosque Madhhab,0.3627
335,760,conceptnet.topn3,american muslim mosques schools dollar an eraser places to learn things classrooms,0.3524
336,760,wiki.topn3.replace,american people immigration united states ethnigroups united states americans muslim american society thmosqucares islam washington d c islam united states quraniwords phrases muslims islam muslim mosques mosque architecture islamiculture mosque athari hanbali muwatta imam malik madhhab,0.3498
337,760,conceptnet.topn3.replace,dollar muslim mosques an eraser places to learn things classrooms,0.3448
338,760,tagmee.topn3.replace,Americans Islam in the United States Muslim Mosque Madhhab,0.3363
339,760,termluster.topn5.3.qld,american muslim mosques schools also america commun also america american york year washington york year washington,0.3215
340,761,-1,Problems of Hmong Immigrants,0.3527
341,762,-1,History of Physicians in America,0.0801
342,763,-1,Hunting deaths,0.1789
343,763,glove.topn3,hunting deaths hunters fatalities,0.4517
344,763,bt_bing_russian,Hunting Fatalities,0.3512
345,763,glove.topn3.replace,hunters fatalities,0.2605
346,764,-1,Increase mass transit use,0.1615
347,764,bt_bing_tamil,Increase mass transit usage,0.1771
348,765,-1,ephedra ma huang deaths,0.4896
349,765,bt_bing_korean,Ephedra Death,0.6471
350,765,bt_nllb_chinese_yue,The death of Ephedra Ma Juan,0.606
351,765,glove.topn3,ephedra huang deaths ephedrine supplements cheng yu fatalities,0.5793
352,765,rm3.topn10.10.0.5.qld,ephedra ma huang deaths ephedrin heart supplement,0.5606
353,765,docluster.topn10.3.qld,ephedra ma huang deaths ephedrin,0.5561
354,765,rm3.topn10.10.0.5.bm25,ephedra ma huang deaths ephedrin supplement heart drug,0.5372
355,765,relevancefeedback.topn10.qld,ephedra ma huang deaths ephedrin heart drug product supplement,0.5292
356,765,thesaurus.topn3,ephedra huang deaths,0.504
357,765,thesaurus.topn3.replace,ephedra huang deaths,0.504
358,765,termluster.topn5.3.qld,ephedra huang deaths advers case contain advers case contain supplement public product,0.4998
359,766,-1,diamond smuggling,0.4568
360,766,bt_nllb_malay,The diamond trade,0.5021
361,766,tagmee.topn3.replace,Diamond Blood diamond Smuggling,0.4766
362,766,conceptluster.topn5.3.qld,diamond smuggling blood diamond diamond smuggling,0.4603
363,766,tagmee.topn3,diamond smuggling Diamond Blood diamond Smuggling,0.4603
364,767,-1,Pharmacist License requirements,0.2332
365,767,rm3.topn10.10.0.5.bm25,pharmacist license requirements shall drug board pharmaci,0.2389
366,767,tagmee.topn3,pharmacist license requirements Pharmacist License,0.2348
367,768,-1,Women in state legislatures,0.2851
368,769,-1,Kroll Associates Employees,0.0566
369,769,relevancefeedback.topn10.qld,kroll associates employees train mr wage illinoi law fraser gepner,0.0853
370,769,wiki.topn3,kroll associates employees general atlantic wilson sonsini goodrich rosati asia kroll inc,0.0803
371,769,wiki.topn3.replace,general atlantic wilson sonsini goodrich rosati asia kroll inc,0.0803
372,769,conceptnet.topn3.replace,kroll associates a company the office company,0.079
373,769,conceptnet.topn3,kroll associates employees a company the office company,0.0592
374,770,-1,Kyrgyzstan-United States relations,0.2419
375,770,termluster.topn5.3.qld,kyrgyzstan united states relations unit kyrgyzstan,0.2926
376,770,bt_bing_french,Relations between Kyrgyzstan and the United States,0.2687
377,770,bt_bing_german,Relations between Kyrgyzstan and the United States,0.2687
378,770,bt_nllb_french,Relations between Kyrgyzstan and the United States,0.2687
379,770,bt_nllb_german,Relations between Kyrgyzstan and the United States,0.2687
380,770,bt_nllb_persian,Relations between Kyrgyzstan and the United States,0.2687
381,770,bt_nllb_russian,Relations between Kyrgyzstan and the United States,0.2687
382,770,bt_nllb_swahili,Relations between Kyrgyzstan and the United States,0.2687
383,770,bt_nllb_korean,Kyrgyzstan and the United States,0.2599
384,771,-1,deformed leopard frogs,0.4412
385,771,rm3.topn10.10.0.5.bm25,deformed leopard frogs frog hind rana malform,0.6605
386,771,anchor.topn3.replace,deformed v g leopard nimrs frogs,0.4644
387,771,sensedisambiguation,deformed flex leopard frogs frog,0.4571
388,772,-1,flag display rules,0.4948
389,772,termluster.topn5.3.qld,flag display rules abov alwai america weather wai vertic,0.574
390,772,word2vec.topn3,flag display rules flag regulations laws,0.5419
391,772,word2vec.topn3.replace,flag display regulations laws,0.498
392,773,-1,Pennsylvania slot machine gambling,0.6115
393,773,bt_nllb_russian,Gambling at the Pennsylvania machines,0.8624
394,773,termluster.topn5.3.qld,pennsylvania slot machine gambling citat code enforc bureau control credit video three suprem video three suprem,0.8262
395,773,anchor.topn3,pennsylvania slot machine gambling pennsybania pennsylvania histori pennsylvania fourth nordskov jensk fowler typ,0.7933
396,773,sensedisambiguation,Pennsylvania university of pennsylvania slot machine gambling gamble,0.7059
397,773,anchor.topn3.replace,pennsybania pennsylvania histori pennsylvania fourth nordskov jensk fowler typ machine gambling,0.6763
398,773,docluster.topn10.3.qld,pennsylvania slot machine gambling machin license,0.6533
399,774,-1,Causes of Homelessness,0.1873
400,774,wiki.topn3,causes homelessness arthritis sepsis symptoms signs vascular paralysis homelessness homeless shelters homeless shelter homelessness,0.2234
401,774,wiki.topn3.replace,arthritis sepsis symptoms signs vascular paralysis homelessness homeless shelters homeless shelter homelessness,0.2027
402,775,-1,Commercial candy makers,0.144
403,775,conceptnet.topn3,commercial candy makers commercialised chocolate sugar the movies,0.1591
404,775,conceptluster.topn5.3.qld,commercial candy makers candy,0.1583
405,775,docluster.topn10.3.qld,commercial candy makers candi,0.1583
406,775,tagmee.topn3,commercial candy makers Candy,0.1583
407,775,rm3.topn10.10.0.5.qld,commercial candy makers candi all shall industri chocol,0.158
408,775,wiki.topn3,commercial candy makers marshmallow caramel snack food candy,0.1495
409,775,rm3.topn10.10.0.5.bm25,commercial candy makers candi shall chocol u industri,0.1491
410,776,-1,Magnet schools success,0.261
411,777,-1,hybrid alternative fuel cars,0.2391
