,qid,order,query,qld.ndcg
69,702,bt_nllb_german,Pearl farming,0.1479
70,702,bt_nllb_korean,Pearl farming,0.1479
71,702,bt_nllb_malay,Pearl farming,0.1479
72,702,bt_nllb_russian,Pearl farming,0.1479
73,702,bt_nllb_swahili,The pearl farm,0.1479
74,702,bt_nllb_tamil,pearl farming,0.1479
75,702,conceptluster.topn5.3.qld,pearl farming,0.1479
76,702,original,Pearl farming,0.1479
77,702,sensedisambiguation,Pearl farming,0.1479
78,702,sensedisambiguation.replace,pearl farming,0.1479
79,702,stem.krovetz,pearl farming,0.1479
80,702,stem.lovins,pearl farm,0.1479
81,702,stem.paicehusk,pearl farm,0.1479
82,702,stem.porter,pearl farm,0.1479
83,702,stem.porter2,pearl farm,0.1479
84,702,stem.sstemmer,pearl farming,0.1479
85,702,thesaurus.topn3,pearl farming,0.1479
86,702,thesaurus.topn3.replace,pearl farming,0.1479
87,702,bt_bing_arabic,Pearl cultivation,0.1469
88,702,bt_nllb_french,Cultivation of pearls,0.1469
89,702,rm3.topn10.10.0.5.qld,pearl farming farm japan jerri product,0.1456
90,702,wiki.topn3.replace,pearls jewellery components gemstone pearl,0.1456
91,702,tagmee.topn3.replace,Pearl,0.1282
92,702,rm3.topn10.10.0.5.bm25,pearl farming coliform cumberland option japan our jerri ocean,0.1168
93,702,word2vec.topn3,pearl farming necklace agriculture agricultural,0.1094
94,702,docluster.topn10.3.qld,pearl farming farm,0.0966
95,702,wordnet.topn3,pearl farming drop ivory off white agricultural land raise,0.0754
96,702,anchor.topn3,pearl farming nanyou namro madlen,0.0753
97,702,relevancefeedback.topn10.qld,pearl farming japan farm jerri option irrig,0.0596
98,702,bt_nllb_arabic,The pearl planting,0.0438
99,702,bt_bing_persian,Pearl Agriculture,0.0231
100,702,conceptnet.topn3,pearl farming land crop,0.0128
101,702,glove.topn3,pearl farming harbor http www oklahomacitynationalmemorial org agricultural farmers,0.0079
102,702,conceptnet.topn3.replace,pearl land crop,0.0073
103,702,anchor.topn3.replace,nanyou namro madlen farming,0.0
104,702,bertqe.topn10.bm25,potato program regulatori test servic,0.0
105,702,bertqe.topn10.qld,seed farm,0.0
106,702,bt_nllb_persian,The Pearl of the Caribbean,0.0
107,702,glove.topn3.replace,harbor http www oklahomacitynationalmemorial org agricultural farmers,0.0
108,702,stem.trunc4,pear farm,0.0
109,702,stem.trunc5,pearl farmi,0.0
110,702,word2vec.topn3.replace,necklace agriculture agricultural,0.0
111,702,wordnet.topn3.replace,off white bead agricultural agrarian,0.0
112,704,-1,Green party political views,0.1567
113,704,termluster.topn5.3.qld,green party political views libertarian parti polit state polit nation state parti nation,0.1878
114,704,bt_bing_arabic,Political views of the Green Party,0.1567
115,704,bt_bing_french,Green Party Political Views,0.1567
116,704,bt_bing_korean,Political views of the Green Party,0.1567
117,704,bt_bing_malay,Green party political views,0.1567
118,704,bt_bing_russian,Political views of the Green Party,0.1567
119,704,bt_bing_swahili,Political views of the Green Party,0.1567
120,704,bt_bing_tamil,Green Party political views,0.1567
121,704,bt_nllb_arabic,The political views of the Green Party,0.1567
122,704,bt_nllb_french,The political views of the Green Party,0.1567
123,704,bt_nllb_korean,The political views of the Green Party,0.1567
124,704,bt_nllb_malay,Green Party political views,0.1567
125,704,bt_nllb_persian,The political views of the Green Party,0.1567
126,704,bt_nllb_russian,Political views of the Green Party,0.1567
127,704,bt_nllb_swahili,The political views of the Green Party,0.1567
128,704,bt_nllb_tamil,Green Party political views,0.1567
129,704,original,Green party political views,0.1567
130,704,sensedisambiguation.replace,green party political view,0.1567
131,704,stem.krovetz,green party politics view,0.1567
132,704,stem.paicehusk,green party polit view,0.1567
133,704,stem.porter,green parti polit view,0.1567
134,704,stem.porter2,green parti polit view,0.1567
135,704,stem.sstemmer,green party political view,0.1567
136,704,stem.trunc5,green party polit views,0.1567
137,704,thesaurus.topn3,green party political views,0.1567
138,704,thesaurus.topn3.replace,green party political views,0.1567
139,704,docluster.topn10.3.qld,green party political views parti,0.1259
140,704,relevancefeedback.topn10.qld,green party political views parti,0.1259
141,704,rm3.topn10.10.0.5.qld,green party political views parti,0.1259
142,704,bt_bing_persian,The Green Party s Political Views,0.1182
143,704,bt_nllb_chinese_yue,The Green Party s political views,0.1182
144,704,conceptluster.topn5.3.qld,green party political views ideology politics political party green party united states,0.0998
145,704,tagmee.topn3,green party political views Green Party of the United States Political party Politics Ideology,0.0998
146,704,tagmee.topn3.replace,Green Party of the United States Political party Politics Ideology,0.08
147,704,wiki.topn3,green party political views natural law party united states green national committee maria elizabeth muñoz green party united states political parties portal politics dieter nohlen political party society politics political science politics schools thought social equality egalitarianism ideology,0.0681
148,704,anchor.topn3,green party political views green windi treekrem k cup,0.0646
149,704,rm3.topn10.10.0.5.bm25,green party political views indonesia parti polit,0.0634
150,704,wiki.topn3.replace,natural law party united states green national committee maria elizabeth muñoz green party united states political parties portal politics dieter nohlen political party society politics political science politics schools thought social equality egalitarianism ideology,0.062
151,704,glove.topn3,green party political views red purple democratic politicians opinions,0.0604
152,704,word2vec.topn3,green party political views yellow blue red party economic social socio political viewpoints viewpoint,0.0595
153,704,anchor.topn3.replace,green windi treekrem k cup party political views,0.0441
154,704,wordnet.topn3,green party political views immature super C honey oil political party company regard take in reckon,0.0362
155,704,bt_bing_chinese_simplified,The Greens political views,0.0303
156,704,bt_bing_german,Political views of the Greens,0.0303
157,704,bt_nllb_german,Political views of the Greens,0.0303
158,704,sensedisambiguation,Green party political views view,0.0237
159,704,stem.lovins,green part polit view,0.0213
160,704,wordnet.topn3.replace,commons unripened viridity company political party political perspective sentiment panorama,0.0168
161,704,glove.topn3.replace,red purple democratic politicians opinions,0.0103
162,704,word2vec.topn3.replace,yellow blue red party economic social socio political viewpoints viewpoint,0.0075
163,704,bertqe.topn10.bm25,n warren lisa chac n,0.0
164,704,bertqe.topn10.qld,n warren lisa chac n,0.0
165,704,conceptnet.topn3,green party political views apple plant a color celebration gathering birthday,0.0
166,704,conceptnet.topn3.replace,apple plant a color celebration gathering birthday political views,0.0
167,704,stem.trunc4,gree part poli view,0.0
168,705,-1,Iraq foreign debt reduction,0.2549
169,705,tagmee.topn3,iraq foreign debt reduction Iraq External debt Debt,0.3895
170,705,tagmee.topn3.replace,Iraq External debt Debt,0.3569
171,705,bt_nllb_malay,Reduction of external debt to Iraq,0.3557
172,705,bt_bing_arabic,Iraq s external debt reduction,0.3536
173,705,bt_bing_french,Reduction of Iraq s external debt,0.3536
174,705,bt_bing_german,Reduction of Iraq s external debt,0.3536
175,705,bt_bing_russian,Reduction of Iraq s external debt,0.3536
176,705,bt_nllb_french,Reduction of Iraq s external debt,0.3536
177,705,bt_bing_tamil,Iraqi Foreign Debt Reduction,0.3472
178,705,bt_bing_persian,Reducing Iraq s External Debt,0.3395
179,705,bt_nllb_russian,Reducing Iraq s external debt,0.3395
180,705,bt_nllb_chinese_yue,Iraq s foreign debt is falling,0.2658
181,705,bt_nllb_german,Reduction of foreign debt in Iraq,0.2549
182,705,docluster.topn10.3.qld,iraq foreign debt reduction,0.2549
183,705,original,Iraq foreign debt reduction,0.2549
184,705,sensedisambiguation,Iraq foreign debt reduction,0.2549
185,705,sensedisambiguation.replace,iraq foreign debt reduction,0.2549
186,705,stem.krovetz,iraq foreign debt reduction,0.2549
187,705,stem.porter,iraq foreign debt reduct,0.2549
188,705,stem.porter2,iraq foreign debt reduct,0.2549
189,705,stem.sstemmer,iraq foreign debt reduction,0.2549
190,705,thesaurus.topn3,iraq foreign debt reduction,0.2549
191,705,thesaurus.topn3.replace,iraq foreign debt reduction,0.2549
192,705,rm3.topn10.10.0.5.bm25,iraq foreign debt reduction develop we,0.25
193,705,stem.lovins,iraq foreign debt reduc,0.2385
194,705,stem.paicehusk,iraq foreign debt reduc,0.2385
195,705,glove.topn3,iraq foreign debt reduction iraqi baghdad overseas ministry repay reducing,0.2383
196,705,bt_bing_swahili,Reducing Iraq s foreign debt,0.2154
197,705,bt_nllb_persian,Reducing Iraq s foreign debt,0.2154
198,705,bt_nllb_swahili,Reducing Iraq s foreign debt,0.2154
199,705,bt_bing_chinese_simplified,Iraq s external debt relief,0.2139
200,705,termluster.topn5.3.qld,iraq foreign debt reduction debt depart state depart iraq state unit state servic,0.1888
201,705,bt_bing_korean,Reduction of Iraq s foreign debt,0.1882
202,705,bt_bing_malay,Reduction of Iraq s foreign debt,0.1882
203,705,bt_nllb_korean,Iraq s foreign debt reduction,0.1882
204,705,bt_nllb_tamil,Iraq s foreign debt reduction,0.1882
205,705,relevancefeedback.topn10.qld,iraq foreign debt reduction develop,0.1598
206,705,rm3.topn10.10.0.5.qld,iraq foreign debt reduction develop,0.1598
207,705,glove.topn3.replace,iraqi baghdad overseas ministry repay reducing,0.1527
208,705,word2vec.topn3,iraq foreign debt reduction iraq afghanistan iraqi domestic international indebtedness reducing,0.1437
209,705,stem.trunc5,iraq forei debt reduc,0.1379
210,705,bt_nllb_arabic,Cut the foreign debt in Iraq,0.134
211,705,conceptluster.topn5.3.qld,iraq foreign debt reduction debt external debt,0.0944
212,705,wiki.topn3,iraq foreign debt reduction iraq mesopotamia syria iraq internal debt portfolio investment fixed investment external debt credit finance collateral finance interest debt,0.0909
213,705,conceptnet.topn3,iraq foreign debt reduction a country a country in the middle east war other money spending money paying by credit card,0.0404
214,705,wordnet.topn3,iraq foreign debt reduction Irak Al Iraq extraneous alien simplification step down,0.0346
215,705,word2vec.topn3.replace,iraq afghanistan iraqi domestic international indebtedness reducing,0.0329
216,705,wordnet.topn3.replace,Republic of Iraq Irak extraneous strange alien debt simplification step down diminution,0.0128
217,705,anchor.topn3,iraq foreign debt reduction iraq histori syria fortress syria transport s education s tawheed obligation subprim inclosure delan nonreduct frege church organisation fundament,0.0093
218,705,anchor.topn3.replace,iraq histori syria fortress syria transport s education s tawheed obligation subprim inclosure delan nonreduct frege church organisation fundament,0.0
219,705,bertqe.topn10.bm25,dc mai,0.0
220,705,bertqe.topn10.qld,unit state gener account offic,0.0
221,705,conceptnet.topn3.replace,a country a country in the middle east war other money spending money paying by credit card reduction,0.0
222,705,stem.trunc4,iraq fore debt redu,0.0
223,705,wiki.topn3.replace,iraq mesopotamia syria iraq internal debt portfolio investment fixed investment external debt credit finance collateral finance interest debt,0.0
224,706,-1,Controlling type II diabetes,0.1284
225,706,sensedisambiguation.replace,see type two diabetes,0.1453
226,706,bt_bing_arabic,Controlling type II diabetes,0.1284
227,706,bt_bing_chinese_simplified,Control of type II diabetes,0.1284
228,706,bt_bing_french,Controlling Type II Diabetes,0.1284
229,706,bt_bing_german,Control of type II diabetes,0.1284
230,706,bt_bing_malay,Controlling type II diabetes,0.1284
231,706,bt_bing_persian,Control of Type II Diabetes,0.1284
232,706,bt_bing_russian,Controlling Type II Diabetes,0.1284
233,706,bt_bing_tamil,Control of Type II Diabetes,0.1284
234,706,bt_nllb_french,Control of type II diabetes,0.1284
235,706,bt_nllb_german,Control of type II diabetes,0.1284
236,706,bt_nllb_russian,Control of type II diabetes,0.1284
237,706,bt_nllb_swahili,Control of type II diabetes,0.1284
238,706,bt_nllb_tamil,Control of type II diabetes,0.1284
239,706,original,Controlling type II diabetes,0.1284
240,706,stem.krovetz,control type ii diabetes,0.1284
241,706,stem.porter,control type ii diabet,0.1284
242,706,stem.porter2,control type ii diabet,0.1284
243,706,stem.sstemmer,controlling type ii diabete,0.1284
244,706,thesaurus.topn3,controlling type ii diabetes,0.1284
245,706,thesaurus.topn3.replace,controlling type ii diabetes,0.1284
246,706,sensedisambiguation,Controlling see type II two diabetes,0.1279
247,706,docluster.topn10.3.qld,controlling type ii diabetes diabet,0.1267
248,706,rm3.topn10.10.0.5.bm25,controlling type ii diabetes diabet,0.1267
249,706,relevancefeedback.topn10.qld,controlling type ii diabetes diabet word,0.1144
250,706,bt_nllb_malay,Managing type diabetes,0.1097
251,706,rm3.topn10.10.0.5.qld,controlling type ii diabetes diabet cost,0.1039
252,706,bt_bing_korean,Type Diabetes Control,0.1035
253,706,bt_nllb_arabic,Control of type diabetes,0.1035
254,706,bt_nllb_chinese_yue,Control of type diabetes,0.1035
255,706,bt_nllb_korean,Control of type diabetes,0.1035
256,706,bt_nllb_persian,Control of type diabetes,0.1035
257,706,stem.paicehusk,control type iy diabet,0.1028
258,706,conceptluster.topn5.3.qld,controlling type ii diabetes diabetes mellitus,0.0985
259,706,tagmee.topn3,controlling type ii diabetes Diabetes mellitus,0.0985
260,706,bt_bing_swahili,Managing Type II Diabetes,0.096
261,706,glove.topn3,controlling type ii diabetes example iii iv hypertension obesity,0.0635
262,706,termluster.topn5.3.qld,controlling type ii diabetes type trial studi control diabet diseas type trial studi,0.0419
263,706,wordnet.topn3,controlling type ii diabetes assure contain typewrite eccentric deuce,0.0217
264,706,tagmee.topn3.replace,Diabetes mellitus,0.0114
265,706,conceptnet.topn3,controlling type ii diabetes dominant have a keyboard use a computer use a keyboard two iii polydipsia,0.0103
266,706,stem.trunc4,cont type ii diab,0.0085
267,706,stem.trunc5,contr type ii diabe,0.0078
268,706,wordnet.topn3.replace,ensure moderate manipulate typewrite character case deuce two diabetes,0.0071
269,706,stem.lovins,control typ ii diabes,0.0054
270,706,anchor.topn3,controlling type ii diabetes umbauwagon percent encoding th ii kara ḫardaš nazi bugaš and the events at end of his reign iii,0.0034
271,706,anchor.topn3.replace,controlling umbauwagon percent encoding th ii kara ḫardaš nazi bugaš and the events at end of his reign iii diabetes,0.0
272,706,bertqe.topn10.bm25,assess number us glycat,0.0
273,706,bertqe.topn10.qld,evid report technolog assess number,0.0
274,706,conceptnet.topn3.replace,dominant have a keyboard use a computer use a keyboard two iii polydipsia,0.0
275,706,glove.topn3.replace,controlling example iii iv hypertension obesity,0.0
276,706,wiki.topn3,controlling type ii diabetes lymphoma noninfective enteritis colitis cirrhosis diabetes mellitus,0.0
277,706,wiki.topn3.replace,lymphoma noninfective enteritis colitis cirrhosis diabetes mellitus,0.0
278,706,word2vec.topn3,controlling type ii diabetes regulating kind iii iv vii,0.0
279,706,word2vec.topn3.replace,regulating kind iii iv vii diabetes,0.0
280,707,-1,Aspirin cancer prevention,0.5656
281,707,bt_bing_arabic,Aspirin Cancer Prevention,0.5656
282,707,bt_bing_chinese_simplified,Aspirin cancer prevention,0.5656
283,707,bt_bing_french,Aspirin Cancer Prevention,0.5656
284,707,bt_bing_german,Prevention of Aspirin Cancer,0.5656
285,707,bt_bing_korean,Aspirin Cancer Prevention,0.5656
286,707,bt_bing_malay,Aspirin cancer prevention,0.5656
287,707,bt_bing_persian,Aspirin Cancer Prevention,0.5656
288,707,bt_bing_russian,Cancer Prevention with Aspirin,0.5656
289,707,bt_bing_swahili,Aspirin cancer prevention,0.5656
290,707,bt_bing_tamil,Aspirin Cancer Prevention,0.5656
291,707,bt_nllb_french,Prevention of cancer by aspirin,0.5656
292,707,bt_nllb_german,Aspirin for the Prevention of Cancer,0.5656
293,707,bt_nllb_malay,Aspirin to prevent cancer,0.5656
294,707,bt_nllb_russian,Prevention of cancer with aspirin,0.5656
295,707,docluster.topn10.3.qld,aspirin cancer prevention,0.5656
296,707,original,Aspirin cancer prevention,0.5656
297,707,rm3.topn10.10.0.5.qld,aspirin cancer prevention,0.5656
298,707,sensedisambiguation,Aspirin cancer prevention,0.5656
299,707,sensedisambiguation.replace,aspirin cancer prevention,0.5656
300,707,stem.krovetz,aspirin cancer prevention,0.5656
301,707,stem.porter,aspirin cancer prevent,0.5656
302,707,stem.porter2,aspirin cancer prevent,0.5656
303,707,stem.sstemmer,aspirin cancer prevention,0.5656
304,707,thesaurus.topn3,aspirin cancer prevention,0.5656
305,707,thesaurus.topn3.replace,aspirin cancer prevention,0.5656
306,707,tagmee.topn3,aspirin cancer prevention Aspirin Cancer Cancer prevention,0.5585
307,707,tagmee.topn3.replace,Aspirin Cancer Cancer prevention,0.5429
308,707,bt_nllb_tamil,Aspirin is used to prevent cancer,0.5353
309,707,bt_nllb_chinese_yue,The anti cancer aspirin,0.5329
310,707,relevancefeedback.topn10.qld,aspirin cancer prevention claim,0.5233
311,707,termluster.topn5.3.qld,aspirin cancer prevention cancer colon effect aspirin colon effect studi screen risk,0.5219
312,707,rm3.topn10.10.0.5.bm25,aspirin cancer prevention i,0.5187
313,707,conceptluster.topn5.3.qld,aspirin cancer prevention cancer cancer prevention,0.4984
314,707,bt_nllb_korean,Aspirin is a cancer prevention drug,0.4318
315,707,bt_nllb_swahili,How to fight cancer with aspirin,0.3345
316,707,stem.lovins,aspirin cancer prevens,0.312
317,707,wiki.topn3,aspirin cancer prevention antiplatelet drugs salicylates nausea aspirin types neoplasia types cancer oncology cancer cancer prevention,0.2605
318,707,wordnet.topn3,aspirin cancer prevention Bayer St Joseph malignant neoplastic disease bar,0.2007
319,707,glove.topn3,aspirin cancer prevention ibuprofen medications prostate breast combating cdc,0.1561
320,707,wiki.topn3.replace,antiplatelet drugs salicylates nausea aspirin types neoplasia types cancer oncology cancer cancer prevention,0.1321
321,707,bertqe.topn10.qld,known risk factor colorect cancer,0.1285
322,707,word2vec.topn3,aspirin cancer prevention ibuprofen paracetamol leukemia lymphoma,0.0838
323,707,wordnet.topn3.replace,acetylsalicylic acid St Joseph genus Cancer Cancer the Crab bar,0.0793
324,707,conceptnet.topn3,aspirin cancer prevention a medicine cabinet smoking a disease cigarette smoking suppression,0.0574
325,707,anchor.topn3,aspirin cancer prevention extrusion hydrostat filter modif multi antimicrobi institute upmc insulinoma cancercent,0.0424
326,707,bt_nllb_arabic,Prevention of cancer,0.0388
327,707,glove.topn3.replace,ibuprofen medications prostate breast combating cdc,0.0339
328,707,bt_nllb_persian,Spraying for cancer prevention,0.0216
329,707,word2vec.topn3.replace,ibuprofen paracetamol leukemia lymphoma prevention,0.0182
330,707,anchor.topn3.replace,extrusion hydrostat filter modif multi antimicrobi institute upmc insulinoma cancercent prevention,0.0
331,707,bertqe.topn10.bm25,health care financ wisconsin depart,0.0
332,707,conceptnet.topn3.replace,a medicine cabinet smoking a disease cigarette smoking suppression,0.0
333,707,stem.paicehusk,aspirin cant prev,0.0
334,707,stem.trunc4,aspi canc prev,0.0
335,707,stem.trunc5,aspir cance preve,0.0
336,708,-1,Decorative slate sources,0.3663
337,708,bt_bing_arabic,Sources of decorative slate,0.3663
338,708,bt_bing_chinese_simplified,Sources of decorative slates,0.3663
339,708,bt_bing_malay,Sources of decorative slate,0.3663
340,708,bt_bing_tamil,Decorative slate sources,0.3663
341,708,bt_nllb_korean,Decorative slate source,0.3663
342,708,docluster.topn10.3.qld,decorative slate sources,0.3663
343,708,original,Decorative slate sources,0.3663
344,708,stem.krovetz,decorative slate source,0.3663
345,708,stem.porter,decor slate sourc,0.3663
346,708,stem.porter2,decor slate sourc,0.3663
347,708,stem.sstemmer,decorative slate source,0.3663
348,708,stem.trunc5,decor slate sourc,0.3663
349,708,thesaurus.topn3,decorative slate sources,0.3663
350,708,thesaurus.topn3.replace,decorative slate sources,0.3663
351,708,relevancefeedback.topn10.qld,decorative slate sources stone roof,0.3479
352,708,bt_bing_french,Decorative slate springs,0.3185
353,708,bt_bing_german,Decorative slate springs,0.3185
354,708,termluster.topn5.3.qld,decorative slate sources centuri color due,0.2482
355,708,rm3.topn10.10.0.5.bm25,decorative slate sources roof,0.2436
356,708,rm3.topn10.10.0.5.qld,decorative slate sources roof,0.2436
357,708,anchor.topn3,decorative slate sources wirren nusstort,0.2435
358,708,bt_nllb_swahili,The origins of the decorative slate,0.1973
359,708,word2vec.topn3,decorative slate sources ornamental limestone souces references,0.1951
360,708,conceptnet.topn3,decorative slate sources spatial unmasking,0.186
361,708,conceptluster.topn5.3.qld,decorative slate sources ornament art slate,0.1829
362,708,tagmee.topn3,decorative slate sources Ornament art Slate,0.1829
363,708,conceptnet.topn3.replace,decorative slate spatial unmasking,0.1608
364,708,sensedisambiguation,Decorative cosmetic slate sources source,0.1569
365,708,bt_bing_russian,Sources of Ornamental Slate,0.1373
366,708,tagmee.topn3.replace,Ornament art Slate,0.0878
367,708,bertqe.topn10.qld,research replac histor roof materi,0.0793
368,708,bt_nllb_chinese_yue,Sources of the decoration of the stone tablets,0.0563
369,708,wordnet.topn3,decorative slate sources cosmetic ornamental ticket reference generator,0.055
370,708,wiki.topn3,decorative slate sources proportion architecture history decorativarts template history architecture ornament art bay architecture politics san francisco bay area defunct american political movements slate,0.044
371,708,sensedisambiguation.replace,cosmetic slate source,0.0426
372,708,glove.topn3,decorative slate sources ornamental ornament http www nwguild org according,0.0416
373,708,stem.lovins,decor sl sourc,0.0048
374,708,bt_nllb_french,Sources of decorative clay,0.0043
375,708,anchor.topn3.replace,decorative wirren nusstort sources,0.0
376,708,bertqe.topn10.bm25,repair replac histor research replac,0.0
377,708,bt_bing_korean,Slate sauce for garnish,0.0
378,708,bt_bing_persian,Decorative Boulder Sources,0.0
379,708,bt_bing_swahili,Sources of jewelry,0.0
380,708,bt_nllb_arabic,Sources for the decorative pages,0.0
381,708,bt_nllb_german,Other articles of heading,0.0
382,708,bt_nllb_malay,Sources of decorative plates,0.0
383,708,bt_nllb_persian,Sources of fertility,0.0
384,708,bt_nllb_russian,The sources of decorative leaves,0.0
385,708,bt_nllb_tamil,The decorative silk pieces,0.0
386,708,glove.topn3.replace,ornamental ornament http www nwguild org according,0.0
387,708,stem.paicehusk,dec slat sourc,0.0
388,708,stem.trunc4,deco slat sour,0.0
389,708,wiki.topn3.replace,proportion architecture history decorativarts template history architecture ornament art bay architecture politics san francisco bay area defunct american political movements slate,0.0
390,708,word2vec.topn3.replace,ornamental limestone souces references,0.0
391,708,wordnet.topn3.replace,ornamental cosmetic ticket informant reservoir seed,0.0
392,709,-1,Horse racing jockey weight,0.677
393,709,sensedisambiguation,Horse sawhorse racing rush jockey weight weight unit,0.7006
394,709,bt_bing_chinese_simplified,Horse jockey weight,0.6952
395,709,bt_bing_swahili,Weight of horse jockey,0.6952
396,709,bt_bing_russian,Weight Jockey Races,0.6842
397,709,bt_bing_french,Horse Racing Jockey Weight,0.677
398,709,bt_bing_korean,Horse racing jockey weight,0.677
399,709,bt_bing_malay,Weight of horse racing jockeys,0.677
400,709,bt_bing_tamil,Horse racing jockey weight,0.677
401,709,bt_nllb_french,Weight of the horse racing jockey,0.677
402,709,bt_nllb_korean,Horse racing jockey weight,0.677
403,709,bt_nllb_swahili,Weight of jockeys in horse racing,0.677
404,709,original,Horse racing jockey weight,0.677
405,709,stem.krovetz,horse racing jockey weight,0.677
406,709,stem.sstemmer,horse racing jockey weight,0.677
407,709,thesaurus.topn3,horse racing jockey weight,0.677
408,709,thesaurus.topn3.replace,horse racing jockey weight,0.677
409,709,anchor.topn3,horse racing jockey weight samaraa general virginia al diwaniya morabilla eroticid lungitz kheawcha oum sa nanwai jockey weight maximum ccir high molecular,0.6742
410,709,bt_bing_german,Horse racing jockey s weight,0.6708
411,709,conceptluster.topn5.3.qld,horse racing jockey weight jockey,0.6373
412,709,docluster.topn10.3.qld,horse racing jockey weight shall race,0.6315
413,709,stem.porter,hors race jockei weight,0.6217
414,709,stem.porter2,hors race jockey weight,0.6217
415,709,tagmee.topn3,horse racing jockey weight Horse racing Jockey,0.6213
416,709,bt_bing_persian,Weight Horse Racing,0.6175
417,709,bt_nllb_german,Weight of horse racing,0.6175
418,709,bt_nllb_russian,Weight of the horse race,0.6175
419,709,relevancefeedback.topn10.qld,horse racing jockey weight race hors shall,0.6047
