,qid,order,query,qld.ndcg
78,704,bt_nllb_russian,Political views of the Green Party,0.1567
79,704,bt_nllb_swahili,The political views of the Green Party,0.1567
80,704,bt_nllb_tamil,Green Party political views,0.1567
81,704,original,Green party political views,0.1567
82,704,sensedisambiguation.replace,green party political view,0.1567
83,704,stem.krovetz,green party politics view,0.1567
84,704,stem.paicehusk,green party polit view,0.1567
85,704,stem.porter,green parti polit view,0.1567
86,704,stem.porter2,green parti polit view,0.1567
87,704,stem.sstemmer,green party political view,0.1567
88,704,stem.trunc5,green party polit views,0.1567
89,704,thesaurus.topn3,green party political views,0.1567
90,704,thesaurus.topn3.replace,green party political views,0.1567
91,705,-1,Iraq foreign debt reduction,0.2549
92,705,tagmee.topn3,iraq foreign debt reduction Iraq External debt Debt,0.3895
93,705,tagmee.topn3.replace,Iraq External debt Debt,0.3569
94,705,bt_nllb_malay,Reduction of external debt to Iraq,0.3557
95,705,bt_bing_arabic,Iraq s external debt reduction,0.3536
96,705,bt_bing_french,Reduction of Iraq s external debt,0.3536
97,705,bt_bing_german,Reduction of Iraq s external debt,0.3536
98,705,bt_bing_russian,Reduction of Iraq s external debt,0.3536
99,705,bt_nllb_french,Reduction of Iraq s external debt,0.3536
100,705,bt_bing_tamil,Iraqi Foreign Debt Reduction,0.3472
101,705,bt_bing_persian,Reducing Iraq s External Debt,0.3395
102,705,bt_nllb_russian,Reducing Iraq s external debt,0.3395
103,705,bt_nllb_chinese_yue,Iraq s foreign debt is falling,0.2658
104,705,bt_nllb_german,Reduction of foreign debt in Iraq,0.2549
105,705,docluster.topn10.3.qld,iraq foreign debt reduction,0.2549
106,705,original,Iraq foreign debt reduction,0.2549
107,705,sensedisambiguation,Iraq foreign debt reduction,0.2549
108,705,sensedisambiguation.replace,iraq foreign debt reduction,0.2549
109,705,stem.krovetz,iraq foreign debt reduction,0.2549
110,705,stem.porter,iraq foreign debt reduct,0.2549
111,705,stem.porter2,iraq foreign debt reduct,0.2549
112,705,stem.sstemmer,iraq foreign debt reduction,0.2549
113,705,thesaurus.topn3,iraq foreign debt reduction,0.2549
114,705,thesaurus.topn3.replace,iraq foreign debt reduction,0.2549
115,706,-1,Controlling type II diabetes,0.1284
116,706,sensedisambiguation.replace,see type two diabetes,0.1453
117,706,bt_bing_arabic,Controlling type II diabetes,0.1284
118,706,bt_bing_chinese_simplified,Control of type II diabetes,0.1284
119,706,bt_bing_french,Controlling Type II Diabetes,0.1284
120,706,bt_bing_german,Control of type II diabetes,0.1284
121,706,bt_bing_malay,Controlling type II diabetes,0.1284
122,706,bt_bing_persian,Control of Type II Diabetes,0.1284
123,706,bt_bing_russian,Controlling Type II Diabetes,0.1284
124,706,bt_bing_tamil,Control of Type II Diabetes,0.1284
125,706,bt_nllb_french,Control of type II diabetes,0.1284
126,706,bt_nllb_german,Control of type II diabetes,0.1284
127,706,bt_nllb_russian,Control of type II diabetes,0.1284
128,706,bt_nllb_swahili,Control of type II diabetes,0.1284
129,706,bt_nllb_tamil,Control of type II diabetes,0.1284
130,706,original,Controlling type II diabetes,0.1284
131,706,stem.krovetz,control type ii diabetes,0.1284
132,706,stem.porter,control type ii diabet,0.1284
133,706,stem.porter2,control type ii diabet,0.1284
134,706,stem.sstemmer,controlling type ii diabete,0.1284
135,706,thesaurus.topn3,controlling type ii diabetes,0.1284
136,706,thesaurus.topn3.replace,controlling type ii diabetes,0.1284
137,707,-1,Aspirin cancer prevention,0.5656
138,707,bt_bing_arabic,Aspirin Cancer Prevention,0.5656
139,707,bt_bing_chinese_simplified,Aspirin cancer prevention,0.5656
140,707,bt_bing_french,Aspirin Cancer Prevention,0.5656
141,707,bt_bing_german,Prevention of Aspirin Cancer,0.5656
142,707,bt_bing_korean,Aspirin Cancer Prevention,0.5656
143,707,bt_bing_malay,Aspirin cancer prevention,0.5656
144,707,bt_bing_persian,Aspirin Cancer Prevention,0.5656
145,707,bt_bing_russian,Cancer Prevention with Aspirin,0.5656
146,707,bt_bing_swahili,Aspirin cancer prevention,0.5656
147,707,bt_bing_tamil,Aspirin Cancer Prevention,0.5656
148,707,bt_nllb_french,Prevention of cancer by aspirin,0.5656
149,707,bt_nllb_german,Aspirin for the Prevention of Cancer,0.5656
150,707,bt_nllb_malay,Aspirin to prevent cancer,0.5656
151,707,bt_nllb_russian,Prevention of cancer with aspirin,0.5656
152,707,docluster.topn10.3.qld,aspirin cancer prevention,0.5656
153,707,original,Aspirin cancer prevention,0.5656
154,707,rm3.topn10.10.0.5.qld,aspirin cancer prevention,0.5656
155,707,sensedisambiguation,Aspirin cancer prevention,0.5656
156,707,sensedisambiguation.replace,aspirin cancer prevention,0.5656
157,707,stem.krovetz,aspirin cancer prevention,0.5656
158,707,stem.porter,aspirin cancer prevent,0.5656
159,707,stem.porter2,aspirin cancer prevent,0.5656
160,707,stem.sstemmer,aspirin cancer prevention,0.5656
161,707,thesaurus.topn3,aspirin cancer prevention,0.5656
162,707,thesaurus.topn3.replace,aspirin cancer prevention,0.5656
163,708,-1,Decorative slate sources,0.3663
164,708,bt_bing_arabic,Sources of decorative slate,0.3663
165,708,bt_bing_chinese_simplified,Sources of decorative slates,0.3663
166,708,bt_bing_malay,Sources of decorative slate,0.3663
167,708,bt_bing_tamil,Decorative slate sources,0.3663
168,708,bt_nllb_korean,Decorative slate source,0.3663
169,708,docluster.topn10.3.qld,decorative slate sources,0.3663
170,708,original,Decorative slate sources,0.3663
171,708,stem.krovetz,decorative slate source,0.3663
172,708,stem.porter,decor slate sourc,0.3663
173,708,stem.porter2,decor slate sourc,0.3663
174,708,stem.sstemmer,decorative slate source,0.3663
175,708,stem.trunc5,decor slate sourc,0.3663
176,708,thesaurus.topn3,decorative slate sources,0.3663
177,708,thesaurus.topn3.replace,decorative slate sources,0.3663
178,709,-1,Horse racing jockey weight,0.677
179,709,sensedisambiguation,Horse sawhorse racing rush jockey weight weight unit,0.7006
180,709,bt_bing_chinese_simplified,Horse jockey weight,0.6952
181,709,bt_bing_swahili,Weight of horse jockey,0.6952
182,709,bt_bing_russian,Weight Jockey Races,0.6842
183,709,bt_bing_french,Horse Racing Jockey Weight,0.677
184,709,bt_bing_korean,Horse racing jockey weight,0.677
185,709,bt_bing_malay,Weight of horse racing jockeys,0.677
186,709,bt_bing_tamil,Horse racing jockey weight,0.677
187,709,bt_nllb_french,Weight of the horse racing jockey,0.677
188,709,bt_nllb_korean,Horse racing jockey weight,0.677
189,709,bt_nllb_swahili,Weight of jockeys in horse racing,0.677
190,709,original,Horse racing jockey weight,0.677
191,709,stem.krovetz,horse racing jockey weight,0.677
192,709,stem.sstemmer,horse racing jockey weight,0.677
193,709,thesaurus.topn3,horse racing jockey weight,0.677
194,709,thesaurus.topn3.replace,horse racing jockey weight,0.677
195,710,-1,Prostate cancer treatments,0.3479
196,710,bt_bing_arabic,Prostate Cancer Treatments,0.3479
197,710,bt_bing_chinese_simplified,Prostate cancer treatment,0.3479
198,710,bt_bing_french,Prostate Cancer Treatments,0.3479
199,710,bt_bing_german,Treatments for Prostate Cancer,0.3479
200,710,bt_bing_korean,Prostate Cancer Treatment,0.3479
201,710,bt_bing_malay,Prostate cancer treatment,0.3479
202,710,bt_bing_persian,Prostate Cancer Treatment,0.3479
203,710,bt_bing_russian,Prostate Cancer Treatment,0.3479
204,710,bt_bing_swahili,Prostate cancer treatment,0.3479
205,710,bt_bing_tamil,Prostate cancer treatments,0.3479
206,710,bt_nllb_arabic,Treatment for prostate cancer,0.3479
207,710,bt_nllb_chinese_yue,Treatment of prostate cancer,0.3479
208,710,bt_nllb_french,Treatment of prostate cancer,0.3479
209,710,bt_nllb_german,Treatment of prostate cancer,0.3479
210,710,bt_nllb_korean,Treatment for prostate cancer,0.3479
211,710,bt_nllb_malay,Treatment of prostate cancer,0.3479
212,710,bt_nllb_persian,Treatment for prostate cancer,0.3479
213,710,bt_nllb_russian,Treatment of prostate cancer,0.3479
214,710,bt_nllb_swahili,Treatment of prostate cancer,0.3479
215,710,bt_nllb_tamil,The treatment for prostate cancer,0.3479
216,710,original,Prostate cancer treatments,0.3479
217,710,stem.krovetz,prostate cancer treatment,0.3479
218,710,stem.porter,prostat cancer treatment,0.3479
219,710,stem.porter2,prostat cancer treatment,0.3479
220,710,stem.sstemmer,prostate cancer treatment,0.3479
221,710,thesaurus.topn3,prostate cancer treatments,0.3479
222,710,thesaurus.topn3.replace,prostate cancer treatments,0.3479
223,711,-1,Train station security measures,0.2085
224,711,relevancefeedback.topn10.qld,train station security measures measur naval amtrak secur transport,0.4967
225,711,rm3.topn10.10.0.5.qld,train station security measures measur transit transport naval amtrak y,0.2526
226,711,rm3.topn10.10.0.5.bm25,train station security measures transport bart y emerg polic secur transit,0.2414
227,711,glove.topn3,train station security measures bus operated adding ensure steps,0.2189
228,711,bt_bing_arabic,Security measures for the train station,0.2085
229,711,bt_bing_chinese_simplified,Train station security measures,0.2085
230,711,bt_bing_korean,Security measures at train stations,0.2085
231,711,bt_bing_persian,Train Station Security Measures,0.2085
232,711,bt_bing_russian,Security measures at the train station,0.2085
233,711,bt_nllb_arabic,Security measures for the train station,0.2085
234,711,bt_nllb_korean,Security measures at the train station,0.2085
235,711,bt_nllb_persian,Security measures at the train station,0.2085
236,711,original,Train station security measures,0.2085
237,711,stem.krovetz,train station security measure,0.2085
238,711,stem.porter,train station secur measur,0.2085
239,711,stem.porter2,train station secur measur,0.2085
240,711,stem.sstemmer,train station security measure,0.2085
241,711,thesaurus.topn3,train station security measures,0.2085
242,711,thesaurus.topn3.replace,train station security measures,0.2085
243,712,-1,Pyramid scheme,0.3531
244,712,word2vec.topn3,pyramid scheme pyramid like,0.3581
245,712,sensedisambiguation,Pyramid scheme system,0.3548
246,712,bt_bing_french,Pyramid scheme,0.3531
247,712,bt_bing_german,Pyramid scheme,0.3531
248,712,bt_bing_korean,Pyramid scheme,0.3531
249,712,bt_bing_malay,Pyramid scheme,0.3531
250,712,bt_bing_swahili,Pyramid scheme,0.3531
251,712,bt_bing_tamil,Pyramid Scheme,0.3531
252,712,bt_nllb_chinese_yue,The pyramid scheme,0.3531
253,712,bt_nllb_french,The pyramid scheme,0.3531
254,712,bt_nllb_korean,The pyramid scheme,0.3531
255,712,bt_nllb_malay,The Pyramid Scheme,0.3531
256,712,bt_nllb_persian,The pyramid scheme,0.3531
257,712,bt_nllb_russian,The pyramid scheme,0.3531
258,712,conceptluster.topn5.3.qld,pyramid scheme,0.3531
259,712,docluster.topn10.3.qld,pyramid scheme,0.3531
260,712,original,Pyramid scheme,0.3531
261,712,stem.krovetz,pyramid scheme,0.3531
262,712,stem.porter,pyramid scheme,0.3531
263,712,stem.porter2,pyramid scheme,0.3531
264,712,stem.sstemmer,pyramid scheme,0.3531
265,712,tagmee.topn3,pyramid scheme Pyramid scheme,0.3531
266,712,tagmee.topn3.replace,Pyramid scheme,0.3531
267,712,thesaurus.topn3,pyramid scheme,0.3531
268,712,thesaurus.topn3.replace,pyramid scheme,0.3531
269,713,-1,Chesapeake Bay Maryland clean,0.2295
270,713,sensedisambiguation,Chesapeake Bay true laurel Maryland clean clean and jerk,0.2498
271,713,relevancefeedback.topn10.qld,chesapeake bay maryland clean http marina bai,0.2459
272,713,bt_bing_arabic,Chesapeake Bay Maryland Clean,0.2295
273,713,bt_bing_chinese_simplified,Chesapeake Bay Maryland Clean,0.2295
274,713,bt_bing_french,Chesapeake Bay Maryland clean,0.2295
275,713,bt_bing_german,Chesapeake Bay Maryland clean,0.2295
276,713,bt_bing_malay,Chesapeake Bay Maryland clean,0.2295
277,713,bt_bing_persian,Chesapeake Maryland Bay Clean,0.2295
278,713,bt_bing_russian,Chesapeake Bay Maryland is clean,0.2295
279,713,bt_bing_tamil,Chesapeake Bay Maryland Cleaning,0.2295
280,713,bt_nllb_arabic,Chesapeake Bay Maryland is clean,0.2295
281,713,bt_nllb_chinese_yue,Chesapeake Bay is clean in Maryland,0.2295
282,713,bt_nllb_french,Chesapeake Bay Maryland clean,0.2295
283,713,bt_nllb_german,Chesapeake Bay Maryland clean,0.2295
284,713,bt_nllb_korean,Chesapeake Bay Maryland is clean,0.2295
285,713,bt_nllb_malay,Chesapeake Bay Maryland is clean,0.2295
286,713,bt_nllb_russian,The clean Chesapeake Bay of Maryland,0.2295
287,713,bt_nllb_swahili,Chesapeake Bay Maryland clean,0.2295
288,713,conceptluster.topn5.3.qld,chesapeake bay maryland clean,0.2295
289,713,original,Chesapeake Bay Maryland clean,0.2295
290,713,stem.krovetz,chesapeake bay maryland clean,0.2295
291,713,stem.lovins,chesapeak bay maryland clean,0.2295
292,713,stem.porter,chesapeak bai maryland clean,0.2295
293,713,stem.porter2,chesapeak bay maryland clean,0.2295
294,713,stem.sstemmer,chesapeake bay maryland clean,0.2295
295,713,thesaurus.topn3,chesapeake bay maryland clean,0.2295
296,713,thesaurus.topn3.replace,chesapeake bay maryland clean,0.2295
297,714,-1,License restrictions older drivers,0.3261
298,714,docluster.topn10.3.qld,license restrictions older drivers renew driver restrict licens,0.4318
299,714,relevancefeedback.topn10.qld,license restrictions older drivers renew licens driver restrict,0.4318
300,714,rm3.topn10.10.0.5.qld,license restrictions older drivers driver renew licens,0.3894
301,714,bt_bing_arabic,Older drivers license restrictions,0.3261
302,714,bt_bing_persian,Restrictions on older drivers licenses,0.3261
303,714,bt_bing_russian,Licensing Restrictions for Older Drivers,0.3261
304,714,bt_bing_tamil,License Restrictions Older Drivers,0.3261
305,714,bt_nllb_arabic,The restrictions on older drivers licenses,0.3261
306,714,bt_nllb_persian,Restrictions on older drivers licenses,0.3261
307,714,original,License restrictions older drivers,0.3261
308,714,stem.sstemmer,license restriction older driver,0.3261
309,714,thesaurus.topn3,license restrictions older drivers,0.3261
310,714,thesaurus.topn3.replace,license restrictions older drivers,0.3261
311,715,-1,Schizophrenia drugs,0.2424
312,715,docluster.topn10.3.qld,schizophrenia drugs patient,0.2954
313,715,bt_bing_malay,Schizophrenia drugs,0.2424
314,715,bt_bing_persian,Schizophrenia Drugs,0.2424
315,715,bt_nllb_chinese_yue,Schizophrenia drugs,0.2424
316,715,bt_nllb_french,Drugs for schizophrenia,0.2424
317,715,bt_nllb_persian,The schizophrenia drugs,0.2424
318,715,original,Schizophrenia drugs,0.2424
319,715,sensedisambiguation.replace,schizophrenia drug,0.2424
320,715,stem.krovetz,schizophrenia drug,0.2424
321,715,stem.porter,schizophrenia drug,0.2424
322,715,stem.porter2,schizophrenia drug,0.2424
323,715,stem.sstemmer,schizophrenia drug,0.2424
324,715,thesaurus.topn3,schizophrenia drugs,0.2424
325,715,thesaurus.topn3.replace,schizophrenia drugs,0.2424
326,716,-1,Spammer arrest sue,0.2265
327,716,bt_bing_german,Spammer Arrest Lawsuit,0.3857
328,716,bt_bing_russian,Spammer Arrest Lawsuit,0.3857
329,716,bt_nllb_german,Spammer arrest lawsuit,0.3857
330,716,bt_nllb_korean,Spammers arresting lawsuit,0.3857
331,716,bt_bing_arabic,Lawsuit against the arrest of spammers,0.3804
332,716,bt_bing_chinese_simplified,Spammers are arrested and prosecuted,0.3575
333,716,conceptluster.topn5.3.qld,spammer arrest sue arrest lawsuit spamming,0.328
334,716,tagmee.topn3,spammer arrest sue Spamming Arrest Lawsuit,0.328
335,716,bt_bing_tamil,Spammer Arrest Case,0.2925
336,716,bt_nllb_tamil,The case of the arrest of the spammers,0.2925
337,716,bt_bing_persian,Spammer Arrest Complaint,0.2848
338,716,sensedisambiguation.replace,spammer halt sue,0.2847
339,716,bt_nllb_swahili,Spammer arrested trial,0.26
340,716,sensedisambiguation,Spammer arrest halt sue,0.249
341,716,tagmee.topn3.replace,Spamming Arrest Lawsuit,0.2459
342,716,bt_nllb_chinese_yue,Arrest and prosecution of spam,0.2388
343,716,bt_bing_korean,Arrest and sue spammers,0.2265
344,716,bt_bing_swahili,Spammer sue arrest,0.2265
345,716,original,Spammer arrest sue,0.2265
346,716,stem.porter,spammer arrest sue,0.2265
347,716,stem.porter2,spammer arrest sue,0.2265
348,716,stem.sstemmer,spammer arrest sue,0.2265
349,716,thesaurus.topn3,spammer arrest sue,0.2265
350,716,thesaurus.topn3.replace,spammer arrest sue,0.2265
351,717,-1,Gifted talented student programs,0.21
352,717,relevancefeedback.topn10.qld,gifted talented student programs gift g,0.2286
353,717,word2vec.topn3,gifted talented student programs talented skilled gifted skilled multi talented teacher programmes,0.2252
354,717,conceptluster.topn5.3.qld,gifted talented student programs student gifted education master business administration,0.2185
355,717,tagmee.topn3,gifted talented student programs Gifted education Student Master of Business Administration,0.2185
356,717,docluster.topn10.3.qld,gifted talented student programs gift,0.2118
357,717,rm3.topn10.10.0.5.qld,gifted talented student programs gift,0.2118
358,717,wordnet.topn3,gifted talented student programs talented give present gifted scholar bookman political program course of study,0.2118
359,717,termluster.topn5.3.qld,gifted talented student programs academ curriculum develop student school requir perform school talent texa teacher state,0.2106
360,717,bt_bing_french,Programs for Gifted and Talented Students,0.21
361,717,bt_bing_russian,Programs for Gifted Talented Students,0.21
362,717,bt_bing_tamil,Gifting Talented Student Programs,0.21
363,717,original,Gifted talented student programs,0.21
364,717,stem.krovetz,gifted talented student program,0.21
365,717,stem.porter,gift talent student program,0.21
366,717,stem.porter2,gift talent student program,0.21
367,717,stem.sstemmer,gifted talented student program,0.21
368,717,thesaurus.topn3,gifted talented student programs,0.21
369,717,thesaurus.topn3.replace,gifted talented student programs,0.21
370,718,-1,Controlling acid rain,0.197
371,718,bt_bing_arabic,Acid rain control,0.197
372,718,bt_bing_chinese_simplified,Control acid rain,0.197
373,718,bt_bing_french,Acid rain control,0.197
374,718,bt_bing_german,Acid rain control,0.197
375,718,bt_bing_korean,Acid rain control,0.197
376,718,bt_bing_malay,Controlling acid rain,0.197
377,718,bt_bing_persian,Acid rain control,0.197
378,718,bt_bing_russian,Acid rain control,0.197
379,718,bt_bing_swahili,Controlling acid rain,0.197
380,718,bt_bing_tamil,Control of acid rain,0.197
381,718,bt_nllb_arabic,Control of acid rain,0.197
382,718,bt_nllb_chinese_yue,Control the acid rain,0.197
383,718,bt_nllb_french,Control of acid rain,0.197
384,718,bt_nllb_german,Control of acid rain,0.197
385,718,bt_nllb_persian,Acid rain control,0.197
386,718,bt_nllb_russian,Control of acid rain,0.197
387,718,bt_nllb_swahili,Control of acid rain,0.197
388,718,original,Controlling acid rain,0.197
389,718,stem.krovetz,control acid rain,0.197
390,718,stem.paicehusk,control acid rain,0.197
391,718,stem.porter,control acid rain,0.197
392,718,stem.porter2,control acid rain,0.197
393,718,stem.sstemmer,controlling acid rain,0.197
394,718,thesaurus.topn3,controlling acid rain,0.197
395,718,thesaurus.topn3.replace,controlling acid rain,0.197
396,719,-1,Cruise ship damage sea life,0.1314
397,719,bt_bing_arabic,Cruise ship damaging marine life,0.2234
398,719,bt_bing_french,Cruise ship damages marine life,0.2234
399,719,bt_bing_german,Cruise ship damages marine life,0.2234
400,719,bt_bing_korean,Cruise ship damage marine life,0.2234
401,719,bt_bing_malay,Cruise ships damage marine life,0.2234
402,719,bt_bing_persian,Cruise ship damages marine life,0.2234
403,719,bt_bing_russian,Cruise Ship Damages Marine Life,0.2234
404,719,bt_nllb_chinese_yue,Cruising ships are damaging marine life,0.2234
405,719,bt_nllb_french,Cruise ships are damaging marine life,0.2234
406,719,bt_nllb_korean,The damage to marine life on cruise ships,0.2234
407,719,bt_nllb_malay,Damage to the marine life cruise ship,0.2234
408,719,bt_nllb_persian,Cruise ships are damaging marine life,0.2234
409,719,bt_nllb_russian,Damage to marine life on cruise ships,0.2234
410,719,bt_nllb_german,Damage to marine structures of cruise ships,0.2183
411,719,bt_bing_chinese_simplified,Cruise ships destroy marine life,0.1705
412,719,bt_bing_swahili,Cruise ship destroys marine life,0.1705
413,719,tagmee.topn3,cruise ship damage sea life Cruise ship Marine biology,0.1693
414,719,tagmee.topn3.replace,Cruise ship Marine biology,0.1637
415,719,glove.topn3,cruise ship damage sea life ship vessel caused ocean waters lives even,0.1399
416,719,original,Cruise ship damage sea life,0.1314
417,719,stem.krovetz,cruise ship damage sea life,0.1314
418,719,stem.sstemmer,cruise ship damage sea life,0.1314
419,719,thesaurus.topn3,cruise ship damage sea life,0.1314
420,719,thesaurus.topn3.replace,cruise ship damage sea life,0.1314
421,720,-1,Federal welfare reform,0.1376
422,720,docluster.topn10.3.qld,federal welfare reform welfar state,0.1749
423,720,rm3.topn10.10.0.5.bm25,federal welfare reform state welfar,0.1749
424,720,relevancefeedback.topn10.qld,federal welfare reform welfar immigr state we,0.1635
425,720,rm3.topn10.10.0.5.qld,federal welfare reform state welfar immigr,0.1605
426,720,bt_bing_arabic,Federal welfare reform,0.1376
427,720,bt_bing_korean,Federal Welfare Reform,0.1376
428,720,bt_bing_malay,Federal welfare reform,0.1376
429,720,bt_bing_persian,Federal welfare reform,0.1376
430,720,bt_bing_russian,Federal Welfare Reform,0.1376
431,720,bt_bing_swahili,Federal welfare reform,0.1376
432,720,bt_bing_tamil,Federal welfare reform,0.1376
433,720,bt_nllb_arabic,Federal welfare reform,0.1376
434,720,bt_nllb_chinese_yue,Federal welfare reform,0.1376
435,720,bt_nllb_french,Federal welfare reform,0.1376
436,720,bt_nllb_german,Federal welfare reform,0.1376
437,720,bt_nllb_korean,Federal welfare reforms,0.1376
438,720,bt_nllb_malay,Federal Welfare Reform,0.1376
439,720,bt_nllb_persian,Federal welfare reforms,0.1376
440,720,bt_nllb_swahili,Reforms to federal welfare,0.1376
441,720,bt_nllb_tamil,Federal welfare reform,0.1376
442,720,conceptluster.topn5.3.qld,federal welfare reform federalism welfare reform,0.1376
443,720,original,Federal welfare reform,0.1376
444,720,stem.krovetz,federal welfare reform,0.1376
445,720,stem.lovins,feder welfar reform,0.1376
446,720,stem.porter,feder welfar reform,0.1376
447,720,stem.porter2,feder welfar reform,0.1376
448,720,stem.sstemmer,federal welfare reform,0.1376
449,720,tagmee.topn3,federal welfare reform Federalism Welfare reform,0.1376
450,720,tagmee.topn3.replace,Federalism Welfare reform,0.1376
451,720,thesaurus.topn3,federal welfare reform,0.1376
452,720,thesaurus.topn3.replace,federal welfare reform,0.1376
453,721,-1,Census data applications,0.0605
454,721,bt_bing_swahili,Use of census data,0.1496
455,721,bt_nllb_korean,Apply for census data,0.0986
456,721,stem.trunc5,censu data appli,0.0986
457,721,glove.topn3,census data applications population inhabitants information analysis applying,0.0677
458,721,bt_bing_chinese_simplified,Census Data App,0.0654
459,721,tagmee.topn3,census data applications Census Data Application software,0.0608
460,721,bt_bing_arabic,Census Data Applications,0.0605
461,721,bt_bing_french,Applications of Census Data,0.0605
462,721,bt_bing_german,Census Data Applications,0.0605
463,721,bt_bing_korean,Census Data Application,0.0605
464,721,bt_bing_malay,Census data application,0.0605
465,721,bt_bing_persian,Census Data Applications,0.0605
466,721,bt_bing_russian,Census Data Applications,0.0605
467,721,bt_bing_tamil,Census Data Applications,0.0605
468,721,bt_nllb_french,Applications of census data,0.0605
469,721,bt_nllb_german,Applications for census data,0.0605
470,721,bt_nllb_tamil,Applications for census data,0.0605
471,721,original,Census data applications,0.0605
472,721,sensedisambiguation.replace,census data application,0.0605
473,721,stem.krovetz,census data application,0.0605
474,721,stem.porter,censu data applic,0.0605
475,721,stem.porter2,census data applic,0.0605
476,721,stem.sstemmer,census data application,0.0605
477,721,thesaurus.topn3,census data applications,0.0605
478,721,thesaurus.topn3.replace,census data applications,0.0605
479,722,-1,Iran terrorism,0.513
