,qid,order,query,bm25.ndcg
122,719,bt_bing_chinese_simplified,Cruise ships destroy marine life,0.0938
123,719,bt_bing_swahili,Cruise ship destroys marine life,0.0938
124,719,sensedisambiguation,Cruise ship damage wrong sea life liveliness,0.0923
125,720,-1,Federal welfare reform,0.137
126,720,docluster.topn10.3.qld,federal welfare reform welfar state,0.1557
127,720,rm3.topn10.10.0.5.bm25,federal welfare reform state welfar,0.1557
128,721,-1,Census data applications,0.0453
129,721,bt_bing_swahili,Use of census data,0.1081
130,721,bt_nllb_russian,Applications for the population census data,0.073
131,722,-1,Iran terrorism,0.3995
132,722,word2vec.topn3,iran terrorism iranian Iran iran terrorist,0.4114
133,723,-1,Executive privilege,0.3498
134,723,rm3.topn10.10.0.5.bm25,executive privilege privileg presid see attornei,0.4825
135,723,rm3.topn10.10.0.5.qld,executive privilege presid privileg,0.4742
136,724,-1,Iran Contra,0.344
137,724,rm3.topn10.10.0.5.bm25,iran contra casei cia defend record,0.5623
138,724,relevancefeedback.topn10.qld,iran contra defend cia casei,0.5601
139,724,rm3.topn10.10.0.5.qld,iran contra casei cia defend,0.5601
140,724,conceptnet.topn3,iran contra Nicaraguan,0.408
141,725,-1,Low white blood cell count,0.282
142,725,bt_nllb_chinese_yue,Low blood cell count,0.2911
143,726,-1,Hubble telescope repairs,0.2842
144,726,conceptluster.topn5.3.qld,hubble telescope repairs hubble space telescope,0.3439
145,726,tagmee.topn3,hubble telescope repairs Hubble Space Telescope,0.3439
146,726,termluster.topn5.3.qld,hubble telescope repairs work telescop system work system space work telescop system,0.3193
147,726,relevancefeedback.topn10.qld,hubble telescope repairs hubbl space imag telescop,0.3066
148,726,docluster.topn10.3.qld,hubble telescope repairs space hubbl imag,0.3018
149,726,rm3.topn10.10.0.5.bm25,hubble telescope repairs imag hubbl space,0.3018
150,726,rm3.topn10.10.0.5.qld,hubble telescope repairs imag hubbl space,0.3018
151,726,glove.topn3,hubble telescope repairs telescope nasa hubble maintenance,0.2965
152,727,-1,Church arson,0.4789
153,727,wordnet.topn3,church arson church service church building Christian church incendiarism fire raising,0.6057
154,727,sensedisambiguation,Church church service arson,0.5543
155,727,termluster.topn5.3.qld,church arson arson feder fire church feder fire,0.5436
156,728,-1,whales save endangered,0.2008
157,728,relevancefeedback.topn10.qld,whales save endangered whale endang,0.2273
158,728,rm3.topn10.10.0.5.qld,whales save endangered whale endang,0.2273
159,728,bt_bing_chinese_simplified,Whales save endangered whales,0.2253
160,728,bt_bing_german,Whales save endangered whales,0.2253
161,728,bt_bing_tamil,Whales save endangered whales,0.2253
162,728,docluster.topn10.3.qld,whales save endangered whale,0.2253
163,728,conceptluster.topn5.3.qld,whales save endangered endangered species whale,0.214
164,728,tagmee.topn3,whales save endangered Whale Endangered species,0.214
165,728,tagmee.topn3.replace,Whale Endangered species,0.2134
166,728,termluster.topn5.3.qld,whales save endangered year servic report year whale servic,0.2095
167,728,bt_nllb_arabic,The whales protect the endangered,0.2064
168,728,rm3.topn10.10.0.5.bm25,whales save endangered whale marin,0.2047
169,729,-1,Whistle blower department of defense,0.0
170,729,bt_nllb_korean,The Department of Defense is blowing a whistle,0.2385
171,729,glove.topn3,whistle blower department defense blowing whistleblower administration defence,0.2099
172,729,bt_bing_malay,Department of Defense whistleblower,0.1898
173,729,conceptluster.topn5.3.qld,whistle blower department defense whistleblower united states department defense,0.186
174,729,tagmee.topn3,whistle blower department defense Whistleblower United States Department of Defense,0.186
175,729,bt_bing_chinese_simplified,Whistleblower Ministry of Defense,0.1847
176,729,bt_bing_korean,Whistleblower Ministry of Defense,0.1847
177,729,bt_bing_russian,Ministry of Defense Whistleblower,0.1847
178,729,glove.topn3.replace,blowing whistleblower administration defence,0.0972
179,729,tagmee.topn3.replace,Whistleblower United States Department of Defense,0.0747
180,729,word2vec.topn3,whistle blower department defense swanee whistle blowing dept defence,0.0416
181,729,termluster.topn5.3.qld,whistle blower department defense said new govern depart govern said whistl said new,0.0347
182,729,word2vec.topn3.replace,swanee whistle blowing dept defence,0.03
183,729,anchor.topn3.replace,whistle blowers journalist car siegel coop mayotte presid nano fifth gener defense,0.0295
184,729,wiki.topn3,whistle blower department defense grounds termination employment insider trading conflict interest whistleblower nuclear weapons infrastructure united states military industrial complex government agencies established united states department defense,0.027
185,729,stem.paicehusk,whistl blow depart of defens,0.0268
186,730,-1,Gastric bypass complications,0.6458
187,730,bt_bing_french,Complications of Gastric Bypass Surgery,0.662
188,731,-1,Kurds history,0.121
189,731,word2vec.topn3,kurds history kurdish history,0.2953
190,731,conceptnet.topn3.replace,kurds past subject school,0.2846
191,731,glove.topn3,kurds history kurdish sunnis historical ever,0.2444
192,731,bt_nllb_chinese_yue,Kurdish history,0.2188
193,731,bt_nllb_german,Kurdish history,0.2188
194,731,bt_nllb_malay,Kurdish history,0.2188
195,731,word2vec.topn3.replace,kurdish history,0.2188
196,731,conceptnet.topn3,kurds history past subject school,0.218
197,731,wordnet.topn3.replace,kurds account chronicle,0.2117
198,731,stem.lovins,kurd histor,0.1806
199,731,glove.topn3.replace,kurdish sunnis historical ever,0.1756
200,731,stem.paicehusk,kurd hist,0.1622
201,731,stem.trunc4,kurd hist,0.1622
202,731,anchor.topn3.replace,kurds recuyel seeg théodrat,0.1486
203,731,sensedisambiguation,Kurds kurd history,0.1465
204,732,-1,U.S. cheese production,0.0374
205,732,wordnet.topn3,u s cheese production United States government USA US cheeseflower high mallow output yield,0.1453
206,732,bt_bing_arabic,Cheese production in the United States,0.0998
207,732,bt_bing_french,Cheese production in the United States,0.0998
208,732,bt_bing_russian,Cheese production in the United States,0.0998
209,732,bt_nllb_arabic,Cheese production in the United States,0.0998
210,732,bt_nllb_french,Cheese production in the United States,0.0998
211,732,bt_nllb_korean,The production of cheese in the United States,0.0998
212,732,bt_nllb_persian,The production of cheese in the United States,0.0998
213,732,bt_nllb_swahili,Cheese production in the United States,0.0998
214,732,rm3.topn10.10.0.5.qld,u s cheese production product dairi export import milk u cooper,0.0967
215,732,rm3.topn10.10.0.5.bm25,u s cheese production product milk dairi import export,0.0905
216,732,word2vec.topn3.replace,usa u s american cheddar producing,0.0846
217,732,word2vec.topn3,u s cheese production usa u s american cheddar producing,0.0822
218,732,glove.topn3,u s cheese production us u s cheddar producing produced,0.0812
219,732,bt_bing_swahili,American cheese production,0.0747
220,732,termluster.topn5.3.qld,u s cheese production unit state product unit state process,0.0707
221,732,glove.topn3.replace,us u s cheddar producing produced,0.067
222,732,bt_nllb_russian,Cheese production in the US,0.0665
223,732,bt_nllb_malay,U S manufacturing of cheese,0.0504
224,732,bt_bing_german,Cheese production in the USA,0.0425
225,732,bt_nllb_german,The production of cheese in the USA,0.0425
226,733,-1,Airline overbooking,0.424
227,733,tagmee.topn3,airline overbooking Airline Overselling,0.4737
228,733,termluster.topn5.3.qld,airline overbooking ticket overbook flight ticket flight airlin,0.4697
229,733,bertqe.topn10.qld,bump most frequent becaus overbook,0.461
230,733,bt_nllb_malay,Overbooking of airline tickets,0.457
231,733,rm3.topn10.10.0.5.bm25,airline overbooking airlin consum your you,0.453
232,733,conceptluster.topn5.3.qld,airline overbooking overselling,0.4449
233,734,-1,Recycling successes,0.1656
234,735,-1,Afghan women condition,0.214
235,735,glove.topn3,afghan women condition afghanistan men girls although anonymity,0.2167
236,736,-1,location BSE infections,0.285
237,736,docluster.topn10.3.qld,location bse infections cattl,0.2905
238,737,-1,Enron California energy crisis,0.4216
239,737,rm3.topn10.10.0.5.qld,enron california energy crisis energi market,0.4312
240,737,relevancefeedback.topn10.qld,enron california energy crisis energi iso,0.431
241,737,wiki.topn3,enron california energy crisis arthur andersen corporattitle defunct energy companies enron economihistory california electripower united states calstrs california electricity crisis,0.4301
242,738,-1,Anthrax hoaxes,0.5801
243,738,rm3.topn10.10.0.5.bm25,anthrax hoaxes hoax i we were,0.6374
244,738,termluster.topn5.3.qld,anthrax hoaxes emerg feder hoax year would threat,0.5909
245,739,-1,Habitat for Humanity,0.2258
246,740,-1,regulate assisted living Maryland,0.4069
247,740,bt_nllb_korean,Assistant living in Maryland,0.4287
248,741,-1,Artificial Intelligence,0.0776
249,741,conceptnet.topn3,artificial intelligence learning United States intelligence agency,0.2551
250,741,conceptnet.topn3.replace,artificial learning United States intelligence agency,0.2505
251,741,wordnet.topn3,artificial intelligence unreal hokey intelligence service tidings intelligence agency,0.1627
252,741,wiki.topn3,artificial intelligence unsolved problems computer science computational neuroscience simulation artificial intelligence,0.1077
253,741,sensedisambiguation,Artificial Intelligence news,0.0793
254,742,-1,hedge funds fraud protection,0.3937
255,742,stem.trunc5,hedge funds fraud prote,0.5592
256,742,bt_bing_german,Protection against hedge fund fraud,0.4971
257,742,bt_nllb_german,Protection against hedge fund fraud,0.4971
258,742,bt_nllb_malay,protection against hedge fund fraud,0.4971
259,742,bt_nllb_persian,Protecting against hedge fund fraud,0.4971
260,742,bt_nllb_russian,protection against hedge funds fraud,0.4971
261,742,bt_nllb_swahili,protection against hedge funds fraud,0.4971
262,742,conceptluster.topn5.3.qld,hedge funds fraud protection security finance hedge fund fraud,0.4889
263,742,tagmee.topn3,hedge funds fraud protection Hedge fund Fraud Security finance,0.4889
264,742,relevancefeedback.topn10.qld,hedge funds fraud protection fund invest,0.4836
265,742,tagmee.topn3.replace,Hedge fund Fraud Security finance,0.4834
266,742,bt_bing_korean,Hedge Fund Fraud Prevention,0.4658
267,742,docluster.topn10.3.qld,hedge funds fraud protection fund,0.4196
268,742,rm3.topn10.10.0.5.qld,hedge funds fraud protection fund,0.4196
269,743,-1,Freighter ship registration,0.0251
270,743,bertqe.topn10.bm25,under flag conveni nation secur,0.1393
271,743,wordnet.topn3,freighter ship registration merchantman bottom merchant ship transport embark enrolment adjustment readjustment,0.1241
272,743,tagmee.topn3,freighter ship registration Cargo ship Cargo ship Ship registration,0.1209
273,743,conceptluster.topn5.3.qld,freighter ship registration ship registration cargo ship,0.1034
274,743,word2vec.topn3,freighter ship registration cargo tanker vessel warship registering,0.0865
275,743,bt_nllb_persian,Register of ships,0.079
276,743,termluster.topn5.3.qld,freighter ship registration vessel,0.0751
277,743,glove.topn3,freighter ship registration ship vessel voter identification,0.0737
278,743,bt_nllb_chinese_yue,The cargo ship is registered,0.071
279,743,bt_nllb_french,Register of freight vessels,0.0619
280,743,tagmee.topn3.replace,Cargo ship Cargo ship Ship registration,0.057
281,743,bt_bing_arabic,Cargo Ship Registration,0.0333
282,743,bt_bing_chinese_simplified,Cargo ship registration,0.0333
283,743,bt_bing_french,Registration of a cargo ship,0.0333
284,743,bt_bing_german,Registration of cargo ships,0.0333
285,743,bt_bing_korean,Cargo Ship Registration,0.0333
286,743,bt_bing_persian,Registration of cargo ships,0.0333
287,743,bt_bing_russian,Cargo Ship Registration,0.0333
288,743,bt_bing_swahili,Registration of cargo ship,0.0333
289,743,bt_bing_tamil,Cargo Ship Registration,0.0333
290,743,bt_nllb_tamil,Freight shipping registration,0.0323
291,743,bertqe.topn10.qld,oversight panel merchant marin vessel,0.0313
292,743,stem.lovins,freighter ship register,0.0304
293,743,bt_nllb_russian,Registration of cargo vessels,0.0256
294,743,anchor.topn3,freighter ship registration d cl a improv kommuna cunnari communa,0.0255
295,744,-1,Counterfeit ID punishments,0.0169
296,744,glove.topn3,counterfeit id punishments fake identification meted,0.1809
297,744,stem.paicehusk,counterfeit id pun,0.1044
298,744,bt_nllb_russian,Penalties for counterfeiting identity card,0.096
299,744,glove.topn3.replace,fake identification meted,0.0741
300,744,bt_nllb_arabic,The penalties for a fake identity,0.0616
301,744,wiki.topn3,counterfeit id punishments counterfeiters forgery theft counterfeit transactional analysis brief reactivpsychosis neurosis id ego super ego necessity retributivjustice mobbing punishment,0.0479
302,744,bt_nllb_german,Penalties for counterfeit identification,0.0418
303,744,wiki.topn3.replace,counterfeiters forgery theft counterfeit transactional analysis brief reactivpsychosis neurosis id ego super ego necessity retributivjustice mobbing punishment,0.0385
304,744,bt_nllb_chinese_yue,The punishment for fake ID,0.0284
305,744,bt_nllb_korean,The punishment for fake ID,0.0284
306,744,conceptnet.topn3,counterfeit id punishments Idaho buying a beer Sentences,0.0247
307,744,wordnet.topn3,counterfeit id punishments forgery forge Idaho I D penalisation penalization,0.0229
308,744,sensedisambiguation.replace,counterfeit idaho punishment,0.0191
309,744,bt_nllb_tamil,The punishment for counterfeiting identifiers,0.0189
310,745,-1,Doomsday cults,0.3729
311,745,conceptnet.topn3,doomsday cults Judgment Day doom synchromysticism,0.4599
312,745,sensedisambiguation,Doomsday judgment day cults fad,0.451
313,745,glove.topn3,doomsday cults cult aum sects,0.4371
314,745,wiki.topn3,doomsday cults unification church neologisms mind control messiah complex doomsday cult,0.4054
315,745,relevancefeedback.topn10.qld,doomsday cults cult religion religi,0.3854
316,745,rm3.topn10.10.0.5.bm25,doomsday cults cult religion religi,0.3854
317,745,termluster.topn5.3.qld,doomsday cults number new,0.3751
318,746,-1,Outsource job India,0.4034
319,746,anchor.topn3,outsource job india yustino ndugai nilgri india histori olatpur,0.5474
320,746,wiki.topn3,outsource job india market share takeover restructuring outsourcing psychopathy thworkplace gold collar worker job description job states territories established india hindustani speaking countries territories india,0.4865
321,746,termluster.topn5.3.qld,outsource job india work well unit american busi compani american busi compani,0.4661
322,746,bt_bing_persian,Outsourcing India Work,0.4198
323,746,bt_bing_tamil,Outsourced Work in India,0.4198
324,746,bt_nllb_tamil,Outsourced work India,0.4198
325,746,anchor.topn3.replace,outsource yustino ndugai nilgri india histori olatpur,0.4159
326,746,bt_bing_french,Outsourced Employment India,0.4154
327,747,-1,Library computer oversight,0.1373
328,747,docluster.topn10.3.qld,library computer oversight librari comput cost,0.1904
329,747,rm3.topn10.10.0.5.qld,library computer oversight librari cost comput,0.1904
330,747,termluster.topn5.3.qld,library computer oversight school region public school region public,0.1653
331,747,tagmee.topn3,library computer oversight Library Computer Regulation,0.1559
332,747,relevancefeedback.topn10.qld,library computer oversight librari comput cost h,0.1404
333,748,-1,Nuclear reactor types,0.3351
334,749,-1,Puerto Rico state,0.4631
335,750,-1,John Edwards womens issues,0.3014
336,750,bt_bing_russian,John Edwards Women s Problems,0.374
337,750,bt_nllb_french,John Edwards women s problems,0.374
338,751,-1,Scrabble Players,0.4644
339,752,-1,Dam removal,0.382
340,753,-1,bullying prevention programs,0.2951
341,753,rm3.topn10.10.0.5.qld,bullying prevention programs bulli program school,0.3923
342,753,rm3.topn10.10.0.5.bm25,bullying prevention programs bulli school,0.3292
343,753,relevancefeedback.topn10.qld,bullying prevention programs bulli program,0.3205
344,753,conceptluster.topn5.3.qld,bullying prevention programs bullying television program substance abuse,0.3105
345,753,tagmee.topn3,bullying prevention programs Bullying Substance abuse Television program,0.3105
346,753,sensedisambiguation,bullying strong arm prevention programs program,0.3072
347,753,docluster.topn10.3.qld,bullying prevention programs bulli,0.304
348,753,bt_nllb_arabic,Prevention of bullying,0.2952
349,753,bt_nllb_tamil,Prevention of bullying,0.2952
350,754,-1,domestic adoption laws,0.1136
351,754,docluster.topn10.3.qld,domestic adoption laws law adopt,0.1305
352,754,rm3.topn10.10.0.5.qld,domestic adoption laws adopt,0.1286
353,755,-1,Scottish Highland Games,0.7084
354,755,tagmee.topn3.replace,Scottish people Highland games Highland games,0.7384
355,755,tagmee.topn3,scottish highland games Scottish people Highland games Highland games,0.7328
356,755,conceptluster.topn5.3.qld,scottish highland games highland games scottish people,0.7255
357,756,-1,Volcanic Activity,0.1013
358,756,relevancefeedback.topn10.qld,volcanic activity volcan volcano lake erupt activ,0.1803
359,756,glove.topn3,volcanic activity eruptions lava suggesting,0.1414
360,756,bt_nllb_swahili,The Activity of the Volcano,0.1115
361,757,-1,Murals,0.1277
362,757,docluster.topn10.3.qld,murals mural your,0.1992
363,757,rm3.topn10.10.0.5.qld,murals mural your design montana art,0.176
364,757,relevancefeedback.topn10.qld,murals mural your montana,0.164
365,757,termluster.topn5.3.qld,murals panel artist,0.1597
366,757,rm3.topn10.10.0.5.bm25,murals your mural design art commun,0.1547
367,757,wordnet.topn3,murals wall painting,0.1417
368,758,-1,Embryonic stem cells,0.3214
369,758,glove.topn3,embryonic stem cells stem embryo embryonic tissues,0.3913
370,758,glove.topn3.replace,stem embryo embryonic tissues,0.3636
371,758,bertqe.topn10.qld,iii what embryon stem cell,0.347
372,758,docluster.topn10.3.qld,embryonic stem cells cell,0.3268
373,758,relevancefeedback.topn10.qld,embryonic stem cells cell,0.3268
374,758,rm3.topn10.10.0.5.bm25,embryonic stem cells cell,0.3268
375,758,rm3.topn10.10.0.5.qld,embryonic stem cells cell,0.3268
376,759,-1,civil war battle reenactments,0.5008
377,759,word2vec.topn3,civil war battle reenactments rights era civl conflict skirmish re enactments re enactment,0.5667
378,760,-1,american muslim mosques schools,0.299
379,760,word2vec.topn3,american muslim mosques schools british america islamic moslem masjids colleges universities,0.3939
380,760,tagmee.topn3.replace,Americans Islam in the United States Muslim Mosque Madhhab,0.383
381,760,conceptnet.topn3,american muslim mosques schools dollar an eraser places to learn things classrooms,0.3695
382,760,conceptluster.topn5.3.qld,american muslim mosques schools americans islam united states mosque muslim madhhab,0.3674
383,760,tagmee.topn3,american muslim mosques schools Americans Islam in the United States Muslim Mosque Madhhab,0.3674
384,760,bt_bing_korean,Muslim Mosque School of America,0.362
385,760,stem.krovetz,america muslim mosque school,0.362
386,760,conceptnet.topn3.replace,dollar muslim mosques an eraser places to learn things classrooms,0.3575
387,760,termluster.topn5.3.qld,american muslim mosques schools also america commun also america american york year washington york year washington,0.3556
388,760,wordnet.topn3,american muslim mosques schools American language American English Islamic Moslem schooltime educate,0.3389
389,760,wiki.topn3,american muslim mosques schools american people immigration united states ethnigroups united states americans muslim american society thmosqucares islam washington d c islam united states quraniwords phrases muslims islam muslim mosques mosque architecture islamiculture mosque athari hanbali muwatta imam malik madhhab,0.3309
390,760,bt_bing_swahili,Islamic mosque schools of America,0.3174
391,761,-1,Problems of Hmong Immigrants,0.3853
392,762,-1,History of Physicians in America,0.0913
393,762,relevancefeedback.topn10.qld,history of physicians in america p ohio histori american women i,0.1096
394,763,-1,Hunting deaths,0.2146
395,763,glove.topn3,hunting deaths hunters fatalities,0.4673
396,763,bt_bing_french,Hunting related deaths,0.3504
397,763,bt_bing_russian,Hunting Fatalities,0.344
398,763,glove.topn3.replace,hunters fatalities,0.2591
399,764,-1,Increase mass transit use,0.1439
400,764,termluster.topn5.3.qld,increase mass transit use program transit work mass program work,0.2114
401,765,-1,ephedra ma huang deaths,0.4186
402,765,bt_bing_korean,Ephedra Death,0.5656
403,765,termluster.topn5.3.qld,ephedra huang deaths advers case contain advers case contain supplement public product,0.5409
404,765,glove.topn3,ephedra huang deaths ephedrine supplements cheng yu fatalities,0.5363
405,765,bt_nllb_chinese_yue,The death of Ephedra Ma Juan,0.5291
406,765,word2vec.topn3,ephedra huang deaths ephedrine Metabolife zhao zhu qiao fatalities killings,0.5228
407,765,rm3.topn10.10.0.5.qld,ephedra ma huang deaths ephedrin heart supplement,0.5041
408,765,rm3.topn10.10.0.5.bm25,ephedra ma huang deaths ephedrin supplement heart drug,0.5004
409,765,relevancefeedback.topn10.qld,ephedra ma huang deaths ephedrin heart drug product supplement,0.489
410,765,thesaurus.topn3,ephedra huang deaths,0.4705
411,765,thesaurus.topn3.replace,ephedra huang deaths,0.4705
412,765,docluster.topn10.3.qld,ephedra ma huang deaths ephedrin,0.4678
413,765,sensedisambiguation,ephedra ma huang deaths end,0.4327
