,qid,order,query,bm25.map
171,708,bertqe.topn10.bm25,repair replac histor research replac,0.0006
172,708,tagmee.topn3.replace,Ornament art Slate,0.0005
173,708,stem.lovins,decor sl sourc,0.0002
174,708,anchor.topn3.replace,decorative wirren nusstort sources,0.0
175,708,bt_bing_korean,Slate sauce for garnish,0.0
176,708,bt_bing_persian,Decorative Boulder Sources,0.0
177,708,bt_bing_swahili,Sources of jewelry,0.0
178,708,bt_nllb_arabic,Sources for the decorative pages,0.0
179,708,bt_nllb_chinese_yue,Sources of the decoration of the stone tablets,0.0
180,708,bt_nllb_french,Sources of decorative clay,0.0
181,708,bt_nllb_german,Other articles of heading,0.0
182,708,bt_nllb_malay,Sources of decorative plates,0.0
183,708,bt_nllb_persian,Sources of fertility,0.0
184,708,bt_nllb_russian,The sources of decorative leaves,0.0
185,708,bt_nllb_tamil,The decorative silk pieces,0.0
186,708,glove.topn3,decorative slate sources ornamental ornament http www nwguild org according,0.0
187,708,glove.topn3.replace,ornamental ornament http www nwguild org according,0.0
188,708,stem.paicehusk,dec slat sourc,0.0
189,708,stem.trunc4,deco slat sour,0.0
190,708,wiki.topn3.replace,proportion architecture history decorativarts template history architecture ornament art bay architecture politics san francisco bay area defunct american political movements slate,0.0
191,708,word2vec.topn3.replace,ornamental limestone souces references,0.0
192,708,wordnet.topn3.replace,ornamental cosmetic ticket informant reservoir seed,0.0
193,709,-1,Horse racing jockey weight,0.6481
194,709,bt_bing_chinese_simplified,Horse jockey weight,0.6342
195,709,bt_bing_swahili,Weight of horse jockey,0.6342
196,709,conceptluster.topn5.3.qld,horse racing jockey weight jockey,0.6166
197,709,bt_bing_russian,Weight Jockey Races,0.6118
198,709,stem.porter,hors race jockei weight,0.6112
199,709,stem.porter2,hors race jockey weight,0.6112
200,709,anchor.topn3,horse racing jockey weight samaraa general virginia al diwaniya morabilla eroticid lungitz kheawcha oum sa nanwai jockey weight maximum ccir high molecular,0.5978
201,709,tagmee.topn3,horse racing jockey weight Horse racing Jockey,0.5949
202,709,conceptnet.topn3,horse racing jockey weight animal riding a bicycle rider measurement mass scale,0.495
203,709,bt_bing_persian,Weight Horse Racing,0.4946
204,709,bt_nllb_german,Weight of horse racing,0.4946
205,709,bt_nllb_russian,Weight of the horse race,0.4946
206,709,wordnet.topn3,horse racing jockey weight gymnastic horse sawbuck buck hotfoot rush along belt along chicane screw shaft angle burden system of weights,0.4759
207,709,termluster.topn5.3.qld,horse racing jockey weight without win whip without win whip ani anoth assign,0.4477
208,709,bt_nllb_malay,Heavy jockey horse racing,0.4472
209,709,tagmee.topn3.replace,Horse racing Jockey,0.4403
210,709,wiki.topn3,horse racing jockey weight sports betting horse racing jockey horse racing jockeys horstrainer horse trainers jockey,0.4377
211,709,stem.paicehusk,hors rac jockey weight,0.4166
212,709,sensedisambiguation.replace,sawhorse rush jockey weight unit,0.3731
213,709,word2vec.topn3,horse racing jockey weight pony racers racer weight,0.3697
214,709,bt_nllb_tamil,The weight of the horse racing team,0.3696
215,709,bt_nllb_persian,A joke weight in a horse race,0.3403
216,709,wiki.topn3.replace,sports betting horse racing jockey horse racing jockeys horstrainer horse trainers jockey,0.2982
217,709,bt_bing_arabic,Weight Knight Horse Racing,0.2933
218,709,glove.topn3,horse racing jockey weight rode racers racer rode load,0.1635
219,709,stem.trunc5,horse racin jocke weigh,0.1158
220,709,bt_nllb_arabic,Weight of the front runners in horse racing,0.0629
221,709,anchor.topn3.replace,samaraa general virginia al diwaniya morabilla eroticid lungitz kheawcha oum sa nanwai jockey weight maximum ccir high molecular,0.0032
222,709,conceptnet.topn3.replace,animal riding horse a bicycle rider measurement mass scale,0.0013
223,709,word2vec.topn3.replace,pony racers racer jockey weight,0.0013
224,709,bertqe.topn10.bm25,word term when us regul,0.0
225,709,bertqe.topn10.qld,have follow mean unless context,0.0
226,709,bt_nllb_chinese_yue,The weight of the race car,0.0
227,709,glove.topn3.replace,rode racers racer rode load,0.0
228,709,stem.lovins,hors rac jocke weight,0.0
229,709,stem.trunc4,hors raci jock weig,0.0
230,709,wordnet.topn3.replace,buck Equus caballus hie belt along pelt along chouse cheat screw weight unit system of weights slant,0.0
231,710,-1,Prostate cancer treatments,0.2122
232,710,docluster.topn10.3.qld,prostate cancer treatments prostat,0.2076
233,710,relevancefeedback.topn10.qld,prostate cancer treatments prostat,0.2076
234,710,rm3.topn10.10.0.5.bm25,prostate cancer treatments prostat,0.2076
235,710,rm3.topn10.10.0.5.qld,prostate cancer treatments prostat,0.2076
236,710,conceptluster.topn5.3.qld,prostate cancer treatments management cancer,0.1605
237,710,tagmee.topn3,prostate cancer treatments Prostate cancer Management of cancer,0.1578
238,710,sensedisambiguation,Prostate prostate gland cancer treatments treatment,0.1315
239,710,sensedisambiguation.replace,prostate gland cancer treatment,0.0986
240,710,wordnet.topn3.replace,prostate gland genus Cancer Cancer the Crab discourse handling intervention,0.0652
241,710,wordnet.topn3,prostate cancer treatments prostate gland malignant neoplastic disease handling discussion discourse,0.0412
242,710,tagmee.topn3.replace,Prostate cancer Management of cancer,0.0372
243,710,anchor.topn3,prostate cancer treatments institute upmc insulinoma cancercent,0.0335
244,710,termluster.topn5.3.qld,prostate cancer treatments usual urin urethra also area back usual urin urethra,0.0223
245,710,anchor.topn3.replace,prostate institute upmc insulinoma cancercent treatments,0.0108
246,710,glove.topn3,prostate cancer treatments cancer pancreatic prostate breast therapies therapy,0.0095
247,710,stem.lovins,prost cancer treatment,0.0072
248,710,stem.trunc5,prost cance treat,0.0067
249,710,word2vec.topn3,prostate cancer treatments testicular leukemia lymphoma therapies,0.0066
250,710,conceptnet.topn3,prostate cancer treatments prostate gland smoking a disease cigarette smoking medicaid,0.0063
251,710,wiki.topn3,prostate cancer treatments male genital neoplasia histopathology lymphoma prostate cancer lymphomatoid granulomatosis brentuximab vedotin treatment lung cancer management cancer,0.0029
252,710,glove.topn3.replace,cancer pancreatic prostate breast therapies therapy,0.0018
253,710,conceptnet.topn3.replace,prostate gland smoking a disease cigarette smoking medicaid,0.0007
254,710,word2vec.topn3.replace,testicular leukemia lymphoma therapies,0.0006
255,710,stem.paicehusk,prost cant tre,0.0003
256,710,wiki.topn3.replace,male genital neoplasia histopathology lymphoma prostate cancer lymphomatoid granulomatosis brentuximab vedotin treatment lung cancer management cancer,0.0003
257,710,bertqe.topn10.bm25,skip navig other health topic,0.0
258,710,bertqe.topn10.qld,health topic b c d,0.0
259,710,stem.trunc4,pros canc trea,0.0
260,711,-1,Train station security measures,0.0812
261,711,rm3.topn10.10.0.5.qld,train station security measures measur transit transport naval amtrak y,0.0544
262,711,rm3.topn10.10.0.5.bm25,train station security measures transport bart y emerg polic secur transit,0.0533
263,711,tagmee.topn3,train station security measures Train station Airport security,0.0434
264,711,sensedisambiguation,Train station security measures standard,0.0339
265,711,bt_bing_tamil,Railway Station Security Measures,0.0324
266,711,bt_nllb_chinese_yue,Security measures at the railway station,0.0324
267,711,bt_nllb_malay,Railway station security measures,0.0324
268,711,bt_nllb_tamil,Railway station security measures,0.0324
269,711,conceptluster.topn5.3.qld,train station security measures airport security,0.0215
270,711,word2vec.topn3,train station security measures railway secuirty safety initiatives,0.0176
271,711,bt_nllb_french,Safety measures at railway stations,0.013
272,711,bt_nllb_german,Safety measures for railway stations,0.013
273,711,bt_nllb_russian,Safety measures at railway stations,0.013
274,711,glove.topn3,train station security measures bus operated adding ensure steps,0.0115
275,711,termluster.topn5.3.qld,train station security measures identifi personnel respons establish oper provid work train servic safeti review relat,0.0053
276,711,bt_bing_french,Security measures at stations,0.0046
277,711,bt_bing_german,Security measures at the station,0.0046
278,711,tagmee.topn3.replace,Train station Airport security,0.0046
279,711,sensedisambiguation.replace,train station security standard,0.0023
280,711,wiki.topn3,train station security measures railway stations east japan railway company west japan railway company train station computer assisted passenger prescreening system shobomb plot richard reid airport security,0.0019
281,711,bt_bing_malay,Train station safety measures,0.0004
282,711,bt_bing_swahili,Train station safety measures,0.0004
283,711,bt_nllb_swahili,Safety measures at the train station,0.0004
284,711,wordnet.topn3,train station security measures civilize geartrain cultivate place post security department certificate security measure standard evaluate bill,0.0003
285,711,anchor.topn3,train station security measures mats cs atc doctors shimoyashiki station bird negeori,0.0
286,711,anchor.topn3.replace,mats cs atc doctors shimoyashiki station bird negeori security measures,0.0
287,711,bertqe.topn10.bm25,tnite stai gener account offic,0.0
288,711,bertqe.topn10.qld,train need secur foreign standard,0.0
289,711,conceptnet.topn3,train station security measures compete become a scuba diver guard a door with a lock time,0.0
290,711,conceptnet.topn3.replace,compete become a scuba diver station guard a door with a lock time,0.0
291,711,glove.topn3.replace,bus operated adding ensure steps,0.0
292,711,stem.lovins,train stat secur measur,0.0
293,711,stem.paicehusk,train stat sec meas,0.0
294,711,stem.trunc4,trai stat secu meas,0.0
295,711,stem.trunc5,train stati secur measu,0.0
296,711,wiki.topn3.replace,railway stations east japan railway company west japan railway company train station computer assisted passenger prescreening system shobomb plot richard reid airport security,0.0
297,711,word2vec.topn3.replace,train railway secuirty safety initiatives,0.0
298,711,wordnet.topn3.replace,string civilize groom send place post protection security system standard touchstone,0.0
299,712,-1,Pyramid scheme,0.2062
300,712,relevancefeedback.topn10.qld,pyramid scheme busi,0.2023
301,712,word2vec.topn3.replace,pyramid like scheme,0.2016
302,712,termluster.topn5.3.qld,pyramid scheme mai make monei mai make monei,0.1944
303,712,conceptnet.topn3,pyramid scheme programming language,0.1922
304,712,wiki.topn3,pyramid scheme shell corporation market manipulation bear raid pyramid scheme,0.1727
305,712,bertqe.topn10.bm25,pyramid scheme topic what you,0.1664
306,712,rm3.topn10.10.0.5.bm25,pyramid scheme invest,0.1573
307,712,rm3.topn10.10.0.5.qld,pyramid scheme invest,0.1573
308,712,sensedisambiguation,Pyramid scheme system,0.1478
309,712,glove.topn3,pyramid scheme gigantic scam,0.0973
310,712,anchor.topn3,pyramid scheme djoserti userkar lamw ffss yīnyáng bas flat for sal,0.0945
311,712,bt_bing_persian,Pyramid Plan,0.0886
312,712,wiki.topn3.replace,shell corporation market manipulation bear raid pyramid scheme,0.0682
313,712,wordnet.topn3,pyramid scheme Pyramids of Egypt outline dodging intrigue,0.0488
314,712,bt_bing_russian,Pyramid,0.0253
315,712,stem.lovins,pyramid schem,0.0035
316,712,stem.paicehusk,pyramid schem,0.0035
317,712,conceptnet.topn3.replace,pyramid programming language,0.0032
318,712,bertqe.topn10.qld,scheme work your behalf attornei,0.0025
319,712,bt_nllb_arabic,The pyramid system,0.0015
320,712,bt_nllb_swahili,The pyramidal system,0.0015
321,712,sensedisambiguation.replace,pyramid system,0.0015
322,712,bt_nllb_tamil,The Pyramid Project,0.0006
323,712,wordnet.topn3.replace,Great Pyramid schema connive strategy,0.0001
324,712,anchor.topn3.replace,djoserti userkar lamw ffss yīnyáng bas flat for sal,0.0
325,712,bt_bing_arabic,Pyramid diagram,0.0
326,712,bt_bing_chinese_simplified,MLM,0.0
327,712,bt_nllb_german,The following is the list of the categories of products,0.0
328,712,glove.topn3.replace,gigantic scam,0.0
329,712,stem.trunc4,pyra sche,0.0
330,712,stem.trunc5,pyram schem,0.0
331,713,-1,Chesapeake Bay Maryland clean,0.1163
332,713,relevancefeedback.topn10.qld,chesapeake bay maryland clean http marina bai,0.1003
333,713,rm3.topn10.10.0.5.bm25,chesapeake bay maryland clean program bai plan water,0.0894
334,713,tagmee.topn3,chesapeake bay maryland clean Chesapeake Bay Maryland,0.0883
335,713,wordnet.topn3,chesapeake bay maryland clean bay laurel quest Old Line State Free State clean and jerk uncontaminating fair,0.088
336,713,rm3.topn10.10.0.5.qld,chesapeake bay maryland clean marina bai island,0.0729
337,713,docluster.topn10.3.qld,chesapeake bay maryland clean bai http,0.0602
338,713,anchor.topn3,chesapeake bay maryland clean bay geographi kambuyi båtklubb maryland histori maryland educ arksansa root fungu tyvek geo therm,0.0497
339,713,bt_bing_korean,Chesapeake Bay MD Clean,0.0404
340,713,termluster.topn5.3.qld,chesapeake bay maryland clean water state restor bai chesapeak commiss,0.0279
341,713,sensedisambiguation.replace,Chesapeake true laurel maryland clean and jerk,0.0273
342,713,bt_nllb_tamil,Chesapeake Bay is Maryland s cleanest,0.0202
343,713,conceptnet.topn3,chesapeake bay maryland clean virginia native american united states MD a state cloth wash,0.0188
344,713,tagmee.topn3.replace,Chesapeake Bay Maryland,0.0139
345,713,glove.topn3,chesapeake bay maryland clean potomac http www co mo md us tampa chesapeake virginia md sure,0.0138
346,713,stem.paicehusk,chesapeak bay maryland cle,0.0126
347,713,bt_nllb_persian,Chesapeake Bay Maryland is clear,0.0095
348,713,glove.topn3.replace,potomac http www co mo md us tampa chesapeake virginia md sure,0.0072
349,713,word2vec.topn3,chesapeake bay maryland clean sarasota virgina spokane estuary kentucky virginia baltimore tidy,0.0051
350,713,anchor.topn3.replace,chesapeake bay geographi kambuyi båtklubb maryland histori maryland educ arksansa root fungu tyvek geo therm,0.0037
351,713,bertqe.topn10.bm25,flow bai it river high,0.0022
352,713,wiki.topn3,chesapeake bay maryland clean estuaries maryland estuaries virginia estuaries united states chesapeake bay maryland virginia virginia maryland,0.0014
353,713,wordnet.topn3.replace,chesapeake true laurel quest embayment Old Line State MD scavenge sporty unobjectionable,0.0013
354,713,wiki.topn3.replace,estuaries maryland estuaries virginia estuaries united states chesapeake bay maryland virginia virginia maryland,0.0006
355,713,conceptnet.topn3.replace,virginia native american united states bay MD a state cloth wash,0.0001
356,713,stem.trunc4,ches bay mary clea,0.0001
357,713,stem.trunc5,chesa bay maryl clean,0.0001
358,713,bertqe.topn10.qld,river high nutrient level threaten,0.0
359,713,bt_bing_swahili,Cherry Blossom Bay Clean,0.0
360,713,word2vec.topn3.replace,sarasota virgina spokane estuary kentucky virginia baltimore tidy,0.0
361,714,-1,License restrictions older drivers,0.0787
362,714,anchor.topn3,license restrictions older drivers extreme charact ghostbusters apress cecropioides ref cecropioid thumbnail a,0.0615
363,714,rm3.topn10.10.0.5.bm25,license restrictions older drivers renew driver licens drive you,0.0511
364,714,bt_nllb_malay,Restrictions on older driver s licenses,0.0459
365,714,bt_nllb_swahili,Restrictions on older driver s licenses,0.0459
366,714,bt_bing_chinese_simplified,Driver s license restrictions for older drivers,0.0458
367,714,bt_bing_french,Driver s License Restrictions for Older Drivers,0.0458
368,714,tagmee.topn3.replace,License Regulation Driver s license,0.0449
369,714,sensedisambiguation,License restrictions restriction older previous drivers driver,0.0429
370,714,bt_nllb_russian,Limitations on driving rights for older drivers,0.0336
371,714,wiki.topn3,license restrictions older drivers inventory vendor tradsecret license policy consumer protection income regulation driving licences vehiclregistration motor vehicltheft driver s license,0.0236
372,714,bt_bing_german,Driving licence restrictions older drivers,0.0225
373,714,bt_nllb_french,Restrictions on driving licences for older drivers,0.0225
374,714,stem.lovins,licens restrict older driver,0.0219
375,714,stem.porter,licens restrict older driver,0.0219
376,714,stem.porter2,licens restrict older driver,0.0219
