,qid,order,query,bm25.ndcg
156,708,anchor.topn3,decorative slate sources wirren nusstort,0.3029
157,708,relevancefeedback.topn10.qld,decorative slate sources stone roof,0.294
158,708,termluster.topn5.3.qld,decorative slate sources centuri color due,0.2537
159,708,rm3.topn10.10.0.5.bm25,decorative slate sources roof,0.2529
160,708,rm3.topn10.10.0.5.qld,decorative slate sources roof,0.2529
161,708,word2vec.topn3,decorative slate sources ornamental limestone souces references,0.1997
162,708,conceptluster.topn5.3.qld,decorative slate sources ornament art slate,0.1953
163,708,tagmee.topn3,decorative slate sources Ornament art Slate,0.1953
164,708,conceptnet.topn3,decorative slate sources spatial unmasking,0.1921
165,708,bt_bing_french,Decorative slate springs,0.1865
166,708,bt_bing_german,Decorative slate springs,0.1865
167,708,sensedisambiguation,Decorative cosmetic slate sources source,0.1595
168,708,bt_nllb_swahili,The origins of the decorative slate,0.148
169,708,conceptnet.topn3.replace,decorative slate spatial unmasking,0.0975
170,708,sensedisambiguation.replace,cosmetic slate source,0.0698
171,708,bt_bing_russian,Sources of Ornamental Slate,0.0594
172,708,bertqe.topn10.qld,research replac histor roof materi,0.0587
173,708,tagmee.topn3.replace,Ornament art Slate,0.0274
174,708,wordnet.topn3,decorative slate sources cosmetic ornamental ticket reference generator,0.0159
175,708,wiki.topn3,decorative slate sources proportion architecture history decorativarts template history architecture ornament art bay architecture politics san francisco bay area defunct american political movements slate,0.0154
176,708,bertqe.topn10.bm25,repair replac histor research replac,0.0138
177,708,stem.lovins,decor sl sourc,0.0057
178,708,anchor.topn3.replace,decorative wirren nusstort sources,0.0
179,708,bt_bing_korean,Slate sauce for garnish,0.0
180,708,bt_bing_persian,Decorative Boulder Sources,0.0
181,708,bt_bing_swahili,Sources of jewelry,0.0
182,708,bt_nllb_arabic,Sources for the decorative pages,0.0
183,708,bt_nllb_chinese_yue,Sources of the decoration of the stone tablets,0.0
184,708,bt_nllb_french,Sources of decorative clay,0.0
185,708,bt_nllb_german,Other articles of heading,0.0
186,708,bt_nllb_malay,Sources of decorative plates,0.0
187,708,bt_nllb_persian,Sources of fertility,0.0
188,708,bt_nllb_russian,The sources of decorative leaves,0.0
189,708,bt_nllb_tamil,The decorative silk pieces,0.0
190,708,glove.topn3,decorative slate sources ornamental ornament http www nwguild org according,0.0
191,708,glove.topn3.replace,ornamental ornament http www nwguild org according,0.0
192,708,stem.paicehusk,dec slat sourc,0.0
193,708,stem.trunc4,deco slat sour,0.0
194,708,wiki.topn3.replace,proportion architecture history decorativarts template history architecture ornament art bay architecture politics san francisco bay area defunct american political movements slate,0.0
195,708,word2vec.topn3.replace,ornamental limestone souces references,0.0
196,708,wordnet.topn3.replace,ornamental cosmetic ticket informant reservoir seed,0.0
197,709,-1,Horse racing jockey weight,0.722
198,709,bt_bing_chinese_simplified,Horse jockey weight,0.7162
199,709,bt_bing_swahili,Weight of horse jockey,0.7162
200,709,bt_bing_german,Horse racing jockey s weight,0.7092
201,709,bt_bing_russian,Weight Jockey Races,0.7073
202,709,stem.porter,hors race jockei weight,0.7018
203,709,stem.porter2,hors race jockey weight,0.7018
204,709,conceptluster.topn5.3.qld,horse racing jockey weight jockey,0.6933
205,709,anchor.topn3,horse racing jockey weight samaraa general virginia al diwaniya morabilla eroticid lungitz kheawcha oum sa nanwai jockey weight maximum ccir high molecular,0.6923
206,709,tagmee.topn3,horse racing jockey weight Horse racing Jockey,0.6673
207,709,bt_bing_persian,Weight Horse Racing,0.6243
208,709,bt_nllb_german,Weight of horse racing,0.6243
209,709,bt_nllb_russian,Weight of the horse race,0.6243
210,709,wordnet.topn3,horse racing jockey weight gymnastic horse sawbuck buck hotfoot rush along belt along chicane screw shaft angle burden system of weights,0.6084
211,709,conceptnet.topn3,horse racing jockey weight animal riding a bicycle rider measurement mass scale,0.5959
212,709,bt_nllb_malay,Heavy jockey horse racing,0.5748
213,709,stem.paicehusk,hors rac jockey weight,0.574
214,709,tagmee.topn3.replace,Horse racing Jockey,0.5649
215,709,termluster.topn5.3.qld,horse racing jockey weight without win whip without win whip ani anoth assign,0.5561
216,709,wiki.topn3,horse racing jockey weight sports betting horse racing jockey horse racing jockeys horstrainer horse trainers jockey,0.5466
217,709,word2vec.topn3,horse racing jockey weight pony racers racer weight,0.5434
218,709,bt_nllb_tamil,The weight of the horse racing team,0.5391
219,709,sensedisambiguation.replace,sawhorse rush jockey weight unit,0.523
220,709,bt_nllb_persian,A joke weight in a horse race,0.4939
221,709,bt_bing_arabic,Weight Knight Horse Racing,0.4643
222,709,wiki.topn3.replace,sports betting horse racing jockey horse racing jockeys horstrainer horse trainers jockey,0.4449
223,709,glove.topn3,horse racing jockey weight rode racers racer rode load,0.3674
224,709,stem.trunc5,horse racin jocke weigh,0.3188
225,709,bt_nllb_arabic,Weight of the front runners in horse racing,0.2169
226,709,anchor.topn3.replace,samaraa general virginia al diwaniya morabilla eroticid lungitz kheawcha oum sa nanwai jockey weight maximum ccir high molecular,0.0448
227,709,word2vec.topn3.replace,pony racers racer jockey weight,0.0222
228,709,conceptnet.topn3.replace,animal riding horse a bicycle rider measurement mass scale,0.0216
229,709,bertqe.topn10.bm25,word term when us regul,0.0
230,709,bertqe.topn10.qld,have follow mean unless context,0.0
231,709,bt_nllb_chinese_yue,The weight of the race car,0.0
232,709,glove.topn3.replace,rode racers racer rode load,0.0
233,709,stem.lovins,hors rac jocke weight,0.0
234,709,stem.trunc4,hors raci jock weig,0.0
235,709,wordnet.topn3.replace,buck Equus caballus hie belt along pelt along chouse cheat screw weight unit system of weights slant,0.0
236,710,-1,Prostate cancer treatments,0.3634
237,710,docluster.topn10.3.qld,prostate cancer treatments prostat,0.3583
238,710,relevancefeedback.topn10.qld,prostate cancer treatments prostat,0.3583
239,710,rm3.topn10.10.0.5.bm25,prostate cancer treatments prostat,0.3583
240,710,rm3.topn10.10.0.5.qld,prostate cancer treatments prostat,0.3583
241,710,tagmee.topn3,prostate cancer treatments Prostate cancer Management of cancer,0.2927
242,710,conceptluster.topn5.3.qld,prostate cancer treatments management cancer,0.2847
243,710,sensedisambiguation,Prostate prostate gland cancer treatments treatment,0.2663
244,710,sensedisambiguation.replace,prostate gland cancer treatment,0.2309
245,710,wordnet.topn3.replace,prostate gland genus Cancer Cancer the Crab discourse handling intervention,0.1898
246,710,wordnet.topn3,prostate cancer treatments prostate gland malignant neoplastic disease handling discussion discourse,0.1387
247,710,anchor.topn3,prostate cancer treatments institute upmc insulinoma cancercent,0.1301
248,710,tagmee.topn3.replace,Prostate cancer Management of cancer,0.1298
249,710,termluster.topn5.3.qld,prostate cancer treatments usual urin urethra also area back usual urin urethra,0.1231
250,710,anchor.topn3.replace,prostate institute upmc insulinoma cancercent treatments,0.0703
251,710,glove.topn3,prostate cancer treatments cancer pancreatic prostate breast therapies therapy,0.0686
252,710,conceptnet.topn3,prostate cancer treatments prostate gland smoking a disease cigarette smoking medicaid,0.0504
253,710,word2vec.topn3,prostate cancer treatments testicular leukemia lymphoma therapies,0.0496
254,710,stem.lovins,prost cancer treatment,0.0365
255,710,wiki.topn3,prostate cancer treatments male genital neoplasia histopathology lymphoma prostate cancer lymphomatoid granulomatosis brentuximab vedotin treatment lung cancer management cancer,0.0359
256,710,stem.trunc5,prost cance treat,0.0322
257,710,glove.topn3.replace,cancer pancreatic prostate breast therapies therapy,0.0206
258,710,word2vec.topn3.replace,testicular leukemia lymphoma therapies,0.0123
259,710,conceptnet.topn3.replace,prostate gland smoking a disease cigarette smoking medicaid,0.0105
260,710,stem.paicehusk,prost cant tre,0.0081
261,710,wiki.topn3.replace,male genital neoplasia histopathology lymphoma prostate cancer lymphomatoid granulomatosis brentuximab vedotin treatment lung cancer management cancer,0.0052
262,710,bertqe.topn10.bm25,skip navig other health topic,0.0
263,710,bertqe.topn10.qld,health topic b c d,0.0
264,710,stem.trunc4,pros canc trea,0.0
265,711,-1,Train station security measures,0.2482
266,711,rm3.topn10.10.0.5.bm25,train station security measures transport bart y emerg polic secur transit,0.2382
267,711,rm3.topn10.10.0.5.qld,train station security measures measur transit transport naval amtrak y,0.1775
268,711,tagmee.topn3,train station security measures Train station Airport security,0.1668
269,711,sensedisambiguation,Train station security measures standard,0.1471
270,711,bt_bing_tamil,Railway Station Security Measures,0.143
271,711,bt_nllb_chinese_yue,Security measures at the railway station,0.143
272,711,bt_nllb_malay,Railway station security measures,0.143
273,711,bt_nllb_tamil,Railway station security measures,0.143
274,711,conceptluster.topn5.3.qld,train station security measures airport security,0.1135
275,711,word2vec.topn3,train station security measures railway secuirty safety initiatives,0.1047
276,711,glove.topn3,train station security measures bus operated adding ensure steps,0.1037
277,711,bt_nllb_french,Safety measures at railway stations,0.0769
278,711,bt_nllb_german,Safety measures for railway stations,0.0769
279,711,bt_nllb_russian,Safety measures at railway stations,0.0769
280,711,termluster.topn5.3.qld,train station security measures identifi personnel respons establish oper provid work train servic safeti review relat,0.0732
281,711,bt_bing_french,Security measures at stations,0.0685
282,711,bt_bing_german,Security measures at the station,0.0685
283,711,tagmee.topn3.replace,Train station Airport security,0.0441
284,711,sensedisambiguation.replace,train station security standard,0.0352
285,711,wiki.topn3,train station security measures railway stations east japan railway company west japan railway company train station computer assisted passenger prescreening system shobomb plot richard reid airport security,0.0263
286,711,bt_bing_malay,Train station safety measures,0.0115
287,711,bt_bing_swahili,Train station safety measures,0.0115
288,711,bt_nllb_swahili,Safety measures at the train station,0.0115
289,711,wordnet.topn3,train station security measures civilize geartrain cultivate place post security department certificate security measure standard evaluate bill,0.0105
290,711,anchor.topn3,train station security measures mats cs atc doctors shimoyashiki station bird negeori,0.0
291,711,anchor.topn3.replace,mats cs atc doctors shimoyashiki station bird negeori security measures,0.0
292,711,bertqe.topn10.bm25,tnite stai gener account offic,0.0
293,711,bertqe.topn10.qld,train need secur foreign standard,0.0
294,711,conceptnet.topn3,train station security measures compete become a scuba diver guard a door with a lock time,0.0
295,711,conceptnet.topn3.replace,compete become a scuba diver station guard a door with a lock time,0.0
296,711,glove.topn3.replace,bus operated adding ensure steps,0.0
297,711,stem.lovins,train stat secur measur,0.0
298,711,stem.paicehusk,train stat sec meas,0.0
299,711,stem.trunc4,trai stat secu meas,0.0
300,711,stem.trunc5,train stati secur measu,0.0
301,711,wiki.topn3.replace,railway stations east japan railway company west japan railway company train station computer assisted passenger prescreening system shobomb plot richard reid airport security,0.0
302,711,word2vec.topn3.replace,train railway secuirty safety initiatives,0.0
303,711,wordnet.topn3.replace,string civilize groom send place post protection security system standard touchstone,0.0
304,712,-1,Pyramid scheme,0.3626
305,712,word2vec.topn3,pyramid scheme pyramid like,0.3519
306,712,word2vec.topn3.replace,pyramid like scheme,0.3338
307,712,relevancefeedback.topn10.qld,pyramid scheme busi,0.3304
308,712,termluster.topn5.3.qld,pyramid scheme mai make monei mai make monei,0.3208
309,712,conceptnet.topn3,pyramid scheme programming language,0.318
310,712,sensedisambiguation,Pyramid scheme system,0.2955
311,712,bertqe.topn10.bm25,pyramid scheme topic what you,0.2911
312,712,wiki.topn3,pyramid scheme shell corporation market manipulation bear raid pyramid scheme,0.2848
313,712,rm3.topn10.10.0.5.bm25,pyramid scheme invest,0.2714
314,712,rm3.topn10.10.0.5.qld,pyramid scheme invest,0.2714
315,712,anchor.topn3,pyramid scheme djoserti userkar lamw ffss yīnyáng bas flat for sal,0.2291
316,712,glove.topn3,pyramid scheme gigantic scam,0.2031
317,712,bt_bing_persian,Pyramid Plan,0.1962
318,712,wiki.topn3.replace,shell corporation market manipulation bear raid pyramid scheme,0.1683
319,712,wordnet.topn3,pyramid scheme Pyramids of Egypt outline dodging intrigue,0.1674
320,712,bt_bing_russian,Pyramid,0.1245
321,712,stem.lovins,pyramid schem,0.0487
322,712,stem.paicehusk,pyramid schem,0.0487
323,712,bertqe.topn10.qld,scheme work your behalf attornei,0.0246
324,712,conceptnet.topn3.replace,pyramid programming language,0.0212
325,712,bt_nllb_arabic,The pyramid system,0.02
326,712,bt_nllb_swahili,The pyramidal system,0.02
327,712,sensedisambiguation.replace,pyramid system,0.02
328,712,bt_nllb_tamil,The Pyramid Project,0.013
329,712,wordnet.topn3.replace,Great Pyramid schema connive strategy,0.0056
330,712,anchor.topn3.replace,djoserti userkar lamw ffss yīnyáng bas flat for sal,0.0
331,712,bt_bing_arabic,Pyramid diagram,0.0
332,712,bt_bing_chinese_simplified,MLM,0.0
333,712,bt_nllb_german,The following is the list of the categories of products,0.0
334,712,glove.topn3.replace,gigantic scam,0.0
335,712,stem.trunc4,pyra sche,0.0
336,712,stem.trunc5,pyram schem,0.0
337,713,-1,Chesapeake Bay Maryland clean,0.2573
338,713,tagmee.topn3,chesapeake bay maryland clean Chesapeake Bay Maryland,0.2278
339,713,rm3.topn10.10.0.5.bm25,chesapeake bay maryland clean program bai plan water,0.2231
340,713,wordnet.topn3,chesapeake bay maryland clean bay laurel quest Old Line State Free State clean and jerk uncontaminating fair,0.2206
341,713,relevancefeedback.topn10.qld,chesapeake bay maryland clean http marina bai,0.2028
342,713,docluster.topn10.3.qld,chesapeake bay maryland clean bai http,0.1835
343,713,rm3.topn10.10.0.5.qld,chesapeake bay maryland clean marina bai island,0.183
344,713,anchor.topn3,chesapeake bay maryland clean bay geographi kambuyi båtklubb maryland histori maryland educ arksansa root fungu tyvek geo therm,0.1652
345,713,bt_bing_korean,Chesapeake Bay MD Clean,0.134
346,713,sensedisambiguation.replace,Chesapeake true laurel maryland clean and jerk,0.122
347,713,termluster.topn5.3.qld,chesapeake bay maryland clean water state restor bai chesapeak commiss,0.1131
348,713,bt_nllb_tamil,Chesapeake Bay is Maryland s cleanest,0.1013
349,713,conceptnet.topn3,chesapeake bay maryland clean virginia native american united states MD a state cloth wash,0.0911
350,713,tagmee.topn3.replace,Chesapeake Bay Maryland,0.0828
351,713,stem.paicehusk,chesapeak bay maryland cle,0.0779
352,713,bt_nllb_persian,Chesapeake Bay Maryland is clear,0.0604
353,713,glove.topn3,chesapeake bay maryland clean potomac http www co mo md us tampa chesapeake virginia md sure,0.0594
354,713,anchor.topn3.replace,chesapeake bay geographi kambuyi båtklubb maryland histori maryland educ arksansa root fungu tyvek geo therm,0.0476
355,713,word2vec.topn3,chesapeake bay maryland clean sarasota virgina spokane estuary kentucky virginia baltimore tidy,0.0451
356,713,wordnet.topn3.replace,chesapeake true laurel quest embayment Old Line State MD scavenge sporty unobjectionable,0.025
357,713,glove.topn3.replace,potomac http www co mo md us tampa chesapeake virginia md sure,0.0247
358,713,wiki.topn3,chesapeake bay maryland clean estuaries maryland estuaries virginia estuaries united states chesapeake bay maryland virginia virginia maryland,0.0183
359,713,bertqe.topn10.bm25,flow bai it river high,0.0153
360,713,wiki.topn3.replace,estuaries maryland estuaries virginia estuaries united states chesapeake bay maryland virginia virginia maryland,0.0096
361,713,stem.trunc5,chesa bay maryl clean,0.0053
362,713,stem.trunc4,ches bay mary clea,0.0044
363,713,conceptnet.topn3.replace,virginia native american united states bay MD a state cloth wash,0.0022
364,713,bertqe.topn10.qld,river high nutrient level threaten,0.0
365,713,bt_bing_swahili,Cherry Blossom Bay Clean,0.0
366,713,word2vec.topn3.replace,sarasota virgina spokane estuary kentucky virginia baltimore tidy,0.0
367,714,-1,License restrictions older drivers,0.3352
368,714,conceptluster.topn5.3.qld,license restrictions older drivers regulation driver s license,0.2838
369,714,tagmee.topn3,license restrictions older drivers License Regulation Driver s license,0.2837
370,714,anchor.topn3,license restrictions older drivers extreme charact ghostbusters apress cecropioides ref cecropioid thumbnail a,0.2361
371,714,sensedisambiguation,License restrictions restriction older previous drivers driver,0.223
372,714,rm3.topn10.10.0.5.bm25,license restrictions older drivers renew driver licens drive you,0.2226
373,714,bt_nllb_malay,Restrictions on older driver s licenses,0.2202
374,714,bt_nllb_swahili,Restrictions on older driver s licenses,0.2202
375,714,bt_bing_chinese_simplified,Driver s license restrictions for older drivers,0.2201
376,714,bt_bing_french,Driver s License Restrictions for Older Drivers,0.2201
377,714,stem.lovins,licens restrict older driver,0.1594
