,qid,order,query,bm25.recip_rank
215,705,stem.trunc4,iraq fore debt redu,0.0714
216,705,wiki.topn3.replace,iraq mesopotamia syria iraq internal debt portfolio investment fixed investment external debt credit finance collateral finance interest debt,0.0417
217,705,anchor.topn3,iraq foreign debt reduction iraq histori syria fortress syria transport s education s tawheed obligation subprim inclosure delan nonreduct frege church organisation fundament,0.0357
218,705,conceptnet.topn3,iraq foreign debt reduction a country a country in the middle east war other money spending money paying by credit card,0.0192
219,705,anchor.topn3.replace,iraq histori syria fortress syria transport s education s tawheed obligation subprim inclosure delan nonreduct frege church organisation fundament,0.0
220,705,bertqe.topn10.bm25,dc mai,0.0
221,705,bertqe.topn10.qld,unit state gener account offic,0.0
222,705,conceptnet.topn3.replace,a country a country in the middle east war other money spending money paying by credit card reduction,0.0
223,705,wordnet.topn3.replace,Republic of Iraq Irak extraneous strange alien debt simplification step down diminution,0.0
224,706,-1,Controlling type II diabetes,0.1667
225,706,bt_bing_swahili,Managing Type II Diabetes,1.0
226,706,bt_nllb_malay,Managing type diabetes,1.0
227,706,sensedisambiguation.replace,see type two diabetes,1.0
228,706,bt_bing_korean,Type Diabetes Control,0.5
229,706,bt_nllb_arabic,Control of type diabetes,0.5
230,706,bt_nllb_chinese_yue,Control of type diabetes,0.5
231,706,bt_nllb_korean,Control of type diabetes,0.5
232,706,bt_nllb_persian,Control of type diabetes,0.5
233,706,sensedisambiguation,Controlling see type II two diabetes,0.5
234,706,relevancefeedback.topn10.qld,controlling type ii diabetes diabet word,0.25
235,706,conceptluster.topn5.3.qld,controlling type ii diabetes diabetes mellitus,0.2
236,706,docluster.topn10.3.qld,controlling type ii diabetes diabet,0.2
237,706,rm3.topn10.10.0.5.bm25,controlling type ii diabetes diabet,0.2
238,706,tagmee.topn3,controlling type ii diabetes Diabetes mellitus,0.2
239,706,termluster.topn5.3.qld,controlling type ii diabetes type trial studi control diabet diseas type trial studi,0.2
240,706,bt_bing_arabic,Controlling type II diabetes,0.1667
241,706,bt_bing_chinese_simplified,Control of type II diabetes,0.1667
242,706,bt_bing_french,Controlling Type II Diabetes,0.1667
243,706,bt_bing_german,Control of type II diabetes,0.1667
244,706,bt_bing_malay,Controlling type II diabetes,0.1667
245,706,bt_bing_persian,Control of Type II Diabetes,0.1667
246,706,bt_bing_russian,Controlling Type II Diabetes,0.1667
247,706,bt_bing_tamil,Control of Type II Diabetes,0.1667
248,706,bt_nllb_french,Control of type II diabetes,0.1667
249,706,bt_nllb_german,Control of type II diabetes,0.1667
250,706,bt_nllb_russian,Control of type II diabetes,0.1667
251,706,bt_nllb_swahili,Control of type II diabetes,0.1667
252,706,bt_nllb_tamil,Control of type II diabetes,0.1667
253,706,original,Controlling type II diabetes,0.1667
254,706,stem.krovetz,control type ii diabetes,0.1667
255,706,stem.porter,control type ii diabet,0.1667
256,706,stem.porter2,control type ii diabet,0.1667
257,706,stem.sstemmer,controlling type ii diabete,0.1667
258,706,thesaurus.topn3,controlling type ii diabetes,0.1667
259,706,thesaurus.topn3.replace,controlling type ii diabetes,0.1667
260,706,rm3.topn10.10.0.5.qld,controlling type ii diabetes diabet cost,0.1111
261,706,wordnet.topn3,controlling type ii diabetes assure contain typewrite eccentric deuce,0.0909
262,706,wordnet.topn3.replace,ensure moderate manipulate typewrite character case deuce two diabetes,0.0588
263,706,stem.trunc4,cont type ii diab,0.0345
264,706,glove.topn3,controlling type ii diabetes example iii iv hypertension obesity,0.0286
265,706,stem.paicehusk,control type iy diabet,0.0213
266,706,conceptnet.topn3,controlling type ii diabetes dominant have a keyboard use a computer use a keyboard two iii polydipsia,0.0196
267,706,stem.lovins,control typ ii diabes,0.0133
268,706,anchor.topn3,controlling type ii diabetes umbauwagon percent encoding th ii kara ḫardaš nazi bugaš and the events at end of his reign iii,0.0132
269,706,stem.trunc5,contr type ii diabe,0.013
270,706,bertqe.topn10.bm25,assess number us glycat,0.0122
271,706,anchor.topn3.replace,controlling umbauwagon percent encoding th ii kara ḫardaš nazi bugaš and the events at end of his reign iii diabetes,0.0
272,706,bertqe.topn10.qld,evid report technolog assess number,0.0
273,706,conceptnet.topn3.replace,dominant have a keyboard use a computer use a keyboard two iii polydipsia,0.0
274,706,glove.topn3.replace,controlling example iii iv hypertension obesity,0.0
275,706,tagmee.topn3.replace,Diabetes mellitus,0.0
276,706,wiki.topn3,controlling type ii diabetes lymphoma noninfective enteritis colitis cirrhosis diabetes mellitus,0.0
277,706,wiki.topn3.replace,lymphoma noninfective enteritis colitis cirrhosis diabetes mellitus,0.0
278,706,word2vec.topn3,controlling type ii diabetes regulating kind iii iv vii,0.0
279,706,word2vec.topn3.replace,regulating kind iii iv vii diabetes,0.0
280,707,-1,Aspirin cancer prevention,1.0
281,707,bt_bing_arabic,Aspirin Cancer Prevention,1.0
282,707,bt_bing_chinese_simplified,Aspirin cancer prevention,1.0
283,707,bt_bing_french,Aspirin Cancer Prevention,1.0
284,707,bt_bing_german,Prevention of Aspirin Cancer,1.0
285,707,bt_bing_korean,Aspirin Cancer Prevention,1.0
286,707,bt_bing_malay,Aspirin cancer prevention,1.0
287,707,bt_bing_persian,Aspirin Cancer Prevention,1.0
288,707,bt_bing_russian,Cancer Prevention with Aspirin,1.0
289,707,bt_bing_swahili,Aspirin cancer prevention,1.0
290,707,bt_bing_tamil,Aspirin Cancer Prevention,1.0
291,707,bt_nllb_chinese_yue,The anti cancer aspirin,1.0
292,707,bt_nllb_french,Prevention of cancer by aspirin,1.0
293,707,bt_nllb_german,Aspirin for the Prevention of Cancer,1.0
294,707,bt_nllb_korean,Aspirin is a cancer prevention drug,1.0
295,707,bt_nllb_malay,Aspirin to prevent cancer,1.0
296,707,bt_nllb_russian,Prevention of cancer with aspirin,1.0
297,707,bt_nllb_tamil,Aspirin is used to prevent cancer,1.0
298,707,conceptluster.topn5.3.qld,aspirin cancer prevention cancer cancer prevention,1.0
299,707,docluster.topn10.3.qld,aspirin cancer prevention,1.0
300,707,glove.topn3,aspirin cancer prevention ibuprofen medications prostate breast combating cdc,1.0
301,707,original,Aspirin cancer prevention,1.0
302,707,relevancefeedback.topn10.qld,aspirin cancer prevention claim,1.0
303,707,rm3.topn10.10.0.5.bm25,aspirin cancer prevention i,1.0
304,707,rm3.topn10.10.0.5.qld,aspirin cancer prevention,1.0
305,707,sensedisambiguation,Aspirin cancer prevention,1.0
306,707,sensedisambiguation.replace,aspirin cancer prevention,1.0
307,707,stem.krovetz,aspirin cancer prevention,1.0
308,707,stem.porter,aspirin cancer prevent,1.0
309,707,stem.porter2,aspirin cancer prevent,1.0
310,707,stem.sstemmer,aspirin cancer prevention,1.0
311,707,tagmee.topn3,aspirin cancer prevention Aspirin Cancer Cancer prevention,1.0
312,707,tagmee.topn3.replace,Aspirin Cancer Cancer prevention,1.0
313,707,termluster.topn5.3.qld,aspirin cancer prevention cancer colon effect aspirin colon effect studi screen risk,1.0
314,707,thesaurus.topn3,aspirin cancer prevention,1.0
315,707,thesaurus.topn3.replace,aspirin cancer prevention,1.0
316,707,wordnet.topn3,aspirin cancer prevention Bayer St Joseph malignant neoplastic disease bar,1.0
317,707,wordnet.topn3.replace,acetylsalicylic acid St Joseph genus Cancer Cancer the Crab bar,0.3333
318,707,stem.lovins,aspirin cancer prevens,0.25
319,707,wiki.topn3,aspirin cancer prevention antiplatelet drugs salicylates nausea aspirin types neoplasia types cancer oncology cancer cancer prevention,0.25
320,707,wiki.topn3.replace,antiplatelet drugs salicylates nausea aspirin types neoplasia types cancer oncology cancer cancer prevention,0.2
321,707,bt_nllb_swahili,How to fight cancer with aspirin,0.0625
322,707,word2vec.topn3,aspirin cancer prevention ibuprofen paracetamol leukemia lymphoma,0.0625
323,707,anchor.topn3,aspirin cancer prevention extrusion hydrostat filter modif multi antimicrobi institute upmc insulinoma cancercent,0.0556
324,707,glove.topn3.replace,ibuprofen medications prostate breast combating cdc,0.0455
325,707,bertqe.topn10.qld,known risk factor colorect cancer,0.0435
326,707,bt_nllb_arabic,Prevention of cancer,0.0152
327,707,conceptnet.topn3,aspirin cancer prevention a medicine cabinet smoking a disease cigarette smoking suppression,0.0147
328,707,bt_nllb_persian,Spraying for cancer prevention,0.0118
329,707,anchor.topn3.replace,extrusion hydrostat filter modif multi antimicrobi institute upmc insulinoma cancercent prevention,0.0
330,707,bertqe.topn10.bm25,health care financ wisconsin depart,0.0
331,707,conceptnet.topn3.replace,a medicine cabinet smoking a disease cigarette smoking suppression,0.0
332,707,stem.paicehusk,aspirin cant prev,0.0
333,707,stem.trunc4,aspi canc prev,0.0
334,707,stem.trunc5,aspir cance preve,0.0
335,707,word2vec.topn3.replace,ibuprofen paracetamol leukemia lymphoma prevention,0.0
336,708,-1,Decorative slate sources,1.0
337,708,anchor.topn3,decorative slate sources wirren nusstort,1.0
338,708,bt_bing_arabic,Sources of decorative slate,1.0
339,708,bt_bing_chinese_simplified,Sources of decorative slates,1.0
340,708,bt_bing_malay,Sources of decorative slate,1.0
341,708,bt_bing_tamil,Decorative slate sources,1.0
342,708,bt_nllb_korean,Decorative slate source,1.0
343,708,docluster.topn10.3.qld,decorative slate sources,1.0
344,708,original,Decorative slate sources,1.0
345,708,rm3.topn10.10.0.5.bm25,decorative slate sources roof,1.0
346,708,rm3.topn10.10.0.5.qld,decorative slate sources roof,1.0
347,708,stem.krovetz,decorative slate source,1.0
348,708,stem.porter,decor slate sourc,1.0
349,708,stem.porter2,decor slate sourc,1.0
350,708,stem.sstemmer,decorative slate source,1.0
351,708,stem.trunc5,decor slate sourc,1.0
352,708,termluster.topn5.3.qld,decorative slate sources centuri color due,1.0
353,708,thesaurus.topn3,decorative slate sources,1.0
354,708,thesaurus.topn3.replace,decorative slate sources,1.0
355,708,conceptluster.topn5.3.qld,decorative slate sources ornament art slate,0.5
356,708,relevancefeedback.topn10.qld,decorative slate sources stone roof,0.5
357,708,tagmee.topn3,decorative slate sources Ornament art Slate,0.5
358,708,bt_nllb_swahili,The origins of the decorative slate,0.25
359,708,conceptnet.topn3,decorative slate sources spatial unmasking,0.25
360,708,word2vec.topn3,decorative slate sources ornamental limestone souces references,0.25
361,708,bertqe.topn10.qld,research replac histor roof materi,0.2
362,708,bt_bing_french,Decorative slate springs,0.2
363,708,bt_bing_german,Decorative slate springs,0.2
364,708,conceptnet.topn3.replace,decorative slate spatial unmasking,0.2
365,708,sensedisambiguation.replace,cosmetic slate source,0.1667
366,708,sensedisambiguation,Decorative cosmetic slate sources source,0.1429
367,708,bt_bing_russian,Sources of Ornamental Slate,0.0417
368,708,stem.lovins,decor sl sourc,0.0323
369,708,wordnet.topn3,decorative slate sources cosmetic ornamental ticket reference generator,0.0278
370,708,wiki.topn3,decorative slate sources proportion architecture history decorativarts template history architecture ornament art bay architecture politics san francisco bay area defunct american political movements slate,0.025
371,708,bertqe.topn10.bm25,repair replac histor research replac,0.0147
372,708,tagmee.topn3.replace,Ornament art Slate,0.0139
373,708,anchor.topn3.replace,decorative wirren nusstort sources,0.0
374,708,bt_bing_korean,Slate sauce for garnish,0.0
375,708,bt_bing_persian,Decorative Boulder Sources,0.0
376,708,bt_bing_swahili,Sources of jewelry,0.0
377,708,bt_nllb_arabic,Sources for the decorative pages,0.0
378,708,bt_nllb_chinese_yue,Sources of the decoration of the stone tablets,0.0
379,708,bt_nllb_french,Sources of decorative clay,0.0
380,708,bt_nllb_german,Other articles of heading,0.0
381,708,bt_nllb_malay,Sources of decorative plates,0.0
382,708,bt_nllb_persian,Sources of fertility,0.0
383,708,bt_nllb_russian,The sources of decorative leaves,0.0
384,708,bt_nllb_tamil,The decorative silk pieces,0.0
385,708,glove.topn3,decorative slate sources ornamental ornament http www nwguild org according,0.0
386,708,glove.topn3.replace,ornamental ornament http www nwguild org according,0.0
387,708,stem.paicehusk,dec slat sourc,0.0
388,708,stem.trunc4,deco slat sour,0.0
389,708,wiki.topn3.replace,proportion architecture history decorativarts template history architecture ornament art bay architecture politics san francisco bay area defunct american political movements slate,0.0
390,708,word2vec.topn3.replace,ornamental limestone souces references,0.0
391,708,wordnet.topn3.replace,ornamental cosmetic ticket informant reservoir seed,0.0
392,709,-1,Horse racing jockey weight,1.0
393,709,anchor.topn3,horse racing jockey weight samaraa general virginia al diwaniya morabilla eroticid lungitz kheawcha oum sa nanwai jockey weight maximum ccir high molecular,1.0
394,709,bt_bing_chinese_simplified,Horse jockey weight,1.0
395,709,bt_bing_french,Horse Racing Jockey Weight,1.0
396,709,bt_bing_german,Horse racing jockey s weight,1.0
397,709,bt_bing_korean,Horse racing jockey weight,1.0
398,709,bt_bing_malay,Weight of horse racing jockeys,1.0
399,709,bt_bing_persian,Weight Horse Racing,1.0
400,709,bt_bing_russian,Weight Jockey Races,1.0
401,709,bt_bing_swahili,Weight of horse jockey,1.0
402,709,bt_bing_tamil,Horse racing jockey weight,1.0
403,709,bt_nllb_arabic,Weight of the front runners in horse racing,1.0
404,709,bt_nllb_french,Weight of the horse racing jockey,1.0
405,709,bt_nllb_german,Weight of horse racing,1.0
406,709,bt_nllb_korean,Horse racing jockey weight,1.0
407,709,bt_nllb_malay,Heavy jockey horse racing,1.0
408,709,bt_nllb_russian,Weight of the horse race,1.0
409,709,bt_nllb_swahili,Weight of jockeys in horse racing,1.0
410,709,bt_nllb_tamil,The weight of the horse racing team,1.0
411,709,conceptluster.topn5.3.qld,horse racing jockey weight jockey,1.0
412,709,conceptnet.topn3,horse racing jockey weight animal riding a bicycle rider measurement mass scale,1.0
413,709,docluster.topn10.3.qld,horse racing jockey weight shall race,1.0
414,709,glove.topn3,horse racing jockey weight rode racers racer rode load,1.0
415,709,original,Horse racing jockey weight,1.0
416,709,relevancefeedback.topn10.qld,horse racing jockey weight race hors shall,1.0
417,709,rm3.topn10.10.0.5.bm25,horse racing jockey weight race hors shall,1.0
418,709,rm3.topn10.10.0.5.qld,horse racing jockey weight hors race shall,1.0
419,709,sensedisambiguation,Horse sawhorse racing rush jockey weight weight unit,1.0
420,709,stem.krovetz,horse racing jockey weight,1.0
421,709,stem.paicehusk,hors rac jockey weight,1.0
422,709,stem.porter,hors race jockei weight,1.0
423,709,stem.porter2,hors race jockey weight,1.0
424,709,stem.sstemmer,horse racing jockey weight,1.0
425,709,stem.trunc5,horse racin jocke weigh,1.0
