,qid,order,query,qld.recip_rank
128,705,stem.sstemmer,iraq foreign debt reduction,1.0
129,705,tagmee.topn3.replace,Iraq External debt Debt,1.0
130,705,thesaurus.topn3,iraq foreign debt reduction,1.0
131,705,thesaurus.topn3.replace,iraq foreign debt reduction,1.0
132,705,word2vec.topn3,iraq foreign debt reduction iraq afghanistan iraqi domestic international indebtedness reducing,1.0
133,706,-1,Controlling type II diabetes,0.2
134,706,sensedisambiguation,Controlling see type II two diabetes,1.0
135,706,sensedisambiguation.replace,see type two diabetes,1.0
136,706,bt_nllb_malay,Managing type diabetes,0.3333
137,706,bt_bing_arabic,Controlling type II diabetes,0.2
138,706,bt_bing_chinese_simplified,Control of type II diabetes,0.2
139,706,bt_bing_french,Controlling Type II Diabetes,0.2
140,706,bt_bing_german,Control of type II diabetes,0.2
141,706,bt_bing_malay,Controlling type II diabetes,0.2
142,706,bt_bing_persian,Control of Type II Diabetes,0.2
143,706,bt_bing_russian,Controlling Type II Diabetes,0.2
144,706,bt_bing_swahili,Managing Type II Diabetes,0.2
145,706,bt_bing_tamil,Control of Type II Diabetes,0.2
146,706,bt_nllb_french,Control of type II diabetes,0.2
147,706,bt_nllb_german,Control of type II diabetes,0.2
148,706,bt_nllb_russian,Control of type II diabetes,0.2
149,706,bt_nllb_swahili,Control of type II diabetes,0.2
150,706,bt_nllb_tamil,Control of type II diabetes,0.2
151,706,original,Controlling type II diabetes,0.2
152,706,stem.krovetz,control type ii diabetes,0.2
153,706,stem.porter,control type ii diabet,0.2
154,706,stem.porter2,control type ii diabet,0.2
155,706,stem.sstemmer,controlling type ii diabete,0.2
156,706,thesaurus.topn3,controlling type ii diabetes,0.2
157,706,thesaurus.topn3.replace,controlling type ii diabetes,0.2
158,707,-1,Aspirin cancer prevention,1.0
159,707,bt_bing_arabic,Aspirin Cancer Prevention,1.0
160,707,bt_bing_chinese_simplified,Aspirin cancer prevention,1.0
161,707,bt_bing_french,Aspirin Cancer Prevention,1.0
162,707,bt_bing_german,Prevention of Aspirin Cancer,1.0
163,707,bt_bing_korean,Aspirin Cancer Prevention,1.0
164,707,bt_bing_malay,Aspirin cancer prevention,1.0
165,707,bt_bing_persian,Aspirin Cancer Prevention,1.0
166,707,bt_bing_russian,Cancer Prevention with Aspirin,1.0
167,707,bt_bing_swahili,Aspirin cancer prevention,1.0
168,707,bt_bing_tamil,Aspirin Cancer Prevention,1.0
169,707,bt_nllb_chinese_yue,The anti cancer aspirin,1.0
170,707,bt_nllb_french,Prevention of cancer by aspirin,1.0
171,707,bt_nllb_german,Aspirin for the Prevention of Cancer,1.0
172,707,bt_nllb_malay,Aspirin to prevent cancer,1.0
173,707,bt_nllb_russian,Prevention of cancer with aspirin,1.0
174,707,bt_nllb_tamil,Aspirin is used to prevent cancer,1.0
175,707,conceptluster.topn5.3.qld,aspirin cancer prevention cancer cancer prevention,1.0
176,707,docluster.topn10.3.qld,aspirin cancer prevention,1.0
177,707,glove.topn3,aspirin cancer prevention ibuprofen medications prostate breast combating cdc,1.0
178,707,original,Aspirin cancer prevention,1.0
179,707,relevancefeedback.topn10.qld,aspirin cancer prevention claim,1.0
180,707,rm3.topn10.10.0.5.bm25,aspirin cancer prevention i,1.0
181,707,rm3.topn10.10.0.5.qld,aspirin cancer prevention,1.0
182,707,sensedisambiguation,Aspirin cancer prevention,1.0
183,707,sensedisambiguation.replace,aspirin cancer prevention,1.0
184,707,stem.krovetz,aspirin cancer prevention,1.0
185,707,stem.porter,aspirin cancer prevent,1.0
186,707,stem.porter2,aspirin cancer prevent,1.0
187,707,stem.sstemmer,aspirin cancer prevention,1.0
188,707,tagmee.topn3,aspirin cancer prevention Aspirin Cancer Cancer prevention,1.0
189,707,tagmee.topn3.replace,Aspirin Cancer Cancer prevention,1.0
190,707,termluster.topn5.3.qld,aspirin cancer prevention cancer colon effect aspirin colon effect studi screen risk,1.0
191,707,thesaurus.topn3,aspirin cancer prevention,1.0
192,707,thesaurus.topn3.replace,aspirin cancer prevention,1.0
193,707,wordnet.topn3,aspirin cancer prevention Bayer St Joseph malignant neoplastic disease bar,1.0
194,707,wordnet.topn3.replace,acetylsalicylic acid St Joseph genus Cancer Cancer the Crab bar,1.0
195,708,-1,Decorative slate sources,1.0
196,708,bertqe.topn10.qld,research replac histor roof materi,1.0
197,708,bt_bing_arabic,Sources of decorative slate,1.0
198,708,bt_bing_chinese_simplified,Sources of decorative slates,1.0
199,708,bt_bing_french,Decorative slate springs,1.0
200,708,bt_bing_german,Decorative slate springs,1.0
201,708,bt_bing_malay,Sources of decorative slate,1.0
202,708,bt_bing_russian,Sources of Ornamental Slate,1.0
203,708,bt_bing_tamil,Decorative slate sources,1.0
204,708,bt_nllb_korean,Decorative slate source,1.0
205,708,bt_nllb_swahili,The origins of the decorative slate,1.0
206,708,docluster.topn10.3.qld,decorative slate sources,1.0
207,708,original,Decorative slate sources,1.0
208,708,relevancefeedback.topn10.qld,decorative slate sources stone roof,1.0
209,708,rm3.topn10.10.0.5.bm25,decorative slate sources roof,1.0
210,708,rm3.topn10.10.0.5.qld,decorative slate sources roof,1.0
211,708,stem.krovetz,decorative slate source,1.0
212,708,stem.porter,decor slate sourc,1.0
213,708,stem.porter2,decor slate sourc,1.0
214,708,stem.sstemmer,decorative slate source,1.0
215,708,stem.trunc5,decor slate sourc,1.0
216,708,termluster.topn5.3.qld,decorative slate sources centuri color due,1.0
217,708,thesaurus.topn3,decorative slate sources,1.0
218,708,thesaurus.topn3.replace,decorative slate sources,1.0
219,709,-1,Horse racing jockey weight,1.0
220,709,anchor.topn3,horse racing jockey weight samaraa general virginia al diwaniya morabilla eroticid lungitz kheawcha oum sa nanwai jockey weight maximum ccir high molecular,1.0
221,709,bt_bing_arabic,Weight Knight Horse Racing,1.0
222,709,bt_bing_chinese_simplified,Horse jockey weight,1.0
223,709,bt_bing_french,Horse Racing Jockey Weight,1.0
224,709,bt_bing_german,Horse racing jockey s weight,1.0
225,709,bt_bing_korean,Horse racing jockey weight,1.0
226,709,bt_bing_malay,Weight of horse racing jockeys,1.0
227,709,bt_bing_persian,Weight Horse Racing,1.0
228,709,bt_bing_russian,Weight Jockey Races,1.0
229,709,bt_bing_swahili,Weight of horse jockey,1.0
230,709,bt_bing_tamil,Horse racing jockey weight,1.0
231,709,bt_nllb_arabic,Weight of the front runners in horse racing,1.0
232,709,bt_nllb_french,Weight of the horse racing jockey,1.0
233,709,bt_nllb_german,Weight of horse racing,1.0
234,709,bt_nllb_korean,Horse racing jockey weight,1.0
235,709,bt_nllb_malay,Heavy jockey horse racing,1.0
236,709,bt_nllb_persian,A joke weight in a horse race,1.0
237,709,bt_nllb_russian,Weight of the horse race,1.0
238,709,bt_nllb_swahili,Weight of jockeys in horse racing,1.0
239,709,bt_nllb_tamil,The weight of the horse racing team,1.0
240,709,conceptluster.topn5.3.qld,horse racing jockey weight jockey,1.0
241,709,conceptnet.topn3,horse racing jockey weight animal riding a bicycle rider measurement mass scale,1.0
242,709,docluster.topn10.3.qld,horse racing jockey weight shall race,1.0
243,709,glove.topn3,horse racing jockey weight rode racers racer rode load,1.0
244,709,original,Horse racing jockey weight,1.0
245,709,relevancefeedback.topn10.qld,horse racing jockey weight race hors shall,1.0
246,709,rm3.topn10.10.0.5.bm25,horse racing jockey weight race hors shall,1.0
247,709,rm3.topn10.10.0.5.qld,horse racing jockey weight hors race shall,1.0
248,709,sensedisambiguation,Horse sawhorse racing rush jockey weight weight unit,1.0
249,709,stem.krovetz,horse racing jockey weight,1.0
250,709,stem.paicehusk,hors rac jockey weight,1.0
251,709,stem.porter,hors race jockei weight,1.0
252,709,stem.porter2,hors race jockey weight,1.0
253,709,stem.sstemmer,horse racing jockey weight,1.0
254,709,stem.trunc5,horse racin jocke weigh,1.0
255,709,tagmee.topn3,horse racing jockey weight Horse racing Jockey,1.0
256,709,tagmee.topn3.replace,Horse racing Jockey,1.0
257,709,termluster.topn5.3.qld,horse racing jockey weight without win whip without win whip ani anoth assign,1.0
258,709,thesaurus.topn3,horse racing jockey weight,1.0
259,709,thesaurus.topn3.replace,horse racing jockey weight,1.0
260,709,wiki.topn3,horse racing jockey weight sports betting horse racing jockey horse racing jockeys horstrainer horse trainers jockey,1.0
261,709,wiki.topn3.replace,sports betting horse racing jockey horse racing jockeys horstrainer horse trainers jockey,1.0
262,709,word2vec.topn3,horse racing jockey weight pony racers racer weight,1.0
263,709,wordnet.topn3,horse racing jockey weight gymnastic horse sawbuck buck hotfoot rush along belt along chicane screw shaft angle burden system of weights,1.0
264,710,-1,Prostate cancer treatments,1.0
265,710,bt_bing_arabic,Prostate Cancer Treatments,1.0
266,710,bt_bing_chinese_simplified,Prostate cancer treatment,1.0
267,710,bt_bing_french,Prostate Cancer Treatments,1.0
268,710,bt_bing_german,Treatments for Prostate Cancer,1.0
269,710,bt_bing_korean,Prostate Cancer Treatment,1.0
270,710,bt_bing_malay,Prostate cancer treatment,1.0
271,710,bt_bing_persian,Prostate Cancer Treatment,1.0
272,710,bt_bing_russian,Prostate Cancer Treatment,1.0
273,710,bt_bing_swahili,Prostate cancer treatment,1.0
274,710,bt_bing_tamil,Prostate cancer treatments,1.0
275,710,bt_nllb_arabic,Treatment for prostate cancer,1.0
276,710,bt_nllb_chinese_yue,Treatment of prostate cancer,1.0
277,710,bt_nllb_french,Treatment of prostate cancer,1.0
278,710,bt_nllb_german,Treatment of prostate cancer,1.0
279,710,bt_nllb_korean,Treatment for prostate cancer,1.0
280,710,bt_nllb_malay,Treatment of prostate cancer,1.0
281,710,bt_nllb_persian,Treatment for prostate cancer,1.0
282,710,bt_nllb_russian,Treatment of prostate cancer,1.0
283,710,bt_nllb_swahili,Treatment of prostate cancer,1.0
284,710,bt_nllb_tamil,The treatment for prostate cancer,1.0
285,710,conceptluster.topn5.3.qld,prostate cancer treatments management cancer,1.0
286,710,docluster.topn10.3.qld,prostate cancer treatments prostat,1.0
287,710,original,Prostate cancer treatments,1.0
288,710,relevancefeedback.topn10.qld,prostate cancer treatments prostat,1.0
289,710,rm3.topn10.10.0.5.bm25,prostate cancer treatments prostat,1.0
290,710,rm3.topn10.10.0.5.qld,prostate cancer treatments prostat,1.0
291,710,sensedisambiguation,Prostate prostate gland cancer treatments treatment,1.0
292,710,sensedisambiguation.replace,prostate gland cancer treatment,1.0
293,710,stem.krovetz,prostate cancer treatment,1.0
294,710,stem.lovins,prost cancer treatment,1.0
295,710,stem.porter,prostat cancer treatment,1.0
296,710,stem.porter2,prostat cancer treatment,1.0
297,710,stem.sstemmer,prostate cancer treatment,1.0
298,710,thesaurus.topn3,prostate cancer treatments,1.0
299,710,thesaurus.topn3.replace,prostate cancer treatments,1.0
300,710,word2vec.topn3,prostate cancer treatments testicular leukemia lymphoma therapies,1.0
301,711,-1,Train station security measures,0.5
302,711,bt_bing_french,Security measures at stations,1.0
303,711,bt_bing_german,Security measures at the station,1.0
304,711,glove.topn3,train station security measures bus operated adding ensure steps,1.0
305,711,relevancefeedback.topn10.qld,train station security measures measur naval amtrak secur transport,1.0
306,711,bt_bing_arabic,Security measures for the train station,0.5
307,711,bt_bing_chinese_simplified,Train station security measures,0.5
308,711,bt_bing_korean,Security measures at train stations,0.5
309,711,bt_bing_persian,Train Station Security Measures,0.5
310,711,bt_bing_russian,Security measures at the train station,0.5
311,711,bt_bing_tamil,Railway Station Security Measures,0.5
312,711,bt_nllb_arabic,Security measures for the train station,0.5
313,711,bt_nllb_chinese_yue,Security measures at the railway station,0.5
314,711,bt_nllb_korean,Security measures at the train station,0.5
315,711,bt_nllb_malay,Railway station security measures,0.5
316,711,bt_nllb_persian,Security measures at the train station,0.5
317,711,bt_nllb_tamil,Railway station security measures,0.5
318,711,original,Train station security measures,0.5
319,711,rm3.topn10.10.0.5.qld,train station security measures measur transit transport naval amtrak y,0.5
320,711,stem.krovetz,train station security measure,0.5
321,711,stem.porter,train station secur measur,0.5
322,711,stem.porter2,train station secur measur,0.5
323,711,stem.sstemmer,train station security measure,0.5
324,711,tagmee.topn3,train station security measures Train station Airport security,0.5
325,711,thesaurus.topn3,train station security measures,0.5
326,711,thesaurus.topn3.replace,train station security measures,0.5
327,712,-1,Pyramid scheme,1.0
328,712,bertqe.topn10.bm25,pyramid scheme topic what you,1.0
329,712,bt_bing_french,Pyramid scheme,1.0
330,712,bt_bing_german,Pyramid scheme,1.0
331,712,bt_bing_korean,Pyramid scheme,1.0
332,712,bt_bing_malay,Pyramid scheme,1.0
333,712,bt_bing_russian,Pyramid,1.0
334,712,bt_bing_swahili,Pyramid scheme,1.0
335,712,bt_bing_tamil,Pyramid Scheme,1.0
336,712,bt_nllb_chinese_yue,The pyramid scheme,1.0
337,712,bt_nllb_french,The pyramid scheme,1.0
338,712,bt_nllb_korean,The pyramid scheme,1.0
339,712,bt_nllb_malay,The Pyramid Scheme,1.0
340,712,bt_nllb_persian,The pyramid scheme,1.0
341,712,bt_nllb_russian,The pyramid scheme,1.0
342,712,conceptluster.topn5.3.qld,pyramid scheme,1.0
343,712,conceptnet.topn3,pyramid scheme programming language,1.0
344,712,docluster.topn10.3.qld,pyramid scheme,1.0
345,712,glove.topn3,pyramid scheme gigantic scam,1.0
346,712,original,Pyramid scheme,1.0
347,712,relevancefeedback.topn10.qld,pyramid scheme busi,1.0
348,712,sensedisambiguation,Pyramid scheme system,1.0
349,712,stem.krovetz,pyramid scheme,1.0
350,712,stem.porter,pyramid scheme,1.0
351,712,stem.porter2,pyramid scheme,1.0
352,712,stem.sstemmer,pyramid scheme,1.0
353,712,tagmee.topn3,pyramid scheme Pyramid scheme,1.0
354,712,tagmee.topn3.replace,Pyramid scheme,1.0
355,712,termluster.topn5.3.qld,pyramid scheme mai make monei mai make monei,1.0
356,712,thesaurus.topn3,pyramid scheme,1.0
357,712,thesaurus.topn3.replace,pyramid scheme,1.0
358,712,word2vec.topn3,pyramid scheme pyramid like,1.0
359,712,word2vec.topn3.replace,pyramid like scheme,1.0
360,713,-1,Chesapeake Bay Maryland clean,0.3333
361,713,relevancefeedback.topn10.qld,chesapeake bay maryland clean http marina bai,1.0
362,713,rm3.topn10.10.0.5.bm25,chesapeake bay maryland clean program bai plan water,1.0
363,713,stem.trunc5,chesa bay maryl clean,1.0
364,713,bt_bing_korean,Chesapeake Bay MD Clean,0.5
365,713,rm3.topn10.10.0.5.qld,chesapeake bay maryland clean marina bai island,0.5
366,713,sensedisambiguation.replace,Chesapeake true laurel maryland clean and jerk,0.5
367,713,anchor.topn3,chesapeake bay maryland clean bay geographi kambuyi båtklubb maryland histori maryland educ arksansa root fungu tyvek geo therm,0.3333
368,713,bt_bing_arabic,Chesapeake Bay Maryland Clean,0.3333
369,713,bt_bing_chinese_simplified,Chesapeake Bay Maryland Clean,0.3333
370,713,bt_bing_french,Chesapeake Bay Maryland clean,0.3333
371,713,bt_bing_german,Chesapeake Bay Maryland clean,0.3333
372,713,bt_bing_malay,Chesapeake Bay Maryland clean,0.3333
373,713,bt_bing_persian,Chesapeake Maryland Bay Clean,0.3333
374,713,bt_bing_russian,Chesapeake Bay Maryland is clean,0.3333
375,713,bt_bing_tamil,Chesapeake Bay Maryland Cleaning,0.3333
376,713,bt_nllb_arabic,Chesapeake Bay Maryland is clean,0.3333
377,713,bt_nllb_chinese_yue,Chesapeake Bay is clean in Maryland,0.3333
378,713,bt_nllb_french,Chesapeake Bay Maryland clean,0.3333
379,713,bt_nllb_german,Chesapeake Bay Maryland clean,0.3333
380,713,bt_nllb_korean,Chesapeake Bay Maryland is clean,0.3333
381,713,bt_nllb_malay,Chesapeake Bay Maryland is clean,0.3333
382,713,bt_nllb_russian,The clean Chesapeake Bay of Maryland,0.3333
383,713,bt_nllb_swahili,Chesapeake Bay Maryland clean,0.3333
384,713,conceptluster.topn5.3.qld,chesapeake bay maryland clean,0.3333
385,713,original,Chesapeake Bay Maryland clean,0.3333
386,713,sensedisambiguation,Chesapeake Bay true laurel Maryland clean clean and jerk,0.3333
387,713,stem.krovetz,chesapeake bay maryland clean,0.3333
388,713,stem.lovins,chesapeak bay maryland clean,0.3333
389,713,stem.porter,chesapeak bai maryland clean,0.3333
390,713,stem.porter2,chesapeak bay maryland clean,0.3333
391,713,stem.sstemmer,chesapeake bay maryland clean,0.3333
392,713,thesaurus.topn3,chesapeake bay maryland clean,0.3333
393,713,thesaurus.topn3.replace,chesapeake bay maryland clean,0.3333
394,714,-1,License restrictions older drivers,1.0
395,714,bt_bing_arabic,Older drivers license restrictions,1.0
396,714,bt_bing_chinese_simplified,Driver s license restrictions for older drivers,1.0
397,714,bt_bing_french,Driver s License Restrictions for Older Drivers,1.0
398,714,bt_bing_persian,Restrictions on older drivers licenses,1.0
399,714,bt_bing_russian,Licensing Restrictions for Older Drivers,1.0
400,714,bt_bing_tamil,License Restrictions Older Drivers,1.0
401,714,bt_nllb_arabic,The restrictions on older drivers licenses,1.0
402,714,bt_nllb_malay,Restrictions on older driver s licenses,1.0
403,714,bt_nllb_persian,Restrictions on older drivers licenses,1.0
404,714,bt_nllb_russian,Limitations on driving rights for older drivers,1.0
405,714,bt_nllb_swahili,Restrictions on older driver s licenses,1.0
406,714,bt_nllb_tamil,Driving license restrictions,1.0
407,714,conceptluster.topn5.3.qld,license restrictions older drivers regulation driver s license,1.0
408,714,docluster.topn10.3.qld,license restrictions older drivers renew driver restrict licens,1.0
409,714,original,License restrictions older drivers,1.0
410,714,relevancefeedback.topn10.qld,license restrictions older drivers renew licens driver restrict,1.0
411,714,rm3.topn10.10.0.5.qld,license restrictions older drivers driver renew licens,1.0
412,714,stem.sstemmer,license restriction older driver,1.0
413,714,tagmee.topn3,license restrictions older drivers License Regulation Driver s license,1.0
414,714,tagmee.topn3.replace,License Regulation Driver s license,1.0
415,714,thesaurus.topn3,license restrictions older drivers,1.0
416,714,thesaurus.topn3.replace,license restrictions older drivers,1.0
417,714,wiki.topn3,license restrictions older drivers inventory vendor tradsecret license policy consumer protection income regulation driving licences vehiclregistration motor vehicltheft driver s license,1.0
418,715,-1,Schizophrenia drugs,1.0
419,715,bt_bing_malay,Schizophrenia drugs,1.0
420,715,bt_bing_persian,Schizophrenia Drugs,1.0
421,715,bt_nllb_chinese_yue,Schizophrenia drugs,1.0
422,715,bt_nllb_french,Drugs for schizophrenia,1.0
423,715,bt_nllb_persian,The schizophrenia drugs,1.0
424,715,docluster.topn10.3.qld,schizophrenia drugs patient,1.0
425,715,original,Schizophrenia drugs,1.0
426,715,sensedisambiguation.replace,schizophrenia drug,1.0
427,715,stem.krovetz,schizophrenia drug,1.0
428,715,stem.porter,schizophrenia drug,1.0
429,715,stem.porter2,schizophrenia drug,1.0
430,715,stem.sstemmer,schizophrenia drug,1.0
431,715,thesaurus.topn3,schizophrenia drugs,1.0
432,715,thesaurus.topn3.replace,schizophrenia drugs,1.0
433,715,wordnet.topn3,schizophrenia drugs dementia praecox schizophrenic psychosis do drugs dose,1.0
434,715,wordnet.topn3.replace,schizophrenic psychosis dementia praecox dose do drugs,1.0
435,716,-1,Spammer arrest sue,0.125
436,716,bt_bing_arabic,Lawsuit against the arrest of spammers,1.0
437,716,bt_bing_chinese_simplified,Spammers are arrested and prosecuted,1.0
438,716,bt_bing_german,Spammer Arrest Lawsuit,1.0
439,716,bt_bing_russian,Spammer Arrest Lawsuit,1.0
440,716,bt_bing_tamil,Spammer Arrest Case,1.0
441,716,bt_nllb_chinese_yue,Arrest and prosecution of spam,1.0
442,716,bt_nllb_german,Spammer arrest lawsuit,1.0
443,716,bt_nllb_korean,Spammers arresting lawsuit,1.0
444,716,bt_nllb_swahili,Spammer arrested trial,1.0
445,716,bt_nllb_tamil,The case of the arrest of the spammers,1.0
446,716,conceptluster.topn5.3.qld,spammer arrest sue arrest lawsuit spamming,1.0
447,716,relevancefeedback.topn10.qld,spammer arrest sue spam mail hr consum re email,1.0
448,716,stem.lovins,spammer arrest su,1.0
449,716,tagmee.topn3,spammer arrest sue Spamming Arrest Lawsuit,1.0
450,716,tagmee.topn3.replace,Spamming Arrest Lawsuit,1.0
451,716,bt_bing_french,Arrest of a spammer,0.5
452,716,bt_bing_persian,Spammer Arrest Complaint,0.5
453,716,sensedisambiguation,Spammer arrest halt sue,0.5
454,716,sensedisambiguation.replace,spammer halt sue,0.5
455,716,conceptnet.topn3,spammer arrest sue sender obstructing justice action,0.3333
456,716,wordnet.topn3,spammer arrest sue nail contain stop litigate Eugene Sue,0.3333
457,716,bt_bing_malay,Spammer detained suit,0.25
458,716,docluster.topn10.3.qld,spammer arrest sue spam,0.25
459,716,rm3.topn10.10.0.5.qld,spammer arrest sue spam hr mail consum,0.2
460,716,termluster.topn5.3.qld,spammer arrest sue consum legisl requir,0.2
