,qid,order,query,bm25.map
63,709,docluster.topn10.3.qld,horse racing jockey weight shall race,0.6746
64,709,relevancefeedback.topn10.qld,horse racing jockey weight race hors shall,0.6631
65,709,rm3.topn10.10.0.5.bm25,horse racing jockey weight race hors shall,0.6631
66,709,rm3.topn10.10.0.5.qld,horse racing jockey weight hors race shall,0.6631
67,709,sensedisambiguation,Horse sawhorse racing rush jockey weight weight unit,0.6584
68,709,bt_bing_german,Horse racing jockey s weight,0.6564
69,710,-1,Prostate cancer treatments,0.2122
70,711,-1,Train station security measures,0.0812
71,711,relevancefeedback.topn10.qld,train station security measures measur naval amtrak secur transport,0.1707
72,711,docluster.topn10.3.qld,train station security measures secur,0.1127
73,712,-1,Pyramid scheme,0.2062
74,712,word2vec.topn3,pyramid scheme pyramid like,0.2064
75,713,-1,Chesapeake Bay Maryland clean,0.1163
76,713,sensedisambiguation,Chesapeake Bay true laurel Maryland clean clean and jerk,0.1213
77,714,-1,License restrictions older drivers,0.0787
78,714,docluster.topn10.3.qld,license restrictions older drivers renew driver restrict licens,0.1136
79,714,relevancefeedback.topn10.qld,license restrictions older drivers renew licens driver restrict,0.1136
80,714,rm3.topn10.10.0.5.qld,license restrictions older drivers driver renew licens,0.0956
81,714,tagmee.topn3,license restrictions older drivers License Regulation Driver s license,0.0797
82,714,conceptluster.topn5.3.qld,license restrictions older drivers regulation driver s license,0.0792
83,715,-1,Schizophrenia drugs,0.0574
84,715,docluster.topn10.3.qld,schizophrenia drugs patient,0.1488
85,715,sensedisambiguation,Schizophrenia drugs drug,0.101
86,715,rm3.topn10.10.0.5.qld,schizophrenia drugs older drug patient,0.0709
87,716,-1,Spammer arrest sue,0.0541
88,716,bt_bing_arabic,Lawsuit against the arrest of spammers,0.1726
89,716,bt_bing_german,Spammer Arrest Lawsuit,0.1645
90,716,bt_bing_russian,Spammer Arrest Lawsuit,0.1645
91,716,bt_nllb_german,Spammer arrest lawsuit,0.1645
92,716,bt_nllb_korean,Spammers arresting lawsuit,0.1645
93,716,bt_bing_tamil,Spammer Arrest Case,0.1295
94,716,bt_nllb_tamil,The case of the arrest of the spammers,0.1295
95,716,conceptluster.topn5.3.qld,spammer arrest sue arrest lawsuit spamming,0.1248
96,716,tagmee.topn3,spammer arrest sue Spamming Arrest Lawsuit,0.1248
97,716,bt_bing_chinese_simplified,Spammers are arrested and prosecuted,0.1238
98,716,bt_nllb_swahili,Spammer arrested trial,0.1069
99,716,bt_bing_french,Arrest of a spammer,0.0843
100,716,bt_bing_persian,Spammer Arrest Complaint,0.0842
101,716,tagmee.topn3.replace,Spamming Arrest Lawsuit,0.0694
102,716,bt_nllb_chinese_yue,Arrest and prosecution of spam,0.0605
103,717,-1,Gifted talented student programs,0.0881
104,717,termluster.topn5.3.qld,gifted talented student programs academ curriculum develop student school requir perform school talent texa teacher state,0.1259
105,717,conceptluster.topn5.3.qld,gifted talented student programs student gifted education master business administration,0.1133
106,717,tagmee.topn3,gifted talented student programs Gifted education Student Master of Business Administration,0.1133
107,717,relevancefeedback.topn10.qld,gifted talented student programs gift g,0.1115
108,717,bt_bing_german,Programs for Gifted Talents,0.0978
109,717,word2vec.topn3,gifted talented student programs talented skilled gifted skilled multi talented teacher programmes,0.0963
110,717,docluster.topn10.3.qld,gifted talented student programs gift,0.0928
111,717,rm3.topn10.10.0.5.qld,gifted talented student programs gift,0.0928
112,718,-1,Controlling acid rain,0.1068
113,719,-1,Cruise ship damage sea life,0.0176
114,719,bt_bing_arabic,Cruise ship damaging marine life,0.0508
115,719,bt_bing_french,Cruise ship damages marine life,0.0508
116,719,bt_bing_german,Cruise ship damages marine life,0.0508
117,719,bt_bing_korean,Cruise ship damage marine life,0.0508
118,719,bt_bing_malay,Cruise ships damage marine life,0.0508
119,719,bt_bing_persian,Cruise ship damages marine life,0.0508
120,719,bt_bing_russian,Cruise Ship Damages Marine Life,0.0508
121,719,bt_nllb_chinese_yue,Cruising ships are damaging marine life,0.0508
122,719,bt_nllb_french,Cruise ships are damaging marine life,0.0508
123,719,bt_nllb_korean,The damage to marine life on cruise ships,0.0508
124,719,bt_nllb_malay,Damage to the marine life cruise ship,0.0508
125,719,bt_nllb_persian,Cruise ships are damaging marine life,0.0508
126,719,bt_nllb_russian,Damage to marine life on cruise ships,0.0508
127,719,glove.topn3,cruise ship damage sea life ship vessel caused ocean waters lives even,0.0349
128,719,wiki.topn3,cruise ship damage sea life cruisline cruise ship templates holland america line cruise ship plankton oceanography ocean current marine biology,0.0334
129,719,bt_nllb_german,Damage to marine structures of cruise ships,0.0299
130,719,tagmee.topn3,cruise ship damage sea life Cruise ship Marine biology,0.0258
131,719,anchor.topn3,cruise ship damage sea life kommuna cunnari communa normalhöhennul trsa vega apicomplexan kdblife nánjīng small,0.0239
132,719,wiki.topn3.replace,cruisline cruise ship templates holland america line cruise ship plankton oceanography ocean current marine biology,0.0227
133,719,word2vec.topn3,cruise ship damage sea life small ship vessel warship damange harm ocean lives life life,0.0209
134,719,sensedisambiguation,Cruise ship damage wrong sea life liveliness,0.0182
135,720,-1,Federal welfare reform,0.0517
136,720,docluster.topn10.3.qld,federal welfare reform welfar state,0.067
137,720,rm3.topn10.10.0.5.bm25,federal welfare reform state welfar,0.067
138,721,-1,Census data applications,0.0056
139,721,bt_bing_swahili,Use of census data,0.0241
140,721,bt_nllb_russian,Applications for the population census data,0.0116
141,721,termluster.topn5.3.qld,census data applications area counti number ani total,0.0058
142,722,-1,Iran terrorism,0.1881
143,722,conceptluster.topn5.3.qld,iran terrorism iran state sponsored terrorism,0.233
144,722,tagmee.topn3,iran terrorism Iran and state sponsored terrorism,0.233
145,722,word2vec.topn3,iran terrorism iranian Iran iran terrorist,0.2172
146,722,wiki.topn3,iran terrorism terrorism iran quds force al jazeera controversies criticism iran state sponsored terrorism,0.2132
147,723,-1,Executive privilege,0.1263
148,723,rm3.topn10.10.0.5.qld,executive privilege presid privileg,0.2658
149,723,rm3.topn10.10.0.5.bm25,executive privilege privileg presid see attornei,0.2516
150,724,-1,Iran Contra,0.0931
151,724,rm3.topn10.10.0.5.bm25,iran contra casei cia defend record,0.2456
152,724,relevancefeedback.topn10.qld,iran contra defend cia casei,0.242
153,724,rm3.topn10.10.0.5.qld,iran contra casei cia defend,0.242
154,724,conceptnet.topn3,iran contra Nicaraguan,0.1275
155,725,-1,Low white blood cell count,0.126
156,726,-1,Hubble telescope repairs,0.1488
157,726,conceptluster.topn5.3.qld,hubble telescope repairs hubble space telescope,0.2179
158,726,tagmee.topn3,hubble telescope repairs Hubble Space Telescope,0.2179
159,726,termluster.topn5.3.qld,hubble telescope repairs work telescop system work system space work telescop system,0.1907
160,726,relevancefeedback.topn10.qld,hubble telescope repairs hubbl space imag telescop,0.1731
161,726,glove.topn3,hubble telescope repairs telescope nasa hubble maintenance,0.1669
162,726,docluster.topn10.3.qld,hubble telescope repairs space hubbl imag,0.1644
163,726,rm3.topn10.10.0.5.bm25,hubble telescope repairs imag hubbl space,0.1644
164,726,rm3.topn10.10.0.5.qld,hubble telescope repairs imag hubbl space,0.1644
165,727,-1,Church arson,0.2281
166,727,wordnet.topn3,church arson church service church building Christian church incendiarism fire raising,0.456
167,727,termluster.topn5.3.qld,church arson arson feder fire church feder fire,0.3202
168,727,sensedisambiguation,Church church service arson,0.287
169,727,bt_bing_persian,The church fire,0.2409
170,727,bt_nllb_french,The Church Fire,0.2409
171,727,bt_nllb_german,Church fire,0.2409
172,727,bt_nllb_persian,The church fire,0.2409
173,727,bt_nllb_russian,Fire in the church,0.2409
174,727,bt_nllb_tamil,The Church Fire,0.2409
175,728,-1,whales save endangered,0.1045
176,728,relevancefeedback.topn10.qld,whales save endangered whale endang,0.1384
177,728,rm3.topn10.10.0.5.qld,whales save endangered whale endang,0.1384
178,728,bt_bing_chinese_simplified,Whales save endangered whales,0.1343
179,728,bt_bing_german,Whales save endangered whales,0.1343
180,728,bt_bing_tamil,Whales save endangered whales,0.1343
181,728,docluster.topn10.3.qld,whales save endangered whale,0.1343
182,728,conceptluster.topn5.3.qld,whales save endangered endangered species whale,0.1258
183,728,tagmee.topn3,whales save endangered Whale Endangered species,0.1258
184,728,tagmee.topn3.replace,Whale Endangered species,0.1213
185,728,termluster.topn5.3.qld,whales save endangered year servic report year whale servic,0.1196
186,728,bt_nllb_arabic,The whales protect the endangered,0.1139
187,728,rm3.topn10.10.0.5.bm25,whales save endangered whale marin,0.1129
188,729,-1,Whistle blower department of defense,0.0
189,729,glove.topn3,whistle blower department defense blowing whistleblower administration defence,0.0562
190,729,bt_nllb_korean,The Department of Defense is blowing a whistle,0.054
191,729,bt_bing_malay,Department of Defense whistleblower,0.0426
192,729,bt_bing_chinese_simplified,Whistleblower Ministry of Defense,0.0423
193,729,bt_bing_korean,Whistleblower Ministry of Defense,0.0423
194,729,bt_bing_russian,Ministry of Defense Whistleblower,0.0423
195,729,tagmee.topn3.replace,Whistleblower United States Department of Defense,0.0357
196,729,conceptluster.topn5.3.qld,whistle blower department defense whistleblower united states department defense,0.0255
197,729,tagmee.topn3,whistle blower department defense Whistleblower United States Department of Defense,0.0255
198,729,glove.topn3.replace,blowing whistleblower administration defence,0.011
199,729,word2vec.topn3,whistle blower department defense swanee whistle blowing dept defence,0.0084
200,729,termluster.topn5.3.qld,whistle blower department defense said new govern depart govern said whistl said new,0.0046
201,729,word2vec.topn3.replace,swanee whistle blowing dept defence,0.0026
202,729,anchor.topn3.replace,whistle blowers journalist car siegel coop mayotte presid nano fifth gener defense,0.0025
203,729,wiki.topn3,whistle blower department defense grounds termination employment insider trading conflict interest whistleblower nuclear weapons infrastructure united states military industrial complex government agencies established united states department defense,0.0017
204,729,stem.paicehusk,whistl blow depart of defens,0.0016
205,730,-1,Gastric bypass complications,0.4323
206,730,bt_bing_french,Complications of Gastric Bypass Surgery,0.4554
207,731,-1,Kurds history,0.0279
208,731,conceptnet.topn3.replace,kurds past subject school,0.1935
209,731,word2vec.topn3,kurds history kurdish history,0.1469
210,731,glove.topn3,kurds history kurdish sunnis historical ever,0.125
211,731,conceptnet.topn3,kurds history past subject school,0.1178
212,731,wordnet.topn3.replace,kurds account chronicle,0.0936
213,731,glove.topn3.replace,kurdish sunnis historical ever,0.0714
214,731,bt_nllb_chinese_yue,Kurdish history,0.0713
215,731,bt_nllb_german,Kurdish history,0.0713
216,731,bt_nllb_malay,Kurdish history,0.0713
217,731,word2vec.topn3.replace,kurdish history,0.0713
218,731,stem.lovins,kurd histor,0.0616
219,731,stem.paicehusk,kurd hist,0.0597
220,731,stem.trunc4,kurd hist,0.0597
221,731,anchor.topn3.replace,kurds recuyel seeg théodrat,0.0479
222,731,sensedisambiguation,Kurds kurd history,0.0442
223,732,-1,U.S. cheese production,0.0059
224,732,wordnet.topn3,u s cheese production United States government USA US cheeseflower high mallow output yield,0.0542
225,732,rm3.topn10.10.0.5.qld,u s cheese production product dairi export import milk u cooper,0.0285
226,732,rm3.topn10.10.0.5.bm25,u s cheese production product milk dairi import export,0.0269
227,732,word2vec.topn3.replace,usa u s american cheddar producing,0.0267
228,732,bt_bing_arabic,Cheese production in the United States,0.026
229,732,bt_bing_french,Cheese production in the United States,0.026
230,732,bt_bing_russian,Cheese production in the United States,0.026
231,732,bt_nllb_arabic,Cheese production in the United States,0.026
232,732,bt_nllb_french,Cheese production in the United States,0.026
233,732,bt_nllb_korean,The production of cheese in the United States,0.026
234,732,bt_nllb_persian,The production of cheese in the United States,0.026
235,732,bt_nllb_swahili,Cheese production in the United States,0.026
236,732,word2vec.topn3,u s cheese production usa u s american cheddar producing,0.0252
237,732,glove.topn3,u s cheese production us u s cheddar producing produced,0.024
238,732,glove.topn3.replace,us u s cheddar producing produced,0.0174
239,732,termluster.topn5.3.qld,u s cheese production unit state product unit state process,0.0146
240,732,bt_bing_swahili,American cheese production,0.0134
241,732,bt_nllb_russian,Cheese production in the US,0.0113
242,732,bt_bing_german,Cheese production in the USA,0.0084
243,732,bt_nllb_german,The production of cheese in the USA,0.0084
244,732,bt_nllb_malay,U S manufacturing of cheese,0.0082
245,733,-1,Airline overbooking,0.2056
246,733,termluster.topn5.3.qld,airline overbooking ticket overbook flight ticket flight airlin,0.2898
247,733,tagmee.topn3,airline overbooking Airline Overselling,0.2733
248,733,bt_nllb_malay,Overbooking of airline tickets,0.264
249,733,conceptluster.topn5.3.qld,airline overbooking overselling,0.2469
250,733,rm3.topn10.10.0.5.bm25,airline overbooking airlin consum your you,0.2125
251,734,-1,Recycling successes,0.0631
252,735,-1,Afghan women condition,0.0818
253,736,-1,location BSE infections,0.1868
254,736,docluster.topn10.3.qld,location bse infections cattl,0.1935
255,736,relevancefeedback.topn10.qld,location bse infections anim infect cattl risk,0.1891
256,737,-1,Enron California energy crisis,0.2734
257,737,rm3.topn10.10.0.5.qld,enron california energy crisis energi market,0.2867
258,737,relevancefeedback.topn10.qld,enron california energy crisis energi iso,0.2834
259,738,-1,Anthrax hoaxes,0.4188
260,738,rm3.topn10.10.0.5.bm25,anthrax hoaxes hoax i we were,0.5324
261,738,termluster.topn5.3.qld,anthrax hoaxes emerg feder hoax year would threat,0.439
262,738,relevancefeedback.topn10.qld,anthrax hoaxes hoax u i we,0.4383
263,738,rm3.topn10.10.0.5.qld,anthrax hoaxes hoax we i,0.432
264,738,docluster.topn10.3.qld,anthrax hoaxes hoax,0.4241
265,739,-1,Habitat for Humanity,0.1165
266,740,-1,regulate assisted living Maryland,0.1754
267,740,bt_nllb_korean,Assistant living in Maryland,0.1925
268,741,-1,Artificial Intelligence,0.0091
269,741,conceptnet.topn3,artificial intelligence learning United States intelligence agency,0.1037
270,741,conceptnet.topn3.replace,artificial learning United States intelligence agency,0.0985
271,741,wordnet.topn3,artificial intelligence unreal hokey intelligence service tidings intelligence agency,0.0479
272,741,wiki.topn3,artificial intelligence unsolved problems computer science computational neuroscience simulation artificial intelligence,0.0203
273,741,word2vec.topn3,artificial intelligence artifical synthetic intellegence intelligence,0.0144
274,741,wiki.topn3.replace,unsolved problems computer science computational neuroscience simulation artificial intelligence,0.0106
275,742,-1,hedge funds fraud protection,0.1473
276,742,stem.trunc5,hedge funds fraud prote,0.3392
277,742,tagmee.topn3.replace,Hedge fund Fraud Security finance,0.2649
278,742,conceptluster.topn5.3.qld,hedge funds fraud protection security finance hedge fund fraud,0.2565
279,742,tagmee.topn3,hedge funds fraud protection Hedge fund Fraud Security finance,0.2565
280,742,bt_bing_korean,Hedge Fund Fraud Prevention,0.2555
281,742,bt_bing_german,Protection against hedge fund fraud,0.2368
282,742,bt_nllb_german,Protection against hedge fund fraud,0.2368
283,742,bt_nllb_malay,protection against hedge fund fraud,0.2368
284,742,bt_nllb_persian,Protecting against hedge fund fraud,0.2368
285,742,bt_nllb_russian,protection against hedge funds fraud,0.2368
286,742,bt_nllb_swahili,protection against hedge funds fraud,0.2368
287,742,relevancefeedback.topn10.qld,hedge funds fraud protection fund invest,0.2322
288,742,docluster.topn10.3.qld,hedge funds fraud protection fund,0.1699
289,742,rm3.topn10.10.0.5.qld,hedge funds fraud protection fund,0.1699
290,743,-1,Freighter ship registration,0.0011
291,743,bt_nllb_persian,Register of ships,0.037
292,743,bertqe.topn10.bm25,under flag conveni nation secur,0.0225
293,743,bt_nllb_chinese_yue,The cargo ship is registered,0.0225
294,743,tagmee.topn3,freighter ship registration Cargo ship Cargo ship Ship registration,0.0144
295,743,conceptluster.topn5.3.qld,freighter ship registration ship registration cargo ship,0.0138
296,743,wordnet.topn3,freighter ship registration merchantman bottom merchant ship transport embark enrolment adjustment readjustment,0.0125
297,743,termluster.topn5.3.qld,freighter ship registration vessel,0.0107
298,743,glove.topn3,freighter ship registration ship vessel voter identification,0.0097
299,743,tagmee.topn3.replace,Cargo ship Cargo ship Ship registration,0.009
300,743,word2vec.topn3,freighter ship registration cargo tanker vessel warship registering,0.0081
301,743,sensedisambiguation,Freighter bottom ship registration,0.0046
302,743,bt_nllb_french,Register of freight vessels,0.0045
303,743,bt_nllb_tamil,Freight shipping registration,0.0026
304,743,stem.lovins,freighter ship register,0.0018
305,743,conceptnet.topn3,freighter ship registration cargo ship captain boat enrollment,0.0013
306,744,-1,Counterfeit ID punishments,0.0007
307,744,glove.topn3,counterfeit id punishments fake identification meted,0.0732
308,744,stem.paicehusk,counterfeit id pun,0.0188
309,744,bt_nllb_russian,Penalties for counterfeiting identity card,0.0161
310,744,glove.topn3.replace,fake identification meted,0.0118
311,744,bt_nllb_german,Penalties for counterfeit identification,0.0051
312,744,bt_nllb_arabic,The penalties for a fake identity,0.005
313,744,wiki.topn3,counterfeit id punishments counterfeiters forgery theft counterfeit transactional analysis brief reactivpsychosis neurosis id ego super ego necessity retributivjustice mobbing punishment,0.0049
314,744,wiki.topn3.replace,counterfeiters forgery theft counterfeit transactional analysis brief reactivpsychosis neurosis id ego super ego necessity retributivjustice mobbing punishment,0.0042
315,744,bt_nllb_chinese_yue,The punishment for fake ID,0.0026
316,744,bt_nllb_korean,The punishment for fake ID,0.0026
317,744,bt_bing_russian,Penalties for Identity Card Forgery,0.0013
318,744,conceptnet.topn3,counterfeit id punishments Idaho buying a beer Sentences,0.0012
319,744,sensedisambiguation.replace,counterfeit idaho punishment,0.0012
320,744,bt_nllb_tamil,The punishment for counterfeiting identifiers,0.0011
321,744,bt_bing_french,Penalties for identity forgery,0.0008
322,744,wordnet.topn3,counterfeit id punishments forgery forge Idaho I D penalisation penalization,0.0008
323,745,-1,Doomsday cults,0.2095
324,745,glove.topn3,doomsday cults cult aum sects,0.2638
325,745,sensedisambiguation,Doomsday judgment day cults fad,0.2458
326,745,conceptnet.topn3,doomsday cults Judgment Day doom synchromysticism,0.2453
327,745,wiki.topn3,doomsday cults unification church neologisms mind control messiah complex doomsday cult,0.2364
328,745,termluster.topn5.3.qld,doomsday cults number new,0.2286
329,746,-1,Outsource job India,0.1881
330,746,anchor.topn3,outsource job india yustino ndugai nilgri india histori olatpur,0.3487
331,746,wiki.topn3,outsource job india market share takeover restructuring outsourcing psychopathy thworkplace gold collar worker job description job states territories established india hindustani speaking countries territories india,0.2626
332,746,termluster.topn5.3.qld,outsource job india work well unit american busi compani american busi compani,0.2321
333,746,bt_bing_persian,Outsourcing India Work,0.2177
334,746,bt_bing_tamil,Outsourced Work in India,0.2177
335,746,bt_nllb_tamil,Outsourced work India,0.2177
336,746,anchor.topn3.replace,outsource yustino ndugai nilgri india histori olatpur,0.1963
337,746,bt_bing_french,Outsourced Employment India,0.1957
338,747,-1,Library computer oversight,0.0457
339,747,docluster.topn10.3.qld,library computer oversight librari comput cost,0.0843
340,747,rm3.topn10.10.0.5.qld,library computer oversight librari cost comput,0.0843
341,747,termluster.topn5.3.qld,library computer oversight school region public school region public,0.065
342,747,tagmee.topn3,library computer oversight Library Computer Regulation,0.0644
343,747,relevancefeedback.topn10.qld,library computer oversight librari comput cost h,0.0614
344,747,conceptluster.topn5.3.qld,library computer oversight regulation computer,0.0548
345,748,-1,Nuclear reactor types,0.2225
346,749,-1,Puerto Rico state,0.236
347,750,-1,John Edwards womens issues,0.087
348,750,bt_bing_russian,John Edwards Women s Problems,0.1698
349,750,bt_nllb_french,John Edwards women s problems,0.1698
350,751,-1,Scrabble Players,0.2278
351,752,-1,Dam removal,0.2216
352,753,-1,bullying prevention programs,0.088
353,753,rm3.topn10.10.0.5.qld,bullying prevention programs bulli program school,0.138
354,753,rm3.topn10.10.0.5.bm25,bullying prevention programs bulli school,0.1337
355,753,bt_nllb_arabic,Prevention of bullying,0.124
356,753,bt_nllb_tamil,Prevention of bullying,0.124
357,753,docluster.topn10.3.qld,bullying prevention programs bulli,0.1112
358,753,relevancefeedback.topn10.qld,bullying prevention programs bulli program,0.1099
359,753,sensedisambiguation,bullying strong arm prevention programs program,0.1039
360,753,conceptluster.topn5.3.qld,bullying prevention programs bullying television program substance abuse,0.0948
361,753,tagmee.topn3,bullying prevention programs Bullying Substance abuse Television program,0.0948
362,753,wordnet.topn3,bullying prevention programs blustery hector push around bar political program course of study,0.0903
363,754,-1,domestic adoption laws,0.0304
364,754,docluster.topn10.3.qld,domestic adoption laws law adopt,0.043
365,754,rm3.topn10.10.0.5.qld,domestic adoption laws adopt,0.0392
366,755,-1,Scottish Highland Games,0.4151
367,755,tagmee.topn3.replace,Scottish people Highland games Highland games,0.4518
368,755,tagmee.topn3,scottish highland games Scottish people Highland games Highland games,0.4348
369,755,conceptluster.topn5.3.qld,scottish highland games highland games scottish people,0.4155
370,756,-1,Volcanic Activity,0.0253
371,756,relevancefeedback.topn10.qld,volcanic activity volcan volcano lake erupt activ,0.0681
372,756,glove.topn3,volcanic activity eruptions lava suggesting,0.032
373,756,rm3.topn10.10.0.5.qld,volcanic activity volcano volcan mount lake lassen,0.0304
374,756,bt_nllb_swahili,The Activity of the Volcano,0.0274
375,756,conceptluster.topn5.3.qld,volcanic activity volcano,0.0261
376,757,-1,Murals,0.0386
377,757,docluster.topn10.3.qld,murals mural your,0.0976
378,757,rm3.topn10.10.0.5.qld,murals mural your design montana art,0.0759
379,757,termluster.topn5.3.qld,murals panel artist,0.0724
380,757,relevancefeedback.topn10.qld,murals mural your montana,0.0666
381,757,rm3.topn10.10.0.5.bm25,murals your mural design art commun,0.0588
382,757,wordnet.topn3,murals wall painting,0.0477
383,758,-1,Embryonic stem cells,0.1532
384,758,glove.topn3,embryonic stem cells stem embryo embryonic tissues,0.2183
385,758,glove.topn3.replace,stem embryo embryonic tissues,0.198
386,758,bertqe.topn10.qld,iii what embryon stem cell,0.1922
387,758,termluster.topn5.3.qld,embryonic stem cells yet would work adult also ani yet would work,0.1737
388,758,docluster.topn10.3.qld,embryonic stem cells cell,0.1559
389,758,relevancefeedback.topn10.qld,embryonic stem cells cell,0.1559
390,758,rm3.topn10.10.0.5.bm25,embryonic stem cells cell,0.1559
391,758,rm3.topn10.10.0.5.qld,embryonic stem cells cell,0.1559
392,759,-1,civil war battle reenactments,0.2895
393,760,-1,american muslim mosques schools,0.1204
394,760,word2vec.topn3,american muslim mosques schools british america islamic moslem masjids colleges universities,0.2385
395,760,conceptnet.topn3.replace,dollar muslim mosques an eraser places to learn things classrooms,0.2359
396,760,conceptnet.topn3,american muslim mosques schools dollar an eraser places to learn things classrooms,0.2348
397,760,bt_bing_korean,Muslim Mosque School of America,0.1692
398,760,stem.krovetz,america muslim mosque school,0.1692
399,760,conceptluster.topn5.3.qld,american muslim mosques schools americans islam united states mosque muslim madhhab,0.168
400,760,tagmee.topn3,american muslim mosques schools Americans Islam in the United States Muslim Mosque Madhhab,0.168
401,760,tagmee.topn3.replace,Americans Islam in the United States Muslim Mosque Madhhab,0.1629
402,760,wordnet.topn3,american muslim mosques schools American language American English Islamic Moslem schooltime educate,0.1613
403,760,termluster.topn5.3.qld,american muslim mosques schools also america commun also america american york year washington york year washington,0.1519
404,760,wiki.topn3,american muslim mosques schools american people immigration united states ethnigroups united states americans muslim american society thmosqucares islam washington d c islam united states quraniwords phrases muslims islam muslim mosques mosque architecture islamiculture mosque athari hanbali muwatta imam malik madhhab,0.1483
405,760,wiki.topn3.replace,american people immigration united states ethnigroups united states americans muslim american society thmosqucares islam washington d c islam united states quraniwords phrases muslims islam muslim mosques mosque architecture islamiculture mosque athari hanbali muwatta imam malik madhhab,0.1428
406,760,bt_bing_swahili,Islamic mosque schools of America,0.1313
407,761,-1,Problems of Hmong Immigrants,0.269
408,762,-1,History of Physicians in America,0.0098
409,762,relevancefeedback.topn10.qld,history of physicians in america p ohio histori american women i,0.0171
