,qid,order,query,qld.map
98,705,anchor.topn3,iraq foreign debt reduction iraq histori syria fortress syria transport s education s tawheed obligation subprim inclosure delan nonreduct frege church organisation fundament,0.0003
99,705,anchor.topn3.replace,iraq histori syria fortress syria transport s education s tawheed obligation subprim inclosure delan nonreduct frege church organisation fundament,0.0
100,705,bertqe.topn10.bm25,dc mai,0.0
101,705,bertqe.topn10.qld,unit state gener account offic,0.0
102,705,conceptnet.topn3.replace,a country a country in the middle east war other money spending money paying by credit card reduction,0.0
103,705,stem.trunc4,iraq fore debt redu,0.0
104,705,wiki.topn3.replace,iraq mesopotamia syria iraq internal debt portfolio investment fixed investment external debt credit finance collateral finance interest debt,0.0
105,706,-1,Controlling type II diabetes,0.0321
106,706,docluster.topn10.3.qld,controlling type ii diabetes diabet,0.0316
107,706,rm3.topn10.10.0.5.bm25,controlling type ii diabetes diabet,0.0316
108,706,sensedisambiguation,Controlling see type II two diabetes,0.0295
109,706,relevancefeedback.topn10.qld,controlling type ii diabetes diabet word,0.0262
110,706,bt_nllb_malay,Managing type diabetes,0.0259
111,706,bt_bing_korean,Type Diabetes Control,0.0252
112,706,bt_nllb_arabic,Control of type diabetes,0.0252
113,706,bt_nllb_chinese_yue,Control of type diabetes,0.0252
114,706,bt_nllb_korean,Control of type diabetes,0.0252
115,706,bt_nllb_persian,Control of type diabetes,0.0252
116,706,stem.paicehusk,control type iy diabet,0.0246
117,706,rm3.topn10.10.0.5.qld,controlling type ii diabetes diabet cost,0.0225
118,706,conceptluster.topn5.3.qld,controlling type ii diabetes diabetes mellitus,0.0218
119,706,tagmee.topn3,controlling type ii diabetes Diabetes mellitus,0.0218
120,706,bt_bing_swahili,Managing Type II Diabetes,0.021
121,706,glove.topn3,controlling type ii diabetes example iii iv hypertension obesity,0.0095
122,706,termluster.topn5.3.qld,controlling type ii diabetes type trial studi control diabet diseas type trial studi,0.004
123,706,wordnet.topn3,controlling type ii diabetes assure contain typewrite eccentric deuce,0.001
124,706,conceptnet.topn3,controlling type ii diabetes dominant have a keyboard use a computer use a keyboard two iii polydipsia,0.0005
125,706,tagmee.topn3.replace,Diabetes mellitus,0.0004
126,706,stem.trunc4,cont type ii diab,0.0003
127,706,stem.lovins,control typ ii diabes,0.0002
128,706,stem.trunc5,contr type ii diabe,0.0002
129,706,wordnet.topn3.replace,ensure moderate manipulate typewrite character case deuce two diabetes,0.0001
130,706,anchor.topn3,controlling type ii diabetes umbauwagon percent encoding th ii kara ḫardaš nazi bugaš and the events at end of his reign iii,0.0
131,706,anchor.topn3.replace,controlling umbauwagon percent encoding th ii kara ḫardaš nazi bugaš and the events at end of his reign iii diabetes,0.0
132,706,bertqe.topn10.bm25,assess number us glycat,0.0
133,706,bertqe.topn10.qld,evid report technolog assess number,0.0
134,706,conceptnet.topn3.replace,dominant have a keyboard use a computer use a keyboard two iii polydipsia,0.0
135,706,glove.topn3.replace,controlling example iii iv hypertension obesity,0.0
136,706,wiki.topn3,controlling type ii diabetes lymphoma noninfective enteritis colitis cirrhosis diabetes mellitus,0.0
137,706,wiki.topn3.replace,lymphoma noninfective enteritis colitis cirrhosis diabetes mellitus,0.0
138,706,word2vec.topn3,controlling type ii diabetes regulating kind iii iv vii,0.0
139,706,word2vec.topn3.replace,regulating kind iii iv vii diabetes,0.0
140,707,-1,Aspirin cancer prevention,0.2795
141,707,bt_nllb_chinese_yue,The anti cancer aspirin,0.2726
142,707,termluster.topn5.3.qld,aspirin cancer prevention cancer colon effect aspirin colon effect studi screen risk,0.2687
143,707,conceptluster.topn5.3.qld,aspirin cancer prevention cancer cancer prevention,0.2655
144,707,bt_nllb_tamil,Aspirin is used to prevent cancer,0.2568
145,707,rm3.topn10.10.0.5.bm25,aspirin cancer prevention i,0.2351
146,707,relevancefeedback.topn10.qld,aspirin cancer prevention claim,0.2327
147,707,bt_nllb_korean,Aspirin is a cancer prevention drug,0.1996
148,707,bt_nllb_swahili,How to fight cancer with aspirin,0.1237
149,707,stem.lovins,aspirin cancer prevens,0.0869
150,707,wiki.topn3,aspirin cancer prevention antiplatelet drugs salicylates nausea aspirin types neoplasia types cancer oncology cancer cancer prevention,0.0743
151,707,wordnet.topn3,aspirin cancer prevention Bayer St Joseph malignant neoplastic disease bar,0.0551
152,707,glove.topn3,aspirin cancer prevention ibuprofen medications prostate breast combating cdc,0.0399
153,707,wiki.topn3.replace,antiplatelet drugs salicylates nausea aspirin types neoplasia types cancer oncology cancer cancer prevention,0.0262
154,707,bertqe.topn10.qld,known risk factor colorect cancer,0.0252
155,707,word2vec.topn3,aspirin cancer prevention ibuprofen paracetamol leukemia lymphoma,0.011
156,707,wordnet.topn3.replace,acetylsalicylic acid St Joseph genus Cancer Cancer the Crab bar,0.0102
157,707,conceptnet.topn3,aspirin cancer prevention a medicine cabinet smoking a disease cigarette smoking suppression,0.0057
158,707,glove.topn3.replace,ibuprofen medications prostate breast combating cdc,0.0046
159,707,bt_nllb_arabic,Prevention of cancer,0.0039
160,707,bt_nllb_persian,Spraying for cancer prevention,0.0022
161,707,anchor.topn3,aspirin cancer prevention extrusion hydrostat filter modif multi antimicrobi institute upmc insulinoma cancercent,0.002
162,707,word2vec.topn3.replace,ibuprofen paracetamol leukemia lymphoma prevention,0.0007
163,707,anchor.topn3.replace,extrusion hydrostat filter modif multi antimicrobi institute upmc insulinoma cancercent prevention,0.0
164,707,bertqe.topn10.bm25,health care financ wisconsin depart,0.0
165,707,conceptnet.topn3.replace,a medicine cabinet smoking a disease cigarette smoking suppression,0.0
166,707,stem.paicehusk,aspirin cant prev,0.0
167,707,stem.trunc4,aspi canc prev,0.0
168,707,stem.trunc5,aspir cance preve,0.0
169,708,-1,Decorative slate sources,0.1784
170,708,bt_bing_french,Decorative slate springs,0.1528
171,708,bt_bing_german,Decorative slate springs,0.1528
172,708,anchor.topn3,decorative slate sources wirren nusstort,0.102
173,708,rm3.topn10.10.0.5.bm25,decorative slate sources roof,0.0767
174,708,rm3.topn10.10.0.5.qld,decorative slate sources roof,0.0767
175,708,termluster.topn5.3.qld,decorative slate sources centuri color due,0.0762
176,708,word2vec.topn3,decorative slate sources ornamental limestone souces references,0.0658
177,708,bt_nllb_swahili,The origins of the decorative slate,0.0606
178,708,conceptluster.topn5.3.qld,decorative slate sources ornament art slate,0.059
179,708,tagmee.topn3,decorative slate sources Ornament art Slate,0.059
180,708,conceptnet.topn3,decorative slate sources spatial unmasking,0.0524
181,708,conceptnet.topn3.replace,decorative slate spatial unmasking,0.0365
182,708,bt_bing_russian,Sources of Ornamental Slate,0.0343
183,708,sensedisambiguation,Decorative cosmetic slate sources source,0.0312
184,708,bertqe.topn10.qld,research replac histor roof materi,0.0167
185,708,tagmee.topn3.replace,Ornament art Slate,0.0098
186,708,bt_nllb_chinese_yue,Sources of the decoration of the stone tablets,0.0055
187,708,wordnet.topn3,decorative slate sources cosmetic ornamental ticket reference generator,0.0052
188,708,sensedisambiguation.replace,cosmetic slate source,0.0037
189,708,wiki.topn3,decorative slate sources proportion architecture history decorativarts template history architecture ornament art bay architecture politics san francisco bay area defunct american political movements slate,0.0031
190,708,glove.topn3,decorative slate sources ornamental ornament http www nwguild org according,0.0023
191,708,bt_nllb_french,Sources of decorative clay,0.0001
192,708,stem.lovins,decor sl sourc,0.0001
193,708,anchor.topn3.replace,decorative wirren nusstort sources,0.0
194,708,bertqe.topn10.bm25,repair replac histor research replac,0.0
195,708,bt_bing_korean,Slate sauce for garnish,0.0
196,708,bt_bing_persian,Decorative Boulder Sources,0.0
197,708,bt_bing_swahili,Sources of jewelry,0.0
198,708,bt_nllb_arabic,Sources for the decorative pages,0.0
199,708,bt_nllb_german,Other articles of heading,0.0
200,708,bt_nllb_malay,Sources of decorative plates,0.0
201,708,bt_nllb_persian,Sources of fertility,0.0
202,708,bt_nllb_russian,The sources of decorative leaves,0.0
203,708,bt_nllb_tamil,The decorative silk pieces,0.0
204,708,glove.topn3.replace,ornamental ornament http www nwguild org according,0.0
205,708,stem.paicehusk,dec slat sourc,0.0
206,708,stem.trunc4,deco slat sour,0.0
207,708,wiki.topn3.replace,proportion architecture history decorativarts template history architecture ornament art bay architecture politics san francisco bay area defunct american political movements slate,0.0
208,708,word2vec.topn3.replace,ornamental limestone souces references,0.0
209,708,wordnet.topn3.replace,ornamental cosmetic ticket informant reservoir seed,0.0
210,709,-1,Horse racing jockey weight,0.6158
211,709,bt_bing_german,Horse racing jockey s weight,0.6096
212,709,anchor.topn3,horse racing jockey weight samaraa general virginia al diwaniya morabilla eroticid lungitz kheawcha oum sa nanwai jockey weight maximum ccir high molecular,0.6005
213,709,conceptluster.topn5.3.qld,horse racing jockey weight jockey,0.5658
214,709,docluster.topn10.3.qld,horse racing jockey weight shall race,0.5475
215,709,tagmee.topn3,horse racing jockey weight Horse racing Jockey,0.5381
216,709,bt_bing_persian,Weight Horse Racing,0.5337
217,709,bt_nllb_german,Weight of horse racing,0.5337
218,709,bt_nllb_russian,Weight of the horse race,0.5337
219,709,stem.porter,hors race jockei weight,0.5119
220,709,stem.porter2,hors race jockey weight,0.5119
221,709,relevancefeedback.topn10.qld,horse racing jockey weight race hors shall,0.5087
222,709,rm3.topn10.10.0.5.bm25,horse racing jockey weight race hors shall,0.5087
223,709,rm3.topn10.10.0.5.qld,horse racing jockey weight hors race shall,0.5087
224,709,conceptnet.topn3,horse racing jockey weight animal riding a bicycle rider measurement mass scale,0.4851
225,709,bt_nllb_tamil,The weight of the horse racing team,0.4846
226,709,bt_nllb_persian,A joke weight in a horse race,0.4674
227,709,bt_bing_arabic,Weight Knight Horse Racing,0.4459
228,709,tagmee.topn3.replace,Horse racing Jockey,0.4407
229,709,bt_nllb_malay,Heavy jockey horse racing,0.4399
230,709,wiki.topn3,horse racing jockey weight sports betting horse racing jockey horse racing jockeys horstrainer horse trainers jockey,0.4292
231,709,termluster.topn5.3.qld,horse racing jockey weight without win whip without win whip ani anoth assign,0.4137
232,709,wordnet.topn3,horse racing jockey weight gymnastic horse sawbuck buck hotfoot rush along belt along chicane screw shaft angle burden system of weights,0.3804
233,709,wiki.topn3.replace,sports betting horse racing jockey horse racing jockeys horstrainer horse trainers jockey,0.3745
234,709,word2vec.topn3,horse racing jockey weight pony racers racer weight,0.2772
235,709,stem.paicehusk,hors rac jockey weight,0.1946
236,709,bt_nllb_arabic,Weight of the front runners in horse racing,0.1882
237,709,sensedisambiguation.replace,sawhorse rush jockey weight unit,0.091
238,709,glove.topn3,horse racing jockey weight rode racers racer rode load,0.0796
239,709,stem.trunc5,horse racin jocke weigh,0.0571
240,709,conceptnet.topn3.replace,animal riding horse a bicycle rider measurement mass scale,0.0056
241,709,anchor.topn3.replace,samaraa general virginia al diwaniya morabilla eroticid lungitz kheawcha oum sa nanwai jockey weight maximum ccir high molecular,0.0013
242,709,word2vec.topn3.replace,pony racers racer jockey weight,0.0013
243,709,bt_nllb_chinese_yue,The weight of the race car,0.0003
244,709,bertqe.topn10.bm25,word term when us regul,0.0
245,709,bertqe.topn10.qld,have follow mean unless context,0.0
246,709,glove.topn3.replace,rode racers racer rode load,0.0
247,709,stem.lovins,hors rac jocke weight,0.0
248,709,stem.trunc4,hors raci jock weig,0.0
249,709,wordnet.topn3.replace,buck Equus caballus hie belt along pelt along chouse cheat screw weight unit system of weights slant,0.0
250,710,-1,Prostate cancer treatments,0.2001
251,710,sensedisambiguation,Prostate prostate gland cancer treatments treatment,0.1859
252,710,docluster.topn10.3.qld,prostate cancer treatments prostat,0.1791
253,710,relevancefeedback.topn10.qld,prostate cancer treatments prostat,0.1791
254,710,rm3.topn10.10.0.5.bm25,prostate cancer treatments prostat,0.1791
255,710,rm3.topn10.10.0.5.qld,prostate cancer treatments prostat,0.1791
256,710,conceptluster.topn5.3.qld,prostate cancer treatments management cancer,0.1777
257,710,sensedisambiguation.replace,prostate gland cancer treatment,0.1707
258,710,tagmee.topn3,prostate cancer treatments Prostate cancer Management of cancer,0.1559
259,710,wordnet.topn3.replace,prostate gland genus Cancer Cancer the Crab discourse handling intervention,0.0962
260,710,tagmee.topn3.replace,Prostate cancer Management of cancer,0.0776
261,710,wordnet.topn3,prostate cancer treatments prostate gland malignant neoplastic disease handling discussion discourse,0.0578
262,710,termluster.topn5.3.qld,prostate cancer treatments usual urin urethra also area back usual urin urethra,0.0408
263,710,anchor.topn3,prostate cancer treatments institute upmc insulinoma cancercent,0.0373
264,710,glove.topn3,prostate cancer treatments cancer pancreatic prostate breast therapies therapy,0.0243
265,710,conceptnet.topn3,prostate cancer treatments prostate gland smoking a disease cigarette smoking medicaid,0.0143
266,710,wiki.topn3,prostate cancer treatments male genital neoplasia histopathology lymphoma prostate cancer lymphomatoid granulomatosis brentuximab vedotin treatment lung cancer management cancer,0.0133
267,710,word2vec.topn3,prostate cancer treatments testicular leukemia lymphoma therapies,0.0099
268,710,stem.lovins,prost cancer treatment,0.0093
269,710,anchor.topn3.replace,prostate institute upmc insulinoma cancercent treatments,0.0047
270,710,glove.topn3.replace,cancer pancreatic prostate breast therapies therapy,0.003
271,710,stem.trunc5,prost cance treat,0.003
272,710,wiki.topn3.replace,male genital neoplasia histopathology lymphoma prostate cancer lymphomatoid granulomatosis brentuximab vedotin treatment lung cancer management cancer,0.0017
273,710,word2vec.topn3.replace,testicular leukemia lymphoma therapies,0.0007
274,710,conceptnet.topn3.replace,prostate gland smoking a disease cigarette smoking medicaid,0.0003
275,710,stem.paicehusk,prost cant tre,0.0001
276,710,bertqe.topn10.bm25,skip navig other health topic,0.0
277,710,bertqe.topn10.qld,health topic b c d,0.0
278,710,stem.trunc4,pros canc trea,0.0
279,711,-1,Train station security measures,0.0419
280,711,tagmee.topn3,train station security measures Train station Airport security,0.0312
281,711,bt_bing_french,Security measures at stations,0.0304
282,711,bt_bing_german,Security measures at the station,0.0304
283,711,docluster.topn10.3.qld,train station security measures secur,0.0287
284,711,word2vec.topn3,train station security measures railway secuirty safety initiatives,0.0248
285,711,conceptluster.topn5.3.qld,train station security measures airport security,0.0155
286,711,sensedisambiguation,Train station security measures standard,0.0147
287,711,wiki.topn3,train station security measures railway stations east japan railway company west japan railway company train station computer assisted passenger prescreening system shobomb plot richard reid airport security,0.0082
288,711,bt_nllb_french,Safety measures at railway stations,0.0072
289,711,bt_nllb_german,Safety measures for railway stations,0.0072
290,711,bt_nllb_russian,Safety measures at railway stations,0.0072
291,711,wordnet.topn3,train station security measures civilize geartrain cultivate place post security department certificate security measure standard evaluate bill,0.0042
292,711,tagmee.topn3.replace,Train station Airport security,0.0041
293,711,stem.lovins,train stat secur measur,0.0033
294,711,termluster.topn5.3.qld,train station security measures identifi personnel respons establish oper provid work train servic safeti review relat,0.002
295,711,wiki.topn3.replace,railway stations east japan railway company west japan railway company train station computer assisted passenger prescreening system shobomb plot richard reid airport security,0.0011
296,711,sensedisambiguation.replace,train station security standard,0.001
297,711,anchor.topn3,train station security measures mats cs atc doctors shimoyashiki station bird negeori,0.0
298,711,anchor.topn3.replace,mats cs atc doctors shimoyashiki station bird negeori security measures,0.0
299,711,bertqe.topn10.bm25,tnite stai gener account offic,0.0
300,711,bertqe.topn10.qld,train need secur foreign standard,0.0
301,711,bt_bing_malay,Train station safety measures,0.0
302,711,bt_bing_swahili,Train station safety measures,0.0
303,711,bt_nllb_swahili,Safety measures at the train station,0.0
304,711,conceptnet.topn3,train station security measures compete become a scuba diver guard a door with a lock time,0.0
305,711,conceptnet.topn3.replace,compete become a scuba diver station guard a door with a lock time,0.0
306,711,glove.topn3.replace,bus operated adding ensure steps,0.0
307,711,stem.paicehusk,train stat sec meas,0.0
308,711,stem.trunc4,trai stat secu meas,0.0
309,711,stem.trunc5,train stati secur measu,0.0
310,711,word2vec.topn3.replace,train railway secuirty safety initiatives,0.0
311,711,wordnet.topn3.replace,string civilize groom send place post protection security system standard touchstone,0.0
312,712,-1,Pyramid scheme,0.2003
313,712,relevancefeedback.topn10.qld,pyramid scheme busi,0.1968
314,712,wiki.topn3,pyramid scheme shell corporation market manipulation bear raid pyramid scheme,0.1795
315,712,rm3.topn10.10.0.5.bm25,pyramid scheme invest,0.179
316,712,rm3.topn10.10.0.5.qld,pyramid scheme invest,0.179
317,712,termluster.topn5.3.qld,pyramid scheme mai make monei mai make monei,0.1748
318,712,glove.topn3,pyramid scheme gigantic scam,0.1542
319,712,bertqe.topn10.bm25,pyramid scheme topic what you,0.1459
320,712,wordnet.topn3,pyramid scheme Pyramids of Egypt outline dodging intrigue,0.1095
321,712,anchor.topn3,pyramid scheme djoserti userkar lamw ffss yīnyáng bas flat for sal,0.09
322,712,bt_bing_persian,Pyramid Plan,0.0686
323,712,wiki.topn3.replace,shell corporation market manipulation bear raid pyramid scheme,0.0607
324,712,bt_bing_russian,Pyramid,0.0291
325,712,bt_nllb_arabic,The pyramid system,0.0136
326,712,bt_nllb_swahili,The pyramidal system,0.0136
327,712,sensedisambiguation.replace,pyramid system,0.0136
328,712,bt_nllb_tamil,The Pyramid Project,0.0078
329,712,conceptnet.topn3.replace,pyramid programming language,0.0056
330,712,bertqe.topn10.qld,scheme work your behalf attornei,0.0042
331,712,stem.trunc5,pyram schem,0.0001
332,712,wordnet.topn3.replace,Great Pyramid schema connive strategy,0.0001
333,712,anchor.topn3.replace,djoserti userkar lamw ffss yīnyáng bas flat for sal,0.0
334,712,bt_bing_arabic,Pyramid diagram,0.0
335,712,bt_bing_chinese_simplified,MLM,0.0
336,712,bt_nllb_german,The following is the list of the categories of products,0.0
337,712,glove.topn3.replace,gigantic scam,0.0
338,712,stem.lovins,pyramid schem,0.0
339,712,stem.paicehusk,pyramid schem,0.0
340,712,stem.trunc4,pyra sche,0.0
341,713,-1,Chesapeake Bay Maryland clean,0.0949
342,713,rm3.topn10.10.0.5.qld,chesapeake bay maryland clean marina bai island,0.0885
343,713,rm3.topn10.10.0.5.bm25,chesapeake bay maryland clean program bai plan water,0.0587
344,713,wordnet.topn3,chesapeake bay maryland clean bay laurel quest Old Line State Free State clean and jerk uncontaminating fair,0.0546
345,713,docluster.topn10.3.qld,chesapeake bay maryland clean bai http,0.0487
346,713,tagmee.topn3,chesapeake bay maryland clean Chesapeake Bay Maryland,0.0422
347,713,anchor.topn3,chesapeake bay maryland clean bay geographi kambuyi båtklubb maryland histori maryland educ arksansa root fungu tyvek geo therm,0.028
348,713,termluster.topn5.3.qld,chesapeake bay maryland clean water state restor bai chesapeak commiss,0.0242
349,713,bt_bing_korean,Chesapeake Bay MD Clean,0.0234
350,713,sensedisambiguation.replace,Chesapeake true laurel maryland clean and jerk,0.0147
351,713,conceptnet.topn3,chesapeake bay maryland clean virginia native american united states MD a state cloth wash,0.0124
352,713,bt_nllb_tamil,Chesapeake Bay is Maryland s cleanest,0.0117
353,713,tagmee.topn3.replace,Chesapeake Bay Maryland,0.0116
354,713,stem.paicehusk,chesapeak bay maryland cle,0.0111
355,713,glove.topn3,chesapeake bay maryland clean potomac http www co mo md us tampa chesapeake virginia md sure,0.0067
356,713,anchor.topn3.replace,chesapeake bay geographi kambuyi båtklubb maryland histori maryland educ arksansa root fungu tyvek geo therm,0.0066
357,713,bt_nllb_persian,Chesapeake Bay Maryland is clear,0.0066
358,713,word2vec.topn3,chesapeake bay maryland clean sarasota virgina spokane estuary kentucky virginia baltimore tidy,0.0037
359,713,stem.trunc5,chesa bay maryl clean,0.0035
360,713,wiki.topn3,chesapeake bay maryland clean estuaries maryland estuaries virginia estuaries united states chesapeake bay maryland virginia virginia maryland,0.0023
361,713,glove.topn3.replace,potomac http www co mo md us tampa chesapeake virginia md sure,0.0009
362,713,bertqe.topn10.bm25,flow bai it river high,0.0007
363,713,wiki.topn3.replace,estuaries maryland estuaries virginia estuaries united states chesapeake bay maryland virginia virginia maryland,0.0006
364,713,wordnet.topn3.replace,chesapeake true laurel quest embayment Old Line State MD scavenge sporty unobjectionable,0.0006
365,713,stem.trunc4,ches bay mary clea,0.0001
366,713,bertqe.topn10.qld,river high nutrient level threaten,0.0
367,713,bt_bing_swahili,Cherry Blossom Bay Clean,0.0
368,713,conceptnet.topn3.replace,virginia native american united states bay MD a state cloth wash,0.0
369,713,word2vec.topn3.replace,sarasota virgina spokane estuary kentucky virginia baltimore tidy,0.0
370,714,-1,License restrictions older drivers,0.0769
371,714,conceptluster.topn5.3.qld,license restrictions older drivers regulation driver s license,0.0691
372,714,bt_nllb_malay,Restrictions on older driver s licenses,0.0686
373,714,bt_nllb_swahili,Restrictions on older driver s licenses,0.0686
374,714,bt_bing_chinese_simplified,Driver s license restrictions for older drivers,0.0638
