qid	order	query	qld.recip_rank
305	bt_nllb_malay	The Most Dangerous Vehicle	0.0833
305	bt_nllb_persian	The most dangerous vehicles	0.0833
305	bt_nllb_russian	The most dangerous vehicles	0.0833
305	bt_nllb_tamil	The most dangerous vehicles	0.0833
306	-1	African Civilian Deaths	1.0
306	bt_nllb_arabic	The killing of civilians in Africa	1.0
306	bt_nllb_french	The deaths of African civilians	1.0
306	bt_nllb_german	African civilian deaths	1.0
306	bt_nllb_russian	Death of civilians in Africa	1.0
307	-1	New Hydroelectric Projects	1.0
307	bt_nllb_arabic	New hydropower projects	1.0
307	bt_nllb_chinese_yue	New hydroelectric projects	1.0
307	bt_nllb_french	New hydroelectric projects	1.0
307	bt_nllb_korean	A new hydropower project	1.0
307	bt_nllb_malay	New Hydroelectric Project	1.0
307	bt_nllb_persian	New projects for hydroelectricity	1.0
307	bt_nllb_russian	New hydroelectric projects	1.0
307	bt_nllb_tamil	New hydroelectric projects	1.0
308	-1	Implant Dentistry	1.0
308	bt_nllb_chinese_yue	Dentistry of implants	1.0
308	bt_nllb_french	Dentistry by implant	1.0
308	bt_nllb_german	Implant teeth	1.0
308	bt_nllb_malay	Dental Implantation	1.0
308	bt_nllb_persian	Dental implant	1.0
308	bt_nllb_russian	Dentistry of implants	1.0
309	-1	Rap and Crime	0.0
310	-1	Radio Waves and Brain Cancer	1.0
310	bt_nllb_arabic	Radio waves and brain cancer	1.0
310	bt_nllb_french	Radio waves and brain cancer	1.0
310	bt_nllb_german	Radio waves and brain cancer	1.0
310	bt_nllb_malay	Radio waves and brain cancer	1.0
310	bt_nllb_persian	Radio waves and brain cancer	1.0
310	bt_nllb_russian	Radio waves and brain cancer	1.0
310	bt_nllb_swahili	Radio Waves and Brain Cancer	1.0
310	bt_nllb_tamil	Radio waves and brain cancer	1.0
311	-1	Industrial Espionage	1.0
311	bt_nllb_arabic	Industrial espionage	1.0
311	bt_nllb_french	Industrial espionage	1.0
311	bt_nllb_russian	Industrial espionage	1.0
311	bt_nllb_swahili	Industrial Intelligence	1.0
311	bt_nllb_tamil	Industrial intelligence	1.0
312	-1	Hydroponics	1.0
312	bt_nllb_arabic	The hydroponics	1.0
312	bt_nllb_french	Hydroponics	1.0
312	bt_nllb_malay	Hydroponics	1.0
312	bt_nllb_persian	Hydroponics	1.0
312	bt_nllb_russian	Hydroponics	1.0
312	bt_nllb_swahili	Hydroponics	1.0
313	-1	Magnetic Levitation-Maglev	1.0
313	bt_nllb_chinese_yue	The magnetic Levitation Maglev	1.0
313	bt_nllb_german	Magnetic levitation maglev	1.0
313	bt_nllb_malay	Magnetic levitation of the Maglev	1.0
313	bt_nllb_russian	Magnetic levitation of the Maglev	1.0
313	bt_nllb_swahili	Magnetic Levitation Maglev	1.0
313	bt_nllb_tamil	Magnetic levitation McLav	1.0
314	-1	Marine Vegetation	0.0303
314	bt_nllb_arabic	Marine plants	1.0
314	bt_nllb_german	Protection of the seas	1.0
314	bt_nllb_persian	Seaweed	1.0
314	bt_nllb_russian	Sea vegetation	1.0
314	bt_nllb_swahili	Seaweed	1.0
314	bt_nllb_chinese_yue	Sea plants	0.1667
314	bt_nllb_korean	Sea plants	0.1667
314	bt_nllb_malay	Sea plants	0.1667
314	bt_nllb_tamil	Sea plants	0.1667
314	bt_nllb_french	marine vegetation	0.0303
315	-1	Unexplained Highway Accidents	0.1667
315	bt_nllb_korean	An unexplained highway accident	0.1667
315	bt_nllb_persian	Unexplained highway accidents	0.1667
316	-1	Polygamy Polyandry Polygyny	1.0
316	bt_nllb_chinese_yue	Polygamy polygamy polygamy and polygamy	1.0
316	bt_nllb_french	Polygamy and polygamy	1.0
316	bt_nllb_german	Polygamy and polygamy	1.0
316	bt_nllb_malay	Polygamy Polygamy	1.0
317	-1	Unsolicited Faxes	1.0
317	bt_nllb_arabic	The unwanted fax	1.0
317	bt_nllb_persian	Unwanted fax	1.0
317	bt_nllb_russian	Unwanted Faxes	1.0
318	-1	Best Retirement Country	0.1429
318	bt_nllb_tamil	The country with the best pension	0.1667
318	bt_nllb_arabic	The best retirement country	0.1429
318	bt_nllb_chinese_yue	The best retired countries	0.1429
318	bt_nllb_french	The best country for retirement	0.1429
318	bt_nllb_german	Best retirement country	0.1429
318	bt_nllb_korean	The best retirement country	0.1429
318	bt_nllb_malay	The Best Retirement Countries	0.1429
318	bt_nllb_persian	The best country is retired	0.1429
318	bt_nllb_russian	The best country to retire	0.1429
319	-1	New Fuel Sources	0.3333
319	bt_nllb_german	New fuels	0.5
319	bt_nllb_arabic	New fuel sources	0.3333
319	bt_nllb_chinese_yue	The new fuel source	0.3333
319	bt_nllb_french	New sources of fuel	0.3333
319	bt_nllb_korean	A new fuel source	0.3333
319	bt_nllb_malay	New Fuel Sources	0.3333
319	bt_nllb_persian	New fuel sources	0.3333
319	bt_nllb_russian	New Fuel Sources	0.3333
319	bt_nllb_swahili	A New Source of Oil	0.3333
319	bt_nllb_tamil	New sources of fuel	0.3333
320	-1	Undersea Fiber Optic Cable	0.125
320	bt_nllb_arabic	The fiber optic cable is underwater	0.1667
320	bt_nllb_malay	Underwater fiber optic cables	0.1667
320	bt_nllb_german	Subsea fibre optic cables	0.125
320	bt_nllb_korean	Undersea fiber optic cable	0.125
320	bt_nllb_russian	Subsea optical cable made of fibres	0.125
321	-1	Women in Parliaments	1.0
321	bt_nllb_arabic	Women in parliaments	1.0
321	bt_nllb_chinese_yue	Women in the Parliament	1.0
321	bt_nllb_french	Women in Parliament	1.0
321	bt_nllb_german	Women in Parliament	1.0
321	bt_nllb_korean	Women in Congress	1.0
321	bt_nllb_malay	Women in Parliament	1.0
321	bt_nllb_persian	Women in Parliament	1.0
321	bt_nllb_russian	Women in parliaments	1.0
321	bt_nllb_swahili	Women in Parliament	1.0
321	bt_nllb_tamil	Women in parliaments	1.0
322	-1	International Art Crime	0.0
323	-1	Literary/Journalistic Plagiarism	1.0
323	bt_nllb_french	Literary and journalistic plagiarism	1.0
323	bt_nllb_german	Literary and journalistic plagiarism	1.0
323	bt_nllb_malay	Literary plagiarism	1.0
323	bt_nllb_russian	Literary journalistic plagiarism	1.0
324	-1	Argentine/British Relations	1.0
324	bt_nllb_arabic	Argentine British relations	1.0
324	bt_nllb_chinese_yue	Argentina UK relations	1.0
324	bt_nllb_malay	The Argentine British relationship	1.0
324	bt_nllb_persian	Relations between Argentina and Britain	1.0
324	bt_nllb_russian	Argentine British relations	1.0
324	bt_nllb_swahili	Argentina s relationship with Britain	1.0
325	-1	Cult Lifestyles	0.0833
325	bt_nllb_german	The cult lifestyle	0.0833
326	-1	Ferry Sinkings	1.0
326	bt_nllb_arabic	Sink in the ferry	1.0
326	bt_nllb_chinese_yue	The ferry sank	1.0
326	bt_nllb_german	Ferry sinks	1.0
326	bt_nllb_korean	Ferry sinking	1.0
327	-1	Modern Slavery	0.0909
327	bt_nllb_malay	Modern day Slavery	0.25
327	bt_nllb_arabic	Modern slavery	0.0909
327	bt_nllb_chinese_yue	Modern slavery	0.0909
327	bt_nllb_french	Modern Slavery	0.0909
327	bt_nllb_german	Modern Slavery	0.0909
327	bt_nllb_persian	Modern slavery	0.0909
327	bt_nllb_russian	Modern slavery	0.0909
327	bt_nllb_swahili	Modern Slavery	0.0909
327	bt_nllb_tamil	Modern slavery	0.0909
328	-1	Pope Beatifications	1.0
328	bt_nllb_chinese_yue	The Pope declared him a saint	1.0
328	bt_nllb_german	Beatification by the Pope	1.0
328	bt_nllb_swahili	Privileges of the Pope	1.0
329	-1	Mexican Air Pollution	1.0
329	bt_nllb_arabic	Air pollution in Mexico	1.0
329	bt_nllb_chinese_yue	Air pollution in Mexico	1.0
329	bt_nllb_french	Air Pollution in Mexico	1.0
329	bt_nllb_german	Air pollution in Mexico	1.0
329	bt_nllb_korean	Air Pollution in Mexico	1.0
329	bt_nllb_malay	Air Pollution in Mexico	1.0
329	bt_nllb_persian	Air pollution in Mexico	1.0
329	bt_nllb_russian	Air pollution in Mexico	1.0
329	bt_nllb_swahili	Air Pollution in Mexico	1.0
329	bt_nllb_tamil	Mexican air pollution	1.0
330	-1	Iran-Iraq Cooperation	1.0
330	bt_nllb_arabic	Iran Iraq cooperation	1.0
330	bt_nllb_chinese_yue	Iran Iraq cooperation	1.0
330	bt_nllb_french	Iran Iraq cooperation	1.0
330	bt_nllb_korean	Iran Iraq cooperation	1.0
330	bt_nllb_malay	Iran Iraq cooperation	1.0
330	bt_nllb_persian	Iran Iraq cooperation	1.0
330	bt_nllb_russian	Iran Iraq cooperation	1.0
330	bt_nllb_swahili	Iran Iraq Cooperation	1.0
330	bt_nllb_tamil	Iran Iraq cooperation	1.0
331	-1	World Bank Criticism	1.0
331	bt_nllb_arabic	Criticism of the World Bank	1.0
331	bt_nllb_chinese_yue	The World Bank is critical	1.0
331	bt_nllb_french	The criticism of the World Bank	1.0
331	bt_nllb_german	The criticism of the World Bank	1.0
331	bt_nllb_korean	Criticism of the World Bank	1.0
331	bt_nllb_malay	Criticism of the World Bank	1.0
331	bt_nllb_persian	Criticism of the World Bank	1.0
331	bt_nllb_swahili	Criticism of the World Bank	1.0
331	bt_nllb_tamil	The World Bank Review	1.0
332	-1	Income Tax Evasion	0.0455
332	bt_nllb_persian	Escape from income tax	0.125
332	bt_nllb_russian	Escape from income tax	0.125
332	bt_nllb_arabic	Evading income tax	0.1
332	bt_nllb_swahili	Avoiding Income Taxes	0.0909
332	bt_nllb_tamil	Income Tax Avoidance	0.0909
333	-1	Antibiotics Bacteria Disease	1.0
333	bt_nllb_arabic	Antibiotics are bacterial diseases	1.0
333	bt_nllb_chinese_yue	Antibiotics bacterial diseases and other diseases	1.0
333	bt_nllb_french	Antibiotics for bacteria	1.0
333	bt_nllb_german	Antibiotics and bacterial disease	1.0
333	bt_nllb_korean	Antibiotic bacteria disease	1.0
333	bt_nllb_malay	Antibiotics and Disease	1.0
333	bt_nllb_persian	Antibiotics are a bacterial disease	1.0
333	bt_nllb_russian	Antibiotics and bacterial disease	1.0
333	bt_nllb_swahili	Antibiotics and Bacterial Disease	1.0
334	-1	Export Controls Cryptography	0.5
334	bt_nllb_arabic	Export control Encryption	1.0
334	bt_nllb_tamil	Encryption of export controls	1.0
334	bt_nllb_chinese_yue	Export controls the password	0.5
334	bt_nllb_french	Control of exports of cryptography	0.5
334	bt_nllb_german	Cryptography for export controls	0.5
334	bt_nllb_malay	Control of the export of cryptography	0.5
335	-1	Adoptive Biological Parents	1.0
335	bt_nllb_arabic	Adopted biological parents	1.0
335	bt_nllb_french	Adoptive biological parents	1.0
335	bt_nllb_german	Adoptive biological parents	1.0
335	bt_nllb_korean	Adopted biological parents	1.0
335	bt_nllb_malay	Adoptive biological parents	1.0
335	bt_nllb_persian	Adoptive parents	1.0
335	bt_nllb_russian	Adopters	1.0
335	bt_nllb_tamil	Adoptive parents	1.0
336	-1	Black Bear Attacks	1.0
336	bt_nllb_arabic	Black bear attacks	1.0
336	bt_nllb_chinese_yue	Black bear attacks	1.0
336	bt_nllb_french	The attacks of the black bear	1.0
336	bt_nllb_german	Black bear is attacking	1.0
336	bt_nllb_korean	Black bear attack	1.0
336	bt_nllb_malay	Black bear attacks	1.0
336	bt_nllb_persian	The attack of the black bear	1.0
336	bt_nllb_russian	Black bear attacks	1.0
336	bt_nllb_tamil	The Black Bear Attack	1.0
337	-1	Viral Hepatitis	1.0
337	bt_nllb_arabic	Viral hepatitis	1.0
337	bt_nllb_chinese_yue	Viral hepatitis	1.0
337	bt_nllb_french	Viral hepatitis	1.0
337	bt_nllb_german	Viral hepatitis	1.0
337	bt_nllb_korean	Viral hepatitis	1.0
337	bt_nllb_malay	Viral hepatitis	1.0
337	bt_nllb_persian	Viral hepatitis	1.0
337	bt_nllb_russian	Viral hepatitis	1.0
337	bt_nllb_tamil	Hepatitis is a viral disease	1.0
338	-1	Risk of Aspirin	1.0
338	bt_nllb_french	The Risks of Aspirin	1.0
338	bt_nllb_german	Risks of aspirin	1.0
338	bt_nllb_malay	The Risks of Aspirin	1.0
338	bt_nllb_persian	The risks of aspirin use	1.0
338	bt_nllb_russian	Risks of using aspirin	1.0
339	-1	Alzheimer's Drug Treatment	0.5
340	-1	Land Mine Ban	1.0
340	bt_nllb_arabic	The landmine ban	1.0
340	bt_nllb_chinese_yue	Banned mines	1.0
340	bt_nllb_french	Prohibition of landmines	1.0
340	bt_nllb_german	Prohibition of landmines	1.0
340	bt_nllb_korean	Mine ban	1.0
340	bt_nllb_persian	Prohibition of landmines	1.0
341	-1	Airport Security	1.0
341	bt_nllb_arabic	Airport security	1.0
341	bt_nllb_chinese_yue	Airport security	1.0
341	bt_nllb_french	Airport security	1.0
341	bt_nllb_korean	Airport security	1.0
341	bt_nllb_malay	Airport security	1.0
341	bt_nllb_persian	Airport security	1.0
341	bt_nllb_russian	Airport security	1.0
341	bt_nllb_swahili	Airport Security	1.0
341	bt_nllb_tamil	Airport security	1.0
342	-1	Diplomatic Expulsion	0.5
342	bt_nllb_arabic	The diplomatic expulsion	0.5
342	bt_nllb_chinese_yue	Diplomatic expulsion	0.5
342	bt_nllb_french	Diplomatic expulsion	0.5
342	bt_nllb_korean	Diplomatic expulsion	0.5
342	bt_nllb_malay	Diplomatic expulsion	0.5
342	bt_nllb_russian	Diplomatic expulsion	0.5
342	bt_nllb_tamil	Diplomatic expulsion	0.5
343	-1	Police Deaths	0.0909
343	bt_nllb_arabic	Police deaths	0.0909
343	bt_nllb_french	The deaths of police	0.0909
343	bt_nllb_german	Police deaths	0.0909
343	bt_nllb_swahili	The Death of the Police	0.0909
343	bt_nllb_tamil	Police deaths	0.0909
344	-1	Abuses of E-Mail	1.0
344	bt_nllb_french	Abuse of e mail	1.0
344	bt_nllb_malay	Breach of e mail	1.0
345	-1	Overseas Tobacco Sales	0.1667
345	bt_nllb_chinese_yue	I sell cigarettes abroad	1.0
345	bt_nllb_french	Tobacco sales abroad	0.5
345	bt_nllb_malay	Tobacco sales abroad	0.5
345	bt_nllb_persian	The sale of tobacco abroad	0.5
345	bt_nllb_russian	The sale of tobacco abroad	0.5
345	bt_nllb_tamil	The sale of tobacco abroad	0.5
345	bt_nllb_arabic	Tobacco sales outside	0.25
345	bt_nllb_german	Overseas tobacco sales	0.1667
346	-1	Educational Standards	0.5
346	bt_nllb_arabic	Educational standards	0.5
346	bt_nllb_chinese_yue	The standard of education	0.5
346	bt_nllb_german	Education standards	0.5
346	bt_nllb_korean	The standard of education	0.5
346	bt_nllb_malay	Education Standards	0.5
346	bt_nllb_persian	Educational standards	0.5
346	bt_nllb_russian	The standards of education	0.5
346	bt_nllb_swahili	Educational Standards	0.5
346	bt_nllb_tamil	Educational standards	0.5
347	-1	Wildlife Extinction	0.1111
347	bt_nllb_korean	Extinction of the Wild	1.0
347	bt_nllb_persian	Extinction of the wild	1.0
347	bt_nllb_russian	Extinction of the wild	1.0
347	bt_nllb_swahili	The Extinction of Animals	0.5
347	bt_nllb_tamil	The destruction of wild animals	0.5
347	bt_nllb_chinese_yue	Wildlife is disappearing	0.2
347	bt_nllb_arabic	Extinction of wildlife	0.1111
347	bt_nllb_french	Extinction of the Wildlife	0.1111
347	bt_nllb_german	Extinction of the wildlife	0.1111
348	-1	Agoraphobia	1.0
348	bt_nllb_french	Agoraphobia	1.0
348	bt_nllb_german	Agoraphobia	1.0
348	bt_nllb_korean	Agoraphobia	1.0
348	bt_nllb_malay	Agoraphobia	1.0
348	bt_nllb_russian	The Agoraphobia	1.0
349	-1	Metabolism	1.0
349	bt_nllb_chinese_yue	It s the metabolism	1.0
349	bt_nllb_french	The metabolism	1.0
349	bt_nllb_german	The metabolism	1.0
349	bt_nllb_malay	The metabolism	1.0
349	bt_nllb_persian	I m a metabolic	1.0
349	bt_nllb_russian	The metabolism	1.0
350	-1	Health and Computer Terminals	1.0
350	bt_nllb_french	Health and computer terminals	1.0
350	bt_nllb_german	Health and computer terminals	1.0
350	bt_nllb_korean	Health and computer terminals	1.0
350	bt_nllb_malay	Health Terminal and Computer	1.0
350	bt_nllb_persian	Health terminals and computers	1.0
350	bt_nllb_tamil	Health and computer terminals	1.0
351	-1	Falkland petroleum exploration	1.0
351	bt_nllb_arabic	Oil exploration in the Falkland Islands	1.0
351	bt_nllb_chinese_yue	The Falkland oil exploration	1.0
351	bt_nllb_french	Oil exploration in the Falkland Islands	1.0
351	bt_nllb_german	Oil exploration in the Falkland Islands	1.0
351	bt_nllb_malay	Confirmation of the Falkland oil	1.0
351	bt_nllb_persian	The Falkland oil exploration	1.0
351	bt_nllb_russian	Oil exploration in the Falkland Islands	1.0
351	bt_nllb_swahili	The Falkland oil field	1.0
351	bt_nllb_tamil	The Falkland oil exploration	1.0
352	-1	British Chunnel impact	1.0
352	bt_nllb_arabic	The influence of the British Channel	1.0
352	bt_nllb_french	The impact of the British Channel	1.0
352	bt_nllb_german	The influence of the British Channel	1.0
352	bt_nllb_persian	The impact of the British Channel	1.0
352	bt_nllb_russian	The influence of the British Channel	1.0
353	-1	Antarctica exploration	1.0
353	bt_nllb_russian	Conducting Antarctic research	1.0
353	bt_nllb_swahili	The Antarctic	1.0
353	bt_nllb_tamil	The study of Antarctica	1.0
354	-1	journalist risks	0.3333
354	bt_nllb_arabic	The risks of journalists	0.3333
354	bt_nllb_chinese_yue	The risk of journalists	0.3333
354	bt_nllb_french	the risks for journalists	0.3333
354	bt_nllb_german	Risks for journalists	0.3333
354	bt_nllb_malay	The risk of journalists	0.3333
354	bt_nllb_russian	The risks for journalists	0.3333
355	-1	ocean remote sensing	1.0
355	bt_nllb_arabic	Remote sensing in the ocean	1.0
355	bt_nllb_chinese_yue	The ocean is remote	1.0
355	bt_nllb_french	Remote sensing of the ocean	1.0
355	bt_nllb_korean	Remote sensing of the ocean	1.0
355	bt_nllb_malay	remote sensing of the ocean	1.0
355	bt_nllb_swahili	sea remote sensing	1.0
356	-1	postmenopausal estrogen Britain	0.0476
356	bt_nllb_arabic	Oestrogen after the age of despair Britain	1.0
356	bt_nllb_swahili	Post aging estrogen in England	0.0714
356	bt_nllb_persian	Estrogen after the British monsoon	0.0667
356	bt_nllb_french	postmenopausal estrogen in the UK	0.0476
356	bt_nllb_german	Postmenopausal estrogen in the UK	0.0476
356	bt_nllb_malay	estrogen postmenopausal Britain	0.0476
356	bt_nllb_russian	postmenopausal estrogen of the UK	0.0476
357	-1	territorial waters dispute	1.0
357	bt_nllb_chinese_yue	The sea is a dispute	1.0
357	bt_nllb_french	disputes on territorial waters	1.0
357	bt_nllb_german	Dispute over territorial waters	1.0
357	bt_nllb_malay	territorial water disputes	1.0
357	bt_nllb_russian	The territorial waters dispute	1.0
358	-1	blood-alcohol fatalities	0.3333
358	bt_nllb_arabic	Deaths from blood alcohol	1.0
358	bt_nllb_chinese_yue	Blood alcohol is dead	1.0
358	bt_nllb_french	death from alcohol in the blood	1.0
358	bt_nllb_german	Blood alcohol deaths	1.0
358	bt_nllb_korean	Deaths from blood alcohol	1.0
358	bt_nllb_malay	death from blood alcohol	1.0
358	bt_nllb_persian	Deaths from blood alcohol	1.0
358	bt_nllb_russian	death from alcohol in the blood	1.0
358	bt_nllb_swahili	blood deaths from alcohol	1.0
359	-1	mutual fund predictors	0.0667
359	bt_nllb_russian	forecast indicators of mutual funds	0.3333
359	bt_nllb_french	forecasters of mutual funds	0.1667
359	bt_nllb_korean	Mutual fund forecasts	0.1667
359	bt_nllb_chinese_yue	Mutual fund predictors	0.0667
360	-1	drug legalization benefits	1.0
360	bt_nllb_arabic	The legal benefits of drugs	1.0
360	bt_nllb_chinese_yue	The benefits of legalizing drugs	1.0
360	bt_nllb_french	the benefits of legalizing drugs	1.0
360	bt_nllb_german	Benefits of legalizing drugs	1.0
360	bt_nllb_korean	Benefits of Legalizing Drugs	1.0
360	bt_nllb_malay	benefits of drug legalization	1.0
360	bt_nllb_persian	The Benefits of Legalizing Drugs	1.0
360	bt_nllb_russian	The benefits of legalizing drugs	1.0
360	bt_nllb_tamil	The benefits of legalizing drugs	1.0
361	-1	clothing sweatshops	0.5
362	-1	human smuggling	0.5
362	bt_nllb_arabic	Smuggling people	1.0
362	bt_nllb_russian	smuggling of people	1.0
362	bt_nllb_french	Trafficking in persons	0.5
362	bt_nllb_korean	Trafficking in persons	0.5
363	-1	transportation tunnel disasters	1.0
363	bt_nllb_arabic	The disaster of the transportation tunnel	1.0
363	bt_nllb_french	The disasters of transport tunnels	1.0
363	bt_nllb_malay	disaster of transportation tunnel	1.0
363	bt_nllb_persian	The disaster of the transport tunnel	1.0
363	bt_nllb_russian	disasters in transport tunnels	1.0
363	bt_nllb_tamil	Traffic Tunnel Disasters	1.0
364	-1	rabies	1.0
364	bt_nllb_chinese_yue	Rabies is a disease	1.0
364	bt_nllb_german	Rabies	1.0
364	bt_nllb_malay	rabies	1.0
365	-1	El Nino	1.0
365	bt_nllb_german	The El Nino	1.0
365	bt_nllb_korean	El Nino	1.0
365	bt_nllb_malay	The El Nino	1.0
365	bt_nllb_persian	The El Nino	1.0
365	bt_nllb_russian	El Nino	1.0
365	bt_nllb_swahili	El Nino	1.0
365	bt_nllb_tamil	El Nino	1.0
366	-1	commercial cyanide uses	1.0
366	bt_nllb_arabic	Commercial uses of cyanide	1.0
366	bt_nllb_french	commercial use of cyanide	1.0
366	bt_nllb_german	commercial use of cyanide	1.0
366	bt_nllb_korean	Commercial use of cyanide	1.0
366	bt_nllb_malay	commercial use of cyanide	1.0
366	bt_nllb_persian	Commercial use of cyanide	1.0
366	bt_nllb_russian	commercial use of cyanide	1.0
366	bt_nllb_swahili	commercial use of cyanide	1.0
366	bt_nllb_tamil	Commercial use of cyanide	1.0
367	-1	piracy	0.25
368	-1	in vitro fertilization	1.0
368	bt_nllb_french	In vitro fertilization	1.0
368	bt_nllb_german	In vitro fertilization	1.0
368	bt_nllb_malay	in vitro fertilization	1.0
368	bt_nllb_russian	fertilization in vitro	1.0
368	bt_nllb_tamil	in vitro fertilization	1.0
369	-1	anorexia nervosa bulimia	1.0
369	bt_nllb_chinese_yue	Dieting disorders and bipolar disorder	1.0
369	bt_nllb_german	anorexia nervosa bulimia and other	1.0
369	bt_nllb_malay	anorexia nervosa bulimia	1.0
369	bt_nllb_russian	Anorexia and bulimia nervosa	1.0
369	bt_nllb_swahili	anorexia nervosa bulimia	1.0
369	bt_nllb_tamil	Anorexia nervosa is a common cause of pneumonia	1.0
370	-1	food/drug laws	0.1429
370	bt_nllb_arabic	Food and drug laws	0.1429
370	bt_nllb_chinese_yue	Food and Drug Law	0.1429
370	bt_nllb_french	the laws on food and drugs	0.1429
370	bt_nllb_german	Food and drug laws	0.1429
370	bt_nllb_korean	Food and Drug Law	0.1429
370	bt_nllb_malay	food drug law	0.1429
370	bt_nllb_persian	Food and Drug Law	0.1429
370	bt_nllb_tamil	Food drug laws	0.1429
371	-1	health insurance holistic	0.0
371	bt_nllb_arabic	The health insurance coverage	1.0
371	bt_nllb_persian	Health insurance coverage	1.0
371	bt_nllb_german	Health insurance in general	0.027
371	bt_nllb_swahili	general health insurance	0.027
371	bt_nllb_russian	health insurance	0.025
371	bt_nllb_tamil	Health insurance is complete	0.0196
371	bt_nllb_chinese_yue	Health insurance as a whole	0.0159
371	bt_nllb_korean	The whole health insurance	0.0159
372	-1	Native American casino	1.0
372	bt_nllb_chinese_yue	Native American casinos in the US	1.0
372	bt_nllb_french	Casino of the Native Americans	1.0
372	bt_nllb_korean	Native American casino	1.0
372	bt_nllb_persian	Native American casinos are	1.0
372	bt_nllb_russian	Native American casino	1.0
372	bt_nllb_swahili	The Native American Casino	1.0
372	bt_nllb_tamil	Indian Casino	1.0
373	-1	encryption equipment export	1.0
373	bt_nllb_arabic	Exporting encryption equipment	1.0
373	bt_nllb_chinese_yue	Exporting the encrypted device	1.0
373	bt_nllb_french	export of encryption equipment	1.0
373	bt_nllb_german	Exports of encryption devices	1.0
373	bt_nllb_malay	export of encryption equipment	1.0
373	bt_nllb_persian	Export of encryption equipment	1.0
373	bt_nllb_tamil	Export of encryption equipment	1.0
374	-1	Nobel prize winners	0.25
374	bt_nllb_french	Nobel Prize for his work	1.0
374	bt_nllb_german	Nobel laureates	1.0
374	bt_nllb_russian	Nobel laureates	1.0
374	bt_nllb_arabic	The Nobel Prize winners	0.25
374	bt_nllb_chinese_yue	The Nobel Prize winner	0.25
374	bt_nllb_korean	Nobel Prize winner	0.25
374	bt_nllb_malay	The Nobel Prize winner	0.25
374	bt_nllb_persian	The Nobel Prize winners	0.25
374	bt_nllb_swahili	The Nobel Prize winners	0.25
374	bt_nllb_tamil	The Nobel Prize winners	0.25
375	-1	hydrogen energy	1.0
375	bt_nllb_arabic	Hydrogen energy	1.0
375	bt_nllb_french	Hydrogen energy	1.0
375	bt_nllb_german	Hydrogen energy	1.0
375	bt_nllb_korean	Hydrogen energy	1.0
375	bt_nllb_malay	Hydrogen energy	1.0
375	bt_nllb_persian	Hydrogen energy	1.0
375	bt_nllb_russian	hydrogen energy	1.0
375	bt_nllb_swahili	hydrogen energy	1.0
375	bt_nllb_tamil	Hydrogen energy	1.0
376	-1	World Court	0.25
376	bt_nllb_arabic	The World Court	0.25
376	bt_nllb_chinese_yue	The World Court	0.25
376	bt_nllb_french	The World Court	0.25
376	bt_nllb_korean	The World Court	0.25
376	bt_nllb_malay	The World Court	0.25
376	bt_nllb_persian	The World Court	0.25
376	bt_nllb_russian	The World Court	0.25
376	bt_nllb_swahili	The World Court	0.25
376	bt_nllb_tamil	The World Court	0.25
377	-1	cigar smoking	1.0
377	bt_nllb_french	smoke from cigars	1.0
378	-1	euro opposition	0.05
378	bt_nllb_arabic	Opposition to the European Union	0.0769
378	bt_nllb_chinese_yue	The euro is opposite	0.05
