qid	order	query	bm25.map
711	-1	Train station security measures	0.0812
711	bt_nllb_arabic	Security measures for the train station	0.0812
711	bt_nllb_korean	Security measures at the train station	0.0812
711	bt_nllb_persian	Security measures at the train station	0.0812
712	-1	Pyramid scheme	0.2062
712	bt_nllb_chinese_yue	The pyramid scheme	0.2062
712	bt_nllb_french	The pyramid scheme	0.2062
712	bt_nllb_korean	The pyramid scheme	0.2062
712	bt_nllb_malay	The Pyramid Scheme	0.2062
712	bt_nllb_persian	The pyramid scheme	0.2062
712	bt_nllb_russian	The pyramid scheme	0.2062
713	-1	Chesapeake Bay Maryland clean	0.1163
713	bt_nllb_arabic	Chesapeake Bay Maryland is clean	0.1163
713	bt_nllb_chinese_yue	Chesapeake Bay is clean in Maryland	0.1163
713	bt_nllb_french	Chesapeake Bay Maryland clean	0.1163
713	bt_nllb_german	Chesapeake Bay Maryland clean	0.1163
713	bt_nllb_korean	Chesapeake Bay Maryland is clean	0.1163
713	bt_nllb_malay	Chesapeake Bay Maryland is clean	0.1163
713	bt_nllb_russian	The clean Chesapeake Bay of Maryland	0.1163
713	bt_nllb_swahili	Chesapeake Bay Maryland clean	0.1163
714	-1	License restrictions older drivers	0.0787
714	bt_nllb_arabic	The restrictions on older drivers licenses	0.0787
714	bt_nllb_persian	Restrictions on older drivers licenses	0.0787
715	-1	Schizophrenia drugs	0.0574
715	bt_nllb_chinese_yue	Schizophrenia drugs	0.0574
715	bt_nllb_french	Drugs for schizophrenia	0.0574
715	bt_nllb_persian	The schizophrenia drugs	0.0574
716	-1	Spammer arrest sue	0.0541
716	bt_nllb_german	Spammer arrest lawsuit	0.1645
716	bt_nllb_korean	Spammers arresting lawsuit	0.1645
716	bt_nllb_tamil	The case of the arrest of the spammers	0.1295
716	bt_nllb_swahili	Spammer arrested trial	0.1069
716	bt_nllb_chinese_yue	Arrest and prosecution of spam	0.0605
717	-1	Gifted talented student programs	0.0881
718	-1	Controlling acid rain	0.1068
718	bt_nllb_arabic	Control of acid rain	0.1068
718	bt_nllb_chinese_yue	Control the acid rain	0.1068
718	bt_nllb_french	Control of acid rain	0.1068
718	bt_nllb_german	Control of acid rain	0.1068
718	bt_nllb_persian	Acid rain control	0.1068
718	bt_nllb_russian	Control of acid rain	0.1068
718	bt_nllb_swahili	Control of acid rain	0.1068
719	-1	Cruise ship damage sea life	0.0176
719	bt_nllb_chinese_yue	Cruising ships are damaging marine life	0.0508
719	bt_nllb_french	Cruise ships are damaging marine life	0.0508
719	bt_nllb_korean	The damage to marine life on cruise ships	0.0508
719	bt_nllb_malay	Damage to the marine life cruise ship	0.0508
719	bt_nllb_persian	Cruise ships are damaging marine life	0.0508
719	bt_nllb_russian	Damage to marine life on cruise ships	0.0508
719	bt_nllb_german	Damage to marine structures of cruise ships	0.0299
720	-1	Federal welfare reform	0.0517
720	bt_nllb_arabic	Federal welfare reform	0.0517
720	bt_nllb_chinese_yue	Federal welfare reform	0.0517
720	bt_nllb_french	Federal welfare reform	0.0517
720	bt_nllb_german	Federal welfare reform	0.0517
720	bt_nllb_korean	Federal welfare reforms	0.0517
720	bt_nllb_malay	Federal Welfare Reform	0.0517
720	bt_nllb_persian	Federal welfare reforms	0.0517
720	bt_nllb_swahili	Reforms to federal welfare	0.0517
720	bt_nllb_tamil	Federal welfare reform	0.0517
721	-1	Census data applications	0.0056
721	bt_nllb_russian	Applications for the population census data	0.0116
721	bt_nllb_french	Applications of census data	0.0056
721	bt_nllb_german	Applications for census data	0.0056
721	bt_nllb_tamil	Applications for census data	0.0056
722	-1	Iran terrorism	0.1881
722	bt_nllb_german	Terrorism in Iran	0.1881
722	bt_nllb_korean	Terrorism in Iran	0.1881
722	bt_nllb_persian	Terrorism in Iran	0.1881
722	bt_nllb_russian	Terrorism in Iran	0.1881
723	-1	Executive privilege	0.1263
723	bt_nllb_arabic	Executive privileges	0.1263
723	bt_nllb_chinese_yue	The executive privilege	0.1263
723	bt_nllb_french	Executive privilege	0.1263
723	bt_nllb_korean	The privilege of the executive	0.1263
723	bt_nllb_russian	The executive privilege	0.1263
724	-1	Iran Contra	0.0931
724	bt_nllb_german	Iran Contra	0.0931
724	bt_nllb_malay	Iran Contra	0.0931
724	bt_nllb_swahili	Iran Contra	0.0931
725	-1	Low white blood cell count	0.126
725	bt_nllb_korean	Low white blood cell count	0.126
725	bt_nllb_malay	Low white blood cell count	0.126
725	bt_nllb_persian	Low white blood cell count	0.126
725	bt_nllb_russian	Low white blood cell count	0.126
726	-1	Hubble telescope repairs	0.1488
726	bt_nllb_arabic	Repairs to the Hubble Telescope	0.1488
726	bt_nllb_chinese_yue	The Hubble Telescope is repairing	0.1488
726	bt_nllb_french	Repairs of the Hubble Telescope	0.1488
726	bt_nllb_german	Repairs of the Hubble Telescope	0.1488
726	bt_nllb_korean	Repair of the Hubble Telescope	0.1488
726	bt_nllb_malay	Repair of the Hubble telescope	0.1488
726	bt_nllb_persian	Repair of the Hubble Telescope	0.1488
726	bt_nllb_russian	Repair of the Hubble telescope	0.1488
726	bt_nllb_swahili	Repairing the Hubble telescope	0.1488
726	bt_nllb_tamil	Hubble telescope repair	0.1488
727	-1	Church arson	0.2281
727	bt_nllb_french	The Church Fire	0.2409
727	bt_nllb_german	Church fire	0.2409
727	bt_nllb_persian	The church fire	0.2409
727	bt_nllb_russian	Fire in the church	0.2409
727	bt_nllb_tamil	The Church Fire	0.2409
728	-1	whales save endangered	0.1045
728	bt_nllb_arabic	The whales protect the endangered	0.1139
729	-1	Whistle blower department of defense	0.0
729	bt_nllb_korean	The Department of Defense is blowing a whistle	0.054
730	-1	Gastric bypass complications	0.4323
730	bt_nllb_french	Complications of gastric bypass	0.4323
730	bt_nllb_malay	Gastric bypass complications	0.4323
731	-1	Kurds history	0.0279
731	bt_nllb_chinese_yue	Kurdish history	0.0713
731	bt_nllb_german	Kurdish history	0.0713
731	bt_nllb_malay	Kurdish history	0.0713
731	bt_nllb_arabic	The history of the Kurds	0.0279
731	bt_nllb_french	The history of the Kurds	0.0279
731	bt_nllb_korean	The history of the Kurds	0.0279
731	bt_nllb_russian	The history of the Kurds	0.0279
731	bt_nllb_swahili	The History of the Kurds	0.0279
731	bt_nllb_tamil	The history of the Kurds	0.0279
732	-1	U.S. cheese production	0.0059
732	bt_nllb_arabic	Cheese production in the United States	0.026
732	bt_nllb_french	Cheese production in the United States	0.026
732	bt_nllb_korean	The production of cheese in the United States	0.026
732	bt_nllb_persian	The production of cheese in the United States	0.026
732	bt_nllb_swahili	Cheese production in the United States	0.026
732	bt_nllb_russian	Cheese production in the US	0.0113
732	bt_nllb_german	The production of cheese in the USA	0.0084
732	bt_nllb_malay	U S manufacturing of cheese	0.0082
733	-1	Airline overbooking	0.2056
733	bt_nllb_malay	Overbooking of airline tickets	0.264
733	bt_nllb_chinese_yue	The airline is overbooking	0.2056
733	bt_nllb_french	Overbooking of airlines	0.2056
733	bt_nllb_german	Overbooking of airlines	0.2056
733	bt_nllb_persian	Overbooking airlines	0.2056
734	-1	Recycling successes	0.0631
734	bt_nllb_arabic	Recycling successes	0.0631
734	bt_nllb_chinese_yue	Recycling is successful	0.0631
734	bt_nllb_french	Success in recycling	0.0631
734	bt_nllb_korean	Recycling Success	0.0631
734	bt_nllb_persian	Recycling successes	0.0631
734	bt_nllb_tamil	Recycling Successes	0.0631
735	-1	Afghan women condition	0.0818
735	bt_nllb_malay	The condition of Afghan women	0.0818
736	-1	location BSE infections	0.1868
736	bt_nllb_chinese_yue	BSE infection is located	0.1868
736	bt_nllb_german	Location of BSE infections	0.1868
736	bt_nllb_korean	Location of BSE infection	0.1868
736	bt_nllb_malay	location of BSE infection	0.1868
736	bt_nllb_persian	Location of BSE infections	0.1868
736	bt_nllb_russian	location of the BSE infection	0.1868
736	bt_nllb_tamil	Location of BSE infection	0.1868
737	-1	Enron California energy crisis	0.2734
737	bt_nllb_french	Enron California energy crisis	0.2734
737	bt_nllb_german	Enron California energy crisis	0.2734
737	bt_nllb_korean	Enron California the energy crisis	0.2734
737	bt_nllb_malay	The California Enron energy crisis	0.2734
737	bt_nllb_swahili	Enron California energy crisis	0.2734
737	bt_nllb_tamil	Enron California energy crisis	0.2734
738	-1	Anthrax hoaxes	0.4188
739	-1	Habitat for Humanity	0.1165
739	bt_nllb_malay	Habitat for the Human	0.1165
739	bt_nllb_persian	Habitat for Humanity	0.1165
740	-1	regulate assisted living Maryland	0.1754
740	bt_nllb_korean	Assistant living in Maryland	0.1925
740	bt_nllb_french	regulating assisted living in Maryland	0.1754
740	bt_nllb_german	Regulate Assisted Living in Maryland	0.1754
741	-1	Artificial Intelligence	0.0091
741	bt_nllb_arabic	Artificial intelligence	0.0091
741	bt_nllb_french	Artificial intelligence	0.0091
741	bt_nllb_german	Artificial intelligence	0.0091
741	bt_nllb_malay	Artificial intelligence	0.0091
741	bt_nllb_russian	Artificial intelligence	0.0091
741	bt_nllb_tamil	Artificial intelligence	0.0091
742	-1	hedge funds fraud protection	0.1473
742	bt_nllb_german	Protection against hedge fund fraud	0.2368
742	bt_nllb_malay	protection against hedge fund fraud	0.2368
742	bt_nllb_persian	Protecting against hedge fund fraud	0.2368
742	bt_nllb_russian	protection against hedge funds fraud	0.2368
742	bt_nllb_swahili	protection against hedge funds fraud	0.2368
742	bt_nllb_korean	Hedge fund fraud protection	0.1473
742	bt_nllb_tamil	Hedge fund fraud protection	0.1473
743	-1	Freighter ship registration	0.0011
743	bt_nllb_persian	Register of ships	0.037
743	bt_nllb_chinese_yue	The cargo ship is registered	0.0225
743	bt_nllb_french	Register of freight vessels	0.0045
743	bt_nllb_tamil	Freight shipping registration	0.0026
743	bt_nllb_russian	Registration of cargo vessels	0.0011
744	-1	Counterfeit ID punishments	0.0007
744	bt_nllb_russian	Penalties for counterfeiting identity card	0.0161
744	bt_nllb_german	Penalties for counterfeit identification	0.0051
744	bt_nllb_arabic	The penalties for a fake identity	0.005
744	bt_nllb_chinese_yue	The punishment for fake ID	0.0026
744	bt_nllb_korean	The punishment for fake ID	0.0026
744	bt_nllb_tamil	The punishment for counterfeiting identifiers	0.0011
745	-1	Doomsday cults	0.2095
746	-1	Outsource job India	0.1881
746	bt_nllb_tamil	Outsourced work India	0.2177
746	bt_nllb_korean	Outsourcing jobs in India	0.1881
747	-1	Library computer oversight	0.0457
747	bt_nllb_russian	Computer oversight of the library	0.0457
747	bt_nllb_tamil	Library computer oversight	0.0457
748	-1	Nuclear reactor types	0.2225
748	bt_nllb_arabic	Types of nuclear reactors	0.2225
748	bt_nllb_french	Types of nuclear reactors	0.2225
748	bt_nllb_german	Types of nuclear reactors	0.2225
748	bt_nllb_korean	Type of nuclear reactor	0.2225
748	bt_nllb_malay	Type of nuclear reactor	0.2225
748	bt_nllb_persian	Types of nuclear reactors	0.2225
748	bt_nllb_russian	Types of nuclear reactors	0.2225
748	bt_nllb_swahili	Types of nuclear reactors	0.2225
749	-1	Puerto Rico state	0.236
749	bt_nllb_arabic	The state of Puerto Rico	0.236
749	bt_nllb_chinese_yue	Puerto Rico is a state	0.236
749	bt_nllb_french	State of Puerto Rico	0.236
749	bt_nllb_german	State of Puerto Rico	0.236
749	bt_nllb_malay	State of Puerto Rico	0.236
749	bt_nllb_persian	The state of Puerto Rico	0.236
749	bt_nllb_russian	The State of Puerto Rico	0.236
749	bt_nllb_swahili	The State of Puerto Rico	0.236
749	bt_nllb_tamil	The State of Puerto Rico	0.236
750	-1	John Edwards womens issues	0.087
750	bt_nllb_french	John Edwards women s problems	0.1698
751	-1	Scrabble Players	0.2278
751	bt_nllb_arabic	The scrabble players	0.2278
751	bt_nllb_french	The Scrabble Players	0.2278
751	bt_nllb_korean	Scrabble player	0.2278
751	bt_nllb_malay	Scrabble player	0.2278
751	bt_nllb_russian	Scrabble players	0.2278
751	bt_nllb_swahili	Scrabble players	0.2278
751	bt_nllb_tamil	The Scrabble Players	0.2278
752	-1	Dam removal	0.2216
752	bt_nllb_arabic	Remove the dam	0.2216
752	bt_nllb_french	Removal of the dam	0.2216
752	bt_nllb_german	Removal of the dam	0.2216
752	bt_nllb_malay	Removal of the dam	0.2216
752	bt_nllb_persian	Remove the dam	0.2216
752	bt_nllb_russian	Removing the dam	0.2216
752	bt_nllb_swahili	Removing the dam	0.2216
752	bt_nllb_tamil	Removal of dam	0.2216
753	-1	bullying prevention programs	0.088
753	bt_nllb_arabic	Prevention of bullying	0.124
753	bt_nllb_tamil	Prevention of bullying	0.124
753	bt_nllb_chinese_yue	The bullying prevention program	0.088
753	bt_nllb_korean	The bullying prevention program	0.088
753	bt_nllb_malay	The bullying prevention program	0.088
753	bt_nllb_russian	The program for prevention of bullying	0.088
754	-1	domestic adoption laws	0.0304
754	bt_nllb_malay	domestic adoption law	0.0304
754	bt_nllb_swahili	domestic adoption laws	0.0304
755	-1	Scottish Highland Games	0.4151
755	bt_nllb_arabic	The Scottish Highland Games	0.4151
755	bt_nllb_french	The Scottish Highlands Games	0.4151
755	bt_nllb_german	Scottish Highland Games	0.4151
755	bt_nllb_korean	The Scottish Highland Games	0.4151
755	bt_nllb_persian	The Scottish Highland Games	0.4151
755	bt_nllb_swahili	The Scottish Highland Games	0.4151
755	bt_nllb_tamil	The Scottish Highlands Games	0.4151
756	-1	Volcanic Activity	0.0253
756	bt_nllb_swahili	The Activity of the Volcano	0.0274
756	bt_nllb_arabic	Volcanic activity	0.0253
756	bt_nllb_chinese_yue	Volcanic activity	0.0253
756	bt_nllb_french	Volcanic activity	0.0253
756	bt_nllb_german	Volcanic activity	0.0253
756	bt_nllb_korean	Volcanic activity	0.0253
756	bt_nllb_malay	Volcanic activity	0.0253
756	bt_nllb_persian	Volcanic activity	0.0253
756	bt_nllb_russian	Volcanic activity	0.0253
756	bt_nllb_tamil	Volcanic activity	0.0253
757	-1	Murals	0.0386
757	bt_nllb_korean	The murals	0.0386
758	-1	Embryonic stem cells	0.1532
758	bt_nllb_arabic	The embryonic stem cells	0.1532
758	bt_nllb_chinese_yue	embryonic stem cells	0.1532
758	bt_nllb_french	The embryonic stem cells	0.1532
758	bt_nllb_korean	The embryonic stem cell	0.1532
758	bt_nllb_persian	The embryonic stem cells	0.1532
758	bt_nllb_russian	The embryonic stem cells	0.1532
759	-1	civil war battle reenactments	0.2895
760	-1	american muslim mosques schools	0.1204
760	bt_nllb_arabic	American Muslim mosques and schools	0.1204
760	bt_nllb_german	American Muslim mosques schools	0.1204
760	bt_nllb_malay	mosque muslim american school	0.1204
760	bt_nllb_persian	American Muslim mosques and schools	0.1204
760	bt_nllb_russian	American Muslim mosques of the school	0.1204
760	bt_nllb_tamil	American Muslim mosques schools	0.1204
761	-1	Problems of Hmong Immigrants	0.269
761	bt_nllb_french	Hmong immigrant problems	0.269
761	bt_nllb_german	The problems of Hmong immigrants	0.269
761	bt_nllb_korean	The Hmong immigrants are a problem	0.269
761	bt_nllb_malay	Hmong immigrant problem	0.269
761	bt_nllb_swahili	The Problems of Hmong Immigrants	0.269
761	bt_nllb_tamil	The problems of the Hmong immigrants	0.269
762	-1	History of Physicians in America	0.0098
763	-1	Hunting deaths	0.0594
763	bt_nllb_french	The Deaths of Hunting	0.0594
763	bt_nllb_persian	The death of the hunt	0.0594
764	-1	Increase mass transit use	0.0391
765	-1	ephedra ma huang deaths	0.1843
765	bt_nllb_chinese_yue	The death of Ephedra Ma Juan	0.2938
766	-1	diamond smuggling	0.2323
766	bt_nllb_malay	The diamond trade	0.2785
766	bt_nllb_arabic	The diamond smuggling	0.2323
766	bt_nllb_chinese_yue	Diamond smuggling	0.2323
766	bt_nllb_french	smuggling of diamonds	0.2323
766	bt_nllb_german	Smuggling of diamonds	0.2323
766	bt_nllb_persian	The diamond smuggling	0.2323
766	bt_nllb_russian	smuggling of diamonds	0.2323
766	bt_nllb_tamil	The smuggling of diamonds	0.2323
767	-1	Pharmacist License requirements	0.136
768	-1	Women in state legislatures	0.079
768	bt_nllb_chinese_yue	Women in the state legislature	0.079
768	bt_nllb_german	Women in state legislatures	0.079
768	bt_nllb_persian	Women in the state legislature	0.079
769	-1	Kroll Associates Employees	0.0021
769	bt_nllb_french	The employees of Kroll Associates	0.0021
769	bt_nllb_german	Employees of Kroll Associates	0.0021
769	bt_nllb_malay	Employee of Kroll Associates	0.0021
769	bt_nllb_russian	Employees of Kroll Associates	0.0021
769	bt_nllb_swahili	The employees of Kroll Associates	0.0021
770	-1	Kyrgyzstan-United States relations	0.179
771	-1	deformed leopard frogs	0.4013
771	bt_nllb_french	deformed leopard frogs	0.4013
771	bt_nllb_german	Deformed leopard frogs	0.4013
771	bt_nllb_russian	deformed frogs of the leopard	0.4013
772	-1	flag display rules	0.2227
772	bt_nllb_french	rules for displaying the flag	0.2227
772	bt_nllb_german	Rules for displaying the flag	0.2227
772	bt_nllb_persian	The flag display rules	0.2227
772	bt_nllb_russian	The flag display rules	0.2227
772	bt_nllb_tamil	Flag display rules	0.2227
773	-1	Pennsylvania slot machine gambling	0.4926
773	bt_nllb_russian	Gambling at the Pennsylvania machines	0.8294
773	bt_nllb_french	Pennsylvania slot machines	0.5
773	bt_nllb_german	Pennsylvania slot machines gambling	0.4926
773	bt_nllb_korean	Pennsylvania slot machine gambling	0.4926
773	bt_nllb_malay	Pennsylvania slot machine gambling	0.4926
773	bt_nllb_tamil	Pennsylvania slot machine gambling	0.4926
774	-1	Causes of Homelessness	0.0452
774	bt_nllb_arabic	The causes of homelessness	0.0452
774	bt_nllb_german	Causes of Homelessness	0.0452
774	bt_nllb_russian	The Causes of Homelessness	0.0452
775	-1	Commercial candy makers	0.0161
776	-1	Magnet schools success	0.1183
776	bt_nllb_arabic	The success of magnet schools	0.1183
776	bt_nllb_chinese_yue	The success of the magnet school	0.1183
776	bt_nllb_french	The Success of Magnetic Schools	0.1183
776	bt_nllb_german	Success of magnet schools	0.1183
776	bt_nllb_malay	Success of magnet school	0.1183
776	bt_nllb_persian	The Success of Magnetic Schools	0.1183
776	bt_nllb_russian	The success of magnet schools	0.1183
776	bt_nllb_swahili	The success of magnetic schools	0.1183
776	bt_nllb_tamil	The success of the magnetic schools	0.1183
777	-1	hybrid alternative fuel cars	0.076
777	bt_nllb_arabic	Hybrid alternative fuel cars	0.076
777	bt_nllb_korean	Hybrid alternative fuel cars	0.076
778	-1	golden ratio	0.0981
778	bt_nllb_arabic	The golden ratio	0.0981
778	bt_nllb_russian	The golden ratio	0.0981
779	-1	Javelinas range and description	0.2684
779	bt_nllb_malay	Range and description of Javelinas	0.2684
780	-1	Arable land	0.0695
781	-1	Squirrel control and protections	0.1243
781	bt_nllb_french	Control and protection of squirrels	0.1243
781	bt_nllb_german	Control and protection of squirrels	0.1243
781	bt_nllb_malay	Squirrel control and protection	0.1243
781	bt_nllb_persian	Control and protection of squirrels	0.1243
782	-1	Orange varieties seasons	0.3651
782	bt_nllb_french	Seasonal orange varieties	0.3651
782	bt_nllb_german	Orange varieties of seasons	0.3651
782	bt_nllb_russian	Orange varieties of the season	0.3651
782	bt_nllb_tamil	Orange varieties seasons	0.3651
783	-1	school mercury poisoning	0.0181
783	bt_nllb_arabic	Mercury poisoning at school	0.0181
783	bt_nllb_german	School mercury poisoning	0.0181
783	bt_nllb_malay	Mercury poisoning in schools	0.0181
783	bt_nllb_russian	school mercury poisoning	0.0181
783	bt_nllb_tamil	Mercury poisoning in schools	0.0181
784	-1	mersenne primes	0.5239
784	bt_nllb_malay	number of mersenne primes	0.6004
784	bt_nllb_swahili	mersenne primes	0.5239
785	-1	Ivory-billed woodpecker	0.2308
786	-1	Yew trees	0.1231
786	bt_nllb_swahili	The Yew Trees	0.1231
787	-1	Sunflower Cultivation	0.2271
787	bt_nllb_french	The cultivation of sunflower	0.2271
787	bt_nllb_malay	Cultivation of Sunflowers	0.2271
787	bt_nllb_tamil	The cultivation of sunflower	0.2271
788	-1	Reverse mortgages	0.3322
788	bt_nllb_arabic	The reverse mortgage	0.3322
788	bt_nllb_chinese_yue	Reverse mortgages	0.3322
788	bt_nllb_persian	Reverse mortgages	0.3322
789	-1	abandoned mine reclamation	0.0583
790	-1	women's rights in Saudi Arabia	0.446
790	bt_nllb_chinese_yue	The rights of women in Saudi Arabia	0.4598
790	bt_nllb_arabic	Women s rights in Saudi Arabia	0.446
790	bt_nllb_french	Women s rights in Saudi Arabia	0.446
790	bt_nllb_german	Women s rights in Saudi Arabia	0.446
790	bt_nllb_korean	Women s rights in Saudi Arabia	0.446
790	bt_nllb_malay	Women s rights in Saudi Arabia	0.446
790	bt_nllb_persian	Women s rights in Saudi Arabia	0.446
790	bt_nllb_russian	Women s rights in Saudi Arabia	0.446
790	bt_nllb_swahili	Women s rights in Saudi Arabia	0.446
790	bt_nllb_tamil	Women s rights in Saudi Arabia	0.446
791	-1	Gullah geechee language culture	0.3329
791	bt_nllb_chinese_yue	Gullah geechee language and culture	0.3329
791	bt_nllb_french	The culture of the Gullah Geechee language	0.3329
791	bt_nllb_malay	The culture of the Gullah geechee language	0.3329
792	-1	Social Security means test	0.0896
792	bt_nllb_chinese_yue	Social Security is a test	0.1252
792	bt_nllb_persian	Social Security is a test	0.1252
792	bt_nllb_tamil	Social security testing	0.1252
792	bt_nllb_arabic	Social security means a test	0.0896
792	bt_nllb_french	Social security means testing	0.0896
792	bt_nllb_german	Social security means testing	0.0896
792	bt_nllb_malay	Social Security means testing	0.0896
792	bt_nllb_russian	Social security means a test	0.0896
792	bt_nllb_swahili	Social Security means the test	0.0896
793	-1	Bagpipe Bands	0.1459
794	-1	pet therapy	0.1475
794	bt_nllb_chinese_yue	Pet therapy	0.1475
794	bt_nllb_french	therapy for pets	0.1475
794	bt_nllb_malay	pet therapy	0.1475
794	bt_nllb_tamil	Pet therapy	0.1475
795	-1	notable cocker spaniels	0.0138
795	bt_nllb_korean	A remarkable Coker Spaniel	0.0935
795	bt_nllb_arabic	Cockroaches are remarkable Spaniels	0.0566
795	bt_nllb_malay	The famous spaniel cocker	0.0285
795	bt_nllb_swahili	The famous cocker Spaniels	0.0285
795	bt_nllb_french	the remarkable cocker Spaniels	0.0267
795	bt_nllb_persian	Notable spaniels	0.0201
795	bt_nllb_german	Notable Cocker Spaniels	0.0138
796	-1	Blue Grass Music Festival history	0.1438
796	bt_nllb_arabic	The history of the Blue Grass Music Festival	0.1438
796	bt_nllb_french	The history of the Blue Grass Music Festival	0.1438
796	bt_nllb_german	History of the Blue Grass music festival	0.1438
796	bt_nllb_korean	The history of the Blue Grass Music Festival	0.1438
796	bt_nllb_malay	The history of the Blue Grass Music Festival	0.1438
796	bt_nllb_persian	The history of the Blue Grass Music Festival	0.1438
796	bt_nllb_russian	The history of the Blue Grass music festival	0.1438
796	bt_nllb_swahili	The history of the Blue Grass Music Festival	0.1438
797	-1	reintroduction of gray wolves	0.2093
797	bt_nllb_russian	Restarting the use of gray wolves	0.2433
797	bt_nllb_persian	The gray wolves	0.2175
798	-1	Massachusetts textile mills	0.1227
798	bt_nllb_arabic	Textile factories in Massachusetts	0.1691
798	bt_nllb_german	Textile factories in Massachusetts	0.1691
798	bt_nllb_korean	Massachusetts textile factory	0.1691
798	bt_nllb_persian	The textile factories of Massachusetts	0.1691
798	bt_nllb_russian	Textile factories in Massachusetts	0.1691
798	bt_nllb_chinese_yue	The Massachusetts textile mill	0.1227
798	bt_nllb_malay	Massachusetts textile mill	0.1227
798	bt_nllb_tamil	Massachusetts textile mills	0.1227
799	-1	Animals in Alzheimer's research	0.0362
799	bt_nllb_chinese_yue	Animals in the Alzheimer s study	0.0924
799	bt_nllb_korean	The animals in the Alzheimer s study	0.0924
799	bt_nllb_russian	Animals in the Alzheimer s disease studies	0.0913
799	bt_nllb_tamil	The animals involved in Alzheimer s disease research	0.0773
799	bt_nllb_arabic	Animals in Alzheimer s research	0.0362
799	bt_nllb_french	Animals in research on Alzheimer s	0.0362
799	bt_nllb_german	Animals in Alzheimer s research	0.0362
799	bt_nllb_malay	Animals in Alzheimer s research	0.0362
799	bt_nllb_persian	Animals in Alzheimer s research	0.0362
799	bt_nllb_swahili	Animals in Alzheimer s research	0.0362
800	-1	Ovarian Cancer Treatment	0.0585
800	bt_nllb_arabic	Treatment for ovarian cancer	0.0585
