qid	order	query	bm25.map
789	-1	abandoned mine reclamation	0.0583
790	-1	women's rights in Saudi Arabia	0.446
791	-1	Gullah geechee language culture	0.3329
792	-1	Social Security means test	0.0896
793	-1	Bagpipe Bands	0.1459
794	-1	pet therapy	0.1475
795	-1	notable cocker spaniels	0.0138
796	-1	Blue Grass Music Festival history	0.1438
797	-1	reintroduction of gray wolves	0.2093
798	-1	Massachusetts textile mills	0.1227
799	-1	Animals in Alzheimer's research	0.0362
800	-1	Ovarian Cancer Treatment	0.0585
801	-1	Kudzu Pueraria lobata	0.1926
802	-1	Volcano eruptions global temperature	0.2885
803	-1	May Day	0.0
804	-1	ban on human cloning	0.2399
805	-1	Identity Theft Passport	0.0839
806	-1	Doctors Without Borders	0.114
807	-1	Sugar tariff-rate quotas	0.3722
808	-1	North Korean Counterfeiting	0.4433
809	-1	wetlands wastewater treatment	0.1823
810	-1	timeshare resales	0.2847
811	-1	handwriting recognition	0.183
812	-1	total knee replacement surgery	0.3697
813	-1	Atlantic Intracoastal Waterway	0.1667
814	-1	Johnstown flood	0.3191
815	-1	Coast Guard rescues	0.0789
816	-1	USAID assistance to Galapagos	0.7127
817	-1	sports stadium naming rights	0.2739
818	-1	Chaco Culture National Park	0.1765
819	-1	1890 Census	0.0001
820	-1	imported fire ants	0.2784
821	-1	Internet work-at-home scams	0.191
822	-1	Custer's Last Stand	0.0266
823	-1	Continuing care retirement communities	0.1352
824	-1	Civil Air Patrol	0.1047
825	-1	National Guard Involvement in Iraq	0.0143
826	-1	Florida Seminole Indians	0.1275
827	-1	Hidden Markov Modeling HMM	0.1592
828	-1	secret shoppers	0.1878
829	-1	Spanish Civil War support	0.0688
830	-1	model railroads	0.0316
831	-1	Dulles Airport security	0.2596
832	-1	labor union activity	0.0403
833	-1	Iceland government	0.2555
834	-1	Global positioning system earthquakes	0.1607
835	-1	Big Dig pork	0.0711
836	-1	illegal immigrant wages	0.2128
837	-1	Eskimo History	0.0134
838	-1	urban suburban coyotes	0.2522
839	-1	textile dyeing techniques	0.2526
840	-1	Geysers	0.0581
841	-1	camel North America	0.2392
842	-1	David McCullough	0.0563
843	-1	Pol Pot	0.2766
844	-1	segmental duplications	0.048
845	-1	New Jersey tomato	0.1689
846	-1	heredity and obesity	0.0962
847	-1	Portugal World War II	0.1364
848	-1	radio station call letters	0.0756
849	-1	Scalable Vector Graphics	0.1384
850	-1	Mississippi River flood	0.0705
