,qid,order,query,bm25.map
32,INEX_LD-2009063,sensedisambiguation,D Day normandy normandie invasion,0.1241
33,INEX_LD-2009063,wiki.topn3.replace,invasion normandy operation overlord battle caen normandy landings operation neptune normandy landings invasion normandy operation overlord omaha beach normandy landings utah beach invasion normandy,0.1226
34,INEX_LD-2009063,word2vec.topn3,d day normandy invasion normandy DDay stalingrad d day stalingrad jutland invading,0.1171
35,INEX_LD-2009063,conceptluster.topn5.3.bm25,d day normandy invasion invasion normandy normandy landings operation overlord,0.1163
36,INEX_LD-2009063,conceptluster.topn5.3.qld,d day normandy invasion invasion normandy normandy landings operation overlord,0.1163
37,INEX_LD-2009063,tagmee.topn3,d day normandy invasion Normandy landings Operation Overlord Invasion of Normandy,0.1163
38,INEX_LD-2009074,-1,web ranking scoring algorithm,0.1757
39,INEX_LD-2009074,bt_bing_arabic,Web ranking recording algorithm,0.2763
40,INEX_LD-2009074,bt_nllb_french,web ranking algorithm,0.2577
41,INEX_LD-2009074,bt_nllb_korean,Web ranking algorithm,0.2577
42,INEX_LD-2009074,bt_nllb_malay,algorithm for ranking the web,0.2577
43,INEX_LD-2009074,stem.lovins,web rank scor algorithm,0.2559
44,INEX_LD-2009074,stem.paicehusk,web rank scor algorithm,0.2559
45,INEX_LD-2009074,bt_nllb_chinese_yue,The ranking algorithm for websites,0.2323
46,INEX_LD-2009096,-1,Eiffel,0.2587
47,INEX_LD-2009096,wordnet.topn3,eiffel Alexandre Gustave Eiffel,0.2661
48,INEX_LD-2009111,-1,europe solar power facility,0.0582
49,INEX_LD-2009111,sensedisambiguation.replace,european union solar world power facility,0.1666
50,INEX_LD-2009111,word2vec.topn3,europe solar power facility germany european europe photovoltaic non solar power authority facilty,0.146
51,INEX_LD-2009111,sensedisambiguation,europe european union solar power world power facility,0.145
52,INEX_LD-2009111,word2vec.topn3.replace,germany european europe photovoltaic non solar power authority facilty,0.13
53,INEX_LD-2009111,bt_bing_malay,European Solar Energy Facilities,0.1218
54,INEX_LD-2009111,bt_bing_persian,European Solar Energy Facility,0.1218
55,INEX_LD-2009111,bt_bing_chinese_simplified,European solar power facilities,0.1193
56,INEX_LD-2009111,bt_nllb_malay,European solar power facilities,0.1193
57,INEX_LD-2009111,bt_nllb_korean,European solar power plants,0.1125
58,INEX_LD-2009111,bt_nllb_persian,European solar power plants,0.1125
59,INEX_LD-2009111,bt_nllb_russian,European solar power plant,0.1125
60,INEX_LD-2009111,conceptnet.topn3,europe solar power facility a kingdom continent a castle sun energy arboretum artifact menagerie,0.0799
61,INEX_LD-2009111,conceptluster.topn5.3.bm25,europe solar power facility solar power europe,0.0796
62,INEX_LD-2009111,conceptluster.topn5.3.qld,europe solar power facility solar power europe,0.0796
63,INEX_LD-2009111,tagmee.topn3,europe solar power facility Europe Solar power,0.0796
64,INEX_LD-2009111,bt_bing_french,Solar power plant in Europe,0.0706
65,INEX_LD-2009111,bt_bing_german,Solar power plant in Europe,0.0706
66,INEX_LD-2009111,bt_bing_russian,Solar power plant in Europe,0.0706
67,INEX_LD-2009111,bt_nllb_chinese_yue,Solar powered plants in Europe,0.0706
68,INEX_LD-2009111,bt_nllb_german,Europe solar power plant,0.0706
69,INEX_LD-2009111,wiki.topn3,europe solar power facility cultural concepts peninsulas asia europe europe solar energy solar power alternative energy solar power,0.0675
70,INEX_LD-2009111,glove.topn3,europe solar power facility european asia photovoltaic geothermal control addition,0.0635
71,INEX_LD-2009111,relevancefeedback.topn10.bm25,europe solar power facility radar univers energi centrosolar advanc,0.0618
72,INEX_LD-2009111,bt_bing_swahili,European Solar Power Station,0.0605
73,INEX_LD-2009115,-1,virtual museums,0.5854
74,INEX_LD-2010004,-1,Indian food,0.1679
75,INEX_LD-2010014,-1,composer museum,0.0605
76,INEX_LD-2010019,-1,gallo roman architecture in paris,0.0019
77,INEX_LD-2010019,wiki.topn3,gallo roman architecture paris amphitheatrof ththregauls praetorian prefecture gaul roman gaul gallo roman culture outlinof classical architecture frigidarium peristyle ancient roman architecture world heritage sites france rd century bestablishments companions liberation paris,0.2231
78,INEX_LD-2010019,wiki.topn3.replace,amphitheatrof ththregauls praetorian prefecture gaul roman gaul gallo roman culture outlinof classical architecture frigidarium peristyle ancient roman architecture world heritage sites france rd century bestablishments companions liberation paris,0.2165
79,INEX_LD-2010019,tagmee.topn3.replace,Gallo Roman culture Ancient Roman architecture Paris,0.0881
80,INEX_LD-2010019,bt_nllb_chinese_yue,Ancient Roman architecture in Paris,0.0801
81,INEX_LD-2010019,conceptluster.topn5.3.bm25,gallo roman architecture paris paris ancient roman architecture gallo roman culture,0.0679
82,INEX_LD-2010019,conceptluster.topn5.3.qld,gallo roman architecture paris gallo roman culture ancient roman architecture paris,0.0679
83,INEX_LD-2010019,tagmee.topn3,gallo roman architecture paris Gallo Roman culture Ancient Roman architecture Paris,0.0679
84,INEX_LD-2010019,conceptnet.topn3.replace,gallo roman gaulish roman column the Eiffel tower France a cafe,0.0451
85,INEX_LD-2010019,conceptnet.topn3,gallo roman architecture paris gallo roman gaulish column the Eiffel tower France a cafe,0.0298
86,INEX_LD-2010019,wordnet.topn3,gallo roman architecture paris roman print papistical roman letters computer architecture capital of France French capital genus Paris,0.0045
87,INEX_LD-2010019,sensedisambiguation,gallo roman architecture computer architecture in paris,0.0033
88,INEX_LD-2010020,-1,electricity source in France,0.0447
89,INEX_LD-2010020,bt_nllb_tamil,Electricity in France,0.143
90,INEX_LD-2010020,wordnet.topn3,electricity source france electrical energy rootage germ generator Jacques Anatole Francois Thibault French Republic,0.1057
91,INEX_LD-2010020,glove.topn3,electricity source france generators utilities according french paris,0.0694
92,INEX_LD-2010037,-1,social network API,0.1535
93,INEX_LD-2010037,bt_nllb_arabic,Social networking,0.2418
94,INEX_LD-2010043,-1,List of films from the surrealist category,0.0875
95,INEX_LD-2010043,conceptluster.topn5.3.bm25,list films surrealist category film surrealist cinema,0.1621
96,INEX_LD-2010043,conceptluster.topn5.3.qld,list films surrealist category film surrealist cinema,0.1621
97,INEX_LD-2010043,tagmee.topn3,list films surrealist category Film Surrealist cinema,0.1621
98,INEX_LD-2010043,tagmee.topn3.replace,Film Surrealist cinema,0.1442
99,INEX_LD-2010043,bt_bing_chinese_simplified,List of films in the surrealist category,0.121
100,INEX_LD-2010043,bt_bing_french,List of films in the Surrealist category,0.121
101,INEX_LD-2010043,bt_bing_persian,List of Surrealist films,0.121
102,INEX_LD-2010043,bt_nllb_arabic,List of films of the Surrealist category,0.121
103,INEX_LD-2010043,bt_nllb_french,List of films in the Surrealist category,0.121
104,INEX_LD-2010043,bt_nllb_german,List of films in the Surrealist category,0.121
105,INEX_LD-2010043,bt_nllb_korean,List of films in the surrealist category,0.121
106,INEX_LD-2010043,bt_nllb_persian,List of Surrealist films,0.121
107,INEX_LD-2010043,bt_nllb_tamil,List of Surrealist films,0.121
108,INEX_LD-2010043,termluster.topn5.3.bm25,list films surrealist category,0.121
109,INEX_LD-2010043,termluster.topn5.3.qld,list films surrealist category,0.121
110,INEX_LD-2010043,thesaurus.topn3,list films surrealist category,0.121
111,INEX_LD-2010043,thesaurus.topn3.replace,list films surrealist category,0.121
112,INEX_LD-2010043,wiki.topn3,list films surrealist category film art media media formats film french impressionist cinema reversmotion collagfilm surrealist cinema,0.1105
113,INEX_LD-2010057,-1,Einstein Relativity theory,0.3017
114,INEX_LD-2010069,-1,summer flowers,0.0149
115,INEX_LD-2010069,sensedisambiguation,summer flowers flower,0.0179
116,INEX_LD-2010100,-1,house concrete wood,0.0631
117,INEX_LD-2010100,wordnet.topn3.replace,household planetary house home concrete wood,0.1245
118,INEX_LD-2010100,conceptnet.topn3,house concrete wood home room tree material paper,0.1197
119,INEX_LD-2010100,conceptnet.topn3.replace,home room concrete tree material paper,0.1
120,INEX_LD-2010100,stem.paicehusk,hous concret wood,0.0701
121,INEX_LD-2010100,stem.porter,hous concret wood,0.0701
122,INEX_LD-2010100,stem.porter2,hous concret wood,0.0701
123,INEX_LD-2010106,-1,organic food advantages disadvantages,0.0
124,INEX_LD-2010106,tagmee.topn3.replace,Organic food,0.1635
125,INEX_LD-2010106,wiki.topn3.replace,organic farming organic movement local food organic food,0.1198
126,INEX_LD-2010106,stem.lovins,organ food advant disadvant,0.0854
127,INEX_LD-2010106,wiki.topn3,organic food advantages disadvantages organic farming organic movement local food organic food,0.0726
128,INEX_LD-2010106,stem.trunc5,organ food advan disad,0.0166
129,INEX_LD-2010106,wordnet.topn3.replace,constitutional organic fertilizer constituent solid food food for thought reward vantage disfavor disfavour,0.0121
130,INEX_LD-2010106,wordnet.topn3,organic food advantages disadvantages constitutive organic fertilizer organic fertiliser food for thought solid food nutrient reward vantage disfavour disfavor,0.0045
131,INEX_LD-2010106,bt_bing_korean,Organ Acid Foods Pros and Cons,0.0031
132,INEX_LD-2010106,bt_nllb_persian,The benefits of organic food,0.0011
133,INEX_LD-2010106,relevancefeedback.topn10.qld,organic food advantages disadvantages cattl swot advantag societi strateg sourc design pesticid oxid metal,0.0009
134,INEX_LD-2010106,anchor.topn3,organic food advantages disadvantages supported ungarinjin brevispirif neophobia food foods cross solfar,0.0007
135,INEX_LD-2010106,bt_nllb_swahili,benefits of organic food loss,0.0007
136,INEX_LD-20120111,-1,vietnam war movie,0.2274
137,INEX_LD-20120111,conceptluster.topn5.3.bm25,vietnam war movie vietnam war war film,0.3751
138,INEX_LD-20120111,conceptluster.topn5.3.qld,vietnam war movie war film vietnam war,0.3751
139,INEX_LD-20120111,tagmee.topn3,vietnam war movie Vietnam War War film,0.3751
140,INEX_LD-20120111,sensedisambiguation,vietnam vietnam war war movie,0.2788
141,INEX_LD-20120111,sensedisambiguation.replace,vietnam war war movie,0.251
142,INEX_LD-20120112,-1,vietnam war facts,0.0322
143,INEX_LD-20120112,tagmee.topn3.replace,Vietnam War,0.1247
144,INEX_LD-20120112,conceptluster.topn5.3.bm25,vietnam war facts vietnam war,0.0586
145,INEX_LD-20120112,conceptluster.topn5.3.qld,vietnam war facts vietnam war,0.0586
146,INEX_LD-20120112,tagmee.topn3,vietnam war facts Vietnam War,0.0586
147,INEX_LD-20120112,stem.trunc4,viet war fact,0.0535
148,INEX_LD-20120112,glove.topn3,vietnam war facts laos vietnamese conflict truth,0.0474
149,INEX_LD-20120112,conceptnet.topn3,vietnam war facts in Asia battle,0.0411
150,INEX_LD-20120112,word2vec.topn3,vietnam war facts Veitnam cambodia conflict non facts truths,0.0397
151,INEX_LD-20120112,sensedisambiguation.replace,vietnam war war fact,0.0363
152,INEX_LD-20120112,bt_nllb_german,Facts from the Vietnam War,0.0334
153,INEX_LD-20120121,-1,vietnam food recipes,0.0451
154,INEX_LD-20120121,relevancefeedback.topn10.qld,vietnam food recipes joei cook recip icarli carrot raw vietnames bánh,0.1515
155,INEX_LD-20120121,conceptnet.topn3,vietnam food recipes in Asia cake plate rice found in cookbooks passed from generation to generation,0.0992
156,INEX_LD-20120121,bt_bing_chinese_simplified,Vietnamese food recipes,0.0835
157,INEX_LD-20120121,bt_bing_french,Vietnamese Food Recipes,0.0835
158,INEX_LD-20120121,bt_bing_german,Recipes for Vietnamese food,0.0835
159,INEX_LD-20120121,bt_bing_korean,Vietnamese Food Recipes,0.0835
160,INEX_LD-20120121,bt_bing_malay,Vietnamese food recipes,0.0835
161,INEX_LD-20120121,bt_bing_persian,Vietnamese Food Recipes,0.0835
162,INEX_LD-20120121,bt_bing_swahili,Vietnamese food recipes,0.0835
163,INEX_LD-20120121,bt_nllb_chinese_yue,The Vietnamese food recipe,0.0835
164,INEX_LD-20120121,bt_nllb_french,Vietnamese food recipes,0.0835
165,INEX_LD-20120121,bt_nllb_malay,Vietnamese food recipes,0.0835
166,INEX_LD-20120121,bt_nllb_persian,Vietnamese food recipes,0.0835
167,INEX_LD-20120121,bt_nllb_swahili,Vietnamese food recipes,0.0835
168,INEX_LD-20120121,bt_bing_russian,Vietnamese Cuisine Recipes,0.0657
169,INEX_LD-20120121,bt_nllb_arabic,Vietnamese recipes,0.0549
170,INEX_LD-20120121,bt_nllb_german,Vietnamese recipes,0.0549
171,INEX_LD-20120121,bt_nllb_russian,Vietnamese recipes,0.0549
172,INEX_LD-20120122,-1,vietnamese food blog,0.0571
173,INEX_LD-20120131,-1,vietnam travel national park,0.0112
174,INEX_LD-20120131,conceptluster.topn5.3.bm25,vietnam travel national park vietnam national park tourism,0.057
175,INEX_LD-20120131,conceptluster.topn5.3.qld,vietnam travel national park vietnam tourism national park,0.057
176,INEX_LD-20120131,tagmee.topn3,vietnam travel national park Vietnam Tourism National park,0.057
177,INEX_LD-20120131,bt_nllb_arabic,Vietnamese national park,0.0507
178,INEX_LD-20120131,bt_nllb_french,Vietnamese national park,0.0507
179,INEX_LD-20120131,bt_bing_persian,Vietnam National Park Trip,0.0196
180,INEX_LD-20120131,bt_nllb_malay,Vietnamese Travel National Park,0.0194
181,INEX_LD-20120131,bt_nllb_chinese_yue,Vietnamese National Park for tourism,0.0188
182,INEX_LD-20120131,bt_bing_chinese_simplified,Vietnam Tourist National Park,0.0141
183,INEX_LD-20120132,-1,vietnam travel airports,0.1267
184,INEX_LD-20120132,bt_bing_swahili,Airports in Vietnam,0.785
185,INEX_LD-20120132,bt_nllb_persian,Airports in Vietnam,0.785
186,INEX_LD-20120132,bt_nllb_russian,Airports of Vietnam,0.785
187,INEX_LD-20120132,bt_nllb_swahili,Airports in Vietnam,0.785
188,INEX_LD-20120132,bt_nllb_tamil,Airports in Vietnam,0.785
189,INEX_LD-20120132,sensedisambiguation,vietnam vietnam war travel airports airport,0.2044
190,INEX_LD-20120132,bt_nllb_chinese_yue,Vietnamese tourist airport,0.1819
191,INEX_LD-20120211,-1,guitar chord tuning,0.4925
192,INEX_LD-20120211,sensedisambiguation,guitar chord tuning tune,0.5127
193,INEX_LD-20120211,relevancefeedback.topn10.qld,guitar chord tuning tune d,0.5001
194,INEX_LD-20120212,-1,guitar chord minor,0.1329
195,INEX_LD-20120212,bt_nllb_chinese_yue,The chord of the guitar,0.2092
196,INEX_LD-20120212,conceptluster.topn5.3.bm25,guitar chord minor guitar chord minor scale,0.1444
197,INEX_LD-20120212,conceptluster.topn5.3.qld,guitar chord minor minor scale guitar chord,0.1444
198,INEX_LD-20120212,tagmee.topn3,guitar chord minor Guitar chord Minor scale,0.1444
199,INEX_LD-20120212,wiki.topn3,guitar chord minor guitar chords major chord minor chord guitar chord glissando major scale legato minor scale,0.1366
200,INEX_LD-20120212,bt_bing_korean,Guitar Chord Miner,0.134
201,INEX_LD-20120212,tagmee.topn3.replace,Guitar chord Minor scale,0.1334
202,INEX_LD-20120221,-1,guitar classical flamenco,0.4041
203,INEX_LD-20120221,tagmee.topn3.replace,Guitar Classical guitar Flamenco,0.4089
204,INEX_LD-20120221,conceptluster.topn5.3.bm25,guitar classical flamenco flamenco guitar classical guitar,0.4058
205,INEX_LD-20120221,conceptluster.topn5.3.qld,guitar classical flamenco classical guitar flamenco guitar,0.4058
206,INEX_LD-20120221,tagmee.topn3,guitar classical flamenco Guitar Classical guitar Flamenco,0.4058
207,INEX_LD-20120222,-1,guitar classical bach,0.3355
208,INEX_LD-20120231,-1,guitar origin Russia,0.0202
209,INEX_LD-20120231,glove.topn3,guitar origin russia bass russian ukraine,0.1333
210,INEX_LD-20120231,bt_bing_persian,SOURCE Russian guitar,0.133
211,INEX_LD-20120231,conceptnet.topn3,guitar origin russia string instrument chord a country,0.1209
212,INEX_LD-20120231,bt_bing_malay,the origin of the Russian guitar,0.1146
213,INEX_LD-20120231,bt_bing_swahili,The origin of the Russian guitar,0.1146
214,INEX_LD-20120231,bt_nllb_arabic,The origin of the guitar is Russian,0.1146
215,INEX_LD-20120231,bt_nllb_malay,Russian guitar origin,0.1146
216,INEX_LD-20120231,bt_nllb_persian,The origins of the Russian guitar,0.1146
217,INEX_LD-20120231,bt_nllb_swahili,the origin of the Russian guitar,0.1146
218,INEX_LD-20120231,tagmee.topn3.replace,Guitar Russia,0.0976
219,INEX_LD-20120231,word2vec.topn3,guitar origin russia guitarist orgin origin ukraine russians putin,0.0616
220,INEX_LD-20120231,wiki.topn3.replace,spanish musical instruments guitars bass guitar guitar north asian countries russia member states commonwealth independent states russia,0.0611
221,INEX_LD-20120231,conceptluster.topn5.3.bm25,guitar origin russia guitar,0.0458
222,INEX_LD-20120231,conceptluster.topn5.3.qld,guitar origin russia guitar,0.0458
223,INEX_LD-20120231,wiki.topn3,guitar origin russia spanish musical instruments guitars bass guitar guitar north asian countries russia member states commonwealth independent states russia,0.0292
224,INEX_LD-20120231,tagmee.topn3,guitar origin russia Guitar Russia,0.0226
225,INEX_LD-20120232,-1,guitar origin blues,0.0775
226,INEX_LD-20120232,relevancefeedback.topn10.qld,guitar origin blues blue,0.0957
227,INEX_LD-20120232,wiki.topn3,guitar origin blues spanish musical instruments guitars bass guitar guitar west records ken music jonny king origin records blues styles blues rhythm blues blues,0.0811
228,INEX_LD-20120311,-1,tango culture movies,0.1139
229,INEX_LD-20120311,bt_bing_chinese_simplified,Tango Culture Films,0.4071
230,INEX_LD-20120311,bt_bing_korean,Tango Culture Film,0.4071
231,INEX_LD-20120311,bt_bing_malay,Tango Cultural Films,0.4071
232,INEX_LD-20120311,bt_bing_persian,Tango Culture Film,0.4071
233,INEX_LD-20120311,bt_nllb_arabic,The tango culture films,0.4071
234,INEX_LD-20120311,bt_nllb_chinese_yue,The tango culture film,0.4071
235,INEX_LD-20120311,bt_nllb_french,films of tango culture,0.4071
236,INEX_LD-20120311,bt_nllb_korean,The Tango culture film,0.4071
237,INEX_LD-20120311,bt_nllb_malay,tango culture film,0.4071
238,INEX_LD-20120311,bt_nllb_russian,The film of tango culture,0.4071
239,INEX_LD-20120311,tagmee.topn3.replace,Tango Culture Film,0.4071
240,INEX_LD-20120311,bt_bing_french,Films about tango culture,0.3432
241,INEX_LD-20120311,bt_bing_german,Films about tango culture,0.3432
242,INEX_LD-20120311,bt_bing_russian,Films about tango culture,0.3432
243,INEX_LD-20120311,bt_nllb_tamil,The film is about the culture of the Tangos,0.3432
244,INEX_LD-20120311,conceptluster.topn5.3.bm25,tango culture movies tango film culture,0.2365
245,INEX_LD-20120311,conceptluster.topn5.3.qld,tango culture movies culture tango film,0.2365
246,INEX_LD-20120311,tagmee.topn3,tango culture movies Tango Culture Film,0.2365
247,INEX_LD-20120311,glove.topn3,tango culture movies flamenco dancing films,0.1433
248,INEX_LD-20120311,conceptnet.topn3,tango culture movies dance Kalashnikov culture,0.1333
249,INEX_LD-20120312,-1,tango culture countries,0.096
250,INEX_LD-20120312,word2vec.topn3,tango culture countries milonga traditions nations countires coutries,0.2622
251,INEX_LD-20120312,wiki.topn3,tango culture countries tango bandoneon nuevo tango tango music sociology culture society counterculture culture independence nationality society nation,0.2334
252,INEX_LD-20120312,conceptnet.topn3,tango culture countries dance Kalashnikov culture continent flag war,0.1674
253,INEX_LD-20120312,wiki.topn3.replace,tango bandoneon nuevo tango tango music sociology culture society counterculture culture independence nationality society nation,0.1409
254,INEX_LD-20120312,conceptluster.topn5.3.bm25,tango culture countries nation tango music culture,0.1402
255,INEX_LD-20120312,conceptluster.topn5.3.qld,tango culture countries tango music culture nation,0.1402
256,INEX_LD-20120312,tagmee.topn3,tango culture countries Tango music Culture Nation,0.1402
257,INEX_LD-20120312,tagmee.topn3.replace,Tango music Culture Nation,0.1262
258,INEX_LD-20120312,glove.topn3,tango culture countries flamenco dancing nations governments,0.1206
259,INEX_LD-20120312,word2vec.topn3.replace,milonga traditions nations countires coutries,0.1014
260,INEX_LD-20120321,-1,tango music  composers,0.4674
261,INEX_LD-20120321,bt_bing_arabic,Tango composers,0.4772
262,INEX_LD-20120321,bt_nllb_french,composers of tango,0.4772
263,INEX_LD-20120321,bt_nllb_german,Tango composers,0.4772
264,INEX_LD-20120321,bt_nllb_persian,Tangos are composers,0.4772
265,INEX_LD-20120321,bt_nllb_russian,The composers of the tango,0.4772
266,INEX_LD-20120321,sensedisambiguation,tango music composers composer,0.4727
267,INEX_LD-20120322,-1,tango music instruments,0.2193
268,INEX_LD-20120322,sensedisambiguation,tango music instruments musical instrument,0.2951
269,INEX_LD-20120322,sensedisambiguation.replace,tango music musical instrument,0.2218
270,INEX_LD-20120322,tagmee.topn3.replace,Tango music Musical instrument,0.2218
271,INEX_LD-20120322,bt_nllb_russian,Tangos and other musical instruments,0.2203
272,INEX_LD-20120331,-1,tango dance styles,0.485
273,INEX_LD-20120331,tagmee.topn3,tango dance styles Tango Tango,0.6099
274,INEX_LD-20120331,bt_nllb_french,dance of tango,0.5731
275,INEX_LD-20120331,conceptluster.topn5.3.bm25,tango dance styles tango,0.5699
276,INEX_LD-20120331,conceptluster.topn5.3.qld,tango dance styles tango,0.5699
277,INEX_LD-20120332,-1,tango dance history,0.2576
278,INEX_LD-20120332,tagmee.topn3.replace,Tango Tango History of dance,0.3566
279,INEX_LD-20120332,tagmee.topn3,tango dance history Tango Tango History of dance,0.3131
280,INEX_LD-20120332,stem.trunc5,tango dance histo,0.296
281,INEX_LD-20120411,-1,bicycle sport races,0.1711
282,INEX_LD-20120412,-1,bicycle sport disciplines,0.1167
283,INEX_LD-20120412,glove.topn3,bicycle sport disciplines bike aforementioned namely,0.1819
284,INEX_LD-20120412,sensedisambiguation,bicycle sport disciplines discipline,0.1509
285,INEX_LD-20120412,tagmee.topn3.replace,Bicycle Sport Olympic sports,0.1488
286,INEX_LD-20120412,conceptluster.topn5.3.bm25,bicycle sport disciplines olympic sports sport bicycle,0.1481
287,INEX_LD-20120412,conceptluster.topn5.3.qld,bicycle sport disciplines sport olympic sports bicycle,0.1481
288,INEX_LD-20120412,tagmee.topn3,bicycle sport disciplines Bicycle Sport Olympic sports,0.1481
289,INEX_LD-20120412,word2vec.topn3,bicycle sport disciplines bike football sub disciplines,0.1452
290,INEX_LD-20120421,-1,bicycle holiday towns,0.0131
291,INEX_LD-20120421,word2vec.topn3,bicycle holiday towns bike vacation busman cities villages,0.0482
292,INEX_LD-20120421,glove.topn3,bicycle holiday towns bike christmas villages cities,0.041
293,INEX_LD-20120421,conceptluster.topn5.3.bm25,bicycle holiday towns vacation bicycle,0.0214
294,INEX_LD-20120421,conceptluster.topn5.3.qld,bicycle holiday towns vacation bicycle,0.0214
295,INEX_LD-20120421,tagmee.topn3,bicycle holiday towns Bicycle Vacation,0.0214
296,INEX_LD-20120421,stem.lovins,bicycl holida town,0.0151
297,INEX_LD-20120422,-1,bicycle holiday nature,0.0146
298,INEX_LD-20120422,bt_bing_arabic,Nature Holiday Bikes,0.0824
299,INEX_LD-20120422,bt_bing_malay,The nature of bike holidays,0.0824
300,INEX_LD-20120422,bt_bing_persian,Nature Bike Holidays,0.0824
301,INEX_LD-20120422,bt_nllb_arabic,The nature of the bike holiday,0.0824
302,INEX_LD-20120422,bt_nllb_persian,The nature of the bike holiday,0.0824
303,INEX_LD-20120422,bt_bing_french,Cycling Holidays Nature,0.0686
304,INEX_LD-20120422,bt_bing_german,Cycling holidays nature,0.0686
305,INEX_LD-20120422,bt_nllb_tamil,Cycling holiday nature,0.0686
306,INEX_LD-20120422,wiki.topn3,bicycle holiday nature bicycles cycle types road cycles bicycle harvest festival christmas tree new year holiday nature life biosphere nature,0.0682
307,INEX_LD-20120422,wiki.topn3.replace,bicycles cycle types road cycles bicycle harvest festival christmas tree new year holiday nature life biosphere nature,0.0612
308,INEX_LD-20120422,bt_bing_russian,Cycling in nature,0.0602
309,INEX_LD-20120422,bt_nllb_russian,nature of cycling,0.0602
310,INEX_LD-20120422,word2vec.topn3,bicycle holiday nature bike vacation busman kind,0.0201
311,INEX_LD-20120422,stem.lovins,bicycl holida natur,0.0189
312,INEX_LD-20120431,-1,bicycle benefits health,0.0556
313,INEX_LD-20120431,wordnet.topn3,bicycle benefits health wheel pedal cycle gain welfare wellness,0.25
314,INEX_LD-20120431,wiki.topn3,bicycle benefits health bicycles cycle types road cycles bicycle quality life health promotion nutrition health quality life health promotion nutrition health,0.1
315,INEX_LD-20120431,bt_bing_malay,Health Benefits Bike,0.0714
316,INEX_LD-20120431,conceptluster.topn5.3.bm25,bicycle benefits health health bicycle,0.0625
317,INEX_LD-20120431,conceptluster.topn5.3.qld,bicycle benefits health health bicycle,0.0625
318,INEX_LD-20120431,tagmee.topn3,bicycle benefits health Bicycle Health Health,0.0625
319,INEX_LD-20120432,-1,bicycle benefits environment,0.2725
