,qid,order,query,qld.map
92,INEX_LD-2009039,stem.porter,roman architectur,0.2
93,INEX_LD-2009039,stem.porter2,roman architectur,0.2
94,INEX_LD-2009039,stem.sstemmer,roman architecture,0.2
95,INEX_LD-2009039,termluster.topn5.3.bm25,roman architecture,0.2
96,INEX_LD-2009039,termluster.topn5.3.qld,roman architecture,0.2
97,INEX_LD-2009039,thesaurus.topn3,roman architecture,0.2
98,INEX_LD-2009039,thesaurus.topn3.replace,roman architecture,0.2
99,INEX_LD-2009039,wiki.topn3,roman architecture outlinof classical architecture frigidarium peristyle ancient roman architecture,0.1605
100,INEX_LD-2009039,wordnet.topn3,roman architecture roman print papistical roman letters computer architecture,0.1048
101,INEX_LD-2009039,wiki.topn3.replace,outlinof classical architecture frigidarium peristyle ancient roman architecture,0.1026
102,INEX_LD-2009039,conceptnet.topn3,roman architecture column,0.0991
103,INEX_LD-2009039,anchor.topn3,roman architecture romanization mongolian nuko wąbrzeźno,0.0745
104,INEX_LD-2009039,word2vec.topn3,roman architecture etruscan,0.0495
105,INEX_LD-2009039,conceptnet.topn3.replace,roman column,0.0406
106,INEX_LD-2009039,sensedisambiguation,roman architecture computer architecture,0.0183
107,INEX_LD-2009039,stem.trunc4,roma arch,0.0179
108,INEX_LD-2009039,word2vec.topn3.replace,etruscan architecture,0.0143
109,INEX_LD-2009039,sensedisambiguation.replace,roman computer architecture,0.0051
110,INEX_LD-2009039,bertqe.topn10.bm25,like arrow anchor dart egganddart,0.0018
111,INEX_LD-2009039,relevancefeedback.topn10.bm25,roman architecture egganddart pennsylvania butler manassa museum mariazel histor perspect buckingham,0.0012
112,INEX_LD-2009039,relevancefeedback.topn10.qld,roman architecture pennsylvania object treasur trophi architectur carolina indiana,0.0009
113,INEX_LD-2009039,glove.topn3,roman architecture catholic catholics design,0.0007
114,INEX_LD-2009039,anchor.topn3.replace,romanization mongolian nuko wąbrzeźno architecture,0.0001
115,INEX_LD-2009039,stem.paicehusk,rom architect,0.0001
116,INEX_LD-2009039,bertqe.topn10.qld,similar decor vertic arrang hunt,0.0
117,INEX_LD-2009039,glove.topn3.replace,catholic catholics design,0.0
118,INEX_LD-2009039,stem.trunc5,roman archi,0.0
119,INEX_LD-2009039,wordnet.topn3.replace,R C papist roman type computer architecture,0.0
120,INEX_LD-2009053,-1,finland car industry manufacturer saab sisu,0.3034
121,INEX_LD-2009053,stem.lovins,finland car industr manufacturer saab sisu,0.4122
122,INEX_LD-2009053,bt_bing_tamil,Finland car industry manufacturer Saab Sisu,0.3034
123,INEX_LD-2009053,docluster.topn10.3.bm25,finland car industry manufacturer saab sisu,0.3034
124,INEX_LD-2009053,docluster.topn10.3.qld,finland car industry manufacturer saab sisu,0.3034
125,INEX_LD-2009053,original,finland car industry manufacturer saab sisu,0.3034
126,INEX_LD-2009053,rm3.topn10.10.0.5.bm25,finland car industry manufacturer saab sisu,0.3034
127,INEX_LD-2009053,rm3.topn10.10.0.5.qld,finland car industry manufacturer saab sisu,0.3034
128,INEX_LD-2009053,sensedisambiguation,finland car industry manufacturer saab sisu,0.3034
129,INEX_LD-2009053,sensedisambiguation.replace,finland car industry manufacturer saab sisu,0.3034
130,INEX_LD-2009053,stem.krovetz,finland car industry manufacturer saab sisu,0.3034
131,INEX_LD-2009053,stem.porter,finland car industri manufactur saab sisu,0.3034
132,INEX_LD-2009053,stem.porter2,finland car industri manufactur saab sisu,0.3034
133,INEX_LD-2009053,stem.sstemmer,finland car industry manufacturer saab sisu,0.3034
134,INEX_LD-2009053,termluster.topn5.3.bm25,finland car industry manufacturer saab sisu,0.3034
135,INEX_LD-2009053,termluster.topn5.3.qld,finland car industry manufacturer saab sisu,0.3034
136,INEX_LD-2009053,thesaurus.topn3,finland car industry manufacturer saab sisu,0.3034
137,INEX_LD-2009053,thesaurus.topn3.replace,finland car industry manufacturer saab sisu,0.3034
138,INEX_LD-2009053,bt_bing_french,Finnish car manufacturer Saab Sisu,0.2926
139,INEX_LD-2009053,bt_bing_german,Finnish car manufacturer Saab Sisu,0.2926
140,INEX_LD-2009053,bt_nllb_chinese_yue,Finnish car manufacturer Saab sisu,0.2926
141,INEX_LD-2009053,bt_nllb_french,Finnish car manufacturer saab sisu,0.2926
142,INEX_LD-2009053,bt_nllb_german,Finnish car manufacturer Saab sisu,0.2926
143,INEX_LD-2009053,bt_nllb_malay,Finnish car manufacturer saab sisu,0.2926
144,INEX_LD-2009053,bt_nllb_persian,Finnish car manufacturer Saab sisu,0.2926
145,INEX_LD-2009053,bt_nllb_swahili,Finnish car manufacturer saab sisu,0.2926
146,INEX_LD-2009053,stem.paicehusk,finland car industry manufact saab sisu,0.2785
147,INEX_LD-2009053,bt_bing_arabic,Finland manufacturer Saab Sisu,0.276
148,INEX_LD-2009053,anchor.topn3,finland car industry manufacturer saab sisu estonia lithuania norway mashti lc used car x turbo x drakens nalle sisu lahore iii kb,0.2412
149,INEX_LD-2009053,bt_bing_russian,Finnish automotive manufacturer Saab Sisu,0.2375
150,INEX_LD-2009053,bt_bing_malay,Finnish car industry manufacturer Saab Sisu,0.1889
151,INEX_LD-2009053,conceptluster.topn5.3.bm25,finland car industry manufacturer saab sisu sisu auto automotive industry saab automobile finland,0.1861
152,INEX_LD-2009053,conceptluster.topn5.3.qld,finland car industry manufacturer saab sisu saab automobile finland automotive industry sisu auto,0.1861
153,INEX_LD-2009053,conceptnet.topn3,finland car industry manufacturer saab sisu a country drive commercial enterprise food manufacturer saab monte carlo turbo a brand of car will finnish perseverance,0.1841
154,INEX_LD-2009053,bt_nllb_arabic,Finnish car manufacturing plant Sap Sisu,0.1739
155,INEX_LD-2009053,bt_bing_korean,Finnish automotive industry manufacturer Saab Sisu,0.1576
156,INEX_LD-2009053,bt_bing_swahili,Finnish auto industry manufacturer Saab Sisu,0.1565
157,INEX_LD-2009053,stem.trunc5,finla car indus manuf saab sisu,0.1521
158,INEX_LD-2009053,relevancefeedback.topn10.bm25,finland car industry manufacturer saab sisu patria motor automot associ,0.1398
159,INEX_LD-2009053,glove.topn3,finland car industry manufacturer saab sisu sweden finnish vehicle business maker volvo http www statoil com mangxamba localweather,0.1366
160,INEX_LD-2009053,wiki.topn3,finland car industry manufacturer saab sisu finnish speaking countries territories finland states territories established finland list automobilmanufacturers daimler ag vehiclidentification number automotive industry list automobilmanufacturers daimler ag vehiclidentification number automotive industry car manufacturers sweden motor vehicle manufacturers sweden saab saab automobile sisu motor vehicle manufacturers finland sisu ra ds sisu auto,0.1282
161,INEX_LD-2009053,relevancefeedback.topn10.qld,finland car industry manufacturer saab sisu motor patria automot sweden,0.1245
162,INEX_LD-2009053,stem.trunc4,finl car indu manu saab sisu,0.123
163,INEX_LD-2009053,word2vec.topn3,finland car industry manufacturer saab sisu sweden norway scandinavia automobile vehicle industy maker supplier maruti rafi virk Finnishness perkele suomalainen,0.1172
164,INEX_LD-2009053,tagmee.topn3,finland car industry manufacturer saab sisu Finland Automotive industry Automotive industry Saab Automobile Sisu Auto,0.1105
165,INEX_LD-2009053,wordnet.topn3.replace,Suomi Republic of Finland railway car motorcar elevator car diligence producer manufacturing business maker saab sisu,0.0959
166,INEX_LD-2009053,bt_nllb_russian,Finnish manufacturer of automotive industry Saab Suzi,0.075
167,INEX_LD-2009053,wordnet.topn3,finland car industry manufacturer saab sisu Republic of Finland Suomi machine railroad car motorcar manufacture manufacturing business maker,0.0649
168,INEX_LD-2009053,wiki.topn3.replace,finnish speaking countries territories finland states territories established finland list automobilmanufacturers daimler ag vehiclidentification number automotive industry list automobilmanufacturers daimler ag vehiclidentification number automotive industry car manufacturers sweden motor vehicle manufacturers sweden saab saab automobile sisu motor vehicle manufacturers finland sisu ra ds sisu auto,0.0643
169,INEX_LD-2009053,bt_nllb_tamil,Sappha Sysu Finnish automotive manufacturer,0.0563
170,INEX_LD-2009053,conceptnet.topn3.replace,a country drive commercial enterprise food manufacturer saab monte carlo turbo a brand of car will finnish perseverance,0.0464
171,INEX_LD-2009053,bt_bing_chinese_simplified,Sabosisu a Finnish manufacturer of the automotive industry,0.0442
172,INEX_LD-2009053,bt_bing_persian,Finland subcisso automobile manufacturer,0.0321
173,INEX_LD-2009053,anchor.topn3.replace,estonia lithuania norway mashti lc used car industry manufacturer x turbo x drakens nalle sisu lahore iii kb,0.027
174,INEX_LD-2009053,tagmee.topn3.replace,Finland Automotive industry Automotive industry Saab Automobile Sisu Auto,0.0255
175,INEX_LD-2009053,bt_nllb_korean,Finnish car manufacturer Sava Saassu,0.0113
176,INEX_LD-2009053,glove.topn3.replace,sweden finnish vehicle business maker volvo http www statoil com mangxamba localweather,0.0017
177,INEX_LD-2009053,bertqe.topn10.bm25,compani establish automot compani,0.0
178,INEX_LD-2009053,bertqe.topn10.qld,compani establish automot compani,0.0
179,INEX_LD-2009053,word2vec.topn3.replace,sweden norway scandinavia automobile vehicle industy maker supplier maruti rafi virk Finnishness perkele suomalainen,0.0
180,INEX_LD-2009061,-1,france second world war normandy,0.1967
181,INEX_LD-2009061,relevancefeedback.topn10.qld,france second world war normandy commando beach bridg cemeteri divis caen battl,0.2742
182,INEX_LD-2009061,sensedisambiguation,france second world worldly concern war normandy normandie,0.2104
183,INEX_LD-2009061,bt_bing_malay,France of the Second World War Normandy,0.1967
184,INEX_LD-2009061,bt_nllb_french,France Second World War Normandy,0.1967
185,INEX_LD-2009061,bt_nllb_german,France Second World War Normandy,0.1967
186,INEX_LD-2009061,bt_nllb_malay,France Second World War Normandy,0.1967
187,INEX_LD-2009061,bt_nllb_persian,France the Second World War Normandy,0.1967
188,INEX_LD-2009061,bt_nllb_russian,France Second World War Normandy,0.1967
189,INEX_LD-2009061,bt_nllb_swahili,France Second World War Normandy,0.1967
190,INEX_LD-2009061,docluster.topn10.3.bm25,france second world war normandy,0.1967
191,INEX_LD-2009061,docluster.topn10.3.qld,france second world war normandy,0.1967
192,INEX_LD-2009061,original,france second world war normandy,0.1967
193,INEX_LD-2009061,rm3.topn10.10.0.5.bm25,france second world war normandy,0.1967
194,INEX_LD-2009061,rm3.topn10.10.0.5.qld,france second world war normandy,0.1967
195,INEX_LD-2009061,stem.krovetz,france second world war normandy,0.1967
196,INEX_LD-2009061,stem.porter,franc second world war normandi,0.1967
197,INEX_LD-2009061,stem.porter2,franc second world war normandi,0.1967
198,INEX_LD-2009061,stem.sstemmer,france second world war normandy,0.1967
199,INEX_LD-2009061,termluster.topn5.3.bm25,france second world war normandy,0.1967
200,INEX_LD-2009061,termluster.topn5.3.qld,france second world war normandy,0.1967
201,INEX_LD-2009061,thesaurus.topn3,france second world war normandy,0.1967
202,INEX_LD-2009061,thesaurus.topn3.replace,france second world war normandy,0.1967
203,INEX_LD-2009061,bertqe.topn10.qld,oper neptun militari histori normandi,0.1854
204,INEX_LD-2009061,conceptluster.topn5.3.bm25,france second world war normandy france world war ii operation overlord,0.1611
205,INEX_LD-2009061,conceptluster.topn5.3.qld,france second world war normandy world war ii france operation overlord,0.1611
206,INEX_LD-2009061,relevancefeedback.topn10.bm25,france second world war normandy commando beach divis batteri bridg oper,0.1571
207,INEX_LD-2009061,wiki.topn3,france second world war normandy france southern europe italy france wars involving luxembourg wars involving poland wars involving netherlands world war ii wars involving luxembourg wars involving poland wars involving netherlands world war ii operation neptune normandy landings invasion normandy operation overlord,0.1398
208,INEX_LD-2009061,tagmee.topn3,france second world war normandy France World War II World War II Operation Overlord,0.1116
209,INEX_LD-2009061,wiki.topn3.replace,france southern europe italy france wars involving luxembourg wars involving poland wars involving netherlands world war ii wars involving luxembourg wars involving poland wars involving netherlands world war ii operation neptune normandy landings invasion normandy operation overlord,0.11
210,INEX_LD-2009061,bt_bing_arabic,France World War II Normandy,0.1023
211,INEX_LD-2009061,bt_bing_chinese_simplified,France World War II Normandy,0.1023
212,INEX_LD-2009061,bt_bing_french,France World War II Normandy,0.1023
213,INEX_LD-2009061,bt_bing_german,France World War II Normandy,0.1023
214,INEX_LD-2009061,bt_bing_persian,France World War II Normandy,0.1023
215,INEX_LD-2009061,bt_bing_russian,France World War II Normandy,0.1023
216,INEX_LD-2009061,bt_bing_tamil,France World War II Normandy,0.1023
217,INEX_LD-2009061,bt_nllb_tamil,France World War II Normandy,0.1023
218,INEX_LD-2009061,bt_nllb_chinese_yue,France World War II Normandy and the French,0.0912
219,INEX_LD-2009061,sensedisambiguation.replace,france second worldly concern war normandie,0.0766
220,INEX_LD-2009061,bt_bing_korean,French World War II Normandy,0.076
221,INEX_LD-2009061,bt_bing_swahili,French World War II Normandy,0.076
222,INEX_LD-2009061,conceptnet.topn3,france second world war normandy country Paris first minute rank battle,0.0722
223,INEX_LD-2009061,bt_nllb_korean,France during World War II Normandy,0.069
224,INEX_LD-2009061,bt_nllb_arabic,France World War II Normandy and the French and Indian War,0.0638
225,INEX_LD-2009061,stem.paicehusk,frant second world war normandy,0.0613
226,INEX_LD-2009061,tagmee.topn3.replace,France World War II World War II Operation Overlord,0.0587
227,INEX_LD-2009061,word2vec.topn3,france second world war normandy germany europe britain third fourth fifth globe country conflict d day stalingrad jutland,0.0394
228,INEX_LD-2009061,glove.topn3,france second world war normandy french paris third fourth time ever conflict d day brittany,0.0359
229,INEX_LD-2009061,conceptnet.topn3.replace,country Paris first minute rank world battle normandy,0.028
230,INEX_LD-2009061,anchor.topn3,france second world war normandy roumier robert rortai isler béguin second destin third first world list pekōrya mou war theori wars jeanlucjosset,0.0154
231,INEX_LD-2009061,wordnet.topn3,france second world war normandy Jacques Anatole Francois Thibault French Republic arcsecond instant indorsement human race humans existence warfare state of war,0.009
232,INEX_LD-2009061,anchor.topn3.replace,roumier robert rortai isler béguin second destin third first world list pekōrya mou war theori wars jeanlucjosset normandy,0.0069
233,INEX_LD-2009061,word2vec.topn3.replace,germany europe britain third fourth fifth globe country conflict d day stalingrad jutland,0.0062
234,INEX_LD-2009061,bertqe.topn10.bm25,structur calvado depart transport lower,0.0026
235,INEX_LD-2009061,glove.topn3.replace,french paris third fourth time ever conflict d day brittany,0.0004
236,INEX_LD-2009061,stem.lovins,franc secons world war normand,0.0
237,INEX_LD-2009061,stem.trunc4,fran seco worl war norm,0.0
238,INEX_LD-2009061,stem.trunc5,franc secon world war norma,0.0
239,INEX_LD-2009061,wordnet.topn3.replace,Jacques Anatole Francois Thibault Anatole France arcsecond instant secondly populace mankind reality state of war warfare normandy,0.0
240,INEX_LD-2009062,-1,social network group selection,0.1094
241,INEX_LD-2009062,bt_bing_chinese_simplified,Social network group selection,0.1094
242,INEX_LD-2009062,bt_bing_german,Group selection on social networks,0.1094
243,INEX_LD-2009062,bt_bing_malay,Selection of social network groups,0.1094
244,INEX_LD-2009062,bt_bing_persian,Select Social Network Group,0.1094
245,INEX_LD-2009062,bt_bing_swahili,Social Network Group Selection,0.1094
246,INEX_LD-2009062,bt_bing_tamil,Social Network Group Selection,0.1094
247,INEX_LD-2009062,bt_nllb_french,selection of social network group,0.1094
248,INEX_LD-2009062,bt_nllb_german,Selection of groups in the social network,0.1094
249,INEX_LD-2009062,bt_nllb_russian,selection of groups in social networks,0.1094
250,INEX_LD-2009062,bt_nllb_tamil,Social networking group selection,0.1094
251,INEX_LD-2009062,conceptluster.topn5.3.bm25,social network group selection social network group selection,0.1094
252,INEX_LD-2009062,conceptluster.topn5.3.qld,social network group selection group selection social network,0.1094
253,INEX_LD-2009062,docluster.topn10.3.bm25,social network group selection,0.1094
254,INEX_LD-2009062,docluster.topn10.3.qld,social network group selection,0.1094
255,INEX_LD-2009062,original,social network group selection,0.1094
256,INEX_LD-2009062,rm3.topn10.10.0.5.bm25,social network group selection,0.1094
257,INEX_LD-2009062,rm3.topn10.10.0.5.qld,social network group selection,0.1094
258,INEX_LD-2009062,stem.krovetz,social network group selection,0.1094
259,INEX_LD-2009062,stem.porter,social network group select,0.1094
260,INEX_LD-2009062,stem.porter2,social network group select,0.1094
261,INEX_LD-2009062,stem.sstemmer,social network group selection,0.1094
262,INEX_LD-2009062,tagmee.topn3,social network group selection Social network Group selection,0.1094
263,INEX_LD-2009062,tagmee.topn3.replace,Social network Group selection,0.1094
264,INEX_LD-2009062,termluster.topn5.3.bm25,social network group selection,0.1094
265,INEX_LD-2009062,termluster.topn5.3.qld,social network group selection,0.1094
266,INEX_LD-2009062,thesaurus.topn3,social network group selection,0.1094
267,INEX_LD-2009062,thesaurus.topn3.replace,social network group selection,0.1094
268,INEX_LD-2009062,sensedisambiguation.replace,social network group survival,0.1044
269,INEX_LD-2009062,wordnet.topn3,social network group selection societal sociable meshwork electronic network mathematical group radical pick survival choice,0.0685
270,INEX_LD-2009062,bt_nllb_chinese_yue,Social media is a group,0.0604
271,INEX_LD-2009062,relevancefeedback.topn10.qld,social network group selection lake forum conflict,0.047
272,INEX_LD-2009062,bt_nllb_malay,Choice of social networking group,0.0397
273,INEX_LD-2009062,anchor.topn3,social network group selection dødningen trolley skills soci zimzen octeon networking dns sd plutt group missak carreden paratopolog tboc,0.0339
274,INEX_LD-2009062,sensedisambiguation,social network group selection survival,0.0288
275,INEX_LD-2009062,bt_bing_arabic,Choosing a social network group,0.0211
276,INEX_LD-2009062,bt_bing_korean,Choosing a social network group,0.0211
277,INEX_LD-2009062,bt_nllb_arabic,Choosing social network groups,0.0211
278,INEX_LD-2009062,bt_nllb_korean,Choose a social network group,0.0211
279,INEX_LD-2009062,bt_nllb_swahili,Choosing a social networking group,0.0211
280,INEX_LD-2009062,bt_bing_french,Selecting a Social Media Group,0.0147
281,INEX_LD-2009062,stem.lovins,soc network group select,0.0105
282,INEX_LD-2009062,stem.paicehusk,soc network group select,0.0105
283,INEX_LD-2009062,bt_bing_russian,Choosing a social media group,0.0087
284,INEX_LD-2009062,bt_nllb_persian,Choosing a social media group,0.0087
285,INEX_LD-2009062,conceptnet.topn3,social network group selection party crowd band class,0.0048
286,INEX_LD-2009062,relevancefeedback.topn10.bm25,social network group selection model educ fund connotea public commun european univers,0.0048
287,INEX_LD-2009062,wiki.topn3,social network group selection network theory complex systems theory collectivintelligence social network evolutionary ecology group selection book unit selection group selection,0.0018
288,INEX_LD-2009062,wordnet.topn3.replace,mixer societal sociable mesh meshwork electronic network radical aggroup option survival of the fittest,0.001
289,INEX_LD-2009062,word2vec.topn3,social network group selection economic political cultural organization,0.0009
290,INEX_LD-2009062,wiki.topn3.replace,network theory complex systems theory collectivintelligence social network evolutionary ecology group selection book unit selection group selection,0.0007
291,INEX_LD-2009062,anchor.topn3.replace,dødningen trolley skills soci zimzen octeon networking dns sd plutt group missak carreden paratopolog tboc,0.0
292,INEX_LD-2009062,bertqe.topn10.bm25,pheeg softskil orient train program,0.0
293,INEX_LD-2009062,bertqe.topn10.qld,commun theori complex system theori,0.0
294,INEX_LD-2009062,conceptnet.topn3.replace,party network crowd band class selection,0.0
295,INEX_LD-2009062,glove.topn3,social network group selection welfare context cable members,0.0
296,INEX_LD-2009062,glove.topn3.replace,welfare context cable members selection,0.0
297,INEX_LD-2009062,stem.trunc4,soci netw grou sele,0.0
298,INEX_LD-2009062,stem.trunc5,socia netwo group selec,0.0
299,INEX_LD-2009062,word2vec.topn3.replace,economic political cultural network organization selection,0.0
300,INEX_LD-2009063,-1,D-Day normandy invasion,0.1245
301,INEX_LD-2009063,sensedisambiguation,D Day normandy normandie invasion,0.1532
302,INEX_LD-2009063,wiki.topn3,d day normandy invasion invasion normandy operation overlord battle caen normandy landings operation neptune normandy landings invasion normandy operation overlord omaha beach normandy landings utah beach invasion normandy,0.1519
303,INEX_LD-2009063,wiki.topn3.replace,invasion normandy operation overlord battle caen normandy landings operation neptune normandy landings invasion normandy operation overlord omaha beach normandy landings utah beach invasion normandy,0.1457
304,INEX_LD-2009063,conceptluster.topn5.3.bm25,d day normandy invasion invasion normandy normandy landings operation overlord,0.1418
305,INEX_LD-2009063,conceptluster.topn5.3.qld,d day normandy invasion invasion normandy normandy landings operation overlord,0.1418
