,qid,order,query,qld.recip_rank
38,INEX_LD-2009039,stem.paicehusk,rom architect,0.0101
39,INEX_LD-2009039,bertqe.topn10.qld,similar decor vertic arrang hunt,0.0
40,INEX_LD-2009039,glove.topn3.replace,catholic catholics design,0.0
41,INEX_LD-2009039,stem.trunc5,roman archi,0.0
42,INEX_LD-2009039,wordnet.topn3.replace,R C papist roman type computer architecture,0.0
43,INEX_LD-2009053,-1,finland car industry manufacturer saab sisu,0.3333
44,INEX_LD-2009053,bt_bing_persian,Finland subcisso automobile manufacturer,0.25
45,INEX_LD-2009053,glove.topn3,finland car industry manufacturer saab sisu sweden finnish vehicle business maker volvo http www statoil com mangxamba localweather,0.2
46,INEX_LD-2009053,word2vec.topn3,finland car industry manufacturer saab sisu sweden norway scandinavia automobile vehicle industy maker supplier maruti rafi virk Finnishness perkele suomalainen,0.1429
47,INEX_LD-2009053,wordnet.topn3.replace,Suomi Republic of Finland railway car motorcar elevator car diligence producer manufacturing business maker saab sisu,0.125
48,INEX_LD-2009053,bt_nllb_korean,Finnish car manufacturer Sava Saassu,0.1111
49,INEX_LD-2009053,tagmee.topn3.replace,Finland Automotive industry Automotive industry Saab Automobile Sisu Auto,0.1111
50,INEX_LD-2009053,glove.topn3.replace,sweden finnish vehicle business maker volvo http www statoil com mangxamba localweather,0.0435
51,INEX_LD-2009053,bertqe.topn10.bm25,compani establish automot compani,0.0
52,INEX_LD-2009053,bertqe.topn10.qld,compani establish automot compani,0.0
53,INEX_LD-2009053,word2vec.topn3.replace,sweden norway scandinavia automobile vehicle industy maker supplier maruti rafi virk Finnishness perkele suomalainen,0.0
54,INEX_LD-2009061,-1,france second world war normandy,1.0
55,INEX_LD-2009061,bt_bing_korean,French World War II Normandy,0.5
56,INEX_LD-2009061,bt_bing_swahili,French World War II Normandy,0.5
57,INEX_LD-2009061,bt_nllb_arabic,France World War II Normandy and the French and Indian War,0.5
58,INEX_LD-2009061,bt_nllb_chinese_yue,France World War II Normandy and the French,0.5
59,INEX_LD-2009061,sensedisambiguation.replace,france second worldly concern war normandie,0.5
60,INEX_LD-2009061,tagmee.topn3.replace,France World War II World War II Operation Overlord,0.5
61,INEX_LD-2009061,bt_nllb_korean,France during World War II Normandy,0.3333
62,INEX_LD-2009061,word2vec.topn3.replace,germany europe britain third fourth fifth globe country conflict d day stalingrad jutland,0.3333
63,INEX_LD-2009061,conceptnet.topn3,france second world war normandy country Paris first minute rank battle,0.25
64,INEX_LD-2009061,stem.paicehusk,frant second world war normandy,0.25
65,INEX_LD-2009061,glove.topn3,france second world war normandy french paris third fourth time ever conflict d day brittany,0.2
66,INEX_LD-2009061,bertqe.topn10.bm25,structur calvado depart transport lower,0.1667
67,INEX_LD-2009061,conceptnet.topn3.replace,country Paris first minute rank world battle normandy,0.1667
68,INEX_LD-2009061,anchor.topn3,france second world war normandy roumier robert rortai isler béguin second destin third first world list pekōrya mou war theori wars jeanlucjosset,0.1429
69,INEX_LD-2009061,wordnet.topn3,france second world war normandy Jacques Anatole Francois Thibault French Republic arcsecond instant indorsement human race humans existence warfare state of war,0.1111
70,INEX_LD-2009061,anchor.topn3.replace,roumier robert rortai isler béguin second destin third first world list pekōrya mou war theori wars jeanlucjosset normandy,0.0385
71,INEX_LD-2009061,glove.topn3.replace,french paris third fourth time ever conflict d day brittany,0.0233
72,INEX_LD-2009061,stem.lovins,franc secons world war normand,0.0
73,INEX_LD-2009061,stem.trunc4,fran seco worl war norm,0.0
74,INEX_LD-2009061,stem.trunc5,franc secon world war norma,0.0
75,INEX_LD-2009061,wordnet.topn3.replace,Jacques Anatole Francois Thibault Anatole France arcsecond instant secondly populace mankind reality state of war warfare normandy,0.0
76,INEX_LD-2009062,-1,social network group selection,0.1667
77,INEX_LD-2009062,bt_bing_russian,Choosing a social media group,0.1429
78,INEX_LD-2009062,bt_nllb_persian,Choosing a social media group,0.1429
79,INEX_LD-2009062,conceptnet.topn3,social network group selection party crowd band class,0.0909
80,INEX_LD-2009062,relevancefeedback.topn10.bm25,social network group selection model educ fund connotea public commun european univers,0.0714
81,INEX_LD-2009062,bt_nllb_malay,Choice of social networking group,0.0667
82,INEX_LD-2009062,anchor.topn3,social network group selection dødningen trolley skills soci zimzen octeon networking dns sd plutt group missak carreden paratopolog tboc,0.0435
83,INEX_LD-2009062,bt_bing_arabic,Choosing a social network group,0.0385
84,INEX_LD-2009062,bt_bing_korean,Choosing a social network group,0.0385
85,INEX_LD-2009062,bt_nllb_arabic,Choosing social network groups,0.0385
86,INEX_LD-2009062,bt_nllb_korean,Choose a social network group,0.0385
87,INEX_LD-2009062,bt_nllb_swahili,Choosing a social networking group,0.0385
88,INEX_LD-2009062,sensedisambiguation,social network group selection survival,0.0385
89,INEX_LD-2009062,wiki.topn3,social network group selection network theory complex systems theory collectivintelligence social network evolutionary ecology group selection book unit selection group selection,0.0345
90,INEX_LD-2009062,wordnet.topn3.replace,mixer societal sociable mesh meshwork electronic network radical aggroup option survival of the fittest,0.0196
91,INEX_LD-2009062,word2vec.topn3,social network group selection economic political cultural organization,0.0172
92,INEX_LD-2009062,wiki.topn3.replace,network theory complex systems theory collectivintelligence social network evolutionary ecology group selection book unit selection group selection,0.0135
93,INEX_LD-2009062,anchor.topn3.replace,dødningen trolley skills soci zimzen octeon networking dns sd plutt group missak carreden paratopolog tboc,0.0
94,INEX_LD-2009062,bertqe.topn10.bm25,pheeg softskil orient train program,0.0
95,INEX_LD-2009062,bertqe.topn10.qld,commun theori complex system theori,0.0
96,INEX_LD-2009062,conceptnet.topn3.replace,party network crowd band class selection,0.0
97,INEX_LD-2009062,glove.topn3,social network group selection welfare context cable members,0.0
98,INEX_LD-2009062,glove.topn3.replace,welfare context cable members selection,0.0
99,INEX_LD-2009062,stem.trunc4,soci netw grou sele,0.0
100,INEX_LD-2009062,stem.trunc5,socia netwo group selec,0.0
101,INEX_LD-2009062,word2vec.topn3.replace,economic political cultural network organization selection,0.0
102,INEX_LD-2009063,-1,D-Day normandy invasion,1.0
103,INEX_LD-2009063,anchor.topn3.replace,d day overlord italy salerno normandy elongatopothyn chlorotocella sorosporium,0.5
104,INEX_LD-2009063,stem.paicehusk,d day normandy invas,0.2
105,INEX_LD-2009063,stem.porter,d dai normandi invas,0.2
106,INEX_LD-2009063,stem.porter2,d day normandi invas,0.2
107,INEX_LD-2009063,bt_nllb_chinese_yue,The Norman invasion of D Day,0.1429
108,INEX_LD-2009063,bt_nllb_tamil,The D Day Norman invasion,0.1429
109,INEX_LD-2009063,wordnet.topn3.replace,June normandy intrusion encroachment,0.0588
110,INEX_LD-2009063,bertqe.topn10.bm25,histori normandi visitor attract lower,0.04
111,INEX_LD-2009063,bertqe.topn10.qld,structur calvado depart transport lower,0.0
112,INEX_LD-2009063,stem.lovins,d day normand invas,0.0
113,INEX_LD-2009063,stem.trunc4,d day norm inva,0.0
114,INEX_LD-2009063,stem.trunc5,d day norma invas,0.0
115,INEX_LD-2009074,-1,web ranking scoring algorithm,1.0
116,INEX_LD-2009074,conceptluster.topn5.3.bm25,web ranking scoring algorithm scoring algorithm,0.5
117,INEX_LD-2009074,conceptluster.topn5.3.qld,web ranking scoring algorithm scoring algorithm,0.5
118,INEX_LD-2009074,conceptnet.topn3,web ranking scoring algorithm spider internet marking playing sport,0.5
119,INEX_LD-2009074,conceptnet.topn3.replace,spider internet ranking marking playing sport algorithm,0.5
120,INEX_LD-2009074,relevancefeedback.topn10.qld,web ranking scoring algorithm rank aim googl browser cluster server search spam learn,0.5
121,INEX_LD-2009074,tagmee.topn3,web ranking scoring algorithm Scoring algorithm,0.5
122,INEX_LD-2009074,word2vec.topn3.replace,internet web based ranking scoring algorith,0.3333
123,INEX_LD-2009074,bertqe.topn10.qld,softwar onlin compani semant web,0.25
124,INEX_LD-2009074,sensedisambiguation,web world wide web ranking rate scoring grade algorithm,0.25
125,INEX_LD-2009074,tagmee.topn3.replace,Scoring algorithm,0.25
126,INEX_LD-2009074,bt_bing_malay,web position scoring algorithm,0.2
127,INEX_LD-2009074,wiki.topn3,web ranking scoring algorithm kent distribution fisher consistency method moments statistics scoring algorithm,0.1
128,INEX_LD-2009074,bt_bing_swahili,Web level scoring algorithm,0.0833
129,INEX_LD-2009074,bt_nllb_russian,algorithm for rating of websites,0.0833
130,INEX_LD-2009074,stem.trunc4,web rank scor algo,0.0417
131,INEX_LD-2009074,sensedisambiguation.replace,world wide web rate grade algorithm,0.04
132,INEX_LD-2009074,anchor.topn3,web ranking scoring algorithm wwww design access thumb a mu law lbg log n,0.0385
133,INEX_LD-2009074,wiki.topn3.replace,kent distribution fisher consistency method moments statistics scoring algorithm,0.0244
134,INEX_LD-2009074,anchor.topn3.replace,wwww design access thumb a ranking scoring mu law lbg log n,0.0
135,INEX_LD-2009074,bertqe.topn10.bm25,voic qualiti voiceband,0.0
136,INEX_LD-2009074,bt_nllb_german,The following is the list of the categories of users of the service,0.0
137,INEX_LD-2009074,glove.topn3.replace,internet online top scoring computation,0.0
138,INEX_LD-2009074,stem.trunc5,web ranki scori algor,0.0
139,INEX_LD-2009096,-1,Eiffel,1.0
140,INEX_LD-2009096,word2vec.topn3,eiffel hanoi tower martello,0.5
141,INEX_LD-2009096,anchor.topn3,eiffel friedrich clemens gerk aviméta wilshiregrand,0.25
142,INEX_LD-2009096,conceptnet.topn3,eiffel Alexandre Gustave Eiffel standardize a pure object oriented programming language,0.1429
143,INEX_LD-2009096,bt_nllb_french,The Eiffel fire,0.125
144,INEX_LD-2009096,anchor.topn3.replace,friedrich clemens gerk aviméta wilshiregrand,0.0769
145,INEX_LD-2009096,conceptnet.topn3.replace,Alexandre Gustave Eiffel standardize a pure object oriented programming language,0.0588
146,INEX_LD-2009096,glove.topn3.replace,tower stk,0.0111
147,INEX_LD-2009096,bertqe.topn10.bm25,categori sexual orient paraphilia similarentitynam,0.0
148,INEX_LD-2009096,bertqe.topn10.qld,objectophil objectophilia objectophilia wed objectum,0.0
149,INEX_LD-2009096,bt_nllb_arabic,I m not,0.0
150,INEX_LD-2009096,bt_nllb_chinese_yue,I m not sure,0.0
151,INEX_LD-2009096,bt_nllb_german,Eggs,0.0
152,INEX_LD-2009096,bt_nllb_korean,The Epel,0.0
153,INEX_LD-2009096,bt_nllb_persian,I m going to the hospital,0.0
154,INEX_LD-2009096,bt_nllb_tamil,the ifel,0.0
155,INEX_LD-2009096,stem.trunc4,eiff,0.0
156,INEX_LD-2009096,stem.trunc5,eiffe,0.0
157,INEX_LD-2009096,tagmee.topn3.replace,,0.0
158,INEX_LD-2009096,wiki.topn3.replace,,0.0
159,INEX_LD-2009096,word2vec.topn3.replace,hanoi tower martello,0.0
160,INEX_LD-2009111,-1,europe solar power facility,1.0
161,INEX_LD-2009111,anchor.topn3,europe solar power facility ventotto e u accentr ztj moeba atj schnitzelplatz schnitzelpl leka,0.5
162,INEX_LD-2009111,bertqe.topn10.bm25,solar power countri attribut label,0.5
163,INEX_LD-2009111,bt_bing_swahili,European Solar Power Station,0.5
164,INEX_LD-2009111,glove.topn3.replace,european asia photovoltaic geothermal control addition,0.5
165,INEX_LD-2009111,stem.lovins,europ sol power facil,0.5
166,INEX_LD-2009111,bt_nllb_swahili,Europe solar power station,0.3333
167,INEX_LD-2009111,bertqe.topn10.qld,categori solar power unit state,0.2
168,INEX_LD-2009111,bt_bing_korean,Solar power generation facilities in Europe,0.2
169,INEX_LD-2009111,wordnet.topn3,europe solar power facility European Economic Community EEC European Union might great power ability installation quickness,0.1667
170,INEX_LD-2009111,conceptnet.topn3.replace,a kingdom continent a castle sun energy power arboretum artifact menagerie,0.0556
171,INEX_LD-2009111,wordnet.topn3.replace,Common Market European Economic Community solar index top executive ability adroitness deftness,0.0312
172,INEX_LD-2009111,anchor.topn3.replace,ventotto e u accentr ztj moeba atj schnitzelplatz schnitzelpl leka facility,0.0
173,INEX_LD-2009111,bt_nllb_french,The European Union,0.0
174,INEX_LD-2009111,stem.paicehusk,europ sol pow facil,0.0
175,INEX_LD-2009111,stem.trunc4,euro sola powe faci,0.0
176,INEX_LD-2009115,-1,virtual museums,1.0
177,INEX_LD-2009115,word2vec.topn3,virtual museums non virtual real musuems,0.5
178,INEX_LD-2009115,anchor.topn3,virtual museums virtualization implement groups perform virtualization amd,0.2
179,INEX_LD-2009115,anchor.topn3.replace,virtualization implement groups perform virtualization amd museums,0.1667
180,INEX_LD-2009115,conceptnet.topn3,virtual museums art popular travel destinations,0.0833
181,INEX_LD-2009115,word2vec.topn3.replace,non virtual real musuems,0.0385
182,INEX_LD-2009115,stem.paicehusk,virt museum,0.0106
183,INEX_LD-2009115,bertqe.topn10.bm25,participatori exhibit space fine artist,0.0
184,INEX_LD-2009115,bertqe.topn10.qld,tohelp make art more access,0.0
185,INEX_LD-2009115,bt_nllb_malay,The Mayan Museum,0.0
186,INEX_LD-2009115,conceptnet.topn3.replace,virtual art popular travel destinations,0.0
187,INEX_LD-2009115,glove.topn3,virtual museums cyberspace allows galleries,0.0
188,INEX_LD-2009115,glove.topn3.replace,cyberspace allows galleries,0.0
189,INEX_LD-2009115,stem.lovins,virtu museum,0.0
190,INEX_LD-2009115,stem.trunc4,virt muse,0.0
191,INEX_LD-2009115,stem.trunc5,virtu museu,0.0
192,INEX_LD-2009115,tagmee.topn3.replace,,0.0
193,INEX_LD-2009115,wiki.topn3.replace,,0.0
194,INEX_LD-2009115,wordnet.topn3.replace,practical museums,0.0
195,INEX_LD-2010004,-1,Indian food,1.0
196,INEX_LD-2010004,glove.topn3,indian food india pakistani supplies,0.3333
197,INEX_LD-2010004,conceptnet.topn3,indian food chief native cake plate rice,0.25
198,INEX_LD-2010004,wordnet.topn3,indian food American Indian language Amerindic Red Indian food for thought solid food nutrient,0.2
199,INEX_LD-2010004,stem.trunc5,india food,0.1667
200,INEX_LD-2010004,wordnet.topn3.replace,Amerindic American Indian language solid food food for thought,0.1667
201,INEX_LD-2010004,anchor.topn3,indian food waipawan mangaorapan sah ku me hu wassamasaw neophobia food foods cross solfar,0.1111
202,INEX_LD-2010004,word2vec.topn3,indian food india non indian foodstuffs,0.1
203,INEX_LD-2010004,relevancefeedback.topn10.qld,indian food stouffer rice univers prayer islam,0.0909
204,INEX_LD-2010004,bertqe.topn10.bm25,categori write media indian cultur,0.05
205,INEX_LD-2010004,stem.trunc4,indi food,0.0357
206,INEX_LD-2010004,anchor.topn3.replace,waipawan mangaorapan sah ku me hu wassamasaw neophobia food foods cross solfar,0.0167
207,INEX_LD-2010004,conceptnet.topn3.replace,chief native cake plate rice,0.0154
208,INEX_LD-2010004,bertqe.topn10.qld,parbhani agricultur univers colleg maharashtra,0.0
209,INEX_LD-2010004,glove.topn3.replace,india pakistani supplies,0.0
210,INEX_LD-2010004,stem.lovins,ind food,0.0
211,INEX_LD-2010004,stem.paicehusk,ind food,0.0
212,INEX_LD-2010004,tagmee.topn3.replace,,0.0
213,INEX_LD-2010004,wiki.topn3.replace,,0.0
214,INEX_LD-2010004,word2vec.topn3.replace,india non indian foodstuffs,0.0
215,INEX_LD-2010014,-1,composer museum,0.1667
216,INEX_LD-2010014,glove.topn3,composer museum musician pianist exhibit,0.1429
217,INEX_LD-2010014,bt_bing_tamil,Music Composer Museum,0.0769
218,INEX_LD-2010014,bt_nllb_swahili,museums of the writer,0.0769
219,INEX_LD-2010014,bt_nllb_chinese_yue,The Musicians Museum,0.0714
220,INEX_LD-2010014,bt_nllb_persian,The Musical Museum,0.0385
221,INEX_LD-2010014,bt_nllb_tamil,The Musical Museum,0.0385
222,INEX_LD-2010014,bt_bing_swahili,Composer s Museum,0.0286
223,INEX_LD-2010014,bt_nllb_german,The composer s museum,0.0286
224,INEX_LD-2010014,bt_nllb_korean,The composer s museum,0.0286
225,INEX_LD-2010014,bt_nllb_malay,The Composer s Museum,0.0286
226,INEX_LD-2010014,bt_nllb_arabic,The Museum of the Author,0.025
227,INEX_LD-2010014,relevancefeedback.topn10.qld,composer museum cypru perich,0.0213
228,INEX_LD-2010014,word2vec.topn3,composer museum musician musuem,0.0152
229,INEX_LD-2010014,glove.topn3.replace,musician pianist exhibit,0.0101
230,INEX_LD-2010014,bertqe.topn10.bm25,cypru attribut materi silver first,0.0
231,INEX_LD-2010014,bertqe.topn10.qld,european object british museum byzantin,0.0
232,INEX_LD-2010014,conceptnet.topn3,composer museum art,0.0
233,INEX_LD-2010014,conceptnet.topn3.replace,composer art,0.0
234,INEX_LD-2010014,relevancefeedback.topn10.bm25,composer museum perich egyptian cypru rocklen art russian colleg kipp,0.0
235,INEX_LD-2010014,stem.paicehusk,compos muse,0.0
236,INEX_LD-2010014,stem.porter,compos museum,0.0
237,INEX_LD-2010014,stem.porter2,compos museum,0.0
238,INEX_LD-2010014,stem.trunc4,comp muse,0.0
239,INEX_LD-2010014,stem.trunc5,compo museu,0.0
240,INEX_LD-2010014,tagmee.topn3.replace,,0.0
241,INEX_LD-2010014,wiki.topn3.replace,,0.0
242,INEX_LD-2010014,word2vec.topn3.replace,musician musuem,0.0
243,INEX_LD-2010019,-1,gallo roman architecture in paris,0.0172
244,INEX_LD-2010019,sensedisambiguation.replace,gallo roman computer architecture in paris,0.0161
245,INEX_LD-2010019,bt_bing_persian,Gallo s Roman architecture in Paris,0.0149
246,INEX_LD-2010019,word2vec.topn3,gallo roman architecture paris tomate prieto chivo etruscan hilton france,0.0128
247,INEX_LD-2010019,anchor.topn3.replace,filogamo astepho anganuzzi romanization mongolian nuko wąbrzeźno architecture parise turner hal sirabella,0.0
248,INEX_LD-2010019,bertqe.topn10.bm25,establish franc mediev,0.0
249,INEX_LD-2010019,bertqe.topn10.qld,franc notr dame de pari,0.0
250,INEX_LD-2010019,bt_nllb_arabic,Gallo Romanesque architecture in Paris,0.0
251,INEX_LD-2010019,bt_nllb_persian,The architecture of the Gallo Rome in Paris,0.0
252,INEX_LD-2010019,bt_nllb_tamil,The architecture of the Calo Romanesque in Paris,0.0
253,INEX_LD-2010019,glove.topn3,gallo roman architecture paris str bb k catholic catholics design prohertrib france,0.0
254,INEX_LD-2010019,glove.topn3.replace,str bb k catholic catholics design prohertrib france,0.0
255,INEX_LD-2010019,relevancefeedback.topn10.qld,gallo roman architecture in paris bishop album he napl art vampir church pari florenc,0.0
256,INEX_LD-2010019,stem.lovins,gal roman architectur in par,0.0
257,INEX_LD-2010019,stem.paicehusk,gallo rom architect in par,0.0
258,INEX_LD-2010019,stem.trunc4,gall roma arch in pari,0.0
259,INEX_LD-2010019,word2vec.topn3.replace,tomate prieto chivo etruscan architecture hilton france,0.0
260,INEX_LD-2010019,wordnet.topn3.replace,gallo R C papist roman type computer architecture genus Paris French capital,0.0
261,INEX_LD-2010020,-1,electricity source in France,0.2
262,INEX_LD-2010020,bt_nllb_persian,Power supply in France,0.1667
263,INEX_LD-2010020,glove.topn3.replace,generators utilities according french paris,0.1429
264,INEX_LD-2010020,relevancefeedback.topn10.bm25,electricity source in france stamp compil energi sigfox power sourc microphon contact law,0.1
265,INEX_LD-2010020,bt_nllb_chinese_yue,French power supply,0.0769
266,INEX_LD-2010020,relevancefeedback.topn10.qld,electricity source in france electr gener energi contact current sourc stamp,0.0526
267,INEX_LD-2010020,word2vec.topn3,electricity source france electricty souce source germany europe britain,0.0357
268,INEX_LD-2010020,bt_nllb_arabic,Electricity supply in France,0.0323
269,INEX_LD-2010020,bt_nllb_korean,The electricity supply in France,0.0323
270,INEX_LD-2010020,conceptluster.topn5.3.bm25,electricity source france french poetry electricity field effect transistor,0.0147
271,INEX_LD-2010020,conceptluster.topn5.3.qld,electricity source france electricity french poetry field effect transistor,0.0147
272,INEX_LD-2010020,tagmee.topn3,electricity source france Electricity Field effect transistor French poetry,0.0147
273,INEX_LD-2010020,stem.trunc5,elect sourc in franc,0.0132
274,INEX_LD-2010020,anchor.topn3,electricity source france roumier robert rortai isler béguin,0.0102
275,INEX_LD-2010020,anchor.topn3.replace,electricity source roumier robert rortai isler béguin,0.0
276,INEX_LD-2010020,bertqe.topn10.bm25,categori think tank base franc,0.0
277,INEX_LD-2010020,bertqe.topn10.qld,other wood residu wind,0.0
278,INEX_LD-2010020,conceptnet.topn3,electricity source france shock current lightning country Paris,0.0
279,INEX_LD-2010020,conceptnet.topn3.replace,shock current lightning source country Paris,0.0
280,INEX_LD-2010020,stem.paicehusk,elect sourc in frant,0.0
281,INEX_LD-2010020,stem.trunc4,elec sour in fran,0.0
282,INEX_LD-2010020,tagmee.topn3.replace,Electricity Field effect transistor French poetry,0.0
283,INEX_LD-2010020,wiki.topn3,electricity source france electricity electric power energy electricity zener diode depletion region threshold voltage field effect transistor poetry italian poetry latin poetry french poetry,0.0
284,INEX_LD-2010020,wiki.topn3.replace,electricity electric power energy electricity zener diode depletion region threshold voltage field effect transistor poetry italian poetry latin poetry french poetry,0.0
285,INEX_LD-2010020,word2vec.topn3.replace,electricty souce source germany europe britain,0.0
286,INEX_LD-2010020,wordnet.topn3.replace,electrical energy informant origin reservoir Jacques Anatole Francois Thibault Anatole France,0.0
287,INEX_LD-2010037,-1,social network API,1.0
288,INEX_LD-2010037,bt_nllb_russian,API of social media,0.5
289,INEX_LD-2010037,relevancefeedback.topn10.bm25,social network api myexperi languag web imacro program applic googl object java directplai,0.5
290,INEX_LD-2010037,glove.topn3,social network api welfare context cable functionality,0.2
291,INEX_LD-2010037,conceptnet.topn3.replace,party network api,0.0909
292,INEX_LD-2010037,anchor.topn3,social network api dødningen trolley skills soci zimzen octeon networking dns sd macrofocu high d kawadath,0.0667
293,INEX_LD-2010037,wordnet.topn3.replace,mixer societal sociable mesh meshwork electronic network api,0.0625
294,INEX_LD-2010037,word2vec.topn3,social network api economic political cultural json query php,0.0357
295,INEX_LD-2010037,wiki.topn3,social network api network theory complex systems theory collectivintelligence social network net framework gnu lesser general public license microsoft sql server application programming interface,0.0263
296,INEX_LD-2010037,stem.trunc4,soci netw api,0.0156
297,INEX_LD-2010037,stem.trunc5,socia netwo api,0.0149
298,INEX_LD-2010037,anchor.topn3.replace,dødningen trolley skills soci zimzen octeon networking dns sd macrofocu high d kawadath,0.0
299,INEX_LD-2010037,bertqe.topn10.qld,attribut commerci free languag multilingu,0.0
300,INEX_LD-2010037,glove.topn3.replace,welfare context cable functionality,0.0
301,INEX_LD-2010037,stem.lovins,soc network ap,0.0
302,INEX_LD-2010037,stem.paicehusk,soc network ap,0.0
303,INEX_LD-2010037,wiki.topn3.replace,network theory complex systems theory collectivintelligence social network net framework gnu lesser general public license microsoft sql server application programming interface,0.0
304,INEX_LD-2010037,word2vec.topn3.replace,economic political cultural network json query php,0.0
305,INEX_LD-2010043,-1,List of films from the surrealist category,1.0
306,INEX_LD-2010043,bt_bing_german,List of films from the category Surrealism,0.5
307,INEX_LD-2010043,bt_bing_russian,List of films from the category Surrealism,0.5
308,INEX_LD-2010043,bt_bing_tamil,List of films in the Surrealist genre,0.5
309,INEX_LD-2010043,word2vec.topn3,list films surrealist category list movies documentaries surrealism Surrealism sub category subcategory,0.5
310,INEX_LD-2010043,wordnet.topn3,list films surrealist category number lean cinema take plastic film family class,0.5
311,INEX_LD-2010043,bt_bing_arabic,List of films in the surreal category,0.3333
312,INEX_LD-2010043,bt_bing_korean,List of films in the category of surrealism,0.3333
313,INEX_LD-2010043,conceptnet.topn3,list films surrealist category distribution list,0.3333
314,INEX_LD-2010043,glove.topn3.replace,list movies surrealism dalí additionally,0.3333
315,INEX_LD-2010043,relevancefeedback.topn10.bm25,list of films from the surrealist category film camp stori humour berlin american magritt artist,0.3333
316,INEX_LD-2010043,sensedisambiguation,List tilt of films movie from the surrealist category class,0.3333
317,INEX_LD-2010043,bt_nllb_chinese_yue,A list of movies in the surrealist category,0.1667
318,INEX_LD-2010043,anchor.topn3,list films surrealist category nedjeljni list adowayom entop techniques entop non latin,0.1
319,INEX_LD-2010043,wordnet.topn3.replace,heel name movie motion picture take surrealist class family,0.0476
320,INEX_LD-2010043,relevancefeedback.topn10.qld,list of films from the surrealist category stori film fur paint magritt,0.037
321,INEX_LD-2010043,sensedisambiguation.replace,tilt of movie from the surrealist class,0.0286
322,INEX_LD-2010043,word2vec.topn3.replace,list movies documentaries surrealism Surrealism sub category subcategory,0.0208
323,INEX_LD-2010043,anchor.topn3.replace,nedjeljni list adowayom films entop techniques entop non latin category,0.0
324,INEX_LD-2010043,bertqe.topn10.qld,fur d jeuner lunch fur,0.0
325,INEX_LD-2010043,stem.lovins,list of film from th surre categor,0.0
