,qid,order,query,bm25.recip_rank
20,INEX_LD-2009053,wiki.topn3,finland car industry manufacturer saab sisu finnish speaking countries territories finland states territories established finland list automobilmanufacturers daimler ag vehiclidentification number automotive industry list automobilmanufacturers daimler ag vehiclidentification number automotive industry car manufacturers sweden motor vehicle manufacturers sweden saab saab automobile sisu motor vehicle manufacturers finland sisu ra ds sisu auto,0.5
21,INEX_LD-2009053,wiki.topn3.replace,finnish speaking countries territories finland states territories established finland list automobilmanufacturers daimler ag vehiclidentification number automotive industry list automobilmanufacturers daimler ag vehiclidentification number automotive industry car manufacturers sweden motor vehicle manufacturers sweden saab saab automobile sisu motor vehicle manufacturers finland sisu ra ds sisu auto,0.5
22,INEX_LD-2009053,wordnet.topn3,finland car industry manufacturer saab sisu Republic of Finland Suomi machine railroad car motorcar manufacture manufacturing business maker,0.5
23,INEX_LD-2009061,-1,france second world war normandy,1.0
24,INEX_LD-2009062,-1,social network group selection,0.1
25,INEX_LD-2009063,-1,D-Day normandy invasion,1.0
26,INEX_LD-2009074,-1,web ranking scoring algorithm,0.2
27,INEX_LD-2009074,bt_bing_arabic,Web ranking recording algorithm,1.0
28,INEX_LD-2009074,bt_nllb_chinese_yue,The ranking algorithm for websites,1.0
29,INEX_LD-2009074,bt_nllb_french,web ranking algorithm,1.0
30,INEX_LD-2009074,bt_nllb_korean,Web ranking algorithm,1.0
31,INEX_LD-2009074,bt_nllb_malay,algorithm for ranking the web,1.0
32,INEX_LD-2009074,stem.lovins,web rank scor algorithm,1.0
33,INEX_LD-2009074,stem.paicehusk,web rank scor algorithm,1.0
34,INEX_LD-2009074,word2vec.topn3,web ranking scoring algorithm internet web based algorith,1.0
35,INEX_LD-2009074,wordnet.topn3,web ranking scoring algorithm vane network order grade hit grade tally algorithmic program algorithmic rule,1.0
36,INEX_LD-2009074,bertqe.topn10.qld,softwar onlin compani semant web,0.5
37,INEX_LD-2009074,bt_bing_russian,Web Ranking Evaluation Algorithm,0.5
38,INEX_LD-2009074,bt_nllb_arabic,The algorithm for registering rankings on the Internet,0.5
39,INEX_LD-2009074,glove.topn3,web ranking scoring algorithm internet online top computation,0.5
40,INEX_LD-2009074,relevancefeedback.topn10.bm25,web ranking scoring algorithm aim browser cluster speech reput engin rank journal bossam certif,0.5
41,INEX_LD-2009074,wordnet.topn3.replace,vane network World Wide Web order rate higher ranking marking nock hit algorithmic rule algorithmic program,0.5
42,INEX_LD-2009074,relevancefeedback.topn10.qld,web ranking scoring algorithm rank aim googl browser cluster server search spam learn,0.3333
43,INEX_LD-2009074,bt_bing_malay,web position scoring algorithm,0.25
44,INEX_LD-2009096,-1,Eiffel,1.0
45,INEX_LD-2009111,-1,europe solar power facility,0.5
46,INEX_LD-2009111,bertqe.topn10.bm25,solar power countri attribut label,1.0
47,INEX_LD-2009111,bt_bing_chinese_simplified,European solar power facilities,1.0
48,INEX_LD-2009111,bt_bing_malay,European Solar Energy Facilities,1.0
49,INEX_LD-2009111,bt_bing_persian,European Solar Energy Facility,1.0
50,INEX_LD-2009111,bt_nllb_malay,European solar power facilities,1.0
51,INEX_LD-2009111,conceptluster.topn5.3.bm25,europe solar power facility solar power europe,1.0
52,INEX_LD-2009111,conceptluster.topn5.3.qld,europe solar power facility solar power europe,1.0
53,INEX_LD-2009111,relevancefeedback.topn10.bm25,europe solar power facility radar univers energi centrosolar advanc,1.0
54,INEX_LD-2009111,sensedisambiguation,europe european union solar power world power facility,1.0
55,INEX_LD-2009111,sensedisambiguation.replace,european union solar world power facility,1.0
56,INEX_LD-2009111,tagmee.topn3,europe solar power facility Europe Solar power,1.0
57,INEX_LD-2009111,wiki.topn3,europe solar power facility cultural concepts peninsulas asia europe europe solar energy solar power alternative energy solar power,1.0
58,INEX_LD-2009111,word2vec.topn3,europe solar power facility germany european europe photovoltaic non solar power authority facilty,1.0
59,INEX_LD-2009115,-1,virtual museums,1.0
60,INEX_LD-2010004,-1,Indian food,0.3333
61,INEX_LD-2010004,bt_bing_chinese_simplified,Indian cuisine,1.0
62,INEX_LD-2010004,bt_bing_french,Indian Cuisine,1.0
63,INEX_LD-2010004,bt_bing_russian,Indian Cuisine,1.0
64,INEX_LD-2010004,wordnet.topn3.replace,Amerindic American Indian language solid food food for thought,1.0
65,INEX_LD-2010004,relevancefeedback.topn10.bm25,indian food stouffer prayer univers rice kerala aruni banana museum award pharmaci,0.5
66,INEX_LD-2010014,-1,composer museum,0.5
67,INEX_LD-2010019,-1,gallo roman architecture in paris,0.0185
68,INEX_LD-2010019,wiki.topn3,gallo roman architecture paris amphitheatrof ththregauls praetorian prefecture gaul roman gaul gallo roman culture outlinof classical architecture frigidarium peristyle ancient roman architecture world heritage sites france rd century bestablishments companions liberation paris,1.0
69,INEX_LD-2010019,wiki.topn3.replace,amphitheatrof ththregauls praetorian prefecture gaul roman gaul gallo roman culture outlinof classical architecture frigidarium peristyle ancient roman architecture world heritage sites france rd century bestablishments companions liberation paris,1.0
70,INEX_LD-2010019,bt_nllb_chinese_yue,Ancient Roman architecture in Paris,0.5
71,INEX_LD-2010019,conceptnet.topn3.replace,gallo roman gaulish roman column the Eiffel tower France a cafe,0.3333
72,INEX_LD-2010019,conceptnet.topn3,gallo roman architecture paris gallo roman gaulish column the Eiffel tower France a cafe,0.25
73,INEX_LD-2010019,tagmee.topn3.replace,Gallo Roman culture Ancient Roman architecture Paris,0.2
74,INEX_LD-2010019,conceptluster.topn5.3.bm25,gallo roman architecture paris paris ancient roman architecture gallo roman culture,0.125
75,INEX_LD-2010019,conceptluster.topn5.3.qld,gallo roman architecture paris gallo roman culture ancient roman architecture paris,0.125
76,INEX_LD-2010019,tagmee.topn3,gallo roman architecture paris Gallo Roman culture Ancient Roman architecture Paris,0.125
77,INEX_LD-2010019,sensedisambiguation,gallo roman architecture computer architecture in paris,0.0333
78,INEX_LD-2010019,wordnet.topn3,gallo roman architecture paris roman print papistical roman letters computer architecture capital of France French capital genus Paris,0.0238
79,INEX_LD-2010020,-1,electricity source in France,0.0714
80,INEX_LD-2010020,bt_nllb_tamil,Electricity in France,1.0
81,INEX_LD-2010020,wordnet.topn3,electricity source france electrical energy rootage germ generator Jacques Anatole Francois Thibault French Republic,0.5
82,INEX_LD-2010020,glove.topn3,electricity source france generators utilities according french paris,0.3333
83,INEX_LD-2010020,glove.topn3.replace,generators utilities according french paris,0.1667
84,INEX_LD-2010020,word2vec.topn3,electricity source france electricty souce source germany europe britain,0.0833
85,INEX_LD-2010020,relevancefeedback.topn10.bm25,electricity source in france stamp compil energi sigfox power sourc microphon contact law,0.0769
86,INEX_LD-2010037,-1,social network API,1.0
87,INEX_LD-2010043,-1,List of films from the surrealist category,1.0
88,INEX_LD-2010057,-1,Einstein Relativity theory,1.0
89,INEX_LD-2010069,-1,summer flowers,1.0
90,INEX_LD-2010100,-1,house concrete wood,0.5
91,INEX_LD-2010100,wordnet.topn3.replace,household planetary house home concrete wood,1.0
92,INEX_LD-2010106,-1,organic food advantages disadvantages,0.0
93,INEX_LD-2010106,tagmee.topn3.replace,Organic food,1.0
94,INEX_LD-2010106,wiki.topn3.replace,organic farming organic movement local food organic food,1.0
95,INEX_LD-2010106,wiki.topn3,organic food advantages disadvantages organic farming organic movement local food organic food,0.5
96,INEX_LD-2010106,stem.lovins,organ food advant disadvant,0.3333
97,INEX_LD-2010106,wordnet.topn3,organic food advantages disadvantages constitutive organic fertilizer organic fertiliser food for thought solid food nutrient reward vantage disfavour disfavor,0.0714
98,INEX_LD-2010106,bt_bing_korean,Organ Acid Foods Pros and Cons,0.05
99,INEX_LD-2010106,stem.trunc5,organ food advan disad,0.0294
100,INEX_LD-2010106,wordnet.topn3.replace,constitutional organic fertilizer constituent solid food food for thought reward vantage disfavor disfavour,0.02
101,INEX_LD-2010106,bt_nllb_persian,The benefits of organic food,0.0172
102,INEX_LD-2010106,relevancefeedback.topn10.qld,organic food advantages disadvantages cattl swot advantag societi strateg sourc design pesticid oxid metal,0.0147
103,INEX_LD-2010106,anchor.topn3,organic food advantages disadvantages supported ungarinjin brevispirif neophobia food foods cross solfar,0.0112
104,INEX_LD-2010106,bt_nllb_swahili,benefits of organic food loss,0.0108
105,INEX_LD-20120111,-1,vietnam war movie,1.0
106,INEX_LD-20120112,-1,vietnam war facts,0.5
107,INEX_LD-20120112,conceptnet.topn3,vietnam war facts in Asia battle,1.0
108,INEX_LD-20120112,stem.trunc4,viet war fact,1.0
109,INEX_LD-20120112,tagmee.topn3.replace,Vietnam War,1.0
110,INEX_LD-20120112,word2vec.topn3,vietnam war facts Veitnam cambodia conflict non facts truths,1.0
111,INEX_LD-20120121,-1,vietnam food recipes,0.25
112,INEX_LD-20120121,conceptnet.topn3,vietnam food recipes in Asia cake plate rice found in cookbooks passed from generation to generation,1.0
113,INEX_LD-20120121,relevancefeedback.topn10.qld,vietnam food recipes joei cook recip icarli carrot raw vietnames bánh,1.0
114,INEX_LD-20120122,-1,vietnamese food blog,0.0588
115,INEX_LD-20120122,sensedisambiguation.replace,vietnamese food web log,0.3333
116,INEX_LD-20120122,relevancefeedback.topn10.qld,vietnamese food blog australia vietnames battl rice televis,0.1111
117,INEX_LD-20120122,stem.trunc5,vietn food blog,0.0714
118,INEX_LD-20120122,conceptnet.topn3,vietnamese food blog cake plate rice weblog,0.0667
119,INEX_LD-20120122,relevancefeedback.topn10.bm25,vietnamese food blog australia vietnames rice impun svitak american fashion,0.0667
120,INEX_LD-20120131,-1,vietnam travel national park,0.0145
121,INEX_LD-20120131,bt_nllb_chinese_yue,Vietnamese National Park for tourism,0.3333
122,INEX_LD-20120131,bt_bing_chinese_simplified,Vietnam Tourist National Park,0.25
123,INEX_LD-20120131,glove.topn3,vietnam travel national park laos vietnamese trips public adjacent,0.1429
124,INEX_LD-20120131,bt_nllb_arabic,Vietnamese national park,0.125
125,INEX_LD-20120131,bt_nllb_french,Vietnamese national park,0.125
126,INEX_LD-20120131,bt_bing_swahili,Vietnam National Transportation Park,0.0833
127,INEX_LD-20120131,wiki.topn3,vietnam travel national park vietnam laos thailand vietnam leisure service industries tourism tourism national parks conservation areas naturreserve national park,0.0625
128,INEX_LD-20120131,bt_bing_tamil,Vietnam Tourism National Park,0.0588
129,INEX_LD-20120131,tagmee.topn3.replace,Vietnam Tourism National park,0.0588
130,INEX_LD-20120131,wordnet.topn3,vietnam travel national park Annam Vietnam War Socialist Republic of Vietnam locomotion go journey internal subject car park ballpark parking area,0.0556
131,INEX_LD-20120131,wiki.topn3.replace,vietnam laos thailand vietnam leisure service industries tourism tourism national parks conservation areas naturreserve national park,0.05
132,INEX_LD-20120131,conceptluster.topn5.3.bm25,vietnam travel national park vietnam national park tourism,0.0476
133,INEX_LD-20120131,conceptluster.topn5.3.qld,vietnam travel national park vietnam tourism national park,0.0476
134,INEX_LD-20120131,tagmee.topn3,vietnam travel national park Vietnam Tourism National park,0.0476
135,INEX_LD-20120131,bt_nllb_malay,Vietnamese Travel National Park,0.037
136,INEX_LD-20120131,sensedisambiguation,vietnam vietnam war travel national park parking lot,0.0278
137,INEX_LD-20120131,word2vec.topn3,vietnam travel national park Veitnam cambodia regional international local parkland,0.0233
138,INEX_LD-20120131,glove.topn3.replace,laos vietnamese trips public adjacent,0.0196
139,INEX_LD-20120131,bt_bing_persian,Vietnam National Park Trip,0.0161
140,INEX_LD-20120132,-1,vietnam travel airports,1.0
141,INEX_LD-20120211,-1,guitar chord tuning,1.0
142,INEX_LD-20120212,-1,guitar chord minor,1.0
143,INEX_LD-20120221,-1,guitar classical flamenco,1.0
144,INEX_LD-20120222,-1,guitar classical bach,1.0
145,INEX_LD-20120231,-1,guitar origin Russia,0.05
146,INEX_LD-20120231,bt_bing_malay,the origin of the Russian guitar,1.0
147,INEX_LD-20120231,bt_bing_swahili,The origin of the Russian guitar,1.0
148,INEX_LD-20120231,bt_nllb_arabic,The origin of the guitar is Russian,1.0
149,INEX_LD-20120231,bt_nllb_malay,Russian guitar origin,1.0
150,INEX_LD-20120231,bt_nllb_persian,The origins of the Russian guitar,1.0
151,INEX_LD-20120231,bt_nllb_swahili,the origin of the Russian guitar,1.0
152,INEX_LD-20120231,conceptnet.topn3,guitar origin russia string instrument chord a country,1.0
153,INEX_LD-20120231,wiki.topn3.replace,spanish musical instruments guitars bass guitar guitar north asian countries russia member states commonwealth independent states russia,0.5
154,INEX_LD-20120231,glove.topn3,guitar origin russia bass russian ukraine,0.3333
155,INEX_LD-20120231,word2vec.topn3,guitar origin russia guitarist orgin origin ukraine russians putin,0.25
156,INEX_LD-20120231,tagmee.topn3.replace,Guitar Russia,0.2
157,INEX_LD-20120231,conceptluster.topn5.3.bm25,guitar origin russia guitar,0.125
158,INEX_LD-20120231,conceptluster.topn5.3.qld,guitar origin russia guitar,0.125
159,INEX_LD-20120231,wiki.topn3,guitar origin russia spanish musical instruments guitars bass guitar guitar north asian countries russia member states commonwealth independent states russia,0.125
160,INEX_LD-20120231,bt_bing_persian,SOURCE Russian guitar,0.0667
161,INEX_LD-20120231,sensedisambiguation,guitar origin Russia soviet union,0.0667
162,INEX_LD-20120231,conceptnet.topn3.replace,string instrument chord origin a country,0.0588
163,INEX_LD-20120231,anchor.topn3,guitar origin russia lõm string selmer maccaferri checkers getarum ncc ukrain ac m ac m,0.0556
164,INEX_LD-20120231,sensedisambiguation.replace,guitar origin soviet union,0.0526
165,INEX_LD-20120232,-1,guitar origin blues,1.0
166,INEX_LD-20120311,-1,tango culture movies,1.0
167,INEX_LD-20120312,-1,tango culture countries,0.2
168,INEX_LD-20120312,bt_nllb_german,Countries with tangos,1.0
169,INEX_LD-20120312,conceptluster.topn5.3.bm25,tango culture countries nation tango music culture,1.0
170,INEX_LD-20120312,conceptluster.topn5.3.qld,tango culture countries tango music culture nation,1.0
171,INEX_LD-20120312,conceptnet.topn3,tango culture countries dance Kalashnikov culture continent flag war,1.0
172,INEX_LD-20120312,glove.topn3,tango culture countries flamenco dancing nations governments,1.0
173,INEX_LD-20120312,tagmee.topn3,tango culture countries Tango music Culture Nation,1.0
174,INEX_LD-20120312,wiki.topn3,tango culture countries tango bandoneon nuevo tango tango music sociology culture society counterculture culture independence nationality society nation,1.0
175,INEX_LD-20120312,wiki.topn3.replace,tango bandoneon nuevo tango tango music sociology culture society counterculture culture independence nationality society nation,0.5
176,INEX_LD-20120312,word2vec.topn3,tango culture countries milonga traditions nations countires coutries,0.5
177,INEX_LD-20120312,word2vec.topn3.replace,milonga traditions nations countires coutries,0.5
178,INEX_LD-20120312,bt_bing_korean,Tango Culture Nation,0.3333
179,INEX_LD-20120312,bt_nllb_korean,Tangos culture nation,0.3333
180,INEX_LD-20120312,tagmee.topn3.replace,Tango music Culture Nation,0.3333
181,INEX_LD-20120312,relevancefeedback.topn10.qld,tango culture countries music shakira konex museum gotan reid,0.25
182,INEX_LD-20120321,-1,tango music  composers,1.0
183,INEX_LD-20120322,-1,tango music instruments,0.5
184,INEX_LD-20120322,bt_bing_arabic,Tango instruments,1.0
185,INEX_LD-20120322,bt_bing_chinese_simplified,Tango instruments,1.0
186,INEX_LD-20120322,bt_bing_korean,Tango Instruments,1.0
187,INEX_LD-20120322,bt_nllb_arabic,Tangos and instruments,1.0
188,INEX_LD-20120322,bt_nllb_russian,Tangos and other musical instruments,1.0
189,INEX_LD-20120322,glove.topn3,tango music instruments flamenco dancing songs,1.0
190,INEX_LD-20120322,sensedisambiguation,tango music instruments musical instrument,1.0
191,INEX_LD-20120331,-1,tango dance styles,1.0
192,INEX_LD-20120332,-1,tango dance history,1.0
193,INEX_LD-20120411,-1,bicycle sport races,1.0
194,INEX_LD-20120412,-1,bicycle sport disciplines,0.5
195,INEX_LD-20120412,bt_bing_french,Cycling sports,1.0
196,INEX_LD-20120412,bt_bing_german,Cycling Disciplines,1.0
197,INEX_LD-20120412,bt_bing_korean,Bicycle Sports,1.0
198,INEX_LD-20120412,bt_bing_russian,Cycling disciplines,1.0
199,INEX_LD-20120412,bt_nllb_french,cycling sports,1.0
200,INEX_LD-20120412,bt_nllb_german,Cycling disciplines,1.0
201,INEX_LD-20120412,bt_nllb_korean,Cycling sports,1.0
202,INEX_LD-20120412,bt_nllb_malay,cycling discipline,1.0
203,INEX_LD-20120412,bt_nllb_persian,Cycling sports,1.0
204,INEX_LD-20120412,bt_nllb_russian,bicycle sports,1.0
205,INEX_LD-20120412,conceptluster.topn5.3.bm25,bicycle sport disciplines olympic sports sport bicycle,1.0
206,INEX_LD-20120412,conceptluster.topn5.3.qld,bicycle sport disciplines sport olympic sports bicycle,1.0
207,INEX_LD-20120412,glove.topn3,bicycle sport disciplines bike aforementioned namely,1.0
208,INEX_LD-20120412,tagmee.topn3,bicycle sport disciplines Bicycle Sport Olympic sports,1.0
209,INEX_LD-20120412,tagmee.topn3.replace,Bicycle Sport Olympic sports,1.0
210,INEX_LD-20120412,wiki.topn3,bicycle sport disciplines bicycles cycle types road cycles bicycle sports rugby football bowling sport olympisports template sports tholympics norway tholympics olympic sports,1.0
211,INEX_LD-20120412,wiki.topn3.replace,bicycles cycle types road cycles bicycle sports rugby football bowling sport olympisports template sports tholympics norway tholympics olympic sports,1.0
212,INEX_LD-20120421,-1,bicycle holiday towns,0.0526
213,INEX_LD-20120421,word2vec.topn3,bicycle holiday towns bike vacation busman cities villages,0.3333
214,INEX_LD-20120421,glove.topn3,bicycle holiday towns bike christmas villages cities,0.25
215,INEX_LD-20120421,wordnet.topn3.replace,bike pedal cycle vacation townsfolk Ithiel Town,0.0909
216,INEX_LD-20120421,bt_nllb_swahili,bicycle holiday villages,0.0833
217,INEX_LD-20120421,stem.lovins,bicycl holida town,0.0769
218,INEX_LD-20120421,glove.topn3.replace,bike christmas villages cities,0.0714
219,INEX_LD-20120422,-1,bicycle holiday nature,0.1111
220,INEX_LD-20120422,bt_bing_arabic,Nature Holiday Bikes,1.0
221,INEX_LD-20120422,bt_bing_malay,The nature of bike holidays,1.0
222,INEX_LD-20120422,bt_bing_persian,Nature Bike Holidays,1.0
223,INEX_LD-20120422,bt_bing_russian,Cycling in nature,1.0
224,INEX_LD-20120422,bt_nllb_arabic,The nature of the bike holiday,1.0
225,INEX_LD-20120422,bt_nllb_persian,The nature of the bike holiday,1.0
226,INEX_LD-20120422,bt_nllb_russian,nature of cycling,1.0
227,INEX_LD-20120422,bt_bing_french,Cycling Holidays Nature,0.5
228,INEX_LD-20120422,bt_bing_german,Cycling holidays nature,0.5
229,INEX_LD-20120422,bt_nllb_tamil,Cycling holiday nature,0.5
230,INEX_LD-20120422,wiki.topn3,bicycle holiday nature bicycles cycle types road cycles bicycle harvest festival christmas tree new year holiday nature life biosphere nature,0.5
231,INEX_LD-20120422,wiki.topn3.replace,bicycles cycle types road cycles bicycle harvest festival christmas tree new year holiday nature life biosphere nature,0.5
232,INEX_LD-20120431,-1,bicycle benefits health,0.1111
233,INEX_LD-20120431,wordnet.topn3,bicycle benefits health wheel pedal cycle gain welfare wellness,0.5
234,INEX_LD-20120431,wiki.topn3,bicycle benefits health bicycles cycle types road cycles bicycle quality life health promotion nutrition health quality life health promotion nutrition health,0.2
235,INEX_LD-20120431,bt_bing_malay,Health Benefits Bike,0.1429
236,INEX_LD-20120431,conceptluster.topn5.3.bm25,bicycle benefits health health bicycle,0.125
237,INEX_LD-20120431,conceptluster.topn5.3.qld,bicycle benefits health health bicycle,0.125
238,INEX_LD-20120431,tagmee.topn3,bicycle benefits health Bicycle Health Health,0.125
239,INEX_LD-20120432,-1,bicycle benefits environment,1.0
240,INEX_LD-20120511,-1,female rock singers,1.0
241,INEX_LD-20120512,-1,south korean girl groups,1.0
242,INEX_LD-20120521,-1,electronic music genres,1.0
243,INEX_LD-20120522,-1,digital music notation formats,0.25
244,INEX_LD-20120522,bertqe.topn10.bm25,file format midi standard video,1.0
245,INEX_LD-20120522,relevancefeedback.topn10.bm25,digital music notation formats data file art song json dl certif languag,1.0
246,INEX_LD-20120522,relevancefeedback.topn10.qld,digital music notation formats json file dl data,1.0
247,INEX_LD-20120522,sensedisambiguation,digital music notation note formats format,1.0
248,INEX_LD-20120522,wiki.topn3,digital music notation formats midi timecode minidisc audio signal processing digital audio musicxml musical markup languages rosegarden scorewriter binary prefix amiga bearshare audio file format,1.0
249,INEX_LD-20120522,wiki.topn3.replace,midi timecode minidisc audio signal processing digital audio musicxml musical markup languages rosegarden scorewriter binary prefix amiga bearshare audio file format,1.0
250,INEX_LD-20120522,sensedisambiguation.replace,digital music note format,0.5
251,INEX_LD-20120522,anchor.topn3,digital music notation formats génétiqu infrastruktur studio music arr o swapo laqi,0.3333
252,INEX_LD-20120522,glove.topn3,digital music notation formats video audio songs terminology utilizing,0.3333
253,INEX_LD-20120531,-1,music conferences,1.0
254,INEX_LD-20120532,-1,intellectual property rights lobby,0.0667
255,INEX_LD-20120532,bt_nllb_tamil,Promotion of intellectual property rights,1.0
256,INEX_LD-20120532,relevancefeedback.topn10.bm25,intellectual property rights lobby direct softwar campaign organ parti treati pilch canada copyright design,1.0
257,INEX_LD-20120532,relevancefeedback.topn10.qld,intellectual property rights lobby direct treati properti law intellectu organ campaign design,1.0
258,INEX_LD-20120532,stem.paicehusk,intellect property right lobby,1.0
259,INEX_LD-20120532,wiki.topn3,intellectual property rights lobby information economics monopoly economics trademark intellectual property information economics monopoly economics trademark intellectual property,1.0
260,INEX_LD-20120532,wiki.topn3.replace,information economics monopoly economics trademark intellectual property information economics monopoly economics trademark intellectual property,1.0
261,INEX_LD-20120532,conceptnet.topn3,intellectual property rights lobby person land owned house recklessly anteroom,0.5
262,INEX_LD-20120532,tagmee.topn3.replace,Intellectual property Intellectual property,0.5
263,INEX_LD-20120532,bt_bing_chinese_simplified,Intellectual Property Lobby,0.25
264,INEX_LD-20120532,bt_bing_korean,Intellectual Property Lobby,0.25
265,INEX_LD-20120532,bt_bing_tamil,Intellectual Property Lobby,0.25
266,INEX_LD-20120532,bt_nllb_korean,Intellectual property lobby,0.25
267,INEX_LD-20120532,conceptluster.topn5.3.bm25,intellectual property rights lobby intellectual property,0.125
268,INEX_LD-20120532,conceptluster.topn5.3.qld,intellectual property rights lobby intellectual property,0.125
269,INEX_LD-20120532,tagmee.topn3,intellectual property rights lobby Intellectual property Intellectual property,0.125
270,INEX_LD-20120532,word2vec.topn3,intellectual property rights lobby intellecutal academic property rights rights rights,0.1111
271,INEX_LD-20120532,bt_bing_swahili,Influence of Intellectual Property Rights,0.0909
272,INEX_LD-20120532,bt_nllb_chinese_yue,The intellectual property guerrilla group,0.0909
273,INEX_LD-20120532,stem.trunc5,intel prope right lobby,0.0909
274,INEX_LD-20120532,wordnet.topn3,intellectual property rights lobby noetic intellect rational belongings prop holding correct compensate redress foyer anteroom,0.0714
275,INEX_LD-2012301,-1,Niagara falls origin lake,1.0
276,INEX_LD-2012303,-1, Valley fever fungal infection San Joaquin,0.3333
277,INEX_LD-2012303,word2vec.topn3,valley fever fungal infection san joaquin hills typhoid bacterial fungi fungus disease virus francisco bernardino diego mateo vicente clemente,1.0
278,INEX_LD-2012303,bt_nllb_tamil,San Joaquin Valley Fever Fungus,0.5
279,INEX_LD-2012303,word2vec.topn3.replace,hills typhoid bacterial fungi fungus disease virus francisco bernardino diego mateo vicente clemente,0.5
280,INEX_LD-2012305,-1,North Dakota's lowest river of another colour,0.0
281,INEX_LD-2012305,bt_nllb_chinese_yue,Lower rivers in North Dakota,1.0
282,INEX_LD-2012305,bt_nllb_malay,The lower North Dakota River is of a different color,0.1667
283,INEX_LD-2012305,relevancefeedback.topn10.qld,north dakota s lowest river of another colour grand dakota creek,0.0909
284,INEX_LD-2012305,bertqe.topn10.qld,categori william counti north dakota,0.0556
285,INEX_LD-2012305,wiki.topn3,north dakota s lowest river another colour american indian reservations north dakota north dakota south dakota north dakota,0.0294
286,INEX_LD-2012305,tagmee.topn3.replace,North Dakota,0.0227
287,INEX_LD-2012305,wiki.topn3.replace,american indian reservations north dakota north dakota south dakota north dakota,0.0172
288,INEX_LD-2012305,relevancefeedback.topn10.bm25,north dakota s lowest river of another colour state grand point lake expedit dakota,0.0156
289,INEX_LD-2012307,-1," July, 1850  president died Millard Fillmore sworn following day",0.1
290,INEX_LD-2012307,bt_nllb_french,The President of the Republic died the day after Millard Fillmore died,1.0
291,INEX_LD-2012307,wiki.topn3,july president died millard fillmore sworn following day presidency united states cabinet united states democratiparty vice presidents united states president united states united states vice presidential candidates fillmore family whig party vice presidents united states millard fillmore direct election separation powers electoral college oath office united states commerce court united states commerccourt helen herron taft william r day,1.0
292,INEX_LD-2012307,wiki.topn3.replace,presidency united states cabinet united states democratiparty vice presidents united states president united states united states vice presidential candidates fillmore family whig party vice presidents united states millard fillmore direct election separation powers electoral college oath office united states commerce court united states commerccourt helen herron taft william r day,1.0
293,INEX_LD-2012307,sensedisambiguation.replace,july president of the united states die Millard fillmore trust watch sidereal day,0.5
294,INEX_LD-2012307,bt_nllb_chinese_yue,In July President Millard Fillmore died,0.3333
295,INEX_LD-2012307,glove.topn3,july president died millard fillmore sworn following day april june vice death killed fillmore hohtz millard kd oath swore after week,0.3333
296,INEX_LD-2012307,glove.topn3.replace,april june vice death killed fillmore hohtz millard kd oath swore after week,0.3333
297,INEX_LD-2012307,relevancefeedback.topn10.bm25,july president died millard fillmore sworn following day district taylor selden fillmor state treati,0.3333
298,INEX_LD-2012307,relevancefeedback.topn10.qld,july president died millard fillmore sworn following day state taylor district fillmor treati selden,0.3333
299,INEX_LD-2012307,bt_bing_chinese_simplified,In July President Millard Fillmore died and he was sworn in the next day,0.25
300,INEX_LD-2012307,stem.krovetz,july president die millard fillmore sworn following day,0.25
