,qid,order,query,bm25.ndcg
25,INEX_LD-2009039,wiki.topn3,roman architecture outlinof classical architecture frigidarium peristyle ancient roman architecture,0.2355
26,INEX_LD-2009039,wiki.topn3.replace,outlinof classical architecture frigidarium peristyle ancient roman architecture,0.1857
27,INEX_LD-2009039,conceptnet.topn3,roman architecture column,0.1659
28,INEX_LD-2009039,conceptnet.topn3.replace,roman column,0.1286
29,INEX_LD-2009039,word2vec.topn3,roman architecture etruscan,0.0706
30,INEX_LD-2009039,stem.trunc4,roma arch,0.0602
31,INEX_LD-2009039,word2vec.topn3.replace,etruscan architecture,0.0446
32,INEX_LD-2009039,wordnet.topn3,roman architecture roman print papistical roman letters computer architecture,0.0331
33,INEX_LD-2009039,sensedisambiguation,roman architecture computer architecture,0.0085
34,INEX_LD-2009039,bertqe.topn10.bm25,like arrow anchor dart egganddart,0.0081
35,INEX_LD-2009039,glove.topn3,roman architecture catholic catholics design,0.006
36,INEX_LD-2009039,sensedisambiguation.replace,roman computer architecture,0.006
37,INEX_LD-2009039,relevancefeedback.topn10.qld,roman architecture pennsylvania object treasur trophi architectur carolina indiana,0.0051
38,INEX_LD-2009039,relevancefeedback.topn10.bm25,roman architecture egganddart pennsylvania butler manassa museum mariazel histor perspect buckingham,0.0049
39,INEX_LD-2009039,anchor.topn3,roman architecture romanization mongolian nuko wąbrzeźno,0.0
40,INEX_LD-2009039,anchor.topn3.replace,romanization mongolian nuko wąbrzeźno architecture,0.0
41,INEX_LD-2009039,bertqe.topn10.qld,similar decor vertic arrang hunt,0.0
42,INEX_LD-2009039,glove.topn3.replace,catholic catholics design,0.0
43,INEX_LD-2009039,stem.paicehusk,rom architect,0.0
44,INEX_LD-2009039,stem.trunc5,roman archi,0.0
45,INEX_LD-2009039,wordnet.topn3.replace,R C papist roman type computer architecture,0.0
46,INEX_LD-2009053,-1,finland car industry manufacturer saab sisu,0.5709
47,INEX_LD-2009053,bt_bing_arabic,Finland manufacturer Saab Sisu,0.5415
48,INEX_LD-2009053,anchor.topn3,finland car industry manufacturer saab sisu estonia lithuania norway mashti lc used car x turbo x drakens nalle sisu lahore iii kb,0.5304
49,INEX_LD-2009053,word2vec.topn3,finland car industry manufacturer saab sisu sweden norway scandinavia automobile vehicle industy maker supplier maruti rafi virk Finnishness perkele suomalainen,0.5256
50,INEX_LD-2009053,bt_bing_french,Finnish car manufacturer Saab Sisu,0.5114
51,INEX_LD-2009053,bt_bing_german,Finnish car manufacturer Saab Sisu,0.5114
52,INEX_LD-2009053,bt_nllb_chinese_yue,Finnish car manufacturer Saab sisu,0.5114
53,INEX_LD-2009053,bt_nllb_french,Finnish car manufacturer saab sisu,0.5114
54,INEX_LD-2009053,bt_nllb_german,Finnish car manufacturer Saab sisu,0.5114
55,INEX_LD-2009053,bt_nllb_malay,Finnish car manufacturer saab sisu,0.5114
56,INEX_LD-2009053,bt_nllb_persian,Finnish car manufacturer Saab sisu,0.5114
57,INEX_LD-2009053,bt_nllb_swahili,Finnish car manufacturer saab sisu,0.5114
58,INEX_LD-2009053,stem.paicehusk,finland car industry manufact saab sisu,0.5109
59,INEX_LD-2009053,conceptluster.topn5.3.bm25,finland car industry manufacturer saab sisu sisu auto automotive industry saab automobile finland,0.5027
60,INEX_LD-2009053,conceptluster.topn5.3.qld,finland car industry manufacturer saab sisu saab automobile finland automotive industry sisu auto,0.5027
61,INEX_LD-2009053,relevancefeedback.topn10.bm25,finland car industry manufacturer saab sisu patria motor automot associ,0.5018
62,INEX_LD-2009053,bt_nllb_arabic,Finnish car manufacturing plant Sap Sisu,0.4858
63,INEX_LD-2009053,wiki.topn3,finland car industry manufacturer saab sisu finnish speaking countries territories finland states territories established finland list automobilmanufacturers daimler ag vehiclidentification number automotive industry list automobilmanufacturers daimler ag vehiclidentification number automotive industry car manufacturers sweden motor vehicle manufacturers sweden saab saab automobile sisu motor vehicle manufacturers finland sisu ra ds sisu auto,0.4725
64,INEX_LD-2009053,bt_bing_malay,Finnish car industry manufacturer Saab Sisu,0.4698
65,INEX_LD-2009053,conceptnet.topn3,finland car industry manufacturer saab sisu a country drive commercial enterprise food manufacturer saab monte carlo turbo a brand of car will finnish perseverance,0.439
66,INEX_LD-2009053,relevancefeedback.topn10.qld,finland car industry manufacturer saab sisu motor patria automot sweden,0.4332
67,INEX_LD-2009053,glove.topn3,finland car industry manufacturer saab sisu sweden finnish vehicle business maker volvo http www statoil com mangxamba localweather,0.4319
68,INEX_LD-2009053,bt_bing_swahili,Finnish auto industry manufacturer Saab Sisu,0.417
69,INEX_LD-2009053,bt_bing_russian,Finnish automotive manufacturer Saab Sisu,0.4142
70,INEX_LD-2009053,stem.trunc5,finla car indus manuf saab sisu,0.3827
71,INEX_LD-2009053,bt_bing_korean,Finnish automotive industry manufacturer Saab Sisu,0.3632
72,INEX_LD-2009053,stem.trunc4,finl car indu manu saab sisu,0.3513
73,INEX_LD-2009053,tagmee.topn3,finland car industry manufacturer saab sisu Finland Automotive industry Automotive industry Saab Automobile Sisu Auto,0.3379
74,INEX_LD-2009053,wordnet.topn3.replace,Suomi Republic of Finland railway car motorcar elevator car diligence producer manufacturing business maker saab sisu,0.3368
75,INEX_LD-2009053,wiki.topn3.replace,finnish speaking countries territories finland states territories established finland list automobilmanufacturers daimler ag vehiclidentification number automotive industry list automobilmanufacturers daimler ag vehiclidentification number automotive industry car manufacturers sweden motor vehicle manufacturers sweden saab saab automobile sisu motor vehicle manufacturers finland sisu ra ds sisu auto,0.3347
76,INEX_LD-2009053,wordnet.topn3,finland car industry manufacturer saab sisu Republic of Finland Suomi machine railroad car motorcar manufacture manufacturing business maker,0.3321
77,INEX_LD-2009053,bt_bing_persian,Finland subcisso automobile manufacturer,0.2779
78,INEX_LD-2009053,bt_nllb_russian,Finnish manufacturer of automotive industry Saab Suzi,0.2568
79,INEX_LD-2009053,conceptnet.topn3.replace,a country drive commercial enterprise food manufacturer saab monte carlo turbo a brand of car will finnish perseverance,0.1883
80,INEX_LD-2009053,tagmee.topn3.replace,Finland Automotive industry Automotive industry Saab Automobile Sisu Auto,0.1821
81,INEX_LD-2009053,bt_nllb_tamil,Sappha Sysu Finnish automotive manufacturer,0.1731
82,INEX_LD-2009053,anchor.topn3.replace,estonia lithuania norway mashti lc used car industry manufacturer x turbo x drakens nalle sisu lahore iii kb,0.1635
83,INEX_LD-2009053,bt_bing_chinese_simplified,Sabosisu a Finnish manufacturer of the automotive industry,0.1578
84,INEX_LD-2009053,bt_nllb_korean,Finnish car manufacturer Sava Saassu,0.115
85,INEX_LD-2009053,glove.topn3.replace,sweden finnish vehicle business maker volvo http www statoil com mangxamba localweather,0.0245
86,INEX_LD-2009053,bertqe.topn10.bm25,compani establish automot compani,0.0154
87,INEX_LD-2009053,bertqe.topn10.qld,compani establish automot compani,0.0154
88,INEX_LD-2009053,word2vec.topn3.replace,sweden norway scandinavia automobile vehicle industy maker supplier maruti rafi virk Finnishness perkele suomalainen,0.0
89,INEX_LD-2009061,-1,france second world war normandy,0.439
90,INEX_LD-2009061,relevancefeedback.topn10.qld,france second world war normandy commando beach bridg cemeteri divis caen battl,0.4006
91,INEX_LD-2009061,wiki.topn3.replace,france southern europe italy france wars involving luxembourg wars involving poland wars involving netherlands world war ii wars involving luxembourg wars involving poland wars involving netherlands world war ii operation neptune normandy landings invasion normandy operation overlord,0.389
92,INEX_LD-2009061,sensedisambiguation,france second world worldly concern war normandy normandie,0.3868
93,INEX_LD-2009061,conceptluster.topn5.3.bm25,france second world war normandy france world war ii operation overlord,0.3307
94,INEX_LD-2009061,conceptluster.topn5.3.qld,france second world war normandy world war ii france operation overlord,0.3307
95,INEX_LD-2009061,tagmee.topn3,france second world war normandy France World War II World War II Operation Overlord,0.3203
96,INEX_LD-2009061,bertqe.topn10.qld,oper neptun militari histori normandi,0.3129
97,INEX_LD-2009061,bt_nllb_korean,France during World War II Normandy,0.2596
98,INEX_LD-2009061,stem.paicehusk,frant second world war normandy,0.2588
99,INEX_LD-2009061,bt_bing_arabic,France World War II Normandy,0.2434
100,INEX_LD-2009061,bt_bing_chinese_simplified,France World War II Normandy,0.2434
101,INEX_LD-2009061,bt_bing_french,France World War II Normandy,0.2434
102,INEX_LD-2009061,bt_bing_german,France World War II Normandy,0.2434
103,INEX_LD-2009061,bt_bing_persian,France World War II Normandy,0.2434
104,INEX_LD-2009061,bt_bing_russian,France World War II Normandy,0.2434
105,INEX_LD-2009061,bt_bing_tamil,France World War II Normandy,0.2434
106,INEX_LD-2009061,bt_nllb_tamil,France World War II Normandy,0.2434
107,INEX_LD-2009061,relevancefeedback.topn10.bm25,france second world war normandy commando beach divis batteri bridg oper,0.2409
108,INEX_LD-2009061,sensedisambiguation.replace,france second worldly concern war normandie,0.2374
109,INEX_LD-2009061,bt_bing_korean,French World War II Normandy,0.214
110,INEX_LD-2009061,bt_bing_swahili,French World War II Normandy,0.214
111,INEX_LD-2009061,conceptnet.topn3,france second world war normandy country Paris first minute rank battle,0.2081
112,INEX_LD-2009061,bt_nllb_chinese_yue,France World War II Normandy and the French,0.1942
113,INEX_LD-2009061,bt_nllb_arabic,France World War II Normandy and the French and Indian War,0.1765
114,INEX_LD-2009061,tagmee.topn3.replace,France World War II World War II Operation Overlord,0.1734
115,INEX_LD-2009061,anchor.topn3,france second world war normandy roumier robert rortai isler béguin second destin third first world list pekōrya mou war theori wars jeanlucjosset,0.17
116,INEX_LD-2009061,word2vec.topn3,france second world war normandy germany europe britain third fourth fifth globe country conflict d day stalingrad jutland,0.1544
117,INEX_LD-2009061,glove.topn3,france second world war normandy french paris third fourth time ever conflict d day brittany,0.1401
118,INEX_LD-2009061,conceptnet.topn3.replace,country Paris first minute rank world battle normandy,0.1033
119,INEX_LD-2009061,word2vec.topn3.replace,germany europe britain third fourth fifth globe country conflict d day stalingrad jutland,0.0624
120,INEX_LD-2009061,anchor.topn3.replace,roumier robert rortai isler béguin second destin third first world list pekōrya mou war theori wars jeanlucjosset normandy,0.0572
121,INEX_LD-2009061,wordnet.topn3,france second world war normandy Jacques Anatole Francois Thibault French Republic arcsecond instant indorsement human race humans existence warfare state of war,0.0193
122,INEX_LD-2009061,bertqe.topn10.bm25,structur calvado depart transport lower,0.0192
123,INEX_LD-2009061,glove.topn3.replace,french paris third fourth time ever conflict d day brittany,0.0085
124,INEX_LD-2009061,stem.lovins,franc secons world war normand,0.0
125,INEX_LD-2009061,stem.trunc4,fran seco worl war norm,0.0
126,INEX_LD-2009061,stem.trunc5,franc secon world war norma,0.0
127,INEX_LD-2009061,wordnet.topn3.replace,Jacques Anatole Francois Thibault Anatole France arcsecond instant secondly populace mankind reality state of war warfare normandy,0.0
128,INEX_LD-2009062,-1,social network group selection,0.0424
129,INEX_LD-2009062,relevancefeedback.topn10.qld,social network group selection lake forum conflict,0.0346
130,INEX_LD-2009062,wiki.topn3,social network group selection network theory complex systems theory collectivintelligence social network evolutionary ecology group selection book unit selection group selection,0.0309
131,INEX_LD-2009062,stem.lovins,soc network group select,0.0296
132,INEX_LD-2009062,stem.paicehusk,soc network group select,0.0296
133,INEX_LD-2009062,word2vec.topn3,social network group selection economic political cultural organization,0.0261
134,INEX_LD-2009062,sensedisambiguation,social network group selection survival,0.026
135,INEX_LD-2009062,anchor.topn3,social network group selection dødningen trolley skills soci zimzen octeon networking dns sd plutt group missak carreden paratopolog tboc,0.0244
136,INEX_LD-2009062,wiki.topn3.replace,network theory complex systems theory collectivintelligence social network evolutionary ecology group selection book unit selection group selection,0.0244
137,INEX_LD-2009062,relevancefeedback.topn10.bm25,social network group selection model educ fund connotea public commun european univers,0.0226
138,INEX_LD-2009062,anchor.topn3.replace,dødningen trolley skills soci zimzen octeon networking dns sd plutt group missak carreden paratopolog tboc,0.0
139,INEX_LD-2009062,bertqe.topn10.bm25,pheeg softskil orient train program,0.0
140,INEX_LD-2009062,bertqe.topn10.qld,commun theori complex system theori,0.0
141,INEX_LD-2009062,bt_bing_arabic,Choosing a social network group,0.0
142,INEX_LD-2009062,bt_bing_french,Selecting a Social Media Group,0.0
143,INEX_LD-2009062,bt_bing_korean,Choosing a social network group,0.0
144,INEX_LD-2009062,bt_bing_russian,Choosing a social media group,0.0
145,INEX_LD-2009062,bt_nllb_arabic,Choosing social network groups,0.0
146,INEX_LD-2009062,bt_nllb_korean,Choose a social network group,0.0
147,INEX_LD-2009062,bt_nllb_malay,Choice of social networking group,0.0
148,INEX_LD-2009062,bt_nllb_persian,Choosing a social media group,0.0
149,INEX_LD-2009062,bt_nllb_swahili,Choosing a social networking group,0.0
150,INEX_LD-2009062,conceptnet.topn3,social network group selection party crowd band class,0.0
151,INEX_LD-2009062,conceptnet.topn3.replace,party network crowd band class selection,0.0
152,INEX_LD-2009062,glove.topn3,social network group selection welfare context cable members,0.0
153,INEX_LD-2009062,glove.topn3.replace,welfare context cable members selection,0.0
154,INEX_LD-2009062,stem.trunc4,soci netw grou sele,0.0
155,INEX_LD-2009062,stem.trunc5,socia netwo group selec,0.0
156,INEX_LD-2009062,word2vec.topn3.replace,economic political cultural network organization selection,0.0
157,INEX_LD-2009062,wordnet.topn3.replace,mixer societal sociable mesh meshwork electronic network radical aggroup option survival of the fittest,0.0
158,INEX_LD-2009063,-1,D-Day normandy invasion,0.2959
159,INEX_LD-2009063,bt_bing_chinese_simplified,Normandy landings,0.2844
160,INEX_LD-2009063,bt_bing_french,Normandy landings,0.2844
161,INEX_LD-2009063,bt_bing_russian,D Day landings in Normandy,0.2697
162,INEX_LD-2009063,bt_nllb_persian,The Normandy attack on D Day,0.231
163,INEX_LD-2009063,anchor.topn3,d day normandy invasion d day overlord italy salerno elongatopothyn chlorotocella sorosporium,0.2082
164,INEX_LD-2009063,glove.topn3,d day normandy invasion normandy landings d day brittany invading invaded,0.2054
165,INEX_LD-2009063,word2vec.topn3.replace,normandy DDay stalingrad d day stalingrad jutland invading,0.1626
166,INEX_LD-2009063,stem.paicehusk,d day normandy invas,0.1596
167,INEX_LD-2009063,stem.porter,d dai normandi invas,0.1596
168,INEX_LD-2009063,stem.porter2,d day normandi invas,0.1596
169,INEX_LD-2009063,anchor.topn3.replace,d day overlord italy salerno normandy elongatopothyn chlorotocella sorosporium,0.1283
170,INEX_LD-2009063,glove.topn3.replace,normandy landings d day brittany invading invaded,0.0957
171,INEX_LD-2009063,wordnet.topn3.replace,June normandy intrusion encroachment,0.0876
172,INEX_LD-2009063,bt_nllb_chinese_yue,The Norman invasion of D Day,0.04
173,INEX_LD-2009063,bt_nllb_tamil,The D Day Norman invasion,0.04
174,INEX_LD-2009063,bertqe.topn10.bm25,histori normandi visitor attract lower,0.0174
175,INEX_LD-2009063,stem.lovins,d day normand invas,0.0046
176,INEX_LD-2009063,bertqe.topn10.qld,structur calvado depart transport lower,0.0
177,INEX_LD-2009063,stem.trunc4,d day norm inva,0.0
178,INEX_LD-2009063,stem.trunc5,d day norma invas,0.0
179,INEX_LD-2009074,-1,web ranking scoring algorithm,0.4032
180,INEX_LD-2009074,word2vec.topn3,web ranking scoring algorithm internet web based algorith,0.3683
181,INEX_LD-2009074,bt_nllb_arabic,The algorithm for registering rankings on the Internet,0.3624
182,INEX_LD-2009074,wordnet.topn3,web ranking scoring algorithm vane network order grade hit grade tally algorithmic program algorithmic rule,0.3531
183,INEX_LD-2009074,bt_bing_russian,Web Ranking Evaluation Algorithm,0.3434
184,INEX_LD-2009074,relevancefeedback.topn10.qld,web ranking scoring algorithm rank aim googl browser cluster server search spam learn,0.3419
185,INEX_LD-2009074,conceptluster.topn5.3.bm25,web ranking scoring algorithm scoring algorithm,0.3285
186,INEX_LD-2009074,conceptluster.topn5.3.qld,web ranking scoring algorithm scoring algorithm,0.3285
187,INEX_LD-2009074,tagmee.topn3,web ranking scoring algorithm Scoring algorithm,0.3285
188,INEX_LD-2009074,conceptnet.topn3,web ranking scoring algorithm spider internet marking playing sport,0.3244
189,INEX_LD-2009074,bt_bing_malay,web position scoring algorithm,0.2843
190,INEX_LD-2009074,wordnet.topn3.replace,vane network World Wide Web order rate higher ranking marking nock hit algorithmic rule algorithmic program,0.2468
191,INEX_LD-2009074,conceptnet.topn3.replace,spider internet ranking marking playing sport algorithm,0.2267
192,INEX_LD-2009074,bt_bing_chinese_simplified,Network Ranking Scoring Algorithm,0.2146
193,INEX_LD-2009074,sensedisambiguation,web world wide web ranking rate scoring grade algorithm,0.2035
194,INEX_LD-2009074,bt_bing_swahili,Web level scoring algorithm,0.1751
195,INEX_LD-2009074,glove.topn3,web ranking scoring algorithm internet online top computation,0.1166
196,INEX_LD-2009074,word2vec.topn3.replace,internet web based ranking scoring algorith,0.0732
197,INEX_LD-2009074,sensedisambiguation.replace,world wide web rate grade algorithm,0.0731
198,INEX_LD-2009074,wiki.topn3,web ranking scoring algorithm kent distribution fisher consistency method moments statistics scoring algorithm,0.0691
199,INEX_LD-2009074,bertqe.topn10.qld,softwar onlin compani semant web,0.0642
200,INEX_LD-2009074,tagmee.topn3.replace,Scoring algorithm,0.0557
201,INEX_LD-2009074,bt_nllb_russian,algorithm for rating of websites,0.0363
202,INEX_LD-2009074,wiki.topn3.replace,kent distribution fisher consistency method moments statistics scoring algorithm,0.0157
203,INEX_LD-2009074,anchor.topn3,web ranking scoring algorithm wwww design access thumb a mu law lbg log n,0.0
204,INEX_LD-2009074,anchor.topn3.replace,wwww design access thumb a ranking scoring mu law lbg log n,0.0
205,INEX_LD-2009074,bertqe.topn10.bm25,voic qualiti voiceband,0.0
206,INEX_LD-2009074,bt_nllb_german,The following is the list of the categories of users of the service,0.0
207,INEX_LD-2009074,glove.topn3.replace,internet online top scoring computation,0.0
208,INEX_LD-2009074,stem.trunc4,web rank scor algo,0.0
209,INEX_LD-2009074,stem.trunc5,web ranki scori algor,0.0
210,INEX_LD-2009096,-1,Eiffel,0.5578
211,INEX_LD-2009096,wordnet.topn3.replace,Alexandre Gustave Eiffel,0.511
212,INEX_LD-2009096,bt_bing_french,Eiffel tower,0.3982
213,INEX_LD-2009096,glove.topn3,eiffel tower stk,0.3976
214,INEX_LD-2009096,bt_nllb_french,The Eiffel fire,0.3149
215,INEX_LD-2009096,conceptnet.topn3,eiffel Alexandre Gustave Eiffel standardize a pure object oriented programming language,0.2199
216,INEX_LD-2009096,word2vec.topn3,eiffel hanoi tower martello,0.1168
217,INEX_LD-2009096,conceptnet.topn3.replace,Alexandre Gustave Eiffel standardize a pure object oriented programming language,0.0898
218,INEX_LD-2009096,relevancefeedback.topn10.qld,eiffel program softwar copi sexual languag objectori develop,0.0742
219,INEX_LD-2009096,relevancefeedback.topn10.bm25,eiffel program softwar notat develop confer sexual objectori link,0.0468
220,INEX_LD-2009096,anchor.topn3,eiffel friedrich clemens gerk aviméta wilshiregrand,0.0145
221,INEX_LD-2009096,glove.topn3.replace,tower stk,0.0115
222,INEX_LD-2009096,anchor.topn3.replace,friedrich clemens gerk aviméta wilshiregrand,0.0
223,INEX_LD-2009096,bertqe.topn10.bm25,categori sexual orient paraphilia similarentitynam,0.0
224,INEX_LD-2009096,bertqe.topn10.qld,objectophil objectophilia objectophilia wed objectum,0.0
225,INEX_LD-2009096,bt_nllb_arabic,I m not,0.0
226,INEX_LD-2009096,bt_nllb_chinese_yue,I m not sure,0.0
227,INEX_LD-2009096,bt_nllb_german,Eggs,0.0
228,INEX_LD-2009096,bt_nllb_korean,The Epel,0.0
229,INEX_LD-2009096,bt_nllb_persian,I m going to the hospital,0.0
230,INEX_LD-2009096,bt_nllb_tamil,the ifel,0.0
231,INEX_LD-2009096,stem.trunc4,eiff,0.0
232,INEX_LD-2009096,stem.trunc5,eiffe,0.0
233,INEX_LD-2009096,tagmee.topn3.replace,,0.0
234,INEX_LD-2009096,wiki.topn3.replace,,0.0
235,INEX_LD-2009096,word2vec.topn3.replace,hanoi tower martello,0.0
236,INEX_LD-2009111,-1,europe solar power facility,0.1792
237,INEX_LD-2009111,bertqe.topn10.bm25,solar power countri attribut label,0.1674
238,INEX_LD-2009111,bt_nllb_swahili,Europe solar power station,0.1572
239,INEX_LD-2009111,bt_nllb_tamil,Europe solar powered,0.1457
240,INEX_LD-2009111,tagmee.topn3.replace,Europe Solar power,0.1457
241,INEX_LD-2009111,bt_bing_korean,Solar power generation facilities in Europe,0.1376
242,INEX_LD-2009111,wiki.topn3.replace,cultural concepts peninsulas asia europe europe solar energy solar power alternative energy solar power,0.13
243,INEX_LD-2009111,wordnet.topn3,europe solar power facility European Economic Community EEC European Union might great power ability installation quickness,0.1245
244,INEX_LD-2009111,anchor.topn3,europe solar power facility ventotto e u accentr ztj moeba atj schnitzelplatz schnitzelpl leka,0.1237
245,INEX_LD-2009111,glove.topn3.replace,european asia photovoltaic geothermal control addition,0.0957
246,INEX_LD-2009111,stem.lovins,europ sol power facil,0.0411
247,INEX_LD-2009111,wordnet.topn3.replace,Common Market European Economic Community solar index top executive ability adroitness deftness,0.0242
248,INEX_LD-2009111,conceptnet.topn3.replace,a kingdom continent a castle sun energy power arboretum artifact menagerie,0.0198
249,INEX_LD-2009111,anchor.topn3.replace,ventotto e u accentr ztj moeba atj schnitzelplatz schnitzelpl leka facility,0.0
250,INEX_LD-2009111,bertqe.topn10.qld,categori solar power unit state,0.0
251,INEX_LD-2009111,bt_nllb_french,The European Union,0.0
252,INEX_LD-2009111,stem.paicehusk,europ sol pow facil,0.0
253,INEX_LD-2009111,stem.trunc4,euro sola powe faci,0.0
254,INEX_LD-2009115,-1,virtual museums,0.8029
255,INEX_LD-2009115,sensedisambiguation,virtual museums museum,0.7976
256,INEX_LD-2009115,wordnet.topn3,virtual museums practical,0.3199
257,INEX_LD-2009115,relevancefeedback.topn10.qld,virtual museums museum collect carrot art texa,0.1956
258,INEX_LD-2009115,word2vec.topn3,virtual museums non virtual real musuems,0.139
259,INEX_LD-2009115,relevancefeedback.topn10.bm25,virtual museums collect museum art carrot exhibit,0.1119
260,INEX_LD-2009115,anchor.topn3,virtual museums virtualization implement groups perform virtualization amd,0.0503
261,INEX_LD-2009115,anchor.topn3.replace,virtualization implement groups perform virtualization amd museums,0.0385
262,INEX_LD-2009115,conceptnet.topn3,virtual museums art popular travel destinations,0.0237
263,INEX_LD-2009115,glove.topn3,virtual museums cyberspace allows galleries,0.0186
264,INEX_LD-2009115,word2vec.topn3.replace,non virtual real musuems,0.0167
265,INEX_LD-2009115,bertqe.topn10.bm25,participatori exhibit space fine artist,0.0
266,INEX_LD-2009115,bertqe.topn10.qld,tohelp make art more access,0.0
267,INEX_LD-2009115,bt_nllb_malay,The Mayan Museum,0.0
268,INEX_LD-2009115,conceptnet.topn3.replace,virtual art popular travel destinations,0.0
269,INEX_LD-2009115,glove.topn3.replace,cyberspace allows galleries,0.0
270,INEX_LD-2009115,stem.lovins,virtu museum,0.0
271,INEX_LD-2009115,stem.paicehusk,virt museum,0.0
272,INEX_LD-2009115,stem.trunc4,virt muse,0.0
273,INEX_LD-2009115,stem.trunc5,virtu museu,0.0
274,INEX_LD-2009115,tagmee.topn3.replace,,0.0
275,INEX_LD-2009115,wiki.topn3.replace,,0.0
276,INEX_LD-2009115,wordnet.topn3.replace,practical museums,0.0
277,INEX_LD-2010004,-1,Indian food,0.3178
278,INEX_LD-2010004,bt_bing_chinese_simplified,Indian cuisine,0.3016
279,INEX_LD-2010004,bt_bing_french,Indian Cuisine,0.3016
280,INEX_LD-2010004,bt_bing_russian,Indian Cuisine,0.3016
281,INEX_LD-2010004,relevancefeedback.topn10.bm25,indian food stouffer prayer univers rice kerala aruni banana museum award pharmaci,0.217
282,INEX_LD-2010004,glove.topn3,indian food india pakistani supplies,0.1795
283,INEX_LD-2010004,wordnet.topn3,indian food American Indian language Amerindic Red Indian food for thought solid food nutrient,0.1204
284,INEX_LD-2010004,relevancefeedback.topn10.qld,indian food stouffer rice univers prayer islam,0.0931
285,INEX_LD-2010004,stem.trunc5,india food,0.0771
286,INEX_LD-2010004,wordnet.topn3.replace,Amerindic American Indian language solid food food for thought,0.0591
287,INEX_LD-2010004,conceptnet.topn3,indian food chief native cake plate rice,0.0474
288,INEX_LD-2010004,anchor.topn3,indian food waipawan mangaorapan sah ku me hu wassamasaw neophobia food foods cross solfar,0.0315
289,INEX_LD-2010004,conceptnet.topn3.replace,chief native cake plate rice,0.0117
290,INEX_LD-2010004,word2vec.topn3,indian food india non indian foodstuffs,0.0113
291,INEX_LD-2010004,bertqe.topn10.bm25,categori write media indian cultur,0.008
292,INEX_LD-2010004,stem.trunc4,indi food,0.0048
293,INEX_LD-2010004,anchor.topn3.replace,waipawan mangaorapan sah ku me hu wassamasaw neophobia food foods cross solfar,0.0
294,INEX_LD-2010004,bertqe.topn10.qld,parbhani agricultur univers colleg maharashtra,0.0
295,INEX_LD-2010004,glove.topn3.replace,india pakistani supplies,0.0
296,INEX_LD-2010004,stem.lovins,ind food,0.0
297,INEX_LD-2010004,stem.paicehusk,ind food,0.0
298,INEX_LD-2010004,tagmee.topn3.replace,,0.0
299,INEX_LD-2010004,wiki.topn3.replace,,0.0
300,INEX_LD-2010004,word2vec.topn3.replace,india non indian foodstuffs,0.0
301,INEX_LD-2010014,-1,composer museum,0.2056
302,INEX_LD-2010014,anchor.topn3,composer museum íþróttarmiðstöðin museum found,0.0698
303,INEX_LD-2010014,anchor.topn3.replace,composer íþróttarmiðstöðin museum found,0.0569
304,INEX_LD-2010014,bt_nllb_persian,The Musical Museum,0.045
305,INEX_LD-2010014,bt_nllb_tamil,The Musical Museum,0.045
306,INEX_LD-2010014,glove.topn3,composer museum musician pianist exhibit,0.0389
307,INEX_LD-2010014,word2vec.topn3,composer museum musician musuem,0.0275
308,INEX_LD-2010014,glove.topn3.replace,musician pianist exhibit,0.015
