,qid,order,query,qld.ndcg
137,INEX_LD-2010106,-1,organic food advantages disadvantages,0.0
138,INEX_LD-2010106,wiki.topn3,organic food advantages disadvantages organic farming organic movement local food organic food,0.6131
139,INEX_LD-2010106,wiki.topn3.replace,organic farming organic movement local food organic food,0.6017
140,INEX_LD-2010106,tagmee.topn3.replace,Organic food,0.5381
141,INEX_LD-2010106,stem.lovins,organ food advant disadvant,0.4012
142,INEX_LD-2010106,wordnet.topn3.replace,constitutional organic fertilizer constituent solid food food for thought reward vantage disfavor disfavour,0.3283
143,INEX_LD-2010106,wordnet.topn3,organic food advantages disadvantages constitutive organic fertilizer organic fertiliser food for thought solid food nutrient reward vantage disfavour disfavor,0.3155
144,INEX_LD-2010106,conceptluster.topn5.3.bm25,organic food advantages disadvantages organic food,0.2838
145,INEX_LD-2010106,conceptluster.topn5.3.qld,organic food advantages disadvantages organic food,0.2838
146,INEX_LD-2010106,tagmee.topn3,organic food advantages disadvantages Organic food,0.2838
147,INEX_LD-2010106,stem.trunc5,organ food advan disad,0.2182
148,INEX_LD-2010106,bt_bing_korean,Organ Acid Foods Pros and Cons,0.1892
149,INEX_LD-2010106,anchor.topn3,organic food advantages disadvantages supported ungarinjin brevispirif neophobia food foods cross solfar,0.1808
150,INEX_LD-2010106,bt_bing_chinese_simplified,Pros and cons of organic food,0.147
151,INEX_LD-2010106,bt_bing_french,Organic Food Pros Cons,0.147
152,INEX_LD-2010106,bt_nllb_persian,The benefits of organic food,0.1086
153,INEX_LD-2010106,bt_bing_german,Advantages of organic food Cons,0.1035
154,INEX_LD-2010106,bt_nllb_swahili,benefits of organic food loss,0.0656
155,INEX_LD-2010106,relevancefeedback.topn10.qld,organic food advantages disadvantages cattl swot advantag societi strateg sourc design pesticid oxid metal,0.0296
156,INEX_LD-2010106,bt_bing_swahili,Benefits of organic food waste,0.0276
157,INEX_LD-2010106,bt_nllb_malay,The excess of organic food weakness,0.0266
158,INEX_LD-2010106,bt_bing_persian,Organic Food Benefits Disadvantages,0.0264
159,INEX_LD-2010106,bt_bing_russian,Benefits of Organic Food Disadvantages,0.0264
160,INEX_LD-2010106,bt_nllb_french,Benefits of organic food disadvantages,0.0264
161,INEX_LD-2010106,bt_nllb_german,Benefits of organic food Disadvantages,0.0264
162,INEX_LD-2010106,bt_nllb_tamil,The benefits of organic food disadvantages,0.0264
163,INEX_LD-2010106,anchor.topn3.replace,supported ungarinjin brevispirif neophobia food foods cross solfar advantages disadvantages,0.0248
164,INEX_LD-20120111,-1,vietnam war movie,0.5383
165,INEX_LD-20120111,bt_bing_chinese_simplified,Vietnam War films,0.567
166,INEX_LD-20120111,bt_bing_malay,Vietnam War Films,0.567
167,INEX_LD-20120111,bt_bing_swahili,Vietnam War films,0.567
168,INEX_LD-20120111,bt_nllb_german,Vietnam War Film,0.567
169,INEX_LD-20120111,bt_nllb_tamil,The Vietnam War Film,0.567
170,INEX_LD-20120112,-1,vietnam war facts,0.3156
171,INEX_LD-20120112,conceptluster.topn5.3.bm25,vietnam war facts vietnam war,0.4191
172,INEX_LD-20120112,conceptluster.topn5.3.qld,vietnam war facts vietnam war,0.4191
173,INEX_LD-20120112,tagmee.topn3,vietnam war facts Vietnam War,0.4191
174,INEX_LD-20120112,tagmee.topn3.replace,Vietnam War,0.3834
175,INEX_LD-20120112,sensedisambiguation.replace,vietnam war war fact,0.3648
176,INEX_LD-20120121,-1,vietnam food recipes,0.2655
177,INEX_LD-20120121,bt_bing_chinese_simplified,Vietnamese food recipes,0.3081
178,INEX_LD-20120121,bt_bing_french,Vietnamese Food Recipes,0.3081
179,INEX_LD-20120121,bt_bing_german,Recipes for Vietnamese food,0.3081
180,INEX_LD-20120121,bt_bing_korean,Vietnamese Food Recipes,0.3081
181,INEX_LD-20120121,bt_bing_malay,Vietnamese food recipes,0.3081
182,INEX_LD-20120121,bt_bing_persian,Vietnamese Food Recipes,0.3081
183,INEX_LD-20120121,bt_bing_swahili,Vietnamese food recipes,0.3081
184,INEX_LD-20120121,bt_nllb_chinese_yue,The Vietnamese food recipe,0.3081
185,INEX_LD-20120121,bt_nllb_french,Vietnamese food recipes,0.3081
186,INEX_LD-20120121,bt_nllb_malay,Vietnamese food recipes,0.3081
187,INEX_LD-20120121,bt_nllb_persian,Vietnamese food recipes,0.3081
188,INEX_LD-20120121,bt_nllb_swahili,Vietnamese food recipes,0.3081
189,INEX_LD-20120121,relevancefeedback.topn10.qld,vietnam food recipes joei cook recip icarli carrot raw vietnames bánh,0.2917
190,INEX_LD-20120121,sensedisambiguation,vietnam vietnam war food recipes recipe,0.2834
191,INEX_LD-20120122,-1,vietnamese food blog,0.2796
192,INEX_LD-20120131,-1,vietnam travel national park,0.2734
193,INEX_LD-20120131,bt_bing_swahili,Vietnam National Transportation Park,0.3578
194,INEX_LD-20120131,bt_bing_persian,Vietnam National Park Trip,0.3121
195,INEX_LD-20120131,conceptluster.topn5.3.bm25,vietnam travel national park vietnam national park tourism,0.299
196,INEX_LD-20120131,conceptluster.topn5.3.qld,vietnam travel national park vietnam tourism national park,0.299
197,INEX_LD-20120131,tagmee.topn3,vietnam travel national park Vietnam Tourism National park,0.299
198,INEX_LD-20120131,sensedisambiguation,vietnam vietnam war travel national park parking lot,0.2932
199,INEX_LD-20120132,-1,vietnam travel airports,0.6812
200,INEX_LD-20120132,bt_bing_swahili,Airports in Vietnam,0.8777
201,INEX_LD-20120132,bt_nllb_persian,Airports in Vietnam,0.8777
202,INEX_LD-20120132,bt_nllb_russian,Airports of Vietnam,0.8777
203,INEX_LD-20120132,bt_nllb_swahili,Airports in Vietnam,0.8777
204,INEX_LD-20120132,bt_nllb_tamil,Airports in Vietnam,0.8777
205,INEX_LD-20120132,sensedisambiguation,vietnam vietnam war travel airports airport,0.8517
206,INEX_LD-20120211,-1,guitar chord tuning,0.6585
207,INEX_LD-20120211,sensedisambiguation,guitar chord tuning tune,0.7611
208,INEX_LD-20120211,relevancefeedback.topn10.qld,guitar chord tuning tune d,0.7558
209,INEX_LD-20120211,bt_nllb_arabic,The tuning on the guitar,0.7066
210,INEX_LD-20120212,-1,guitar chord minor,0.5358
211,INEX_LD-20120212,wiki.topn3,guitar chord minor guitar chords major chord minor chord guitar chord glissando major scale legato minor scale,0.6027
212,INEX_LD-20120212,wiki.topn3.replace,guitar chords major chord minor chord guitar chord glissando major scale legato minor scale,0.5837
213,INEX_LD-20120212,conceptluster.topn5.3.bm25,guitar chord minor guitar chord minor scale,0.5658
214,INEX_LD-20120212,conceptluster.topn5.3.qld,guitar chord minor minor scale guitar chord,0.5658
215,INEX_LD-20120212,tagmee.topn3,guitar chord minor Guitar chord Minor scale,0.5658
216,INEX_LD-20120212,anchor.topn3,guitar chord minor lõm string selmer maccaferri music cadenti ofz chord sharpen planets yerelinana microcaryu,0.5452
217,INEX_LD-20120221,-1,guitar classical flamenco,0.6115
218,INEX_LD-20120222,-1,guitar classical bach,0.6441
219,INEX_LD-20120231,-1,guitar origin Russia,0.216
220,INEX_LD-20120231,bt_bing_persian,SOURCE Russian guitar,0.5253
221,INEX_LD-20120231,tagmee.topn3.replace,Guitar Russia,0.5239
222,INEX_LD-20120231,bt_bing_malay,the origin of the Russian guitar,0.4556
223,INEX_LD-20120231,bt_bing_swahili,The origin of the Russian guitar,0.4556
224,INEX_LD-20120231,bt_nllb_arabic,The origin of the guitar is Russian,0.4556
225,INEX_LD-20120231,bt_nllb_malay,Russian guitar origin,0.4556
226,INEX_LD-20120231,bt_nllb_persian,The origins of the Russian guitar,0.4556
227,INEX_LD-20120231,bt_nllb_swahili,the origin of the Russian guitar,0.4556
228,INEX_LD-20120231,conceptluster.topn5.3.bm25,guitar origin russia guitar,0.4012
229,INEX_LD-20120231,conceptluster.topn5.3.qld,guitar origin russia guitar,0.4012
230,INEX_LD-20120231,tagmee.topn3,guitar origin russia Guitar Russia,0.3977
231,INEX_LD-20120231,bt_nllb_chinese_yue,Guitar is from Russia,0.3648
232,INEX_LD-20120231,wiki.topn3,guitar origin russia spanish musical instruments guitars bass guitar guitar north asian countries russia member states commonwealth independent states russia,0.3559
233,INEX_LD-20120231,conceptnet.topn3,guitar origin russia string instrument chord a country,0.3511
234,INEX_LD-20120231,glove.topn3,guitar origin russia bass russian ukraine,0.3071
235,INEX_LD-20120231,wiki.topn3.replace,spanish musical instruments guitars bass guitar guitar north asian countries russia member states commonwealth independent states russia,0.2543
236,INEX_LD-20120232,-1,guitar origin blues,0.398
237,INEX_LD-20120232,relevancefeedback.topn10.qld,guitar origin blues blue,0.4614
238,INEX_LD-20120311,-1,tango culture movies,0.3664
239,INEX_LD-20120311,bt_bing_chinese_simplified,Tango Culture Films,0.6593
240,INEX_LD-20120311,bt_bing_korean,Tango Culture Film,0.6593
241,INEX_LD-20120311,bt_bing_malay,Tango Cultural Films,0.6593
242,INEX_LD-20120311,bt_bing_persian,Tango Culture Film,0.6593
243,INEX_LD-20120311,bt_nllb_arabic,The tango culture films,0.6593
244,INEX_LD-20120311,bt_nllb_chinese_yue,The tango culture film,0.6593
245,INEX_LD-20120311,bt_nllb_french,films of tango culture,0.6593
246,INEX_LD-20120311,bt_nllb_korean,The Tango culture film,0.6593
247,INEX_LD-20120311,bt_nllb_malay,tango culture film,0.6593
248,INEX_LD-20120311,bt_nllb_russian,The film of tango culture,0.6593
249,INEX_LD-20120311,tagmee.topn3.replace,Tango Culture Film,0.6593
250,INEX_LD-20120311,bt_bing_french,Films about tango culture,0.59
251,INEX_LD-20120311,bt_bing_german,Films about tango culture,0.59
252,INEX_LD-20120311,bt_bing_russian,Films about tango culture,0.59
253,INEX_LD-20120311,bt_nllb_tamil,The film is about the culture of the Tangos,0.59
254,INEX_LD-20120311,conceptluster.topn5.3.bm25,tango culture movies tango film culture,0.5854
255,INEX_LD-20120311,conceptluster.topn5.3.qld,tango culture movies culture tango film,0.5854
256,INEX_LD-20120311,tagmee.topn3,tango culture movies Tango Culture Film,0.5854
257,INEX_LD-20120311,bt_nllb_german,Other films of tango,0.4748
258,INEX_LD-20120312,-1,tango culture countries,0.5576
259,INEX_LD-20120312,conceptluster.topn5.3.bm25,tango culture countries nation tango music culture,0.5656
260,INEX_LD-20120312,conceptluster.topn5.3.qld,tango culture countries tango music culture nation,0.5656
261,INEX_LD-20120312,tagmee.topn3,tango culture countries Tango music Culture Nation,0.5656
262,INEX_LD-20120312,tagmee.topn3.replace,Tango music Culture Nation,0.5637
263,INEX_LD-20120321,-1,tango music  composers,0.5574
264,INEX_LD-20120321,bt_bing_arabic,Tango composers,0.6504
265,INEX_LD-20120321,bt_nllb_french,composers of tango,0.6504
266,INEX_LD-20120321,bt_nllb_german,Tango composers,0.6504
267,INEX_LD-20120321,bt_nllb_persian,Tangos are composers,0.6504
268,INEX_LD-20120321,bt_nllb_russian,The composers of the tango,0.6504
269,INEX_LD-20120322,-1,tango music instruments,0.6516
270,INEX_LD-20120331,-1,tango dance styles,0.7199
271,INEX_LD-20120331,tagmee.topn3,tango dance styles Tango Tango,0.8128
272,INEX_LD-20120331,conceptluster.topn5.3.bm25,tango dance styles tango,0.7934
273,INEX_LD-20120331,conceptluster.topn5.3.qld,tango dance styles tango,0.7934
274,INEX_LD-20120331,bt_nllb_french,dance of tango,0.7846
275,INEX_LD-20120332,-1,tango dance history,0.6823
276,INEX_LD-20120332,tagmee.topn3.replace,Tango Tango History of dance,0.7925
277,INEX_LD-20120332,tagmee.topn3,tango dance history Tango Tango History of dance,0.7741
278,INEX_LD-20120411,-1,bicycle sport races,0.3798
279,INEX_LD-20120412,-1,bicycle sport disciplines,0.3957
280,INEX_LD-20120412,glove.topn3,bicycle sport disciplines bike aforementioned namely,0.4674
281,INEX_LD-20120412,sensedisambiguation,bicycle sport disciplines discipline,0.4603
282,INEX_LD-20120412,word2vec.topn3,bicycle sport disciplines bike football sub disciplines,0.4318
283,INEX_LD-20120412,conceptluster.topn5.3.bm25,bicycle sport disciplines olympic sports sport bicycle,0.4012
284,INEX_LD-20120412,conceptluster.topn5.3.qld,bicycle sport disciplines sport olympic sports bicycle,0.4012
285,INEX_LD-20120412,tagmee.topn3,bicycle sport disciplines Bicycle Sport Olympic sports,0.4012
286,INEX_LD-20120421,-1,bicycle holiday towns,0.1501
287,INEX_LD-20120421,word2vec.topn3,bicycle holiday towns bike vacation busman cities villages,0.2626
288,INEX_LD-20120421,glove.topn3,bicycle holiday towns bike christmas villages cities,0.1964
289,INEX_LD-20120421,conceptluster.topn5.3.bm25,bicycle holiday towns vacation bicycle,0.154
290,INEX_LD-20120421,conceptluster.topn5.3.qld,bicycle holiday towns vacation bicycle,0.154
291,INEX_LD-20120421,tagmee.topn3,bicycle holiday towns Bicycle Vacation,0.154
292,INEX_LD-20120422,-1,bicycle holiday nature,0.154
293,INEX_LD-20120422,wiki.topn3,bicycle holiday nature bicycles cycle types road cycles bicycle harvest festival christmas tree new year holiday nature life biosphere nature,0.2227
294,INEX_LD-20120422,wiki.topn3.replace,bicycles cycle types road cycles bicycle harvest festival christmas tree new year holiday nature life biosphere nature,0.1985
295,INEX_LD-20120422,bt_bing_arabic,Nature Holiday Bikes,0.1672
296,INEX_LD-20120422,bt_bing_malay,The nature of bike holidays,0.1672
297,INEX_LD-20120422,bt_bing_persian,Nature Bike Holidays,0.1672
298,INEX_LD-20120422,bt_nllb_arabic,The nature of the bike holiday,0.1672
299,INEX_LD-20120422,bt_nllb_persian,The nature of the bike holiday,0.1672
300,INEX_LD-20120431,-1,bicycle benefits health,0.1846
301,INEX_LD-20120431,wordnet.topn3,bicycle benefits health wheel pedal cycle gain welfare wellness,0.3869
302,INEX_LD-20120431,conceptluster.topn5.3.bm25,bicycle benefits health health bicycle,0.2044
303,INEX_LD-20120431,conceptluster.topn5.3.qld,bicycle benefits health health bicycle,0.2044
304,INEX_LD-20120431,bt_bing_malay,Health Benefits Bike,0.1934
305,INEX_LD-20120432,-1,bicycle benefits environment,0.4977
306,INEX_LD-20120511,-1,female rock singers,0.3961
307,INEX_LD-20120512,-1,south korean girl groups,0.713
308,INEX_LD-20120512,relevancefeedback.topn10.bm25,south korean girl groups music group,0.7417
309,INEX_LD-20120512,stem.krovetz,south korea girl group,0.7367
310,INEX_LD-20120512,stem.trunc5,south korea girl group,0.7367
311,INEX_LD-20120512,conceptluster.topn5.3.bm25,south korean girl groups koreans girl group,0.7333
312,INEX_LD-20120512,conceptluster.topn5.3.qld,south korean girl groups koreans girl group,0.7333
313,INEX_LD-20120512,tagmee.topn3,south korean girl groups Koreans Girl group,0.7333
314,INEX_LD-20120512,bt_nllb_chinese_yue,The Korean girl group,0.7159
315,INEX_LD-20120512,tagmee.topn3.replace,Koreans Girl group,0.7159
316,INEX_LD-20120521,-1,electronic music genres,0.4225
317,INEX_LD-20120521,word2vec.topn3,electronic music genres non electronic electonic music subgenres sub genres,0.5155
318,INEX_LD-20120521,wiki.topn3,electronic music genres electronimusic ambient music electronica electronic music beat music accent music hi hat instrument music genre,0.4314
