,qid,order,query,bm25.recip_rank
64,36,-1,gps,0.2
65,36,glove.topn3,gps positioning navigation,1.0
66,37,-1,pampered chef,0.1111
67,38,-1,dogs for adoption,0.5
68,39,-1,disneyland hotel,0.3333
69,39,bertqe.topn10.qld,anaheim near disneyland motel,1.0
70,39,relevancefeedback.topn10.qld,disneyland hotel la anaheim,0.5
71,4,-1,toilet,0.0588
72,40,-1,michworks,0.3333
73,40,relevancefeedback.topn10.bm25,michworks michigan search work bike counti,1.0
74,40,relevancefeedback.topn10.qld,michworks resum michigan bike i search work counti,1.0
75,41,-1,orange county convention center,1.0
76,42,-1,the music man,0.0
77,43,-1,the secret garden,0.1
78,43,wiki.topn3,secret garden novels frances hodgson burnett littlwomen thchristmas miraclof jonathan toomey secret garden,0.2
79,44,-1,map of the united states,1.0
80,45,-1,solar panels,1.0
81,46,-1,alexian brothers hospital,0.3333
82,46,bt_nllb_arabic,The hospital of the Elks Brothers,1.0
83,46,conceptluster.topn5.3.bm25,alexian brothers hospital alexians bed toilet dusseldorf hote,1.0
84,46,conceptluster.topn5.3.qld,alexian brothers hospital alexians dusseldorf room apart,1.0
85,46,relevancefeedback.topn10.bm25,alexian brothers hospital chattanooga,1.0
86,46,relevancefeedback.topn10.qld,alexian brothers hospital chattanooga stroke,1.0
87,46,wordnet.topn3,alexian brothers hospital blood brother sidekick infirmary,1.0
88,46,wordnet.topn3.replace,alexian blood brother sidekick infirmary,1.0
89,46,bt_nllb_tamil,The hospital of the Brotherhood of Alexians,0.5
90,46,sensedisambiguation.replace,alexian buddy hospital,0.5
91,46,termluster.topn5.3.qld,alexian brothers hospital dusseldorf room apart,0.5
92,46,wiki.topn3,alexian brothers hospital james ambrosdominic aylward tanchelm cistercian saints alexians james ambrosdominic aylward tanchelm cistercian saints alexians,0.5
93,46,word2vec.topn3,alexian brothers hospital sisters siblings hosptial,0.5
94,47,-1,indexed annuity,1.0
95,48,-1,wilson antenna,1.0
96,49,-1,flame designs,0.5
97,5,-1,mitchell college,0.2
98,50,-1,dog heat,0.1111
99,50,conceptnet.topn3,dog heat bark pet fire temperature,0.25
100,6,-1,kcs,0.0
101,7,-1,air travel information,1.0
102,8,-1,appraisals,0.0
103,8,conceptnet.topn3,appraisals establish a worth,0.0128
104,9,-1,used car parts,0.3333
105,9,bt_bing_chinese_simplified,Used car accessories,1.0
106,9,bt_nllb_chinese_yue,With car parts,0.5
107,9,bt_nllb_russian,parts for cars,0.5
108,9,conceptluster.topn5.3.qld,used car parts part,0.5
109,9,termluster.topn5.3.qld,used car parts part,0.5
110,51,-1,horse hooves,1.0
111,52,-1,avp,0.2
112,52,wiki.topn3,avp list american beach volleyball players holly mcpeak california golden bears women s volleyball players association volleyball professionals,0.5
113,52,conceptluster.topn5.3.qld,avp association volleyball professionals depauw colleg mi,0.3333
114,52,tagmee.topn3,avp Association of Volleyball Professionals,0.3333
115,52,wiki.topn3.replace,list american beach volleyball players holly mcpeak california golden bears women s volleyball players association volleyball professionals,0.3333
116,53,-1,discovery channel store,1.0
117,54,-1,president of the united states,0.5
118,55,-1,iron,0.0182
119,55,wordnet.topn3,iron smoothing iron atomic number,0.0556
120,55,wordnet.topn3.replace,smoothing iron atomic number,0.0312
121,56,-1,uss yorktown charleston sc,0.0217
122,56,bt_bing_german,USS Yorktown Charleston United States of America,0.2
123,56,tagmee.topn3.replace,USS Yorktown CV Charleston South Carolina,0.2
124,56,conceptluster.topn5.3.qld,uss yorktown charleston sc charleston south carolina uss yorktown cv depauw colleg mi,0.1111
125,56,tagmee.topn3,uss yorktown charleston sc USS Yorktown CV Charleston South Carolina,0.1111
126,56,conceptluster.topn5.3.bm25,uss yorktown charleston sc charleston south carolina uss yorktown cv univers wand us math hunt,0.1
127,56,bt_bing_chinese_simplified,USS Charleston Yorktown,0.0909
128,56,relevancefeedback.topn10.bm25,uss yorktown charleston sc carolina program aircraft pleasant discharg museum,0.0714
129,56,relevancefeedback.topn10.qld,uss yorktown charleston sc n pleasant aircraft carolina,0.0714
130,56,sensedisambiguation.replace,united states yorktown charleston south carolina,0.05
131,56,conceptnet.topn3.replace,state css yorktown charleston Security Council scandium,0.0476
132,56,anchor.topn3,uss yorktown charleston sc amc aka cvhe yorktown yorktown mogyoród charleston carolina iaeger charleston summerville s c transfer talaea s c,0.0455
133,56,wordnet.topn3,uss yorktown charleston sc US USA United States siege of Yorktown capital of West Virginia scandium South Carolina,0.0417
134,56,bt_bing_russian,USS Yorktown Charleston South Carolina,0.04
135,56,glove.topn3,uss yorktown charleston sc destroyer u s s williamsburg savannah s c karlsruher djecr,0.04
136,56,sensedisambiguation,uss united states yorktown charleston sc south carolina,0.0345
137,56,anchor.topn3.replace,amc aka cvhe yorktown yorktown mogyoród charleston carolina iaeger charleston summerville s c transfer talaea s c,0.0286
138,56,stem.lovins,us yorktown charlest sc,0.0244
139,56,conceptnet.topn3,uss yorktown charleston sc state css Security Council scandium,0.0222
140,57,-1,ct jobs,1.0
141,58,-1,penguins,0.125
142,59,-1,how to build a fence,0.25
143,59,relevancefeedback.topn10.qld,how to build a fence fenc home,0.5
144,59,tagmee.topn3,build fence,0.3333
145,59,thesaurus.topn3,build fence,0.3333
146,59,thesaurus.topn3.replace,build fence,0.3333
147,59,wiki.topn3,build fence,0.3333
148,60,-1,bellevue,0.1
149,60,relevancefeedback.topn10.bm25,bellevue turn seattl estat bellevu your newport event,0.2
150,61,-1,worm,0.0833
151,62,-1,texas border patrol,1.0
152,63,-1,flushing,0.04
153,63,tagmee.topn3,flushing Flushing Queens,1.0
154,63,tagmee.topn3.replace,Flushing Queens,1.0
155,63,conceptluster.topn5.3.qld,flushing flushing queens c,0.3333
156,63,conceptluster.topn5.3.bm25,flushing flushing queens c print dropbox read team,0.25
157,63,glove.topn3,flushing queens meadows,0.0833
158,63,glove.topn3.replace,queens meadows,0.0556
159,64,-1,moths,0.1429
160,64,word2vec.topn3,moths caterpillars,0.5
161,65,-1,korean language,1.0
162,66,-1,income tax return online,0.0312
163,66,bt_nllb_chinese_yue,Tax returns online,0.0769
164,66,conceptluster.topn5.3.bm25,income tax return online tax return united states income tax c print dropbox read team,0.0769
165,67,-1,vldl levels,1.0
166,68,-1,pvc,0.125
167,68,conceptluster.topn5.3.bm25,pvc polyvinyl chloride c print dropbox read team,1.0
168,68,conceptluster.topn5.3.qld,pvc polyvinyl chloride c,0.5
169,68,tagmee.topn3,pvc Polyvinyl chloride,0.1667
170,68,wordnet.topn3,pvc premature ventricular contraction polyvinyl chloride,0.1667
171,68,wordnet.topn3.replace,premature ventricular contraction polyvinyl chloride,0.1667
172,68,sensedisambiguation,pvc premature ventricular contraction,0.1429
173,69,-1,sewing instructions,1.0
174,70,-1,to be or not to be that is the question,0.0
175,71,-1,living in india,0.0278
176,71,glove.topn3,living india indian pakistan,0.125
177,71,wiki.topn3,living india states territories established india hindustani speaking countries territories india,0.0667
178,71,glove.topn3.replace,living indian pakistan,0.0625
179,71,bt_nllb_chinese_yue,I live in India,0.05
180,71,bt_nllb_korean,I live in India,0.05
181,71,word2vec.topn3,living india non living pakistan indian nepal,0.0312
182,71,wiki.topn3.replace,states territories established india hindustani speaking countries territories india,0.0294
183,71,tagmee.topn3,living india India,0.0286
184,72,-1,the sun,0.0
185,73,-1,neil young,1.0
186,74,-1,kiwi,0.0357
187,74,word2vec.topn3,kiwi kiwifruit,1.0
188,74,word2vec.topn3.replace,kiwifruit,1.0
189,74,conceptnet.topn3,kiwi edible fruit,0.0526
190,75,-1,tornadoes,0.125
191,75,conceptnet.topn3,tornadoes dangerous go to the basement a hurricane,0.2
192,76,-1,raised gardens,0.5
193,76,bt_nllb_french,and gardens raised high,1.0
194,77,-1,bobcat,0.1429
195,78,-1,dieting,0.0204
196,78,wiki.topn3,dieting food faddism junk food macrobiotic diet dieting,0.0667
197,78,wiki.topn3.replace,food faddism junk food macrobiotic diet dieting,0.0588
198,79,-1,voyager,0.0345
199,79,wiki.topn3,voyager missions uranus missions neptune missions saturn voyager program,1.0
200,79,wiki.topn3.replace,missions uranus missions neptune missions saturn voyager program,1.0
201,79,conceptluster.topn5.3.bm25,voyager voyager program energi acceler object,0.25
202,79,tagmee.topn3,voyager Voyager program,0.1
203,79,tagmee.topn3.replace,Voyager program,0.1
204,79,word2vec.topn3,voyager explorer,0.0769
205,79,docluster.topn10.3.qld,voyager air hous travel object,0.0476
206,80,-1,keyboard reviews,1.0
207,81,-1,afghanistan,0.0667
208,81,bt_nllb_chinese_yue,Afghanistan is a country,1.0
209,82,-1,joints,0.0227
210,82,glove.topn3,joints tendons aching,0.037
211,83,-1,memory,0.0
212,83,conceptnet.topn3,memory remembering something brain,0.0909
213,83,conceptnet.topn3.replace,remembering something brain,0.0714
214,83,glove.topn3,memory remembering,0.0238
215,84,-1,continental plates,0.3333
216,84,relevancefeedback.topn10.qld,continental plates continent mm rock silver,1.0
217,84,sensedisambiguation,continental plates plate,1.0
218,84,glove.topn3,continental plates prohertrib piyanart slabs,0.5
219,85,-1,milwaukee journal sentinel,1.0
220,86,-1,bart sf,1.0
221,87,-1,who invented music,1.0
222,88,-1,forearm pain,1.0
223,89,-1,ocd,0.3333
224,89,tagmee.topn3,ocd Obsessive compulsive disorder,1.0
225,89,wiki.topn3,ocd behavioral addiction substancusdisorder social anxiety disorder obsessive compulsive disorder,1.0
226,89,wiki.topn3.replace,behavioral addiction substancusdisorder social anxiety disorder obsessive compulsive disorder,1.0
227,89,conceptnet.topn3,ocd a life long psychological anxiety disorder a disease,0.5
228,90,-1,mgb,0.0714
229,90,relevancefeedback.topn10.bm25,mgb part busi group regist british mine metro,0.5
230,90,termluster.topn5.3.qld,mgb part car,0.125
231,91,-1,er tv show,0.1111
232,91,conceptluster.topn5.3.qld,er tv show television program er tv series part car,0.2
233,91,tagmee.topn3,er tv show ER TV series ER TV series Television program,0.1667
234,91,tagmee.topn3.replace,ER TV series ER TV series Television program,0.1667
235,91,bt_bing_korean,Emergency Room TV Shows,0.1429
236,91,termluster.topn5.3.qld,er tv show part car,0.125
237,92,-1,the wall,0.0
238,92,bt_bing_tamil,Wall edit,0.05
239,93,-1,raffles,0.2
240,94,-1,titan,0.0167
241,96,-1,rice,0.2
242,97,-1,south africa,0.1667
243,97,bertqe.topn10.qld,south african nation cricket captain,0.5
244,98,-1,sat,0.3333
245,99,-1,satellite,0.0
246,99,wordnet.topn3,satellite artificial satellite planet,0.5
247,99,wordnet.topn3.replace,artificial satellite planet,0.5
248,99,glove.topn3,satellite launch,0.25
249,99,bertqe.topn10.qld,technolog space satellit amateur observ,0.0909
250,99,relevancefeedback.topn10.bm25,satellite satellit semant studi motion glonass,0.0263
251,99,glove.topn3.replace,launch,0.0156
252,101,-1,ritz carlton lake las vegas,1.0
253,102,-1,fickle creek farm,0.0333
254,102,bt_bing_chinese_simplified,Fickel Creekham Fickle Creek Farm Hotel,0.1
255,103,-1,madam cj walker,0.5
256,103,bt_bing_russian,Madame C J Walker,1.0
257,103,bt_nllb_russian,Madam K W Walker please,1.0
258,103,docluster.topn10.3.bm25,madam cj walker death cellulos carbon restringido video life trivia obama organ,1.0
259,103,tagmee.topn3.replace,Madam C J Walker,1.0
260,104,-1,indiana child support,0.1111
261,104,conceptluster.topn5.3.qld,indiana child support indiana child support united states git object,0.5
262,104,relevancefeedback.topn10.qld,indiana child support percent,0.5
263,104,bt_nllb_german,Child support from Indiana,0.3333
264,104,wiki.topn3,indiana child support indiana ohio cities indiana indiana noncustodial parent geduldig v aiello child abusprevention treatment act child support united states,0.25
265,104,wiki.topn3.replace,indiana ohio cities indiana indiana noncustodial parent geduldig v aiello child abusprevention treatment act child support united states,0.25
266,105,-1,sonoma county medical services,1.0
267,106,-1,universal animal cuts reviews,0.25
268,106,bt_bing_korean,Universal Animal World Cuts Review,1.0
269,107,-1,cass county missouri,0.125
270,107,anchor.topn3,cass county missouri pokagon elsmerensi wabedo missouri histori missouri educ missouri economi,1.0
271,107,docluster.topn10.3.qld,cass county missouri git object trivia,0.5
272,107,conceptnet.topn3.replace,cass county cassie county MO,0.1667
273,107,conceptnet.topn3,cass county missouri cass county cassie MO,0.1429
274,108,-1,ralph owen brewster,1.0
275,109,-1,mayo clinic jacksonville fl,0.0
276,109,anchor.topn3,mayo clinic jacksonville fl uscg surfman aace care br administrative br florida histori florida a b,0.0137
277,109,bt_bing_arabic,Mayo Clinic Jacksonville Florida,0.0122
278,109,bt_bing_chinese_simplified,Mayo Clinic in Jacksonville Florida,0.0122
279,109,bt_bing_french,Mayo Clinic Jacksonville Florida,0.0122
280,109,bt_nllb_arabic,The Mayo Jacksonville clinic in Florida,0.0122
281,109,bt_nllb_french,The Mayo Clinic in Jacksonville Florida,0.0122
282,109,tagmee.topn3.replace,Mayo Clinic Jacksonville Florida,0.0122
283,109,conceptnet.topn3,mayo clinic jacksonville fl mayonnaise yukon territory eye clinic hospital Florida,0.0103
284,110,-1,map of brazil,1.0
285,111,-1,lymphoma in dogs,1.0
286,112,-1,kenmore gas water heater,0.0
287,113,-1,hp mini 2140,0.0
288,113,rm3.topn10.10.0.5.bm25,hp mini 2140,0.0588
289,113,rm3.topn10.10.0.5.qld,hp mini 2140,0.0588
290,114,-1,adobe indian houses,0.2
291,114,wiki.topn3,adobe indian houses buildings structures construction material adobe buildings structures pueblos adobe indigenous peoples united states native american topics native american history native americans united states houses residential area building house,1.0
292,114,wiki.topn3.replace,buildings structures construction material adobe buildings structures pueblos adobe indigenous peoples united states native american topics native american history native americans united states houses residential area building house,1.0
293,114,bt_bing_german,Indian houses made of mud bricks,0.5
294,114,tagmee.topn3,adobe indian houses Adobe Native Americans in the United States House,0.5
295,114,conceptluster.topn5.3.qld,adobe indian houses native americans united states adobe house git object,0.3333
296,114,relevancefeedback.topn10.bm25,adobe indian houses view fe san flash,0.3333
297,115,-1,pacific northwest laboratory,0.25
298,115,bt_nllb_arabic,Pacific Northwest lab,1.0
299,115,bt_nllb_persian,Pacific Northwest lab,1.0
300,115,tagmee.topn3,pacific northwest laboratory Pacific Northwest,0.5
301,115,wordnet.topn3,pacific northwest laboratory peaceable Pacific Ocean northwestward science lab lab,0.3333
302,116,-1,california franchise tax board,0.1667
303,116,bt_bing_chinese_simplified,California Franchise Tax Commission,1.0
304,116,bt_bing_french,California Franchise Tax Commission,1.0
305,116,bt_bing_german,California Franchise Tax Authority,1.0
306,116,bt_nllb_chinese_yue,The California Franchise Tax Agency,1.0
307,116,bt_nllb_french,The California Board of Franchise Taxation,1.0
308,116,bt_nllb_korean,The California Franchise Tax Commission,1.0
309,116,bt_nllb_persian,The California Franchise Tax Agency,1.0
310,116,bt_nllb_russian,California Council on Franchise Taxation,1.0
311,116,conceptluster.topn5.3.qld,california franchise tax board california franchise tax board git object,1.0
312,116,conceptnet.topn3,california franchise tax board a state a lizard a state in the USA enfranchisement government money payment wood plank flat,1.0
313,116,termluster.topn5.3.qld,california franchise tax board git object,1.0
314,116,docluster.topn10.3.qld,california franchise tax board git object trivia,0.5
315,116,relevancefeedback.topn10.bm25,california franchise tax board hotel program staff form view busi usabl,0.5
316,116,wiki.topn3,california franchise tax board unruh civil rights act ronald reagan day california proposition california franchise tax board,0.5
317,116,bt_bing_korean,California Franchise Tax Board California Francis Patent Borde,0.2
318,117,-1,dangers of asbestos,0.3333
319,117,conceptluster.topn5.3.qld,dangers asbestos risk asbestos git object,0.5
320,117,relevancefeedback.topn10.qld,dangers of asbestos asbesto cancer,0.5
321,117,word2vec.topn3,dangers asbestos perils hazards asbestos containing asbestos related,0.5
322,118,-1,poem in your pocket day,1.0
323,119,-1,interview thank you,0.2
324,120,-1,tv on computer,0.0909
325,120,glove.topn3,tv computer television broadcast software,1.0
326,120,bt_bing_korean,TV on your computer,0.5
327,120,bt_bing_russian,TV on your computer,0.5
328,120,tagmee.topn3,tv computer Television Computer,0.3333
329,121,-1,sit and reach test,0.5
330,121,bt_bing_malay,sit down and reach the test,1.0
331,122,-1,culpeper national cemetery,0.5
332,122,anchor.topn3,culpeper national cemetery sozialisten national noodzaak paris span,1.0
333,122,conceptluster.topn5.3.bm25,culpeper national cemetery culpeper national cemetery death cellulos carbon restringido video,1.0
334,122,termluster.topn5.3.bm25,culpeper national cemetery death cellulos carbon restringido video,1.0
335,123,-1,von willebrand disease,0.5
336,123,bt_bing_korean,Von Willebrand s disease,1.0
337,123,bt_bing_malay,von Willebrand s disease,1.0
338,123,bt_nllb_german,of Willebrand s disease,1.0
339,123,bt_nllb_swahili,von Willebrand s disease,1.0
340,123,conceptluster.topn5.3.qld,von willebrand disease von willebrand disease git object,1.0
341,123,docluster.topn10.3.qld,von willebrand disease git object trivia,1.0
342,123,glove.topn3,von willebrand disease heinrich wilhelm vwf hahnz illness,1.0
343,123,termluster.topn5.3.qld,von willebrand disease git object,1.0
344,123,wiki.topn3,von willebrand disease von willebrand factor tracheomalacia lemierre s syndrome von willebrand disease,1.0
345,123,wiki.topn3.replace,von willebrand factor tracheomalacia lemierre s syndrome von willebrand disease,1.0
346,124,-1,bowflex power pro,1.0
347,125,-1,butter and margarine,0.5
348,125,conceptluster.topn5.3.qld,butter margarine butter margarine git object,1.0
349,125,word2vec.topn3,butter margarine bread margarine butter,1.0
350,125,word2vec.topn3.replace,bread margarine butter,1.0
351,126,-1,us capitol map,0.0
352,126,wordnet.topn3,us capitol map u uracil Capitol Building mathematical function represent,0.0526
353,126,bt_nllb_french,map of the capitol of the united states,0.0115
354,127,-1,dutchess county tourism,0.3333
355,127,conceptluster.topn5.3.bm25,dutchess county tourism dutchess county new york death cellulos carbon restringido video,1.0
356,127,conceptluster.topn5.3.qld,dutchess county tourism dutchess county new york git object,1.0
357,127,docluster.topn10.3.bm25,dutchess county tourism death cellulos carbon restringido video life trivia obama organ,1.0
358,127,relevancefeedback.topn10.bm25,dutchess county tourism counti vassar http tour,1.0
359,127,tagmee.topn3,dutchess county tourism Dutchess County New York,1.0
360,127,word2vec.topn3,dutchess county tourism queen kynges marrie countywide tourist tourism related,1.0
361,127,bt_bing_chinese_simplified,Tourism Department of Dutchess County,0.5
362,127,tagmee.topn3.replace,Dutchess County New York,0.5
363,128,-1,atypical squamous cells,0.25
364,128,docluster.topn10.3.bm25,atypical squamous cells death cellulos carbon restringido video life trivia obama organ,1.0
365,128,relevancefeedback.topn10.bm25,atypical squamous cells cell carcinoma hpv skin squamou cervic,0.5
366,129,-1,iowa food stamp program,0.1429
367,129,relevancefeedback.topn10.bm25,iowa food stamp program coin depart charl corn state nutrit kb,0.25
368,129,relevancefeedback.topn10.qld,iowa food stamp program depart state coin notic,0.25
369,129,bt_nllb_korean,Iowa s food stamp program,0.2
370,130,-1,fact on uranus,1.0
371,131,-1,equal opportunity employer,0.0476
372,131,relevancefeedback.topn10.bm25,equal opportunity employer action district hyanni engin nsw employ disabl,1.0
373,131,relevancefeedback.topn10.qld,equal opportunity employer women action practic employ,0.5
374,131,stem.porter2,equal opportun employ,0.2
375,132,-1,mothers day songs,0.1429
376,132,bt_bing_arabic,Mother s Day Songs,1.0
377,132,bt_bing_chinese_simplified,Mother s Day songs,1.0
378,132,bt_bing_french,Mother s Day Songs,1.0
379,132,bt_bing_german,Mother s Day songs,1.0
380,132,bt_bing_korean,Mother s Day Songs,1.0
381,132,bt_bing_malay,Mother s Day song,1.0
382,132,bt_bing_persian,Mother s Day song,1.0
383,132,bt_bing_russian,Mother s Day Songs,1.0
384,132,bt_bing_swahili,Mother s Day Songs,1.0
385,132,bt_bing_tamil,Mother s Day Songs,1.0
386,132,bt_nllb_arabic,Mother s day songs,1.0
387,132,bt_nllb_chinese_yue,Mother s Day song,1.0
388,132,bt_nllb_french,songs for Mother s Day,1.0
389,132,bt_nllb_german,Mother s day songs,1.0
390,132,bt_nllb_korean,Mother s day song,1.0
391,132,bt_nllb_malay,Mother s day song,1.0
392,132,bt_nllb_persian,Mother s Day songs,1.0
393,132,bt_nllb_russian,Mother s Day songs,1.0
394,132,bt_nllb_swahili,Mother s day songs,1.0
395,132,bt_nllb_tamil,Mother s Day songs,1.0
396,132,sensedisambiguation,mothers mother day songs sung,1.0
397,132,sensedisambiguation.replace,mother day sung,1.0
398,132,tagmee.topn3,mothers day songs Mother s Day,1.0
399,132,relevancefeedback.topn10.qld,mothers day songs dai mother i song,0.3333
400,133,-1,all men are created equal,1.0
401,134,-1,electronic skeet shoot,0.0172
402,134,bt_bing_persian,Electronic skeet firing,0.1111
403,134,tagmee.topn3.replace,Skeet Shoot,0.0526
404,134,anchor.topn3,electronic skeet shoot skeets sk str x murendwa shooting victim castile polic,0.04
405,134,conceptluster.topn5.3.bm25,electronic skeet shoot skeet shoot death cellulos carbon restringido video,0.0357
406,134,tagmee.topn3,electronic skeet shoot Skeet Shoot,0.0286
407,134,relevancefeedback.topn10.bm25,electronic skeet shoot plai possibl,0.0238
408,134,stem.trunc5,elect skeet shoot,0.0227
409,134,termluster.topn5.3.qld,electronic skeet shoot git object,0.0208
410,134,conceptluster.topn5.3.qld,electronic skeet shoot skeet shoot git object,0.02
411,135,-1,source of the nile,0.0189
412,135,conceptluster.topn5.3.qld,source nile nile git object,0.25
413,136,-1,american military university,0.0
414,136,tagmee.topn3,american military university American Public University System,0.0556
415,136,tagmee.topn3.replace,American Public University System,0.0118
416,137,-1,rock and gem shows,1.0
417,138,-1,jax chemical company,1.0
418,139,-1,rocky mountain news,0.0333
419,139,wiki.topn3,rocky mountain news defunct newspapers colorado thdenver post media denver colorado rocky mountain news,1.0
420,139,wiki.topn3.replace,defunct newspapers colorado thdenver post media denver colorado rocky mountain news,1.0
421,139,bt_bing_french,News from the Rockies,0.1667
422,139,bt_nllb_arabic,News from the Rockies,0.1667
423,140,-1,east ridge high school,0.25
424,141,-1,va dmv registration,0.0714
425,141,sensedisambiguation.replace,virginia dmv registration,0.5
426,141,conceptluster.topn5.3.bm25,va dmv registration virginia washington metropolitan area death cellulos carbon restringido video,0.2
427,141,word2vec.topn3,va dmv registration veut uning doit cdl nys dvla registering,0.2
428,141,stem.lovins,va dmv register,0.1667
429,141,termluster.topn5.3.bm25,va dmv registration death cellulos carbon restringido video,0.1667
430,141,bt_nllb_korean,Register the dmv,0.1429
431,142,-1,illinois state tax,0.1667
432,142,bt_nllb_chinese_yue,Illinois tax rate,0.5
433,143,-1,arkadelphia health club,0.0
434,144,-1,trombone for sale,1.0
435,145,-1,vines for shade,0.3333
436,145,glove.topn3,vines shade grapevines,1.0
437,145,relevancefeedback.topn10.bm25,vines for shade barn flower your root draw,1.0
438,145,anchor.topn3,vines shade phlox situations html css,0.5
439,146,-1,sherwood regional library,0.3333
440,146,relevancefeedback.topn10.qld,sherwood regional library phone librari park calgari book,0.5
441,147,-1,tangible personal property tax,1.0
442,148,-1,martha stewart and imclone,1.0
443,149,-1,uplift at yellowstone national park,0.0625
444,149,docluster.topn10.3.bm25,uplift at yellowstone national park death cellulos carbon restringido video life trivia obama organ,1.0
445,149,docluster.topn10.3.qld,uplift at yellowstone national park git object trivia,1.0
446,149,termluster.topn5.3.bm25,uplift yellowstone national park death cellulos carbon restringido video,1.0
447,149,word2vec.topn3,uplift yellowstone national park yosemite supervolcano super volcano regional international local parkland,1.0
448,149,word2vec.topn3.replace,uplift yosemite supervolcano super volcano regional international local parkland,0.5
449,149,bt_bing_korean,Rise of Yellowstone National Park Yellowstone National Break,0.3333
450,149,bt_nllb_german,Rise and Fall in Yellowstone National Park,0.3333
451,149,conceptnet.topn3,uplift yellowstone national park upheaval Montana flag,0.3333
452,149,anchor.topn3,uplift yellowstone national park sub cambrian party br plan lz sozialisten national noodzaak paris span magee 박찬욱 phokasomboun,0.25
453,149,sensedisambiguation.replace,uplift at yellowstone national parking lot,0.2
454,149,bt_nllb_chinese_yue,The rise of Yellowstone National Park,0.1667
455,149,bt_nllb_tamil,Rise in Yellowstone National Park,0.1667
456,149,sensedisambiguation,uplift at yellowstone national park parking lot,0.1429
457,149,tagmee.topn3.replace,Tectonic uplift Yellowstone National Park,0.1
458,149,wiki.topn3,uplift yellowstone national park continental crust basement geology sedimentary basin tectonic uplift national parks montana national parks idaho protected areas established yellowstone national park,0.1
459,149,conceptluster.topn5.3.bm25,uplift yellowstone national park yellowstone national park tectonic uplift death cellulos carbon restringido video,0.0909
460,149,conceptluster.topn5.3.qld,uplift yellowstone national park yellowstone national park tectonic uplift git object,0.0909
461,149,stem.lovins,uplift at yellowston nat park,0.0909
