,qid,order,query,bm25.ndcg
104,56,tagmee.topn3,uss yorktown charleston sc USS Yorktown CV Charleston South Carolina,0.1559
105,56,conceptluster.topn5.3.bm25,uss yorktown charleston sc charleston south carolina uss yorktown cv univers wand us math hunt,0.1524
106,56,conceptluster.topn5.3.qld,uss yorktown charleston sc charleston south carolina uss yorktown cv depauw colleg mi,0.1523
107,56,relevancefeedback.topn10.bm25,uss yorktown charleston sc carolina program aircraft pleasant discharg museum,0.1501
108,56,bertqe.topn10.qld,yorktown jcpenni yorktown yorktown theater,0.1482
109,56,relevancefeedback.topn10.qld,uss yorktown charleston sc n pleasant aircraft carolina,0.1264
110,56,bt_bing_chinese_simplified,USS Charleston Yorktown,0.1259
111,56,wordnet.topn3,uss yorktown charleston sc US USA United States siege of Yorktown capital of West Virginia scandium South Carolina,0.1196
112,56,conceptnet.topn3,uss yorktown charleston sc state css Security Council scandium,0.1104
113,56,glove.topn3,uss yorktown charleston sc destroyer u s s williamsburg savannah s c karlsruher djecr,0.0622
114,56,conceptnet.topn3.replace,state css yorktown charleston Security Council scandium,0.0398
115,57,-1,ct jobs,0.2232
116,58,-1,penguins,0.0952
117,59,-1,how to build a fence,0.0648
118,59,tagmee.topn3,build fence,0.0812
119,59,thesaurus.topn3,build fence,0.0812
120,59,thesaurus.topn3.replace,build fence,0.0812
121,59,wiki.topn3,build fence,0.0812
122,60,-1,bellevue,0.1521
123,61,-1,worm,0.1001
124,62,-1,texas border patrol,0.4528
125,62,tagmee.topn3.replace,Texas United States Border Patrol,0.5067
126,62,tagmee.topn3,texas border patrol Texas United States Border Patrol,0.4909
127,62,conceptluster.topn5.3.qld,texas border patrol united states border patrol texas c,0.4809
128,63,-1,flushing,0.1926
129,63,tagmee.topn3,flushing Flushing Queens,0.3192
130,63,tagmee.topn3.replace,Flushing Queens,0.2785
131,63,conceptluster.topn5.3.qld,flushing flushing queens c,0.2528
132,64,-1,moths,0.1796
133,65,-1,korean language,0.0968
134,65,glove.topn3,korean language korea word,0.3876
135,65,wiki.topn3,korean language languages north korea languages korea buyeo languages korean language,0.2567
136,65,wiki.topn3.replace,languages north korea languages korea buyeo languages korean language,0.1682
137,65,conceptluster.topn5.3.qld,korean language korean language c,0.1106
138,66,-1,income tax return online,0.0297
139,66,bt_nllb_chinese_yue,Tax returns online,0.0391
140,66,conceptluster.topn5.3.bm25,income tax return online tax return united states income tax c print dropbox read team,0.0386
141,67,-1,vldl levels,0.3195
142,67,stem.trunc4,vldl leve,0.3401
143,67,tagmee.topn3,vldl levels Very low density lipoprotein,0.3275
144,67,conceptluster.topn5.3.qld,vldl levels low density lipoprotein c,0.3255
145,68,-1,pvc,0.1391
146,68,conceptluster.topn5.3.bm25,pvc polyvinyl chloride c print dropbox read team,0.1956
147,68,wordnet.topn3,pvc premature ventricular contraction polyvinyl chloride,0.1728
148,68,conceptluster.topn5.3.qld,pvc polyvinyl chloride c,0.1541
149,68,wordnet.topn3.replace,premature ventricular contraction polyvinyl chloride,0.1413
150,69,-1,sewing instructions,0.2702
151,70,-1,to be or not to be that is the question,0.0
152,71,-1,living in india,0.0068
153,71,wiki.topn3,living india states territories established india hindustani speaking countries territories india,0.0301
154,71,wiki.topn3.replace,states territories established india hindustani speaking countries territories india,0.0259
155,71,bt_nllb_chinese_yue,I live in India,0.0213
156,71,bt_nllb_korean,I live in India,0.0213
157,71,tagmee.topn3,living india India,0.0178
158,71,wordnet.topn3,living india populate dwell experience Republic of India Bharat,0.0123
159,71,glove.topn3,living india indian pakistan,0.0112
160,71,wordnet.topn3.replace,populate dwell experience Republic of India Bharat,0.011
161,71,glove.topn3.replace,living indian pakistan,0.0087
162,71,word2vec.topn3,living india non living pakistan indian nepal,0.0071
163,72,-1,the sun,0.0
164,73,-1,neil young,0.2455
165,74,-1,kiwi,0.0517
166,74,word2vec.topn3,kiwi kiwifruit,0.1655
167,74,word2vec.topn3.replace,kiwifruit,0.0787
168,74,wordnet.topn3,kiwi apteryx Chinese gooseberry Actinidia deliciosa,0.0617
169,74,wordnet.topn3.replace,apteryx Chinese gooseberry Actinidia deliciosa,0.0581
170,75,-1,tornadoes,0.2326
171,76,-1,raised gardens,0.2776
172,77,-1,bobcat,0.1555
173,78,-1,dieting,0.0174
174,78,wiki.topn3,dieting food faddism junk food macrobiotic diet dieting,0.0412
175,78,wiki.topn3.replace,food faddism junk food macrobiotic diet dieting,0.0377
176,79,-1,voyager,0.012
177,79,conceptluster.topn5.3.bm25,voyager voyager program energi acceler object,0.272
178,79,wiki.topn3,voyager missions uranus missions neptune missions saturn voyager program,0.2599
179,79,wiki.topn3.replace,missions uranus missions neptune missions saturn voyager program,0.2371
180,79,tagmee.topn3,voyager Voyager program,0.1519
181,79,tagmee.topn3.replace,Voyager program,0.1288
182,79,word2vec.topn3,voyager explorer,0.0395
183,79,docluster.topn10.3.qld,voyager air hous travel object,0.0166
184,80,-1,keyboard reviews,0.2497
185,81,-1,afghanistan,0.0328
186,81,bt_nllb_chinese_yue,Afghanistan is a country,0.1475
187,81,anchor.topn3,afghanistan junbish عالی present,0.1128
188,81,anchor.topn3.replace,junbish عالی present,0.1067
189,81,wordnet.topn3,afghanistan Islamic State of Afghanistan,0.0552
190,81,wiki.topn3,afghanistan states territories established territories military occupation education afghanistan afghanistan,0.0373
191,81,wordnet.topn3.replace,Islamic State of Afghanistan,0.0348
192,81,wiki.topn3.replace,states territories established territories military occupation education afghanistan afghanistan,0.0344
193,82,-1,joints,0.0063
194,82,glove.topn3,joints tendons aching,0.0072
195,83,-1,memory,0.0
196,83,conceptnet.topn3,memory remembering something brain,0.0335
197,83,conceptnet.topn3.replace,remembering something brain,0.0133
198,83,glove.topn3,memory remembering,0.0096
199,84,-1,continental plates,0.3861
200,84,sensedisambiguation,continental plates plate,0.4363
201,85,-1,milwaukee journal sentinel,0.1433
202,85,bt_nllb_persian,The Milwaukee Sentinel,0.148
203,86,-1,bart sf,0.587
204,87,-1,who invented music,0.0939
205,87,tagmee.topn3,invented music The Who The Music,0.1354
206,87,conceptnet.topn3,invented music dance record rock,0.123
207,87,conceptnet.topn3.replace,invented dance record rock,0.115
208,87,bt_bing_persian,The One Who Invented Music,0.0999
209,88,-1,forearm pain,0.3435
210,89,-1,ocd,0.1698
211,89,wiki.topn3,ocd behavioral addiction substancusdisorder social anxiety disorder obsessive compulsive disorder,0.3668
212,89,conceptluster.topn5.3.bm25,ocd obsessive compulsive disorder art system apprais f,0.2955
213,89,conceptluster.topn5.3.qld,ocd obsessive compulsive disorder perform apprais art how,0.2808
214,89,wiki.topn3.replace,behavioral addiction substancusdisorder social anxiety disorder obsessive compulsive disorder,0.2664
215,89,conceptnet.topn3,ocd a life long psychological anxiety disorder a disease,0.2446
216,90,-1,mgb,0.2668
217,90,relevancefeedback.topn10.bm25,mgb part busi group regist british mine metro,0.4391
218,91,-1,er tv show,0.1137
219,91,conceptluster.topn5.3.qld,er tv show television program er tv series part car,0.2248
220,91,tagmee.topn3,er tv show ER TV series ER TV series Television program,0.1988
221,91,tagmee.topn3.replace,ER TV series ER TV series Television program,0.1671
222,91,conceptluster.topn5.3.bm25,er tv show er tv series television program figur auto direct game object,0.1618
223,92,-1,the wall,0.0
224,92,bt_bing_tamil,Wall edit,0.027
225,93,-1,raffles,0.1895
226,94,-1,titan,0.0631
227,96,-1,rice,0.2663
228,97,-1,south africa,0.0409
229,98,-1,sat,0.1442
230,99,-1,satellite,0.0
231,99,wordnet.topn3,satellite artificial satellite planet,0.1131
232,99,wordnet.topn3.replace,artificial satellite planet,0.1005
233,99,glove.topn3,satellite launch,0.0335
234,99,bertqe.topn10.qld,technolog space satellit amateur observ,0.0316
235,99,relevancefeedback.topn10.bm25,satellite satellit semant studi motion glonass,0.0077
236,99,glove.topn3.replace,launch,0.0067
237,101,-1,ritz carlton lake las vegas,0.3097
238,101,stem.trunc5,ritz carlt lake las vegas,0.328
239,102,-1,fickle creek farm,0.021
240,102,bt_bing_chinese_simplified,Fickel Creekham Fickle Creek Farm Hotel,0.0301
241,103,-1,madam cj walker,0.1467
242,103,bt_bing_russian,Madame C J Walker,0.497
243,103,tagmee.topn3.replace,Madam C J Walker,0.497
244,103,conceptluster.topn5.3.bm25,madam cj walker madam c j walker death cellulos carbon restringido video,0.333
245,103,tagmee.topn3,madam cj walker Madam C J Walker,0.268
246,103,conceptluster.topn5.3.qld,madam cj walker madam c j walker git object,0.2667
247,103,conceptnet.topn3.replace,madam j chief justice walker,0.2655
248,103,docluster.topn10.3.bm25,madam cj walker death cellulos carbon restringido video life trivia obama organ,0.2067
249,103,wiki.topn3,madam cj walker bondagand freedom negro academy legal rights association madam c j walker,0.1921
250,103,bt_nllb_russian,Madam K W Walker please,0.1545
251,104,-1,indiana child support,0.1135
252,104,relevancefeedback.topn10.qld,indiana child support percent,0.2231
253,104,conceptluster.topn5.3.qld,indiana child support indiana child support united states git object,0.2204
254,104,bt_nllb_german,Child support from Indiana,0.1792
255,104,wiki.topn3,indiana child support indiana ohio cities indiana indiana noncustodial parent geduldig v aiello child abusprevention treatment act child support united states,0.1246
256,104,wiki.topn3.replace,indiana ohio cities indiana indiana noncustodial parent geduldig v aiello child abusprevention treatment act child support united states,0.1246
257,105,-1,sonoma county medical services,0.3127
258,105,sensedisambiguation,sonoma county medical services servicing,0.3247
259,106,-1,universal animal cuts reviews,0.0829
260,106,bt_bing_korean,Universal Animal World Cuts Review,0.1407
261,107,-1,cass county missouri,0.267
262,107,docluster.topn10.3.qld,cass county missouri git object trivia,0.4119
263,107,anchor.topn3,cass county missouri pokagon elsmerensi wabedo missouri histori missouri educ missouri economi,0.4076
264,108,-1,ralph owen brewster,0.6837
265,108,bertqe.topn10.qld,from senat ralph owen brewster,0.7203
266,109,-1,mayo clinic jacksonville fl,0.0
267,109,anchor.topn3,mayo clinic jacksonville fl uscg surfman aace care br administrative br florida histori florida a b,0.0334
268,109,bt_bing_arabic,Mayo Clinic Jacksonville Florida,0.0325
269,109,bt_bing_chinese_simplified,Mayo Clinic in Jacksonville Florida,0.0325
270,109,bt_bing_french,Mayo Clinic Jacksonville Florida,0.0325
271,109,bt_nllb_arabic,The Mayo Jacksonville clinic in Florida,0.0325
272,109,bt_nllb_french,The Mayo Clinic in Jacksonville Florida,0.0325
273,109,tagmee.topn3.replace,Mayo Clinic Jacksonville Florida,0.0325
274,109,conceptnet.topn3,mayo clinic jacksonville fl mayonnaise yukon territory eye clinic hospital Florida,0.0313
275,110,-1,map of brazil,0.2393
276,111,-1,lymphoma in dogs,0.2822
277,111,tagmee.topn3,lymphoma dogs Lymphoma in animals,0.3787
278,111,anchor.topn3.replace,extracavitari lymphomas lymphoma dogs,0.3669
279,111,anchor.topn3,lymphoma dogs extracavitari lymphomas lymphoma,0.357
280,111,conceptluster.topn5.3.qld,lymphoma dogs lymphoma animals git object,0.355
281,111,conceptluster.topn5.3.bm25,lymphoma dogs lymphoma animals death cellulos carbon restringido video,0.3249
282,112,-1,kenmore gas water heater,0.0
283,113,-1,hp mini 2140,0.0
284,113,rm3.topn10.10.0.5.bm25,hp mini 2140,0.0607
285,113,rm3.topn10.10.0.5.qld,hp mini 2140,0.0607
286,114,-1,adobe indian houses,0.0829
287,114,wiki.topn3,adobe indian houses buildings structures construction material adobe buildings structures pueblos adobe indigenous peoples united states native american topics native american history native americans united states houses residential area building house,0.1333
288,114,wiki.topn3.replace,buildings structures construction material adobe buildings structures pueblos adobe indigenous peoples united states native american topics native american history native americans united states houses residential area building house,0.1333
289,114,bt_bing_german,Indian houses made of mud bricks,0.1292
290,115,-1,pacific northwest laboratory,0.1027
291,115,bt_nllb_arabic,Pacific Northwest lab,0.2385
292,115,bt_nllb_persian,Pacific Northwest lab,0.2385
293,115,tagmee.topn3,pacific northwest laboratory Pacific Northwest,0.1505
294,115,wordnet.topn3,pacific northwest laboratory peaceable Pacific Ocean northwestward science lab lab,0.1193
295,116,-1,california franchise tax board,0.2424
296,117,-1,dangers of asbestos,0.1264
297,117,relevancefeedback.topn10.qld,dangers of asbestos asbesto cancer,0.1748
298,117,relevancefeedback.topn10.bm25,dangers of asbestos asbesto issu hydrogen cancer blog,0.1438
299,117,tagmee.topn3,dangers asbestos Risk Asbestos,0.1339
300,118,-1,poem in your pocket day,0.3582
301,119,-1,interview thank you,0.2709
302,120,-1,tv on computer,0.0855
303,120,bt_bing_korean,TV on your computer,0.2357
304,120,bt_bing_russian,TV on your computer,0.2357
305,120,tagmee.topn3,tv computer Television Computer,0.1567
306,120,glove.topn3,tv computer television broadcast software,0.0935
307,121,-1,sit and reach test,0.2051
308,122,-1,culpeper national cemetery,0.2442
309,122,conceptluster.topn5.3.bm25,culpeper national cemetery culpeper national cemetery death cellulos carbon restringido video,0.3377
310,122,anchor.topn3,culpeper national cemetery sozialisten national noodzaak paris span,0.3265
311,122,termluster.topn5.3.bm25,culpeper national cemetery death cellulos carbon restringido video,0.3093
312,123,-1,von willebrand disease,0.3961
313,123,conceptluster.topn5.3.qld,von willebrand disease von willebrand disease git object,0.431
314,123,bt_nllb_chinese_yue,Von Willebrand s disease is the most common,0.4007
315,124,-1,bowflex power pro,0.1243
316,124,bt_nllb_french,Power for bowflex,0.1752
317,124,bt_bing_persian,Bowflex Power Professional,0.1696
318,124,tagmee.topn3.replace,Bowflex,0.1586
319,124,tagmee.topn3,bowflex power pro Bowflex,0.1446
320,124,conceptluster.topn5.3.qld,bowflex power pro bowflex git object,0.1255
321,125,-1,butter and margarine,0.2532
322,125,conceptluster.topn5.3.qld,butter margarine butter margarine git object,0.2675
323,126,-1,us capitol map,0.0
324,126,wordnet.topn3,us capitol map u uracil Capitol Building mathematical function represent,0.0785
325,126,bt_nllb_french,map of the capitol of the united states,0.0525
326,127,-1,dutchess county tourism,0.3293
327,127,tagmee.topn3,dutchess county tourism Dutchess County New York,0.362
328,127,conceptluster.topn5.3.qld,dutchess county tourism dutchess county new york git object,0.3511
329,127,conceptluster.topn5.3.bm25,dutchess county tourism dutchess county new york death cellulos carbon restringido video,0.3468
330,128,-1,atypical squamous cells,0.2131
331,128,docluster.topn10.3.bm25,atypical squamous cells death cellulos carbon restringido video life trivia obama organ,0.2466
332,128,relevancefeedback.topn10.bm25,atypical squamous cells cell carcinoma hpv skin squamou cervic,0.2149
333,129,-1,iowa food stamp program,0.0906
334,130,-1,fact on uranus,0.2486
335,130,bt_bing_arabic,Fact about Uranus,0.2651
336,130,bt_bing_chinese_simplified,Facts about Uranus,0.2651
337,130,bt_bing_german,Fact about Uranus,0.2651
338,130,bt_bing_korean,Facts about Uranus,0.2651
339,130,bt_bing_malay,Facts about Uranus,0.2651
340,130,bt_nllb_korean,The Facts About Uranus,0.2651
341,131,-1,equal opportunity employer,0.1521
342,131,relevancefeedback.topn10.bm25,equal opportunity employer action district hyanni engin nsw employ disabl,0.477
343,131,relevancefeedback.topn10.qld,equal opportunity employer women action practic employ,0.301
344,131,stem.porter2,equal opportun employ,0.1845
345,132,-1,mothers day songs,0.1392
346,132,sensedisambiguation,mothers mother day songs sung,0.266
347,132,sensedisambiguation.replace,mother day sung,0.2343
348,132,relevancefeedback.topn10.qld,mothers day songs dai mother i song,0.2076
349,132,tagmee.topn3,mothers day songs Mother s Day,0.1543
350,133,-1,all men are created equal,0.1948
351,133,wiki.topn3,men created equal life liberty thpursuit happiness virginia declaration rights act thgradual abolition slavery men created equal,0.206
352,134,-1,electronic skeet shoot,0.0221
353,134,bt_bing_malay,Electronic skeet visualization,0.0799
354,134,conceptluster.topn5.3.bm25,electronic skeet shoot skeet shoot death cellulos carbon restringido video,0.0718
355,134,tagmee.topn3.replace,Skeet Shoot,0.0505
356,134,anchor.topn3,electronic skeet shoot skeets sk str x murendwa shooting victim castile polic,0.0475
357,134,relevancefeedback.topn10.bm25,electronic skeet shoot plai possibl,0.0469
358,134,termluster.topn5.3.bm25,electronic skeet shoot death cellulos carbon restringido video,0.0425
359,134,bt_bing_persian,Electronic skeet firing,0.0391
360,134,tagmee.topn3,electronic skeet shoot Skeet Shoot,0.0251
361,134,stem.trunc5,elect skeet shoot,0.0236
362,134,termluster.topn5.3.qld,electronic skeet shoot git object,0.0231
363,134,conceptluster.topn5.3.qld,electronic skeet shoot skeet shoot git object,0.0229
364,135,-1,source of the nile,0.1584
365,135,conceptluster.topn5.3.qld,source nile nile git object,0.3585
366,136,-1,american military university,0.0
367,136,tagmee.topn3,american military university American Public University System,0.0952
368,136,tagmee.topn3.replace,American Public University System,0.035
369,137,-1,rock and gem shows,0.2549
370,138,-1,jax chemical company,0.6447
371,138,sensedisambiguation.replace,jax chemical ship s company,0.7367
372,138,sensedisambiguation,jax chemical company ship s company,0.652
373,139,-1,rocky mountain news,0.1034
374,139,wiki.topn3,rocky mountain news defunct newspapers colorado thdenver post media denver colorado rocky mountain news,0.5518
375,139,wiki.topn3.replace,defunct newspapers colorado thdenver post media denver colorado rocky mountain news,0.4766
376,139,bt_bing_french,News from the Rockies,0.1749
377,139,bt_nllb_arabic,News from the Rockies,0.1749
378,140,-1,east ridge high school,0.1407
379,141,-1,va dmv registration,0.1322
380,141,sensedisambiguation.replace,virginia dmv registration,0.4424
381,141,termluster.topn5.3.bm25,va dmv registration death cellulos carbon restringido video,0.2104
382,141,stem.lovins,va dmv register,0.2045
383,141,bt_nllb_korean,Register the dmv,0.196
384,141,relevancefeedback.topn10.bm25,va dmv registration form you servic oa chang vehicl,0.1744
385,141,sensedisambiguation,va virginia dmv registration,0.1655
386,141,conceptluster.topn5.3.bm25,va dmv registration virginia washington metropolitan area death cellulos carbon restringido video,0.1627
387,141,relevancefeedback.topn10.qld,va dmv registration form vehicl driver,0.1437
388,142,-1,illinois state tax,0.0884
389,142,bt_nllb_chinese_yue,Illinois tax rate,0.1142
390,143,-1,arkadelphia health club,0.0
391,144,-1,trombone for sale,0.3059
392,145,-1,vines for shade,0.2168
393,146,-1,sherwood regional library,0.4104
394,147,-1,tangible personal property tax,0.3736
395,148,-1,martha stewart and imclone,0.4343
396,148,termluster.topn5.3.bm25,martha stewart imclone death cellulos carbon restringido video,0.4539
397,148,conceptluster.topn5.3.bm25,martha stewart imclone imclone systems martha stewart death cellulos carbon restringido video,0.45
398,148,glove.topn3,martha stewart imclone stewart lehf campbell payne waksal genentech,0.4401
399,148,anchor.topn3,martha stewart imclone emmli parsahi forsøgsdyren panchuck skynnard bhob sp,0.4395
400,148,docluster.topn10.3.bm25,martha stewart and imclone death cellulos carbon restringido video life trivia obama organ,0.4388
401,149,-1,uplift at yellowstone national park,0.3164
402,149,word2vec.topn3,uplift yellowstone national park yosemite supervolcano super volcano regional international local parkland,0.4284
403,149,termluster.topn5.3.bm25,uplift yellowstone national park death cellulos carbon restringido video,0.4124
404,149,sensedisambiguation.replace,uplift at yellowstone national parking lot,0.3649
405,149,relevancefeedback.topn10.bm25,uplift at yellowstone national park yellowston,0.3554
406,149,relevancefeedback.topn10.qld,uplift at yellowstone national park yellowston,0.3554
407,149,docluster.topn10.3.qld,uplift at yellowstone national park git object trivia,0.3536
408,149,sensedisambiguation,uplift at yellowstone national park parking lot,0.3236
409,149,termluster.topn5.3.qld,uplift yellowstone national park git object,0.3188
410,150,-1,tn highway patrol,0.0788
411,150,relevancefeedback.topn10.bm25,tn highway patrol state crash safeti new offic,0.1952
412,150,conceptluster.topn5.3.qld,tn highway patrol tennessee highway patrol git object,0.0999
413,150,tagmee.topn3,tn highway patrol Tennessee Highway patrol,0.0999
414,150,relevancefeedback.topn10.qld,tn highway patrol highwai state info offic,0.0903
415,150,conceptluster.topn5.3.bm25,tn highway patrol tennessee highway patrol death cellulos carbon restringido video,0.0875
416,150,conceptnet.topn3,tn highway patrol Tennessee tennessee mn,0.0875
417,150,sensedisambiguation,tn tennessee highway patrol,0.0841
418,150,bt_bing_chinese_simplified,Tennessee Highway Patrol,0.0831
419,150,sensedisambiguation.replace,tennessee highway patrol,0.0831
420,150,tagmee.topn3.replace,Tennessee Highway patrol,0.0831
421,151,-1,403b,0.0
422,151,rm3.topn10.10.0.5.bm25,403b,0.2316
423,151,rm3.topn10.10.0.5.qld,403b,0.2316
424,151,wiki.topn3,b plan federal employees retirement system roth k b,0.0824
425,151,wiki.topn3.replace,plan federal employees retirement system roth k b,0.0406
426,151,word2vec.topn3,b participant directed retirement savings,0.0231
427,151,word2vec.topn3.replace,participant directed retirement savings,0.0183
428,151,relevancefeedback.topn10.bm25,b plan r form sai loan contribut download,0.0047
429,152,-1,angular cheilitis,0.0
430,153,-1,pocono,0.2945
431,154,-1,figs,0.1076
432,154,bt_nllb_tamil,The fig trees,0.1487
433,155,-1,last supper painting,0.312
434,156,-1,university of phoenix,0.1739
435,157,-1,the beatles rock band,0.0346
436,157,bt_nllb_tamil,The Beatles were a rock band,0.1493
437,157,glove.topn3,beatles rock band lennon mccartney band pop album,0.1184
438,157,conceptluster.topn5.3.qld,beatles rock band beatles album beatles rock band git object,0.1009
439,157,tagmee.topn3.replace,The Beatles album The Beatles Rock Band,0.0837
440,157,tagmee.topn3,beatles rock band The Beatles album The Beatles Rock Band,0.0832
441,157,bt_nllb_chinese_yue,The Beatles are the band,0.0688
442,157,glove.topn3.replace,lennon mccartney band pop album,0.0684
443,157,conceptluster.topn5.3.bm25,beatles rock band beatles rock band beatles album death cellulos carbon restringido video,0.0522
444,157,termluster.topn5.3.qld,beatles rock band git object,0.0405
445,157,sensedisambiguation,the beatles rock band set,0.0377
446,158,-1,septic system design,0.3309
447,158,bt_bing_french,Septic tank design,0.3575
448,159,-1,porterville,0.4086
449,159,conceptluster.topn5.3.bm25,porterville porterville california death cellulos carbon restringido video,0.4855
450,159,tagmee.topn3,porterville Porterville California,0.4658
451,159,tagmee.topn3.replace,Porterville California,0.4627
452,159,conceptluster.topn5.3.qld,porterville porterville california git object,0.4093
453,160,-1,grilling,0.0
454,161,-1,furniture for small spaces,0.0245
455,161,sensedisambiguation,furniture for small spaces space,0.0924
456,161,word2vec.topn3,furniture small spaces furnishings large tiny smaller spaces,0.0454
457,162,-1,dnr,0.1135
458,163,-1,arkansas,0.0121
459,163,conceptnet.topn3,arkansas a state,0.0884
460,163,bt_nllb_chinese_yue,The state of Arkansas USA,0.0302
461,164,-1,hobby stores,0.1639
462,165,-1,blue throated hummingbird,0.053
463,165,termluster.topn5.3.qld,blue throated hummingbird git object,0.0799
