,qid,order,query,qld.map
40,11,bertqe.topn10.qld,mlic manhattan gmat prep class,0.1065
41,11,wordnet.topn3,gmat prep classes homework preparation form assort separate,0.0946
42,11,tagmee.topn3,gmat prep classes Graduate Management Admission Test Preschool Social class,0.0944
43,11,conceptluster.topn5.3.bm25,gmat prep classes social class preschool graduate management admission test death cellulos carbon restringido video,0.0929
44,11,stem.lovins,gmat prep clas,0.0879
45,11,stem.trunc4,gmat prep clas,0.0879
46,11,bt_nllb_german,Preparation hours for the Gmat study,0.0799
47,11,bt_bing_german,GMAT Preparation Courses,0.0744
48,11,bt_nllb_tamil,Gmat ready classes,0.0591
49,11,bertqe.topn10.bm25,studi guid gmat mathprep corpor,0.0568
50,11,bt_bing_malay,GMAT preparatory classes,0.0408
51,11,bt_bing_persian,GMAT Preparatory Classes,0.0408
52,11,glove.topn3,gmat prep classes s a t gre bdb k students,0.0385
53,11,sensedisambiguation.replace,gmat homework course,0.0268
54,11,conceptnet.topn3,gmat prep classes graduate school entrance test homework prepper a gymnasium school a classroom,0.0158
55,11,wordnet.topn3.replace,gmat homework preparation form assort separate,0.0088
56,11,anchor.topn3.replace,al mojzel baico crosswat preparatori prep oahu classes,0.0001
57,11,bt_nllb_arabic,Teacher preparation classes,0.0
58,11,bt_nllb_chinese_yue,Pre K through grade,0.0
59,11,bt_nllb_french,Preparatory courses for secondary education,0.0
60,11,bt_nllb_persian,Preparatory classes,0.0
61,11,bt_nllb_russian,Classes on preparation for gymnasium,0.0
62,11,conceptnet.topn3.replace,graduate school entrance test homework prepper a gymnasium school a classroom,0.0
63,11,glove.topn3.replace,s a t gre bdb k students,0.0
64,11,tagmee.topn3.replace,Graduate Management Admission Test Preschool Social class,0.0
65,11,wiki.topn3,gmat prep classes graduatrecord examinations sat subject tests master sciencin information technology graduate management admission test early childhood education fifth grade sixth grade preschool social status working class individualism social class,0.0
66,11,wiki.topn3.replace,graduatrecord examinations sat subject tests master sciencin information technology graduate management admission test early childhood education fifth grade sixth grade preschool social status working class individualism social class,0.0
67,12,-1,djs,0.0226
68,12,relevancefeedback.topn10.bm25,djs ag dj,0.0154
69,12,relevancefeedback.topn10.qld,djs dj comment,0.0074
70,12,conceptnet.topn3,djs deejays,0.0057
71,12,glove.topn3,djs deejays,0.0057
72,12,word2vec.topn3,djs deejays,0.0057
73,12,bt_bing_chinese_simplified,DJ service,0.0051
74,12,sensedisambiguation,djs disk jockey,0.0051
75,12,wordnet.topn3,djs disc jockey disk jockey,0.0043
76,12,wordnet.topn3.replace,disc jockey disk jockey,0.004
77,12,sensedisambiguation.replace,disk jockey,0.0035
78,12,conceptnet.topn3.replace,deejays,0.0002
79,12,glove.topn3.replace,deejays,0.0002
80,12,word2vec.topn3.replace,deejays,0.0002
81,12,docluster.topn10.3.qld,djs git object trivia,0.0001
82,12,bertqe.topn10.bm25,financial d unternehmensnew such newslett abonnieren,0.0
83,12,bertqe.topn10.qld,beat rhythm blue after hour,0.0
84,12,bt_nllb_arabic,The DGS,0.0
85,12,bt_nllb_chinese_yue,Other things,0.0
86,12,bt_nllb_korean,I m not a DJ,0.0
87,12,bt_nllb_malay,The D J S,0.0
88,12,bt_nllb_persian,J J,0.0
89,12,bt_nllb_russian,I m not a jazz player,0.0
90,12,bt_nllb_swahili,The D J S,0.0
91,12,bt_nllb_tamil,The Bible is a book of scriptures,0.0
92,12,conceptluster.topn5.3.bm25,djs death cellulos carbon restringido video,0.0
93,12,conceptluster.topn5.3.qld,djs git object,0.0
94,12,docluster.topn10.3.bm25,djs death cellulos carbon restringido video life trivia obama organ,0.0
95,12,tagmee.topn3.replace,,0.0
96,12,termluster.topn5.3.bm25,djs death cellulos carbon restringido video,0.0
97,12,termluster.topn5.3.qld,djs git object,0.0
98,12,wiki.topn3.replace,,0.0
99,13,-1,map,0.0504
100,13,bt_nllb_russian,Map of the city,0.0012
101,13,anchor.topn3,map zubački w red blu,0.0
102,13,anchor.topn3.replace,zubački w red blu,0.0
103,13,bertqe.topn10.bm25,object draft cork citi develop,0.0
104,13,bertqe.topn10.qld,high visibl version page style,0.0
105,13,bt_nllb_korean,Map of the world,0.0
106,13,bt_nllb_persian,The plan,0.0
107,13,conceptluster.topn5.3.bm25,map death cellulos carbon restringido video,0.0
108,13,conceptluster.topn5.3.qld,map git object,0.0
109,13,docluster.topn10.3.bm25,map death cellulos carbon restringido video life trivia obama organ,0.0
110,13,docluster.topn10.3.qld,map git object trivia,0.0
111,13,relevancefeedback.topn10.bm25,map chapter object system game credit,0.0
112,13,relevancefeedback.topn10.qld,map object,0.0
113,13,tagmee.topn3.replace,,0.0
114,13,termluster.topn5.3.bm25,map death cellulos carbon restringido video,0.0
115,13,termluster.topn5.3.qld,map git object,0.0
116,13,wiki.topn3.replace,,0.0
117,13,wordnet.topn3,map mathematical function represent,0.0
118,13,wordnet.topn3.replace,mathematical function represent,0.0
119,14,-1,dinosaurs,0.0098
120,14,conceptnet.topn3.replace,ancient reptiles,0.0008
121,14,word2vec.topn3,dinosaurs dinos,0.0007
122,14,relevancefeedback.topn10.qld,dinosaurs x dinosaur pleo fossil letter,0.0005
123,14,bertqe.topn10.bm25,pleo dinosaur christma expect gigant,0.0
124,14,bertqe.topn10.qld,pleo dinosaur pleo dinosaur set,0.0
125,14,bt_nllb_german,Other animals,0.0
126,14,conceptluster.topn5.3.bm25,dinosaurs death cellulos carbon restringido video,0.0
127,14,conceptluster.topn5.3.qld,dinosaurs git object,0.0
128,14,docluster.topn10.3.bm25,dinosaurs death cellulos carbon restringido video life trivia obama organ,0.0
129,14,docluster.topn10.3.qld,dinosaurs git object trivia,0.0
130,14,glove.topn3.replace,reptiles,0.0
131,14,relevancefeedback.topn10.bm25,dinosaurs dinosaur game i pleo puzzl anon,0.0
132,14,stem.paicehusk,dinosa,0.0
133,14,stem.trunc4,dino,0.0
134,14,stem.trunc5,dinos,0.0
135,14,tagmee.topn3.replace,,0.0
136,14,termluster.topn5.3.bm25,dinosaurs death cellulos carbon restringido video,0.0
137,14,termluster.topn5.3.qld,dinosaurs git object,0.0
138,14,wiki.topn3.replace,,0.0
139,14,word2vec.topn3.replace,dinos,0.0
140,15,-1,espn sports,0.1485
141,15,tagmee.topn3,espn sports ESPN Broadcasting of sports events,0.1324
142,15,conceptluster.topn5.3.qld,espn sports broadcasting sports events espn git object,0.1319
143,15,conceptluster.topn5.3.bm25,espn sports broadcasting sports events espn death cellulos carbon restringido video,0.1212
144,15,relevancefeedback.topn10.qld,espn sports classic sport titl,0.1207
145,15,tagmee.topn3.replace,ESPN Broadcasting of sports events,0.1069
146,15,sensedisambiguation,espn sports sport,0.0983
147,15,wiki.topn3,espn sports bristol connecticut television channels stations established sports television networks united states espn sports events works sports out of market sports package broadcasting sports events,0.0791
148,15,glove.topn3,espn sports espn telecasts,0.0755
149,15,anchor.topn3,espn sports espnsoccernet espnet nbatv,0.0719
150,15,wiki.topn3.replace,bristol connecticut television channels stations established sports television networks united states espn sports events works sports out of market sports package broadcasting sports events,0.0671
151,15,glove.topn3.replace,espn telecasts sports,0.0668
152,15,word2vec.topn3,espn sports sportscenter espn com athletics,0.0662
153,15,termluster.topn5.3.qld,espn sports git object,0.0285
154,15,wordnet.topn3,espn sports feature lark about mutant,0.0106
155,15,conceptnet.topn3,espn sports us fun ball Basketball and football,0.0065
156,15,word2vec.topn3.replace,sportscenter espn com athletics,0.0059
157,15,anchor.topn3.replace,espnsoccernet espnet nbatv sports,0.0043
158,15,relevancefeedback.topn10.bm25,espn sports articl john bucher comment you,0.0041
159,15,docluster.topn10.3.qld,espn sports git object trivia,0.0034
160,15,docluster.topn10.3.bm25,espn sports death cellulos carbon restringido video life trivia obama organ,0.0029
161,15,termluster.topn5.3.bm25,espn sports death cellulos carbon restringido video,0.0017
162,15,bertqe.topn10.qld,star sport com espn com,0.0014
163,15,bertqe.topn10.bm25,http a espncdn com prod http r espn go com,0.0
164,15,bt_nllb_arabic,Sports,0.0
165,15,bt_nllb_chinese_yue,Exercise,0.0
166,15,bt_nllb_french,sports,0.0
167,15,bt_nllb_german,Sports,0.0
168,15,bt_nllb_korean,Sports,0.0
169,15,bt_nllb_malay,sports,0.0
170,15,bt_nllb_persian,Sports,0.0
171,15,bt_nllb_russian,sports,0.0
172,15,bt_nllb_swahili,sports spn,0.0
173,15,bt_nllb_tamil,game,0.0
174,15,conceptnet.topn3.replace,us fun ball Basketball and football,0.0
175,15,stem.trunc4,espn spor,0.0
176,15,wordnet.topn3.replace,espn feature lark about mutant,0.0
177,16,-1,arizona game and fish,0.0906
178,16,conceptnet.topn3,arizona game fish a state Flagstaff football animal A bass,0.053
179,16,wiki.topn3,arizona game fish arizona new mexico new mexico arizona agua fria river list lakes reservoirs mogollon rim mogollon plateau verdriver arizona game fish department fish ichthyology animals religion fish,0.0517
180,16,bt_nllb_russian,Arizona and Fish,0.0426
181,16,wiki.topn3.replace,arizona new mexico new mexico arizona agua fria river list lakes reservoirs mogollon rim mogollon plateau verdriver arizona game fish department fish ichthyology animals religion fish,0.0406
182,16,bertqe.topn10.bm25,big game draw enew calendar,0.0363
183,16,bt_nllb_french,Arizona hunting and fishing,0.0339
184,16,bt_nllb_tamil,Arizona hunting and fishing,0.0339
185,16,bt_nllb_arabic,Arizona fishing and boating,0.0325
186,16,bt_nllb_german,Arizona Wild and Fish,0.0185
187,16,relevancefeedback.topn10.qld,arizona game and fish said wolf,0.0153
188,16,anchor.topn3,arizona game fish arizona fir pee posh arizona histori pulblish soflo samagom charles armel cold smok praematurus,0.0148
189,16,wordnet.topn3,arizona game fish AZ genus Arizona halting gimpy mettlesome Pisces,0.0113
190,16,bt_nllb_chinese_yue,Arizona wildlife and fish,0.0109
191,16,bt_nllb_korean,Arizona wildlife and fish,0.0109
192,16,relevancefeedback.topn10.bm25,arizona game and fish wolf bat hunter elk speci awf manag,0.0107
193,16,sensedisambiguation,arizona game plot and fish pisces,0.0079
194,16,glove.topn3,arizona game fish colorado tucson play salmon,0.0063
195,16,word2vec.topn3,arizona game fish california nevada utah gameplay player salmon,0.0056
196,16,stem.trunc4,ariz game and fish,0.0046
197,16,conceptnet.topn3.replace,a state Flagstaff football animal A bass,0.0045
198,16,bt_bing_french,Arizona Gambling Fishing,0.003
199,16,termluster.topn5.3.qld,arizona game fish git object,0.003
200,16,termluster.topn5.3.bm25,arizona game fish death cellulos carbon restringido video,0.0023
201,16,docluster.topn10.3.qld,arizona game and fish git object trivia,0.001
202,16,anchor.topn3.replace,arizona fir pee posh arizona histori pulblish soflo samagom charles armel cold smok praematurus,0.0005
203,16,docluster.topn10.3.bm25,arizona game and fish death cellulos carbon restringido video life trivia obama organ,0.0003
204,16,sensedisambiguation.replace,arizona plot and pisces,0.0001
205,16,wordnet.topn3.replace,AZ genus Arizona halting gimpy mettlesome Pisces,0.0001
206,16,bertqe.topn10.qld,phoenix event calendar classifi craigslist,0.0
207,16,glove.topn3.replace,colorado tucson play salmon,0.0
208,16,stem.lovins,arizon gam and fish,0.0
209,16,stem.paicehusk,arizon gam and fish,0.0
210,16,stem.trunc5,arizo game and fish,0.0
211,16,word2vec.topn3.replace,california nevada utah gameplay player salmon,0.0
212,17,-1,poker tournaments,0.0353
213,17,tagmee.topn3,poker tournaments Poker Poker tournament,0.0246
214,17,conceptluster.topn5.3.qld,poker tournaments poker tournament poker git object,0.021
215,17,tagmee.topn3.replace,Poker Poker tournament,0.0162
216,17,termluster.topn5.3.qld,poker tournaments git object,0.0051
217,17,conceptluster.topn5.3.bm25,poker tournaments poker poker tournament death cellulos carbon restringido video,0.0031
218,17,wordnet.topn3,poker tournaments salamander fire hook tourney,0.0013
219,17,termluster.topn5.3.bm25,poker tournaments death cellulos carbon restringido video,0.0008
220,17,docluster.topn10.3.bm25,poker tournaments death cellulos carbon restringido video life trivia obama organ,0.0004
221,17,relevancefeedback.topn10.bm25,poker tournaments player you bonus,0.0004
222,17,anchor.topn3,poker tournaments zynga network absolut pokerstars team,0.0001
223,17,bt_bing_german,Tournaments,0.0001
224,17,conceptnet.topn3,poker tournaments card a cardgame straight poker march madness,0.0001
225,17,glove.topn3,poker tournaments blackjack bingo competitions,0.0001
226,17,wiki.topn3,poker tournaments poker comparing card games anglo american playing card games poker seven card stud stud poker razz poker poker tournament,0.0001
227,17,word2vec.topn3,poker tournaments blackjack gambling tourneys,0.0001
228,17,anchor.topn3.replace,zynga network absolut pokerstars team tournaments,0.0
229,17,bertqe.topn10.bm25,choos languag brasileiro j,0.0
230,17,bertqe.topn10.qld,playersonli easi credit card deposit,0.0
231,17,bt_nllb_chinese_yue,The Cup,0.0
232,17,conceptnet.topn3.replace,card a cardgame straight poker march madness,0.0
233,17,docluster.topn10.3.qld,poker tournaments git object trivia,0.0
234,17,glove.topn3.replace,blackjack bingo competitions,0.0
235,17,stem.paicehusk,pok tourna,0.0
236,17,stem.trunc4,poke tour,0.0
237,17,stem.trunc5,poker tourn,0.0
238,17,wiki.topn3.replace,poker comparing card games anglo american playing card games poker seven card stud stud poker razz poker poker tournament,0.0
239,17,word2vec.topn3.replace,blackjack gambling tourneys,0.0
240,17,wordnet.topn3.replace,salamander fire hook tourney,0.0
241,18,-1,wedding budget calculator,0.068
242,18,relevancefeedback.topn10.qld,wedding budget calculator calcul expens wed you,0.049
243,18,conceptnet.topn3,wedding budget calculator ring fund adding up numbers,0.0406
244,18,wordnet.topn3,wedding budget calculator wedding party wedding ceremony hymeneals reckoner estimator calculating machine,0.0345
245,18,sensedisambiguation,wedding marry budget calculator,0.0314
246,18,bt_nllb_arabic,Accounting for the wedding budget,0.0307
247,18,wordnet.topn3.replace,wedding party wedding ceremony hymeneals budget reckoner estimator calculating machine,0.0293
248,18,bertqe.topn10.qld,wed plan wed budget planner,0.0204
249,18,glove.topn3,wedding budget calculator bride spending fiscal graphing,0.0085
250,18,docluster.topn10.3.qld,wedding budget calculator git object trivia,0.0058
251,18,tagmee.topn3,wedding budget calculator United Kingdom budget Calculator,0.0051
252,18,conceptluster.topn5.3.qld,wedding budget calculator united kingdom budget calculator git object,0.0035
253,18,termluster.topn5.3.qld,wedding budget calculator git object,0.0033
254,18,conceptluster.topn5.3.bm25,wedding budget calculator calculator united kingdom budget death cellulos carbon restringido video,0.003
255,18,stem.paicehusk,wed budget calc,0.0021
256,18,docluster.topn10.3.bm25,wedding budget calculator death cellulos carbon restringido video life trivia obama organ,0.0012
257,18,sensedisambiguation.replace,marry budget calculator,0.0007
258,18,termluster.topn5.3.bm25,wedding budget calculator death cellulos carbon restringido video,0.0007
259,18,word2vec.topn3,wedding budget calculator nuptials bride budgetary four function,0.0004
260,18,bt_nllb_swahili,financial wedding calculator,0.0003
261,18,bt_nllb_french,marriage budget calculator,0.0002
262,18,bt_nllb_korean,The marriage budget calculator,0.0002
263,18,relevancefeedback.topn10.bm25,wedding budget calculator calcul expens you contractor cours spreadsheet planner debt,0.0001
264,18,wiki.topn3,wedding budget calculator secretary statfor thenvironment transport thregions jun united kingdom budget conservativ liberal democrat coalition agreement united kingdom budget computer memory computer data storage microcode calculator,0.0001
265,18,anchor.topn3,wedding budget calculator vineta skbc lviv numbering offset mudragada deficit,0.0
266,18,anchor.topn3.replace,vineta skbc lviv numbering offset mudragada deficit calculator,0.0
267,18,bertqe.topn10.bm25,search cours login regist smart,0.0
268,18,bt_nllb_malay,marriage estimate calculator,0.0
269,18,bt_nllb_tamil,Marriage budgeting,0.0
270,18,conceptnet.topn3.replace,ring fund adding up numbers,0.0
271,18,glove.topn3.replace,bride spending fiscal graphing,0.0
272,18,stem.lovins,wed budges calcl,0.0
273,18,stem.porter,wedd budget calcul,0.0
274,18,stem.trunc4,wedd budg calc,0.0
275,18,stem.trunc5,weddi budge calcu,0.0
276,18,tagmee.topn3.replace,United Kingdom budget Calculator,0.0
277,18,wiki.topn3.replace,secretary statfor thenvironment transport thregions jun united kingdom budget conservativ liberal democrat coalition agreement united kingdom budget computer memory computer data storage microcode calculator,0.0
278,18,word2vec.topn3.replace,nuptials bride budgetary four function,0.0
279,19,-1,the current,0.0
280,2,-1,french lick resort and casino,0.1714
281,2,stem.lovins,french lick resort and casin,0.1617
282,2,sensedisambiguation.replace,french salt lick resort and casino,0.1554
283,2,docluster.topn10.3.bm25,french lick resort and casino locat credit inform,0.1462
284,2,relevancefeedback.topn10.bm25,french lick resort and casino locat credit inform,0.1462
285,2,docluster.topn10.3.qld,french lick resort and casino inform hotel credit,0.1133
286,2,relevancefeedback.topn10.qld,french lick resort and casino inform hotel credit,0.1133
287,2,conceptnet.topn3,french lick resort casino a language bat holiday resort,0.0984
288,2,wiki.topn3,french lick resort casino silvis illinois hoopeston illinois new castle indiana french lick indiana visitor attractions orange county indiana norwood hills country club erin hills french lick resort casino quantum monte carlo slot machine blackjack casino,0.0768
289,2,glove.topn3,french lick resort casino france belgian ooooooooooooooooooooooooooooooooooooooo kd seaside gambling,0.0599
290,2,word2vec.topn3,french lick resort casino german english seaside gambling,0.0565
291,2,bt_bing_malay,France Lick Resorts and Casinos,0.055
292,2,stem.krovetz,france lick resort and casino,0.055
293,2,wiki.topn3.replace,silvis illinois hoopeston illinois new castle indiana french lick indiana visitor attractions orange county indiana norwood hills country club erin hills french lick resort casino quantum monte carlo slot machine blackjack casino,0.0439
294,2,wordnet.topn3,french lick resort casino French people Daniel Chester French drub biff lap up hangout refuge cassino gambling casino,0.0421
295,2,bt_nllb_persian,French resort and casino,0.0208
296,2,bt_nllb_russian,French resort and casino,0.0208
297,2,bt_nllb_tamil,French League Resort and Casino,0.0196
298,2,anchor.topn3,french lick resort casino medrek superproduction english french towing small perch buffalo creek chojung ris hyōgo onsen aquasino casinos lans casino hessel,0.008
299,2,bt_bing_arabic,French Lake Resort Casino,0.0044
300,2,bt_nllb_arabic,French Lake Resort and Casino,0.0044
301,2,bt_nllb_korean,French Richey Resorts and Casinos,0.0031
302,2,word2vec.topn3.replace,german english lick seaside gambling,0.0015
303,2,bt_nllb_chinese_yue,French pubs and casinos,0.0005
304,2,bertqe.topn10.qld,midwest area hotel spa casino,0.0003
305,2,conceptnet.topn3.replace,a language bat holiday resort casino,0.0002
306,2,anchor.topn3.replace,medrek superproduction english french towing small perch buffalo creek chojung ris hyōgo onsen aquasino casinos lans casino hessel,0.0
307,2,bertqe.topn10.bm25,tour event histori area servic,0.0
308,2,bt_bing_chinese_simplified,French Lic Cresoté Andercassino Lic Casino Resort France,0.0
309,2,glove.topn3.replace,france belgian ooooooooooooooooooooooooooooooooooooooo kd seaside gambling,0.0
310,2,stem.trunc4,fren lick reso and casi,0.0
311,2,stem.trunc5,frenc lick resor and casin,0.0
312,2,wordnet.topn3.replace,French people Daniel Chester French drub biff lap up hangout refuge cassino gambling casino,0.0
313,20,-1,defender,0.0
314,21,-1,volvo,0.1711
315,21,conceptluster.topn5.3.bm25,volvo volvo lick casino french,0.1591
316,21,conceptluster.topn5.3.qld,volvo volvo lick casino,0.1488
317,21,anchor.topn3,volvo drögmöller volvo b volvo b b,0.0613
318,21,relevancefeedback.topn10.qld,volvo dai,0.0288
319,21,wiki.topn3,volvo car manufacturers sweden motor vehicle manufacturers sweden audi volvo,0.0236
320,21,wiki.topn3.replace,car manufacturers sweden motor vehicle manufacturers sweden audi volvo,0.0109
321,21,bt_nllb_chinese_yue,Volvo is a car,0.0097
322,21,anchor.topn3.replace,drögmöller volvo b volvo b b,0.0077
323,21,bertqe.topn10.qld,s super saloon archiv volvo,0.0068
324,21,relevancefeedback.topn10.bm25,volvo mascu view system avoid safeti video car di,0.0028
325,21,bertqe.topn10.bm25,novemb offer world,0.0
326,21,bt_nllb_arabic,What,0.0
327,21,bt_nllb_french,back to,0.0
328,21,bt_nllb_german,The Commission shall adopt implementing acts in accordance with Article of this Regulation,0.0
329,21,bt_nllb_korean,Let s see,0.0
330,21,docluster.topn10.3.bm25,volvo lick casino french locat credit inform,0.0
331,21,docluster.topn10.3.qld,volvo lick casino french inform hotel credit,0.0
332,21,glove.topn3,volvo volkswagen bmw,0.0
333,21,glove.topn3.replace,volkswagen bmw,0.0
334,21,stem.lovins,volut,0.0
335,21,stem.trunc4,volv,0.0
336,21,termluster.topn5.3.bm25,volvo lick casino french,0.0
337,21,termluster.topn5.3.qld,volvo lick casino,0.0
338,21,word2vec.topn3,volvo porsche camry subaru,0.0
339,21,word2vec.topn3.replace,porsche camry subaru,0.0
340,22,-1,rick warren,0.213
341,22,conceptluster.topn5.3.qld,rick warren rick warren lick casino,0.201
342,22,conceptluster.topn5.3.bm25,rick warren rick warren lick casino french,0.1981
343,22,bt_nllb_chinese_yue,Rick Warren is the author of,0.1882
344,22,anchor.topn3,rick warren rick gyriu olegna conwright dallstream,0.1845
345,22,wiki.topn3,rick warren saddleback church thpurposdriven church francis chan rick warren,0.145
346,22,bt_nllb_korean,Rick Warren you know what,0.1269
347,22,termluster.topn5.3.qld,rick warren lick casino,0.121
348,22,conceptnet.topn3,rick warren Earl Warren,0.1193
349,22,wiki.topn3.replace,saddleback church thpurposdriven church francis chan rick warren,0.1169
350,22,sensedisambiguation,rick haystack warren,0.1077
351,22,relevancefeedback.topn10.qld,rick warren obama repli,0.1072
352,22,conceptnet.topn3.replace,rick Earl Warren,0.088
353,22,wordnet.topn3,rick warren wrick kink Earl Warren rabbit warren,0.0777
354,22,termluster.topn5.3.bm25,rick warren lick casino french,0.0472
355,22,relevancefeedback.topn10.bm25,rick warren repli atheist loweri i,0.03
356,22,docluster.topn10.3.bm25,rick warren lick casino french locat credit inform,0.0265
357,22,docluster.topn10.3.qld,rick warren lick casino french inform hotel credit,0.0091
358,22,bertqe.topn10.qld,talk point memo biden rick,0.0002
359,22,stem.lovins,rick war,0.0001
360,22,stem.paicehusk,rick war,0.0001
361,22,word2vec.topn3,rick warren damien grimes clive buffett jeffs,0.0001
362,22,anchor.topn3.replace,rick gyriu olegna conwright dallstream,0.0
363,22,bertqe.topn10.bm25,comment new tip nbc exec,0.0
364,22,glove.topn3,rick warren strahk grij http www co mo md us rohsh,0.0
365,22,glove.topn3.replace,strahk grij http www co mo md us rohsh,0.0
366,22,sensedisambiguation.replace,haystack warren,0.0
367,22,stem.trunc4,rick warr,0.0
368,22,stem.trunc5,rick warre,0.0
369,22,word2vec.topn3.replace,damien grimes clive buffett jeffs,0.0
370,22,wordnet.topn3.replace,wrick kink Earl Warren rabbit warren,0.0
371,23,-1,yahoo,0.0
372,24,-1,diversity,0.0572
373,24,word2vec.topn3,diversity richness inclusiveness,0.0036
374,24,bt_nllb_chinese_yue,Diversity is a big thing,0.0026
375,24,relevancefeedback.topn10.qld,diversity object rout manag divers,0.0001
376,24,bertqe.topn10.bm25,quick link about unl academ,0.0
377,24,bertqe.topn10.qld,accueil actualit candidatur press accer,0.0
378,24,bt_bing_persian,Variety,0.0
379,24,bt_bing_russian,variety,0.0
380,24,bt_bing_swahili,Difference,0.0
381,24,bt_nllb_swahili,difference,0.0
382,24,conceptluster.topn5.3.bm25,diversity lick casino french,0.0
383,24,conceptluster.topn5.3.qld,diversity lick casino,0.0
384,24,docluster.topn10.3.bm25,diversity lick casino french locat credit inform,0.0
385,24,docluster.topn10.3.qld,diversity lick casino french inform hotel credit,0.0
386,24,glove.topn3,diversity richness,0.0
387,24,glove.topn3.replace,richness,0.0
388,24,relevancefeedback.topn10.bm25,diversity divers brazil engin career object,0.0
389,24,stem.lovins,divers,0.0
390,24,stem.paicehusk,divers,0.0
391,24,stem.porter,divers,0.0
392,24,stem.porter2,divers,0.0
393,24,stem.trunc4,dive,0.0
394,24,stem.trunc5,diver,0.0
395,24,tagmee.topn3.replace,,0.0
396,24,termluster.topn5.3.bm25,diversity lick casino french,0.0
397,24,termluster.topn5.3.qld,diversity lick casino,0.0
398,24,wiki.topn3.replace,,0.0
399,24,word2vec.topn3.replace,richness inclusiveness,0.0
400,24,wordnet.topn3,diversity variety multifariousness,0.0
401,24,wordnet.topn3.replace,variety multifariousness,0.0
402,25,-1,euclid,0.0642
403,25,conceptluster.topn5.3.qld,euclid euclid lick casino,0.0559
404,25,conceptluster.topn5.3.bm25,euclid euclid lick casino french,0.049
405,25,wiki.topn3.replace,data euclid diophantus archimedes euclid,0.0443
406,25,relevancefeedback.topn10.qld,euclid video ey i us tabl,0.0279
407,25,anchor.topn3,euclid evklid efklidi euclidi,0.0127
408,25,anchor.topn3.replace,evklid efklidi euclidi,0.0016
409,25,word2vec.topn3,euclid wittgenstein godel ptolemy,0.0006
410,25,bt_nllb_french,Euclidean,0.0002
411,25,glove.topn3,euclid em ooooooooooooooooooooooooooooooooooooooo,0.0002
412,25,stem.trunc4,eucl,0.0002
413,25,bertqe.topn10.bm25,jump outlin paper text paper,0.0
414,25,bertqe.topn10.qld,comment obsolet categori,0.0
415,25,bt_bing_persian,Udclyde,0.0
416,25,bt_nllb_arabic,The key,0.0
417,25,bt_nllb_chinese_yue,Acid,0.0
418,25,bt_nllb_german,Other,0.0
