,qid,order,query,bm25.ndcg
56,11,bertqe.topn10.qld,mlic manhattan gmat prep class,0.3391
57,11,termluster.topn5.3.bm25,gmat prep classes death cellulos carbon restringido video,0.3319
58,11,anchor.topn3,gmat prep classes al mojzel baico crosswat preparatori prep oahu,0.3174
59,11,bt_bing_french,GMAT Prep Courses,0.31
60,11,word2vec.topn3.replace,gmat prep courses,0.31
61,11,bt_bing_russian,GMAT Preparation Classes,0.2556
62,11,bt_bing_tamil,GMAT Preparation Classes,0.2556
63,11,bt_nllb_malay,Gmat preparation class,0.2556
64,11,bt_nllb_swahili,a preparation class for gmat,0.2556
65,11,bertqe.topn10.bm25,studi guid gmat mathprep corpor,0.243
66,11,sensedisambiguation,gmat prep homework classes course,0.2309
67,11,conceptluster.topn5.3.qld,gmat prep classes preschool graduate management admission test social class git object,0.23
68,11,stem.lovins,gmat prep clas,0.2201
69,11,stem.trunc4,gmat prep clas,0.2201
70,11,tagmee.topn3,gmat prep classes Graduate Management Admission Test Preschool Social class,0.1591
71,11,wordnet.topn3,gmat prep classes homework preparation form assort separate,0.1544
72,11,conceptluster.topn5.3.bm25,gmat prep classes social class preschool graduate management admission test death cellulos carbon restringido video,0.1507
73,11,bt_nllb_german,Preparation hours for the Gmat study,0.1452
74,11,bt_nllb_tamil,Gmat ready classes,0.1377
75,11,docluster.topn10.3.bm25,gmat prep classes death cellulos carbon restringido video life trivia obama organ,0.1279
76,11,bt_bing_german,GMAT Preparation Courses,0.1166
77,11,bt_bing_malay,GMAT preparatory classes,0.0883
78,11,bt_bing_persian,GMAT Preparatory Classes,0.0883
79,11,conceptnet.topn3,gmat prep classes graduate school entrance test homework prepper a gymnasium school a classroom,0.0523
80,11,glove.topn3,gmat prep classes s a t gre bdb k students,0.0393
81,11,sensedisambiguation.replace,gmat homework course,0.0098
82,11,wordnet.topn3.replace,gmat homework preparation form assort separate,0.0087
83,11,anchor.topn3.replace,al mojzel baico crosswat preparatori prep oahu classes,0.0
84,11,bt_nllb_arabic,Teacher preparation classes,0.0
85,11,bt_nllb_chinese_yue,Pre K through grade,0.0
86,11,bt_nllb_french,Preparatory courses for secondary education,0.0
87,11,bt_nllb_persian,Preparatory classes,0.0
88,11,bt_nllb_russian,Classes on preparation for gymnasium,0.0
89,11,conceptnet.topn3.replace,graduate school entrance test homework prepper a gymnasium school a classroom,0.0
90,11,glove.topn3.replace,s a t gre bdb k students,0.0
91,11,tagmee.topn3.replace,Graduate Management Admission Test Preschool Social class,0.0
92,11,wiki.topn3,gmat prep classes graduatrecord examinations sat subject tests master sciencin information technology graduate management admission test early childhood education fifth grade sixth grade preschool social status working class individualism social class,0.0
93,11,wiki.topn3.replace,graduatrecord examinations sat subject tests master sciencin information technology graduate management admission test early childhood education fifth grade sixth grade preschool social status working class individualism social class,0.0
94,12,-1,djs,0.1652
95,12,bt_bing_chinese_simplified,DJ service,0.039
96,12,wordnet.topn3,djs disc jockey disk jockey,0.0289
97,12,wordnet.topn3.replace,disc jockey disk jockey,0.0281
98,12,sensedisambiguation,djs disk jockey,0.0232
99,12,sensedisambiguation.replace,disk jockey,0.0221
100,12,conceptnet.topn3,djs deejays,0.0093
101,12,glove.topn3,djs deejays,0.0093
102,12,word2vec.topn3,djs deejays,0.0093
103,12,conceptnet.topn3.replace,deejays,0.0028
104,12,glove.topn3.replace,deejays,0.0028
105,12,word2vec.topn3.replace,deejays,0.0028
106,12,bertqe.topn10.bm25,financial d unternehmensnew such newslett abonnieren,0.0
107,12,bertqe.topn10.qld,beat rhythm blue after hour,0.0
108,12,bt_nllb_arabic,The DGS,0.0
109,12,bt_nllb_chinese_yue,Other things,0.0
110,12,bt_nllb_korean,I m not a DJ,0.0
111,12,bt_nllb_malay,The D J S,0.0
112,12,bt_nllb_persian,J J,0.0
113,12,bt_nllb_russian,I m not a jazz player,0.0
114,12,bt_nllb_swahili,The D J S,0.0
115,12,bt_nllb_tamil,The Bible is a book of scriptures,0.0
116,12,conceptluster.topn5.3.bm25,djs death cellulos carbon restringido video,0.0
117,12,conceptluster.topn5.3.qld,djs git object,0.0
118,12,docluster.topn10.3.bm25,djs death cellulos carbon restringido video life trivia obama organ,0.0
119,12,docluster.topn10.3.qld,djs git object trivia,0.0
120,12,relevancefeedback.topn10.bm25,djs ag dj,0.0
121,12,relevancefeedback.topn10.qld,djs dj comment,0.0
122,12,tagmee.topn3.replace,,0.0
123,12,termluster.topn5.3.bm25,djs death cellulos carbon restringido video,0.0
124,12,termluster.topn5.3.qld,djs git object,0.0
125,12,wiki.topn3.replace,,0.0
126,13,-1,map,0.0788
127,13,anchor.topn3,map zubački w red blu,0.0
128,13,anchor.topn3.replace,zubački w red blu,0.0
129,13,bertqe.topn10.bm25,object draft cork citi develop,0.0
130,13,bertqe.topn10.qld,high visibl version page style,0.0
131,13,bt_nllb_korean,Map of the world,0.0
132,13,bt_nllb_persian,The plan,0.0
133,13,bt_nllb_russian,Map of the city,0.0
134,13,conceptluster.topn5.3.bm25,map death cellulos carbon restringido video,0.0
135,13,conceptluster.topn5.3.qld,map git object,0.0
136,13,docluster.topn10.3.bm25,map death cellulos carbon restringido video life trivia obama organ,0.0
137,13,docluster.topn10.3.qld,map git object trivia,0.0
138,13,relevancefeedback.topn10.bm25,map chapter object system game credit,0.0
139,13,relevancefeedback.topn10.qld,map object,0.0
140,13,tagmee.topn3.replace,,0.0
141,13,termluster.topn5.3.bm25,map death cellulos carbon restringido video,0.0
142,13,termluster.topn5.3.qld,map git object,0.0
143,13,wiki.topn3.replace,,0.0
144,13,wordnet.topn3,map mathematical function represent,0.0
145,13,wordnet.topn3.replace,mathematical function represent,0.0
146,14,-1,dinosaurs,0.0243
147,14,conceptnet.topn3.replace,ancient reptiles,0.0078
148,14,bertqe.topn10.bm25,pleo dinosaur christma expect gigant,0.0
149,14,bertqe.topn10.qld,pleo dinosaur pleo dinosaur set,0.0
150,14,bt_nllb_german,Other animals,0.0
151,14,conceptluster.topn5.3.bm25,dinosaurs death cellulos carbon restringido video,0.0
152,14,conceptluster.topn5.3.qld,dinosaurs git object,0.0
153,14,docluster.topn10.3.bm25,dinosaurs death cellulos carbon restringido video life trivia obama organ,0.0
154,14,docluster.topn10.3.qld,dinosaurs git object trivia,0.0
155,14,glove.topn3.replace,reptiles,0.0
156,14,relevancefeedback.topn10.bm25,dinosaurs dinosaur game i pleo puzzl anon,0.0
157,14,relevancefeedback.topn10.qld,dinosaurs x dinosaur pleo fossil letter,0.0
158,14,stem.paicehusk,dinosa,0.0
159,14,stem.trunc4,dino,0.0
160,14,stem.trunc5,dinos,0.0
161,14,tagmee.topn3.replace,,0.0
162,14,termluster.topn5.3.bm25,dinosaurs death cellulos carbon restringido video,0.0
163,14,termluster.topn5.3.qld,dinosaurs git object,0.0
164,14,wiki.topn3.replace,,0.0
165,14,word2vec.topn3,dinosaurs dinos,0.0
166,14,word2vec.topn3.replace,dinos,0.0
167,15,-1,espn sports,0.3206
168,15,tagmee.topn3,espn sports ESPN Broadcasting of sports events,0.2114
169,15,tagmee.topn3.replace,ESPN Broadcasting of sports events,0.1889
170,15,conceptluster.topn5.3.qld,espn sports broadcasting sports events espn git object,0.1819
171,15,wiki.topn3,espn sports bristol connecticut television channels stations established sports television networks united states espn sports events works sports out of market sports package broadcasting sports events,0.1606
172,15,wiki.topn3.replace,bristol connecticut television channels stations established sports television networks united states espn sports events works sports out of market sports package broadcasting sports events,0.1498
173,15,conceptluster.topn5.3.bm25,espn sports broadcasting sports events espn death cellulos carbon restringido video,0.1212
174,15,relevancefeedback.topn10.qld,espn sports classic sport titl,0.0653
175,15,bertqe.topn10.qld,star sport com espn com,0.0272
176,15,word2vec.topn3,espn sports sportscenter espn com athletics,0.0259
177,15,word2vec.topn3.replace,sportscenter espn com athletics,0.0215
178,15,glove.topn3,espn sports espn telecasts,0.0153
179,15,docluster.topn10.3.qld,espn sports git object trivia,0.012
180,15,glove.topn3.replace,espn telecasts sports,0.0099
181,15,relevancefeedback.topn10.bm25,espn sports articl john bucher comment you,0.0094
182,15,docluster.topn10.3.bm25,espn sports death cellulos carbon restringido video life trivia obama organ,0.0061
183,15,termluster.topn5.3.bm25,espn sports death cellulos carbon restringido video,0.005
184,15,conceptnet.topn3,espn sports us fun ball Basketball and football,0.0049
185,15,bertqe.topn10.bm25,http a espncdn com prod http r espn go com,0.0047
186,15,anchor.topn3,espn sports espnsoccernet espnet nbatv,0.0
187,15,anchor.topn3.replace,espnsoccernet espnet nbatv sports,0.0
188,15,bt_nllb_arabic,Sports,0.0
189,15,bt_nllb_chinese_yue,Exercise,0.0
190,15,bt_nllb_french,sports,0.0
191,15,bt_nllb_german,Sports,0.0
192,15,bt_nllb_korean,Sports,0.0
193,15,bt_nllb_malay,sports,0.0
194,15,bt_nllb_persian,Sports,0.0
195,15,bt_nllb_russian,sports,0.0
196,15,bt_nllb_swahili,sports spn,0.0
197,15,bt_nllb_tamil,game,0.0
198,15,conceptnet.topn3.replace,us fun ball Basketball and football,0.0
199,15,stem.trunc4,espn spor,0.0
200,15,termluster.topn5.3.qld,espn sports git object,0.0
201,15,wordnet.topn3,espn sports feature lark about mutant,0.0
202,15,wordnet.topn3.replace,espn feature lark about mutant,0.0
203,16,-1,arizona game and fish,0.2793
204,16,tagmee.topn3,arizona game fish Arizona Arizona Game and Fish Department Fish,0.2631
205,16,tagmee.topn3.replace,Arizona Arizona Game and Fish Department Fish,0.2415
206,16,conceptluster.topn5.3.bm25,arizona game fish fish arizona arizona game fish department death cellulos carbon restringido video,0.1974
207,16,bt_nllb_french,Arizona hunting and fishing,0.1563
208,16,bt_nllb_tamil,Arizona hunting and fishing,0.1563
209,16,conceptluster.topn5.3.qld,arizona game fish fish arizona game fish department arizona git object,0.1557
210,16,bt_nllb_arabic,Arizona fishing and boating,0.1207
211,16,bt_nllb_russian,Arizona and Fish,0.1103
212,16,bertqe.topn10.bm25,big game draw enew calendar,0.0935
213,16,wiki.topn3,arizona game fish arizona new mexico new mexico arizona agua fria river list lakes reservoirs mogollon rim mogollon plateau verdriver arizona game fish department fish ichthyology animals religion fish,0.0838
214,16,conceptnet.topn3,arizona game fish a state Flagstaff football animal A bass,0.0673
215,16,wordnet.topn3,arizona game fish AZ genus Arizona halting gimpy mettlesome Pisces,0.0652
216,16,relevancefeedback.topn10.bm25,arizona game and fish wolf bat hunter elk speci awf manag,0.0517
217,16,wiki.topn3.replace,arizona new mexico new mexico arizona agua fria river list lakes reservoirs mogollon rim mogollon plateau verdriver arizona game fish department fish ichthyology animals religion fish,0.0463
218,16,anchor.topn3,arizona game fish arizona fir pee posh arizona histori pulblish soflo samagom charles armel cold smok praematurus,0.0441
219,16,bt_nllb_chinese_yue,Arizona wildlife and fish,0.0293
220,16,bt_nllb_korean,Arizona wildlife and fish,0.0293
221,16,relevancefeedback.topn10.qld,arizona game and fish said wolf,0.0208
222,16,conceptnet.topn3.replace,a state Flagstaff football animal A bass,0.0205
223,16,termluster.topn5.3.bm25,arizona game fish death cellulos carbon restringido video,0.0167
224,16,stem.trunc4,ariz game and fish,0.0138
225,16,glove.topn3,arizona game fish colorado tucson play salmon,0.0042
226,16,sensedisambiguation,arizona game plot and fish pisces,0.0039
227,16,bt_nllb_german,Arizona Wild and Fish,0.0038
228,16,anchor.topn3.replace,arizona fir pee posh arizona histori pulblish soflo samagom charles armel cold smok praematurus,0.0
229,16,bertqe.topn10.qld,phoenix event calendar classifi craigslist,0.0
230,16,bt_bing_french,Arizona Gambling Fishing,0.0
231,16,docluster.topn10.3.bm25,arizona game and fish death cellulos carbon restringido video life trivia obama organ,0.0
232,16,docluster.topn10.3.qld,arizona game and fish git object trivia,0.0
233,16,glove.topn3.replace,colorado tucson play salmon,0.0
234,16,sensedisambiguation.replace,arizona plot and pisces,0.0
235,16,stem.lovins,arizon gam and fish,0.0
236,16,stem.paicehusk,arizon gam and fish,0.0
237,16,stem.trunc5,arizo game and fish,0.0
238,16,termluster.topn5.3.qld,arizona game fish git object,0.0
239,16,word2vec.topn3,arizona game fish california nevada utah gameplay player salmon,0.0
240,16,word2vec.topn3.replace,california nevada utah gameplay player salmon,0.0
241,16,wordnet.topn3.replace,AZ genus Arizona halting gimpy mettlesome Pisces,0.0
242,17,-1,poker tournaments,0.2159
243,17,tagmee.topn3,poker tournaments Poker Poker tournament,0.2099
244,17,tagmee.topn3.replace,Poker Poker tournament,0.2093
245,17,relevancefeedback.topn10.bm25,poker tournaments player you bonus,0.0151
246,17,glove.topn3,poker tournaments blackjack bingo competitions,0.0085
247,17,wiki.topn3,poker tournaments poker comparing card games anglo american playing card games poker seven card stud stud poker razz poker poker tournament,0.0044
248,17,wiki.topn3.replace,poker comparing card games anglo american playing card games poker seven card stud stud poker razz poker poker tournament,0.004
249,17,anchor.topn3,poker tournaments zynga network absolut pokerstars team,0.0
250,17,anchor.topn3.replace,zynga network absolut pokerstars team tournaments,0.0
251,17,bertqe.topn10.bm25,choos languag brasileiro j,0.0
252,17,bertqe.topn10.qld,playersonli easi credit card deposit,0.0
253,17,bt_bing_german,Tournaments,0.0
254,17,bt_nllb_chinese_yue,The Cup,0.0
255,17,conceptluster.topn5.3.bm25,poker tournaments poker poker tournament death cellulos carbon restringido video,0.0
256,17,conceptluster.topn5.3.qld,poker tournaments poker tournament poker git object,0.0
257,17,conceptnet.topn3,poker tournaments card a cardgame straight poker march madness,0.0
258,17,conceptnet.topn3.replace,card a cardgame straight poker march madness,0.0
259,17,docluster.topn10.3.bm25,poker tournaments death cellulos carbon restringido video life trivia obama organ,0.0
260,17,docluster.topn10.3.qld,poker tournaments git object trivia,0.0
261,17,glove.topn3.replace,blackjack bingo competitions,0.0
262,17,stem.paicehusk,pok tourna,0.0
263,17,stem.trunc4,poke tour,0.0
264,17,stem.trunc5,poker tourn,0.0
265,17,termluster.topn5.3.bm25,poker tournaments death cellulos carbon restringido video,0.0
266,17,termluster.topn5.3.qld,poker tournaments git object,0.0
267,17,word2vec.topn3,poker tournaments blackjack gambling tourneys,0.0
268,17,word2vec.topn3.replace,blackjack gambling tourneys,0.0
269,17,wordnet.topn3,poker tournaments salamander fire hook tourney,0.0
270,17,wordnet.topn3.replace,salamander fire hook tourney,0.0
271,18,-1,wedding budget calculator,0.2122
272,18,relevancefeedback.topn10.qld,wedding budget calculator calcul expens wed you,0.1862
273,18,wordnet.topn3.replace,wedding party wedding ceremony hymeneals budget reckoner estimator calculating machine,0.1787
274,18,sensedisambiguation,wedding marry budget calculator,0.1405
275,18,bertqe.topn10.qld,wed plan wed budget planner,0.1352
276,18,conceptnet.topn3,wedding budget calculator ring fund adding up numbers,0.1295
277,18,glove.topn3,wedding budget calculator bride spending fiscal graphing,0.0931
278,18,tagmee.topn3,wedding budget calculator United Kingdom budget Calculator,0.0882
279,18,bt_nllb_arabic,Accounting for the wedding budget,0.0874
280,18,conceptluster.topn5.3.bm25,wedding budget calculator calculator united kingdom budget death cellulos carbon restringido video,0.0612
281,18,conceptluster.topn5.3.qld,wedding budget calculator united kingdom budget calculator git object,0.0475
282,18,sensedisambiguation.replace,marry budget calculator,0.0458
283,18,docluster.topn10.3.qld,wedding budget calculator git object trivia,0.0192
284,18,bt_nllb_swahili,financial wedding calculator,0.0076
285,18,relevancefeedback.topn10.bm25,wedding budget calculator calcul expens you contractor cours spreadsheet planner debt,0.0065
286,18,bt_nllb_french,marriage budget calculator,0.0032
287,18,bt_nllb_korean,The marriage budget calculator,0.0032
288,18,anchor.topn3,wedding budget calculator vineta skbc lviv numbering offset mudragada deficit,0.0
289,18,anchor.topn3.replace,vineta skbc lviv numbering offset mudragada deficit calculator,0.0
290,18,bertqe.topn10.bm25,search cours login regist smart,0.0
291,18,bt_nllb_malay,marriage estimate calculator,0.0
292,18,bt_nllb_tamil,Marriage budgeting,0.0
293,18,conceptnet.topn3.replace,ring fund adding up numbers,0.0
294,18,docluster.topn10.3.bm25,wedding budget calculator death cellulos carbon restringido video life trivia obama organ,0.0
295,18,glove.topn3.replace,bride spending fiscal graphing,0.0
296,18,stem.lovins,wed budges calcl,0.0
297,18,stem.paicehusk,wed budget calc,0.0
298,18,stem.porter,wedd budget calcul,0.0
299,18,stem.trunc4,wedd budg calc,0.0
300,18,stem.trunc5,weddi budge calcu,0.0
301,18,tagmee.topn3.replace,United Kingdom budget Calculator,0.0
302,18,termluster.topn5.3.bm25,wedding budget calculator death cellulos carbon restringido video,0.0
303,18,termluster.topn5.3.qld,wedding budget calculator git object,0.0
304,18,wiki.topn3,wedding budget calculator secretary statfor thenvironment transport thregions jun united kingdom budget conservativ liberal democrat coalition agreement united kingdom budget computer memory computer data storage microcode calculator,0.0
305,18,wiki.topn3.replace,secretary statfor thenvironment transport thregions jun united kingdom budget conservativ liberal democrat coalition agreement united kingdom budget computer memory computer data storage microcode calculator,0.0
306,18,word2vec.topn3,wedding budget calculator nuptials bride budgetary four function,0.0
307,18,word2vec.topn3.replace,nuptials bride budgetary four function,0.0
308,19,-1,the current,0.0
309,2,-1,french lick resort and casino,0.4274
310,2,conceptluster.topn5.3.bm25,french lick resort casino casino french lick resort casino french lick indiana,0.4254
311,2,conceptluster.topn5.3.qld,french lick resort casino french lick resort casino casino french lick indiana,0.4254
312,2,tagmee.topn3,french lick resort casino French Lick Indiana French Lick Resort Casino Casino,0.4254
313,2,tagmee.topn3.replace,French Lick Indiana French Lick Resort Casino Casino,0.4233
314,2,sensedisambiguation,french lick salt lick resort and casino,0.4038
315,2,bt_bing_malay,France Lick Resorts and Casinos,0.3836
316,2,stem.krovetz,france lick resort and casino,0.3836
317,2,sensedisambiguation.replace,french salt lick resort and casino,0.371
318,2,conceptnet.topn3,french lick resort casino a language bat holiday resort,0.3686
319,2,docluster.topn10.3.qld,french lick resort and casino inform hotel credit,0.3617
320,2,relevancefeedback.topn10.qld,french lick resort and casino inform hotel credit,0.3617
321,2,docluster.topn10.3.bm25,french lick resort and casino locat credit inform,0.3523
322,2,relevancefeedback.topn10.bm25,french lick resort and casino locat credit inform,0.3523
323,2,stem.lovins,french lick resort and casin,0.326
324,2,wiki.topn3,french lick resort casino silvis illinois hoopeston illinois new castle indiana french lick indiana visitor attractions orange county indiana norwood hills country club erin hills french lick resort casino quantum monte carlo slot machine blackjack casino,0.2796
325,2,bt_nllb_persian,French resort and casino,0.2203
326,2,bt_nllb_russian,French resort and casino,0.2203
327,2,wiki.topn3.replace,silvis illinois hoopeston illinois new castle indiana french lick indiana visitor attractions orange county indiana norwood hills country club erin hills french lick resort casino quantum monte carlo slot machine blackjack casino,0.1953
328,2,wordnet.topn3,french lick resort casino French people Daniel Chester French drub biff lap up hangout refuge cassino gambling casino,0.1851
329,2,word2vec.topn3,french lick resort casino german english seaside gambling,0.1575
330,2,glove.topn3,french lick resort casino france belgian ooooooooooooooooooooooooooooooooooooooo kd seaside gambling,0.1364
331,2,anchor.topn3,french lick resort casino medrek superproduction english french towing small perch buffalo creek chojung ris hyōgo onsen aquasino casinos lans casino hessel,0.1356
332,2,bertqe.topn10.qld,midwest area hotel spa casino,0.0911
333,2,bt_nllb_tamil,French League Resort and Casino,0.0847
334,2,bt_nllb_korean,French Richey Resorts and Casinos,0.0641
335,2,bt_bing_arabic,French Lake Resort Casino,0.0459
336,2,bt_nllb_arabic,French Lake Resort and Casino,0.0459
337,2,word2vec.topn3.replace,german english lick seaside gambling,0.0389
338,2,anchor.topn3.replace,medrek superproduction english french towing small perch buffalo creek chojung ris hyōgo onsen aquasino casinos lans casino hessel,0.0
339,2,bertqe.topn10.bm25,tour event histori area servic,0.0
340,2,bt_bing_chinese_simplified,French Lic Cresoté Andercassino Lic Casino Resort France,0.0
341,2,bt_nllb_chinese_yue,French pubs and casinos,0.0
342,2,conceptnet.topn3.replace,a language bat holiday resort casino,0.0
343,2,glove.topn3.replace,france belgian ooooooooooooooooooooooooooooooooooooooo kd seaside gambling,0.0
344,2,stem.trunc4,fren lick reso and casi,0.0
345,2,stem.trunc5,frenc lick resor and casin,0.0
346,2,wordnet.topn3.replace,French people Daniel Chester French drub biff lap up hangout refuge cassino gambling casino,0.0
347,20,-1,defender,0.0
348,21,-1,volvo,0.3456
349,21,wiki.topn3,volvo car manufacturers sweden motor vehicle manufacturers sweden audi volvo,0.0909
350,21,wiki.topn3.replace,car manufacturers sweden motor vehicle manufacturers sweden audi volvo,0.0745
351,21,bt_nllb_chinese_yue,Volvo is a car,0.0637
352,21,relevancefeedback.topn10.qld,volvo dai,0.0512
353,21,bertqe.topn10.qld,s super saloon archiv volvo,0.0303
354,21,anchor.topn3,volvo drögmöller volvo b volvo b b,0.0222
355,21,anchor.topn3.replace,drögmöller volvo b volvo b b,0.015
356,21,conceptluster.topn5.3.bm25,volvo volvo lick casino french,0.0097
357,21,bertqe.topn10.bm25,novemb offer world,0.0
358,21,bt_nllb_arabic,What,0.0
359,21,bt_nllb_french,back to,0.0
360,21,bt_nllb_german,The Commission shall adopt implementing acts in accordance with Article of this Regulation,0.0
361,21,bt_nllb_korean,Let s see,0.0
362,21,conceptluster.topn5.3.qld,volvo volvo lick casino,0.0
363,21,docluster.topn10.3.bm25,volvo lick casino french locat credit inform,0.0
364,21,docluster.topn10.3.qld,volvo lick casino french inform hotel credit,0.0
365,21,glove.topn3,volvo volkswagen bmw,0.0
366,21,glove.topn3.replace,volkswagen bmw,0.0
367,21,relevancefeedback.topn10.bm25,volvo mascu view system avoid safeti video car di,0.0
368,21,stem.lovins,volut,0.0
369,21,stem.trunc4,volv,0.0
370,21,termluster.topn5.3.bm25,volvo lick casino french,0.0
371,21,termluster.topn5.3.qld,volvo lick casino,0.0
372,21,word2vec.topn3,volvo porsche camry subaru,0.0
373,21,word2vec.topn3.replace,porsche camry subaru,0.0
374,22,-1,rick warren,0.4438
375,22,anchor.topn3,rick warren rick gyriu olegna conwright dallstream,0.3847
376,22,bt_nllb_malay,Rick Warren is here,0.3323
377,22,conceptluster.topn5.3.qld,rick warren rick warren lick casino,0.3217
378,22,wiki.topn3,rick warren saddleback church thpurposdriven church francis chan rick warren,0.3172
379,22,conceptluster.topn5.3.bm25,rick warren rick warren lick casino french,0.3065
380,22,wiki.topn3.replace,saddleback church thpurposdriven church francis chan rick warren,0.2801
381,22,bt_nllb_chinese_yue,Rick Warren is the author of,0.2762
382,22,bt_nllb_korean,Rick Warren you know what,0.2412
383,22,sensedisambiguation,rick haystack warren,0.2322
384,22,conceptnet.topn3,rick warren Earl Warren,0.1484
385,22,wordnet.topn3,rick warren wrick kink Earl Warren rabbit warren,0.1318
386,22,relevancefeedback.topn10.bm25,rick warren repli atheist loweri i,0.0736
387,22,relevancefeedback.topn10.qld,rick warren obama repli,0.0491
388,22,conceptnet.topn3.replace,rick Earl Warren,0.0137
389,22,word2vec.topn3,rick warren damien grimes clive buffett jeffs,0.0094
390,22,anchor.topn3.replace,rick gyriu olegna conwright dallstream,0.0
391,22,bertqe.topn10.bm25,comment new tip nbc exec,0.0
392,22,bertqe.topn10.qld,talk point memo biden rick,0.0
393,22,docluster.topn10.3.bm25,rick warren lick casino french locat credit inform,0.0
394,22,docluster.topn10.3.qld,rick warren lick casino french inform hotel credit,0.0
395,22,glove.topn3,rick warren strahk grij http www co mo md us rohsh,0.0
396,22,glove.topn3.replace,strahk grij http www co mo md us rohsh,0.0
397,22,sensedisambiguation.replace,haystack warren,0.0
398,22,stem.lovins,rick war,0.0
399,22,stem.paicehusk,rick war,0.0
400,22,stem.trunc4,rick warr,0.0
401,22,stem.trunc5,rick warre,0.0
402,22,termluster.topn5.3.bm25,rick warren lick casino french,0.0
403,22,termluster.topn5.3.qld,rick warren lick casino,0.0
404,22,word2vec.topn3.replace,damien grimes clive buffett jeffs,0.0
405,22,wordnet.topn3.replace,wrick kink Earl Warren rabbit warren,0.0
406,23,-1,yahoo,0.014
