,qid,order,query,qld.ndcg
65,11,wiki.topn3.replace,graduatrecord examinations sat subject tests master sciencin information technology graduate management admission test early childhood education fifth grade sixth grade preschool social status working class individualism social class,0.0
66,12,-1,djs,0.1453
67,12,relevancefeedback.topn10.bm25,djs ag dj,0.1071
68,12,relevancefeedback.topn10.qld,djs dj comment,0.0811
69,12,conceptnet.topn3,djs deejays,0.0455
70,12,glove.topn3,djs deejays,0.0455
71,12,word2vec.topn3,djs deejays,0.0455
72,12,sensedisambiguation,djs disk jockey,0.0423
73,12,wordnet.topn3,djs disc jockey disk jockey,0.0382
74,12,bt_bing_chinese_simplified,DJ service,0.0376
75,12,wordnet.topn3.replace,disc jockey disk jockey,0.0372
76,12,sensedisambiguation.replace,disk jockey,0.0362
77,12,conceptnet.topn3.replace,deejays,0.0043
78,12,glove.topn3.replace,deejays,0.0043
79,12,word2vec.topn3.replace,deejays,0.0043
80,12,docluster.topn10.3.qld,djs git object trivia,0.003
81,12,bertqe.topn10.bm25,financial d unternehmensnew such newslett abonnieren,0.0
82,12,bertqe.topn10.qld,beat rhythm blue after hour,0.0
83,12,bt_nllb_arabic,The DGS,0.0
84,12,bt_nllb_chinese_yue,Other things,0.0
85,12,bt_nllb_korean,I m not a DJ,0.0
86,12,bt_nllb_malay,The D J S,0.0
87,12,bt_nllb_persian,J J,0.0
88,12,bt_nllb_russian,I m not a jazz player,0.0
89,12,bt_nllb_swahili,The D J S,0.0
90,12,bt_nllb_tamil,The Bible is a book of scriptures,0.0
91,12,conceptluster.topn5.3.bm25,djs death cellulos carbon restringido video,0.0
92,12,conceptluster.topn5.3.qld,djs git object,0.0
93,12,docluster.topn10.3.bm25,djs death cellulos carbon restringido video life trivia obama organ,0.0
94,12,tagmee.topn3.replace,,0.0
95,12,termluster.topn5.3.bm25,djs death cellulos carbon restringido video,0.0
96,12,termluster.topn5.3.qld,djs git object,0.0
97,12,wiki.topn3.replace,,0.0
98,13,-1,map,0.1872
99,13,bt_nllb_russian,Map of the city,0.0365
100,13,anchor.topn3,map zubački w red blu,0.0
101,13,anchor.topn3.replace,zubački w red blu,0.0
102,13,bertqe.topn10.bm25,object draft cork citi develop,0.0
103,13,bertqe.topn10.qld,high visibl version page style,0.0
104,13,bt_nllb_korean,Map of the world,0.0
105,13,bt_nllb_persian,The plan,0.0
106,13,conceptluster.topn5.3.bm25,map death cellulos carbon restringido video,0.0
107,13,conceptluster.topn5.3.qld,map git object,0.0
108,13,docluster.topn10.3.bm25,map death cellulos carbon restringido video life trivia obama organ,0.0
109,13,docluster.topn10.3.qld,map git object trivia,0.0
110,13,relevancefeedback.topn10.bm25,map chapter object system game credit,0.0
111,13,relevancefeedback.topn10.qld,map object,0.0
112,13,tagmee.topn3.replace,,0.0
113,13,termluster.topn5.3.bm25,map death cellulos carbon restringido video,0.0
114,13,termluster.topn5.3.qld,map git object,0.0
115,13,wiki.topn3.replace,,0.0
116,13,wordnet.topn3,map mathematical function represent,0.0
117,13,wordnet.topn3.replace,mathematical function represent,0.0
118,14,-1,dinosaurs,0.1014
119,14,glove.topn3,dinosaurs reptiles,0.0931
120,14,conceptnet.topn3,dinosaurs ancient reptiles,0.0555
121,14,relevancefeedback.topn10.qld,dinosaurs x dinosaur pleo fossil letter,0.0208
122,14,word2vec.topn3,dinosaurs dinos,0.0161
123,14,conceptnet.topn3.replace,ancient reptiles,0.0082
124,14,bertqe.topn10.bm25,pleo dinosaur christma expect gigant,0.0
125,14,bertqe.topn10.qld,pleo dinosaur pleo dinosaur set,0.0
126,14,bt_nllb_german,Other animals,0.0
127,14,conceptluster.topn5.3.bm25,dinosaurs death cellulos carbon restringido video,0.0
128,14,conceptluster.topn5.3.qld,dinosaurs git object,0.0
129,14,docluster.topn10.3.bm25,dinosaurs death cellulos carbon restringido video life trivia obama organ,0.0
130,14,docluster.topn10.3.qld,dinosaurs git object trivia,0.0
131,14,glove.topn3.replace,reptiles,0.0
132,14,relevancefeedback.topn10.bm25,dinosaurs dinosaur game i pleo puzzl anon,0.0
133,14,stem.paicehusk,dinosa,0.0
134,14,stem.trunc4,dino,0.0
135,14,stem.trunc5,dinos,0.0
136,14,tagmee.topn3.replace,,0.0
137,14,termluster.topn5.3.bm25,dinosaurs death cellulos carbon restringido video,0.0
138,14,termluster.topn5.3.qld,dinosaurs git object,0.0
139,14,wiki.topn3.replace,,0.0
140,14,word2vec.topn3.replace,dinos,0.0
141,15,-1,espn sports,0.2573
142,15,tagmee.topn3,espn sports ESPN Broadcasting of sports events,0.2418
143,15,conceptluster.topn5.3.qld,espn sports broadcasting sports events espn git object,0.2416
144,15,tagmee.topn3.replace,ESPN Broadcasting of sports events,0.2253
145,15,conceptluster.topn5.3.bm25,espn sports broadcasting sports events espn death cellulos carbon restringido video,0.2234
146,15,relevancefeedback.topn10.qld,espn sports classic sport titl,0.2152
147,15,sensedisambiguation,espn sports sport,0.2137
148,15,wiki.topn3,espn sports bristol connecticut television channels stations established sports television networks united states espn sports events works sports out of market sports package broadcasting sports events,0.1781
149,15,word2vec.topn3,espn sports sportscenter espn com athletics,0.1778
150,15,anchor.topn3,espn sports espnsoccernet espnet nbatv,0.1758
151,15,wiki.topn3.replace,bristol connecticut television channels stations established sports television networks united states espn sports events works sports out of market sports package broadcasting sports events,0.1655
152,15,glove.topn3,espn sports espn telecasts,0.1622
153,15,glove.topn3.replace,espn telecasts sports,0.1475
154,15,termluster.topn5.3.qld,espn sports git object,0.1304
155,15,wordnet.topn3,espn sports feature lark about mutant,0.0738
156,15,conceptnet.topn3,espn sports us fun ball Basketball and football,0.0512
157,15,word2vec.topn3.replace,sportscenter espn com athletics,0.0496
158,15,termluster.topn5.3.bm25,espn sports death cellulos carbon restringido video,0.0314
159,15,anchor.topn3.replace,espnsoccernet espnet nbatv sports,0.0237
160,15,docluster.topn10.3.qld,espn sports git object trivia,0.0225
161,15,docluster.topn10.3.bm25,espn sports death cellulos carbon restringido video life trivia obama organ,0.0217
162,15,relevancefeedback.topn10.bm25,espn sports articl john bucher comment you,0.0208
163,15,bertqe.topn10.qld,star sport com espn com,0.0166
164,15,bertqe.topn10.bm25,http a espncdn com prod http r espn go com,0.0
165,15,bt_nllb_arabic,Sports,0.0
166,15,bt_nllb_chinese_yue,Exercise,0.0
167,15,bt_nllb_french,sports,0.0
168,15,bt_nllb_german,Sports,0.0
169,15,bt_nllb_korean,Sports,0.0
170,15,bt_nllb_malay,sports,0.0
171,15,bt_nllb_persian,Sports,0.0
172,15,bt_nllb_russian,sports,0.0
173,15,bt_nllb_swahili,sports spn,0.0
174,15,bt_nllb_tamil,game,0.0
175,15,conceptnet.topn3.replace,us fun ball Basketball and football,0.0
176,15,stem.trunc4,espn spor,0.0
177,15,wordnet.topn3.replace,espn feature lark about mutant,0.0
178,16,-1,arizona game and fish,0.2218
179,16,conceptluster.topn5.3.bm25,arizona game fish fish arizona arizona game fish department death cellulos carbon restringido video,0.2207
180,16,tagmee.topn3,arizona game fish Arizona Arizona Game and Fish Department Fish,0.2154
181,16,conceptluster.topn5.3.qld,arizona game fish fish arizona game fish department arizona git object,0.2126
182,16,bertqe.topn10.bm25,big game draw enew calendar,0.1612
183,16,conceptnet.topn3,arizona game fish a state Flagstaff football animal A bass,0.1432
184,16,bt_nllb_french,Arizona hunting and fishing,0.1402
185,16,bt_nllb_tamil,Arizona hunting and fishing,0.1402
186,16,wiki.topn3,arizona game fish arizona new mexico new mexico arizona agua fria river list lakes reservoirs mogollon rim mogollon plateau verdriver arizona game fish department fish ichthyology animals religion fish,0.131
187,16,bt_nllb_russian,Arizona and Fish,0.1207
188,16,wiki.topn3.replace,arizona new mexico new mexico arizona agua fria river list lakes reservoirs mogollon rim mogollon plateau verdriver arizona game fish department fish ichthyology animals religion fish,0.1163
189,16,bt_nllb_arabic,Arizona fishing and boating,0.1028
190,16,relevancefeedback.topn10.bm25,arizona game and fish wolf bat hunter elk speci awf manag,0.0762
191,16,bt_nllb_german,Arizona Wild and Fish,0.0725
192,16,anchor.topn3,arizona game fish arizona fir pee posh arizona histori pulblish soflo samagom charles armel cold smok praematurus,0.0723
193,16,relevancefeedback.topn10.qld,arizona game and fish said wolf,0.0706
194,16,bt_nllb_chinese_yue,Arizona wildlife and fish,0.0677
195,16,bt_nllb_korean,Arizona wildlife and fish,0.0677
196,16,wordnet.topn3,arizona game fish AZ genus Arizona halting gimpy mettlesome Pisces,0.0657
197,16,glove.topn3,arizona game fish colorado tucson play salmon,0.0553
198,16,sensedisambiguation,arizona game plot and fish pisces,0.0391
199,16,conceptnet.topn3.replace,a state Flagstaff football animal A bass,0.0333
200,16,bt_bing_french,Arizona Gambling Fishing,0.031
201,16,termluster.topn5.3.bm25,arizona game fish death cellulos carbon restringido video,0.0308
202,16,termluster.topn5.3.qld,arizona game fish git object,0.0293
203,16,stem.trunc4,ariz game and fish,0.0286
204,16,word2vec.topn3,arizona game fish california nevada utah gameplay player salmon,0.0244
205,16,anchor.topn3.replace,arizona fir pee posh arizona histori pulblish soflo samagom charles armel cold smok praematurus,0.0142
206,16,docluster.topn10.3.bm25,arizona game and fish death cellulos carbon restringido video life trivia obama organ,0.014
207,16,docluster.topn10.3.qld,arizona game and fish git object trivia,0.0128
208,16,wordnet.topn3.replace,AZ genus Arizona halting gimpy mettlesome Pisces,0.0033
209,16,sensedisambiguation.replace,arizona plot and pisces,0.0032
210,16,bertqe.topn10.qld,phoenix event calendar classifi craigslist,0.0
211,16,glove.topn3.replace,colorado tucson play salmon,0.0
212,16,stem.lovins,arizon gam and fish,0.0
213,16,stem.paicehusk,arizon gam and fish,0.0
214,16,stem.trunc5,arizo game and fish,0.0
215,16,word2vec.topn3.replace,california nevada utah gameplay player salmon,0.0
216,17,-1,poker tournaments,0.1685
217,17,tagmee.topn3,poker tournaments Poker Poker tournament,0.1425
218,17,conceptluster.topn5.3.qld,poker tournaments poker tournament poker git object,0.1331
219,17,tagmee.topn3.replace,Poker Poker tournament,0.1201
220,17,termluster.topn5.3.qld,poker tournaments git object,0.0708
221,17,conceptluster.topn5.3.bm25,poker tournaments poker poker tournament death cellulos carbon restringido video,0.0494
222,17,wordnet.topn3,poker tournaments salamander fire hook tourney,0.0276
223,17,termluster.topn5.3.bm25,poker tournaments death cellulos carbon restringido video,0.019
224,17,docluster.topn10.3.bm25,poker tournaments death cellulos carbon restringido video life trivia obama organ,0.0159
225,17,relevancefeedback.topn10.bm25,poker tournaments player you bonus,0.0139
226,17,glove.topn3,poker tournaments blackjack bingo competitions,0.0096
227,17,bt_bing_german,Tournaments,0.0091
228,17,conceptnet.topn3,poker tournaments card a cardgame straight poker march madness,0.0087
229,17,word2vec.topn3,poker tournaments blackjack gambling tourneys,0.0048
230,17,wiki.topn3,poker tournaments poker comparing card games anglo american playing card games poker seven card stud stud poker razz poker poker tournament,0.0042
231,17,anchor.topn3,poker tournaments zynga network absolut pokerstars team,0.0039
232,17,anchor.topn3.replace,zynga network absolut pokerstars team tournaments,0.0
233,17,bertqe.topn10.bm25,choos languag brasileiro j,0.0
234,17,bertqe.topn10.qld,playersonli easi credit card deposit,0.0
235,17,bt_nllb_chinese_yue,The Cup,0.0
236,17,conceptnet.topn3.replace,card a cardgame straight poker march madness,0.0
237,17,docluster.topn10.3.qld,poker tournaments git object trivia,0.0
238,17,glove.topn3.replace,blackjack bingo competitions,0.0
239,17,stem.paicehusk,pok tourna,0.0
240,17,stem.trunc4,poke tour,0.0
241,17,stem.trunc5,poker tourn,0.0
242,17,wiki.topn3.replace,poker comparing card games anglo american playing card games poker seven card stud stud poker razz poker poker tournament,0.0
243,17,word2vec.topn3.replace,blackjack gambling tourneys,0.0
244,17,wordnet.topn3.replace,salamander fire hook tourney,0.0
245,18,-1,wedding budget calculator,0.2013
246,18,relevancefeedback.topn10.qld,wedding budget calculator calcul expens wed you,0.183
247,18,wordnet.topn3,wedding budget calculator wedding party wedding ceremony hymeneals reckoner estimator calculating machine,0.1437
248,18,conceptnet.topn3,wedding budget calculator ring fund adding up numbers,0.1377
249,18,wordnet.topn3.replace,wedding party wedding ceremony hymeneals budget reckoner estimator calculating machine,0.1285
250,18,sensedisambiguation,wedding marry budget calculator,0.124
251,18,bt_nllb_arabic,Accounting for the wedding budget,0.1169
252,18,bertqe.topn10.qld,wed plan wed budget planner,0.0786
253,18,glove.topn3,wedding budget calculator bride spending fiscal graphing,0.0638
254,18,docluster.topn10.3.qld,wedding budget calculator git object trivia,0.0524
255,18,tagmee.topn3,wedding budget calculator United Kingdom budget Calculator,0.0407
256,18,termluster.topn5.3.qld,wedding budget calculator git object,0.0388
257,18,conceptluster.topn5.3.qld,wedding budget calculator united kingdom budget calculator git object,0.0358
258,18,conceptluster.topn5.3.bm25,wedding budget calculator calculator united kingdom budget death cellulos carbon restringido video,0.0324
259,18,docluster.topn10.3.bm25,wedding budget calculator death cellulos carbon restringido video life trivia obama organ,0.0254
260,18,stem.paicehusk,wed budget calc,0.0208
261,18,termluster.topn5.3.bm25,wedding budget calculator death cellulos carbon restringido video,0.0178
262,18,sensedisambiguation.replace,marry budget calculator,0.0144
263,18,bt_nllb_swahili,financial wedding calculator,0.0097
264,18,word2vec.topn3,wedding budget calculator nuptials bride budgetary four function,0.0074
265,18,relevancefeedback.topn10.bm25,wedding budget calculator calcul expens you contractor cours spreadsheet planner debt,0.006
266,18,bt_nllb_french,marriage budget calculator,0.0036
267,18,bt_nllb_korean,The marriage budget calculator,0.0036
268,18,wiki.topn3,wedding budget calculator secretary statfor thenvironment transport thregions jun united kingdom budget conservativ liberal democrat coalition agreement united kingdom budget computer memory computer data storage microcode calculator,0.0028
269,18,anchor.topn3,wedding budget calculator vineta skbc lviv numbering offset mudragada deficit,0.0
270,18,anchor.topn3.replace,vineta skbc lviv numbering offset mudragada deficit calculator,0.0
271,18,bertqe.topn10.bm25,search cours login regist smart,0.0
272,18,bt_nllb_malay,marriage estimate calculator,0.0
273,18,bt_nllb_tamil,Marriage budgeting,0.0
274,18,conceptnet.topn3.replace,ring fund adding up numbers,0.0
275,18,glove.topn3.replace,bride spending fiscal graphing,0.0
276,18,stem.lovins,wed budges calcl,0.0
277,18,stem.porter,wedd budget calcul,0.0
278,18,stem.trunc4,wedd budg calc,0.0
279,18,stem.trunc5,weddi budge calcu,0.0
280,18,tagmee.topn3.replace,United Kingdom budget Calculator,0.0
281,18,wiki.topn3.replace,secretary statfor thenvironment transport thregions jun united kingdom budget conservativ liberal democrat coalition agreement united kingdom budget computer memory computer data storage microcode calculator,0.0
282,18,word2vec.topn3.replace,nuptials bride budgetary four function,0.0
283,19,-1,the current,0.0
284,2,-1,french lick resort and casino,0.3379
285,2,stem.lovins,french lick resort and casin,0.3357
286,2,sensedisambiguation,french lick salt lick resort and casino,0.3341
287,2,sensedisambiguation.replace,french salt lick resort and casino,0.303
288,2,docluster.topn10.3.bm25,french lick resort and casino locat credit inform,0.301
289,2,relevancefeedback.topn10.bm25,french lick resort and casino locat credit inform,0.301
290,2,docluster.topn10.3.qld,french lick resort and casino inform hotel credit,0.2675
291,2,relevancefeedback.topn10.qld,french lick resort and casino inform hotel credit,0.2675
292,2,conceptnet.topn3,french lick resort casino a language bat holiday resort,0.2594
293,2,wiki.topn3,french lick resort casino silvis illinois hoopeston illinois new castle indiana french lick indiana visitor attractions orange county indiana norwood hills country club erin hills french lick resort casino quantum monte carlo slot machine blackjack casino,0.2121
294,2,bt_bing_malay,France Lick Resorts and Casinos,0.1935
295,2,stem.krovetz,france lick resort and casino,0.1935
296,2,glove.topn3,french lick resort casino france belgian ooooooooooooooooooooooooooooooooooooooo kd seaside gambling,0.1703
297,2,word2vec.topn3,french lick resort casino german english seaside gambling,0.1609
298,2,wiki.topn3.replace,silvis illinois hoopeston illinois new castle indiana french lick indiana visitor attractions orange county indiana norwood hills country club erin hills french lick resort casino quantum monte carlo slot machine blackjack casino,0.1479
299,2,wordnet.topn3,french lick resort casino French people Daniel Chester French drub biff lap up hangout refuge cassino gambling casino,0.1426
300,2,bt_nllb_persian,French resort and casino,0.1107
301,2,bt_nllb_russian,French resort and casino,0.1107
302,2,bt_nllb_tamil,French League Resort and Casino,0.1062
303,2,anchor.topn3,french lick resort casino medrek superproduction english french towing small perch buffalo creek chojung ris hyōgo onsen aquasino casinos lans casino hessel,0.0699
304,2,bt_bing_arabic,French Lake Resort Casino,0.0413
305,2,bt_nllb_arabic,French Lake Resort and Casino,0.0413
306,2,bt_nllb_korean,French Richey Resorts and Casinos,0.0397
307,2,bt_nllb_chinese_yue,French pubs and casinos,0.0147
308,2,word2vec.topn3.replace,german english lick seaside gambling,0.0138
309,2,bertqe.topn10.qld,midwest area hotel spa casino,0.0126
310,2,conceptnet.topn3.replace,a language bat holiday resort casino,0.0093
311,2,anchor.topn3.replace,medrek superproduction english french towing small perch buffalo creek chojung ris hyōgo onsen aquasino casinos lans casino hessel,0.0
312,2,bertqe.topn10.bm25,tour event histori area servic,0.0
313,2,bt_bing_chinese_simplified,French Lic Cresoté Andercassino Lic Casino Resort France,0.0
314,2,glove.topn3.replace,france belgian ooooooooooooooooooooooooooooooooooooooo kd seaside gambling,0.0
315,2,stem.trunc4,fren lick reso and casi,0.0
316,2,stem.trunc5,frenc lick resor and casin,0.0
317,2,wordnet.topn3.replace,French people Daniel Chester French drub biff lap up hangout refuge cassino gambling casino,0.0
318,20,-1,defender,0.0
319,21,-1,volvo,0.3279
320,21,conceptluster.topn5.3.qld,volvo volvo lick casino,0.305
321,21,anchor.topn3,volvo drögmöller volvo b volvo b b,0.2212
322,21,relevancefeedback.topn10.qld,volvo dai,0.1522
323,21,wiki.topn3,volvo car manufacturers sweden motor vehicle manufacturers sweden audi volvo,0.1265
324,21,bt_nllb_chinese_yue,Volvo is a car,0.0912
325,21,anchor.topn3.replace,drögmöller volvo b volvo b b,0.0909
326,21,wiki.topn3.replace,car manufacturers sweden motor vehicle manufacturers sweden audi volvo,0.0822
327,21,relevancefeedback.topn10.bm25,volvo mascu view system avoid safeti video car di,0.0382
328,21,bertqe.topn10.qld,s super saloon archiv volvo,0.0336
329,21,bertqe.topn10.bm25,novemb offer world,0.0
330,21,bt_nllb_arabic,What,0.0
331,21,bt_nllb_french,back to,0.0
332,21,bt_nllb_german,The Commission shall adopt implementing acts in accordance with Article of this Regulation,0.0
333,21,bt_nllb_korean,Let s see,0.0
334,21,docluster.topn10.3.bm25,volvo lick casino french locat credit inform,0.0
335,21,docluster.topn10.3.qld,volvo lick casino french inform hotel credit,0.0
336,21,glove.topn3,volvo volkswagen bmw,0.0
337,21,glove.topn3.replace,volkswagen bmw,0.0
338,21,stem.lovins,volut,0.0
339,21,stem.trunc4,volv,0.0
340,21,termluster.topn5.3.bm25,volvo lick casino french,0.0
341,21,termluster.topn5.3.qld,volvo lick casino,0.0
342,21,word2vec.topn3,volvo porsche camry subaru,0.0
343,21,word2vec.topn3.replace,porsche camry subaru,0.0
344,22,-1,rick warren,0.4528
345,22,bt_nllb_malay,Rick Warren is here,0.4405
346,22,conceptluster.topn5.3.qld,rick warren rick warren lick casino,0.4403
347,22,conceptluster.topn5.3.bm25,rick warren rick warren lick casino french,0.4387
348,22,bt_nllb_chinese_yue,Rick Warren is the author of,0.3979
349,22,anchor.topn3,rick warren rick gyriu olegna conwright dallstream,0.3949
350,22,wiki.topn3,rick warren saddleback church thpurposdriven church francis chan rick warren,0.3706
351,22,termluster.topn5.3.qld,rick warren lick casino,0.337
352,22,wiki.topn3.replace,saddleback church thpurposdriven church francis chan rick warren,0.3283
353,22,conceptnet.topn3,rick warren Earl Warren,0.3253
354,22,bt_nllb_korean,Rick Warren you know what,0.321
355,22,relevancefeedback.topn10.qld,rick warren obama repli,0.3047
356,22,sensedisambiguation,rick haystack warren,0.3042
357,22,conceptnet.topn3.replace,rick Earl Warren,0.2785
358,22,wordnet.topn3,rick warren wrick kink Earl Warren rabbit warren,0.2534
359,22,termluster.topn5.3.bm25,rick warren lick casino french,0.2068
360,22,docluster.topn10.3.bm25,rick warren lick casino french locat credit inform,0.1594
361,22,relevancefeedback.topn10.bm25,rick warren repli atheist loweri i,0.1501
362,22,docluster.topn10.3.qld,rick warren lick casino french inform hotel credit,0.0887
363,22,stem.lovins,rick war,0.0079
364,22,stem.paicehusk,rick war,0.0079
365,22,word2vec.topn3,rick warren damien grimes clive buffett jeffs,0.0078
366,22,bertqe.topn10.qld,talk point memo biden rick,0.0041
367,22,anchor.topn3.replace,rick gyriu olegna conwright dallstream,0.0
368,22,bertqe.topn10.bm25,comment new tip nbc exec,0.0
369,22,glove.topn3,rick warren strahk grij http www co mo md us rohsh,0.0
370,22,glove.topn3.replace,strahk grij http www co mo md us rohsh,0.0
371,22,sensedisambiguation.replace,haystack warren,0.0
372,22,stem.trunc4,rick warr,0.0
373,22,stem.trunc5,rick warre,0.0
374,22,word2vec.topn3.replace,damien grimes clive buffett jeffs,0.0
375,22,wordnet.topn3.replace,wrick kink Earl Warren rabbit warren,0.0
376,23,-1,yahoo,0.0
377,24,-1,diversity,0.1965
378,24,bt_nllb_chinese_yue,Diversity is a big thing,0.0488
379,24,word2vec.topn3,diversity richness inclusiveness,0.0452
380,24,relevancefeedback.topn10.qld,diversity object rout manag divers,0.0041
381,24,bertqe.topn10.bm25,quick link about unl academ,0.0
382,24,bertqe.topn10.qld,accueil actualit candidatur press accer,0.0
383,24,bt_bing_persian,Variety,0.0
384,24,bt_bing_russian,variety,0.0
385,24,bt_bing_swahili,Difference,0.0
386,24,bt_nllb_swahili,difference,0.0
387,24,conceptluster.topn5.3.bm25,diversity lick casino french,0.0
388,24,conceptluster.topn5.3.qld,diversity lick casino,0.0
389,24,docluster.topn10.3.bm25,diversity lick casino french locat credit inform,0.0
390,24,docluster.topn10.3.qld,diversity lick casino french inform hotel credit,0.0
391,24,glove.topn3,diversity richness,0.0
392,24,glove.topn3.replace,richness,0.0
393,24,relevancefeedback.topn10.bm25,diversity divers brazil engin career object,0.0
394,24,stem.lovins,divers,0.0
395,24,stem.paicehusk,divers,0.0
396,24,stem.porter,divers,0.0
397,24,stem.porter2,divers,0.0
398,24,stem.trunc4,dive,0.0
399,24,stem.trunc5,diver,0.0
400,24,tagmee.topn3.replace,,0.0
401,24,termluster.topn5.3.bm25,diversity lick casino french,0.0
402,24,termluster.topn5.3.qld,diversity lick casino,0.0
403,24,wiki.topn3.replace,,0.0
404,24,word2vec.topn3.replace,richness inclusiveness,0.0
405,24,wordnet.topn3,diversity variety multifariousness,0.0
406,24,wordnet.topn3.replace,variety multifariousness,0.0
407,25,-1,euclid,0.1898
408,25,conceptluster.topn5.3.qld,euclid euclid lick casino,0.1815
409,25,relevancefeedback.topn10.bm25,euclid video i geometri,0.1761
410,25,conceptluster.topn5.3.bm25,euclid euclid lick casino french,0.1669
411,25,wiki.topn3,euclid data euclid diophantus archimedes euclid,0.1513
412,25,wiki.topn3.replace,data euclid diophantus archimedes euclid,0.136
413,25,relevancefeedback.topn10.qld,euclid video ey i us tabl,0.1246
414,25,anchor.topn3,euclid evklid efklidi euclidi,0.0423
415,25,anchor.topn3.replace,evklid efklidi euclidi,0.0166
