,qid,order,query,bm25.ndcg
102,12,bt_nllb_german,DJs,0.1652
103,12,original,djs,0.1652
104,12,rm3.topn10.10.0.5.bm25,djs,0.1652
105,12,rm3.topn10.10.0.5.qld,djs,0.1652
106,12,stem.krovetz,djs,0.1652
107,12,stem.lovins,dj,0.1652
108,12,stem.paicehusk,djs,0.1652
109,12,stem.porter,dj,0.1652
110,12,stem.porter2,djs,0.1652
111,12,stem.sstemmer,djs,0.1652
112,12,stem.trunc4,djs,0.1652
113,12,stem.trunc5,djs,0.1652
114,12,tagmee.topn3,djs,0.1652
115,12,thesaurus.topn3,djs,0.1652
116,12,thesaurus.topn3.replace,djs,0.1652
117,12,wiki.topn3,djs,0.1652
118,13,-1,map,0.0788
119,13,bt_bing_arabic,map,0.0788
120,13,bt_bing_chinese_simplified,map,0.0788
121,13,bt_bing_french,map,0.0788
122,13,bt_bing_german,Map,0.0788
123,13,bt_bing_korean,map,0.0788
124,13,bt_bing_malay,Map,0.0788
125,13,bt_bing_persian,Map,0.0788
126,13,bt_bing_russian,map,0.0788
127,13,bt_bing_swahili,Map,0.0788
128,13,bt_bing_tamil,map,0.0788
129,13,bt_nllb_arabic,A map,0.0788
130,13,bt_nllb_chinese_yue,Map,0.0788
131,13,bt_nllb_french,map,0.0788
132,13,bt_nllb_german,Map,0.0788
133,13,bt_nllb_malay,map,0.0788
134,13,bt_nllb_swahili,map,0.0788
135,13,bt_nllb_tamil,map,0.0788
136,13,conceptnet.topn3,map,0.0788
137,13,conceptnet.topn3.replace,map,0.0788
138,13,glove.topn3,map,0.0788
139,13,glove.topn3.replace,map,0.0788
140,13,original,map,0.0788
141,13,rm3.topn10.10.0.5.bm25,map,0.0788
142,13,rm3.topn10.10.0.5.qld,map,0.0788
143,13,sensedisambiguation,map,0.0788
144,13,sensedisambiguation.replace,map,0.0788
145,13,stem.krovetz,map,0.0788
146,13,stem.lovins,map,0.0788
147,13,stem.paicehusk,map,0.0788
148,13,stem.porter,map,0.0788
149,13,stem.porter2,map,0.0788
150,13,stem.sstemmer,map,0.0788
151,13,stem.trunc4,map,0.0788
152,13,stem.trunc5,map,0.0788
153,13,tagmee.topn3,map,0.0788
154,13,thesaurus.topn3,map,0.0788
155,13,thesaurus.topn3.replace,map,0.0788
156,13,wiki.topn3,map,0.0788
157,13,word2vec.topn3,map,0.0788
158,13,word2vec.topn3.replace,map,0.0788
159,14,-1,dinosaurs,0.0243
160,14,glove.topn3,dinosaurs reptiles,0.0397
161,14,conceptnet.topn3,dinosaurs ancient reptiles,0.0318
162,14,anchor.topn3,dinosaurs,0.0243
163,14,anchor.topn3.replace,dinosaurs,0.0243
164,14,bt_bing_arabic,Dinosaurs,0.0243
165,14,bt_bing_chinese_simplified,dinosaur,0.0243
166,14,bt_bing_french,Dinosaurs,0.0243
167,14,bt_bing_german,dinosaur,0.0243
168,14,bt_bing_korean,dinosaur,0.0243
169,14,bt_bing_malay,Dinosaurs,0.0243
170,14,bt_bing_persian,Dinosaurs,0.0243
171,14,bt_bing_russian,Dinosaurs,0.0243
172,14,bt_bing_swahili,Dinosaurs,0.0243
173,14,bt_bing_tamil,Dinosaurs,0.0243
174,14,bt_nllb_arabic,The dinosaurs,0.0243
175,14,bt_nllb_chinese_yue,The dinosaurs,0.0243
176,14,bt_nllb_french,the dinosaurs,0.0243
177,14,bt_nllb_korean,The dinosaurs,0.0243
178,14,bt_nllb_malay,The dinosaurs,0.0243
179,14,bt_nllb_persian,The dinosaurs,0.0243
180,14,bt_nllb_russian,The dinosaurs,0.0243
181,14,bt_nllb_swahili,dinosaurs,0.0243
182,14,bt_nllb_tamil,The Dinosaurs,0.0243
183,14,original,dinosaurs,0.0243
184,14,rm3.topn10.10.0.5.bm25,dinosaurs,0.0243
185,14,rm3.topn10.10.0.5.qld,dinosaurs,0.0243
186,14,sensedisambiguation,dinosaurs dinosaur,0.0243
187,14,sensedisambiguation.replace,dinosaur,0.0243
188,14,stem.krovetz,dinosaur,0.0243
189,14,stem.lovins,dinosaur,0.0243
190,14,stem.porter,dinosaur,0.0243
191,14,stem.porter2,dinosaur,0.0243
192,14,stem.sstemmer,dinosaur,0.0243
193,14,tagmee.topn3,dinosaurs,0.0243
194,14,thesaurus.topn3,dinosaurs,0.0243
195,14,thesaurus.topn3.replace,dinosaurs,0.0243
196,14,wiki.topn3,dinosaurs,0.0243
197,14,wordnet.topn3,dinosaurs,0.0243
198,14,wordnet.topn3.replace,dinosaurs,0.0243
199,15,-1,espn sports,0.3206
200,15,sensedisambiguation,espn sports sport,0.333
201,15,bt_bing_arabic,ESPN Sports,0.3206
202,15,bt_bing_chinese_simplified,ESPN Sports,0.3206
203,15,bt_bing_french,ESPN Sports,0.3206
204,15,bt_bing_german,ESPN Sports,0.3206
205,15,bt_bing_korean,ESPN Sports,0.3206
206,15,bt_bing_malay,ESPN Sports,0.3206
207,15,bt_bing_persian,ESPN Sports,0.3206
208,15,bt_bing_russian,ESPN Sports,0.3206
209,15,bt_bing_swahili,ESPN Sports,0.3206
210,15,bt_bing_tamil,ESPN Sports,0.3206
211,15,original,espn sports,0.3206
212,15,rm3.topn10.10.0.5.bm25,espn sports,0.3206
213,15,rm3.topn10.10.0.5.qld,espn sports,0.3206
214,15,sensedisambiguation.replace,espn sport,0.3206
215,15,stem.krovetz,espn sports,0.3206
216,15,stem.lovins,espn sport,0.3206
217,15,stem.paicehusk,espn sport,0.3206
218,15,stem.porter,espn sport,0.3206
219,15,stem.porter2,espn sport,0.3206
220,15,stem.sstemmer,espn sport,0.3206
221,15,stem.trunc5,espn sport,0.3206
222,15,thesaurus.topn3,espn sports,0.3206
223,15,thesaurus.topn3.replace,espn sports,0.3206
224,16,-1,arizona game and fish,0.2793
225,16,bt_bing_arabic,Game Arizona and fish,0.2793
226,16,bt_bing_chinese_simplified,Arizona Games Fish,0.2793
227,16,bt_bing_german,Arizona Game and Fish,0.2793
228,16,bt_bing_korean,Arizona Game Fish,0.2793
229,16,bt_bing_malay,Arizona Games and Fish,0.2793
230,16,bt_bing_persian,Arizona Game and Fish,0.2793
231,16,bt_bing_russian,Arizona Game Fish,0.2793
232,16,bt_bing_swahili,Arizona Game and Fish,0.2793
233,16,bt_bing_tamil,Arizona Games and Fish,0.2793
234,16,bt_nllb_malay,Arizona games and fish,0.2793
235,16,bt_nllb_persian,Arizona game and fish,0.2793
236,16,bt_nllb_swahili,Arizona game and fish,0.2793
237,16,original,arizona game and fish,0.2793
238,16,rm3.topn10.10.0.5.bm25,arizona game and fish,0.2793
239,16,rm3.topn10.10.0.5.qld,arizona game and fish,0.2793
240,16,stem.krovetz,arizona game and fish,0.2793
241,16,stem.porter,arizona game and fish,0.2793
242,16,stem.porter2,arizona game and fish,0.2793
243,16,stem.sstemmer,arizona game and fish,0.2793
244,16,thesaurus.topn3,arizona game fish,0.2793
245,16,thesaurus.topn3.replace,arizona game fish,0.2793
246,17,-1,poker tournaments,0.2159
247,17,sensedisambiguation,poker tournaments tournament,0.2173
248,17,bt_bing_arabic,Poker Tournaments,0.2159
249,17,bt_bing_chinese_simplified,Poker tournaments,0.2159
250,17,bt_bing_french,Poker Tournaments,0.2159
251,17,bt_bing_korean,Poker Tournaments,0.2159
252,17,bt_bing_malay,Poker Tournament,0.2159
253,17,bt_bing_persian,Poker Tournament,0.2159
254,17,bt_bing_russian,Poker Tournaments,0.2159
255,17,bt_bing_swahili,Poker tournaments,0.2159
256,17,bt_bing_tamil,Poker Tournaments,0.2159
257,17,bt_nllb_arabic,The poker tournaments,0.2159
258,17,bt_nllb_french,poker tournaments,0.2159
259,17,bt_nllb_german,Poker tournaments,0.2159
260,17,bt_nllb_korean,The poker tournament,0.2159
261,17,bt_nllb_malay,poker tournaments,0.2159
262,17,bt_nllb_persian,Poker tournaments,0.2159
263,17,bt_nllb_russian,poker tournaments,0.2159
264,17,bt_nllb_swahili,poker tournaments,0.2159
265,17,bt_nllb_tamil,Poker tournaments,0.2159
266,17,original,poker tournaments,0.2159
267,17,relevancefeedback.topn10.qld,poker tournaments,0.2159
268,17,rm3.topn10.10.0.5.bm25,poker tournaments,0.2159
269,17,rm3.topn10.10.0.5.qld,poker tournaments,0.2159
270,17,sensedisambiguation.replace,poker tournament,0.2159
271,17,stem.krovetz,poker tournament,0.2159
272,17,stem.lovins,poker tournament,0.2159
273,17,stem.porter,poker tournament,0.2159
274,17,stem.porter2,poker tournament,0.2159
275,17,stem.sstemmer,poker tournament,0.2159
276,17,thesaurus.topn3,poker tournaments,0.2159
277,17,thesaurus.topn3.replace,poker tournaments,0.2159
278,18,-1,wedding budget calculator,0.2122
279,18,wordnet.topn3,wedding budget calculator wedding party wedding ceremony hymeneals reckoner estimator calculating machine,0.2151
280,18,bt_bing_arabic,Wedding Budget Calculator,0.2122
281,18,bt_bing_chinese_simplified,Wedding budget calculator,0.2122
282,18,bt_bing_french,Wedding Budget Calculator,0.2122
283,18,bt_bing_german,Wedding Budget Calculator,0.2122
284,18,bt_bing_korean,Wedding Budget Calculator,0.2122
285,18,bt_bing_malay,Wedding budget calculator,0.2122
286,18,bt_bing_persian,Wedding Budget Calculator,0.2122
287,18,bt_bing_russian,Wedding Budget Calculator,0.2122
288,18,bt_bing_swahili,wedding budget calculator,0.2122
289,18,bt_bing_tamil,Wedding Budget Calculator,0.2122
290,18,bt_nllb_chinese_yue,A wedding budget is a calculator,0.2122
291,18,bt_nllb_german,Wedding budget calculator,0.2122
292,18,bt_nllb_persian,The wedding budget calculator,0.2122
293,18,bt_nllb_russian,The wedding budget calculator,0.2122
294,18,original,wedding budget calculator,0.2122
295,18,rm3.topn10.10.0.5.bm25,wedding budget calculator,0.2122
296,18,rm3.topn10.10.0.5.qld,wedding budget calculator,0.2122
297,18,stem.krovetz,wedding budget calculator,0.2122
298,18,stem.porter2,wed budget calcul,0.2122
299,18,stem.sstemmer,wedding budget calculator,0.2122
300,18,thesaurus.topn3,wedding budget calculator,0.2122
301,18,thesaurus.topn3.replace,wedding budget calculator,0.2122
302,19,-1,the current,0.0
303,2,-1,french lick resort and casino,0.4274
304,2,bt_bing_french,French Lick Resort Casino,0.4274
305,2,bt_bing_german,French Lick Resort and Casino,0.4274
306,2,bt_bing_korean,French Lick Resort Casino,0.4274
307,2,bt_bing_persian,French Lick Resort and Casino,0.4274
308,2,bt_bing_russian,French Resort Casino Lick,0.4274
309,2,bt_bing_swahili,French lick resort and casino,0.4274
310,2,bt_bing_tamil,French Lick Resort and Casino,0.4274
311,2,bt_nllb_french,French Lick Resort and Casino,0.4274
312,2,bt_nllb_german,French Lick Resort and Casino,0.4274
313,2,bt_nllb_malay,French Lick Resort and Casino,0.4274
314,2,bt_nllb_swahili,French lick resort and casino,0.4274
315,2,original,french lick resort and casino,0.4274
316,2,rm3.topn10.10.0.5.bm25,french lick resort and casino,0.4274
317,2,rm3.topn10.10.0.5.qld,french lick resort and casino,0.4274
318,2,stem.paicehusk,french lick resort and casino,0.4274
319,2,stem.porter,french lick resort and casino,0.4274
320,2,stem.porter2,french lick resort and casino,0.4274
321,2,stem.sstemmer,french lick resort and casino,0.4274
322,2,termluster.topn5.3.bm25,french lick resort casino,0.4274
323,2,termluster.topn5.3.qld,french lick resort casino,0.4274
324,2,thesaurus.topn3,french lick resort casino,0.4274
325,2,thesaurus.topn3.replace,french lick resort casino,0.4274
326,20,-1,defender,0.0
327,21,-1,volvo,0.3456
328,21,bt_bing_arabic,Volvo,0.3456
329,21,bt_bing_chinese_simplified,Volvo,0.3456
330,21,bt_bing_french,Volvo,0.3456
331,21,bt_bing_german,Volvo,0.3456
332,21,bt_bing_korean,VOLVO,0.3456
333,21,bt_bing_malay,Volvo,0.3456
334,21,bt_bing_persian,Volvo,0.3456
335,21,bt_bing_russian,Volvo,0.3456
336,21,bt_bing_swahili,Volvo,0.3456
337,21,bt_bing_tamil,Volvo,0.3456
338,21,bt_nllb_malay,volvo,0.3456
339,21,bt_nllb_persian,The Volvo,0.3456
340,21,bt_nllb_russian,Volvo is,0.3456
341,21,bt_nllb_swahili,volvo,0.3456
342,21,bt_nllb_tamil,The Volvo,0.3456
343,21,conceptnet.topn3,volvo,0.3456
344,21,conceptnet.topn3.replace,volvo,0.3456
345,21,original,volvo,0.3456
346,21,rm3.topn10.10.0.5.bm25,volvo,0.3456
347,21,rm3.topn10.10.0.5.qld,volvo,0.3456
348,21,sensedisambiguation,volvo,0.3456
349,21,sensedisambiguation.replace,volvo,0.3456
350,21,stem.krovetz,volvo,0.3456
351,21,stem.paicehusk,volvo,0.3456
352,21,stem.porter,volvo,0.3456
353,21,stem.porter2,volvo,0.3456
354,21,stem.sstemmer,volvo,0.3456
355,21,stem.trunc5,volvo,0.3456
356,21,tagmee.topn3,volvo Volvo,0.3456
357,21,tagmee.topn3.replace,Volvo,0.3456
358,21,thesaurus.topn3,volvo,0.3456
359,21,thesaurus.topn3.replace,volvo,0.3456
360,21,wordnet.topn3,volvo,0.3456
361,21,wordnet.topn3.replace,volvo,0.3456
362,22,-1,rick warren,0.4438
363,22,bt_bing_arabic,Rick Warren,0.4438
364,22,bt_bing_chinese_simplified,Rick Warren,0.4438
365,22,bt_bing_french,Rick Warren,0.4438
366,22,bt_bing_german,Rick Warren,0.4438
367,22,bt_bing_korean,Rick Warren Rick Warren,0.4438
368,22,bt_bing_malay,Rick Warren,0.4438
369,22,bt_bing_persian,Rick Warren,0.4438
370,22,bt_bing_russian,Rick Warren,0.4438
371,22,bt_bing_swahili,Rick Warren,0.4438
372,22,bt_bing_tamil,Rick Warren,0.4438
373,22,bt_nllb_arabic,Rick Warren,0.4438
374,22,bt_nllb_french,Rick Warren,0.4438
375,22,bt_nllb_german,Rick Warren,0.4438
376,22,bt_nllb_persian,Rick Warren,0.4438
377,22,bt_nllb_russian,Rick Warren,0.4438
378,22,bt_nllb_swahili,Rick Warren,0.4438
379,22,bt_nllb_tamil,Rick Warren,0.4438
380,22,original,rick warren,0.4438
381,22,rm3.topn10.10.0.5.bm25,rick warren,0.4438
382,22,rm3.topn10.10.0.5.qld,rick warren,0.4438
383,22,stem.krovetz,rick warren,0.4438
384,22,stem.porter,rick warren,0.4438
385,22,stem.porter2,rick warren,0.4438
386,22,stem.sstemmer,rick warren,0.4438
387,22,tagmee.topn3,rick warren Rick Warren,0.4438
388,22,tagmee.topn3.replace,Rick Warren,0.4438
389,22,thesaurus.topn3,rick warren,0.4438
390,22,thesaurus.topn3.replace,rick warren,0.4438
391,23,-1,yahoo,0.014
392,23,wiki.topn3,yahoo alibaba group websites company companies based sunnyvale california yahoo,0.0612
393,23,wiki.topn3.replace,alibaba group websites company companies based sunnyvale california yahoo,0.0519
394,23,bt_bing_arabic,Yahoo,0.014
395,23,bt_bing_chinese_simplified,Yahoo,0.014
396,23,bt_bing_french,Yahoo,0.014
397,23,bt_bing_german,Yahoo,0.014
398,23,bt_bing_korean,Yahoo,0.014
399,23,bt_bing_malay,Yahoo,0.014
400,23,bt_bing_persian,Yahoo,0.014
401,23,bt_bing_swahili,Yahoo,0.014
402,23,bt_bing_tamil,Yahoo,0.014
403,23,bt_nllb_german,Yahoo,0.014
404,23,bt_nllb_korean,Yahoo,0.014
405,23,bt_nllb_malay,Yahoo,0.014
406,23,bt_nllb_persian,Yahoo,0.014
407,23,bt_nllb_swahili,the yahoo,0.014
408,23,bt_nllb_tamil,the yahoo,0.014
409,23,conceptnet.topn3,yahoo,0.014
410,23,conceptnet.topn3.replace,yahoo,0.014
411,23,original,yahoo,0.014
412,23,rm3.topn10.10.0.5.bm25,yahoo,0.014
413,23,rm3.topn10.10.0.5.qld,yahoo,0.014
414,23,stem.krovetz,yahoo,0.014
415,23,stem.paicehusk,yahoo,0.014
416,23,stem.porter,yahoo,0.014
417,23,stem.porter2,yahoo,0.014
418,23,stem.sstemmer,yahoo,0.014
419,23,stem.trunc5,yahoo,0.014
420,23,tagmee.topn3,yahoo Yahoo,0.014
421,23,tagmee.topn3.replace,Yahoo,0.014
422,23,thesaurus.topn3,yahoo,0.014
423,23,thesaurus.topn3.replace,yahoo,0.014
424,24,-1,diversity,0.1555
425,24,anchor.topn3,diversity,0.1555
426,24,anchor.topn3.replace,diversity,0.1555
427,24,bt_bing_arabic,diversity,0.1555
428,24,bt_bing_chinese_simplified,diversity,0.1555
429,24,bt_bing_french,diversity,0.1555
430,24,bt_bing_german,Diversity,0.1555
431,24,bt_bing_korean,diversity,0.1555
432,24,bt_bing_malay,Diversity,0.1555
433,24,bt_bing_tamil,Diversity,0.1555
434,24,bt_nllb_arabic,The diversity,0.1555
435,24,bt_nllb_french,diversity,0.1555
436,24,bt_nllb_german,The diversity,0.1555
437,24,bt_nllb_korean,Diversity,0.1555
438,24,bt_nllb_malay,The diversity,0.1555
439,24,bt_nllb_persian,Diversity,0.1555
440,24,bt_nllb_russian,The diversity,0.1555
441,24,bt_nllb_tamil,diversity,0.1555
442,24,conceptnet.topn3,diversity,0.1555
443,24,conceptnet.topn3.replace,diversity,0.1555
444,24,original,diversity,0.1555
445,24,rm3.topn10.10.0.5.bm25,diversity,0.1555
446,24,rm3.topn10.10.0.5.qld,diversity,0.1555
447,24,sensedisambiguation,diversity,0.1555
448,24,sensedisambiguation.replace,diversity,0.1555
449,24,stem.krovetz,diversity,0.1555
450,24,stem.sstemmer,diversity,0.1555
451,24,tagmee.topn3,diversity,0.1555
452,24,thesaurus.topn3,diversity,0.1555
453,24,thesaurus.topn3.replace,diversity,0.1555
454,24,wiki.topn3,diversity,0.1555
455,25,-1,euclid,0.1608
456,25,relevancefeedback.topn10.bm25,euclid video i geometri,0.2307
457,25,tagmee.topn3,euclid Euclid,0.1609
458,25,bt_bing_arabic,Euclid,0.1608
459,25,bt_bing_chinese_simplified,Euclid,0.1608
460,25,bt_bing_french,Euclid,0.1608
461,25,bt_bing_german,Euclid,0.1608
462,25,bt_bing_korean,Euclid,0.1608
463,25,bt_bing_malay,Euclid,0.1608
464,25,bt_bing_russian,Euclid,0.1608
465,25,bt_bing_swahili,Euclid,0.1608
466,25,bt_bing_tamil,Euclid,0.1608
467,25,bt_nllb_korean,Euclid,0.1608
468,25,bt_nllb_malay,Euclid,0.1608
469,25,bt_nllb_russian,Euclid,0.1608
470,25,bt_nllb_swahili,Euclid,0.1608
471,25,conceptnet.topn3,euclid,0.1608
472,25,conceptnet.topn3.replace,euclid,0.1608
473,25,original,euclid,0.1608
474,25,rm3.topn10.10.0.5.bm25,euclid,0.1608
475,25,rm3.topn10.10.0.5.qld,euclid,0.1608
476,25,sensedisambiguation,euclid,0.1608
477,25,sensedisambiguation.replace,euclid,0.1608
478,25,stem.krovetz,euclid,0.1608
479,25,stem.paicehusk,euclid,0.1608
480,25,stem.porter,euclid,0.1608
481,25,stem.porter2,euclid,0.1608
482,25,stem.sstemmer,euclid,0.1608
483,25,tagmee.topn3.replace,Euclid,0.1608
484,25,thesaurus.topn3,euclid,0.1608
485,25,thesaurus.topn3.replace,euclid,0.1608
486,25,wordnet.topn3,euclid,0.1608
487,25,wordnet.topn3.replace,euclid,0.1608
488,26,-1,lower heart rate,0.1359
489,26,bt_bing_chinese_simplified,Lowers heart rate,0.1359
490,26,bt_bing_german,lower heart rate,0.1359
491,26,bt_bing_malay,lower heart rate,0.1359
492,26,bt_bing_persian,Lower heart rate,0.1359
493,26,bt_nllb_arabic,Lower heart rate,0.1359
494,26,bt_nllb_french,lower heart rate,0.1359
495,26,bt_nllb_german,lower heart rate,0.1359
496,26,bt_nllb_korean,And the heart rate is lower,0.1359
497,26,bt_nllb_malay,lower heart rate,0.1359
498,26,bt_nllb_persian,Lower heart rate,0.1359
499,26,original,lower heart rate,0.1359
500,26,rm3.topn10.10.0.5.bm25,lower heart rate,0.1359
501,26,rm3.topn10.10.0.5.qld,lower heart rate,0.1359
502,26,stem.krovetz,lower heart rate,0.1359
503,26,stem.porter,lower heart rate,0.1359
504,26,stem.porter2,lower heart rate,0.1359
505,26,stem.sstemmer,lower heart rate,0.1359
506,26,stem.trunc5,lower heart rate,0.1359
507,26,thesaurus.topn3,lower heart rate,0.1359
508,26,thesaurus.topn3.replace,lower heart rate,0.1359
509,27,-1,starbucks,0.1632
510,27,anchor.topn3,starbucks,0.1632
511,27,anchor.topn3.replace,starbucks,0.1632
512,27,bt_bing_arabic,Starbucks,0.1632
513,27,bt_bing_chinese_simplified,Starbucks,0.1632
514,27,bt_bing_french,Starbucks,0.1632
515,27,bt_bing_german,Starbucks,0.1632
516,27,bt_bing_korean,Starbucks Starbucks,0.1632
517,27,bt_bing_malay,Starbucks,0.1632
518,27,bt_bing_persian,Starbucks,0.1632
519,27,bt_bing_russian,Starbucks,0.1632
520,27,bt_bing_swahili,Starbucks,0.1632
521,27,bt_bing_tamil,Starbucks,0.1632
522,27,bt_nllb_chinese_yue,This is Starbucks,0.1632
523,27,bt_nllb_russian,The Starbucks,0.1632
524,27,bt_nllb_swahili,Starbucks,0.1632
525,27,bt_nllb_tamil,The Starbucks,0.1632
526,27,conceptnet.topn3,starbucks,0.1632
527,27,conceptnet.topn3.replace,starbucks,0.1632
528,27,original,starbucks,0.1632
529,27,relevancefeedback.topn10.qld,starbucks,0.1632
530,27,rm3.topn10.10.0.5.bm25,starbucks,0.1632
531,27,rm3.topn10.10.0.5.qld,starbucks,0.1632
532,27,sensedisambiguation,starbucks,0.1632
533,27,sensedisambiguation.replace,starbucks,0.1632
534,27,stem.krovetz,starbuck,0.1632
535,27,stem.lovins,starbuck,0.1632
536,27,stem.paicehusk,starbuck,0.1632
537,27,stem.porter,starbuck,0.1632
538,27,stem.porter2,starbuck,0.1632
539,27,stem.sstemmer,starbuck,0.1632
540,27,tagmee.topn3,starbucks Starbucks,0.1632
541,27,tagmee.topn3.replace,Starbucks,0.1632
542,27,thesaurus.topn3,starbucks,0.1632
543,27,thesaurus.topn3.replace,starbucks,0.1632
544,27,wordnet.topn3,starbucks,0.1632
545,27,wordnet.topn3.replace,starbucks,0.1632
546,28,-1,inuyasha,0.1236
547,28,anchor.topn3.replace,sesshomaru totosai kikyo,0.1534
548,28,anchor.topn3,inuyasha sesshomaru totosai kikyo,0.1531
549,28,bt_bing_arabic,Inuyasha,0.1236
550,28,bt_bing_chinese_simplified,Inuyasha,0.1236
551,28,bt_bing_french,Inuyasha,0.1236
552,28,bt_bing_german,Inuyasha,0.1236
