,qid,order,query,bm25.map
62,40,relevancefeedback.topn10.bm25,michworks michigan search work bike counti,0.0522
63,41,-1,orange county convention center,0.1646
64,42,-1,the music man,0.0
65,43,-1,the secret garden,0.1395
66,43,wiki.topn3,secret garden novels frances hodgson burnett littlwomen thchristmas miraclof jonathan toomey secret garden,0.2609
67,43,wiki.topn3.replace,novels frances hodgson burnett littlwomen thchristmas miraclof jonathan toomey secret garden,0.1627
68,44,-1,map of the united states,0.0461
69,45,-1,solar panels,0.1073
70,46,-1,alexian brothers hospital,0.3073
71,46,wordnet.topn3,alexian brothers hospital blood brother sidekick infirmary,0.3258
72,46,wiki.topn3,alexian brothers hospital james ambrosdominic aylward tanchelm cistercian saints alexians james ambrosdominic aylward tanchelm cistercian saints alexians,0.3074
73,47,-1,indexed annuity,0.1239
74,47,sensedisambiguation,indexed index annuity,0.1777
75,48,-1,wilson antenna,0.0423
76,48,relevancefeedback.topn10.qld,wilson antenna cb http,0.0956
77,49,-1,flame designs,0.2266
78,5,-1,mitchell college,0.0058
79,50,-1,dog heat,0.0144
80,50,bt_nllb_french,heat from the dog,0.0295
81,6,-1,kcs,0.0
82,7,-1,air travel information,0.1142
83,7,sensedisambiguation,air air travel travel information,0.1505
84,7,sensedisambiguation.replace,air travel travel information,0.1309
85,8,-1,appraisals,0.0
86,8,conceptnet.topn3,appraisals establish a worth,0.0002
87,9,-1,used car parts,0.0535
88,9,conceptluster.topn5.3.qld,used car parts part,0.075
89,9,termluster.topn5.3.qld,used car parts part,0.075
90,51,-1,horse hooves,0.1409
91,51,relevancefeedback.topn10.bm25,horse hooves last hoof hors lamp,0.1587
92,51,sensedisambiguation,horse sawhorse hooves hoof,0.1576
93,51,wordnet.topn3,horse hooves sawhorse sawbuck gymnastic horse hoof,0.1419
94,52,-1,avp,0.1541
95,53,-1,discovery channel store,0.109
96,54,-1,president of the united states,0.0345
97,54,sensedisambiguation,president president of the united states of the united states state,0.0436
98,55,-1,iron,0.0008
99,56,-1,uss yorktown charleston sc,0.002
100,56,tagmee.topn3.replace,USS Yorktown CV Charleston South Carolina,0.0531
101,56,bt_bing_german,USS Yorktown Charleston United States of America,0.0364
102,56,tagmee.topn3,uss yorktown charleston sc USS Yorktown CV Charleston South Carolina,0.0342
103,56,conceptluster.topn5.3.bm25,uss yorktown charleston sc charleston south carolina uss yorktown cv univers wand us math hunt,0.0318
104,56,conceptluster.topn5.3.qld,uss yorktown charleston sc charleston south carolina uss yorktown cv depauw colleg mi,0.0316
105,56,relevancefeedback.topn10.bm25,uss yorktown charleston sc carolina program aircraft pleasant discharg museum,0.0238
106,56,relevancefeedback.topn10.qld,uss yorktown charleston sc n pleasant aircraft carolina,0.0165
107,56,wordnet.topn3,uss yorktown charleston sc US USA United States siege of Yorktown capital of West Virginia scandium South Carolina,0.0157
108,56,bt_bing_chinese_simplified,USS Charleston Yorktown,0.0141
109,56,bertqe.topn10.qld,yorktown jcpenni yorktown yorktown theater,0.014
110,56,conceptnet.topn3,uss yorktown charleston sc state css Security Council scandium,0.0093
111,56,glove.topn3,uss yorktown charleston sc destroyer u s s williamsburg savannah s c karlsruher djecr,0.0049
112,56,conceptnet.topn3.replace,state css yorktown charleston Security Council scandium,0.0043
113,56,anchor.topn3,uss yorktown charleston sc amc aka cvhe yorktown yorktown mogyoród charleston carolina iaeger charleston summerville s c transfer talaea s c,0.0028
114,56,sensedisambiguation.replace,united states yorktown charleston south carolina,0.0025
115,56,bt_bing_russian,USS Yorktown Charleston South Carolina,0.0023
116,57,-1,ct jobs,0.1843
117,58,-1,penguins,0.0155
118,59,-1,how to build a fence,0.0105
119,59,tagmee.topn3,build fence,0.0117
120,59,thesaurus.topn3,build fence,0.0117
121,59,thesaurus.topn3.replace,build fence,0.0117
122,59,wiki.topn3,build fence,0.0117
123,60,-1,bellevue,0.0503
124,61,-1,worm,0.0207
125,62,-1,texas border patrol,0.2949
126,62,tagmee.topn3.replace,Texas United States Border Patrol,0.4276
127,62,tagmee.topn3,texas border patrol Texas United States Border Patrol,0.3872
128,62,conceptluster.topn5.3.qld,texas border patrol united states border patrol texas c,0.3858
129,62,wiki.topn3,texas border patrol texas states confederate states america louisiana texas united states border patrol el paso intelligenccenter u s customs border protection united states border patrol,0.3646
130,62,wiki.topn3.replace,texas states confederate states america louisiana texas united states border patrol el paso intelligenccenter u s customs border protection united states border patrol,0.3599
131,63,-1,flushing,0.0494
132,63,tagmee.topn3,flushing Flushing Queens,0.0952
133,63,tagmee.topn3.replace,Flushing Queens,0.0746
134,63,conceptluster.topn5.3.qld,flushing flushing queens c,0.0737
135,64,-1,moths,0.0598
136,65,-1,korean language,0.0203
137,65,glove.topn3,korean language korea word,0.2353
138,65,wiki.topn3,korean language languages north korea languages korea buyeo languages korean language,0.1135
139,65,wiki.topn3.replace,languages north korea languages korea buyeo languages korean language,0.0323
140,66,-1,income tax return online,0.0035
141,66,bt_nllb_chinese_yue,Tax returns online,0.0085
142,66,conceptluster.topn5.3.bm25,income tax return online tax return united states income tax c print dropbox read team,0.0081
143,67,-1,vldl levels,0.1397
144,67,tagmee.topn3,vldl levels Very low density lipoprotein,0.164
145,67,sensedisambiguation,vldl very low density lipoprotein levels level,0.159
146,67,stem.trunc4,vldl leve,0.1588
147,67,conceptluster.topn5.3.qld,vldl levels low density lipoprotein c,0.1554
148,68,-1,pvc,0.0256
149,68,conceptluster.topn5.3.bm25,pvc polyvinyl chloride c print dropbox read team,0.0801
150,68,wordnet.topn3,pvc premature ventricular contraction polyvinyl chloride,0.0606
151,68,conceptluster.topn5.3.qld,pvc polyvinyl chloride c,0.0525
152,68,tagmee.topn3,pvc Polyvinyl chloride,0.0369
153,68,wordnet.topn3.replace,premature ventricular contraction polyvinyl chloride,0.0307
154,69,-1,sewing instructions,0.0928
155,70,-1,to be or not to be that is the question,0.0
156,71,-1,living in india,0.0003
157,71,bt_nllb_chinese_yue,I live in India,0.0018
158,71,bt_nllb_korean,I live in India,0.0018
159,71,glove.topn3,living india indian pakistan,0.0014
160,71,wiki.topn3,living india states territories established india hindustani speaking countries territories india,0.0011
161,71,tagmee.topn3,living india India,0.0009
162,71,glove.topn3.replace,living indian pakistan,0.0007
163,71,wiki.topn3.replace,states territories established india hindustani speaking countries territories india,0.0007
164,72,-1,the sun,0.0
165,73,-1,neil young,0.1438
166,74,-1,kiwi,0.0061
167,74,word2vec.topn3,kiwi kiwifruit,0.0387
168,74,word2vec.topn3.replace,kiwifruit,0.0247
169,75,-1,tornadoes,0.0849
170,76,-1,raised gardens,0.183
171,77,-1,bobcat,0.0309
172,78,-1,dieting,0.0007
173,78,wiki.topn3,dieting food faddism junk food macrobiotic diet dieting,0.004
174,78,wiki.topn3.replace,food faddism junk food macrobiotic diet dieting,0.0028
175,79,-1,voyager,0.001
176,79,wiki.topn3,voyager missions uranus missions neptune missions saturn voyager program,0.1093
177,79,wiki.topn3.replace,missions uranus missions neptune missions saturn voyager program,0.0956
178,79,conceptluster.topn5.3.bm25,voyager voyager program energi acceler object,0.0942
179,79,tagmee.topn3,voyager Voyager program,0.0397
180,79,tagmee.topn3.replace,Voyager program,0.0299
181,79,word2vec.topn3,voyager explorer,0.004
182,80,-1,keyboard reviews,0.1222
183,81,-1,afghanistan,0.0029
184,81,bt_nllb_chinese_yue,Afghanistan is a country,0.0432
185,81,anchor.topn3,afghanistan junbish عالی present,0.0271
186,81,anchor.topn3.replace,junbish عالی present,0.0218
187,81,wordnet.topn3,afghanistan Islamic State of Afghanistan,0.0059
188,82,-1,joints,0.0002
189,82,glove.topn3,joints tendons aching,0.0004
190,83,-1,memory,0.0
191,83,conceptnet.topn3,memory remembering something brain,0.0032
192,83,conceptnet.topn3.replace,remembering something brain,0.0011
193,83,glove.topn3,memory remembering,0.0004
194,84,-1,continental plates,0.2208
195,84,sensedisambiguation,continental plates plate,0.2709
196,85,-1,milwaukee journal sentinel,0.0655
197,85,bt_nllb_persian,The Milwaukee Sentinel,0.0731
198,86,-1,bart sf,0.3556
199,87,-1,who invented music,0.0204
200,87,conceptnet.topn3,invented music dance record rock,0.0448
201,87,conceptnet.topn3.replace,invented dance record rock,0.0391
202,87,tagmee.topn3,invented music The Who The Music,0.0309
203,87,bt_bing_persian,The One Who Invented Music,0.023
204,87,bt_nllb_chinese_yue,The people who invented music,0.0216
205,88,-1,forearm pain,0.1592
206,89,-1,ocd,0.0989
207,90,-1,mgb,0.0737
208,90,relevancefeedback.topn10.bm25,mgb part busi group regist british mine metro,0.2939
209,91,-1,er tv show,0.03
210,91,conceptluster.topn5.3.qld,er tv show television program er tv series part car,0.1014
211,91,tagmee.topn3,er tv show ER TV series ER TV series Television program,0.0936
212,91,tagmee.topn3.replace,ER TV series ER TV series Television program,0.0588
213,91,conceptluster.topn5.3.bm25,er tv show er tv series television program figur auto direct game object,0.0507
214,92,-1,the wall,0.0
215,92,bt_bing_tamil,Wall edit,0.0033
216,93,-1,raffles,0.0649
217,94,-1,titan,0.0056
218,96,-1,rice,0.077
219,97,-1,south africa,0.005
220,97,bertqe.topn10.qld,south african nation cricket captain,0.0055
221,98,-1,sat,0.0595
222,99,-1,satellite,0.0
223,99,wordnet.topn3,satellite artificial satellite planet,0.0169
224,99,wordnet.topn3.replace,artificial satellite planet,0.0131
225,99,glove.topn3,satellite launch,0.005
226,99,bertqe.topn10.qld,technolog space satellit amateur observ,0.0036
227,99,relevancefeedback.topn10.bm25,satellite satellit semant studi motion glonass,0.0004
228,99,glove.topn3.replace,launch,0.0002
229,101,-1,ritz carlton lake las vegas,0.121
230,101,stem.trunc5,ritz carlt lake las vegas,0.1416
231,101,bt_nllb_chinese_yue,The Ritz Carlton Lake in Las Vegas is a great place to visit,0.1229
232,102,-1,fickle creek farm,0.0015
233,102,bt_bing_chinese_simplified,Fickel Creekham Fickle Creek Farm Hotel,0.0045
234,103,-1,madam cj walker,0.0264
235,103,bt_bing_russian,Madame C J Walker,0.2443
236,103,tagmee.topn3.replace,Madam C J Walker,0.2443
237,103,conceptluster.topn5.3.bm25,madam cj walker madam c j walker death cellulos carbon restringido video,0.08
238,103,conceptnet.topn3.replace,madam j chief justice walker,0.0577
239,103,docluster.topn10.3.bm25,madam cj walker death cellulos carbon restringido video life trivia obama organ,0.0568
240,103,tagmee.topn3,madam cj walker Madam C J Walker,0.0516
241,103,conceptluster.topn5.3.qld,madam cj walker madam c j walker git object,0.0509
242,103,bt_nllb_russian,Madam K W Walker please,0.0384
243,103,wiki.topn3,madam cj walker bondagand freedom negro academy legal rights association madam c j walker,0.033
244,103,termluster.topn5.3.bm25,madam cj walker death cellulos carbon restringido video,0.0277
245,104,-1,indiana child support,0.016
246,104,relevancefeedback.topn10.qld,indiana child support percent,0.076
247,104,conceptluster.topn5.3.qld,indiana child support indiana child support united states git object,0.0734
248,104,bt_nllb_german,Child support from Indiana,0.0492
249,104,wiki.topn3,indiana child support indiana ohio cities indiana indiana noncustodial parent geduldig v aiello child abusprevention treatment act child support united states,0.031
250,104,wiki.topn3.replace,indiana ohio cities indiana indiana noncustodial parent geduldig v aiello child abusprevention treatment act child support united states,0.031
251,105,-1,sonoma county medical services,0.1349
252,105,sensedisambiguation,sonoma county medical services servicing,0.1439
253,106,-1,universal animal cuts reviews,0.0275
254,106,bt_bing_korean,Universal Animal World Cuts Review,0.1
255,107,-1,cass county missouri,0.1065
256,107,anchor.topn3,cass county missouri pokagon elsmerensi wabedo missouri histori missouri educ missouri economi,0.2125
257,107,docluster.topn10.3.qld,cass county missouri git object trivia,0.1322
258,108,-1,ralph owen brewster,0.4706
259,108,bertqe.topn10.qld,from senat ralph owen brewster,0.5521
260,109,-1,mayo clinic jacksonville fl,0.0
261,109,anchor.topn3,mayo clinic jacksonville fl uscg surfman aace care br administrative br florida histori florida a b,0.0012
262,109,bt_bing_arabic,Mayo Clinic Jacksonville Florida,0.0011
263,109,bt_bing_chinese_simplified,Mayo Clinic in Jacksonville Florida,0.0011
264,109,bt_bing_french,Mayo Clinic Jacksonville Florida,0.0011
265,109,bt_nllb_arabic,The Mayo Jacksonville clinic in Florida,0.0011
266,109,bt_nllb_french,The Mayo Clinic in Jacksonville Florida,0.0011
267,109,tagmee.topn3.replace,Mayo Clinic Jacksonville Florida,0.0011
268,109,conceptnet.topn3,mayo clinic jacksonville fl mayonnaise yukon territory eye clinic hospital Florida,0.0009
269,110,-1,map of brazil,0.0573
270,111,-1,lymphoma in dogs,0.2641
271,111,tagmee.topn3,lymphoma dogs Lymphoma in animals,0.3048
272,111,anchor.topn3.replace,extracavitari lymphomas lymphoma dogs,0.2856
273,111,anchor.topn3,lymphoma dogs extracavitari lymphomas lymphoma,0.2799
274,111,conceptluster.topn5.3.qld,lymphoma dogs lymphoma animals git object,0.2676
275,112,-1,kenmore gas water heater,0.0
276,113,-1,hp mini 2140,0.0
277,113,rm3.topn10.10.0.5.bm25,hp mini 2140,0.0074
278,113,rm3.topn10.10.0.5.qld,hp mini 2140,0.0074
279,114,-1,adobe indian houses,0.0132
280,114,wiki.topn3,adobe indian houses buildings structures construction material adobe buildings structures pueblos adobe indigenous peoples united states native american topics native american history native americans united states houses residential area building house,0.0515
281,114,wiki.topn3.replace,buildings structures construction material adobe buildings structures pueblos adobe indigenous peoples united states native american topics native american history native americans united states houses residential area building house,0.0511
282,114,tagmee.topn3,adobe indian houses Adobe Native Americans in the United States House,0.0238
283,114,bt_bing_german,Indian houses made of mud bricks,0.0216
284,114,conceptluster.topn5.3.qld,adobe indian houses native americans united states adobe house git object,0.0169
285,115,-1,pacific northwest laboratory,0.0625
286,115,bt_nllb_arabic,Pacific Northwest lab,0.25
287,115,bt_nllb_persian,Pacific Northwest lab,0.25
288,115,tagmee.topn3,pacific northwest laboratory Pacific Northwest,0.125
289,115,wordnet.topn3,pacific northwest laboratory peaceable Pacific Ocean northwestward science lab lab,0.0833
290,116,-1,california franchise tax board,0.1437
291,117,-1,dangers of asbestos,0.0477
292,117,relevancefeedback.topn10.qld,dangers of asbestos asbesto cancer,0.092
293,117,tagmee.topn3,dangers asbestos Risk Asbestos,0.0533
294,118,-1,poem in your pocket day,0.1308
295,119,-1,interview thank you,0.122
296,120,-1,tv on computer,0.0083
297,120,bt_bing_korean,TV on your computer,0.0545
298,120,bt_bing_russian,TV on your computer,0.0545
299,120,tagmee.topn3,tv computer Television Computer,0.0466
300,120,glove.topn3,tv computer television broadcast software,0.04
301,120,bt_nllb_french,television on computer,0.0107
302,120,bt_nllb_german,Television on the computer,0.0107
303,120,bt_nllb_swahili,television on a computer,0.0107
304,120,tagmee.topn3.replace,Television Computer,0.0107
305,121,-1,sit and reach test,0.1063
306,122,-1,culpeper national cemetery,0.1571
307,122,conceptluster.topn5.3.bm25,culpeper national cemetery culpeper national cemetery death cellulos carbon restringido video,0.2571
308,122,anchor.topn3,culpeper national cemetery sozialisten national noodzaak paris span,0.24
309,122,termluster.topn5.3.bm25,culpeper national cemetery death cellulos carbon restringido video,0.2182
310,123,-1,von willebrand disease,0.1962
311,123,conceptluster.topn5.3.qld,von willebrand disease von willebrand disease git object,0.2217
312,123,bt_nllb_chinese_yue,Von Willebrand s disease is the most common,0.2208
313,123,conceptluster.topn5.3.bm25,von willebrand disease von willebrand disease death cellulos carbon restringido video,0.2112
314,123,relevancefeedback.topn10.qld,von willebrand disease diseas blood,0.1975
315,124,-1,bowflex power pro,0.0486
316,124,tagmee.topn3,bowflex power pro Bowflex,0.0579
317,124,bt_nllb_french,Power for bowflex,0.0519
318,125,-1,butter and margarine,0.1177
319,125,conceptluster.topn5.3.qld,butter margarine butter margarine git object,0.1229
320,126,-1,us capitol map,0.0
321,126,wordnet.topn3,us capitol map u uracil Capitol Building mathematical function represent,0.0105
322,126,bt_nllb_french,map of the capitol of the united states,0.0023
323,127,-1,dutchess county tourism,0.1737
324,127,tagmee.topn3,dutchess county tourism Dutchess County New York,0.1748
325,128,-1,atypical squamous cells,0.0446
326,128,docluster.topn10.3.bm25,atypical squamous cells death cellulos carbon restringido video life trivia obama organ,0.0551
327,128,relevancefeedback.topn10.bm25,atypical squamous cells cell carcinoma hpv skin squamou cervic,0.0544
328,128,sensedisambiguation,atypical squamous cells cellular telephone,0.0478
329,129,-1,iowa food stamp program,0.0176
330,130,-1,fact on uranus,0.152
331,130,bt_bing_arabic,Fact about Uranus,0.1612
332,130,bt_bing_chinese_simplified,Facts about Uranus,0.1612
333,130,bt_bing_german,Fact about Uranus,0.1612
334,130,bt_bing_korean,Facts about Uranus,0.1612
335,130,bt_bing_malay,Facts about Uranus,0.1612
336,130,bt_nllb_korean,The Facts About Uranus,0.1612
337,131,-1,equal opportunity employer,0.0251
338,131,relevancefeedback.topn10.bm25,equal opportunity employer action district hyanni engin nsw employ disabl,0.25
339,131,relevancefeedback.topn10.qld,equal opportunity employer women action practic employ,0.125
340,131,stem.porter2,equal opportun employ,0.05
341,132,-1,mothers day songs,0.0381
342,132,sensedisambiguation,mothers mother day songs sung,0.1063
343,132,sensedisambiguation.replace,mother day sung,0.0771
344,132,relevancefeedback.topn10.qld,mothers day songs dai mother i song,0.0635
345,133,-1,all men are created equal,0.0689
346,134,-1,electronic skeet shoot,0.0007
347,134,conceptluster.topn5.3.bm25,electronic skeet shoot skeet shoot death cellulos carbon restringido video,0.0055
348,134,bt_bing_malay,Electronic skeet visualization,0.0048
349,134,bt_bing_persian,Electronic skeet firing,0.0048
350,134,tagmee.topn3.replace,Skeet Shoot,0.0034
351,134,relevancefeedback.topn10.bm25,electronic skeet shoot plai possibl,0.0028
352,134,anchor.topn3,electronic skeet shoot skeets sk str x murendwa shooting victim castile polic,0.0027
353,134,termluster.topn5.3.bm25,electronic skeet shoot death cellulos carbon restringido video,0.0019
354,134,tagmee.topn3,electronic skeet shoot Skeet Shoot,0.0012
355,134,stem.trunc5,elect skeet shoot,0.001
356,134,conceptluster.topn5.3.qld,electronic skeet shoot skeet shoot git object,0.0009
357,134,termluster.topn5.3.qld,electronic skeet shoot git object,0.0009
358,135,-1,source of the nile,0.0161
359,135,conceptluster.topn5.3.qld,source nile nile git object,0.1786
360,136,-1,american military university,0.0
361,136,tagmee.topn3,american military university American Public University System,0.0095
362,136,tagmee.topn3.replace,American Public University System,0.001
363,137,-1,rock and gem shows,0.1172
364,138,-1,jax chemical company,0.3643
365,138,sensedisambiguation.replace,jax chemical ship s company,0.5557
366,138,sensedisambiguation,jax chemical company ship s company,0.3769
367,139,-1,rocky mountain news,0.0177
368,139,wiki.topn3,rocky mountain news defunct newspapers colorado thdenver post media denver colorado rocky mountain news,0.3095
369,139,wiki.topn3.replace,defunct newspapers colorado thdenver post media denver colorado rocky mountain news,0.268
370,139,bt_bing_french,News from the Rockies,0.0753
371,139,bt_nllb_arabic,News from the Rockies,0.0753
372,140,-1,east ridge high school,0.0625
373,141,-1,va dmv registration,0.0231
374,141,sensedisambiguation.replace,virginia dmv registration,0.2463
375,141,stem.lovins,va dmv register,0.0553
376,141,termluster.topn5.3.bm25,va dmv registration death cellulos carbon restringido video,0.0467
377,141,relevancefeedback.topn10.bm25,va dmv registration form you servic oa chang vehicl,0.0382
378,141,bt_nllb_korean,Register the dmv,0.0368
379,141,relevancefeedback.topn10.qld,va dmv registration form vehicl driver,0.0348
380,141,word2vec.topn3,va dmv registration veut uning doit cdl nys dvla registering,0.0312
381,141,sensedisambiguation,va virginia dmv registration,0.0269
382,141,bt_bing_persian,DMV Registration,0.025
383,141,bt_nllb_malay,registration of dmv,0.025
384,141,bt_nllb_russian,registration in the DMV,0.025
385,141,bt_nllb_swahili,registration of the dmv,0.025
386,141,conceptluster.topn5.3.bm25,va dmv registration virginia washington metropolitan area death cellulos carbon restringido video,0.0243
387,142,-1,illinois state tax,0.0141
388,142,bt_nllb_chinese_yue,Illinois tax rate,0.0298
389,143,-1,arkadelphia health club,0.0
390,144,-1,trombone for sale,0.1511
391,145,-1,vines for shade,0.0779
392,146,-1,sherwood regional library,0.1473
393,147,-1,tangible personal property tax,0.1972
394,148,-1,martha stewart and imclone,0.2381
395,148,termluster.topn5.3.bm25,martha stewart imclone death cellulos carbon restringido video,0.2833
396,148,docluster.topn10.3.bm25,martha stewart and imclone death cellulos carbon restringido video life trivia obama organ,0.2801
397,148,conceptluster.topn5.3.bm25,martha stewart imclone imclone systems martha stewart death cellulos carbon restringido video,0.2577
398,149,-1,uplift at yellowstone national park,0.1043
399,149,word2vec.topn3,uplift yellowstone national park yosemite supervolcano super volcano regional international local parkland,0.1539
400,149,termluster.topn5.3.bm25,uplift yellowstone national park death cellulos carbon restringido video,0.1454
401,149,relevancefeedback.topn10.bm25,uplift at yellowstone national park yellowston,0.1339
402,149,relevancefeedback.topn10.qld,uplift at yellowstone national park yellowston,0.1339
403,149,sensedisambiguation.replace,uplift at yellowstone national parking lot,0.1206
404,149,docluster.topn10.3.qld,uplift at yellowstone national park git object trivia,0.1076
405,149,sensedisambiguation,uplift at yellowstone national park parking lot,0.1054
406,149,termluster.topn5.3.qld,uplift yellowstone national park git object,0.1053
407,150,-1,tn highway patrol,0.0083
408,150,relevancefeedback.topn10.bm25,tn highway patrol state crash safeti new offic,0.0833
409,150,conceptluster.topn5.3.qld,tn highway patrol tennessee highway patrol git object,0.0179
410,150,tagmee.topn3,tn highway patrol Tennessee Highway patrol,0.0179
411,150,relevancefeedback.topn10.qld,tn highway patrol highwai state info offic,0.0132
412,150,conceptluster.topn5.3.bm25,tn highway patrol tennessee highway patrol death cellulos carbon restringido video,0.0119
413,150,conceptnet.topn3,tn highway patrol Tennessee tennessee mn,0.0119
414,150,sensedisambiguation,tn tennessee highway patrol,0.0104
415,150,bt_bing_chinese_simplified,Tennessee Highway Patrol,0.01
416,150,sensedisambiguation.replace,tennessee highway patrol,0.01
417,150,tagmee.topn3.replace,Tennessee Highway patrol,0.01
418,151,-1,403b,0.0
419,151,rm3.topn10.10.0.5.bm25,403b,0.0837
420,151,rm3.topn10.10.0.5.qld,403b,0.0837
421,151,wiki.topn3,b plan federal employees retirement system roth k b,0.0229
422,151,wiki.topn3.replace,plan federal employees retirement system roth k b,0.0071
423,151,word2vec.topn3,b participant directed retirement savings,0.0036
424,151,word2vec.topn3.replace,participant directed retirement savings,0.0031
425,151,relevancefeedback.topn10.bm25,b plan r form sai loan contribut download,0.0003
426,152,-1,angular cheilitis,0.0
427,153,-1,pocono,0.2403
428,154,-1,figs,0.0114
429,154,bt_nllb_tamil,The fig trees,0.0457
430,155,-1,last supper painting,0.1375
431,156,-1,university of phoenix,0.0755
432,157,-1,the beatles rock band,0.0104
433,157,bt_nllb_tamil,The Beatles were a rock band,0.0726
434,157,conceptluster.topn5.3.qld,beatles rock band beatles album beatles rock band git object,0.0523
435,157,glove.topn3,beatles rock band lennon mccartney band pop album,0.0311
436,157,glove.topn3.replace,lennon mccartney band pop album,0.0211
437,157,bt_nllb_chinese_yue,The Beatles are the band,0.0207
438,157,tagmee.topn3.replace,The Beatles album The Beatles Rock Band,0.0173
439,157,tagmee.topn3,beatles rock band The Beatles album The Beatles Rock Band,0.0168
440,158,-1,septic system design,0.2876
441,159,-1,porterville,0.1752
442,159,conceptluster.topn5.3.bm25,porterville porterville california death cellulos carbon restringido video,0.2025
443,159,tagmee.topn3,porterville Porterville California,0.19
444,159,tagmee.topn3.replace,Porterville California,0.1838
445,160,-1,grilling,0.0
446,161,-1,furniture for small spaces,0.003
447,161,sensedisambiguation,furniture for small spaces space,0.0135
448,162,-1,dnr,0.0144
449,163,-1,arkansas,0.0014
450,163,conceptnet.topn3,arkansas a state,0.0143
451,163,bt_nllb_chinese_yue,The state of Arkansas USA,0.0051
452,164,-1,hobby stores,0.0315
453,165,-1,blue throated hummingbird,0.0039
454,165,termluster.topn5.3.qld,blue throated hummingbird git object,0.0137
455,165,docluster.topn10.3.qld,blue throated hummingbird git object trivia,0.0105
456,166,-1,computer programming,0.0015
457,166,word2vec.topn3,computer programming software programmers,0.0051
458,166,sensedisambiguation,computer programming program,0.0024
459,167,-1,barbados,0.0004
460,167,wiki.topn3,barbados islands barbados barbados saint lucia barbados,0.0006
461,167,wiki.topn3.replace,islands barbados barbados saint lucia barbados,0.0006
462,168,-1,lipoma,0.2623
463,169,-1,battles in the civil war,0.027
464,170,-1,scooters,0.0
465,170,sensedisambiguation,scooters water scooter,0.0347
466,170,sensedisambiguation.replace,water scooter,0.0188
467,170,relevancefeedback.topn10.qld,scooters kick store scooter razor,0.0133
468,170,bertqe.topn10.qld,scooter toi product review price,0.0104
469,171,-1,ron howard,0.1068
470,172,-1,becoming a paralegal,0.1152
