,qid,order,query,bm25.recip_rank
255,16,tagmee.topn3,arizona game fish Arizona Arizona Game and Fish Department Fish,1.0
256,16,tagmee.topn3.replace,Arizona Arizona Game and Fish Department Fish,1.0
257,16,thesaurus.topn3,arizona game fish,1.0
258,16,thesaurus.topn3.replace,arizona game fish,1.0
259,17,-1,poker tournaments,0.1429
260,17,bt_bing_arabic,Poker Tournaments,0.1429
261,17,bt_bing_chinese_simplified,Poker tournaments,0.1429
262,17,bt_bing_french,Poker Tournaments,0.1429
263,17,bt_bing_korean,Poker Tournaments,0.1429
264,17,bt_bing_malay,Poker Tournament,0.1429
265,17,bt_bing_persian,Poker Tournament,0.1429
266,17,bt_bing_russian,Poker Tournaments,0.1429
267,17,bt_bing_swahili,Poker tournaments,0.1429
268,17,bt_bing_tamil,Poker Tournaments,0.1429
269,17,bt_nllb_arabic,The poker tournaments,0.1429
270,17,bt_nllb_french,poker tournaments,0.1429
271,17,bt_nllb_german,Poker tournaments,0.1429
272,17,bt_nllb_korean,The poker tournament,0.1429
273,17,bt_nllb_malay,poker tournaments,0.1429
274,17,bt_nllb_persian,Poker tournaments,0.1429
275,17,bt_nllb_russian,poker tournaments,0.1429
276,17,bt_nllb_swahili,poker tournaments,0.1429
277,17,bt_nllb_tamil,Poker tournaments,0.1429
278,17,original,poker tournaments,0.1429
279,17,relevancefeedback.topn10.qld,poker tournaments,0.1429
280,17,rm3.topn10.10.0.5.bm25,poker tournaments,0.1429
281,17,rm3.topn10.10.0.5.qld,poker tournaments,0.1429
282,17,sensedisambiguation,poker tournaments tournament,0.1429
283,17,sensedisambiguation.replace,poker tournament,0.1429
284,17,stem.krovetz,poker tournament,0.1429
285,17,stem.lovins,poker tournament,0.1429
286,17,stem.porter,poker tournament,0.1429
287,17,stem.porter2,poker tournament,0.1429
288,17,stem.sstemmer,poker tournament,0.1429
289,17,tagmee.topn3,poker tournaments Poker Poker tournament,0.1429
290,17,tagmee.topn3.replace,Poker Poker tournament,0.1429
291,17,thesaurus.topn3,poker tournaments,0.1429
292,17,thesaurus.topn3.replace,poker tournaments,0.1429
293,18,-1,wedding budget calculator,0.3333
294,18,bertqe.topn10.qld,wed plan wed budget planner,1.0
295,18,bt_nllb_arabic,Accounting for the wedding budget,1.0
296,18,conceptnet.topn3,wedding budget calculator ring fund adding up numbers,1.0
297,18,wordnet.topn3,wedding budget calculator wedding party wedding ceremony hymeneals reckoner estimator calculating machine,1.0
298,18,wordnet.topn3.replace,wedding party wedding ceremony hymeneals budget reckoner estimator calculating machine,1.0
299,18,relevancefeedback.topn10.qld,wedding budget calculator calcul expens wed you,0.5
300,18,bt_bing_arabic,Wedding Budget Calculator,0.3333
301,18,bt_bing_chinese_simplified,Wedding budget calculator,0.3333
302,18,bt_bing_french,Wedding Budget Calculator,0.3333
303,18,bt_bing_german,Wedding Budget Calculator,0.3333
304,18,bt_bing_korean,Wedding Budget Calculator,0.3333
305,18,bt_bing_malay,Wedding budget calculator,0.3333
306,18,bt_bing_persian,Wedding Budget Calculator,0.3333
307,18,bt_bing_russian,Wedding Budget Calculator,0.3333
308,18,bt_bing_swahili,wedding budget calculator,0.3333
309,18,bt_bing_tamil,Wedding Budget Calculator,0.3333
310,18,bt_nllb_chinese_yue,A wedding budget is a calculator,0.3333
311,18,bt_nllb_german,Wedding budget calculator,0.3333
312,18,bt_nllb_persian,The wedding budget calculator,0.3333
313,18,bt_nllb_russian,The wedding budget calculator,0.3333
314,18,original,wedding budget calculator,0.3333
315,18,rm3.topn10.10.0.5.bm25,wedding budget calculator,0.3333
316,18,rm3.topn10.10.0.5.qld,wedding budget calculator,0.3333
317,18,sensedisambiguation,wedding marry budget calculator,0.3333
318,18,stem.krovetz,wedding budget calculator,0.3333
319,18,stem.porter2,wed budget calcul,0.3333
320,18,stem.sstemmer,wedding budget calculator,0.3333
321,18,thesaurus.topn3,wedding budget calculator,0.3333
322,18,thesaurus.topn3.replace,wedding budget calculator,0.3333
323,19,-1,the current,0.0
324,2,-1,french lick resort and casino,1.0
325,2,bt_bing_french,French Lick Resort Casino,1.0
326,2,bt_bing_german,French Lick Resort and Casino,1.0
327,2,bt_bing_korean,French Lick Resort Casino,1.0
328,2,bt_bing_malay,France Lick Resorts and Casinos,1.0
329,2,bt_bing_persian,French Lick Resort and Casino,1.0
330,2,bt_bing_russian,French Resort Casino Lick,1.0
331,2,bt_bing_swahili,French lick resort and casino,1.0
332,2,bt_bing_tamil,French Lick Resort and Casino,1.0
333,2,bt_nllb_french,French Lick Resort and Casino,1.0
334,2,bt_nllb_german,French Lick Resort and Casino,1.0
335,2,bt_nllb_malay,French Lick Resort and Casino,1.0
336,2,bt_nllb_persian,French resort and casino,1.0
337,2,bt_nllb_russian,French resort and casino,1.0
338,2,bt_nllb_swahili,French lick resort and casino,1.0
339,2,conceptluster.topn5.3.bm25,french lick resort casino casino french lick resort casino french lick indiana,1.0
340,2,conceptluster.topn5.3.qld,french lick resort casino french lick resort casino casino french lick indiana,1.0
341,2,conceptnet.topn3,french lick resort casino a language bat holiday resort,1.0
342,2,docluster.topn10.3.bm25,french lick resort and casino locat credit inform,1.0
343,2,docluster.topn10.3.qld,french lick resort and casino inform hotel credit,1.0
344,2,glove.topn3,french lick resort casino france belgian ooooooooooooooooooooooooooooooooooooooo kd seaside gambling,1.0
345,2,original,french lick resort and casino,1.0
346,2,relevancefeedback.topn10.bm25,french lick resort and casino locat credit inform,1.0
347,2,relevancefeedback.topn10.qld,french lick resort and casino inform hotel credit,1.0
348,2,rm3.topn10.10.0.5.bm25,french lick resort and casino,1.0
349,2,rm3.topn10.10.0.5.qld,french lick resort and casino,1.0
350,2,sensedisambiguation,french lick salt lick resort and casino,1.0
351,2,sensedisambiguation.replace,french salt lick resort and casino,1.0
352,2,stem.krovetz,france lick resort and casino,1.0
353,2,stem.paicehusk,french lick resort and casino,1.0
354,2,stem.porter,french lick resort and casino,1.0
355,2,stem.porter2,french lick resort and casino,1.0
356,2,stem.sstemmer,french lick resort and casino,1.0
357,2,tagmee.topn3,french lick resort casino French Lick Indiana French Lick Resort Casino Casino,1.0
358,2,tagmee.topn3.replace,French Lick Indiana French Lick Resort Casino Casino,1.0
359,2,termluster.topn5.3.bm25,french lick resort casino,1.0
360,2,termluster.topn5.3.qld,french lick resort casino,1.0
361,2,thesaurus.topn3,french lick resort casino,1.0
362,2,thesaurus.topn3.replace,french lick resort casino,1.0
363,2,wiki.topn3,french lick resort casino silvis illinois hoopeston illinois new castle indiana french lick indiana visitor attractions orange county indiana norwood hills country club erin hills french lick resort casino quantum monte carlo slot machine blackjack casino,1.0
364,2,wiki.topn3.replace,silvis illinois hoopeston illinois new castle indiana french lick indiana visitor attractions orange county indiana norwood hills country club erin hills french lick resort casino quantum monte carlo slot machine blackjack casino,1.0
365,2,word2vec.topn3,french lick resort casino german english seaside gambling,1.0
366,2,wordnet.topn3,french lick resort casino French people Daniel Chester French drub biff lap up hangout refuge cassino gambling casino,1.0
367,20,-1,defender,0.0
368,21,-1,volvo,0.3333
369,21,bertqe.topn10.qld,s super saloon archiv volvo,1.0
370,21,bt_bing_arabic,Volvo,0.3333
371,21,bt_bing_chinese_simplified,Volvo,0.3333
372,21,bt_bing_french,Volvo,0.3333
373,21,bt_bing_german,Volvo,0.3333
374,21,bt_bing_korean,VOLVO,0.3333
375,21,bt_bing_malay,Volvo,0.3333
376,21,bt_bing_persian,Volvo,0.3333
377,21,bt_bing_russian,Volvo,0.3333
378,21,bt_bing_swahili,Volvo,0.3333
379,21,bt_bing_tamil,Volvo,0.3333
380,21,bt_nllb_malay,volvo,0.3333
381,21,bt_nllb_persian,The Volvo,0.3333
382,21,bt_nllb_russian,Volvo is,0.3333
383,21,bt_nllb_swahili,volvo,0.3333
384,21,bt_nllb_tamil,The Volvo,0.3333
385,21,conceptnet.topn3,volvo,0.3333
386,21,conceptnet.topn3.replace,volvo,0.3333
387,21,original,volvo,0.3333
388,21,rm3.topn10.10.0.5.bm25,volvo,0.3333
389,21,rm3.topn10.10.0.5.qld,volvo,0.3333
390,21,sensedisambiguation,volvo,0.3333
391,21,sensedisambiguation.replace,volvo,0.3333
392,21,stem.krovetz,volvo,0.3333
393,21,stem.paicehusk,volvo,0.3333
394,21,stem.porter,volvo,0.3333
395,21,stem.porter2,volvo,0.3333
396,21,stem.sstemmer,volvo,0.3333
397,21,stem.trunc5,volvo,0.3333
398,21,tagmee.topn3,volvo Volvo,0.3333
399,21,tagmee.topn3.replace,Volvo,0.3333
400,21,thesaurus.topn3,volvo,0.3333
401,21,thesaurus.topn3.replace,volvo,0.3333
402,21,wordnet.topn3,volvo,0.3333
403,21,wordnet.topn3.replace,volvo,0.3333
404,22,-1,rick warren,1.0
405,22,bt_bing_arabic,Rick Warren,1.0
406,22,bt_bing_chinese_simplified,Rick Warren,1.0
407,22,bt_bing_french,Rick Warren,1.0
408,22,bt_bing_german,Rick Warren,1.0
409,22,bt_bing_korean,Rick Warren Rick Warren,1.0
410,22,bt_bing_malay,Rick Warren,1.0
411,22,bt_bing_persian,Rick Warren,1.0
412,22,bt_bing_russian,Rick Warren,1.0
413,22,bt_bing_swahili,Rick Warren,1.0
414,22,bt_bing_tamil,Rick Warren,1.0
415,22,bt_nllb_arabic,Rick Warren,1.0
416,22,bt_nllb_chinese_yue,Rick Warren is the author of,1.0
417,22,bt_nllb_french,Rick Warren,1.0
418,22,bt_nllb_german,Rick Warren,1.0
419,22,bt_nllb_korean,Rick Warren you know what,1.0
420,22,bt_nllb_malay,Rick Warren is here,1.0
421,22,bt_nllb_persian,Rick Warren,1.0
422,22,bt_nllb_russian,Rick Warren,1.0
423,22,bt_nllb_swahili,Rick Warren,1.0
424,22,bt_nllb_tamil,Rick Warren,1.0
425,22,original,rick warren,1.0
426,22,rm3.topn10.10.0.5.bm25,rick warren,1.0
427,22,rm3.topn10.10.0.5.qld,rick warren,1.0
428,22,stem.krovetz,rick warren,1.0
429,22,stem.porter,rick warren,1.0
430,22,stem.porter2,rick warren,1.0
431,22,stem.sstemmer,rick warren,1.0
432,22,tagmee.topn3,rick warren Rick Warren,1.0
433,22,tagmee.topn3.replace,Rick Warren,1.0
434,22,thesaurus.topn3,rick warren,1.0
435,22,thesaurus.topn3.replace,rick warren,1.0
436,23,-1,yahoo,0.1
437,23,wiki.topn3,yahoo alibaba group websites company companies based sunnyvale california yahoo,0.2
438,23,wiki.topn3.replace,alibaba group websites company companies based sunnyvale california yahoo,0.1429
439,23,bt_bing_arabic,Yahoo,0.1
440,23,bt_bing_chinese_simplified,Yahoo,0.1
441,23,bt_bing_french,Yahoo,0.1
442,23,bt_bing_german,Yahoo,0.1
443,23,bt_bing_korean,Yahoo,0.1
444,23,bt_bing_malay,Yahoo,0.1
445,23,bt_bing_persian,Yahoo,0.1
446,23,bt_bing_swahili,Yahoo,0.1
447,23,bt_bing_tamil,Yahoo,0.1
448,23,bt_nllb_german,Yahoo,0.1
449,23,bt_nllb_korean,Yahoo,0.1
450,23,bt_nllb_malay,Yahoo,0.1
451,23,bt_nllb_persian,Yahoo,0.1
452,23,bt_nllb_swahili,the yahoo,0.1
453,23,bt_nllb_tamil,the yahoo,0.1
454,23,conceptnet.topn3,yahoo,0.1
455,23,conceptnet.topn3.replace,yahoo,0.1
456,23,original,yahoo,0.1
457,23,rm3.topn10.10.0.5.bm25,yahoo,0.1
458,23,rm3.topn10.10.0.5.qld,yahoo,0.1
459,23,stem.krovetz,yahoo,0.1
460,23,stem.paicehusk,yahoo,0.1
461,23,stem.porter,yahoo,0.1
462,23,stem.porter2,yahoo,0.1
463,23,stem.sstemmer,yahoo,0.1
464,23,stem.trunc5,yahoo,0.1
465,23,tagmee.topn3,yahoo Yahoo,0.1
466,23,tagmee.topn3.replace,Yahoo,0.1
467,23,thesaurus.topn3,yahoo,0.1
468,23,thesaurus.topn3.replace,yahoo,0.1
469,24,-1,diversity,0.125
470,24,anchor.topn3,diversity,0.125
471,24,anchor.topn3.replace,diversity,0.125
472,24,bt_bing_arabic,diversity,0.125
473,24,bt_bing_chinese_simplified,diversity,0.125
474,24,bt_bing_french,diversity,0.125
475,24,bt_bing_german,Diversity,0.125
476,24,bt_bing_korean,diversity,0.125
477,24,bt_bing_malay,Diversity,0.125
478,24,bt_bing_tamil,Diversity,0.125
479,24,bt_nllb_arabic,The diversity,0.125
480,24,bt_nllb_french,diversity,0.125
481,24,bt_nllb_german,The diversity,0.125
482,24,bt_nllb_korean,Diversity,0.125
483,24,bt_nllb_malay,The diversity,0.125
484,24,bt_nllb_persian,Diversity,0.125
485,24,bt_nllb_russian,The diversity,0.125
486,24,bt_nllb_tamil,diversity,0.125
487,24,conceptnet.topn3,diversity,0.125
488,24,conceptnet.topn3.replace,diversity,0.125
489,24,original,diversity,0.125
490,24,rm3.topn10.10.0.5.bm25,diversity,0.125
491,24,rm3.topn10.10.0.5.qld,diversity,0.125
492,24,sensedisambiguation,diversity,0.125
493,24,sensedisambiguation.replace,diversity,0.125
494,24,stem.krovetz,diversity,0.125
495,24,stem.sstemmer,diversity,0.125
496,24,tagmee.topn3,diversity,0.125
497,24,thesaurus.topn3,diversity,0.125
498,24,thesaurus.topn3.replace,diversity,0.125
499,24,wiki.topn3,diversity,0.125
500,25,-1,euclid,0.5
501,25,relevancefeedback.topn10.bm25,euclid video i geometri,1.0
502,25,bt_bing_arabic,Euclid,0.5
503,25,bt_bing_chinese_simplified,Euclid,0.5
504,25,bt_bing_french,Euclid,0.5
505,25,bt_bing_german,Euclid,0.5
506,25,bt_bing_korean,Euclid,0.5
507,25,bt_bing_malay,Euclid,0.5
508,25,bt_bing_russian,Euclid,0.5
509,25,bt_bing_swahili,Euclid,0.5
510,25,bt_bing_tamil,Euclid,0.5
511,25,bt_nllb_korean,Euclid,0.5
512,25,bt_nllb_malay,Euclid,0.5
513,25,bt_nllb_russian,Euclid,0.5
514,25,bt_nllb_swahili,Euclid,0.5
515,25,conceptnet.topn3,euclid,0.5
516,25,conceptnet.topn3.replace,euclid,0.5
517,25,original,euclid,0.5
518,25,rm3.topn10.10.0.5.bm25,euclid,0.5
519,25,rm3.topn10.10.0.5.qld,euclid,0.5
520,25,sensedisambiguation,euclid,0.5
521,25,sensedisambiguation.replace,euclid,0.5
522,25,stem.krovetz,euclid,0.5
523,25,stem.paicehusk,euclid,0.5
524,25,stem.porter,euclid,0.5
525,25,stem.porter2,euclid,0.5
526,25,stem.sstemmer,euclid,0.5
527,25,tagmee.topn3,euclid Euclid,0.5
528,25,tagmee.topn3.replace,Euclid,0.5
529,25,thesaurus.topn3,euclid,0.5
530,25,thesaurus.topn3.replace,euclid,0.5
531,25,wordnet.topn3,euclid,0.5
532,25,wordnet.topn3.replace,euclid,0.5
533,26,-1,lower heart rate,1.0
534,26,bt_bing_chinese_simplified,Lowers heart rate,1.0
535,26,bt_bing_german,lower heart rate,1.0
536,26,bt_bing_korean,Low heart rate,1.0
537,26,bt_bing_malay,lower heart rate,1.0
538,26,bt_bing_persian,Lower heart rate,1.0
539,26,bt_bing_swahili,Low heart rate,1.0
