,qid,order,query,qld.map
147,56,conceptluster.topn5.3.bm25,uss yorktown charleston sc charleston south carolina uss yorktown cv univers wand us math hunt,0.0224
148,56,conceptluster.topn5.3.qld,uss yorktown charleston sc charleston south carolina uss yorktown cv depauw colleg mi,0.0133
149,56,relevancefeedback.topn10.bm25,uss yorktown charleston sc carolina program aircraft pleasant discharg museum,0.013
150,56,docluster.topn10.3.bm25,uss yorktown charleston sc univers wand us math hunt we can annapoli danc data,0.0096
151,56,relevancefeedback.topn10.qld,uss yorktown charleston sc n pleasant aircraft carolina,0.0071
152,56,wordnet.topn3,uss yorktown charleston sc US USA United States siege of Yorktown capital of West Virginia scandium South Carolina,0.0064
153,57,-1,ct jobs,0.1536
154,58,-1,penguins,0.0536
155,59,-1,how to build a fence,0.0063
156,59,relevancefeedback.topn10.bm25,how to build a fence fenc shed you dog weapon,0.025
157,59,tagmee.topn3,build fence,0.0126
158,59,thesaurus.topn3,build fence,0.0126
159,59,thesaurus.topn3.replace,build fence,0.0126
160,59,wiki.topn3,build fence,0.0126
161,59,conceptnet.topn3,build fence construct a board make gate get an sword post,0.012
162,59,relevancefeedback.topn10.qld,how to build a fence fenc home,0.0089
163,60,-1,bellevue,0.049
164,61,-1,worm,0.0139
165,62,-1,texas border patrol,0.3436
166,62,wiki.topn3.replace,texas states confederate states america louisiana texas united states border patrol el paso intelligenccenter u s customs border protection united states border patrol,0.3955
167,62,wiki.topn3,texas border patrol texas states confederate states america louisiana texas united states border patrol el paso intelligenccenter u s customs border protection united states border patrol,0.3793
168,62,tagmee.topn3.replace,Texas United States Border Patrol,0.3724
169,62,tagmee.topn3,texas border patrol Texas United States Border Patrol,0.3675
170,62,conceptluster.topn5.3.qld,texas border patrol united states border patrol texas c,0.3673
171,62,conceptluster.topn5.3.bm25,texas border patrol united states border patrol texas c print dropbox read team,0.3639
172,63,-1,flushing,0.0512
173,63,tagmee.topn3,flushing Flushing Queens,0.1299
174,63,conceptluster.topn5.3.qld,flushing flushing queens c,0.1148
175,63,conceptluster.topn5.3.bm25,flushing flushing queens c print dropbox read team,0.1
176,63,tagmee.topn3.replace,Flushing Queens,0.0759
177,64,-1,moths,0.0855
178,65,-1,korean language,0.1061
179,65,glove.topn3,korean language korea word,0.3234
180,65,wiki.topn3,korean language languages north korea languages korea buyeo languages korean language,0.2728
181,65,wiki.topn3.replace,languages north korea languages korea buyeo languages korean language,0.2689
182,65,relevancefeedback.topn10.qld,korean language languag word peopl talk said,0.1462
183,65,stem.krovetz,korea language,0.1252
184,66,-1,income tax return online,0.0014
185,66,termluster.topn5.3.bm25,income tax return online c print dropbox read team,0.0034
186,66,docluster.topn10.3.bm25,income tax return online c print dropbox read team set imag,0.003
187,66,bt_nllb_chinese_yue,Tax returns online,0.002
188,67,-1,vldl levels,0.1023
189,67,stem.trunc4,vldl leve,0.131
190,68,-1,pvc,0.0338
191,68,tagmee.topn3,pvc Polyvinyl chloride,0.1006
192,68,wordnet.topn3,pvc premature ventricular contraction polyvinyl chloride,0.0861
193,68,conceptluster.topn5.3.qld,pvc polyvinyl chloride c,0.0755
194,68,wordnet.topn3.replace,premature ventricular contraction polyvinyl chloride,0.0679
195,68,conceptluster.topn5.3.bm25,pvc polyvinyl chloride c print dropbox read team,0.063
196,68,wiki.topn3,pvc polystyrene polyethylene acrylonitrilbutadienstyrene polyvinyl chloride,0.0478
197,68,glove.topn3,pvc polyvinyl polypropylene,0.0405
198,68,bt_bing_chinese_simplified,polyvinyl chloride,0.0379
199,68,bt_bing_french,polyvinyl chloride,0.0379
200,68,bt_bing_korean,Polyvinyl chloride,0.0379
201,68,tagmee.topn3.replace,Polyvinyl chloride,0.0379
202,69,-1,sewing instructions,0.1257
203,70,-1,to be or not to be that is the question,0.0
204,71,-1,living in india,0.0
205,71,word2vec.topn3,living india non living pakistan indian nepal,0.011
206,71,conceptnet.topn3,living india home room house a temple a country in Asia a very populous country,0.0027
207,71,wiki.topn3,living india states territories established india hindustani speaking countries territories india,0.0027
208,71,word2vec.topn3.replace,non living pakistan indian nepal,0.0027
209,71,wiki.topn3.replace,states territories established india hindustani speaking countries territories india,0.0023
210,71,glove.topn3,living india indian pakistan,0.0012
211,71,relevancefeedback.topn10.qld,living in india object live exam hplc bangalor tv,0.0008
212,71,wordnet.topn3,living india populate dwell experience Republic of India Bharat,0.0008
213,71,glove.topn3.replace,living indian pakistan,0.0007
214,71,wordnet.topn3.replace,populate dwell experience Republic of India Bharat,0.0006
215,71,tagmee.topn3,living india India,0.0003
216,71,bt_nllb_chinese_yue,I live in India,0.0002
217,71,bt_nllb_korean,I live in India,0.0002
218,71,conceptluster.topn5.3.bm25,living india india energi acceler object,0.0001
219,72,-1,the sun,0.0
220,72,sensedisambiguation,the sun sunlight,0.0011
221,72,glove.topn3,sun bright sky,0.0008
222,72,word2vec.topn3,sun sunlight sunshine sun,0.0006
223,72,word2vec.topn3.replace,sunlight sunshine sun,0.0002
224,73,-1,neil young,0.1458
225,73,conceptluster.topn5.3.qld,neil young neil young air,0.1516
226,74,-1,kiwi,0.0007
227,74,word2vec.topn3,kiwi kiwifruit,0.0437
228,74,word2vec.topn3.replace,kiwifruit,0.0141
229,74,conceptnet.topn3,kiwi edible fruit,0.0093
230,74,wordnet.topn3,kiwi apteryx Chinese gooseberry Actinidia deliciosa,0.0028
231,74,wordnet.topn3.replace,apteryx Chinese gooseberry Actinidia deliciosa,0.0021
232,75,-1,tornadoes,0.1873
233,76,-1,raised gardens,0.1493
234,77,-1,bobcat,0.0272
235,78,-1,dieting,0.0002
236,78,wiki.topn3,dieting food faddism junk food macrobiotic diet dieting,0.0218
237,78,wiki.topn3.replace,food faddism junk food macrobiotic diet dieting,0.0199
238,78,conceptluster.topn5.3.bm25,dieting dieting energi acceler object,0.0017
239,78,conceptluster.topn5.3.qld,dieting dieting air,0.0006
240,78,termluster.topn5.3.qld,dieting air,0.0003
241,79,-1,voyager,0.007
242,79,wiki.topn3,voyager missions uranus missions neptune missions saturn voyager program,0.2602
243,79,wiki.topn3.replace,missions uranus missions neptune missions saturn voyager program,0.1732
244,79,conceptluster.topn5.3.bm25,voyager voyager program energi acceler object,0.1022
245,79,tagmee.topn3,voyager Voyager program,0.0535
246,79,tagmee.topn3.replace,Voyager program,0.0457
247,79,conceptluster.topn5.3.qld,voyager voyager program air,0.0104
248,79,bertqe.topn10.qld,free encyclopedia voyag from,0.0078
249,80,-1,keyboard reviews,0.0786
250,81,-1,afghanistan,0.0319
251,81,anchor.topn3,afghanistan junbish عالی present,0.0941
252,81,bt_nllb_chinese_yue,Afghanistan is a country,0.0691
253,81,wordnet.topn3,afghanistan Islamic State of Afghanistan,0.0533
254,82,-1,joints,0.0015
255,82,glove.topn3,joints tendons aching,0.005
256,83,-1,memory,0.0
257,83,glove.topn3,memory remembering,0.0457
258,83,conceptnet.topn3,memory remembering something brain,0.016
259,83,conceptnet.topn3.replace,remembering something brain,0.0049
260,83,word2vec.topn3,memory recollection,0.001
261,84,-1,continental plates,0.309
262,85,-1,milwaukee journal sentinel,0.0516
263,85,conceptluster.topn5.3.qld,milwaukee journal sentinel milwaukee journal sentinel perform apprais art how,0.0607
264,85,conceptluster.topn5.3.bm25,milwaukee journal sentinel milwaukee journal sentinel art system apprais f,0.0533
265,86,-1,bart sf,0.3296
266,87,-1,who invented music,0.0043
267,87,tagmee.topn3,invented music The Who The Music,0.0585
268,87,thesaurus.topn3,invented music,0.0435
269,87,thesaurus.topn3.replace,invented music,0.0435
270,87,conceptnet.topn3.replace,invented dance record rock,0.0359
271,87,conceptnet.topn3,invented music dance record rock,0.0355
272,87,wiki.topn3,invented music throlling stones fleetwood mac led zeppelin weakness nonof business good good people makit last music,0.0346
273,87,bt_nllb_chinese_yue,The people who invented music,0.0118
274,87,bt_bing_persian,The One Who Invented Music,0.0053
275,87,conceptluster.topn5.3.qld,invented music music perform apprais art how,0.0049
276,88,-1,forearm pain,0.0763
277,89,-1,ocd,0.1167
278,90,-1,mgb,0.0832
279,90,relevancefeedback.topn10.bm25,mgb part busi group regist british mine metro,0.179
280,91,-1,er tv show,0.0227
281,91,tagmee.topn3,er tv show ER TV series ER TV series Television program,0.0551
282,91,conceptluster.topn5.3.bm25,er tv show er tv series television program figur auto direct game object,0.0451
283,91,conceptluster.topn5.3.qld,er tv show television program er tv series part car,0.0431
284,91,tagmee.topn3.replace,ER TV series ER TV series Television program,0.0421
285,92,-1,the wall,0.0
286,92,word2vec.topn3,wall wall brick,0.0007
287,93,-1,raffles,0.0399
288,94,-1,titan,0.0028
289,96,-1,rice,0.0477
290,97,-1,south africa,0.0047
291,97,wiki.topn3,south africa afrikaans speaking countries territories south africa bantu countries territories south africa,0.0759
292,97,wiki.topn3.replace,afrikaans speaking countries territories south africa bantu countries territories south africa,0.0571
293,97,conceptnet.topn3,south africa in the south a continent a village an elephant,0.0065
294,97,bertqe.topn10.qld,south african nation cricket captain,0.0059
295,98,-1,sat,0.0451
296,99,-1,satellite,0.0
297,99,bertqe.topn10.qld,technolog space satellit amateur observ,0.0148
298,99,wordnet.topn3,satellite artificial satellite planet,0.0144
299,99,wordnet.topn3.replace,artificial satellite planet,0.013
300,99,glove.topn3,satellite launch,0.0074
301,99,relevancefeedback.topn10.bm25,satellite satellit semant studi motion glonass,0.0035
302,99,glove.topn3.replace,launch,0.0004
303,101,-1,ritz carlton lake las vegas,0.0664
304,101,anchor.topn3,ritz carlton lake las vegas iż żgħira calender van gunnison kalausa halawet spreyton yanama yungay lake landslid,0.0695
305,102,-1,fickle creek farm,0.0021
306,103,-1,madam cj walker,0.0247
307,103,bt_bing_russian,Madame C J Walker,0.1552
308,103,tagmee.topn3.replace,Madam C J Walker,0.1552
309,103,conceptluster.topn5.3.bm25,madam cj walker madam c j walker death cellulos carbon restringido video,0.0579
310,103,bt_nllb_russian,Madam K W Walker please,0.0559
311,103,conceptluster.topn5.3.qld,madam cj walker madam c j walker git object,0.0522
312,103,conceptnet.topn3.replace,madam j chief justice walker,0.0508
313,103,tagmee.topn3,madam cj walker Madam C J Walker,0.0499
314,103,docluster.topn10.3.bm25,madam cj walker death cellulos carbon restringido video life trivia obama organ,0.0395
315,103,wiki.topn3,madam cj walker bondagand freedom negro academy legal rights association madam c j walker,0.0346
316,103,termluster.topn5.3.bm25,madam cj walker death cellulos carbon restringido video,0.0335
317,103,wiki.topn3.replace,bondagand freedom negro academy legal rights association madam c j walker,0.0305
318,103,stem.paicehusk,madam cj walk,0.0281
319,103,stem.trunc5,madam cj walke,0.0281
320,104,-1,indiana child support,0.0232
321,104,relevancefeedback.topn10.qld,indiana child support percent,0.1156
322,104,wiki.topn3,indiana child support indiana ohio cities indiana indiana noncustodial parent geduldig v aiello child abusprevention treatment act child support united states,0.0573
323,104,conceptnet.topn3,indiana child support daughter toy column help a column,0.0556
324,104,bt_nllb_german,Child support from Indiana,0.0317
325,104,wiki.topn3.replace,indiana ohio cities indiana indiana noncustodial parent geduldig v aiello child abusprevention treatment act child support united states,0.0254
326,105,-1,sonoma county medical services,0.0664
327,105,conceptluster.topn5.3.bm25,sonoma county medical services sonoma county california health care death cellulos carbon restringido video,0.0828
328,105,bt_bing_chinese_simplified,Sonoma County Health Services,0.0816
329,105,bt_bing_korean,Sonoma County Health Services,0.0816
330,105,bt_bing_russian,Sonoma County Health Services,0.0816
331,105,bt_nllb_chinese_yue,Health services in Sonoma County,0.0816
332,105,bt_nllb_korean,Sonoma County Health Services,0.0816
333,105,tagmee.topn3,sonoma county medical services Sonoma County California Health care Health care,0.0761
334,106,-1,universal animal cuts reviews,0.0111
335,107,-1,cass county missouri,0.0046
336,107,docluster.topn10.3.qld,cass county missouri git object trivia,0.0358
337,107,docluster.topn10.3.bm25,cass county missouri death cellulos carbon restringido video life trivia obama organ,0.0113
338,108,-1,ralph owen brewster,0.44
339,108,bertqe.topn10.qld,from senat ralph owen brewster,0.4614
340,109,-1,mayo clinic jacksonville fl,0.0009
341,109,conceptnet.topn3,mayo clinic jacksonville fl mayonnaise yukon territory eye clinic hospital Florida,0.002
342,109,conceptluster.topn5.3.bm25,mayo clinic jacksonville fl mayo clinic jacksonville florida death cellulos carbon restringido video,0.0014
343,109,conceptluster.topn5.3.qld,mayo clinic jacksonville fl mayo clinic jacksonville florida git object,0.0014
344,109,tagmee.topn3,mayo clinic jacksonville fl Mayo Clinic Jacksonville Florida,0.0014
345,109,bt_bing_arabic,Mayo Clinic Jacksonville Florida,0.0011
346,109,bt_bing_chinese_simplified,Mayo Clinic in Jacksonville Florida,0.0011
347,109,bt_bing_french,Mayo Clinic Jacksonville Florida,0.0011
348,109,bt_nllb_arabic,The Mayo Jacksonville clinic in Florida,0.0011
349,109,bt_nllb_french,The Mayo Clinic in Jacksonville Florida,0.0011
350,109,tagmee.topn3.replace,Mayo Clinic Jacksonville Florida,0.0011
351,110,-1,map of brazil,0.055
352,111,-1,lymphoma in dogs,0.3224
353,111,tagmee.topn3,lymphoma dogs Lymphoma in animals,0.3383
354,112,-1,kenmore gas water heater,0.0
355,113,-1,hp mini 2140,0.0
356,113,rm3.topn10.10.0.5.bm25,hp mini 2140,0.0043
357,113,rm3.topn10.10.0.5.qld,hp mini 2140,0.0043
358,114,-1,adobe indian houses,0.0178
359,114,wiki.topn3,adobe indian houses buildings structures construction material adobe buildings structures pueblos adobe indigenous peoples united states native american topics native american history native americans united states houses residential area building house,0.0219
360,115,-1,pacific northwest laboratory,0.125
361,115,bt_nllb_arabic,Pacific Northwest lab,0.25
362,115,bt_nllb_persian,Pacific Northwest lab,0.25
363,115,wordnet.topn3,pacific northwest laboratory peaceable Pacific Ocean northwestward science lab lab,0.25
364,116,-1,california franchise tax board,0.0836
365,116,conceptluster.topn5.3.qld,california franchise tax board california franchise tax board git object,0.0839
366,117,-1,dangers of asbestos,0.0449
367,117,tagmee.topn3,dangers asbestos Risk Asbestos,0.0808
368,117,conceptluster.topn5.3.bm25,dangers asbestos asbestos risk death cellulos carbon restringido video,0.0756
369,117,conceptluster.topn5.3.qld,dangers asbestos risk asbestos git object,0.0749
370,117,word2vec.topn3,dangers asbestos perils hazards asbestos containing asbestos related,0.0715
371,117,sensedisambiguation,dangers risk of asbestos,0.0559
372,117,relevancefeedback.topn10.qld,dangers of asbestos asbesto cancer,0.0496
373,117,conceptnet.topn3,dangers asbestos chrysotile,0.0453
374,118,-1,poem in your pocket day,0.0672
375,118,bt_bing_chinese_simplified,Poetry Day in your pocket,0.068
376,118,bt_bing_korean,A day of poetry in your pocket,0.068
377,118,bt_bing_malay,Poetry in Your Pocket Day,0.068
378,118,bt_bing_persian,Poetry on your Pocket Day,0.068
379,118,bt_bing_tamil,Poetry Day in Your Pocket,0.068
380,119,-1,interview thank you,0.092
381,120,-1,tv on computer,0.0181
382,120,bt_bing_korean,TV on your computer,0.0433
383,120,bt_bing_russian,TV on your computer,0.0433
384,120,glove.topn3,tv computer television broadcast software,0.0372
385,120,tagmee.topn3,tv computer Television Computer,0.0362
386,120,conceptluster.topn5.3.qld,tv computer television computer git object,0.019
387,121,-1,sit and reach test,0.063
388,122,-1,culpeper national cemetery,0.0169
389,122,termluster.topn5.3.bm25,culpeper national cemetery death cellulos carbon restringido video,0.1053
390,122,docluster.topn10.3.bm25,culpeper national cemetery death cellulos carbon restringido video life trivia obama organ,0.105
391,122,stem.paicehusk,culpep nat cemetery,0.0205
392,122,relevancefeedback.topn10.bm25,culpeper national cemetery culpep counti cemeteri tour stop va,0.0192
393,123,-1,von willebrand disease,0.2171
394,123,bt_nllb_chinese_yue,Von Willebrand s disease is the most common,0.2452
395,123,conceptluster.topn5.3.bm25,von willebrand disease von willebrand disease death cellulos carbon restringido video,0.2265
396,123,conceptluster.topn5.3.qld,von willebrand disease von willebrand disease git object,0.2202
397,124,-1,bowflex power pro,0.0579
398,124,tagmee.topn3,bowflex power pro Bowflex,0.0719
399,124,conceptluster.topn5.3.qld,bowflex power pro bowflex git object,0.0687
400,124,wiki.topn3,bowflex power pro activity tracker shapeways channel stuffing bowflex,0.0674
401,124,conceptluster.topn5.3.bm25,bowflex power pro bowflex death cellulos carbon restringido video,0.0631
402,125,-1,butter and margarine,0.1224
403,125,conceptluster.topn5.3.qld,butter margarine butter margarine git object,0.124
404,126,-1,us capitol map,0.0
405,126,wordnet.topn3,us capitol map u uracil Capitol Building mathematical function represent,0.02
406,126,wordnet.topn3.replace,u uracil Capitol Building mathematical function represent,0.0033
407,127,-1,dutchess county tourism,0.1436
408,127,relevancefeedback.topn10.bm25,dutchess county tourism counti vassar http tour,0.1846
409,128,-1,atypical squamous cells,0.0521
410,129,-1,iowa food stamp program,0.0004
411,129,tagmee.topn3,iowa food stamp program Iowa Supplemental Nutrition Assistance Program,0.002
412,129,conceptluster.topn5.3.bm25,iowa food stamp program iowa supplemental nutrition assistance program death cellulos carbon restringido video,0.0019
413,129,conceptluster.topn5.3.qld,iowa food stamp program iowa supplemental nutrition assistance program git object,0.0019
414,129,bt_nllb_swahili,Iowa s food hand program,0.0018
415,129,anchor.topn3,iowa food stamp program iowa histori iowa educ mus catin neophobia food foods cross solfar postag neopost web en programming attack programming kbounc programming histori,0.0013
416,129,relevancefeedback.topn10.bm25,iowa food stamp program coin depart charl corn state nutrit kb,0.0008
417,129,relevancefeedback.topn10.qld,iowa food stamp program depart state coin notic,0.0005
418,130,-1,fact on uranus,0.1547
419,131,-1,equal opportunity employer,0.0054
420,131,relevancefeedback.topn10.bm25,equal opportunity employer action district hyanni engin nsw employ disabl,0.25
421,131,stem.porter2,equal opportun employ,0.025
422,131,relevancefeedback.topn10.qld,equal opportunity employer women action practic employ,0.0114
423,132,-1,mothers day songs,0.0164
424,132,sensedisambiguation.replace,mother day sung,0.098
425,132,sensedisambiguation,mothers mother day songs sung,0.0934
426,132,relevancefeedback.topn10.qld,mothers day songs dai mother i song,0.0264
427,133,-1,all men are created equal,0.0498
428,133,wiki.topn3,men created equal life liberty thpursuit happiness virginia declaration rights act thgradual abolition slavery men created equal,0.1369
429,133,wiki.topn3.replace,life liberty thpursuit happiness virginia declaration rights act thgradual abolition slavery men created equal,0.0957
430,134,-1,electronic skeet shoot,0.0
431,134,bt_bing_malay,Electronic skeet visualization,0.0068
432,134,bt_bing_persian,Electronic skeet firing,0.0026
433,135,-1,source of the nile,0.0
434,135,conceptluster.topn5.3.qld,source nile nile git object,0.0041
435,136,-1,american military university,0.0
436,137,-1,rock and gem shows,0.0972
437,138,-1,jax chemical company,0.1761
438,138,sensedisambiguation.replace,jax chemical ship s company,0.2577
439,139,-1,rocky mountain news,0.0159
440,139,wiki.topn3,rocky mountain news defunct newspapers colorado thdenver post media denver colorado rocky mountain news,0.128
441,139,wiki.topn3.replace,defunct newspapers colorado thdenver post media denver colorado rocky mountain news,0.1035
442,139,bt_bing_french,News from the Rockies,0.0481
443,139,bt_nllb_arabic,News from the Rockies,0.0481
444,140,-1,east ridge high school,0.0
445,141,-1,va dmv registration,0.1021
