qid	order	query	bm25.ndcg
714	bt_nllb_german	Licence restrictions for older drivers	0.1264
714	bt_nllb_chinese_yue	The driver is a restricted driver	0.0727
714	bt_nllb_tamil	Driving license restrictions	0.0562
714	bt_bing_korean	License Restriction Elderly Drivers	0.0323
714	bt_bing_swahili	Former drivers license restrictions	0.0296
714	bt_bing_malay	Restrictions on old driver s licenses	0.0
714	bt_nllb_korean	Restrictions on old driver s licenses	0.0
715	-1	Schizophrenia drugs	0.1867
715	bt_bing_arabic	Schizophrenia medications	0.1163
715	bt_bing_chinese_simplified	Schizophrenia medications	0.1163
715	bt_bing_french	Medications for schizophrenia	0.1163
715	bt_bing_german	Medication for schizophrenia	0.1163
715	bt_bing_korean	Schizophrenia Medications	0.1163
715	bt_bing_russian	Medications for Schizophrenia	0.1163
715	bt_bing_swahili	Schizophrenia medication	0.1163
715	bt_bing_tamil	Schizophrenia Medications	0.1163
715	bt_nllb_german	Schizophrenia medicines	0.0616
715	bt_nllb_malay	Schizophrenia medicines	0.0616
715	bt_nllb_russian	Medicines for schizophrenia	0.0616
715	bt_nllb_tamil	The following table shows the results of the study	0.0096
715	bt_nllb_korean	The cure for psychosis	0.0061
715	bt_nllb_arabic	The cramping medication	0.0
715	bt_nllb_swahili	Medications for mental illness	0.0
716	-1	Spammer arrest sue	0.2416
716	bt_bing_french	Arrest of a spammer	0.209
716	bt_bing_malay	Spammer detained suit	0.1785
716	bt_nllb_french	Spammer stopped the prosecution	0.1249
716	bt_nllb_persian	Spammers got him	0.068
716	bt_nllb_malay	Spammer caught the claim	0.0623
716	bt_nllb_arabic	The race arrest case	0.0
716	bt_nllb_russian	Families of detainees	0.0
717	-1	Gifted talented student programs	0.2203
717	bt_bing_malay	Program of talented talented students	0.1956
717	bt_bing_persian	Talented Student Programs	0.1906
717	bt_bing_swahili	Talented student programs	0.1906
717	bt_nllb_arabic	Talented student programs	0.1906
717	bt_nllb_french	Programs for talented students	0.1906
717	bt_nllb_korean	A program for talented students	0.1906
717	bt_nllb_malay	Talented student program	0.1906
717	bt_nllb_persian	Talented student programs	0.1906
717	bt_nllb_russian	Program for talented students	0.1906
717	bt_nllb_tamil	Talented student programs	0.1906
717	bt_nllb_german	Talented students	0.1674
717	bt_bing_arabic	Gifted Student Programs	0.1567
717	bt_bing_chinese_simplified	Gifted Student Program	0.1567
717	bt_bing_korean	Gifted Student Program	0.1567
717	bt_nllb_swahili	Programs for gifted students	0.1567
717	bt_nllb_chinese_yue	A great student project	0.0021
718	-1	Controlling acid rain	0.1929
718	bt_nllb_malay	Managing acid rain	0.0933
718	bt_nllb_korean	How to Control the Waves	0.0
718	bt_nllb_tamil	The water is not so hot	0.0
719	-1	Cruise ship damage sea life	0.0921
719	bt_bing_tamil	The cruise ship damaged the sea creatures	0.046
719	bt_nllb_swahili	Ships of the sea destroying marine life	0.0244
719	bt_nllb_arabic	Damage to freighter ships	0.0049
719	bt_nllb_tamil	The impact of marine life	0.0
720	-1	Federal welfare reform	0.137
720	bt_bing_french	Federal Social Assistance Reform	0.0474
720	bt_bing_chinese_simplified	Federal benefits reform	0.0367
720	bt_bing_german	Confederation Welfare Reform	0.003
720	bt_nllb_russian	Federal reform of social security	0.0
721	-1	Census data applications	0.0453
721	bt_bing_chinese_simplified	Census Data App	0.0396
721	bt_nllb_korean	Apply for census data	0.0198
721	bt_nllb_chinese_yue	The census data request	0.016
721	bt_nllb_persian	Request for census data	0.016
721	bt_nllb_swahili	Request for census data	0.016
721	bt_nllb_arabic	Requests for statistical data	0.0
721	bt_nllb_malay	Applications for survey data	0.0
722	-1	Iran terrorism	0.3995
722	bt_bing_arabic	Iran s terrorism	0.3636
722	bt_nllb_chinese_yue	Iran s terrorism	0.3636
722	bt_nllb_french	Iran s terrorism	0.3636
722	bt_nllb_malay	Iran s terrorism	0.3636
722	bt_nllb_swahili	Iran s Terrorism	0.3636
722	bt_nllb_tamil	Iran s terrorism	0.3636
722	bt_bing_chinese_simplified	Iranian terrorism	0.335
722	bt_bing_korean	Iranian Terrorism	0.335
722	bt_bing_malay	Iranian terrorism	0.335
722	bt_bing_swahili	Iranian terrorism	0.335
722	bt_nllb_arabic	Iranian terrorism	0.335
723	-1	Executive privilege	0.3498
723	bt_bing_russian	Manager s Privilege	0.0
723	bt_nllb_german	Leadership privileges	0.0
723	bt_nllb_malay	Executive power	0.0
723	bt_nllb_persian	Executive credit	0.0
723	bt_nllb_swahili	Leadership Freedom	0.0
723	bt_nllb_tamil	The administrative right	0.0
724	-1	Iran Contra	0.344
724	bt_bing_chinese_simplified	Iranian opposition	0.0
724	bt_nllb_arabic	Iran counter	0.0
724	bt_nllb_chinese_yue	Iranian rebellion	0.0
724	bt_nllb_french	Iran against	0.0
724	bt_nllb_korean	The Iranian revolt	0.0
724	bt_nllb_persian	Iran is in control	0.0
724	bt_nllb_russian	Iran is a country	0.0
724	bt_nllb_tamil	Iran counter	0.0
725	-1	Low white blood cell count	0.282
725	bt_nllb_swahili	The number of white blood cells is low	0.2146
725	bt_nllb_french	Low white blood cell content	0.1798
725	bt_nllb_arabic	Reduced white blood cell count	0.1377
725	bt_nllb_german	Low blood protein counts	0.0866
725	bt_nllb_tamil	The number of white blooded chickens is low	0.0
726	-1	Hubble telescope repairs	0.2842
727	-1	Church arson	0.4789
727	bt_bing_persian	The church fire	0.437
727	bt_nllb_french	The Church Fire	0.437
727	bt_nllb_german	Church fire	0.437
727	bt_nllb_persian	The church fire	0.437
727	bt_nllb_russian	Fire in the church	0.437
727	bt_nllb_tamil	The Church Fire	0.437
727	bt_bing_arabic	Burning of the church	0.4333
727	bt_bing_malay	Church burning	0.4333
727	bt_nllb_arabic	Burn the church	0.4333
727	bt_nllb_chinese_yue	Burn the church	0.4333
727	bt_nllb_korean	The Church Burning	0.4333
727	bt_nllb_malay	Burning the church	0.4333
727	bt_nllb_swahili	Lighting a fire in a church	0.0856
728	-1	whales save endangered	0.2008
728	bt_bing_french	Whales save endangered species	0.1912
728	bt_nllb_chinese_yue	Whales protect endangered animals	0.1765
728	bt_nllb_russian	whales rescue endangered whales	0.155
728	bt_nllb_korean	Whales are rescuing endangered animals	0.1386
728	bt_bing_arabic	Whales rescue endangered	0.1285
728	bt_bing_persian	Endangered Whale Rescue	0.1285
728	bt_nllb_malay	The whale rescues endangered	0.1285
728	bt_bing_russian	Whales Rescue Endangered People	0.1224
728	bt_nllb_german	Whales in danger	0.102
728	bt_nllb_tamil	The whale s life is threatened by the threat of extinction	0.0935
728	bt_nllb_swahili	whales save those in danger	0.0837
728	bt_nllb_french	wild whales are threatened	0.0684
728	bt_nllb_persian	Whales are a dangerous escape	0.055
729	-1	Whistle blower department of defense	0.0
730	-1	Gastric bypass complications	0.6458
730	bt_bing_swahili	Gastric bypass problems	0.5919
730	bt_nllb_swahili	Problems with gastric surgery	0.5013
730	bt_nllb_russian	Conditions of bypass of the stomach	0.2994
730	bt_nllb_persian	The effects of gastric embolism	0.1334
730	bt_nllb_german	Complications of the stomach circulation	0.0582
730	bt_nllb_korean	I have complications of the stomach and urethra	0.0111
730	bt_nllb_arabic	The complexities of metal planning	0.0
730	bt_nllb_chinese_yue	complications of the gastrointestinal tract	0.0
730	bt_nllb_tamil	The disease of the stomach	0.0
731	-1	Kurds history	0.121
731	bt_nllb_persian	The history of Kurdistan	0.0658
732	-1	U.S. cheese production	0.0374
732	bt_nllb_chinese_yue	Made in the US	0.0
732	bt_nllb_tamil	The production of briane in the United States	0.0
733	-1	Airline overbooking	0.424
733	bt_nllb_tamil	Maximum booking by airlines	0.0751
733	bt_nllb_arabic	Too many reservations for airlines	0.0542
733	bt_nllb_korean	Airline overhead reservation	0.0421
733	bt_bing_swahili	Flight planning	0.0
733	bt_bing_tamil	Flight Over Booking	0.0
733	bt_nllb_russian	Transfer of airlines	0.0
733	bt_nllb_swahili	Passing the space of an airplane	0.0
734	-1	Recycling successes	0.1656
734	bt_bing_chinese_simplified	Recycling success stories	0.1065
734	bt_bing_korean	Recycling Success Stories	0.1065
734	bt_bing_russian	Advances in Recycling	0.0026
734	bt_nllb_russian	Success in Utilization	0.0025
734	bt_nllb_german	Recycling sequence	0.0
734	bt_nllb_malay	Successful Cycles	0.0
734	bt_nllb_swahili	The Success of Order	0.0
735	-1	Afghan women condition	0.214
735	bt_bing_arabic	Situation of Afghan women	0.2055
735	bt_bing_persian	The Situation of Afghan Women	0.2055
735	bt_bing_russian	Situation of Afghan women	0.2055
735	bt_nllb_arabic	The situation of Afghan women	0.2055
735	bt_nllb_chinese_yue	The situation of Afghan women	0.2055
735	bt_nllb_french	The situation of Afghan women	0.2055
735	bt_nllb_persian	The situation of Afghan women	0.2055
735	bt_nllb_swahili	The situation of Afghan women	0.2055
735	bt_nllb_tamil	The situation of Afghan women	0.2055
735	bt_bing_chinese_simplified	Situation of women in Afghanistan	0.1627
735	bt_nllb_russian	The state of Afghan women	0.1318
735	bt_bing_korean	Conditions of women in Afghanistan	0.1246
735	bt_bing_french	Status of Afghan women	0.1101
735	bt_bing_swahili	Status of Afghan women	0.1101
735	bt_bing_tamil	Status of Afghan Women	0.1101
735	bt_nllb_german	Afghan women	0.0971
735	bt_nllb_korean	The state of women in Afghanistan	0.0805
736	-1	location BSE infections	0.285
736	bt_bing_russian	localization of BSE infections	0.2458
736	bt_nllb_swahili	The environment of BSE transmission	0.2435
736	bt_bing_persian	Place of infection BSE	0.232
736	bt_bing_swahili	Local BSE transmission	0.2217
736	bt_nllb_arabic	Location Beez infection	0.0
736	bt_nllb_french	localisation of infections at the ESB	0.0
737	-1	Enron California energy crisis	0.4216
737	bt_bing_arabic	Enron s Energy Crisis California	0.4187
737	bt_bing_chinese_simplified	Enron California s energy crisis	0.4187
737	bt_bing_french	Enron s Energy Crisis in California	0.4187
737	bt_nllb_arabic	The energy crisis in California	0.0457
737	bt_nllb_chinese_yue	The energy crisis in California	0.0457
737	bt_nllb_persian	The California Inron Energy Crisis	0.0457
737	bt_nllb_russian	The energy crisis in California	0.0457
738	-1	Anthrax hoaxes	0.5801
738	bt_bing_chinese_simplified	Anthrax prank	0.3482
738	bt_nllb_tamil	The Anthrax Lies	0.0841
738	bt_bing_malay	Anthrax fraud	0.0319
738	bt_nllb_german	Counterfeit anthrax	0.0112
738	bt_bing_korean	Anthrax scam	0.0078
738	bt_nllb_korean	The Antrax Trick	0.0074
738	bt_nllb_malay	Antrax is a fraud	0.0074
738	bt_bing_arabic	Anthrax tricks	0.0
738	bt_nllb_arabic	Tricks about the Andrax	0.0
738	bt_nllb_chinese_yue	The charcoal fraud	0.0
738	bt_nllb_french	The Lies Against Anthrax	0.0
738	bt_nllb_persian	The tricks of the Anterx	0.0
738	bt_nllb_russian	The Anthrax Deception	0.0
738	bt_nllb_swahili	The Tricks of Anthrax	0.0
739	-1	Habitat for Humanity	0.2258
739	bt_nllb_chinese_yue	The human home	0.0414
739	bt_bing_tamil	The habitat of mankind	0.0
739	bt_nllb_arabic	The home of mankind	0.0
739	bt_nllb_french	A Home for Mankind	0.0
739	bt_nllb_german	A Home for Mankind	0.0
739	bt_nllb_korean	The Residence for Mankind	0.0
739	bt_nllb_russian	A Dwelling Place for Mankind	0.0
739	bt_nllb_swahili	The Place of Human Dwelling	0.0
739	bt_nllb_tamil	The Bible says that the earth is the home of the living God	0.0
740	-1	regulate assisted living Maryland	0.4069
740	bt_bing_swahili	Managing assisted living in Maryland	0.3058
740	bt_bing_arabic	Maryland assisted living organization	0.2574
740	bt_bing_malay	Regulating Maryland s assisted living	0.2252
740	bt_nllb_russian	regulate aid to residents of Maryland	0.1016
740	bt_nllb_arabic	Living aid in Maryland	0.0898
740	bt_nllb_swahili	control support live in maryland	0.0796
740	bt_bing_tamil	Help Discipline Living Maryland	0.0213
740	bt_bing_persian	Maryland Life Assistance Adjustment	0.009
740	bt_nllb_chinese_yue	I m a life coach in Maryland	0.0
740	bt_nllb_malay	Organizing life support in Maryland	0.0
740	bt_nllb_persian	Set up a helping life in Maryland	0.0
740	bt_nllb_tamil	The following is a list of some of the most common types of cancer in the United States	0.0
741	-1	Artificial Intelligence	0.0776
741	bt_nllb_chinese_yue	AI is the answer	0.0219
741	bt_nllb_korean	AI	0.0
741	bt_nllb_persian	The AI	0.0
741	bt_nllb_swahili	A Craftsman s Mind	0.0
742	-1	hedge funds fraud protection	0.3937
742	bt_nllb_arabic	Securities fraud protection	0.0
742	bt_nllb_chinese_yue	The protection of pension funds	0.0
742	bt_nllb_french	protection against fraud of investment funds	0.0
743	-1	Freighter ship registration	0.0251
743	bt_nllb_korean	Registering the freighter	0.0226
743	bt_nllb_malay	Registering of cargo vessels	0.0179
743	bt_nllb_swahili	Register of freight ships	0.0151
743	bt_bing_malay	Registration of carriers	0.0
743	bt_nllb_arabic	Record of shipping	0.0
743	bt_nllb_german	Registration of freight vehicles	0.0
744	-1	Counterfeit ID punishments	0.0169
744	bt_bing_korean	Penalties for fake IDs	0.0116
744	bt_bing_tamil	Fake ID penalties	0.0116
744	bt_nllb_french	Sanctions against counterfeiting	0.0115
744	bt_bing_swahili	Counter identification penalty	0.0114
744	bt_bing_russian	Penalties for Identity Card Forgery	0.0111
744	bt_bing_french	Penalties for identity forgery	0.0092
744	bt_bing_arabic	Penalties for identity fraud	0.0
744	bt_bing_chinese_simplified	Penalties for forging identity documents	0.0
744	bt_bing_german	Penalties for forged IDs	0.0
744	bt_bing_malay	False ID punishment	0.0
744	bt_bing_persian	Fraudulent punishments	0.0
744	bt_nllb_malay	The punishment for false ID	0.0
744	bt_nllb_persian	The penalties for false identity	0.0
744	bt_nllb_swahili	False identity judgments	0.0
745	-1	Doomsday cults	0.3729
745	bt_nllb_chinese_yue	The cult of the last days	0.2468
745	bt_bing_french	Apocalyptic Cults	0.245
745	bt_bing_korean	Doomsday Worship	0.2431
745	bt_nllb_french	The cults of the Last Judgment Day	0.2144
745	bt_nllb_arabic	The Day of Judgment cult	0.1986
745	bt_nllb_russian	The Day of Judgment cult	0.1986
745	bt_bing_arabic	Doomsday sects	0.144
745	bt_nllb_malay	Religions of the Last Days	0.0335
745	bt_bing_persian	Sects of the Day of Judgment	0.0
745	bt_bing_tamil	Doomsday Liturgy	0.0
745	bt_nllb_german	The Meaning of the Hereafter	0.0
745	bt_nllb_korean	The Day of Judgment	0.0
745	bt_nllb_persian	The worship of the Day of Resurrection	0.0
745	bt_nllb_swahili	Religions of Judgment Day	0.0
745	bt_nllb_tamil	The final day of worship	0.0
746	-1	Outsource job India	0.4034
746	bt_nllb_chinese_yue	Get outsourced work in India	0.382
746	bt_bing_malay	Indian outsourcing jobs	0.2242
746	bt_nllb_persian	Jobs outside India	0.0547
746	bt_nllb_arabic	Foreign work of India	0.0499
746	bt_nllb_swahili	Foreign work in India	0.0499
746	bt_bing_swahili	Overseas work in India	0.0433
746	bt_nllb_russian	Work in India	0.0298
746	bt_nllb_french	Employment outside India	0.0163
746	bt_nllb_malay	Employment outside India	0.0163
746	bt_nllb_german	Exploitation of labour in India	0.0066
747	-1	Library computer oversight	0.1373
747	bt_bing_french	Computer monitoring of the library	0.0777
747	bt_bing_persian	Computer Monitoring Library	0.0777
747	bt_nllb_french	Monitoring of the library computer	0.0777
747	bt_nllb_german	Computer monitoring of libraries	0.0777
747	bt_nllb_malay	Computer monitoring of the library	0.0777
747	bt_nllb_persian	Monitoring the library computer	0.0777
747	bt_nllb_korean	Director of the library computer	0.0316
747	bt_bing_swahili	Library computer management	0.0165
747	bt_nllb_swahili	The management of library computers	0.0165
747	bt_bing_arabic	Computer supervision in the library	0.0115
747	bt_bing_chinese_simplified	Library computer supervision	0.0115
747	bt_bing_german	Supervision of the library computer	0.0115
747	bt_bing_korean	Library Computer Supervision	0.0115
747	bt_bing_russian	Computer Supervision of the Library	0.0115
747	bt_nllb_arabic	Supervise the library on the computer	0.0115
747	bt_bing_malay	Library computer surveillance	0.0
747	bt_bing_tamil	Library Computer Overview	0.0
747	bt_nllb_chinese_yue	Library computer control	0.0
748	-1	Nuclear reactor types	0.3351
748	bt_bing_korean	Reactor Type	0.1516
748	bt_nllb_tamil	Types of nuclear power plants	0.1111
748	bt_nllb_chinese_yue	The type of nuclear reaction	0.033
749	-1	Puerto Rico state	0.4631
749	bt_bing_korean	Puerto Rico	0.1808
749	bt_nllb_korean	Puerto Rico	0.1808
750	-1	John Edwards womens issues	0.3014
750	bt_bing_arabic	John Edwards Women s Issues	0.2487
750	bt_bing_chinese_simplified	John Edwards Women s Issues	0.2487
750	bt_bing_french	John Edwards Women s Issues	0.2487
750	bt_bing_german	John Edwards Women s Issues	0.2487
750	bt_bing_malay	John Edwards women s issues	0.2487
750	bt_bing_persian	John Edwards Women s Issues	0.2487
750	bt_bing_swahili	John Edwards Women s Issues	0.2487
750	bt_nllb_arabic	The women s issues of John Edwards	0.2487
750	bt_nllb_korean	John Edwards the women s issue	0.2487
750	bt_nllb_malay	John Edwards women s issues	0.2487
750	bt_nllb_persian	John Edwards on women s issues	0.2487
750	bt_nllb_russian	John Edwards women s issues	0.2487
750	bt_nllb_tamil	John Edwards women s issues	0.2487
750	bt_nllb_swahili	John Edwards Matters of Women	0.1786
750	bt_bing_tamil	John Edwards cricketer Women s issues	0.1209
750	bt_nllb_chinese_yue	John Edwards is a woman s issue	0.0256
750	bt_bing_korean	John Eduard Women s Issues	0.0
750	bt_nllb_german	The Commission has also adopted a number of proposals	0.0
751	-1	Scrabble Players	0.4644
751	bt_nllb_chinese_yue	Players	0.0
751	bt_nllb_german	Scrabblers	0.0
751	bt_nllb_persian	The Scribell players	0.0
752	-1	Dam removal	0.382
752	bt_bing_chinese_simplified	Dam demolition	0.1277
752	bt_bing_french	Dismantling of dams	0.0535
752	bt_bing_russian	Dam dismantling	0.0535
752	bt_nllb_korean	Remove the drain	0.0043
752	bt_nllb_chinese_yue	It was demolished	0.0
753	-1	bullying prevention programs	0.2951
753	bt_nllb_french	the prevention of bullying programmes	0.2201
753	bt_bing_korean	Anti Bullying Program	0.1902
753	bt_nllb_german	The Commission has also adopted a number of measures to combat the situation in the Member States	0.0
753	bt_nllb_persian	The program is designed to prevent harassment	0.0
753	bt_nllb_swahili	measures to prevent oppression	0.0
754	-1	domestic adoption laws	0.1136
754	bt_nllb_tamil	The adoption laws are the same as the national laws	0.0594
754	bt_bing_chinese_simplified	Domestic Adoption Act	0.0507
754	bt_bing_french	National Adoption Laws	0.0449
754	bt_nllb_french	national laws on adoption	0.0449
754	bt_nllb_german	National adoption laws	0.0449
754	bt_nllb_russian	national laws on adoption	0.0449
754	bt_nllb_chinese_yue	The National Adoption Act	0.0318
754	bt_nllb_korean	Adoption laws in the country	0.0239
754	bt_nllb_persian	The rules of domestic adoption	0.0147
754	bt_bing_arabic	Local Adoption Laws	0.003
754	bt_nllb_arabic	Local adoption laws	0.003
754	bt_bing_persian	Internal Adoption Rules	0.0
754	bt_bing_russian	National Legislation on Adoption Parole	0.0
755	-1	Scottish Highland Games	0.7084
755	bt_nllb_russian	Scottish skiing games	0.4407
755	bt_bing_malay	Scottish Highlands Sport	0.4089
755	bt_nllb_chinese_yue	Scottish Highland Movement	0.3831
755	bt_nllb_malay	Highland Scotland game	0.2495
756	-1	Volcanic Activity	0.1013
757	-1	Murals	0.1277
757	bt_nllb_arabic	Wall paintings	0.0147
757	bt_nllb_chinese_yue	Wall paintings	0.0147
757	bt_nllb_french	Wall paintings	0.0147
757	bt_nllb_german	Wall paintings	0.0147
757	bt_nllb_malay	Wall painting	0.0147
757	bt_nllb_persian	Wall paintings	0.0147
757	bt_nllb_tamil	Wall paintings	0.0147
757	bt_bing_russian	Frescoes	0.0094
757	bt_nllb_russian	The walls	0.0
757	bt_nllb_swahili	Flowers	0.0
758	-1	Embryonic stem cells	0.3214
758	bt_nllb_malay	The embryo s stem cells	0.2638
758	bt_bing_tamil	Fetal stem cells	0.1232
758	bt_nllb_swahili	The embryos of the blood cell	0.0719
758	bt_nllb_tamil	The molecules of the embryo	0.0057
758	bt_nllb_german	The following information is provided for in the Annex to this Regulation	0.0
759	-1	civil war battle reenactments	0.5008
759	bt_bing_swahili	Civil War reenactments	0.4035
759	bt_nllb_korean	A reenactment of the Civil War	0.4035
759	bt_nllb_french	recreation of civil war battles	0.2157
759	bt_bing_chinese_simplified	Civil War battles repeated	0.0532
759	bt_nllb_arabic	The battles of the Civil War	0.0304
759	bt_nllb_german	Repeats of civil war	0.0156
759	bt_bing_tamil	Civil War War Reforms	0.0126
759	bt_nllb_chinese_yue	The Civil War is happening again	0.0122
759	bt_nllb_russian	Reproduction of the Civil War	0.0118
759	bt_nllb_persian	Civil War actors	0.0078
759	bt_nllb_malay	Resistance to the Civil War	0.0062
759	bt_bing_persian	Rebuilding the Civil War	0.0
759	bt_nllb_swahili	Exhibits of civil war	0.0
759	bt_nllb_tamil	The Civil War Revived the Wars	0.0
760	-1	american muslim mosques schools	0.299
760	bt_bing_arabic	American Islamic Mosque Schools	0.2542
760	bt_nllb_swahili	American Muslim Masjid school	0.2274
760	bt_nllb_chinese_yue	Muslim Mosque Schools in the United States	0.205
760	bt_nllb_korean	The Islamic Social School of America	0.1382
760	bt_nllb_french	Muslim mosques in the US schools	0.1328
761	-1	Problems of Hmong Immigrants	0.3853
761	bt_bing_chinese_simplified	The problem of Hmong migration	0.2691
761	bt_bing_persian	The problems of Hmong migrants	0.1474
761	bt_nllb_persian	The problems of the Hmong migrants	0.1474
761	bt_nllb_russian	The problems of immigrants Mongs	0.1071
761	bt_nllb_arabic	The problems of the Mongol immigrants	0.0
761	bt_nllb_chinese_yue	The issue of immigration	0.0
762	-1	History of Physicians in America	0.0913
762	bt_bing_chinese_simplified	History of American Doctors	0.0284
762	bt_bing_arabic	History of doctors in America	0.0088
762	bt_bing_french	History of Doctors in America	0.0088
762	bt_bing_german	History of Doctors in America	0.0088
762	bt_bing_persian	History of Doctors in America	0.0088
762	bt_nllb_arabic	The history of doctors in America	0.0088
762	bt_nllb_french	The history of doctors in America	0.0088
762	bt_nllb_german	The History of Doctors in America	0.0088
762	bt_nllb_malay	The History of the Doctor in America	0.0088
762	bt_nllb_russian	The history of doctors in America	0.0088
762	bt_bing_korean	History of American Physicians	0.0039
762	bt_bing_swahili	History of physicians in the United States	0.0
762	bt_bing_tamil	History of Physicians in the United States	0.0
762	bt_nllb_chinese_yue	The history of doctors in the United States	0.0
762	bt_nllb_korean	The history of doctors in the United States	0.0
