qid	order	query	bm25.ndcg
840	-1	Geysers	0.2412
841	-1	camel North America	0.4542
842	-1	David McCullough	0.1933
843	-1	Pol Pot	0.5417
844	-1	segmental duplications	0.2292
845	-1	New Jersey tomato	0.3181
846	-1	heredity and obesity	0.2559
847	-1	Portugal World War II	0.3536
848	-1	radio station call letters	0.2253
849	-1	Scalable Vector Graphics	0.4082
850	-1	Mississippi River flood	0.2457
