,qid,order,query,bm25.recip_rank
36,1015624,glove.topn3.replace,s whose defined brutal bloodshed elizabeth ann,0.0
37,1015624,stem.lovins,what s th definit of a blood mar,0.0
38,1015624,word2vec.topn3,s definition bloody mary s of s s defintion definiton brutal ghastly sarah elizabeth,0.0
39,1015624,word2vec.topn3.replace,s of s s defintion definiton brutal ghastly sarah elizabeth,0.0
40,1015624,wordnet.topn3.replace,s definition fucking crashing all fired The Virgin Virgin Mary Madonna,0.0
41,1017690,-1,what is the history of indian music?,1.0
42,1017690,bt_bing_persian,What is India s music history,0.5
43,1017690,conceptnet.topn3,history indian music past subject school chief native dance record rock,0.5
44,1017690,glove.topn3,history indian music historical ever india pakistani songs,0.25
45,1017690,glove.topn3.replace,historical ever india pakistani songs,0.0208
46,1017690,anchor.topn3.replace,recuyel seeg théodrat waipawan mangaorapan sah ku me hu wassamasaw music arr o swapo laqi,0.0
47,1017690,bertqe.topn10.bm25,build lesson around treat artifact,0.0
48,1017690,bertqe.topn10.qld,build lesson around treat artifact,0.0
49,1017690,conceptnet.topn3.replace,past subject school chief native dance record rock,0.0
50,1017690,stem.lovins,what is th histor of ind mus,0.0
51,1017690,stem.paicehusk,what is the hist of ind mus,0.0
52,1017690,stem.trunc4,what is the hist of indi musi,0.0
53,1017690,tagmee.topn3.replace,,0.0
54,1017690,wiki.topn3.replace,,0.0
55,1017690,wordnet.topn3.replace,account story Native American Amerindic medicine euphony,0.0
56,1035857,-1,Why are liberals so quick to defend Saddam?,1.0
57,1035857,bt_nllb_persian,Why are the liberals defending my voice so quickly,0.5
58,1035857,conceptnet.topn3,liberals quick defend saddam left wing fast Saddam bin Hussein at Takriti leader of Iraq,0.5
59,1035857,stem.trunc5,why are liber so quick to defen sadda,0.5
60,1035857,wiki.topn3.replace,social liberalism liberalism thunited states coalition freand open elections modern liberalism united states,0.5
61,1035857,conceptnet.topn3.replace,left wing fast defend Saddam bin Hussein at Takriti leader of Iraq,0.3333
62,1035857,wordnet.topn3,liberals quick defend saddam progressive liberalist flying nimble prompt maintain fight Husain Saddam bin Hussein at Takriti Hussein,0.125
63,1035857,word2vec.topn3.replace,conservatives progressives democrats easy swift rapid protect uphold Sadaam sadam hussein,0.0833
64,1035857,wordnet.topn3.replace,progressive liberalist flying nimble prompt maintain fight Husain Saddam bin Hussein at Takriti Hussein,0.0588
65,1035857,bertqe.topn10.qld,doesn t object saddam be hang,0.0128
66,1035857,bertqe.topn10.bm25,charg war crime doesn t object,0.0
67,1035857,glove.topn3.replace,conservatives easy fast protect hussein iraqi,0.0
68,1035857,stem.trunc4,why are libe so quic to defe sadd,0.0
69,103830,-1,Why do man Arabs hate the west ?,1.0
70,103830,relevancefeedback.topn10.qld,why do man arabs hate the west were god all jew south arab israel iraq muslim,0.5
71,103830,sensedisambiguation.replace,Why do world arabian hate the west,0.5
72,103830,wiki.topn3.replace,zhuang zhou confucianism confucius tao apes humans tool using species human muslim communities asia dhimmi druze arabs hatcrime coercion lgbt social movements hate speech eurocentrism eastern world hegemony western world,0.2
73,103830,wordnet.topn3.replace,military man serviceman humankind Arabian hatred detest Dame Rebecca West Mae West Cicily Isabel Fairfield,0.0909
74,103830,word2vec.topn3,man arabs hate west woman guy men palestinians jews hatred despise east north south,0.0312
75,103830,conceptnet.topn3.replace,boy person arabophobia arab people an emotion destroy your enemy a strong emotion west,0.02
76,103830,bertqe.topn10.qld,conflict west refus acknowledg even,0.0196
77,103830,bertqe.topn10.bm25,simpli observ consecut night compar,0.0
78,103830,glove.topn3.replace,woman person egyptians hatred indeed east north,0.0
79,103830,word2vec.topn3.replace,woman guy men palestinians jews hatred despise east north south,0.0
80,1063812,-1,How do I grow taller?,1.0
81,1063812,bertqe.topn10.bm25,year grow depend how,0.5
82,1063812,bt_nllb_malay,How can I be taller,0.5
83,1063812,bt_nllb_swahili,How can I be taller,0.5
84,1063812,conceptnet.topn3,grow taller a tree bigger tallen,0.5
85,1063812,relevancefeedback.topn10.bm25,how do i grow taller your bright you longer about,0.5
86,1063812,bt_bing_arabic,How do I get taller,0.3333
87,1063812,bt_bing_german,How do I get taller,0.3333
88,1063812,bt_bing_korean,How do I get taller,0.3333
89,1063812,sensedisambiguation.replace,How do I turn tall,0.25
90,1063812,bt_nllb_arabic,How do I get to the height,0.1111
91,1063812,glove.topn3.replace,grown tall bulkier,0.0909
92,1063812,wordnet.topn3.replace,arise spring up grandiloquent tall marvellous,0.0769
93,1063812,stem.paicehusk,how do i grow tal,0.0588
94,1063812,word2vec.topn3.replace,evolve develop tall skinnier stockier,0.0286
95,1063812,bertqe.topn10.qld,your growth proper do get,0.0127
96,1063812,anchor.topn3.replace,critically gross herbland escalada remedio serigrafia,0.0
97,1063812,bt_bing_french,How can I grow,0.0
98,1063812,bt_nllb_french,How can I get bigger,0.0
99,1063812,bt_nllb_german,How do I get bigger,0.0
100,1063812,bt_nllb_russian,How can I grow up,0.0
101,1063812,bt_nllb_tamil,How can I get high,0.0
102,1063812,conceptnet.topn3.replace,a tree bigger grow tallen,0.0
103,1063812,tagmee.topn3.replace,,0.0
104,1063812,wiki.topn3.replace,,0.0
105,1077370,-1,Why do only Humans have Finger prints?,1.0
106,1077370,anchor.topn3.replace,humans nightbug zfi death small prints,0.5
107,1077370,bt_nllb_korean,Why is it that only humans have fingerprints,0.5
108,1077370,conceptluster.topn5.3.bm25,humans finger prints human body fingerprint,0.5
109,1077370,conceptluster.topn5.3.qld,humans finger prints human body fingerprint,0.5
110,1077370,glove.topn3,humans finger prints beings animals thumb reproductions,0.5
111,1077370,stem.trunc5,why do only human have finge print,0.5
112,1077370,tagmee.topn3,humans finger prints Human body Fingerprint,0.5
113,1077370,wiki.topn3,humans finger prints navel forehead healing human body identification fingerprints polygraph fingerprint,0.5
114,1077370,bertqe.topn10.bm25,all grow differ profession newspap,0.25
115,1077370,bt_nllb_russian,Why are only people having fingerprints,0.2
116,1077370,conceptnet.topn3,humans finger prints die only once a country brains ring hand,0.2
117,1077370,wiki.topn3.replace,navel forehead healing human body identification fingerprints polygraph fingerprint,0.2
118,1077370,bt_nllb_german,Why are only people fingerprinted,0.1
119,1077370,conceptnet.topn3.replace,die only once a country brains ring hand prints,0.0909
120,1077370,stem.paicehusk,why do on hum hav fing print,0.0769
121,1077370,wordnet.topn3.replace,mankind digit feel finger s breadth impress publish mark,0.0172
122,1077370,bt_nllb_persian,Why do only humans have fingers,0.0169
123,1077370,bertqe.topn10.qld,against edg paper which thicker,0.0
124,1077370,glove.topn3.replace,beings animals thumb reproductions,0.0
125,1077370,stem.trunc4,why do only huma have fing prin,0.0
126,1077370,word2vec.topn3.replace,animals beings forefinger pinkie lithographs,0.0
127,1082595,-1,what is meant by mobile technology?,0.5
128,1082595,wordnet.topn3.replace,signify entail think Mobile River engineering science applied science,0.0208
129,1082595,anchor.topn3.replace,be television nice petey kyōrinrin harh technology,0.0135
130,1082595,bertqe.topn10.bm25,altern layer hot cool air,0.0
131,1082595,glove.topn3.replace,intended merely phones phone tech,0.0
132,1082595,stem.paicehusk,what is meant by mobl technolog,0.0
133,1082595,stem.trunc4,what is mean by mobi tech,0.0
134,1082595,tagmee.topn3.replace,,0.0
135,1082595,wiki.topn3.replace,,0.0
136,1119420,-1,"Well the black light is UV light.So if it is ""black"" how can it be ""light"" ?",1.0
137,1119420,bertqe.topn10.bm25,interpret your brain be black,0.5
138,1119420,bt_nllb_korean,So black light is ultraviolet so if it s black how can it be light,0.5
139,1119420,glove.topn3,well black light uv light so black light both and white dark bright ultraviolet sunlight white dark bright,0.5
140,1119420,sensedisambiguation.replace,well the black sparkle is ultraviolet light So if it is black how can it be unaccented,0.5
141,1119420,tagmee.topn3.replace,Black light Ultraviolet Intermediate frequency,0.5
142,1119420,wordnet.topn3,well black light uv light so black light intimately considerably advantageously mordant total darkness fatal unaccented illuminate ultraviolet radiation ultraviolet mordant total darkness fatal unaccented illuminate,0.5
143,1119420,bt_nllb_malay,So if it s black how can it be light,0.25
144,1119420,bt_nllb_tamil,So if it s black how can it be light,0.25
145,1119420,anchor.topn3.replace,ekenasio odoptu op kvinnen triplewart black cockatoo well h bredenbury photocycl irradiation ultraviolet light so kvinnen triplewart black cockatoo amphion paladino well h bredenbury amphion paladino,0.1667
146,1119420,glove.topn3.replace,both and white dark bright ultraviolet sunlight light so white dark bright,0.1429
147,1119420,stem.trunc4,well the blac ligh is uv ligh so if it is blac how can it be ligh,0.1429
148,1119420,word2vec.topn3,well black light uv light so black light well nicely poorly white non black dark darkness ultra violet ultraviolet white non black dark darkness,0.0667
149,1119420,wordnet.topn3.replace,intimately considerably advantageously mordant total darkness fatal unaccented illuminate ultraviolet radiation ultraviolet light so mordant total darkness fatal unaccented illuminate,0.0417
150,1119420,wiki.topn3.replace,paint thinner hair dryer blacklight paint black light fluorescence ion helium ultraviolet doppler radar superheterodynreceiver sideband intermediate frequency,0.0278
151,1119420,word2vec.topn3.replace,well nicely poorly white non black dark darkness ultra violet ultraviolet light so white non black dark darkness,0.025
152,1119420,bertqe.topn10.qld,photometri can mean sever thing,0.0
153,1152934,-1,Why don't fat people have to pay more for air travel?,1.0
154,1152934,bt_nllb_french,Why don t the big guys pay more for the thefts,0.5
155,1152934,stem.trunc4,why don t fat peop have to pay more for air trav,0.5
156,1152934,bt_nllb_arabic,Why shouldn t fat people be allowed to pay more to fly,0.125
157,1152934,wiki.topn3,n t fat people pay air travel soldato truck hijacking racket crime boss crime bariatrics overweight body shape obesity bariatrics overweight body shape obesity,0.0233
158,1152934,tagmee.topn3.replace,Boss crime Obesity Obesity,0.0156
159,1152934,word2vec.topn3.replace,n t fatty skinny poeple peole persons paid air water travel,0.0154
160,1152934,anchor.topn3.replace,sør jan anthraconit radujevac cuntywumbl lit el intra muscular people morcenai karasp petwisedsiri montasim dabatuyski saban ghire spectrometry,0.0
161,1152934,bertqe.topn10.bm25,want pai educ expens servic,0.0
162,1152934,bertqe.topn10.qld,yo mama so fat when,0.0
163,1152934,conceptnet.topn3.replace,not No you animal fat endomorphic crowd stupid talk to each other money a check give a gas wind oxygen a highway visit other countries a round trip ticket,0.0
164,1152934,glove.topn3.replace,do not saturated calories others those paid force flying trips,0.0
165,1152934,wiki.topn3.replace,soldato truck hijacking racket crime boss crime bariatrics overweight body shape obesity bariatrics overweight body shape obesity,0.0
166,1152934,wordnet.topn3.replace,n t fill out productive masses citizenry pay up make up bear bare melodic line journey locomote locomotion,0.0
167,1167882,-1,What are the different types of sins and how are they caused?,1.0
168,1167882,bt_bing_arabic,What are the different types of sins and how do they cause them,0.5
169,1167882,bt_nllb_arabic,What are the different types of sins and how do they cause them,0.5
170,1167882,conceptluster.topn5.3.bm25,different types sins caused typology theology sin,0.5
171,1167882,conceptluster.topn5.3.qld,different types sins caused typology theology sin,0.5
172,1167882,conceptnet.topn3,different types sins caused men and women All people People contravariance,0.5
173,1167882,tagmee.topn3,different types sins caused Typology theology Sin,0.5
174,1167882,wordnet.topn3,different types sins caused unlike dissimilar typecast character typewrite blunder hell stimulate make,0.3333
175,1167882,bt_nllb_german,What are the different kinds of sins and how are they caused,0.25
176,1167882,wiki.topn3,different types sins caused fivdiscourses matthew johanninliterature parousia typology theology evil salvation ritual entertainment games sin,0.25
177,1167882,anchor.topn3,different types sins caused loca lobo szygzi blue zoo longsha jing an longzihu,0.2
178,1167882,bt_bing_tamil,What are the different types of sins and how do they occur,0.2
179,1167882,bt_nllb_french,What are the different types of sins and how do they result,0.2
180,1167882,bt_nllb_persian,What are the different types of sins and how do they result,0.2
181,1167882,stem.porter2,what are the differ type of sin and how are they caus,0.2
182,1167882,stem.trunc5,what are the diffe types of sins and how are they cause,0.1667
183,1167882,glove.topn3,different types sins caused various these kinds transgressions misdeeds,0.1429
184,1167882,relevancefeedback.topn10.qld,what are the different types of sins and how are they caused blood you sin we object resolut veloc,0.1429
185,1167882,bt_bing_persian,What are the different types of sins and how are they created,0.1
186,1167882,bt_nllb_chinese_yue,What kind of sin what causes it,0.0833
187,1167882,relevancefeedback.topn10.bm25,what are the different types of sins and how are they caused blood type caus rel object bigger cancer you,0.0833
188,1167882,word2vec.topn3,different types sins caused differnt varying kinds transgressions misdeeds triggered resulted,0.0833
189,1167882,stem.trunc4,what are the diff type of sins and how are they caus,0.0769
190,1167882,bt_nllb_tamil,What is sin and how does it occur,0.0417
191,1167882,bt_nllb_russian,What are the different sins and how do they occur,0.025
192,1167882,wiki.topn3.replace,fivdiscourses matthew johanninliterature parousia typology theology evil salvation ritual entertainment games sin,0.0244
193,1167882,anchor.topn3.replace,loca lobo szygzi blue zoo types longsha jing an longzihu caused,0.0175
194,1167882,tagmee.topn3.replace,Typology theology Sin,0.0161
195,1167882,bt_nllb_swahili,What are the kinds of sins and how do they result,0.0118
196,1167882,bertqe.topn10.bm25,type cancer throat cancer usual,0.0
197,1167882,bertqe.topn10.qld,rotat object rotat about axi,0.0
198,1167882,glove.topn3.replace,various these kinds transgressions misdeeds caused,0.0
199,1167882,sensedisambiguation.replace,What are the unlike type of sine and how are they induce,0.0
200,1167882,stem.lovins,what ar th differ typ of sin and how ar the caus,0.0
201,1167882,stem.paicehusk,what ar the diff type of sin and how ar they caus,0.0
202,1167882,stem.porter,what ar the differ type of sin and how ar thei caus,0.0
203,1167882,word2vec.topn3.replace,differnt varying kinds transgressions misdeeds triggered resulted,0.0
204,1167882,wordnet.topn3.replace,unlike dissimilar typecast character typewrite blunder hell stimulate make,0.0
205,1199639,-1,"How to ""LOSE""all body fat ?",1.0
206,1199639,bt_nllb_malay,How do you MEDIATE all the body fat,0.5
207,1199639,bt_nllb_tamil,How can you lose body fat,0.5
208,1199639,bt_bing_malay,How to LOSS all body fat,0.3333
209,1199639,glove.topn3,lose body fat lost head saturated calories,0.3333
210,1199639,bt_nllb_arabic,How do you check all the fat in your body,0.25
211,1199639,conceptnet.topn3.replace,lose human head hand animal fat endomorphic,0.1667
212,1199639,word2vec.topn3.replace,lost body fatty skinny,0.0909
213,1199639,stem.lovins,how to los al bod fat,0.0556
214,1199639,anchor.topn3.replace,worse lose world br i amphion paladino body cuntywumbl lit el intra muscular,0.0345
215,1199639,bertqe.topn10.qld,from find what work do,0.0
216,1199639,glove.topn3.replace,lost head saturated calories,0.0
217,1199639,tagmee.topn3.replace,,0.0
218,1199639,wiki.topn3.replace,,0.0
219,1199639,wordnet.topn3.replace,recede fall behind dead body physical structure fill out productive,0.0
220,1254390,-1,how do i deap fry chicken?,0.5
221,1254390,wordnet.topn3.replace,deap minor Christopher Fry shaver yellow bellied lily livered Gallus gallus,0.3333
222,1254390,bt_nllb_russian,How do I bake chicken,0.25
223,1254390,sensedisambiguation.replace,how do i deap fry wimp,0.1667
224,1254390,bt_bing_chinese_simplified,How do I eat fried chicken,0.1429
225,1254390,stem.lovins,how do i deap fry chick,0.1111
226,1254390,stem.paicehusk,how do i deap fry chick,0.1111
227,1254390,stem.trunc5,how do i deap fry chick,0.1111
228,1254390,stem.trunc4,how do i deap fry chic,0.0667
229,1254390,conceptnet.topn3,deap fry chicken heat bird egg hen,0.0435
230,1254390,bt_nllb_german,How do I make the chicken,0.0333
231,1254390,anchor.topn3.replace,nirgal shalbatana reull fry santandereana masala hồ,0.0323
232,1254390,conceptnet.topn3.replace,deap heat bird egg hen,0.0128
233,1254390,word2vec.topn3.replace,briney breath ocean deep fry poultry,0.01
234,1254390,bt_nllb_chinese_yue,How do I eat chicken,0.0
235,1254390,glove.topn3.replace,deap cook js bb cooked meat,0.0
236,1262692,-1,How can I get rid of pimples on my back?,1.0
237,1262692,wordnet.topn3,get rid pimples back fuck off incur buzz off free disembarrass hickey zit spine dorsum plump for,0.1667
238,1262692,anchor.topn3.replace,drive differences chak chak stojkovićevo okruglica stojkovićeva pimples kristma ever clos morefar,0.1429
239,1262692,word2vec.topn3,get rid pimples back obtain give go eradicate banish eliminate zits acne forward back down,0.1429
240,1262692,bt_bing_russian,How do you get rid of acne on your back,0.0278
241,1262692,word2vec.topn3.replace,obtain give go eradicate banish eliminate zits acne forward back down,0.02
242,1262692,bertqe.topn10.bm25,tension can caus sudden back,0.0
243,1262692,bt_bing_malay,How can I get rid of acne on my back,0.0
244,1262692,bt_bing_swahili,How can I remove the sting on my back,0.0
245,1262692,bt_nllb_arabic,How can I get rid of bugs on my back,0.0
246,1262692,bt_nllb_chinese_yue,How can I get rid of my back,0.0
247,1262692,bt_nllb_french,How do I get rid of buttons on my back,0.0
248,1262692,bt_nllb_korean,How do you get rid of this thing on your back,0.0
249,1262692,bt_nllb_malay,How can I get rid of the acne in my back,0.0
250,1262692,bt_nllb_persian,How do I get rid of my back pain,0.0
251,1262692,bt_nllb_russian,How do you get rid of the spleen,0.0
252,1262692,bt_nllb_swahili,How can I remove the sores on my back,0.0
253,1262692,bt_nllb_tamil,How can I get rid of the worms in my back,0.0
254,1262692,conceptnet.topn3.replace,receive rid a person return reply front,0.0
255,1262692,glove.topn3.replace,got eliminate unfortunately js ooooooooooooooooooooooooooooooooooooooo coming then,0.0
256,1262692,stem.trunc4,how can i get rid of pimp on my back,0.0
257,1262692,tagmee.topn3.replace,Can I Get A,0.0
258,1262692,wiki.topn3.replace,girl s best friend fiesta r kelly song owme get,0.0
259,1262692,wordnet.topn3.replace,fuck off incur buzz off free disembarrass hickey zit spine dorsum plump for,0.0
260,1282199,-1,how can I hide the cuts on my wrists?,1.0
261,1282199,bt_bing_arabic,How can I hide wounds on my wrist,0.5
262,1282199,bt_bing_korean,How can I hide a wound on my wrist,0.5
263,1282199,bt_bing_malay,How can I hide a wound on my wrist,0.5
264,1282199,bt_bing_russian,How do I hide cuts on my wrists,0.5
265,1282199,bt_nllb_arabic,How do I hide my wrists,0.5
266,1282199,bt_nllb_french,How do I hide the cuts on my wrists,0.5
267,1282199,bt_nllb_malay,How can I hide the wound in my wrist,0.5
268,1282199,sensedisambiguation.replace,how can I shroud the stinger on my wrist,0.5
269,1282199,word2vec.topn3,hide cuts wrists conceal reductions ankles fingers,0.5
270,1282199,bt_nllb_chinese_yue,How can I hide the scar on my wrist,0.3333
271,1282199,relevancefeedback.topn10.bm25,how can i hide the cuts on my wrists you have get about sprai again,0.3333
272,1282199,relevancefeedback.topn10.qld,how can i hide the cuts on my wrists you her lunat ag your,0.3333
273,1282199,bt_bing_chinese_simplified,How to hide a wound on the wrist,0.2
274,1282199,bt_bing_swahili,How can I hide the cuts on my hands,0.2
275,1282199,bt_bing_tamil,How do I cover cuts on my wrist,0.2
276,1282199,bt_nllb_persian,How can I hide my hand cuts,0.2
277,1282199,bertqe.topn10.bm25,i have tendin my wrist,0.1667
278,1282199,glove.topn3,hide cuts wrists conceal ankles forearms,0.1667
279,1282199,bt_nllb_korean,How can we hide the torn wounds in the wrist,0.0769
280,1282199,wordnet.topn3.replace,obliterate skin veil swing swerve veer articulatio radiocarpea wrist joint,0.0588
281,1282199,anchor.topn3,hide cuts wrists twelve hid hide hide book,0.0345
282,1282199,anchor.topn3.replace,twelve hid hide hide book cuts wrists,0.027
283,1282199,conceptnet.topn3.replace,seek surprise someone game cuts wristwarmer,0.0154
284,1282199,bt_nllb_swahili,How can I hide my hand wounds,0.0
285,1282199,glove.topn3.replace,conceal cuts ankles forearms,0.0
286,1282199,stem.lovins,how can i hid th cut on my wr,0.0
287,1282199,tagmee.topn3.replace,,0.0
288,1282199,wiki.topn3.replace,,0.0
289,1282199,word2vec.topn3.replace,conceal reductions ankles fingers,0.0
290,1287437,-1,how can i lose 30 pounds by june3?,0.5
291,1287437,anchor.topn3,lose pounds june worse lose world br i thalatheen,0.3333
292,1287437,bt_bing_chinese_simplified,How can I lose pounds by June th,0.3333
293,1287437,bt_bing_french,How can I lose pounds by June rd,0.3333
294,1287437,bt_bing_russian,How can I lose pounds by June rd,0.3333
295,1287437,bt_nllb_chinese_yue,How can I lose pounds by June rd,0.3333
296,1287437,bt_nllb_french,How can I lose pounds before June rd,0.3333
297,1287437,conceptnet.topn3,lose pounds june weight plural of pound,0.3333
298,1287437,sensedisambiguation,how can i lose suffer thirty pounds syrian pound by june,0.3333
299,1287437,glove.topn3.replace,lost kilos kilograms june,0.25
300,1287437,word2vec.topn3,lose pounds june lost lbs kilograms kilos,0.25
301,1287437,anchor.topn3.replace,worse lose world br i thalatheen pounds june,0.2
302,1287437,bt_bing_arabic,How do I lose pounds by June,0.1429
303,1287437,conceptluster.topn5.3.bm25,lose pounds june pound mass canadian dollar,0.1429
304,1287437,conceptluster.topn5.3.qld,lose pounds june canadian dollar pound mass,0.1429
305,1287437,tagmee.topn3,lose pounds june Canadian dollar Pound mass,0.1429
306,1287437,bt_nllb_korean,How can we cut pounds by June,0.1111
307,1287437,word2vec.topn3.replace,lost lbs kilograms kilos june,0.0833
308,1287437,wordnet.topn3,lose pounds june recede fall behind thirty xxx pound sterling hammer British pound sterling,0.0769
309,1287437,tagmee.topn3.replace,Canadian dollar Pound mass,0.0455
310,1287437,wordnet.topn3.replace,recede fall behind thirty xxx pound sterling hammer British pound sterling june,0.0333
311,1287437,wiki.topn3,lose pounds june canada currencies canada government canada canadian dollar metricated units units mass customary units measurement united states pound mass,0.025
312,1287437,stem.lovins,how can i los pound by jun,0.0213
313,1287437,stem.paicehusk,how can i los pound by jun,0.0213
314,1287437,stem.trunc4,how can i lose poun by june,0.0161
315,1287437,sensedisambiguation.replace,how can i suffer thirty syrian pound by june,0.0154
316,1287437,bertqe.topn10.bm25,when somebodi answer question i,0.0
317,1287437,bertqe.topn10.qld,you try cook them still,0.0
318,1287437,wiki.topn3.replace,canada currencies canada government canada canadian dollar metricated units units mass customary units measurement united states pound mass,0.0
319,1290612,-1,why do anxiety and depression seem to coexist?,1.0
320,1290612,bt_nllb_chinese_yue,Why does anxiety and depression seem to be the same thing,0.5
321,1290612,tagmee.topn3.replace,Doctor of Osteopathic Medicine Anxiety Depression mood,0.25
322,1290612,wiki.topn3.replace,american osteopathic association american board medical specialties american nurses credentialing center doctor osteopathic medicine social anxiety disorder anxiety disorder personality disorder anxiety major depressivdisorder depression psychology bipolar disorder depression mood,0.1667
323,1290612,wordnet.topn3.replace,anxiousness depressive disorder natural depression look appear coexist,0.1667
324,1290612,stem.paicehusk,why do anxy and depress seem to coex,0.0714
325,1290612,bt_nllb_persian,Why do thinking and depression interact,0.0526
326,1290612,glove.topn3.replace,nervousness anxiety alcoholism seem co exist,0.0286
327,1290612,word2vec.topn3.replace,nervousness uneasiness anxiety appear co exist,0.0256
328,1290612,bt_nllb_german,Why do fear and depression seem to be linked,0.0175
329,1290612,bertqe.topn10.bm25,you depress you don t seem,0.0
330,1290612,conceptnet.topn3.replace,a person socialising hearing the news suicide be exist,0.0
331,1290612,stem.lovins,why do anxies and depres seem to coec,0.0
332,1290612,stem.trunc4,why do anxi and depr seem to coex,0.0
333,1290612,stem.trunc5,why do anxie and depre seem to coexi,0.0
334,1292734,-1,what color you like the most and why?,1.0
335,1292734,bt_nllb_french,What color do you prefer and why,0.5
336,1292734,bt_bing_french,Which color do you like the most and why,0.3333
337,1292734,bt_bing_german,Which color do you like best and why,0.3333
338,1292734,bt_bing_korean,Which color do you like the most and why,0.3333
339,1292734,bt_bing_russian,Which color do you like the most and why,0.3333
340,1292734,bt_bing_tamil,Which color do you like the most and why,0.3333
341,1292734,relevancefeedback.topn10.bm25,what color you like the most and why white wave why black good he,0.2
342,1292734,stem.lovins,what color you lik th most and why,0.2
343,1292734,sensedisambiguation,what color semblance you like wish the most and why,0.1667
344,1292734,glove.topn3,color like colour such even,0.1429
345,1292734,wordnet.topn3,color like people of colour color in colourise the like comparable the likes of,0.125
346,1292734,anchor.topn3,color like color colour truecolor complications happens na independent,0.1111
347,1292734,wordnet.topn3.replace,people of colour color in colourise the like comparable the likes of,0.1111
348,1292734,word2vec.topn3,color like colour lke liek want,0.1
349,1292734,conceptnet.topn3,color like blue paint red love servant,0.0556
350,1292734,bt_bing_chinese_simplified,What s your favorite color and why,0.04
351,1292734,bt_bing_swahili,What s your favorite color and why,0.04
352,1292734,anchor.topn3.replace,color colour truecolor complications happens na independent,0.0333
353,1292734,relevancefeedback.topn10.qld,what color you like the most and why white milk more i quasar ey colour,0.027
