,qid,order,query,qld.map
38,1015624,conceptnet.topn3,s definition bloody mary fucking all firedly Blessed Virgin,0.4067
39,1015624,bt_bing_swahili,What is the meaning of the blood mary,0.4016
40,1015624,glove.topn3,s definition bloody mary s whose defined brutal bloodshed elizabeth ann,0.3152
41,1015624,wiki.topn3,s definition bloody mary mirari vos qui pluribus codof canon law papal infallibility catherine aragon counts habsburg catherinof aragon mary england,0.2394
42,1015624,stem.trunc5,what s the defin of a blood mary,0.2196
43,1015624,wordnet.topn3,s definition bloody mary fucking crashing all fired The Virgin Virgin Mary Madonna,0.1908
44,1015624,word2vec.topn3,s definition bloody mary s of s s defintion definiton brutal ghastly sarah elizabeth,0.1139
45,1015624,tagmee.topn3.replace,Papal infallibility Mary I of England,0.0828
46,1015624,anchor.topn3,s definition bloody mary b v v s pop up ad wiki wiki yimam lusaria crockett stark,0.071
47,1015624,bt_nllb_german,What s the definition of a fucking Mary,0.0594
48,1015624,wiki.topn3.replace,mirari vos qui pluribus codof canon law papal infallibility catherine aragon counts habsburg catherinof aragon mary england,0.0251
49,1015624,bt_nllb_french,What s the definition of a holy Mary,0.0166
50,1015624,stem.trunc4,what s the defi of a bloo mary,0.0138
51,1015624,wordnet.topn3.replace,s definition fucking crashing all fired The Virgin Virgin Mary Madonna,0.0114
52,1015624,bertqe.topn10.bm25,yeah what said now get,0.0057
53,1015624,bt_nllb_chinese_yue,What is the definition of a virgin,0.0013
54,1015624,glove.topn3.replace,s whose defined brutal bloodshed elizabeth ann,0.0007
55,1015624,anchor.topn3.replace,b v v s pop up ad wiki wiki bloody yimam lusaria crockett stark,0.0
56,1015624,conceptnet.topn3.replace,s definition fucking all firedly Blessed Virgin,0.0
57,1015624,stem.lovins,what s th definit of a blood mar,0.0
58,1015624,word2vec.topn3.replace,s of s s defintion definiton brutal ghastly sarah elizabeth,0.0
59,1017690,-1,what is the history of indian music?,0.2875
60,1017690,word2vec.topn3,history indian music history india non indian music,0.1367
61,1017690,relevancefeedback.topn10.bm25,what is the history of indian music music myth th can i,0.0701
62,1017690,word2vec.topn3.replace,history india non indian music,0.0513
63,1017690,relevancefeedback.topn10.qld,what is the history of indian music i can tribe muscoota music india have,0.0426
64,1017690,anchor.topn3,history indian music recuyel seeg théodrat waipawan mangaorapan sah ku me hu wassamasaw music arr o swapo laqi,0.0376
65,1017690,wordnet.topn3,history indian music account story Native American Amerindic medicine euphony,0.0286
66,1017690,bt_bing_persian,What is India s music history,0.0236
67,1017690,glove.topn3,history indian music historical ever india pakistani songs,0.0197
68,1017690,conceptnet.topn3,history indian music past subject school chief native dance record rock,0.008
69,1017690,stem.trunc5,what is the histo of india music,0.0078
70,1017690,glove.topn3.replace,historical ever india pakistani songs,0.0026
71,1017690,anchor.topn3.replace,recuyel seeg théodrat waipawan mangaorapan sah ku me hu wassamasaw music arr o swapo laqi,0.0
72,1017690,bertqe.topn10.bm25,build lesson around treat artifact,0.0
73,1017690,bertqe.topn10.qld,build lesson around treat artifact,0.0
74,1017690,conceptnet.topn3.replace,past subject school chief native dance record rock,0.0
75,1017690,stem.lovins,what is th histor of ind mus,0.0
76,1017690,stem.paicehusk,what is the hist of ind mus,0.0
77,1017690,stem.trunc4,what is the hist of indi musi,0.0
78,1017690,tagmee.topn3.replace,,0.0
79,1017690,wiki.topn3.replace,,0.0
80,1017690,wordnet.topn3.replace,account story Native American Amerindic medicine euphony,0.0
81,1035857,-1,Why are liberals so quick to defend Saddam?,0.3345
82,1035857,bt_bing_persian,Why are liberals defending Saddam so quickly,0.319
83,1035857,bt_bing_chinese_simplified,Why were liberals so quick to defend Saddam,0.3067
84,1035857,bt_nllb_french,Why are the Liberals defending Saddam so fast,0.304
85,1035857,stem.porter2,whi are liber so quick to defend saddam,0.2817
86,1035857,bt_bing_tamil,Why are liberals in such a hurry to defend Saddam,0.2759
87,1035857,bt_bing_arabic,Why are liberals rushing to defend Saddam,0.2613
88,1035857,stem.porter,why ar liber so quick to defend saddam,0.2594
89,1035857,bt_nllb_chinese_yue,Why did liberals defend Saddam so quickly,0.2422
90,1035857,relevancefeedback.topn10.qld,why are liberals so quick to defend saddam actual answer i we he liber,0.1964
91,1035857,conceptluster.topn5.3.bm25,liberals quick defend saddam modern liberalism united states,0.1334
92,1035857,conceptluster.topn5.3.qld,liberals quick defend saddam modern liberalism united states,0.1334
93,1035857,tagmee.topn3,liberals quick defend saddam Modern liberalism in the United States,0.1334
94,1035857,stem.paicehusk,why ar lib so quick to defend saddam,0.1282
95,1035857,bt_nllb_russian,Why are the liberals protecting Saddam so quickly,0.1113
96,1035857,stem.lovins,why ar liber so quick to defens saddam,0.0982
97,1035857,relevancefeedback.topn10.bm25,why are liberals so quick to defend saddam actual i left aclu french liber america answer,0.0973
98,1035857,word2vec.topn3,liberals quick defend saddam conservatives progressives democrats easy swift rapid protect uphold Sadaam sadam hussein,0.0912
99,1035857,bt_nllb_persian,Why are the liberals defending my voice so quickly,0.0688
100,1035857,sensedisambiguation,Why are liberals liberal so quick to defend maintain Saddam hussein,0.0666
101,1035857,word2vec.topn3.replace,conservatives progressives democrats easy swift rapid protect uphold Sadaam sadam hussein,0.0402
102,1035857,bt_bing_korean,Why are liberals so quick to defend Saddam Hussein,0.0371
103,1035857,anchor.topn3,liberals quick defend saddam ascat quicke quick libero midfield present ngasanya ngasanja iloumi,0.035
104,1035857,glove.topn3,liberals quick defend saddam conservatives easy fast protect hussein iraqi,0.0346
105,1035857,conceptnet.topn3,liberals quick defend saddam left wing fast Saddam bin Hussein at Takriti leader of Iraq,0.0218
106,1035857,wiki.topn3,liberals quick defend saddam social liberalism liberalism thunited states coalition freand open elections modern liberalism united states,0.0218
107,1035857,wordnet.topn3,liberals quick defend saddam progressive liberalist flying nimble prompt maintain fight Husain Saddam bin Hussein at Takriti Hussein,0.0126
108,1035857,stem.trunc5,why are liber so quick to defen sadda,0.0102
109,1035857,conceptnet.topn3.replace,left wing fast defend Saddam bin Hussein at Takriti leader of Iraq,0.0074
110,1035857,sensedisambiguation.replace,Why are liberal so quick to maintain hussein,0.0071
111,1035857,anchor.topn3.replace,liberals ascat quicke quick libero midfield present ngasanya ngasanja iloumi,0.0057
112,1035857,wordnet.topn3.replace,progressive liberalist flying nimble prompt maintain fight Husain Saddam bin Hussein at Takriti Hussein,0.0044
113,1035857,tagmee.topn3.replace,Modern liberalism in the United States,0.0005
114,1035857,wiki.topn3.replace,social liberalism liberalism thunited states coalition freand open elections modern liberalism united states,0.0004
115,1035857,bertqe.topn10.qld,doesn t object saddam be hang,0.0003
116,1035857,glove.topn3.replace,conservatives easy fast protect hussein iraqi,0.0003
117,1035857,bertqe.topn10.bm25,charg war crime doesn t object,0.0
118,1035857,stem.trunc4,why are libe so quic to defe sadd,0.0
119,103830,-1,Why do man Arabs hate the west ?,0.2134
120,103830,termluster.topn5.3.bm25,man arabs hate west,0.2129
121,103830,termluster.topn5.3.qld,man arabs hate west,0.2129
122,103830,thesaurus.topn3,man arabs hate west,0.2129
123,103830,thesaurus.topn3.replace,man arabs hate west,0.2129
124,103830,tagmee.topn3,man arabs hate west Tao Human Arabs Hate speech Western world,0.177
125,103830,stem.porter2,whi do man arab hate the west,0.1587
126,103830,conceptluster.topn5.3.bm25,man arabs hate west tao western world hate speech human,0.1322
127,103830,conceptluster.topn5.3.qld,man arabs hate west hate speech tao human western world,0.1322
128,103830,relevancefeedback.topn10.bm25,why do man arabs hate the west all you i arab east iraq,0.1153
129,103830,sensedisambiguation,Why do man world Arabs arabian hate the west,0.0909
130,103830,bt_nllb_arabic,Why are Arabs turning to the West,0.0869
131,103830,stem.paicehusk,why do man arab hat the west,0.086
132,103830,conceptnet.topn3,man arabs hate west boy person arabophobia arab people an emotion destroy your enemy a strong emotion,0.0806
133,103830,wordnet.topn3,man arabs hate west military man serviceman humankind Arabian hatred detest Dame Rebecca West Mae West Cicily Isabel Fairfield,0.0746
134,103830,stem.lovins,why do man arab hat th west,0.0689
135,103830,anchor.topn3,man arabs hate west man controversi man releas a concepts psychoanalyt hakō west discographi east wjpw cd,0.053
136,103830,tagmee.topn3.replace,Tao Human Arabs Hate speech Western world,0.0484
137,103830,relevancefeedback.topn10.qld,why do man arabs hate the west were god all jew south arab israel iraq muslim,0.0431
138,103830,wiki.topn3,man arabs hate west zhuang zhou confucianism confucius tao apes humans tool using species human muslim communities asia dhimmi druze arabs hatcrime coercion lgbt social movements hate speech eurocentrism eastern world hegemony western world,0.0403
139,103830,glove.topn3,man arabs hate west woman person egyptians hatred indeed east north,0.0186
140,103830,sensedisambiguation.replace,Why do world arabian hate the west,0.0164
141,103830,word2vec.topn3,man arabs hate west woman guy men palestinians jews hatred despise east north south,0.0152
142,103830,anchor.topn3.replace,man controversi man releas a arabs concepts psychoanalyt hakō west discographi east wjpw cd,0.011
143,103830,wordnet.topn3.replace,military man serviceman humankind Arabian hatred detest Dame Rebecca West Mae West Cicily Isabel Fairfield,0.0073
144,103830,wiki.topn3.replace,zhuang zhou confucianism confucius tao apes humans tool using species human muslim communities asia dhimmi druze arabs hatcrime coercion lgbt social movements hate speech eurocentrism eastern world hegemony western world,0.0028
145,103830,word2vec.topn3.replace,woman guy men palestinians jews hatred despise east north south,0.0022
146,103830,glove.topn3.replace,woman person egyptians hatred indeed east north,0.0007
147,103830,bertqe.topn10.bm25,simpli observ consecut night compar,0.0
148,103830,bertqe.topn10.qld,conflict west refus acknowledg even,0.0
149,103830,conceptnet.topn3.replace,boy person arabophobia arab people an emotion destroy your enemy a strong emotion west,0.0
150,1063812,-1,How do I grow taller?,0.4047
151,1063812,bt_nllb_korean,How can you grow taller,0.3998
152,1063812,bt_bing_swahili,How can I grow taller,0.3912
153,1063812,anchor.topn3,grow taller critically gross herbland escalada remedio serigrafia,0.3899
154,1063812,relevancefeedback.topn10.qld,how do i grow taller bright you my taller u,0.3543
155,1063812,sensedisambiguation,How do I grow turn taller tall,0.3297
156,1063812,relevancefeedback.topn10.bm25,how do i grow taller your bright you longer about,0.2889
157,1063812,wordnet.topn3,grow taller arise spring up grandiloquent tall marvellous,0.2664
158,1063812,glove.topn3,grow taller grown tall bulkier,0.2402
159,1063812,word2vec.topn3,grow taller evolve develop tall skinnier stockier,0.2194
160,1063812,bt_bing_arabic,How do I get taller,0.2095
161,1063812,bt_bing_german,How do I get taller,0.2095
162,1063812,bt_bing_korean,How do I get taller,0.2095
163,1063812,bt_bing_persian,How to get taller,0.1982
164,1063812,conceptnet.topn3,grow taller a tree bigger tallen,0.197
165,1063812,bt_bing_malay,How can I get taller,0.1858
166,1063812,bt_nllb_persian,How can I get taller,0.1858
167,1063812,bt_nllb_malay,How can I be taller,0.1835
168,1063812,bt_nllb_swahili,How can I be taller,0.1835
169,1063812,stem.krovetz,how do i grow tall,0.1101
170,1063812,stem.trunc4,how do i grow tall,0.1101
171,1063812,stem.trunc5,how do i grow talle,0.1101
172,1063812,sensedisambiguation.replace,How do I turn tall,0.048
173,1063812,glove.topn3.replace,grown tall bulkier,0.0369
174,1063812,bertqe.topn10.bm25,year grow depend how,0.0119
175,1063812,word2vec.topn3.replace,evolve develop tall skinnier stockier,0.0055
176,1063812,bt_nllb_arabic,How do I get to the height,0.005
177,1063812,bt_bing_french,How can I grow,0.0045
178,1063812,stem.paicehusk,how do i grow tal,0.0027
179,1063812,bt_nllb_russian,How can I grow up,0.0017
180,1063812,wordnet.topn3.replace,arise spring up grandiloquent tall marvellous,0.0007
181,1063812,anchor.topn3.replace,critically gross herbland escalada remedio serigrafia,0.0
182,1063812,bertqe.topn10.qld,your growth proper do get,0.0
183,1063812,bt_nllb_french,How can I get bigger,0.0
184,1063812,bt_nllb_german,How do I get bigger,0.0
185,1063812,bt_nllb_tamil,How can I get high,0.0
186,1063812,conceptnet.topn3.replace,a tree bigger grow tallen,0.0
187,1063812,tagmee.topn3.replace,,0.0
188,1063812,wiki.topn3.replace,,0.0
189,1077370,-1,Why do only Humans have Finger prints?,0.4929
190,1077370,anchor.topn3,humans finger prints nightbug zfi death small,0.4161
191,1077370,stem.porter2,whi do onli human have finger print,0.329
192,1077370,sensedisambiguation,Why do only Humans homo have Finger prints print,0.2827
193,1077370,relevancefeedback.topn10.bm25,why do only humans have finger prints print all ap don t human differ,0.2041
194,1077370,relevancefeedback.topn10.qld,why do only humans have finger prints fingerprint print hand all human you paper,0.1704
195,1077370,stem.lovins,why do onl human hav finger print,0.1697
196,1077370,sensedisambiguation.replace,Why do only homo have finger print,0.167
197,1077370,conceptluster.topn5.3.bm25,humans finger prints human body fingerprint,0.158
198,1077370,conceptluster.topn5.3.qld,humans finger prints human body fingerprint,0.158
199,1077370,tagmee.topn3,humans finger prints Human body Fingerprint,0.158
200,1077370,wordnet.topn3,humans finger prints mankind digit feel finger s breadth impress publish mark,0.1163
201,1077370,conceptnet.topn3,humans finger prints die only once a country brains ring hand,0.1118
202,1077370,word2vec.topn3,humans finger prints animals beings forefinger pinkie lithographs,0.0765
203,1077370,bt_nllb_chinese_yue,Why are only humans fingerprinted,0.0676
204,1077370,bt_nllb_french,Why are only humans fingerprinted,0.0676
205,1077370,bt_nllb_malay,Why are only humans fingerprinted,0.0676
206,1077370,bt_nllb_swahili,Why are only humans fingerprinted,0.0676
207,1077370,bt_bing_arabic,Why do only humans have fingerprints,0.0675
208,1077370,bt_bing_chinese_simplified,Why do only humans have fingerprints,0.0675
209,1077370,bt_bing_french,Why do only humans have fingerprints,0.0675
210,1077370,bt_bing_german,Why do only humans have fingerprints,0.0675
211,1077370,bt_bing_korean,Why do only humans have fingerprints,0.0675
212,1077370,bt_bing_persian,Why do only humans have fingerprints,0.0675
213,1077370,bt_bing_russian,Why do only humans have fingerprints,0.0675
214,1077370,bt_bing_swahili,Why do only humans have fingerprints,0.0675
215,1077370,bt_bing_tamil,Why do only humans have fingerprints,0.0675
216,1077370,bt_nllb_arabic,Why do only humans have fingerprints,0.0675
217,1077370,bt_nllb_tamil,Why do only humans have fingerprints,0.0675
218,1077370,bt_nllb_korean,Why is it that only humans have fingerprints,0.0669
219,1077370,tagmee.topn3.replace,Human body Fingerprint,0.0645
220,1077370,wiki.topn3,humans finger prints navel forehead healing human body identification fingerprints polygraph fingerprint,0.0613
221,1077370,anchor.topn3.replace,humans nightbug zfi death small prints,0.043
222,1077370,glove.topn3,humans finger prints beings animals thumb reproductions,0.04
223,1077370,bt_nllb_german,Why are only people fingerprinted,0.0381
224,1077370,bt_nllb_russian,Why are only people having fingerprints,0.035
225,1077370,wiki.topn3.replace,navel forehead healing human body identification fingerprints polygraph fingerprint,0.0285
226,1077370,conceptnet.topn3.replace,die only once a country brains ring hand prints,0.0137
227,1077370,stem.trunc5,why do only human have finge print,0.0135
228,1077370,bt_nllb_persian,Why do only humans have fingers,0.0104
229,1077370,bertqe.topn10.bm25,all grow differ profession newspap,0.0
230,1077370,bertqe.topn10.qld,against edg paper which thicker,0.0
231,1077370,glove.topn3.replace,beings animals thumb reproductions,0.0
232,1077370,stem.paicehusk,why do on hum hav fing print,0.0
233,1077370,stem.trunc4,why do only huma have fing prin,0.0
234,1077370,word2vec.topn3.replace,animals beings forefinger pinkie lithographs,0.0
235,1077370,wordnet.topn3.replace,mankind digit feel finger s breadth impress publish mark,0.0
236,1082595,-1,what is meant by mobile technology?,0.3446
237,1082595,sensedisambiguation,what is meant think of by mobile technology,0.339
238,1082595,conceptnet.topn3,meant mobile technology ploughland meaned cell Mobile River automotive technology,0.3296
239,1082595,relevancefeedback.topn10.bm25,what is meant by mobile technology develop mobil cellular can gsm cingular phone i featur,0.2384
240,1082595,wordnet.topn3,meant mobile technology signify entail think Mobile River engineering science applied science,0.2248
241,1082595,anchor.topn3,meant mobile technology be television nice petey kyōrinrin harh,0.2214
242,1082595,word2vec.topn3,meant mobile technology intended means mean non mobile portable science,0.2191
243,1082595,conceptnet.topn3.replace,ploughland meaned cell Mobile River automotive technology,0.1858
244,1082595,glove.topn3,meant mobile technology intended merely phones phone tech,0.1466
245,1082595,relevancefeedback.topn10.qld,what is meant by mobile technology develop commerc bluetooth phone can gsm oil data cingular,0.123
246,1082595,bertqe.topn10.qld,differ techlog than t mobil,0.113
247,1082595,stem.trunc5,what is meant by mobil techn,0.0419
248,1082595,wordnet.topn3.replace,signify entail think Mobile River engineering science applied science,0.0038
249,1082595,word2vec.topn3.replace,intended means mean non mobile portable science,0.0013
250,1082595,stem.paicehusk,what is meant by mobl technolog,0.0006
251,1082595,glove.topn3.replace,intended merely phones phone tech,0.0005
252,1082595,anchor.topn3.replace,be television nice petey kyōrinrin harh technology,0.0
253,1082595,bertqe.topn10.bm25,altern layer hot cool air,0.0
254,1082595,stem.trunc4,what is mean by mobi tech,0.0
255,1082595,tagmee.topn3.replace,,0.0
256,1082595,wiki.topn3.replace,,0.0
257,1119420,-1,"Well the black light is UV light.So if it is ""black"" how can it be ""light"" ?",0.2704
258,1119420,bt_nllb_persian,So black light is UV light so if it s black how can it be light,0.2676
259,1119420,bt_nllb_german,The black light is UV light so if it s black how can it be light,0.2667
260,1119420,bt_bing_french,Well black light is UV light So if it s black how can it be clear,0.2647
261,1119420,stem.lovins,wel th black light is uv light so if it is black how can it be light,0.263
262,1119420,bt_bing_persian,Good black light is UV light So if it s black how can it be light,0.2579
263,1119420,bt_bing_tamil,Well black light UV light How can it be light if it s black,0.2579
264,1119420,bt_bing_arabic,Well black light is UV light So if it s black how can it be light,0.2577
265,1119420,bt_bing_korean,Well black light is UV light So if it s black how can it be light,0.2577
266,1119420,bt_bing_malay,Well black light is UV light So if it s black how can it be light,0.2577
267,1119420,bt_nllb_swahili,Well black light is UV light So if it s black how can it be light,0.2577
268,1119420,relevancefeedback.topn10.bm25,well the black light is uv light so if it is black how can it be light have energi,0.2156
269,1119420,bt_bing_german,Well the black light is UV light So if it s black how can it be bright,0.1797
270,1119420,sensedisambiguation,Well the black light sparkle is UV ultraviolet light So if it is black how can it be light unaccented,0.1731
271,1119420,conceptluster.topn5.3.bm25,well black light uv light so black light ultraviolet black light intermediate frequency,0.1611
272,1119420,conceptluster.topn5.3.qld,well black light uv light so black light black light ultraviolet intermediate frequency,0.1611
273,1119420,tagmee.topn3,well black light uv light so black light Black light Ultraviolet Intermediate frequency,0.1611
274,1119420,relevancefeedback.topn10.qld,well the black light is uv light so if it is black how can it be light you curv milk colour,0.1552
275,1119420,wiki.topn3,well black light uv light so black light paint thinner hair dryer blacklight paint black light fluorescence ion helium ultraviolet doppler radar superheterodynreceiver sideband intermediate frequency,0.1526
276,1119420,conceptnet.topn3,well black light uv light so black light famous health oil coal color mist lantern energy ultraviolet black light,0.0947
277,1119420,anchor.topn3,well black light uv light so black light ekenasio odoptu op kvinnen triplewart black cockatoo well h bredenbury photocycl irradiation ultraviolet kvinnen triplewart black cockatoo amphion paladino well h bredenbury amphion paladino,0.0915
278,1119420,stem.trunc4,well the blac ligh is uv ligh so if it is blac how can it be ligh,0.0744
279,1119420,bt_nllb_chinese_yue,Black light is ultraviolet light so if it s black why is it light,0.0683
280,1119420,bt_bing_chinese_simplified,Well black light is ultraviolet light So how can it be light if it s black,0.0667
281,1119420,bt_bing_russian,Well black light is ultraviolet light So if it s black then how can it be light,0.0667
282,1119420,bt_nllb_russian,Well black light is ultraviolet light so if it s black how can it be light,0.0667
283,1119420,bt_nllb_korean,So black light is ultraviolet so if it s black how can it be light,0.059
284,1119420,conceptnet.topn3.replace,famous health oil coal color mist lantern energy ultraviolet black light light so black light,0.0467
285,1119420,sensedisambiguation.replace,well the black sparkle is ultraviolet light So if it is black how can it be unaccented,0.0391
286,1119420,bt_nllb_malay,So if it s black how can it be light,0.0273
287,1119420,bt_nllb_tamil,So if it s black how can it be light,0.0273
288,1119420,glove.topn3,well black light uv light so black light both and white dark bright ultraviolet sunlight white dark bright,0.0194
289,1119420,wordnet.topn3,well black light uv light so black light intimately considerably advantageously mordant total darkness fatal unaccented illuminate ultraviolet radiation ultraviolet mordant total darkness fatal unaccented illuminate,0.012
290,1119420,word2vec.topn3,well black light uv light so black light well nicely poorly white non black dark darkness ultra violet ultraviolet white non black dark darkness,0.0105
291,1119420,tagmee.topn3.replace,Black light Ultraviolet Intermediate frequency,0.01
292,1119420,wiki.topn3.replace,paint thinner hair dryer blacklight paint black light fluorescence ion helium ultraviolet doppler radar superheterodynreceiver sideband intermediate frequency,0.0093
293,1119420,bertqe.topn10.bm25,interpret your brain be black,0.0063
294,1119420,wordnet.topn3.replace,intimately considerably advantageously mordant total darkness fatal unaccented illuminate ultraviolet radiation ultraviolet light so mordant total darkness fatal unaccented illuminate,0.0017
295,1119420,glove.topn3.replace,both and white dark bright ultraviolet sunlight light so white dark bright,0.0013
296,1119420,anchor.topn3.replace,ekenasio odoptu op kvinnen triplewart black cockatoo well h bredenbury photocycl irradiation ultraviolet light so kvinnen triplewart black cockatoo amphion paladino well h bredenbury amphion paladino,0.0011
297,1119420,word2vec.topn3.replace,well nicely poorly white non black dark darkness ultra violet ultraviolet light so white non black dark darkness,0.0004
298,1119420,bertqe.topn10.qld,photometri can mean sever thing,0.0
299,1152934,-1,Why don't fat people have to pay more for air travel?,0.0854
300,1152934,bt_bing_persian,Why don t overweight people have to pay more for air travel,0.0756
301,1152934,bt_bing_swahili,Why don t oil people pay more for air travel,0.0756
302,1152934,bt_bing_arabic,Why don t obese people have to pay more for air travel,0.0745
303,1152934,bt_bing_french,Why don t obese people have to pay more for air travel,0.0745
304,1152934,bt_bing_korean,Why don t obese people have to pay more for air travel,0.0745
305,1152934,bt_bing_tamil,Why don t obese people have to pay more for air travel,0.0745
306,1152934,bt_nllb_korean,Why don t obese people pay more for airplanes,0.0702
307,1152934,bt_nllb_persian,Why don t fat people have to pay so much for air travel,0.063
308,1152934,bt_nllb_german,Why don t fat people pay for air travel anymore,0.0612
309,1152934,stem.trunc5,why don t fat peopl have to pay more for air trave,0.0593
310,1152934,stem.porter2,whi don t fat peopl have to pay more for air travel,0.0577
311,1152934,bt_nllb_chinese_yue,Why don t obese people spend more on planes,0.0528
312,1152934,bt_nllb_french,Why don t the big guys pay more for the thefts,0.0485
313,1152934,stem.trunc4,why don t fat peop have to pay more for air trav,0.0462
314,1152934,stem.lovins,why don t fat peopl hav to pay mor for air travel,0.0365
315,1152934,stem.paicehusk,why don t fat peopl hav to pay mor for air travel,0.0365
316,1152934,bt_nllb_tamil,Why do fat people not have to pay more for air travel,0.0109
317,1152934,rm3.topn10.10.0.5.bm25,Why dont fat people have to pay more for air travel?,0.0109
318,1152934,rm3.topn10.10.0.5.qld,Why dont fat people have to pay more for air travel?,0.0109
319,1152934,relevancefeedback.topn10.bm25,why don t fat people have to pay more for air travel extra speed wing dont monei curv we,0.0068
320,1152934,relevancefeedback.topn10.qld,why don t fat people have to pay more for air travel light mass parallax plain curv wing extra,0.0062
321,1152934,sensedisambiguation,Why do n t fat fatten people have to pay give more for air air travel travel,0.0027
322,1152934,termluster.topn5.3.bm25,n t fat people pay air travel,0.0025
323,1152934,termluster.topn5.3.qld,n t fat people pay air travel,0.0025
324,1152934,thesaurus.topn3,n t fat people pay air travel,0.0025
325,1152934,thesaurus.topn3.replace,n t fat people pay air travel,0.0025
326,1152934,word2vec.topn3,n t fat people pay air travel fatty skinny poeple peole persons paid air water,0.0019
327,1152934,bt_nllb_swahili,Why should older people not pay more for air travel,0.0016
328,1152934,bt_nllb_arabic,Why shouldn t fat people be allowed to pay more to fly,0.0013
