qid	order	query	bm25.recip_rank
306	-1	african civilian deaths	1.0
307	-1	new hydroelectric projects	1.0
308	-1	implant dentistry	1.0
309	-1	rap and crime	0.0
310	-1	radio waves and brain cancer	1.0
311	-1	industrial espionage	1.0
312	-1	hydroponics	1.0
313	-1	magnetic levitation-maglev	1.0
314	-1	marine vegetation	0.0312
314	pred.base.2	<extra_id_0> websites that are viewed online or offline, when available, often replace them with marine vegetation throughout the year. Plant species include coral reef coral plants and marine birds, due to the remote marine vegetation.	1.0
314	pred.base.3	<extra_id_0> marine vegetation, marine vegetation and coral reef vegetation <extra_id_1> marine vegetation by altitude. Tropical vegetation thrives in heavily bewirtschafted areas such as in the Caribbean Sea.	0.5
314	pred.base.5	<extra_id_0> plants. Thoughtful management, which is a clear, unfavorable staff statement. Coral reef vegetation is exceptionally fertile form fresh marine vegetation mainly found and cultivated in the greater Vancouver area.	0.25
314	pred.base.8	<extra_id_0> plants. Accessed 5 May 2015. <extra_id_1> marine vegetation, marine foliage , marine vegetation etc...	0.1111
314	pred.base.4	<extra_id_0> vegetation along marine reefs arid areas. (Manatee] Marine vegetation marine vegetation is marine vegetation that grows aquatically.	0.0833
314	pred.base.7	<extra_id_0> rock systems and <extra_id_1> coral reefs. <extra_id_2> marine vegetation. Marine vegetation. Marine vegetation. Vegetation marine vegetation. Marine vegetation. marine vegetation. Vegetation marine vegetation.	0.0476
314	pred.base.1	<extra_id_0> to accommodate <extra_id_1> marine vegetation. marine vegetation marine vegetation marine vegetation marine vegetation marine vegetation marine vegetation marine vegetation marine vegetation marine vegetation vegetation marine vegetation vegetation marine vegetation vegetation marine vegetation vegetation marine vegetation vegetation vegetation florifera ethiopia osprey vegetation marine vegetation vegetation marine vegetation vegetation marine vegetation	0.0417
314	pred.base.6	<extra_id_0> marine vegetation <extra_id_1> marine marine vegetation <extra_id_2> marine vegetation marine vegetation area <extra_id_3> coral reef vegetation and marine vegetation. Another marine vegetation zone that is east of the origins of many maritime vegetation, especially marine vegetation, as well as marine animals.	0.0333
315	-1	unexplained highway accidents	0.1429
315	pred.base.1	<extra_id_0> terrible, and <extra_id_1> unconstitutional Grenz accidents, not to mention frequently times bike-riding motorists ejection at the speed limit, or light-speedingway accidents in these age old, and unexplained highway accidents .6 Thousands of unaccounted for unreported fatal	1.0
315	pred.base.7	<extra_id_0> often occur on unrelated costs of driving. Many could be treated as serious accidents due to unexecuted, unreported injuries, relatively mild injuries or complications attributed to concentrated traffic on the danger area.	0.5
316	-1	polygamy polyandry polygyny	1.0
317	-1	unsolicited faxes	1.0
318	-1	best retirement country	0.1111
318	pred.base.2	<extra_id_0> best retirement world. Germany is the best retirement country for retirees who are quick to retire. ... <extra_id_1> retirement country you can choose between great retirement interest country and country that suits you.	1.0
318	pred.base.7	<extra_id_0> retirement country for retirement . best retirement country for retirement . best retirement country best retirement country for retirement . best retirement country for retirement . last place you will be choosing .	0.3333
318	pred.base.8	<extra_id_0> best retirement country. The worlds best retirement country for retirement.	0.3333
318	pred.base.4	<extra_id_0> best retirement age – the best retirement country.	0.2
318	pred.base.6	<extra_id_0> best retirement country for retirement <extra_id_1> best retirement country to retire to; worlds best retirement country to retire best entertainment country for best retirement country for the best retirement company for best retirement country for best retirement country for most 85 years the United States.	0.1667
318	pred.base.9	<extra_id_0> best retirement country. <extra_id_1> best retirement country for retirement - the best retirement country for best retirement country.	0.1667
318	pred.base.1	<extra_id_0> best retirement countries home in the mai best retirement country in the world for good retirement years.	0.125
319	-1	new fuel sources	1.0
320	-1	undersea fiber optic cable	0.0312
320	pred.base.3	<extra_id_0> optical cable running undersea <extra_id_1> optic cable mounted in sea to aboard a soft stilleak fibre optic cable (microcenterial cable).	0.25
320	pred.base.10	<extra_id_0> over an undersea fiber optic cable waiting 400,000 feet below sea behavior?	0.1429
320	pred.base.1	<extra_id_0> optic cable <extra_id_1> together can be submerged under Indian Ocean fiber optic cable (UNIF), fiber optic cable underneathsea fiber optic cable, undersea cable fiber optic cable, Fiber optics link hidden undersea fiber optic cable in an artificial reefed environment . Cable fiber optic cable	0.0455
320	pred.base.5	<extra_id_0> (subsea fiber optic cable) oversea fiber optic cable with 215 lux octane/htm undersea fiber optic cable delivering 1500 tone Bafia layer positive EEPROM cable is stranded between ocean bottom and subs	0.0455
320	pred.base.2	<extra_id_0> fiber optic cable start Porta-Floride optical cable undersea fiber optic cable underwater subsea fiber optic cable undersea fiber optic cable undersea fiber optic cable undersea cable.	0.0385
320	pred.base.7	<extra_id_0> optical cable <extra_id_1> suspended from underwater optical cable. Cable covering a wide area undersea fiber optic cable, fiber optic cables and fiber optic cables undersea . The unobstructed fiber optic cable runs from undersea fiber optic cable in cespius of fiber optic cable.	0.037
321	-1	women in parliaments	1.0
322	-1	international art crime	0.0132
323	-1	literary/journalistic plagiarism	1.0
324	-1	argentine/british relations	1.0
325	-1	cult lifestyles	0.2
325	pred.base.1	<extra_id_0> as well. Other trends include <extra_id_1>, <extra_id_2> and one of them is living <extra_id_3>. click here to budweiser.com. cult lifestyles are cult classic lifes. cult lifestyles with unique cult lifestyles. cult lifestyles lead to cult	0.3333
325	pred.base.5	<extra_id_0> of <extra_id_1> and ways to live here. Living radical right now through cult magazines and magazines .home too! cult spectacular lifestyles and potential alternative futures. cult lifestyles Der Theb while still giving New York city the unbounded isolation of easy life.	0.25
325	pred.base.7	<extra_id_0>. cult lifestyles <extra_id_1>. cult lifestyles. cult lifestyles. cult lifestyles. cult lifestyles. cult <extra_id_5>. cult <extra_id_6>. lifestyles. <extra_id_7>. cult fashions. cult lifestyles. cult lifestyle	0.25
326	-1	ferry sinkings	1.0
327	-1	modern slavery	0.1667
327	pred.base.8	<extra_id_0> fearsome <extra_id_1>s <extra_id_2> new slavery. Modern slavery <extra_id_3> new slavery claim <extra_id_4> modern slavery <extra_id_5>. Modern slavery is a form of modern slavery.	0.3333
328	-1	pope beatifications	1.0
329	-1	mexican air pollution	1.0
330	-1	iran-iraq cooperation	0.2
330	pred.base.6	<extra_id_0>-iraq cooperation in the words of the gospel. iran-iraq cooperation is a global cooperation mechanism.	0.5
331	-1	world bank criticism	1.0
332	-1	income tax evasion	0.5
332	pred.base.1	<extra_id_0> evasion <extra_id_1> - thus, income tax evasion - appears substantially immunized with use of income tax crooks in supporting tax evasion for income tax evasion and evasion .	1.0
332	pred.base.10	<extra_id_0> tax evasion and defrauding.	1.0
332	pred.base.5	<extra_id_0>; Los Angeles <extra_id_1> scam and exempt income tax evasion class action evasion; and income tax evasion for charitable agencies worldwide.	1.0
332	pred.base.8	<extra_id_0>sion. Income tax evasion and income tax evasion (IPV) evasion: income tax evasion.	1.0
333	-1	antibiotics bacteria disease	1.0
334	-1	export controls cryptography	1.0
335	-1	adoptive biological parents	1.0
336	-1	black bear attacks	0.3333
336	pred.base.4	<extra_id_0>. <extra_id_1> bears took to the speaking arena at the Atlanta Black Bear Festival and attacked Black Bear carcasses. Black bear attacks targeting black bears.	1.0
336	pred.base.5	<extra_id_0>. With most bears worldwide sleeping on their necks, the black bear attacks grey worst into black bear territory. Black bear attacks black bears and bears that live on the black bear are breached by black bear here incidentally.	1.0
336	pred.base.2	<extra_id_0> bear attacks one black bear targeted	0.5
336	pred.base.7	<extra_id_0> and black bear attacks to kill animals. Black bear attacks polar bears when the black bears are attacked. Black bear attacks east.	0.5
337	-1	viral hepatitis	0.3333
337	pred.base.1	<extra_id_0>is virus. <extra_id_1>is virus trade is done by hepatitis V. Hepatitis A virus virus carry-on virus codek 248 to be aggressive against HIV/AIDS.	1.0
337	pred.base.2	<extra_id_0> virus hepatitis. HIV <extra_id_1> virus infection. HabbA4, home viral hepatitis.	1.0
337	pred.base.3	<extra_id_0> is a viral hepatitisb based virus that develops in regions of the uk for which hepatitis is still a viral infection.	1.0
337	pred.base.4	<extra_id_0>. Virus hepatitis b hepatitis is a viral infection caused by a viral virus spread through an idiopathic hepatitis (IVC) strain hepatitis-b.	1.0
337	pred.base.5	<extra_id_0> hepatitis A virus infectious liver diseaseVhepatitis B virus A1 viral hepatitis A2 viral hepatitis C virus (0 PSPR) Immunization with positive hepatitis B virus hepatitis A infection HCV hepatit	1.0
337	pred.base.6	<extra_id_0>. Chicken and person infection. Involuntary viral hepatitis. MRH.	1.0
337	pred.base.7	<extra_id_0>. From what I can tell no virus-Hepatitis B hepatitis C virus virus, the virus yellow blood cells prohibit hepatitis and children infected with hepatitis B through leukemia virus are hepatitis aureus.	1.0
337	pred.base.8	<extra_id_0> + HIV: Hepatitis B is a viral hepatitis of type A. Hepatitis B virus hepatitis C is a vessel of negative hepatitis (VHD) virus HCV.	1.0
337	pred.base.9	<extra_id_0> hepatitis b% viral hepatitis c virus hepatitis b3 virulence-associated histopathogenes (erbstam) virus infection (rhV) personal infected by viral hepatitis (r	1.0
337	pred.base.10	<extra_id_0> virus has been linked to viral hepatitis a –90% virulence.	0.5
338	-1	risk of aspirin	1.0
339	-1	alzheimer's drug treatment	0.3333
339	pred.base.2	<extra_id_0>s drug treatment in <extra_id_1> drug treatment in conjunction with alzheimers drug treatment begs alzheimers drug treatment and monitoring of drug detoxification to protect against the disease or treatment of alzheimers .	0.5
339	pred.base.8	<extra_id_0>s disease treatment in <extra_id_1> drug treatment <extra_id_2>s drugs <extra_id_3> <extra_id_4> drug treatment of <extra_id_5>s treatment. Alzheimers treatment is a standard therapy for characters with dementia and is thought to help those with cancer. alzheimers illness.	0.5
340	-1	land mine ban	1.0
341	-1	airport security	1.0
342	-1	diplomatic expulsion	0.25
342	pred.base.10	<extra_id_0> diplomatic expulsion. Husband Robert Khuzam, expulsion diplomatique, barrière dissidentielle.	1.0
342	pred.base.8	<extra_id_0> diplomatic expulsion. <extra_id_1> deportation <extra_id_2> expulsion <extra_id_3> diplomatic diplomatic expulsion. diplomatic expulsion diplomatische expulsion. diplomatic expulsion diplomatic v. diplomatic expulsion.	1.0
342	pred.base.2	<extra_id_0> diplomatic expulsion <extra_id_1> expulsion contract expiration. Many diplomats wurden expulsional letters deported.	0.5
343	-1	police deaths	0.0179
343	pred.base.5	<extra_id_0>. <extra_id_1> officer-deaths <extra_id_2> unjustified <extra_id_3> police deaths. <extra_id_4>s by <extra_id_5>s by police officers-deaths.999 It is mortified by cops, firefighter and officer deaths and policing,in this case in Dykes.	0.5
343	pred.base.1	<extra_id_0>s receiving an unexpected <extra_id_1> charges <extra_id_2> police deaths (MRT deaths) of police officers officers. There was also an accidental transponder death of a police officer since mid-April.	0.2
343	pred.base.7	<extra_id_0> stops <extra_id_1> line position – excellent <extra_id_2>mature dog police deaths – <extra_id_3> search death involving killings by police officers. Police deaths are to blame for the cops deaths resulting from the deaths of police officers .	0.2
343	pred.base.4	<extra_id_0>. <extra_id_1> Escalation deaths by police fatalities - Police deaths are the local witness. Purdue police deaths by police issues are one of the highest rate in the United States.	0.1429
343	pred.base.10	<extra_id_0> look at <extra_id_1> emergency services bodies <extra_id_2> dead in <extra_id_3> police dead? The city is devastated by police deaths from officer and other police deaths.	0.125
343	pred.base.8	<extra_id_0> blood <extra_id_1> death areas of armed policing officers. See also: Pulmonären and scotland yard deaths of policing officers.	0.125
343	pred.base.6	<extra_id_0> mixed tactics <extra_id_1> few wanted strictly and <extra_id_2> emergency requests. police deaths due to police deaths (death to officers) are the second car accident in police deaths in recent memory - just two weeks after a police death.	0.0667
343	pred.base.2	<extra_id_0> extremist police deaths due to police deaths. The deaths come seven days after officers were formally charged with causing a crime in a police employment .	0.0588
343	pred.base.9	<extra_id_0> relations. Why Police De Allas Stationers Die Verteidigungspolice ist nach wie vor die leideste Form der Polizisten - Tod einer Frau, Ausbildungsfahrlässigkeit von 19.18 Uhr, apartment kolonialer Polizei.	0.0476
344	-1	abuses of e-mail	0.3333
344	pred.base.1	<extra_id_0> e-mail <extra_id_1> e-mail. Sexual abuses of e-mail have been reported before 2001.	1.0
344	pred.base.3	<extra_id_0> of e-mail. Hypertext abuses of e-mail. Fluctuations of e-mail.	1.0
344	pred.base.5	<extra_id_0> of e-mail are widespread <extra_id_1> e-mail. Contempt for any abuse of e-mail, including speeding, username-doping and password-change, is an issue.	1.0
344	pred.base.6	<extra_id_0> of e-mail <extra_id_1> of e-mail are more frequent, as are the cyber attacks and abusive-e-mail abuses.	1.0
344	pred.base.8	<extra_id_0> of e-mail.etc.; misuses of e-mail and confidential sales activity.	1.0
344	pred.base.2	<extra_id_0> e-mail, <extra_id_1> and e-mail <extra_id_2> of e-mail, e-mail use misuses <extra_id_3> e-mail. <extra_id_4> of e-mail or <extra_id_5> of email: a public in the United States itself. acquittances of being computer	0.5
345	-1	overseas tobacco sales	0.5
346	-1	educational standards	0.3333
346	pred.base.3	<extra_id_0>, <extra_id_1> educational standards <extra_id_2> education standards for coaching, educational standards and standards for the educational standards in a CNIN, curriculums, standards and educational standards for the educational standards and educational standards in the CNIN. Standards and educational standards evaluated on the educational standards of educators.	1.0
347	-1	wildlife extinction	0.3333
347	pred.base.6	<extra_id_0> poverty <extra_id_1> extinction and now biting they extinction, no substitute for saving the fragile wild animal species extinctions create a growing state of economic losses marked by declining wildlife extinctions in the swamps of the untold number of species and eateries in extinctory habitats.35	0.5
347	pred.base.8	<extra_id_0> with threatened wild animals. The extinction of species of extinction is losing sight of the natural extinction of wildlife due to wildlife.	0.5
348	-1	agoraphobia	1.0
349	-1	metabolism	1.0
350	-1	health and computer terminals	1.0
351	-1	falkland petroleum exploration	1.0
352	-1	british chunnel impact	1.0
353	-1	antarctica exploration	1.0
354	-1	journalist risks	0.5
354	pred.base.3	<extra_id_0> of the report, incidents etc., is Still a risk — news publication journalist risks his job confirms journalists risks exposure by garbing a close-up account.	1.0
354	pred.base.7	<extra_id_0> I just want to help <extra_id_1> injured journalist risks a job as a journalist, journalist risks journalist freedom.	1.0
354	pred.base.8	<extra_id_0> throughout the endeavor. About 50% of Ministerials risk Publisher’s Journalist Takes Jokes Before Ruling Reporter with Reporter, Guardian risks journalist No matter who delivers, journalist risks needing pay.	1.0
355	-1	ocean remote sensing	1.0
356	-1	postmenopausal estrogen britain	0.0435
356	pred.base.7	<extra_id_0> is a postmenopausal predictor of estrogen britain postmenopause estrogen medical and reproductive statuses britain was established above the accession of local national regulators by the f ⁇ d. umw britain postmenopausal estrogen	0.0588
356	pred.base.4	<extra_id_0> is the EU host to estrogen britain for the postmenopausal generation in postmenopausal uk estrogen britain because of estrogen hormone britain after menopausal period estrogen britain within six years growth out of premenop	0.0476
356	pred.base.2	<extra_id_0> post-40 vaccine <extra_id_1> post-menopausal estrogen britain post menopause estrogen britain uk previously estrogen britain co-evallor britain post-menopausal estrogen britain net menopausal estrogen b	0.0455
356	pred.base.5	<extra_id_0> to consider <extra_id_1>’s post menopausal estrogen britain post-menopausal estrogen britain postmenopausal estrogen england uk generic hormones postmenopausal estrogen britain postmenopausal estrogen	0.0455
357	-1	territorial waters dispute	1.0
358	-1	blood-alcohol fatalities	1.0
359	-1	mutual fund predictors	0.0625
359	pred.base.4	<extra_id_0> to mutual fund stocks. <extra_id_1> fund predictors are typically characterized by probability of mutual fund predictors from historical Mutual Fund Predictors of Vanguard forecastors and away circles to fonds mutual fund predictors from historical mutual fund industry predictors of mutual fund disasters . Bank	0.5
359	pred.base.6	<extra_id_0>s or <extra_id_1> strategies that predict mutual fund fundraising predictors. Mutual fund predictors are largely key indicators of current mutual fund sounds.	0.25
359	pred.base.1	<extra_id_0> odds generators in mutual fund predictors of mutual funds predicting fixed income funds for years to come.	0.1
359	pred.base.8	<extra_id_0> mutual funds predictor <extra_id_1> of mutual fund investors <extra_id_2> mutual fund spread predictors <extra_id_3> mutuality fund predictors, predicting retiring funds and investment style prediction of <extra_id_9> of mutual fund demand jobs. <extra_id_10>s <extra_id_11> mutual fund predictors mutual fund confidence predictors, fund predictors, mutual fund prediction	0.1
359	pred.base.9	<extra_id_0> detection of <extra_id_1> strategy prediction models <extra_id_2> mutual fund predictor <extra_id_3>s prediction models of mutual fund mutual fund models mutual fund prediction predictors <extra_id_4>s predictors of mutual fund future <extra_id_5> investor <extra_id_6> of mutual fund volatility assessment predictors mutual fund predictive predictors many financial predictors of mutual fund savings	0.1
359	pred.base.7	<extra_id_0> differences in opinions and predictors of mutual fund stocks STP forecasts has been made highly plausible. If investors aren’t providing mutual funds with adequate insider information, the risk knowledge curve is probably also higher in additional for mutual fund investing.	0.0909
360	-1	drug legalization benefits	1.0
361	-1	clothing sweatshops	0.3333
361	pred.base.2	<extra_id_0> chemical sweatshops etc shops.	1.0
361	pred.base.3	<extra_id_0>shop <extra_id_1>chipshops computer sweatshops clothing sweatshops sweatshops sweatshop sweatshops sweatshops Clothing sweatshops sweatshop sweatshop sweatshops sweatshop sweatshops sweatshop sweatshops sweatshops sweatshop sweatshops sweatshops sweatshops sweatshops sweat	0.5
361	pred.base.7	<extra_id_0>s sweatshop sweatshops etc. I never remember spending my money on clothing sweatshops or sweatshirts at rehabs.	0.5
361	pred.base.9	<extra_id_0> body shop sweatshops <extra_id_1> sweatshop. sell clothes sweatshops sweatshops sweatshops sweatshops sweatshops sweatshops sweatshops sweatshops sweatshops sweatshops sweatshops sweatshops sweatshops sweatshops sweatshops sweatshops sweatshops sweat	0.5
362	-1	human smuggling	0.2
362	pred.base.3	<extra_id_0>. Discussion in human smuggling could take place of human trafficking, human smuggling and human smuggling (e-smuggling).	0.5
362	pred.base.6	<extra_id_0> people from other countries, books and applications aimed at smuggling human smuggling goods to the south of the country, human trafficking, and smuggling.	0.5
362	pred.base.8	<extra_id_0> and smuggling, among others. But human trafficking is growing, and human smuggling is falling.	0.5
362	pred.base.10	<extra_id_0>, industrial cider making, log houses and <extra_id_1>smuggling, <extra_id_2>muggling and human trafficking. Human trafficking and human smuggling, smuggling, and human smuggling predating human trafficking, and human smuggling and human	0.3333
362	pred.base.4	<extra_id_0> smuggling in human trafficking and human smuggling into Afghanistan.	0.3333
363	-1	transportation tunnel disasters	0.1
363	pred.base.2	<extra_id_0> transportation tunnel catastrophes because of traffic accident and fires in tunnels. Transport wreckage and transport tunnel disasters are often the result of tunnel construction disasters.	1.0
363	pred.base.9	<extra_id_0> tunnel disasters resulting from severe missions in tunnels, including one in a light-rail tunnel with destructive breakdowns in the late evening and a partial demolition in the middle of the tunnel disasters. The transport tunnel disasters result from accidents that are associated with all devastation caused by mechanical incidents	1.0
363	pred.base.5	<extra_id_0> road tragedy and tunnel disasters continue to occur annually.	0.5
363	pred.base.10	<extra_id_0> tunnel losses from tunnel accidents caused by <extra_id_1> connections between construction tunnel disaster and tunnel disasters related to a deep tunnel disaster, chief executive safety contractor J. Bruce Raymond is UAE’s most wealthy self-funded independent whotpian president and victor for a commercial tunnel disaster.	0.3333
363	pred.base.7	<extra_id_0> transport tunnel disasters. <extra_id_1> tunnel accidents <extra_id_2> traffic tunnel disasters are catastrophic transportation accidents at tunnel accidents due to disastrous transportation tunnel deaths in 2012 and other tunnel disasters due to tunnel disasters caused by  ⁇  625 accidents.	0.3333
363	pred.base.8	<extra_id_0> transportation tunnel disasters. Straits Act Mueller’s investigation has revealed the National Transportation Tunnel and Subway disasters experienced during the last decade in growing numbers.	0.25
363	pred.base.1	<extra_id_0> tunnel disasters. <extra_id_1> tunneled rail disasters (TBDs) automotive tunnel disasters are conditions in El Ni ⁇ o, with emergency severe infrastructure catastrophes occurring occurring during the impact of underground tunnels in the tunnels that record losses from accidents involving transportation tunnels.	0.2
363	pred.base.6	<extra_id_0> transportation tunnel disasters. large utility tunnel disasters related to the spread of transportation tunnel disasters.	0.1667
364	-1	rabies	1.0
365	-1	el nino	1.0
366	-1	commercial cyanide uses	1.0
367	-1	piracy	0.5
367	pred.base.5	<extra_id_0> is <extra_id_1>. Piraten piracy is anti-piracy. Pirate pirateship is piracy.	1.0
367	pred.base.9	<extra_id_0>, <extra_id_1> and <extra_id_2> are two in topiracy by <extra_id_3>. Pirate piracy is also a form of piracy. Pirates carry out targeted attacks on groups of people.	1.0
368	-1	in vitro fertilization	1.0
369	-1	anorexia nervosa bulimia	1.0
370	-1	food/drug laws	0.0526
370	pred.base.4	<extra_id_0>/drug laws <extra_id_1>. Food/drug law/food laws are very strict so little breakdown is required. 6 (1) Food/drug laws apply in the United States. 2 (2) Food/drug laws transfer certain physical/chemical and the regulation of certain dietary/medicament laws to children or	0.125
370	pred.base.7	<extra_id_0>/drug laws: federal laws on food/drug and alcohol refer to laws governing those laws, and not regulations on food/drug laws. Food and Drug Laws (familiary/religious laws): food /drug laws are similar to drug laws; laws for	0.1
370	pred.base.9	<extra_id_0>/drug laws. Food/Drug laws are in place under food, drug/food/drug laws. Food/drug laws/food legislation are in place under the Food and Drug laws, food and drug laws, food counter/drug laws/food/drug laws/strain laws	0.0909
370	pred.base.2	<extra_id_0> laws (like the Medicines and Doctors Act or Food and Drug Safety and Federal Food/Drug Products Laws) and laws (hence food/drug/food/drug laws).	0.0833
370	pred.base.5	<extra_id_0>/drug laws regarding food/drug laws (likely various federal food/drug laws) and laws concerning food/drug laws (and other regulations) and food/drug laws (including food and drug laws), restrictions on foods/drug laws, anti-abuse laws, and	0.0714
371	-1	health insurance holistic	0.0
372	-1	native american casino	1.0
373	-1	encryption equipment export	1.0
374	-1	nobel prize winners	0.5
374	pred.base.1	<extra_id_0> prize winner nobel prize winner. golden light jury murray nobel laureates nobel laureate nominee - nobel laureate - winner nobel laureate razziosza zvasta urobiny nike acz d ⁇	1.0
374	pred.base.3	<extra_id_0> nobel <extra_id_1> nobel laureates nobel prize winners nobel nobelpreis winners nobel nobel winners nobel laureate nobel relay winner nobel laureate nobel laureates nobel laureates nobel laureate winner nobel laureates nobel fellowship winners 2	1.0
374	pred.base.6	<extra_id_0> nobel laureate, nobel prize winners vuzefemi Prize winner nobel prize nobel laureats nobel laureate et humans nobel laureatein nobel laureate nobel laureats winner nobel laureates finalists nobel prize no	1.0
374	pred.base.7	<extra_id_0> November 2011. Winners nobelAward and nobel-winning nobel prizes nobel prisctae nobel prizes winner nobel-prize nobel-stipendiate nobel peace prize nobel-cher Co-winners earned nobel prize nobel-pri	1.0
374	pred.base.8	<extra_id_0> nobel prize winners. nobel <extra_id_1> winners, nobel prizes peace prize winners nobel-prize writers-elects nobelpreis nobelpreis winners nobel laureates nobel laureate nobel laureate paralympic prize winners nobel laureate nobel awards no	1.0
375	-1	hydrogen energy	0.5
375	pred.base.4	<extra_id_0> hydrogen energy <extra_id_1> energy. Energy. Hydrogen hydrogen energy. Energy. Fuel fuel hydrogen energy. Producers: hydrogen hydrogen energy. Resource content: hydrogen energy. Energy delivery: hydrogen fuel energy.	1.0
375	pred.base.7	<extra_id_0> hydrogen energy technology <extra_id_1> hydrogen. <extra_id_2> hydrogen energy <extra_id_3> hydrogen energy technology energy <extra_id_4> hydrogen fuel(a) hydrogen energy. pentahydrogen gas hydrogen hydrogen energy hydrogen hydrogen energy hydrogen hydrogen energy hydrogen energy hydrogen fuel energy hydrogen electricity hydrogen energy energy hydrogen energy hydrogen energy hydrogen energy hydrogen energy hydrogen energy hydrogen energy hydrogen energy energy	1.0
375	pred.base.8	<extra_id_0> hydrogen energy energy and hydrogen energy <extra_id_1> hydrogen energy <extra_id_2> hydrogen energy <extra_id_3> hydrogen energy <extra_id_4> hydrogen energy hydrogen energy <extra_id_5> hydrogen energy hydrogen hydrogen hydrogen hydrogen hydrogen energy hydrogen hydrogen hydrogen energy energy hydrogen hydrogen hydrogen energy hydrogen hydrogen energy hydrogen carbon energy hydrogen energy hydrogen hydrogen energy hydrogen fuel hydrogen fuel hydrogen energy hydrogen hydrogen hydrogen energy hydrogen energy hydrogen energy	1.0
375	pred.base.9	<extra_id_0> hydrogen energy generation, hydrogen energy <extra_id_1> hydrogen energy and hydrogen energy in hydrogen energy energy sources.	1.0
376	-1	world court	0.3333
376	pred.base.5	<extra_id_0> world court, world court justice world court world court opinion. Cour adjourned.	0.5
377	-1	cigar smoking	1.0
378	-1	euro opposition	0.0116
378	pred.base.1	<extra_id_0> summer <extra_id_1> opposition euro euros campaign. He argues that this opposition is in complete opposition to euro opposition in euro attitudes.	0.0238
378	pred.base.8	<extra_id_0> Ein <extra_id_1> but the Euro opposition is rowdy <extra_id_2> Euro campaign stance <extra_id_3>s <extra_id_4> incident and euro opposition to euro opposition. The euro opposition is hostile to euro event proposition and opposition euro protests in the euro zone	0.0189
378	pred.base.4	<extra_id_0> euro opposition to opposition to euro position in opposition euro opposition european opposition euro opposition opposition euro opposition opposition opposition	0.0161
378	pred.base.5	<extra_id_0> hard <extra_id_1> president. Adrian Hickey anchor III - EU opposition euro opposition euro weapons euro 10 O read criticism euros lea 2/17,00 EUR euros opposition opposition euro resistance euro opposition opposition euro euro opposition opposition antieuro-euro opposition opposition euro opposition euro opposition opposition euroopposition opposition euro opposition opposition	0.0141
378	pred.base.2	<extra_id_0> euro opposition <extra_id_1> euro opposition euro opposition opposition euro opposition opposition opposition opposition euro opposition euro opposition euro opposition euro opposition opposition opposition euro opposition opposition opposition euro opposition euro opposition euro opposition opposition euro euro opposition	0.0137
