,qid,order,query,qld.map
100,302,tagmee.topn3.replace,Poliomyelitis Post polio syndrome,0.4392
101,302,wordnet.topn3.replace,polio acute anterior poliomyelitis post polio,0.4383
102,302,bt_nllb_chinese_yue,After polio and polio,0.4356
103,302,bt_nllb_malay,Polio and after polio,0.4356
104,302,bt_nllb_tamil,After polio and polio,0.4356
105,302,word2vec.topn3,poliomyelitis post polio polio poliovirus Guillain Barr amyotrophy,0.3996
106,302,glove.topn3.replace,polio measles mangxamba http www kasparovchess com,0.3081
107,302,bt_bing_korean,Polio and its sequelae,0.281
108,302,bt_nllb_persian,Polyamide and then polio,0.2752
109,302,wiki.topn3,poliomyelitis post polio thrombosis encephalitis renal failure poliomyelitis rett syndrome deep brain stimulation national perinatal epidemiology unit post polio syndrome,0.2691
110,302,word2vec.topn3.replace,polio poliovirus Guillain Barr amyotrophy,0.227
111,302,anchor.topn3.replace,poliomyelitis kentuckyon rwjbarnaba lcmc,0.1565
112,302,bt_bing_french,Poliomyelitis and post poliomyelitis,0.1565
113,302,bt_bing_russian,Poliomyelitis and post poliomyelitis,0.1565
114,302,wiki.topn3.replace,thrombosis encephalitis renal failure poliomyelitis rett syndrome deep brain stimulation national perinatal epidemiology unit post polio syndrome,0.0599
115,302,bertqe.topn10.bm25,reflect i m probabl most independ,0.0013
116,302,bertqe.topn10.qld,franklin roosevelt geoffrei c ward,0.0
117,302,bt_nllb_korean,Polyamylitis and polyochondrosis,0.0
118,302,stem.lovins,poliomyelit and post poli,0.0
119,302,stem.trunc4,poli and post poli,0.0
120,303,-1,Hubble Telescope Achievements,0.1915
121,303,wiki.topn3,hubble telescope achievements great observatories program hubble space telescope standard candles hubble space telescope,0.2933
122,303,wiki.topn3.replace,great observatories program hubble space telescope standard candles hubble space telescope,0.2863
123,303,bt_nllb_swahili,The results of the Hubble Telescope,0.2495
124,303,wordnet.topn3,hubble telescope achievements Edwin Hubble Edwin Powell Hubble scope accomplishment,0.1966
125,303,anchor.topn3,hubble telescope achievements,0.1915
126,303,anchor.topn3.replace,hubble telescope achievements,0.1915
127,303,bt_bing_arabic,Achievements of the Hubble Telescope,0.1915
128,303,bt_bing_chinese_simplified,Hubble Telescope Achievement,0.1915
129,303,bt_bing_french,Achievements of the Hubble Telescope,0.1915
130,303,bt_bing_german,Achievements of the Hubble Telescope,0.1915
131,303,bt_bing_korean,Hubble Telescope Achievements,0.1915
132,303,bt_bing_malay,Hubble Telescope Achievements,0.1915
133,303,bt_bing_russian,Achievements of the Hubble Telescope,0.1915
134,303,bt_bing_tamil,Achievements of the Hubble telescope,0.1915
135,303,bt_nllb_arabic,The achievements of the Hubble Telescope,0.1915
136,303,bt_nllb_french,The achievements of the Hubble Telescope,0.1915
137,303,bt_nllb_german,Achievements of the Hubble Telescope,0.1915
138,303,bt_nllb_malay,The achievements of the Hubble Telescope,0.1915
139,303,bt_nllb_persian,The achievements of the Hubble Telescope,0.1915
140,303,bt_nllb_russian,The achievements of the Hubble Telescope,0.1915
141,303,docluster.topn10.3.bm25,hubble telescope achievements,0.1915
142,303,docluster.topn10.3.qld,hubble telescope achievements,0.1915
143,303,original,Hubble Telescope Achievements,0.1915
144,303,rm3.topn10.10.0.5.bm25,Hubble Telescope Achievements,0.1915
145,303,rm3.topn10.10.0.5.qld,Hubble Telescope Achievements,0.1915
146,303,stem.krovetz,hubble telescope achievement,0.1915
147,303,stem.lovins,hubbl telescop achievement,0.1915
148,303,stem.paicehusk,hubbl telescop achiev,0.1915
149,303,stem.porter,hubbl telescop achiev,0.1915
150,303,stem.porter2,hubbl telescop achiev,0.1915
151,303,stem.sstemmer,hubble telescope achievement,0.1915
152,303,termluster.topn5.3.bm25,hubble telescope achievements,0.1915
153,303,termluster.topn5.3.qld,hubble telescope achievements,0.1915
154,303,thesaurus.topn3,hubble telescope achievements,0.1915
155,303,thesaurus.topn3.replace,hubble telescope achievements,0.1915
156,303,bt_nllb_chinese_yue,The Hubble Telescope has achieved this,0.1899
157,303,bt_nllb_tamil,Hubble s telescope achievements,0.1896
158,303,sensedisambiguation,Hubble Telescope Achievements accomplishment,0.1852
159,303,bt_bing_persian,Hubble Telescope,0.1824
160,303,conceptnet.topn3,hubble telescope achievements Edwin Powell Hubble scotland heap,0.1821
161,303,conceptnet.topn3.replace,Edwin Powell Hubble scotland heap telescope achievements,0.1767
162,303,conceptluster.topn5.3.bm25,hubble telescope achievements hubble space telescope,0.174
163,303,conceptluster.topn5.3.qld,hubble telescope achievements hubble space telescope,0.174
164,303,tagmee.topn3,hubble telescope achievements Hubble Space Telescope,0.174
165,303,sensedisambiguation.replace,hubble telescope accomplishment,0.1667
166,303,wordnet.topn3.replace,Edwin Hubble Edwin Powell Hubble scope accomplishment,0.1603
167,303,relevancefeedback.topn10.qld,hubble telescope achievements telescop have univers hubbl mirror space,0.1592
168,303,bt_bing_swahili,Success of the Hubble Telescope,0.157
169,303,bt_nllb_korean,The Hubble Telescope was completed,0.1427
170,303,relevancefeedback.topn10.bm25,hubble telescope achievements launch space mirror have report telescop univers hubbl,0.1393
171,303,word2vec.topn3,hubble telescope achievements kepler milkyway moon observatory accomplishments successes,0.1339
172,303,tagmee.topn3.replace,Hubble Space Telescope,0.1265
173,303,stem.trunc5,hubbl teles achie,0.1097
174,303,glove.topn3,hubble telescope achievements telescope nasa hubble accomplishments,0.0919
175,303,glove.topn3.replace,telescope nasa hubble accomplishments,0.0661
176,303,word2vec.topn3.replace,kepler milkyway moon observatory accomplishments successes,0.0012
177,303,bertqe.topn10.bm25,see full complex movi like,0.0
178,303,bertqe.topn10.qld,wednesdai home edit column on,0.0
179,303,stem.trunc4,hubb tele achi,0.0
180,304,-1,Endangered Species (Mammals),0.037
181,304,bt_nllb_swahili,Endangered Species Animals,0.0606
182,304,bt_nllb_chinese_yue,They are endangered,0.0513
183,304,conceptluster.topn5.3.bm25,endangered species mammals endangered species,0.0471
184,304,conceptluster.topn5.3.qld,endangered species mammals endangered species,0.0471
185,304,bt_bing_malay,Endangered Species Mamalia,0.0457
186,304,bt_nllb_korean,Endangered species,0.0457
187,304,stem.lovins,endanger speci mam,0.0455
188,304,stem.paicehusk,endang specy mam,0.0455
189,304,bt_nllb_persian,Endangered species clover,0.04
190,304,bt_bing_arabic,Endangered species mammals,0.037
191,304,bt_bing_chinese_simplified,Endangered species mammals,0.037
192,304,bt_bing_german,Endangered species mammals,0.037
193,304,bt_bing_korean,Endangered species mammals,0.037
194,304,bt_bing_russian,Endangered species mammals,0.037
195,304,bt_bing_swahili,Endangered species mammals,0.037
196,304,bt_bing_tamil,Endangered species mammals,0.037
197,304,bt_nllb_arabic,Endangered species mammals,0.037
198,304,bt_nllb_french,Endangered species mammal,0.037
199,304,bt_nllb_german,Endangered species mammal,0.037
200,304,bt_nllb_malay,Endangered species mammal,0.037
201,304,docluster.topn10.3.bm25,endangered species mammals,0.037
202,304,docluster.topn10.3.qld,endangered species mammals,0.037
203,304,original,Endangered Species Mammals,0.037
204,304,rm3.topn10.10.0.5.bm25,Endangered Species (Mammals),0.037
205,304,rm3.topn10.10.0.5.qld,Endangered Species (Mammals),0.037
206,304,stem.krovetz,endanger species mammal,0.037
207,304,stem.porter,endang speci mammal,0.037
208,304,stem.porter2,endang speci mammal,0.037
209,304,stem.sstemmer,endangered specy mammal,0.037
210,304,tagmee.topn3,endangered species mammals Endangered species Mammal,0.037
211,304,tagmee.topn3.replace,Endangered species Mammal,0.037
212,304,termluster.topn5.3.bm25,endangered species mammals,0.037
213,304,termluster.topn5.3.qld,endangered species mammals,0.037
214,304,thesaurus.topn3,endangered species mammals,0.037
215,304,thesaurus.topn3.replace,endangered species mammals,0.037
216,304,anchor.topn3,endangered species mammals abs dissé sous le lud aaaaaaah,0.0337
217,304,sensedisambiguation,Endangered queer Species coinage Mammals mammal,0.0312
218,304,relevancefeedback.topn10.bm25,endangered species mammals other dolphin dune lion wildlif net fox bear whale,0.0309
219,304,wiki.topn3,endangered species mammals iucn red list biota conservation status iucn red list endangered species mammals therapsids synapsids mammal,0.028
220,304,conceptnet.topn3,endangered species mammals plant vulnerable dolphins fur dogs,0.0266
221,304,wordnet.topn3,endangered species mammals queer imperil metal money mintage mammalian,0.0229
222,304,wiki.topn3.replace,iucn red list biota conservation status iucn red list endangered species mammals therapsids synapsids mammal,0.0204
223,304,anchor.topn3.replace,endangered abs dissé sous le lud aaaaaaah mammals,0.0183
224,304,bt_nllb_tamil,The species in danger of extinction type,0.0161
225,304,glove.topn3,endangered species mammals imperiled wildlife endangered mammals reptiles amphibians,0.0157
226,304,bt_bing_french,Threatened species mammals,0.0126
227,304,word2vec.topn3,endangered species mammals imperiled endagered subspecies genus genera vertebrates reptiles,0.0125
228,304,relevancefeedback.topn10.qld,endangered species mammals wildlif dune oil fox other dolphin we bear lion,0.0108
229,304,conceptnet.topn3.replace,plant vulnerable species dolphins fur dogs,0.0087
230,304,bt_bing_persian,Mammals,0.0069
231,304,stem.trunc5,endan speci mamma,0.0047
232,304,glove.topn3.replace,imperiled wildlife endangered mammals reptiles amphibians,0.0046
233,304,bt_nllb_russian,Threatened species self miners,0.0034
234,304,bertqe.topn10.bm25,develop wildlif offici proud work,0.0018
235,304,word2vec.topn3.replace,imperiled endagered subspecies genus genera vertebrates reptiles,0.001
236,304,bertqe.topn10.qld,suitcas thai intern sundai night,0.0004
237,304,sensedisambiguation.replace,queer coinage mammal,0.0
238,304,stem.trunc4,enda spec mamm,0.0
239,304,wordnet.topn3.replace,queer imperil metal money mintage mammalian,0.0
240,305,-1,Most Dangerous Vehicles,0.0044
241,305,conceptluster.topn5.3.bm25,dangerous vehicles risk,0.0173
242,305,conceptluster.topn5.3.qld,dangerous vehicles risk,0.0173
243,305,wordnet.topn3,dangerous vehicles life threatening unsafe fomite,0.0159
244,305,sensedisambiguation,Most Dangerous Vehicles vehicle,0.0098
245,305,termluster.topn5.3.bm25,dangerous vehicles,0.0071
246,305,termluster.topn5.3.qld,dangerous vehicles,0.0071
247,305,thesaurus.topn3,dangerous vehicles,0.0071
248,305,thesaurus.topn3.replace,dangerous vehicles,0.0071
249,305,wiki.topn3,dangerous vehicles risk assessment optimism bias risk management risk truck semi trailer motor vehicle vehicle,0.006
250,305,wiki.topn3.replace,risk assessment optimism bias risk management risk truck semi trailer motor vehicle vehicle,0.0059
251,305,tagmee.topn3.replace,Risk Vehicle,0.0051
252,305,tagmee.topn3,dangerous vehicles Risk Vehicle,0.0049
253,305,bt_bing_arabic,The most dangerous vehicles,0.0044
254,305,bt_bing_chinese_simplified,The most dangerous vehicles,0.0044
255,305,bt_bing_french,Most Dangerous Vehicles,0.0044
256,305,bt_bing_german,The Most Dangerous Vehicles,0.0044
257,305,bt_bing_korean,The most dangerous vehicles,0.0044
258,305,bt_bing_malay,Most Dangerous Vehicles,0.0044
259,305,bt_bing_persian,The Most Dangerous Vehicles,0.0044
260,305,bt_bing_russian,The Most Dangerous Vehicles,0.0044
261,305,bt_nllb_french,The most dangerous vehicles,0.0044
262,305,bt_nllb_german,Most dangerous vehicles,0.0044
263,305,bt_nllb_korean,The most dangerous vehicle,0.0044
264,305,bt_nllb_malay,The Most Dangerous Vehicle,0.0044
265,305,bt_nllb_persian,The most dangerous vehicles,0.0044
266,305,bt_nllb_russian,The most dangerous vehicles,0.0044
267,305,bt_nllb_tamil,The most dangerous vehicles,0.0044
268,305,docluster.topn10.3.bm25,most dangerous vehicles,0.0044
269,305,docluster.topn10.3.qld,most dangerous vehicles,0.0044
270,305,original,Most Dangerous Vehicles,0.0044
271,305,rm3.topn10.10.0.5.bm25,Most Dangerous Vehicles,0.0044
272,305,rm3.topn10.10.0.5.qld,Most Dangerous Vehicles,0.0044
273,305,sensedisambiguation.replace,Most dangerous vehicle,0.0044
274,305,stem.krovetz,most dangerous vehicle,0.0044
275,305,stem.lovins,most danger vehicl,0.0044
276,305,stem.porter,most danger vehicl,0.0044
277,305,stem.porter2,most danger vehicl,0.0044
278,305,stem.sstemmer,most dangerous vehicle,0.0044
279,305,bt_bing_tamil,Very Dangerous Vehicles,0.0029
280,305,conceptnet.topn3,dangerous vehicles Explosives driving Some people,0.0028
281,305,bt_bing_swahili,The Most Dangerous Cars,0.0026
282,305,bt_nllb_arabic,The most dangerous cars,0.0026
283,305,bt_nllb_chinese_yue,The most dangerous car,0.0026
284,305,bt_nllb_swahili,The Most Dangerous Cars,0.0026
285,305,conceptnet.topn3.replace,Explosives driving Some people vehicles,0.0024
286,305,anchor.topn3.replace,idhún deadston aud vehicles,0.0016
287,305,glove.topn3,dangerous vehicles potentially difficult cars,0.0012
288,305,glove.topn3.replace,potentially difficult cars,0.0011
289,305,anchor.topn3,dangerous vehicles idhún deadston aud,0.001
290,305,wordnet.topn3.replace,life threatening unsafe fomite,0.0007
291,305,word2vec.topn3,dangerous vehicles hazardous risky perilous cars trucks,0.0005
292,305,bertqe.topn10.bm25,smirnov gener cleanup space must,0.0
293,305,bertqe.topn10.qld,counti edit measur school perform,0.0
294,305,relevancefeedback.topn10.bm25,most dangerous vehicles vote govern over close arab space control system plan,0.0
295,305,relevancefeedback.topn10.qld,most dangerous vehicles control govern system pound vote dollar,0.0
296,305,stem.paicehusk,most dang vehic,0.0
297,305,stem.trunc4,most dang vehi,0.0
298,305,stem.trunc5,most dange vehic,0.0
299,305,word2vec.topn3.replace,hazardous risky perilous cars trucks,0.0
300,306,-1,African Civilian Deaths,0.0527
301,306,bt_bing_arabic,African civilian deaths,0.0527
302,306,bt_bing_french,Deaths of African civilians,0.0527
303,306,bt_bing_korean,African Civilian Deaths,0.0527
304,306,bt_bing_malay,Death of African Civilians,0.0527
305,306,bt_bing_persian,Deaths of African Civilians,0.0527
306,306,bt_bing_swahili,Deaths of African civilians,0.0527
307,306,bt_nllb_french,The deaths of African civilians,0.0527
308,306,bt_nllb_german,African civilian deaths,0.0527
309,306,docluster.topn10.3.bm25,african civilian deaths,0.0527
310,306,docluster.topn10.3.qld,african civilian deaths,0.0527
311,306,original,African Civilian Deaths,0.0527
312,306,rm3.topn10.10.0.5.bm25,African Civilian Deaths,0.0527
313,306,rm3.topn10.10.0.5.qld,African Civilian Deaths,0.0527
314,306,stem.porter,african civilian death,0.0527
315,306,stem.porter2,african civilian death,0.0527
316,306,stem.sstemmer,african civilian death,0.0527
317,306,termluster.topn5.3.bm25,african civilian deaths,0.0527
318,306,termluster.topn5.3.qld,african civilian deaths,0.0527
319,306,thesaurus.topn3,african civilian deaths,0.0527
320,306,thesaurus.topn3.replace,african civilian deaths,0.0527
321,306,sensedisambiguation,African Civilian Deaths end,0.0497
322,306,relevancefeedback.topn10.bm25,african civilian deaths januari french doe mandela belgian polic rwanda,0.0404
323,306,bt_nllb_arabic,The killing of civilians in Africa,0.0379
324,306,bt_bing_chinese_simplified,Civilian deaths in Africa,0.0352
325,306,bt_bing_russian,Civilian deaths in Africa,0.0352
326,306,bt_nllb_russian,Death of civilians in Africa,0.0352
327,306,stem.krovetz,africa civilian death,0.0352
328,306,sensedisambiguation.replace,african civilian end,0.0333
329,306,tagmee.topn3,african civilian deaths North African Campaign Civilian Collateral damage,0.0321
330,306,conceptnet.topn3,african civilian deaths Xhosa Mozambican civil civilize fighting war love,0.0214
331,306,bt_bing_tamil,African civilian casualties,0.0204
332,306,anchor.topn3,african civilian deaths capensis african grebenchikov chirman ortho phthalaldehyd program histori,0.0175
333,306,relevancefeedback.topn10.qld,african civilian deaths januari death french polic car court,0.0162
334,306,stem.lovins,african civil death,0.0161
335,306,conceptluster.topn5.3.bm25,african civilian deaths collateral damage north african campaign,0.0146
336,306,conceptluster.topn5.3.qld,african civilian deaths collateral damage north african campaign,0.0146
337,306,glove.topn3,african civilian deaths africa military fatalities,0.0133
338,306,bt_nllb_korean,African citizens killed,0.0118
339,306,bt_nllb_malay,The Death of African Citizens,0.0108
340,306,bt_nllb_persian,Death of African citizens,0.0108
341,306,bt_nllb_tamil,The death of African citizens,0.0108
342,306,wordnet.topn3.replace,african civilian decease end,0.0062
343,306,conceptnet.topn3.replace,Xhosa Mozambican civil civilize fighting war love,0.0058
344,306,bt_bing_german,African civilian fatalities,0.0057
345,306,wordnet.topn3,african civilian deaths decease end,0.0049
346,306,bt_nllb_swahili,The Deaths of Politicians in Africa,0.004
347,306,stem.trunc5,afric civil death,0.0038
348,306,anchor.topn3.replace,capensis african grebenchikov chirman ortho phthalaldehyd program histori deaths,0.0029
349,306,bt_nllb_chinese_yue,African citizens dying,0.0028
350,306,bertqe.topn10.bm25,nd faction call pullout west,0.0015
351,306,tagmee.topn3.replace,North African Campaign Civilian Collateral damage,0.0012
352,306,glove.topn3.replace,africa military fatalities,0.0011
353,306,word2vec.topn3,african civilian deaths africa sub saharan military non military fatalities killings,0.0009
354,306,wiki.topn3,african civilian deaths s africa s egypt egypt world war ii north african campaign small arms reconnaissance company military unit civilian warfare disinformation information warfare collateral damage,0.0007
355,306,word2vec.topn3.replace,africa sub saharan military non military fatalities killings,0.0006
356,306,stem.paicehusk,afr civil death,0.0004
357,306,bertqe.topn10.qld,year case date case date,0.0
358,306,stem.trunc4,afri civi deat,0.0
359,306,wiki.topn3.replace,s africa s egypt egypt world war ii north african campaign small arms reconnaissance company military unit civilian warfare disinformation information warfare collateral damage,0.0
360,307,-1,New Hydroelectric Projects,0.2124
361,307,tagmee.topn3,new hydroelectric projects Hydroelectricity Project,0.214
362,307,tagmee.topn3.replace,Hydroelectricity Project,0.2136
363,307,bt_bing_french,New hydroelectric projects,0.2124
364,307,bt_bing_malay,New Hydroelectric Project,0.2124
365,307,bt_nllb_chinese_yue,New hydroelectric projects,0.2124
366,307,bt_nllb_french,New hydroelectric projects,0.2124
367,307,bt_nllb_malay,New Hydroelectric Project,0.2124
368,307,bt_nllb_persian,New projects for hydroelectricity,0.2124
369,307,bt_nllb_russian,New hydroelectric projects,0.2124
370,307,bt_nllb_tamil,New hydroelectric projects,0.2124
371,307,docluster.topn10.3.bm25,new hydroelectric projects,0.2124
372,307,docluster.topn10.3.qld,new hydroelectric projects,0.2124
373,307,original,New Hydroelectric Projects,0.2124
374,307,rm3.topn10.10.0.5.bm25,New Hydroelectric Projects,0.2124
375,307,rm3.topn10.10.0.5.qld,New Hydroelectric Projects,0.2124
376,307,stem.krovetz,new hydroelectric project,0.2124
377,307,stem.lovins,new hydroelectr project,0.2124
378,307,stem.porter,new hydroelectric project,0.2124
379,307,stem.porter2,new hydroelectr project,0.2124
380,307,stem.sstemmer,new hydroelectric project,0.2124
381,307,termluster.topn5.3.bm25,new hydroelectric projects,0.2124
382,307,termluster.topn5.3.qld,new hydroelectric projects,0.2124
383,307,thesaurus.topn3,new hydroelectric projects,0.2124
384,307,thesaurus.topn3.replace,new hydroelectric projects,0.2124
385,307,conceptluster.topn5.3.bm25,new hydroelectric projects hydroelectricity,0.1826
386,307,conceptluster.topn5.3.qld,new hydroelectric projects hydroelectricity,0.1826
387,307,anchor.topn3.replace,bibalayeva forms new yappin hydroelectric projects,0.1691
388,307,anchor.topn3,new hydroelectric projects bibalayeva forms new yappin,0.1559
389,307,wiki.topn3,new hydroelectric projects hydroelectricity hydropower francis turbine hydroelectricity product management theory constraints function engineering project,0.1354
390,307,relevancefeedback.topn10.qld,new hydroelectric projects power electr cost slovak project,0.1076
391,307,wiki.topn3.replace,hydroelectricity hydropower francis turbine hydroelectricity product management theory constraints function engineering project,0.1006
392,307,conceptnet.topn3.replace,city modern old hydroelectric projects,0.099
393,307,glove.topn3,new hydroelectric projects york same hydropower development,0.0976
394,307,conceptnet.topn3,new hydroelectric projects city modern old,0.0918
395,307,relevancefeedback.topn10.bm25,new hydroelectric projects cost dig power electr china programm million,0.0771
396,307,sensedisambiguation,New raw Hydroelectric Projects undertaking,0.0768
397,307,word2vec.topn3,new hydroelectric projects brand new newer newest hydro electric hydropower initiatives,0.0754
398,307,bt_bing_arabic,New Hydropower Projects,0.0719
399,307,bt_bing_chinese_simplified,New hydropower projects,0.0719
400,307,bt_bing_german,New hydropower projects,0.0719
401,307,bt_bing_korean,New Hydropower Projects,0.0719
402,307,bt_bing_persian,New hydropower projects,0.0719
403,307,bt_bing_russian,New Hydropower Projects,0.0719
404,307,bt_nllb_arabic,New hydropower projects,0.0719
405,307,bt_nllb_korean,A new hydropower project,0.0719
406,307,sensedisambiguation.replace,raw hydroelectric undertaking,0.0465
407,307,glove.topn3.replace,york same hydropower development,0.045
408,307,bt_nllb_swahili,New Water Power Projects,0.0382
409,307,bt_bing_tamil,New Hydro Electric Projects,0.0375
410,307,bt_nllb_german,New hydropower plants,0.036
411,307,bt_bing_swahili,New power projects,0.0253
412,307,word2vec.topn3.replace,brand new newer newest hydro electric hydropower initiatives,0.0191
413,307,bertqe.topn10.bm25,power council udc text,0.0056
414,307,stem.trunc5,new hydro proje,0.0024
415,307,stem.paicehusk,new hydroelect project,0.0022
416,307,bertqe.topn10.qld,us onli f a minsk izvestiya,0.0006
417,307,wordnet.topn3,new hydroelectric projects young freshly novel stick out image contrive,0.0003
418,307,stem.trunc4,new hydr proj,0.0
419,307,wordnet.topn3.replace,young freshly novel hydroelectric stick out image contrive,0.0
420,308,-1,Implant Dentistry,0.2812
421,308,bt_bing_arabic,Dental implants,0.5
422,308,bt_bing_persian,Dental implant,0.5
423,308,bt_bing_swahili,Dental implants,0.5
424,308,bt_nllb_german,Implant teeth,0.5
425,308,bt_nllb_malay,Dental Implantation,0.5
426,308,bt_nllb_persian,Dental implant,0.5
