,qid,order,query,bm25.map
92,314,bt_nllb_chinese_yue,Sea plants,0.0016
93,314,bt_nllb_korean,Sea plants,0.0016
94,314,bt_nllb_malay,Sea plants,0.0016
95,314,bt_nllb_tamil,Sea plants,0.0016
96,315,-1,Unexplained Highway Accidents,0.0136
97,315,bt_nllb_chinese_yue,The cause of the accident is unknown,0.0419
98,315,wordnet.topn3,unexplained highway accidents main road chance event stroke,0.0197
99,315,tagmee.topn3,unexplained highway accidents Highway Traffic collision,0.0195
100,315,conceptluster.topn5.3.bm25,unexplained highway accidents traffic collision,0.0184
101,315,conceptluster.topn5.3.qld,unexplained highway accidents traffic collision,0.0184
102,316,-1,Polygamy Polyandry Polygyny,0.5935
103,316,bt_bing_chinese_simplified,Polygamy Polyandry polyandry,0.6793
104,316,bt_bing_arabic,Polygamy Polyandry Polygamy,0.6735
105,316,bt_bing_french,Polygamy Polyandry Polygamy,0.6735
106,316,bt_bing_malay,Polygamous Polygamy Polygamy Polygamy,0.6576
107,316,bt_bing_korean,polygamy polygamy polygamy,0.6448
108,316,bt_bing_persian,Polygini Polygini Polygamy,0.6448
109,316,bt_bing_tamil,Polygamy Polygamy,0.6448
110,316,bt_nllb_chinese_yue,Polygamy polygamy polygamy and polygamy,0.6448
111,316,bt_nllb_french,Polygamy and polygamy,0.6448
112,316,bt_nllb_german,Polygamy and polygamy,0.6448
113,316,bt_nllb_malay,Polygamy Polygamy,0.6448
114,317,-1,Unsolicited Faxes,0.525
115,317,sensedisambiguation,Unsolicited unasked Faxes facsimile,0.5678
116,318,-1,Best Retirement Country,0.0016
117,318,glove.topn3,best retirement country well better nation already,0.007
118,318,sensedisambiguation,Best Retirement Country state,0.003
119,319,-1,New Fuel Sources,0.037
120,319,anchor.topn3,new fuel sources bibalayeva forms new yappin fuel inject mixed oxid gas motor,0.0542
121,319,anchor.topn3.replace,bibalayeva forms new yappin fuel inject mixed oxid gas motor sources,0.0411
122,320,-1,Undersea Fiber Optic Cable,0.0301
123,320,bt_nllb_french,Submarine fibre optic cable,0.1055
124,320,anchor.topn3.replace,uuv samayamaayi adventure queu fibr cable nowiki disappearing fila itmo spbsu cable,0.0948
125,320,anchor.topn3,undersea fiber optic cable uuv samayamaayi adventure queu fibr cable nowiki disappearing fila itmo spbsu,0.0926
126,320,wordnet.topn3.replace,submarine fibre vulcanized fiber ocular eye overseas telegram telegraph cable length,0.0634
127,320,relevancefeedback.topn10.qld,undersea fiber optic cable system cabl sprint data stc,0.059
128,320,bt_bing_swahili,Undersea optical cable,0.0581
129,320,word2vec.topn3,undersea fiber optic cable deep sea underwater fibre cable TV,0.0557
130,320,sensedisambiguation,Undersea submarine Fiber roughage Optic eye Cable cable television,0.0533
131,320,relevancefeedback.topn10.bm25,undersea fiber optic cable system sprint cabl data,0.0488
132,320,sensedisambiguation.replace,submarine roughage eye cable television,0.0429
133,320,tagmee.topn3.replace,Submarine communications cable Optical fiber,0.0419
134,320,wordnet.topn3,undersea fiber optic cable submarine fibre vulcanized fiber ocular eye overseas telegram telegraph cable length,0.0399
135,320,bt_bing_chinese_simplified,Submarine fiber optic cables,0.0359
136,320,bt_bing_french,Fiber Optic Submarine Cable,0.0359
137,320,bt_bing_korean,Submarine Fiber Optic Cable,0.0359
138,320,bt_bing_russian,Submarine Fiber Optic Cable,0.0359
139,320,bt_nllb_arabic,The fiber optic cable is underwater,0.0357
140,320,bt_nllb_malay,Underwater fiber optic cables,0.0357
141,320,bt_nllb_german,Subsea fibre optic cables,0.0324
142,321,-1,Women in Parliaments,0.1742
143,322,-1,International Art Crime,0.0004
144,322,word2vec.topn3,international art crime national global domestic artwork artworks criminality,0.0204
145,322,word2vec.topn3.replace,national global domestic artwork artworks criminality,0.0146
146,322,wordnet.topn3,international art crime external artwork artistry artistic creation criminal offense criminal offence law breaking,0.0143
147,322,sensedisambiguation,International Art artwork Crime,0.0073
148,322,wordnet.topn3.replace,external artwork artistry artistic creation criminal offense criminal offence law breaking,0.0048
149,322,sensedisambiguation.replace,international artwork crime,0.003
150,322,conceptnet.topn3,international art crime painting paint paintings,0.0009
151,322,bt_bing_french,International Crime Against Art,0.0007
152,322,bt_nllb_french,International crime against art,0.0007
153,323,-1,Literary/Journalistic Plagiarism,0.217
154,323,stem.lovins,liter journ plagiar,0.3081
155,323,tagmee.topn3,literary journalistic plagiarism Literature Journalism Plagiarism,0.3048
156,323,bt_nllb_malay,Literary plagiarism,0.277
157,324,-1,Argentine/British Relations,0.3428
158,324,stem.krovetz,argentina britain relations,0.4104
159,325,-1,Cult Lifestyles,0.0495
160,325,anchor.topn3,cult lifestyles genestealer reproduct cult tsumbubura,0.0628
161,325,wiki.topn3,cult lifestyles cults anti cult terms concepts occult cult lifestyle lifestylmagazine travel lifestyle sociology,0.062
162,325,glove.topn3,cult lifestyles followers sect sedentary,0.0598
163,326,-1,Ferry Sinkings,0.5265
164,326,relevancefeedback.topn10.qld,ferry sinkings last ship safeti titan estonia ferri pound,0.6433
165,326,relevancefeedback.topn10.bm25,ferry sinkings estonia safeti titan ro ferri ship,0.635
166,327,-1,Modern Slavery,0.1376
167,327,anchor.topn3.replace,burdah jardot originalité slavery,0.3111
168,327,wordnet.topn3,modern slavery Bodoni modernistic bondage slaveholding,0.2825
169,327,tagmee.topn3.replace,Slavery Slavery in the United States,0.2589
170,327,tagmee.topn3,modern slavery Slavery Slavery in the United States,0.221
171,327,conceptluster.topn5.3.bm25,modern slavery slavery united states,0.17
172,327,conceptluster.topn5.3.qld,modern slavery slavery united states,0.17
173,327,bt_nllb_malay,Modern day Slavery,0.1428
174,327,relevancefeedback.topn10.bm25,modern slavery murder india iv econom slaveri our westwood r rep d,0.1403
175,328,-1,Pope Beatifications,0.6158
176,328,sensedisambiguation,Pope Beatifications beatification,0.6441
177,329,-1,Mexican Air Pollution,0.2746
178,329,bt_bing_chinese_simplified,Air pollution in Mexico,0.4065
179,329,bt_bing_french,Air Pollution in Mexico,0.4065
180,329,bt_bing_german,Air pollution in Mexico,0.4065
181,329,bt_bing_korean,Air pollution in Mexico,0.4065
182,329,bt_bing_russian,Air pollution in Mexico,0.4065
183,329,bt_bing_swahili,Air pollution of Mexico,0.4065
184,329,bt_nllb_arabic,Air pollution in Mexico,0.4065
185,329,bt_nllb_chinese_yue,Air pollution in Mexico,0.4065
186,329,bt_nllb_french,Air Pollution in Mexico,0.4065
187,329,bt_nllb_german,Air pollution in Mexico,0.4065
188,329,bt_nllb_korean,Air Pollution in Mexico,0.4065
189,329,bt_nllb_malay,Air Pollution in Mexico,0.4065
190,329,bt_nllb_persian,Air pollution in Mexico,0.4065
191,329,bt_nllb_russian,Air pollution in Mexico,0.4065
192,329,bt_nllb_swahili,Air Pollution in Mexico,0.4065
193,329,stem.krovetz,mexico air pollution,0.4065
194,329,word2vec.topn3,mexican air pollution mexico air water,0.2836
195,330,-1,Iran-Iraq Cooperation,0.0267
196,330,stem.trunc4,iran iraq coop,0.1213
197,330,stem.trunc5,iran iraq coope,0.1213
198,330,bt_bing_arabic,Iranian Iraqi cooperation,0.1112
199,330,bt_bing_german,Iranian Iraqi cooperation,0.1112
200,330,anchor.topn3,iran iraq cooperation iran iraq iran iraq eritrean ethiopian,0.0918
201,330,bt_bing_chinese_simplified,Iran Iraqi cooperation,0.0767
202,330,anchor.topn3.replace,iran iraq iran iraq eritrean ethiopian cooperation,0.0642
203,330,relevancefeedback.topn10.qld,iran iraq cooperation turkei islam iran we countri contain iraq iraqi,0.0372
204,330,bt_bing_french,Cooperation between Iran and Iraq,0.0346
205,330,bt_nllb_german,Cooperation between Iran and Iraq,0.0346
206,331,-1,World Bank Criticism,0.1867
207,332,-1,Income Tax Evasion,0.0348
208,332,bertqe.topn10.bm25,tax evas connect j david,0.1215
209,332,wiki.topn3,income tax evasion bank fraud arrest warrant plea bargain tax evasion bank fraud arrest warrant plea bargain tax evasion,0.1023
210,332,relevancefeedback.topn10.bm25,income tax evasion both yuan incom rmb hunter sturman,0.0523
211,332,wiki.topn3.replace,bank fraud arrest warrant plea bargain tax evasion bank fraud arrest warrant plea bargain tax evasion,0.0421
212,332,tagmee.topn3,income tax evasion Tax evasion Tax evasion,0.0384
213,332,conceptluster.topn5.3.bm25,income tax evasion tax evasion,0.0375
214,332,conceptluster.topn5.3.qld,income tax evasion tax evasion,0.0375
215,333,-1,Antibiotics Bacteria Disease,0.2255
216,333,sensedisambiguation,Antibiotics antibiotic Bacteria Disease,0.2754
217,333,bt_nllb_french,Antibiotics for bacteria,0.26
218,333,stem.porter,antibiot bacteria diseas,0.26
219,333,stem.porter2,antibiot bacteria diseas,0.26
220,333,tagmee.topn3,antibiotics bacteria disease Antibiotics Bacteria Infection,0.2597
221,333,wiki.topn3,antibiotics bacteria disease bactericides staphylococcus pancreas antibiotics prokaryotes bacteriology bacteria bacteria antibiotics urinary bladder pancreas infection,0.255
222,333,wiki.topn3.replace,bactericides staphylococcus pancreas antibiotics prokaryotes bacteriology bacteria bacteria antibiotics urinary bladder pancreas infection,0.2463
223,333,conceptluster.topn5.3.bm25,antibiotics bacteria disease infection,0.2431
224,333,conceptluster.topn5.3.qld,antibiotics bacteria disease infection,0.2431
225,333,relevancefeedback.topn10.qld,antibiotics bacteria disease antibiot biosensor pneumonia diseas syndrom tb strep tick plagu,0.2431
226,333,tagmee.topn3.replace,Antibiotics Bacteria Infection,0.2414
227,333,word2vec.topn3,antibiotics bacteria disease anti biotics antimicrobials microbes microorganisms bacterium infection,0.237
228,333,wordnet.topn3,antibiotics bacteria disease antibiotic drug bacterium,0.2264
229,333,relevancefeedback.topn10.bm25,antibiotics bacteria disease antibiot pneumonia plagu strep syndrom diseas infect cancer,0.2262
230,334,-1,Export Controls Cryptography,0.1111
231,334,bt_bing_chinese_simplified,Export Control Encryption,0.5611
232,334,bt_bing_korean,Export Control Encryption,0.5611
233,334,bt_nllb_arabic,Export control Encryption,0.5611
234,334,bt_nllb_tamil,Encryption of export controls,0.5611
235,334,word2vec.topn3,export controls cryptography import encryption cryptographic cryptology,0.3554
236,334,word2vec.topn3.replace,import controls encryption cryptographic cryptology,0.2828
237,334,bt_nllb_chinese_yue,Export controls the password,0.2222
238,334,wiki.topn3,export controls cryptography outlinof cryptography glossary cryptographic keys plaintext cryptography,0.1146
239,335,-1,Adoptive Biological Parents,0.2591
240,335,conceptnet.topn3,adoptive biological parents surrogate name children name their babies family,0.5319
241,335,conceptnet.topn3.replace,surrogate biological name children name their babies family,0.3722
242,335,bt_bing_russian,Adoptive parents of biological parents,0.3296
243,335,sensedisambiguation,Adoptive Biological Parents parent,0.3296
244,335,relevancefeedback.topn10.qld,adoptive biological parents adopt her anim child sabol,0.3202
245,335,tagmee.topn3,adoptive biological parents Adoption Biology Parent,0.319
246,335,relevancefeedback.topn10.bm25,adoptive biological parents child her adopt kiefer sabol plant program,0.3085
247,336,-1,Black Bear Attacks,0.033
248,336,conceptnet.topn3,black bear attacks oil coal color animal grizzly polar,0.0851
249,336,conceptnet.topn3.replace,oil coal color animal grizzly polar attacks,0.0833
250,336,conceptluster.topn5.3.bm25,black bear attacks american black bear bear attack,0.0392
251,336,conceptluster.topn5.3.qld,black bear attacks american black bear bear attack,0.0392
252,336,tagmee.topn3,black bear attacks American black bear Bear attack,0.0392
253,337,-1,Viral Hepatitis,0.1614
254,337,bt_bing_malay,Hepatitis Virus,0.2168
255,337,relevancefeedback.topn10.bm25,viral hepatitis percent omit caus diseas individu vaccinia liver hepat,0.2094
256,337,relevancefeedback.topn10.qld,viral hepatitis hepat diseas worker region health individu percent omit,0.1966
257,337,word2vec.topn3,viral hepatitis bacterial phylodynamics HCV anti hepatitis,0.1821
258,337,wiki.topn3,viral hepatitis opportunistic infection attenuated vaccine rapid plasma reagin viral hepatitis,0.1669
259,338,-1,Risk of Aspirin,0.375
260,338,relevancefeedback.topn10.qld,risk of aspirin sai stroke peopl kidnei your,0.5
261,338,bt_nllb_persian,The risks of aspirin use,0.4167
262,338,bt_nllb_russian,Risks of using aspirin,0.4167
263,338,relevancefeedback.topn10.bm25,risk of aspirin stroke sai vaccin bayer kidnei,0.4167
264,339,-1,Alzheimer's Drug Treatment,0.2031
265,339,conceptluster.topn5.3.bm25,alzheimer s drug treatment psychoactive drug addiction alzheimer s disease,0.3061
266,339,conceptluster.topn5.3.qld,alzheimer s drug treatment psychoactive drug addiction alzheimer s disease,0.3061
267,339,stem.lovins,alzheimer s drug treatm,0.2563
268,339,stem.paicehusk,alzheim s drug tre,0.2455
269,339,relevancefeedback.topn10.bm25,alzheimer s drug treatment alzheim dollar group diseas summer,0.2352
270,339,rm3.topn10.10.0.5.bm25,Alzheimers Drug Treatment,0.2119
271,339,rm3.topn10.10.0.5.qld,Alzheimers Drug Treatment,0.2119
272,339,wiki.topn3,alzheimer s drug treatment dementia aphasias unsolved problems neuroscience alzheimer s disease dementia aphasias unsolved problems neuroscience alzheimer s disease opiate empathogen entactogen antidepressant psychoactive drug substancusdisorder behavioral addiction stress psychological addiction,0.2088
273,339,bt_bing_french,Drug treatment for Alzheimer s disease,0.206
274,339,bt_bing_german,Drug treatment of Alzheimer s disease,0.206
275,339,bt_bing_russian,Drug treatment of Alzheimer s disease,0.206
276,340,-1,Land Mine Ban,0.0848
277,340,bt_bing_russian,Ban on anti personnel mines,0.1682
278,340,bt_bing_arabic,Landmine Ban,0.1375
279,340,bt_bing_french,Ban on landmines,0.1375
280,340,bt_bing_german,Ban on landmines,0.1375
281,340,bt_bing_tamil,Landmine ban,0.1375
282,340,bt_nllb_arabic,The landmine ban,0.1375
283,340,bt_bing_korean,Prohibition of Landmines,0.1119
284,340,bt_bing_persian,Prohibition of landmines,0.1119
285,340,bt_nllb_french,Prohibition of landmines,0.1119
286,340,bt_nllb_german,Prohibition of landmines,0.1119
287,340,bt_nllb_persian,Prohibition of landmines,0.1119
288,340,bt_bing_chinese_simplified,Mine ban,0.0869
289,340,bt_nllb_chinese_yue,Banned mines,0.0869
290,340,bt_nllb_korean,Mine ban,0.0869
291,341,-1,Airport Security,0.1908
292,341,bt_bing_korean,Airport Security Screening,0.2253
293,341,sensedisambiguation,Airport Security security system,0.2209
294,341,wiki.topn3,airport security computer assisted passenger prescreening system shobomb plot richard reid airport security,0.2061
295,342,-1,Diplomatic Expulsion,0.0897
296,342,glove.topn3,diplomatic expulsion relations expelled expel,0.2317
297,342,bertqe.topn10.bm25,militari aid spy tit tat,0.1214
298,342,conceptnet.topn3,diplomatic expulsion forcing out ejection,0.1104
299,342,wordnet.topn3,diplomatic expulsion extrusion projection forcing out,0.1066
300,342,wiki.topn3,diplomatic expulsion foreign relations deputy chief mission spherof influence diplomacy extradition ethnic cleansing persona non grata deportation,0.0983
301,343,-1,Police Deaths,0.0007
302,343,bt_bing_chinese_simplified,The policeman died,0.0698
303,343,word2vec.topn3.replace,cops policemen fatalities killings,0.0293
304,343,bt_bing_russian,Deaths of police officers,0.0137
305,343,word2vec.topn3,police deaths cops policemen fatalities killings,0.0092
306,343,glove.topn3.replace,officers policemen fatalities,0.0068
307,343,wiki.topn3,police deaths publisafety crime prevention law enforcement police life senescence disease death,0.0063
308,343,bt_nllb_malay,Death of a cop,0.0046
309,343,glove.topn3,police deaths officers policemen fatalities,0.0046
310,343,sensedisambiguation,Police Deaths end,0.0037
311,343,wordnet.topn3,police deaths patrol police force dying last,0.0037
312,343,conceptnet.topn3,police deaths chief fighting war love,0.0035
313,343,relevancefeedback.topn10.bm25,police deaths he constitut ingel freewai hanson shoot were hi i,0.0033
314,343,bt_bing_german,Deaths in the police force,0.0031
315,343,wiki.topn3.replace,publisafety crime prevention law enforcement police life senescence disease death,0.0028
316,343,bt_bing_korean,Police Death Case,0.0017
317,343,relevancefeedback.topn10.qld,police deaths he peopl area constitut were dollar,0.0015
318,343,bt_nllb_chinese_yue,The police are dead,0.0009
319,343,bt_nllb_korean,Police dead,0.0009
320,343,bt_nllb_persian,The police are dead,0.0009
321,343,bt_nllb_russian,The police are dead,0.0009
322,344,-1,Abuses of E-Mail,0.1473
323,344,sensedisambiguation,Abuses misuse of E Mail electronic mail,0.4973
324,344,stem.lovins,abus of e mail,0.2946
325,344,stem.paicehusk,abus of e mail,0.2946
326,344,stem.porter,abus of e mail,0.2946
327,344,stem.porter2,abus of e mail,0.2946
328,344,stem.trunc4,abus of e mail,0.2946
329,344,sensedisambiguation.replace,misuse of electronic mail,0.2853
330,344,bt_nllb_malay,Breach of e mail,0.2841
331,345,-1,Overseas Tobacco Sales,0.0707
332,345,relevancefeedback.topn10.bm25,overseas tobacco sales compani rate dollar per,0.121
333,345,word2vec.topn3,overseas tobacco sales abroad stateside cigarettes smoking marketing,0.1011
334,345,glove.topn3,overseas tobacco sales abroad elsewhere cigarette cigarettes retail selling,0.0866
335,345,glove.topn3.replace,abroad elsewhere cigarette cigarettes retail selling,0.0853
336,345,conceptluster.topn5.3.bm25,overseas tobacco sales sales tax,0.0824
337,345,conceptluster.topn5.3.qld,overseas tobacco sales sales tax,0.0824
338,345,word2vec.topn3.replace,abroad stateside cigarettes smoking marketing,0.082
339,345,bt_nllb_arabic,Tobacco sales outside,0.0775
340,345,tagmee.topn3,overseas tobacco sales Tobacco Sales tax,0.0774
341,346,-1,Educational Standards,0.043
342,346,conceptnet.topn3,educational standards school,0.0758
343,346,conceptnet.topn3.replace,school standards,0.0598
344,346,relevancefeedback.topn10.bm25,educational standards hungarian class admiss educ children standard x stonehil test railroad,0.0515
345,347,-1,Wildlife Extinction,0.0339
346,347,bt_nllb_chinese_yue,Wildlife is disappearing,0.0784
347,347,bt_nllb_korean,Extinction of the Wild,0.0771
348,347,bt_nllb_persian,Extinction of the wild,0.0771
349,347,bt_nllb_russian,Extinction of the wild,0.0771
350,347,bt_bing_german,Extinction of wild animals,0.0715
351,347,tagmee.topn3,wildlife extinction Wildlife Quaternary extinction event,0.037
352,348,-1,Agoraphobia,0.81
353,349,-1,Metabolism,0.1629
354,350,-1,Health and Computer Terminals,0.062
355,351,-1,Falkland petroleum exploration,0.3606
356,351,bt_bing_german,Oil exploration in the Falkland Islands,0.6225
357,351,bt_bing_russian,Oil exploration in the Falkland Islands,0.6225
358,351,bt_nllb_arabic,Oil exploration in the Falkland Islands,0.6225
359,351,bt_nllb_french,Oil exploration in the Falkland Islands,0.6225
360,351,bt_nllb_german,Oil exploration in the Falkland Islands,0.6225
361,351,bt_nllb_russian,Oil exploration in the Falkland Islands,0.6225
362,351,bt_bing_arabic,Oil exploration in the Falklands,0.5919
363,351,bt_bing_chinese_simplified,Falkland Oil Exploration,0.5919
364,351,bt_bing_french,Oil exploration in the Falklands,0.5919
365,351,bt_bing_korean,Falkland Oil Exploration,0.5919
366,351,bt_bing_persian,Falklands Oil Exploration,0.5919
367,351,bt_bing_swahili,Falkland oil exploration,0.5919
368,351,bt_nllb_chinese_yue,The Falkland oil exploration,0.5919
369,351,bt_nllb_persian,The Falkland oil exploration,0.5919
370,351,bt_nllb_tamil,The Falkland oil exploration,0.5919
371,351,relevancefeedback.topn10.bm25,falkland petroleum exploration island oil argentina ga,0.5902
372,351,wiki.topn3.replace,falkland islands list falkland islands related topics index falkland islands related articles falkland islands glassforming liquids melts oil natural gas petroleum extraction petroleum tight oil oil place hydrocarbon exploration,0.5812
373,351,wiki.topn3,falkland petroleum exploration falkland islands list falkland islands related topics index falkland islands related articles falkland islands glassforming liquids melts oil natural gas petroleum extraction petroleum tight oil oil place hydrocarbon exploration,0.566
374,351,bt_nllb_swahili,The Falkland oil field,0.5584
375,351,bt_nllb_malay,Confirmation of the Falkland oil,0.5509
376,351,relevancefeedback.topn10.qld,falkland petroleum exploration island argentina oil dollar ga,0.5478
377,351,conceptluster.topn5.3.bm25,falkland petroleum exploration falkland islands hydrocarbon exploration petroleum,0.4347
378,351,conceptluster.topn5.3.qld,falkland petroleum exploration falkland islands hydrocarbon exploration petroleum,0.4347
379,351,tagmee.topn3,falkland petroleum exploration Falkland Islands Petroleum Hydrocarbon exploration,0.4347
380,351,anchor.topn3.replace,okino tori shima dispute post war malvinas falkland shahne petroleum oil exploration,0.4328
381,351,anchor.topn3,falkland petroleum exploration okino tori shima dispute post war malvinas falkland shahne petroleum oil,0.4199
382,351,tagmee.topn3.replace,Falkland Islands Petroleum Hydrocarbon exploration,0.415
383,352,-1,British Chunnel impact,0.036
384,352,relevancefeedback.topn10.qld,british chunnel impact tunnel i freight govern ha de hous project,0.1335
385,352,wordnet.topn3,british chunnel impact British people Brits Channel Tunnel affect touch bear on,0.1183
386,352,relevancefeedback.topn10.bm25,british chunnel impact tunnel freight project life govern have telex i dollar,0.1158
387,352,wordnet.topn3.replace,British people Brits Channel Tunnel affect touch bear on,0.1003
388,352,bt_nllb_french,The impact of the British Channel,0.0521
389,352,bt_nllb_persian,The impact of the British Channel,0.0521
390,353,-1,Antarctica exploration,0.1812
391,353,bt_nllb_russian,Conducting Antarctic research,0.3749
392,353,bt_nllb_swahili,The Antarctic,0.3129
393,353,stem.paicehusk,antarctic expl,0.2942
394,353,bt_nllb_tamil,The study of Antarctica,0.2588
395,353,word2vec.topn3.replace,antarctic antartica antartic exploratory,0.2498
396,353,bt_bing_french,Antarctic Exploration,0.245
397,353,bt_bing_malay,Antarctic Exploration,0.245
398,353,bt_bing_persian,Antarctic exploration,0.245
399,353,bt_bing_tamil,Antarctic Exploration,0.245
400,353,bt_nllb_chinese_yue,Exploring the Antarctic,0.245
401,353,bt_nllb_french,Exploration of the Antarctic,0.245
