,qid,order,query,qld.map
94,315,glove.topn3,unexplained highway accidents inexplicable road fatalities,0.0046
95,315,bt_nllb_tamil,Unidentified road accidents,0.0044
96,315,sensedisambiguation,Unexplained Highway Accidents accident,0.0042
97,315,word2vec.topn3.replace,inexplicable mysterious roadway road fatalities incidents,0.0039
98,316,-1,Polygamy Polyandry Polygyny,0.579
99,316,bt_bing_chinese_simplified,Polygamy Polyandry polyandry,0.6897
100,316,bt_bing_arabic,Polygamy Polyandry Polygamy,0.6831
101,316,bt_bing_french,Polygamy Polyandry Polygamy,0.6831
102,316,bt_bing_malay,Polygamous Polygamy Polygamy Polygamy,0.6814
103,316,bt_bing_korean,polygamy polygamy polygamy,0.6569
104,316,bt_bing_persian,Polygini Polygini Polygamy,0.6569
105,316,bt_bing_tamil,Polygamy Polygamy,0.6569
106,316,bt_nllb_chinese_yue,Polygamy polygamy polygamy and polygamy,0.6569
107,316,bt_nllb_french,Polygamy and polygamy,0.6569
108,316,bt_nllb_german,Polygamy and polygamy,0.6569
109,316,bt_nllb_malay,Polygamy Polygamy,0.6569
110,316,word2vec.topn3,polygamy polyandry polygyny polygyny polygamous polygyny polyandrous polygamy polyandry,0.5826
111,317,-1,Unsolicited Faxes,0.5036
112,317,sensedisambiguation,Unsolicited unasked Faxes facsimile,0.5514
113,318,-1,Best Retirement Country,0.0061
114,318,sensedisambiguation,Best Retirement Country state,0.0136
115,319,-1,New Fuel Sources,0.0564
116,319,anchor.topn3,new fuel sources bibalayeva forms new yappin fuel inject mixed oxid gas motor,0.0879
117,319,anchor.topn3.replace,bibalayeva forms new yappin fuel inject mixed oxid gas motor sources,0.0676
118,320,-1,Undersea Fiber Optic Cable,0.0462
119,320,bt_nllb_french,Submarine fibre optic cable,0.0849
120,320,anchor.topn3,undersea fiber optic cable uuv samayamaayi adventure queu fibr cable nowiki disappearing fila itmo spbsu,0.0819
121,320,bt_bing_swahili,Undersea optical cable,0.0735
122,320,word2vec.topn3,undersea fiber optic cable deep sea underwater fibre cable TV,0.0571
123,320,relevancefeedback.topn10.qld,undersea fiber optic cable system cabl sprint data stc,0.0564
124,321,-1,Women in Parliaments,0.1544
125,322,-1,International Art Crime,0.0
126,322,word2vec.topn3.replace,national global domestic artwork artworks criminality,0.0105
127,322,word2vec.topn3,international art crime national global domestic artwork artworks criminality,0.0099
128,322,sensedisambiguation,International Art artwork Crime,0.0029
129,322,wordnet.topn3,international art crime external artwork artistry artistic creation criminal offense criminal offence law breaking,0.0021
130,322,sensedisambiguation.replace,international artwork crime,0.0017
131,322,wordnet.topn3.replace,external artwork artistry artistic creation criminal offense criminal offence law breaking,0.0017
132,322,tagmee.topn3.replace,Art and Crime,0.0013
133,322,conceptnet.topn3,international art crime painting paint paintings,0.0007
134,322,conceptluster.topn5.3.bm25,international art crime art crime,0.0004
135,322,conceptluster.topn5.3.qld,international art crime art crime,0.0004
136,322,tagmee.topn3,international art crime Art and Crime,0.0004
137,322,glove.topn3.replace,global which museum criminal,0.0003
138,323,-1,Literary/Journalistic Plagiarism,0.2354
139,323,stem.lovins,liter journ plagiar,0.3459
140,323,bt_nllb_malay,Literary plagiarism,0.3243
141,323,tagmee.topn3,literary journalistic plagiarism Literature Journalism Plagiarism,0.3124
142,324,-1,Argentine/British Relations,0.2779
143,324,stem.krovetz,argentina britain relations,0.3095
144,324,relevancefeedback.topn10.bm25,argentine british relations uk di argentina deputi oil,0.2928
145,325,-1,Cult Lifestyles,0.0471
146,325,bt_bing_swahili,Cult life,0.0834
147,325,stem.trunc4,cult life,0.0834
148,325,stem.trunc5,cult lifes,0.0834
149,325,glove.topn3,cult lifestyles followers sect sedentary,0.0711
150,325,anchor.topn3,cult lifestyles genestealer reproduct cult tsumbubura,0.0651
151,326,-1,Ferry Sinkings,0.6066
152,326,relevancefeedback.topn10.qld,ferry sinkings last ship safeti titan estonia ferri pound,0.6505
153,326,relevancefeedback.topn10.bm25,ferry sinkings estonia safeti titan ro ferri ship,0.61
154,327,-1,Modern Slavery,0.0613
155,327,wordnet.topn3,modern slavery Bodoni modernistic bondage slaveholding,0.2601
156,327,tagmee.topn3.replace,Slavery Slavery in the United States,0.184
157,327,relevancefeedback.topn10.bm25,modern slavery murder india iv econom slaveri our westwood r rep d,0.1824
158,327,anchor.topn3.replace,burdah jardot originalité slavery,0.144
159,327,tagmee.topn3,modern slavery Slavery Slavery in the United States,0.1354
160,327,bt_nllb_malay,Modern day Slavery,0.1015
161,327,word2vec.topn3,modern slavery contemporary modern day ancient slaves enslavement,0.1009
162,327,conceptluster.topn5.3.bm25,modern slavery slavery united states,0.0855
163,327,conceptluster.topn5.3.qld,modern slavery slavery united states,0.0855
164,327,wiki.topn3,modern slavery slave trade slavery civil war slavery emancipation proclamation frederick douglass jefferson davis slavery united states,0.0618
165,328,-1,Pope Beatifications,0.6622
166,328,sensedisambiguation,Pope Beatifications beatification,0.7354
167,329,-1,Mexican Air Pollution,0.0956
168,329,bt_bing_chinese_simplified,Air pollution in Mexico,0.1766
169,329,bt_bing_french,Air Pollution in Mexico,0.1766
170,329,bt_bing_german,Air pollution in Mexico,0.1766
171,329,bt_bing_korean,Air pollution in Mexico,0.1766
172,329,bt_bing_russian,Air pollution in Mexico,0.1766
173,329,bt_bing_swahili,Air pollution of Mexico,0.1766
174,329,bt_nllb_arabic,Air pollution in Mexico,0.1766
175,329,bt_nllb_chinese_yue,Air pollution in Mexico,0.1766
176,329,bt_nllb_french,Air Pollution in Mexico,0.1766
177,329,bt_nllb_german,Air pollution in Mexico,0.1766
178,329,bt_nllb_korean,Air Pollution in Mexico,0.1766
179,329,bt_nllb_malay,Air Pollution in Mexico,0.1766
180,329,bt_nllb_persian,Air pollution in Mexico,0.1766
181,329,bt_nllb_russian,Air pollution in Mexico,0.1766
182,329,bt_nllb_swahili,Air Pollution in Mexico,0.1766
183,329,stem.krovetz,mexico air pollution,0.1766
184,329,word2vec.topn3,mexican air pollution mexico air water,0.1536
185,329,relevancefeedback.topn10.bm25,mexican air pollution economist border from citi mexico commun over restaur fight,0.1494
186,329,relevancefeedback.topn10.qld,mexican air pollution from economist new citi develop dollar he,0.1332
187,329,glove.topn3,mexican air pollution mexico force flying environmental,0.1314
188,330,-1,Iran-Iraq Cooperation,0.0542
189,330,bt_bing_arabic,Iranian Iraqi cooperation,0.1012
190,330,bt_bing_german,Iranian Iraqi cooperation,0.1012
191,330,anchor.topn3,iran iraq cooperation iran iraq iran iraq eritrean ethiopian,0.0857
192,330,stem.trunc4,iran iraq coop,0.0808
193,330,stem.trunc5,iran iraq coope,0.0808
194,330,bt_bing_chinese_simplified,Iran Iraqi cooperation,0.0795
195,330,anchor.topn3.replace,iran iraq iran iraq eritrean ethiopian cooperation,0.0633
196,331,-1,World Bank Criticism,0.1496
197,332,-1,Income Tax Evasion,0.005
198,332,wiki.topn3,income tax evasion bank fraud arrest warrant plea bargain tax evasion bank fraud arrest warrant plea bargain tax evasion,0.0857
199,332,bertqe.topn10.bm25,tax evas connect j david,0.0638
200,332,wiki.topn3.replace,bank fraud arrest warrant plea bargain tax evasion bank fraud arrest warrant plea bargain tax evasion,0.0425
201,332,relevancefeedback.topn10.bm25,income tax evasion both yuan incom rmb hunter sturman,0.0229
202,332,bt_bing_chinese_simplified,tax evasion,0.0081
203,332,bt_bing_french,Tax evasion,0.0081
204,332,tagmee.topn3.replace,Tax evasion Tax evasion,0.0081
205,332,bt_nllb_arabic,Evading income tax,0.0059
206,333,-1,Antibiotics Bacteria Disease,0.2494
207,333,sensedisambiguation,Antibiotics antibiotic Bacteria Disease,0.2768
208,333,tagmee.topn3.replace,Antibiotics Bacteria Infection,0.2758
209,333,tagmee.topn3,antibiotics bacteria disease Antibiotics Bacteria Infection,0.2703
210,333,bt_nllb_french,Antibiotics for bacteria,0.2693
211,333,stem.porter,antibiot bacteria diseas,0.2693
212,333,stem.porter2,antibiot bacteria diseas,0.2693
213,333,conceptluster.topn5.3.bm25,antibiotics bacteria disease infection,0.2548
214,333,conceptluster.topn5.3.qld,antibiotics bacteria disease infection,0.2548
215,333,wiki.topn3,antibiotics bacteria disease bactericides staphylococcus pancreas antibiotics prokaryotes bacteriology bacteria bacteria antibiotics urinary bladder pancreas infection,0.2511
216,334,-1,Export Controls Cryptography,0.0556
217,334,bt_bing_chinese_simplified,Export Control Encryption,0.5245
218,334,bt_bing_korean,Export Control Encryption,0.5245
219,334,bt_nllb_arabic,Export control Encryption,0.5245
220,334,bt_nllb_tamil,Encryption of export controls,0.5245
221,334,word2vec.topn3.replace,import controls encryption cryptographic cryptology,0.2051
222,334,word2vec.topn3,export controls cryptography import encryption cryptographic cryptology,0.1726
223,334,bt_nllb_chinese_yue,Export controls the password,0.1296
224,334,glove.topn3,export controls cryptography import cryptographic public key,0.1136
225,334,sensedisambiguation.replace,export restraint cryptography,0.1111
226,334,tagmee.topn3,export controls cryptography Cryptography,0.1111
227,334,tagmee.topn3.replace,Cryptography,0.1111
228,334,wiki.topn3,export controls cryptography outlinof cryptography glossary cryptographic keys plaintext cryptography,0.1111
229,334,wiki.topn3.replace,outlinof cryptography glossary cryptographic keys plaintext cryptography,0.1111
230,335,-1,Adoptive Biological Parents,0.3
231,335,conceptnet.topn3,adoptive biological parents surrogate name children name their babies family,0.4941
232,335,relevancefeedback.topn10.qld,adoptive biological parents adopt her anim child sabol,0.3595
233,335,conceptnet.topn3.replace,surrogate biological name children name their babies family,0.357
234,335,relevancefeedback.topn10.bm25,adoptive biological parents child her adopt kiefer sabol plant program,0.3327
235,335,tagmee.topn3,adoptive biological parents Adoption Biology Parent,0.3166
236,335,bt_bing_russian,Adoptive parents of biological parents,0.3139
237,335,sensedisambiguation,Adoptive Biological Parents parent,0.3139
238,336,-1,Black Bear Attacks,0.0882
239,336,wiki.topn3,black bear attacks bobcat grizzly bear american bison american black bear kashmir stag mount abu wildlifsanctuary free ranging dog bear attack,0.0937
240,336,conceptluster.topn5.3.bm25,black bear attacks american black bear bear attack,0.0926
241,336,conceptluster.topn5.3.qld,black bear attacks american black bear bear attack,0.0926
242,336,tagmee.topn3,black bear attacks American black bear Bear attack,0.0926
243,336,conceptnet.topn3,black bear attacks oil coal color animal grizzly polar,0.0897
244,337,-1,Viral Hepatitis,0.163
245,337,relevancefeedback.topn10.bm25,viral hepatitis percent omit caus diseas individu vaccinia liver hepat,0.2128
246,337,relevancefeedback.topn10.qld,viral hepatitis hepat diseas worker region health individu percent omit,0.2063
247,337,bt_bing_malay,Hepatitis Virus,0.2009
248,337,word2vec.topn3,viral hepatitis bacterial phylodynamics HCV anti hepatitis,0.1852
249,338,-1,Risk of Aspirin,0.4167
250,338,bt_nllb_persian,The risks of aspirin use,0.5
251,338,bt_nllb_russian,Risks of using aspirin,0.5
252,338,relevancefeedback.topn10.qld,risk of aspirin sai stroke peopl kidnei your,0.5
253,339,-1,Alzheimer's Drug Treatment,0.175
254,339,rm3.topn10.10.0.5.bm25,Alzheimers Drug Treatment,0.2161
255,339,rm3.topn10.10.0.5.qld,Alzheimers Drug Treatment,0.2161
256,339,conceptluster.topn5.3.bm25,alzheimer s drug treatment psychoactive drug addiction alzheimer s disease,0.2073
257,339,conceptluster.topn5.3.qld,alzheimer s drug treatment psychoactive drug addiction alzheimer s disease,0.2073
258,339,stem.lovins,alzheimer s drug treatm,0.188
259,340,-1,Land Mine Ban,0.0594
260,340,bt_bing_russian,Ban on anti personnel mines,0.1659
261,340,bt_bing_arabic,Landmine Ban,0.1369
262,340,bt_bing_french,Ban on landmines,0.1369
263,340,bt_bing_german,Ban on landmines,0.1369
264,340,bt_bing_tamil,Landmine ban,0.1369
265,340,bt_nllb_arabic,The landmine ban,0.1369
266,340,bt_bing_korean,Prohibition of Landmines,0.1045
267,340,bt_bing_persian,Prohibition of landmines,0.1045
268,340,bt_nllb_french,Prohibition of landmines,0.1045
269,340,bt_nllb_german,Prohibition of landmines,0.1045
270,340,bt_nllb_persian,Prohibition of landmines,0.1045
271,340,bt_bing_chinese_simplified,Mine ban,0.0786
272,340,bt_nllb_chinese_yue,Banned mines,0.0786
273,340,bt_nllb_korean,Mine ban,0.0786
274,341,-1,Airport Security,0.2002
275,341,bt_bing_korean,Airport Security Screening,0.2651
276,342,-1,Diplomatic Expulsion,0.1389
277,342,glove.topn3,diplomatic expulsion relations expelled expel,0.2337
278,342,glove.topn3.replace,relations expelled expel,0.1621
279,343,-1,Police Deaths,0.004
280,343,bt_bing_chinese_simplified,The policeman died,0.0319
281,343,bt_bing_russian,Deaths of police officers,0.0113
282,343,word2vec.topn3.replace,cops policemen fatalities killings,0.0067
283,343,word2vec.topn3,police deaths cops policemen fatalities killings,0.0063
284,343,conceptnet.topn3,police deaths chief fighting war love,0.005
285,343,bt_bing_german,Deaths in the police force,0.0046
286,343,wiki.topn3,police deaths publisafety crime prevention law enforcement police life senescence disease death,0.0045
287,343,glove.topn3,police deaths officers policemen fatalities,0.0041
288,344,-1,Abuses of E-Mail,0.278
289,344,sensedisambiguation.replace,misuse of electronic mail,0.4443
290,344,sensedisambiguation,Abuses misuse of E Mail electronic mail,0.3321
291,344,stem.lovins,abus of e mail,0.3245
292,344,stem.paicehusk,abus of e mail,0.3245
293,344,stem.porter,abus of e mail,0.3245
294,344,stem.porter2,abus of e mail,0.3245
295,344,stem.trunc4,abus of e mail,0.3245
296,344,bt_nllb_malay,Breach of e mail,0.3197
297,345,-1,Overseas Tobacco Sales,0.0642
298,345,relevancefeedback.topn10.bm25,overseas tobacco sales compani rate dollar per,0.1185
299,345,glove.topn3,overseas tobacco sales abroad elsewhere cigarette cigarettes retail selling,0.0925
300,345,word2vec.topn3,overseas tobacco sales abroad stateside cigarettes smoking marketing,0.09
301,345,relevancefeedback.topn10.qld,overseas tobacco sales dollar export per invest,0.079
302,345,word2vec.topn3.replace,abroad stateside cigarettes smoking marketing,0.0783
303,345,glove.topn3.replace,abroad elsewhere cigarette cigarettes retail selling,0.0782
304,345,bt_nllb_chinese_yue,I sell cigarettes abroad,0.0726
305,345,bt_nllb_arabic,Tobacco sales outside,0.0676
306,346,-1,Educational Standards,0.0318
307,346,relevancefeedback.topn10.bm25,educational standards hungarian class admiss educ children standard x stonehil test railroad,0.0368
308,347,-1,Wildlife Extinction,0.0328
309,347,bt_nllb_korean,Extinction of the Wild,0.0975
310,347,bt_nllb_persian,Extinction of the wild,0.0975
311,347,bt_nllb_russian,Extinction of the wild,0.0975
312,347,bt_bing_german,Extinction of wild animals,0.0714
313,347,bt_nllb_chinese_yue,Wildlife is disappearing,0.0456
314,347,bt_nllb_tamil,The destruction of wild animals,0.0385
315,347,bt_bing_tamil,Wildlife destruction,0.0343
316,348,-1,Agoraphobia,0.81
317,348,glove.topn3,agoraphobia claustrophobia hypochondria,0.8262
318,349,-1,Metabolism,0.179
319,350,-1,Health and Computer Terminals,0.0411
320,351,-1,Falkland petroleum exploration,0.3687
321,351,bt_bing_german,Oil exploration in the Falkland Islands,0.6103
322,351,bt_bing_russian,Oil exploration in the Falkland Islands,0.6103
323,351,bt_nllb_arabic,Oil exploration in the Falkland Islands,0.6103
324,351,bt_nllb_french,Oil exploration in the Falkland Islands,0.6103
325,351,bt_nllb_german,Oil exploration in the Falkland Islands,0.6103
326,351,bt_nllb_russian,Oil exploration in the Falkland Islands,0.6103
327,351,wiki.topn3.replace,falkland islands list falkland islands related topics index falkland islands related articles falkland islands glassforming liquids melts oil natural gas petroleum extraction petroleum tight oil oil place hydrocarbon exploration,0.5671
328,351,bt_bing_arabic,Oil exploration in the Falklands,0.5633
329,351,bt_bing_chinese_simplified,Falkland Oil Exploration,0.5633
330,351,bt_bing_french,Oil exploration in the Falklands,0.5633
331,351,bt_bing_korean,Falkland Oil Exploration,0.5633
332,351,bt_bing_persian,Falklands Oil Exploration,0.5633
333,351,bt_bing_swahili,Falkland oil exploration,0.5633
334,351,bt_nllb_chinese_yue,The Falkland oil exploration,0.5633
335,351,bt_nllb_persian,The Falkland oil exploration,0.5633
336,351,bt_nllb_tamil,The Falkland oil exploration,0.5633
337,351,wiki.topn3,falkland petroleum exploration falkland islands list falkland islands related topics index falkland islands related articles falkland islands glassforming liquids melts oil natural gas petroleum extraction petroleum tight oil oil place hydrocarbon exploration,0.5613
338,351,relevancefeedback.topn10.bm25,falkland petroleum exploration island oil argentina ga,0.5492
339,351,bt_nllb_malay,Confirmation of the Falkland oil,0.5285
340,351,bt_nllb_swahili,The Falkland oil field,0.5273
341,351,relevancefeedback.topn10.qld,falkland petroleum exploration island argentina oil dollar ga,0.5267
342,351,conceptluster.topn5.3.bm25,falkland petroleum exploration falkland islands hydrocarbon exploration petroleum,0.432
343,351,conceptluster.topn5.3.qld,falkland petroleum exploration falkland islands hydrocarbon exploration petroleum,0.432
344,351,tagmee.topn3,falkland petroleum exploration Falkland Islands Petroleum Hydrocarbon exploration,0.432
345,352,-1,British Chunnel impact,0.0456
346,352,relevancefeedback.topn10.qld,british chunnel impact tunnel i freight govern ha de hous project,0.1339
347,352,relevancefeedback.topn10.bm25,british chunnel impact tunnel freight project life govern have telex i dollar,0.1331
348,352,wordnet.topn3,british chunnel impact British people Brits Channel Tunnel affect touch bear on,0.0957
349,352,wordnet.topn3.replace,British people Brits Channel Tunnel affect touch bear on,0.0758
350,353,-1,Antarctica exploration,0.1511
351,353,bt_nllb_swahili,The Antarctic,0.2991
352,353,bt_nllb_russian,Conducting Antarctic research,0.2893
353,353,bt_nllb_tamil,The study of Antarctica,0.2222
354,353,bt_bing_swahili,Antarctica Survey,0.1971
355,353,word2vec.topn3.replace,antarctic antartica antartic exploratory,0.1932
356,353,glove.topn3,antarctica exploration antarctic greenland,0.1921
357,353,bt_bing_french,Antarctic Exploration,0.1916
358,353,bt_bing_malay,Antarctic Exploration,0.1916
359,353,bt_bing_persian,Antarctic exploration,0.1916
360,353,bt_bing_tamil,Antarctic Exploration,0.1916
361,353,bt_nllb_chinese_yue,Exploring the Antarctic,0.1916
362,353,bt_nllb_french,Exploration of the Antarctic,0.1916
363,353,bt_nllb_korean,The Antarctic exploration,0.1916
364,353,bt_nllb_malay,Exploration of the Antarctic,0.1916
365,353,stem.lovins,antarctic explor,0.1916
366,353,stem.paicehusk,antarctic expl,0.1692
367,353,word2vec.topn3,antarctica exploration antarctic antartica antartic exploratory,0.1689
368,353,wordnet.topn3,antarctica exploration Antarctic continent geographic expedition,0.163
369,354,-1,journalist risks,0.0154
370,354,bt_bing_korean,Dangers for Journalists,0.0212
371,354,anchor.topn3,journalist risks wrigley mil faj journalists,0.0178
372,354,glove.topn3,journalist risks reporter photographer dangers,0.0163
373,355,-1,ocean remote sensing,0.1108
374,355,relevancefeedback.topn10.bm25,ocean remote sensing satellit studi observ develop m system research stone,0.2093
375,355,relevancefeedback.topn10.qld,ocean remote sensing satellit observ research expens studi system technolog feinstein,0.1685
376,356,-1,postmenopausal estrogen Britain,0.0062
377,356,word2vec.topn3.replace,post menopausal premenopausal pre menopausal oestrogen progesterone britian Britian british,0.0934
378,356,bt_nllb_arabic,Oestrogen after the age of despair Britain,0.0756
379,356,glove.topn3.replace,premenopausal post menopausal progesterone hormone british uk,0.0745
380,356,bt_nllb_chinese_yue,The post menopausal estrogen in the UK,0.0543
381,356,wiki.topn3.replace,endometriosis hormontherapy fragilx syndrome menopause hormones brain androgen receptor follicle stimulating hormone estrogen,0.0536
382,356,tagmee.topn3.replace,Menopause Estrogen,0.0521
383,356,bt_bing_arabic,estrogen after menopause uk,0.0502
384,356,glove.topn3,postmenopausal estrogen britain premenopausal post menopausal progesterone hormone british uk,0.0495
385,356,bt_bing_french,Post menopausal estrogen Great Britain,0.048
386,356,bt_nllb_korean,After menopause estrogen in England,0.0472
387,356,wiki.topn3,postmenopausal estrogen britain endometriosis hormontherapy fragilx syndrome menopause hormones brain androgen receptor follicle stimulating hormone estrogen,0.0409
388,356,word2vec.topn3,postmenopausal estrogen britain post menopausal premenopausal pre menopausal oestrogen progesterone britian Britian british,0.0405
389,356,conceptluster.topn5.3.bm25,postmenopausal estrogen britain estrogen menopause,0.0364
390,356,conceptluster.topn5.3.qld,postmenopausal estrogen britain estrogen menopause,0.0364
391,356,tagmee.topn3,postmenopausal estrogen britain Menopause Estrogen,0.0364
392,356,relevancefeedback.topn10.bm25,postmenopausal estrogen britain women calcium medic treatment,0.0227
393,356,relevancefeedback.topn10.qld,postmenopausal estrogen britain women calcium medic treatment mr,0.0227
394,356,bt_nllb_swahili,Post aging estrogen in England,0.0111
395,356,bertqe.topn10.bm25,studi sai calcium supplement mai,0.0091
396,356,bertqe.topn10.qld,studi sai calcium supplement mai,0.0091
397,356,sensedisambiguation.replace,postmenopausal estrogen united kingdom,0.0087
398,356,stem.porter,postmenopaus estrogen britain,0.0066
399,356,stem.porter2,postmenopaus estrogen britain,0.0066
400,356,anchor.topn3,postmenopausal estrogen britain androgen estrogens nortestosteron drywall,0.0064
401,357,-1,territorial waters dispute,0.0712
402,357,bt_bing_chinese_simplified,Territorial sea disputes,0.1159
403,357,bt_nllb_chinese_yue,The sea is a dispute,0.0902
404,357,bt_bing_french,Dispute over territorial waters,0.0776
405,357,bt_bing_german,Dispute over territorial waters,0.0776
406,357,bt_nllb_german,Dispute over territorial waters,0.0776
407,357,glove.topn3,territorial waters dispute sovereignty seas ocean resolved,0.0776
408,358,-1,blood-alcohol fatalities,0.137
409,358,bt_bing_korean,Blood Alcohol Deaths,0.2221
410,358,bt_bing_malay,blood alcohol death,0.2221
411,358,bt_bing_swahili,Blood alcohol deaths,0.2221
