,qid,order,query,qld.ndcg
47,302,bt_nllb_malay,Polio and after polio,0.6354
48,302,bt_nllb_tamil,After polio and polio,0.6354
49,302,bt_nllb_persian,Polyamide and then polio,0.5642
50,302,bt_bing_korean,Polio and its sequelae,0.5218
51,302,wiki.topn3,poliomyelitis post polio thrombosis encephalitis renal failure poliomyelitis rett syndrome deep brain stimulation national perinatal epidemiology unit post polio syndrome,0.5096
52,302,glove.topn3.replace,polio measles mangxamba http www kasparovchess com,0.5024
53,302,word2vec.topn3.replace,polio poliovirus Guillain Barr amyotrophy,0.4626
54,302,anchor.topn3.replace,poliomyelitis kentuckyon rwjbarnaba lcmc,0.3058
55,302,bt_bing_french,Poliomyelitis and post poliomyelitis,0.3058
56,302,bt_bing_russian,Poliomyelitis and post poliomyelitis,0.3058
57,302,wiki.topn3.replace,thrombosis encephalitis renal failure poliomyelitis rett syndrome deep brain stimulation national perinatal epidemiology unit post polio syndrome,0.2265
58,302,bertqe.topn10.bm25,reflect i m probabl most independ,0.0175
59,302,bertqe.topn10.qld,franklin roosevelt geoffrei c ward,0.0
60,302,bt_nllb_korean,Polyamylitis and polyochondrosis,0.0
61,302,stem.lovins,poliomyelit and post poli,0.0
62,302,stem.trunc4,poli and post poli,0.0
63,303,-1,Hubble Telescope Achievements,0.5359
64,303,bt_nllb_tamil,Hubble s telescope achievements,0.5347
65,303,bt_nllb_chinese_yue,The Hubble Telescope has achieved this,0.5326
66,303,sensedisambiguation,Hubble Telescope Achievements accomplishment,0.53
67,303,conceptluster.topn5.3.bm25,hubble telescope achievements hubble space telescope,0.5196
68,303,conceptluster.topn5.3.qld,hubble telescope achievements hubble space telescope,0.5196
69,303,tagmee.topn3,hubble telescope achievements Hubble Space Telescope,0.5196
70,303,wordnet.topn3,hubble telescope achievements Edwin Hubble Edwin Powell Hubble scope accomplishment,0.5166
71,303,bt_bing_persian,Hubble Telescope,0.5142
72,303,conceptnet.topn3,hubble telescope achievements Edwin Powell Hubble scotland heap,0.498
73,303,conceptnet.topn3.replace,Edwin Powell Hubble scotland heap telescope achievements,0.4977
74,303,relevancefeedback.topn10.qld,hubble telescope achievements telescop have univers hubbl mirror space,0.4938
75,303,sensedisambiguation.replace,hubble telescope accomplishment,0.4921
76,303,bt_bing_swahili,Success of the Hubble Telescope,0.4779
77,303,relevancefeedback.topn10.bm25,hubble telescope achievements launch space mirror have report telescop univers hubbl,0.4765
78,303,bt_nllb_korean,The Hubble Telescope was completed,0.4634
79,303,wordnet.topn3.replace,Edwin Hubble Edwin Powell Hubble scope accomplishment,0.4597
80,303,tagmee.topn3.replace,Hubble Space Telescope,0.4506
81,303,word2vec.topn3,hubble telescope achievements kepler milkyway moon observatory accomplishments successes,0.4127
82,303,stem.trunc5,hubbl teles achie,0.398
83,303,glove.topn3,hubble telescope achievements telescope nasa hubble accomplishments,0.3964
84,303,glove.topn3.replace,telescope nasa hubble accomplishments,0.3395
85,303,word2vec.topn3.replace,kepler milkyway moon observatory accomplishments successes,0.0342
86,303,bertqe.topn10.bm25,see full complex movi like,0.0
87,303,bertqe.topn10.qld,wednesdai home edit column on,0.0
88,303,stem.trunc4,hubb tele achi,0.0
89,304,-1,Endangered Species (Mammals),0.1457
90,304,anchor.topn3,endangered species mammals abs dissé sous le lud aaaaaaah,0.1424
91,304,relevancefeedback.topn10.bm25,endangered species mammals other dolphin dune lion wildlif net fox bear whale,0.1387
92,304,wiki.topn3,endangered species mammals iucn red list biota conservation status iucn red list endangered species mammals therapsids synapsids mammal,0.1319
93,304,sensedisambiguation,Endangered queer Species coinage Mammals mammal,0.1258
94,304,conceptnet.topn3,endangered species mammals plant vulnerable dolphins fur dogs,0.1225
95,304,wordnet.topn3,endangered species mammals queer imperil metal money mintage mammalian,0.1216
96,304,wiki.topn3.replace,iucn red list biota conservation status iucn red list endangered species mammals therapsids synapsids mammal,0.1142
97,304,bt_nllb_tamil,The species in danger of extinction type,0.106
98,304,anchor.topn3.replace,endangered abs dissé sous le lud aaaaaaah mammals,0.0965
99,304,glove.topn3,endangered species mammals imperiled wildlife endangered mammals reptiles amphibians,0.0962
100,304,word2vec.topn3,endangered species mammals imperiled endagered subspecies genus genera vertebrates reptiles,0.0912
101,304,bt_bing_french,Threatened species mammals,0.0847
102,304,relevancefeedback.topn10.qld,endangered species mammals wildlif dune oil fox other dolphin we bear lion,0.0766
103,304,conceptnet.topn3.replace,plant vulnerable species dolphins fur dogs,0.0652
104,304,bt_bing_persian,Mammals,0.0584
105,304,stem.trunc5,endan speci mamma,0.052
106,304,bt_nllb_russian,Threatened species self miners,0.0405
107,304,glove.topn3.replace,imperiled wildlife endangered mammals reptiles amphibians,0.0381
108,304,bertqe.topn10.bm25,develop wildlif offici proud work,0.0293
109,304,word2vec.topn3.replace,imperiled endagered subspecies genus genera vertebrates reptiles,0.0155
110,304,bertqe.topn10.qld,suitcas thai intern sundai night,0.0077
111,304,sensedisambiguation.replace,queer coinage mammal,0.0
112,304,stem.trunc4,enda spec mamm,0.0
113,304,wordnet.topn3.replace,queer imperil metal money mintage mammalian,0.0
114,305,-1,Most Dangerous Vehicles,0.0469
115,305,termluster.topn5.3.bm25,dangerous vehicles,0.0425
116,305,termluster.topn5.3.qld,dangerous vehicles,0.0425
117,305,thesaurus.topn3,dangerous vehicles,0.0425
118,305,thesaurus.topn3.replace,dangerous vehicles,0.0425
119,305,conceptnet.topn3.replace,Explosives driving Some people vehicles,0.0392
120,305,anchor.topn3.replace,idhún deadston aud vehicles,0.0343
121,305,bt_bing_tamil,Very Dangerous Vehicles,0.0285
122,305,bt_bing_swahili,The Most Dangerous Cars,0.0275
123,305,bt_nllb_arabic,The most dangerous cars,0.0275
124,305,bt_nllb_chinese_yue,The most dangerous car,0.0275
125,305,bt_nllb_swahili,The Most Dangerous Cars,0.0275
126,305,glove.topn3,dangerous vehicles potentially difficult cars,0.0215
127,305,glove.topn3.replace,potentially difficult cars,0.0205
128,305,anchor.topn3,dangerous vehicles idhún deadston aud,0.0199
129,305,wordnet.topn3.replace,life threatening unsafe fomite,0.0181
130,305,word2vec.topn3,dangerous vehicles hazardous risky perilous cars trucks,0.017
131,305,bertqe.topn10.bm25,smirnov gener cleanup space must,0.0
132,305,bertqe.topn10.qld,counti edit measur school perform,0.0
133,305,relevancefeedback.topn10.bm25,most dangerous vehicles vote govern over close arab space control system plan,0.0
134,305,relevancefeedback.topn10.qld,most dangerous vehicles control govern system pound vote dollar,0.0
135,305,stem.paicehusk,most dang vehic,0.0
136,305,stem.trunc4,most dang vehi,0.0
137,305,stem.trunc5,most dange vehic,0.0
138,305,word2vec.topn3.replace,hazardous risky perilous cars trucks,0.0
139,306,-1,African Civilian Deaths,0.1628
140,306,sensedisambiguation,African Civilian Deaths end,0.1583
141,306,bt_nllb_arabic,The killing of civilians in Africa,0.1408
142,306,relevancefeedback.topn10.bm25,african civilian deaths januari french doe mandela belgian polic rwanda,0.1364
143,306,sensedisambiguation.replace,african civilian end,0.1318
144,306,tagmee.topn3,african civilian deaths North African Campaign Civilian Collateral damage,0.1233
145,306,bt_bing_chinese_simplified,Civilian deaths in Africa,0.1226
146,306,bt_bing_russian,Civilian deaths in Africa,0.1226
147,306,bt_nllb_russian,Death of civilians in Africa,0.1226
148,306,stem.krovetz,africa civilian death,0.1226
149,306,conceptnet.topn3,african civilian deaths Xhosa Mozambican civil civilize fighting war love,0.0979
150,306,anchor.topn3,african civilian deaths capensis african grebenchikov chirman ortho phthalaldehyd program histori,0.0909
151,306,conceptluster.topn5.3.bm25,african civilian deaths collateral damage north african campaign,0.0854
152,306,conceptluster.topn5.3.qld,african civilian deaths collateral damage north african campaign,0.0854
153,306,stem.lovins,african civil death,0.0838
154,306,bt_bing_tamil,African civilian casualties,0.0819
155,306,relevancefeedback.topn10.qld,african civilian deaths januari death french polic car court,0.0802
156,306,glove.topn3,african civilian deaths africa military fatalities,0.0753
157,306,bt_nllb_korean,African citizens killed,0.0705
158,306,bt_nllb_malay,The Death of African Citizens,0.0668
159,306,bt_nllb_persian,Death of African citizens,0.0668
160,306,bt_nllb_tamil,The death of African citizens,0.0668
161,306,wordnet.topn3.replace,african civilian decease end,0.0523
162,306,bt_bing_german,African civilian fatalities,0.0487
163,306,wordnet.topn3,african civilian deaths decease end,0.044
164,306,conceptnet.topn3.replace,Xhosa Mozambican civil civilize fighting war love,0.0439
165,306,bt_nllb_swahili,The Deaths of Politicians in Africa,0.0363
166,306,anchor.topn3.replace,capensis african grebenchikov chirman ortho phthalaldehyd program histori deaths,0.0362
167,306,stem.trunc5,afric civil death,0.0336
168,306,bt_nllb_chinese_yue,African citizens dying,0.0291
169,306,tagmee.topn3.replace,North African Campaign Civilian Collateral damage,0.0203
170,306,wiki.topn3,african civilian deaths s africa s egypt egypt world war ii north african campaign small arms reconnaissance company military unit civilian warfare disinformation information warfare collateral damage,0.0168
171,306,glove.topn3.replace,africa military fatalities,0.0155
172,306,word2vec.topn3,african civilian deaths africa sub saharan military non military fatalities killings,0.0147
173,306,bertqe.topn10.bm25,nd faction call pullout west,0.0123
174,306,stem.paicehusk,afr civil death,0.0108
175,306,word2vec.topn3.replace,africa sub saharan military non military fatalities killings,0.01
176,306,bertqe.topn10.qld,year case date case date,0.0
177,306,stem.trunc4,afri civi deat,0.0
178,306,wiki.topn3.replace,s africa s egypt egypt world war ii north african campaign small arms reconnaissance company military unit civilian warfare disinformation information warfare collateral damage,0.0
179,307,-1,New Hydroelectric Projects,0.384
180,307,tagmee.topn3.replace,Hydroelectricity Project,0.3839
181,307,conceptluster.topn5.3.bm25,new hydroelectric projects hydroelectricity,0.3505
182,307,conceptluster.topn5.3.qld,new hydroelectric projects hydroelectricity,0.3505
183,307,anchor.topn3.replace,bibalayeva forms new yappin hydroelectric projects,0.3393
184,307,anchor.topn3,new hydroelectric projects bibalayeva forms new yappin,0.3253
185,307,wiki.topn3,new hydroelectric projects hydroelectricity hydropower francis turbine hydroelectricity product management theory constraints function engineering project,0.2951
186,307,relevancefeedback.topn10.qld,new hydroelectric projects power electr cost slovak project,0.2745
187,307,conceptnet.topn3.replace,city modern old hydroelectric projects,0.2606
188,307,wiki.topn3.replace,hydroelectricity hydropower francis turbine hydroelectricity product management theory constraints function engineering project,0.2584
189,307,glove.topn3,new hydroelectric projects york same hydropower development,0.2576
190,307,conceptnet.topn3,new hydroelectric projects city modern old,0.2372
191,307,relevancefeedback.topn10.bm25,new hydroelectric projects cost dig power electr china programm million,0.2196
192,307,sensedisambiguation,New raw Hydroelectric Projects undertaking,0.2164
193,307,word2vec.topn3,new hydroelectric projects brand new newer newest hydro electric hydropower initiatives,0.209
194,307,bt_bing_arabic,New Hydropower Projects,0.1946
195,307,bt_bing_chinese_simplified,New hydropower projects,0.1946
196,307,bt_bing_german,New hydropower projects,0.1946
197,307,bt_bing_korean,New Hydropower Projects,0.1946
198,307,bt_bing_persian,New hydropower projects,0.1946
199,307,bt_bing_russian,New Hydropower Projects,0.1946
200,307,bt_nllb_arabic,New hydropower projects,0.1946
201,307,bt_nllb_korean,A new hydropower project,0.1946
202,307,sensedisambiguation.replace,raw hydroelectric undertaking,0.154
203,307,glove.topn3.replace,york same hydropower development,0.1522
204,307,bt_bing_tamil,New Hydro Electric Projects,0.1489
205,307,bt_nllb_german,New hydropower plants,0.1408
206,307,bt_nllb_swahili,New Water Power Projects,0.132
207,307,bt_bing_swahili,New power projects,0.1224
208,307,word2vec.topn3.replace,brand new newer newest hydro electric hydropower initiatives,0.0934
209,307,stem.paicehusk,new hydroelect project,0.0339
210,307,stem.trunc5,new hydro proje,0.0316
211,307,bertqe.topn10.bm25,power council udc text,0.0313
212,307,bertqe.topn10.qld,us onli f a minsk izvestiya,0.0151
213,307,wordnet.topn3,new hydroelectric projects young freshly novel stick out image contrive,0.0131
214,307,stem.trunc4,new hydr proj,0.0
215,307,wordnet.topn3.replace,young freshly novel hydroelectric stick out image contrive,0.0
216,308,-1,Implant Dentistry,0.4859
217,308,tagmee.topn3,implant dentistry Dental implant Dentistry,0.484
218,308,sensedisambiguation,Implant plant Dentistry,0.4823
219,308,tagmee.topn3.replace,Dental implant Dentistry,0.4767
220,308,word2vec.topn3,implant dentistry dental dentists,0.4734
221,308,conceptnet.topn3.replace,plant dental medicine dental,0.3904
222,308,bt_nllb_swahili,Tooth disease of the gums,0.2463
223,308,glove.topn3,implant dentistry orthodontics ophthalmology,0.236
224,308,relevancefeedback.topn10.bm25,implant dentistry polyclin dow nicholson corn hi human ey,0.2314
225,308,bt_nllb_korean,Implantation surgery,0.2264
226,308,wordnet.topn3.replace,embed plant odontology dental medicine,0.2113
227,308,relevancefeedback.topn10.qld,implant dentistry tft biosensor cell he film tax polyclin champagneforashlei,0.2083
228,308,glove.topn3.replace,implant orthodontics ophthalmology,0.1392
229,308,anchor.topn3.replace,defibrillatorto ketodesogestrel carviovert dentistry,0.1232
230,308,bt_nllb_arabic,Hosted dentistry,0.1128
231,308,sensedisambiguation.replace,plant dentistry,0.1128
232,308,stem.lovins,impl dentister,0.0976
233,308,bertqe.topn10.bm25,van nui year ha,0.0
234,308,bertqe.topn10.qld,water excim laser j d moscow,0.0
235,308,bt_bing_german,Implantology,0.0
236,308,bt_bing_russian,Implantology,0.0
237,308,bt_nllb_tamil,Surgery,0.0
238,308,stem.paicehusk,impl dent,0.0
239,308,stem.trunc4,impl dent,0.0
240,308,stem.trunc5,impla denti,0.0
241,309,-1,Rap and Crime,0.0
242,310,-1,Radio Waves and Brain Cancer,0.3448
243,310,anchor.topn3,radio waves brain cancer wcmz tv a radio televis radyjo brain jupit voxel bas maic institute upmc insulinoma cancercent,0.3236
244,310,wordnet.topn3,radio waves brain cancer radiocommunication radio receiver tuner curl brainpower encephalon Crab genus Cancer,0.31
245,310,word2vec.topn3,radio waves brain cancer television brain leukemia lymphoma,0.2936
246,310,bt_nllb_chinese_yue,Radiation and brain cancer,0.2771
247,310,bt_nllb_korean,Radiation and Brain Cancer,0.2771
248,310,sensedisambiguation,Radio Waves wave and Brain mind Cancer,0.2654
249,310,relevancefeedback.topn10.bm25,radio waves and brain cancer cellular ross mri eksuzian thought from fairbank,0.2653
250,310,word2vec.topn3.replace,television waves brain leukemia lymphoma,0.2275
251,310,sensedisambiguation.replace,radio wave and mind cancer,0.2205
252,310,relevancefeedback.topn10.qld,radio waves and brain cancer cellular ross thought mri which explos field d research,0.2108
253,310,stem.lovins,radi wav and brain cancer,0.2058
254,310,conceptluster.topn5.3.bm25,radio waves brain cancer radio wave brain tumor,0.1656
255,310,conceptluster.topn5.3.qld,radio waves brain cancer radio wave brain tumor,0.1656
256,310,tagmee.topn3,radio waves brain cancer Radio wave Brain tumor,0.1656
257,310,wiki.topn3,radio waves brain cancer waveguide near far field optical heterodyndetection radio wave lymphoma brain tumor aneurysm brain tumor,0.1496
258,310,anchor.topn3.replace,wcmz tv a radio televis radyjo waves brain jupit voxel bas maic institute upmc insulinoma cancercent,0.1205
259,310,stem.trunc5,radio waves and brain cance,0.1178
260,310,wiki.topn3.replace,waveguide near far field optical heterodyndetection radio wave lymphoma brain tumor aneurysm brain tumor,0.1178
261,310,bt_bing_german,Radio Waves and Brain Tumor,0.0869
262,310,tagmee.topn3.replace,Radio wave Brain tumor,0.0869
263,310,glove.topn3,radio waves brain cancer broadcast broadcasts tidal heart prostate breast,0.0723
264,310,stem.paicehusk,radio wav and brain cant,0.0505
265,310,conceptnet.topn3,radio waves brain cancer sound ocean head mind smoking a disease cigarette smoking,0.0342
266,310,bertqe.topn10.bm25,commerci prototyp magnet reson imag,0.0
267,310,bertqe.topn10.qld,reson imag system instal diason,0.0
268,310,conceptnet.topn3.replace,radio sound ocean head mind smoking a disease cigarette smoking,0.0
269,310,glove.topn3.replace,broadcast broadcasts tidal heart prostate breast,0.0
270,310,stem.trunc4,radi wave and brai canc,0.0
271,310,wordnet.topn3.replace,radiocommunication radio receiver tuner curl brainpower encephalon Crab genus Cancer,0.0
272,311,-1,Industrial Espionage,0.3748
273,311,conceptnet.topn3,industrial espionage factory postindustrial,0.2983
274,311,wiki.topn3,industrial espionage big brother nineteen eighty four echelon surveillance databases industrial espionage,0.2414
275,311,word2vec.topn3,industrial espionage agricultural non industrial spying spy,0.2248
276,311,relevancefeedback.topn10.qld,industrial espionage room x program right compani british dollar ha,0.1871
277,311,conceptnet.topn3.replace,factory postindustrial espionage,0.1844
278,311,relevancefeedback.topn10.bm25,industrial espionage british ha militari mr servic pound embassi compani,0.1587
279,311,glove.topn3,industrial espionage manufacturing spying spy,0.1487
280,311,anchor.topn3,industrial espionage l aviazon sc agrícolas,0.1373
281,311,wiki.topn3.replace,big brother nineteen eighty four echelon surveillance databases industrial espionage,0.1031
282,311,bt_bing_malay,Industrial Spying,0.0883
283,311,bt_nllb_chinese_yue,Industrial spy,0.0883
284,311,bt_nllb_korean,The spy industry,0.0883
285,311,bt_nllb_persian,Industrial spy,0.0883
286,311,bt_nllb_swahili,Industrial Intelligence,0.0771
287,311,bt_nllb_tamil,Industrial intelligence,0.0771
288,311,word2vec.topn3.replace,agricultural non industrial spying spy,0.0682
289,311,bt_nllb_malay,Industrial surveillance,0.0483
290,311,glove.topn3.replace,manufacturing spying spy,0.0275
291,311,anchor.topn3.replace,l aviazon sc agrícolas espionage,0.0216
292,311,bertqe.topn10.bm25,san cristob de la casa,0.0
293,311,bertqe.topn10.qld,mai saturdai san,0.0
294,311,bt_nllb_german,The Commission has also adopted a number of proposals,0.0
295,311,stem.lovins,industr espion,0.0
296,311,stem.paicehusk,indust esp,0.0
297,311,stem.trunc4,indu espi,0.0
298,311,stem.trunc5,indus espio,0.0
299,312,-1,Hydroponics,0.9559
300,312,relevancefeedback.topn10.bm25,hydroponics space marijuana polic ae s collect contract chicori room group,0.8918
301,312,wiki.topn3,hydroponics food preservation leaf mold comfrey hydroponics,0.8652
302,312,wordnet.topn3,hydroponics tank farming aquiculture,0.8615
303,312,wiki.topn3.replace,food preservation leaf mold comfrey hydroponics,0.4912
304,312,wordnet.topn3.replace,tank farming aquiculture,0.0423
305,312,bertqe.topn10.bm25,cso articl s v fesenko s i,0.0
306,312,bertqe.topn10.qld,nutriti home meal whatev happen,0.0
307,312,bt_bing_arabic,Aquaculture,0.0
308,312,bt_bing_malay,Hidroponics,0.0
309,312,bt_nllb_chinese_yue,Hydromechanics,0.0
310,312,bt_nllb_german,Hydrogen,0.0
311,312,bt_nllb_korean,Fish,0.0
312,312,bt_nllb_tamil,The waterfall,0.0
313,312,glove.topn3.replace,ooooooooooooooooooooooooooooooooooooooo aquaponics,0.0
314,312,stem.trunc4,hydr,0.0
315,312,stem.trunc5,hydro,0.0
316,312,word2vec.topn3.replace,aeroponic,0.0
317,313,-1,Magnetic Levitation-Maglev,0.8784
318,313,relevancefeedback.topn10.bm25,magnetic levitation maglev magnet la would railwai project train car said,0.8765
319,313,conceptnet.topn3,magnetic levitation maglev attractable,0.8712
320,313,relevancefeedback.topn10.qld,magnetic levitation maglev magnet train railwai la said would project,0.8701
321,313,bt_bing_swahili,Levitation ya Magnetic Maglev,0.8691
322,313,bt_bing_german,Magnetic levitation magnetic levitation train,0.8514
323,313,wordnet.topn3,magnetic levitation maglev magnetised charismatic,0.8475
324,313,bt_bing_chinese_simplified,Magnetic levitation magnetic levitation,0.84
325,313,bt_nllb_tamil,Magnetic levitation McLav,0.84
326,313,bertqe.topn10.bm25,concret mental propos magnet levit,0.8138
327,313,word2vec.topn3,magnetic levitation maglev electromagnetic,0.7077
328,313,conceptnet.topn3.replace,attractable levitation maglev,0.6584
329,313,wordnet.topn3.replace,magnetised charismatic levitation maglev,0.6481
330,313,word2vec.topn3.replace,electromagnetic levitation maglev,0.5801
331,313,glove.topn3,magnetic levitation maglev resonance electromagnetic,0.5677
332,313,glove.topn3.replace,resonance electromagnetic levitation maglev,0.533
333,313,bt_bing_korean,Maglev Maglev,0.3947
334,313,bt_bing_persian,Maglev,0.3947
335,313,stem.trunc5,magne levit magle,0.3861
336,313,bt_nllb_korean,Self levitization Maghreb,0.2911
337,313,bertqe.topn10.qld,saturdai vallei edit lax palmdal,0.18
338,313,bt_nllb_french,Magnetic lift,0.109
339,313,bt_nllb_arabic,Magnetic distortion,0.0639
340,313,bt_nllb_persian,Magnetic Lithium Magluff,0.0477
341,313,stem.trunc4,magn levi magl,0.0
342,313,tagmee.topn3.replace,,0.0
343,313,wiki.topn3.replace,,0.0
344,314,-1,Marine Vegetation,0.0426
345,314,relevancefeedback.topn10.bm25,marine vegetation satellit us,0.0135
346,314,relevancefeedback.topn10.qld,marine vegetation satellit score,0.0129
347,314,bertqe.topn10.bm25,fe b beij zhongguo,0.0
348,314,bertqe.topn10.qld,oct pp,0.0
349,314,conceptnet.topn3,marine vegetation United States nautical plant,0.0
350,314,conceptnet.topn3.replace,United States nautical plant,0.0
351,314,glove.topn3,marine vegetation corps grasses shrubs,0.0
352,314,glove.topn3.replace,corps grasses shrubs,0.0
353,314,stem.lovins,mar veges,0.0
354,314,stem.trunc4,mari vege,0.0
355,314,word2vec.topn3,marine vegetation maritime non marine grasses shrubs grassland,0.0
356,314,word2vec.topn3.replace,maritime non marine grasses shrubs grassland,0.0
357,314,wordnet.topn3,marine vegetation maritime shipboard soldier nautical flora botany,0.0
358,314,wordnet.topn3.replace,maritime shipboard soldier nautical flora botany,0.0
359,315,-1,Unexplained Highway Accidents,0.0432
360,315,word2vec.topn3.replace,inexplicable mysterious roadway road fatalities incidents,0.0372
361,315,relevancefeedback.topn10.bm25,unexplained highway accidents vietnam said feder accid call pch,0.0347
362,315,bt_nllb_german,Unexplained car accidents,0.032
363,315,wiki.topn3,unexplained highway accidents highways toll road limited access road highway trafficollision dead arrival reckless driving traffic collision,0.0277
364,315,conceptnet.topn3,unexplained highway accidents inexplicable happen anytime cause injury happen to anyone,0.0229
365,315,wiki.topn3.replace,highways toll road limited access road highway trafficollision dead arrival reckless driving traffic collision,0.0223
366,315,bt_bing_chinese_simplified,Unexplained road accidents,0.0216
367,315,bt_bing_french,Unexplained road accidents,0.0216
368,315,bt_bing_russian,Unexplained Road Accidents,0.0216
369,315,bt_nllb_arabic,Unexplained road accidents,0.0216
370,315,bt_nllb_french,Unexplained Road Accidents,0.0216
371,315,bt_nllb_malay,Unexplained Road Accidents,0.0216
372,315,bt_bing_german,Unexplained traffic accidents,0.0209
373,315,anchor.topn3,unexplained highway accidents highway n h highway ah rio santos,0.02
374,315,anchor.topn3.replace,unexplained highway n h highway ah rio santos accidents,0.0166
375,315,relevancefeedback.topn10.qld,unexplained highway accidents feder accid case mainland pch build,0.0144
376,315,glove.topn3.replace,inexplicable road fatalities,0.0125
377,315,bt_nllb_swahili,Unreported Road Accidents,0.0112
378,315,bertqe.topn10.bm25,septemb wednesdai orang,0.0
379,315,bertqe.topn10.qld,santiago canyon road drop,0.0
380,315,bt_nllb_russian,Unexplained Accidents,0.0
381,315,conceptnet.topn3.replace,inexplicable highway happen anytime cause injury happen to anyone,0.0
382,315,stem.lovins,unexplain highwa accidens,0.0
383,315,stem.trunc4,unex high acci,0.0
384,315,stem.trunc5,unexp highw accid,0.0
385,315,wordnet.topn3.replace,unexplained main road chance event stroke,0.0
386,316,-1,Polygamy Polyandry Polygyny,0.7342
387,316,word2vec.topn3,polygamy polyandry polygyny polygyny polygamous polygyny polyandrous polygamy polyandry,0.7037
388,316,relevancefeedback.topn10.bm25,polygamy polyandry polygyny who have children aid parti control c auction data librari,0.6904
389,316,relevancefeedback.topn10.qld,polygamy polyandry polygyny who children have support were aid,0.6826
390,316,wiki.topn3,polygamy polyandry polygyny mating systems polygyny polygyny polygamy polyandry polygyny loris polyandry polygyny polyandry monogamy polygyny,0.6717
391,316,bt_bing_swahili,Polygyny Polygyny of Polygamy,0.6617
392,316,bt_nllb_russian,Polygamy of the Polygons,0.6364
393,316,word2vec.topn3.replace,polygyny polygamous polygyny polyandrous polygamy polyandry,0.6321
394,316,glove.topn3,polygamy polyandry polygyny mormons bigamy polygyny mangxamba polyandry monogamy,0.6044
395,316,wiki.topn3.replace,mating systems polygyny polygyny polygamy polyandry polygyny loris polyandry polygyny polyandry monogamy polygyny,0.5492
396,316,glove.topn3.replace,mormons bigamy polygyny mangxamba polyandry monogamy,0.1071
397,316,conceptnet.topn3.replace,polyandry polyandry polygyny,0.1005
398,316,bt_nllb_arabic,Polygamous Polygamous,0.0502
399,316,stem.lovins,polygam polyandr polygyn,0.0502
400,316,bertqe.topn10.bm25,nuclear power technolog databas,0.0
401,316,bertqe.topn10.qld,california assess program,0.0
