qid	order	query	qld.ndcg
313	bt_nllb_tamil	Magnetic levitation McLav	0.84
313	bt_nllb_korean	Self levitization Maghreb	0.2911
313	bt_nllb_french	Magnetic lift	0.109
313	bt_nllb_arabic	Magnetic distortion	0.0639
313	bt_nllb_persian	Magnetic Lithium Magluff	0.0477
314	-1	Marine Vegetation	0.0426
315	-1	Unexplained Highway Accidents	0.0432
315	bt_nllb_german	Unexplained car accidents	0.032
315	bt_nllb_arabic	Unexplained road accidents	0.0216
315	bt_nllb_french	Unexplained Road Accidents	0.0216
315	bt_nllb_malay	Unexplained Road Accidents	0.0216
315	bt_nllb_swahili	Unreported Road Accidents	0.0112
315	bt_nllb_russian	Unexplained Accidents	0.0
316	-1	Polygamy Polyandry Polygyny	0.7342
316	bt_nllb_russian	Polygamy of the Polygons	0.6364
316	bt_nllb_arabic	Polygamous Polygamous	0.0502
316	bt_nllb_korean	I m getting married I m getting married I m getting married I m getting married I m getting married I m getting married I m getting married I m getting married I m getting married I m getting married I m getting married I m getting married I m getting married I m getting married I m getting married I m getting married I m getting married I m getting married I m getting married I m getting married I m getting married I m getting married I m getting married I m getting married I m getting married I m getting married I m getting married I m getting married I m getting married I m getting married I m getting married I m getting married I m getting married I m getting married	0.0
316	bt_nllb_persian	A few wives a few wives a few wives	0.0
316	bt_nllb_swahili	Parenting	0.0
316	bt_nllb_tamil	The number of times a person is called a multiple	0.0
317	-1	Unsolicited Faxes	0.7038
317	bt_nllb_korean	Unsolicited Parks	0.342
317	bt_nllb_arabic	The unwanted fax	0.3222
317	bt_nllb_persian	Unwanted fax	0.3222
317	bt_nllb_russian	Unwanted Faxes	0.3222
317	bt_nllb_chinese_yue	Fax that nobody asked for	0.1352
317	bt_nllb_french	Faxes not requested	0.1348
317	bt_nllb_german	Faxes not requested	0.1348
317	bt_nllb_swahili	Faxes not requested	0.1348
317	bt_nllb_tamil	Unnecessary Faxes	0.0912
317	bt_nllb_malay	Fax that you don t want	0.04
318	-1	Best Retirement Country	0.053
318	bt_nllb_tamil	The country with the best pension	0.0259
318	bt_nllb_swahili	A Better Land to Leave	0.0079
319	-1	New Fuel Sources	0.1826
319	bt_nllb_swahili	A New Source of Oil	0.033
320	-1	Undersea Fiber Optic Cable	0.2511
320	bt_nllb_arabic	The fiber optic cable is underwater	0.1601
320	bt_nllb_malay	Underwater fiber optic cables	0.1601
320	bt_nllb_tamil	Sea glass fiber cable	0.1414
320	bt_nllb_swahili	Before the Undersea Fiber Optic	0.1184
320	bt_nllb_persian	Subsea fiber optic cables	0.1162
320	bt_nllb_german	Subsea fibre optic cables	0.0955
320	bt_nllb_russian	Subsea optical cable made of fibres	0.0955
320	bt_nllb_chinese_yue	The subsea fiber	0.0
321	-1	Women in Parliaments	0.3181
321	bt_nllb_korean	Women in Congress	0.1411
322	-1	International Art Crime	0.0
323	-1	Literary/Journalistic Plagiarism	0.4955
323	bt_nllb_chinese_yue	Literary and news copying	0.0669
323	bt_nllb_swahili	Literary journalistic fraud	0.0324
323	bt_nllb_korean	Literary and historical parallels	0.0301
323	bt_nllb_persian	A literary journalistic plague	0.0106
323	bt_nllb_arabic	Literary and journalistic manipulation	0.0
323	bt_nllb_tamil	Literary fictional literature	0.0
324	-1	Argentine/British Relations	0.4472
324	bt_nllb_malay	The Argentine British relationship	0.4352
324	bt_nllb_persian	Relations between Argentina and Britain	0.4323
324	bt_nllb_swahili	Argentina s relationship with Britain	0.3725
324	bt_nllb_chinese_yue	Argentina UK relations	0.3489
324	bt_nllb_french	Relations between Argentina and the United Kingdom	0.1966
324	bt_nllb_korean	Relations between Argentina and the United Kingdom	0.1966
324	bt_nllb_tamil	The United States and Argentina have a long history of cooperation	0.0769
324	bt_nllb_german	The Commission has also adopted a proposal for a regulation on the	0.0
325	-1	Cult Lifestyles	0.2154
325	bt_nllb_arabic	The cult s way of life	0.1559
325	bt_nllb_chinese_yue	The cult s way of life	0.1559
325	bt_nllb_malay	Sect Lifestyle	0.0425
325	bt_nllb_russian	Sect lifestyle	0.0425
325	bt_nllb_french	Worship	0.0
325	bt_nllb_korean	How to Live in Worship	0.0
325	bt_nllb_persian	Religious lifestyle	0.0
325	bt_nllb_swahili	A Life of Worship	0.0
325	bt_nllb_tamil	What is the meaning of this article	0.0
326	-1	Ferry Sinkings	0.7825
326	bt_nllb_chinese_yue	The ferry sank	0.6321
326	bt_nllb_persian	The ship sank	0.2177
326	bt_nllb_tamil	The bus is sinking	0.0804
326	bt_nllb_russian	The boat sinks	0.0278
326	bt_nllb_swahili	A Sinking Boat	0.0278
326	bt_nllb_french	The shipwrecks of the ferry	0.0
326	bt_nllb_malay	Stop Stop	0.0
327	-1	Modern Slavery	0.3102
327	bt_nllb_korean	Modern slaves	0.0
328	-1	Pope Beatifications	0.8198
328	bt_nllb_chinese_yue	The Pope declared him a saint	0.4171
328	bt_nllb_swahili	Privileges of the Pope	0.2529
328	bt_nllb_french	Blessings from the Pope	0.1139
328	bt_nllb_korean	Blessings of the Pope	0.1117
328	bt_nllb_russian	The Blessing of the Pope	0.1117
328	bt_nllb_tamil	The Pope s blessing	0.1092
328	bt_nllb_arabic	The Pope s statements	0.0446
328	bt_nllb_malay	The Meaning of the Whale	0.0
328	bt_nllb_persian	Congratulations Pop	0.0
329	-1	Mexican Air Pollution	0.2997
330	-1	Iran-Iraq Cooperation	0.2185
330	bt_nllb_german	Cooperation between Iran and Iraq	0.2132
331	-1	World Bank Criticism	0.3003
331	bt_nllb_tamil	The World Bank Review	0.2426
331	bt_nllb_russian	The World Bank s critics	0.0974
332	-1	Income Tax Evasion	0.053
332	bt_nllb_persian	Escape from income tax	0.0192
332	bt_nllb_russian	Escape from income tax	0.0192
332	bt_nllb_chinese_yue	Tax avoidance	0.0161
332	bt_nllb_french	Tax avoidance	0.0161
332	bt_nllb_swahili	Avoiding Income Taxes	0.015
332	bt_nllb_tamil	Income Tax Avoidance	0.015
332	bt_nllb_korean	Income tax	0.0078
332	bt_nllb_german	Income tax protection	0.0074
332	bt_nllb_malay	Income Tax Payments	0.004
333	-1	Antibiotics Bacteria Disease	0.4773
333	bt_nllb_malay	Antibiotics and Disease	0.4278
333	bt_nllb_arabic	Antibiotics are bacterial diseases	0.4252
333	bt_nllb_german	Antibiotics and bacterial disease	0.4252
333	bt_nllb_persian	Antibiotics are a bacterial disease	0.4252
333	bt_nllb_russian	Antibiotics and bacterial disease	0.4252
333	bt_nllb_swahili	Antibiotics and Bacterial Disease	0.4252
333	bt_nllb_chinese_yue	Antibiotics bacterial diseases and other diseases	0.4084
333	bt_nllb_tamil	The bacterial disease	0.1924
334	-1	Export Controls Cryptography	0.1483
334	bt_nllb_korean	Export control code	0.0535
334	bt_nllb_persian	Control of crypto exports	0.0
334	bt_nllb_russian	Control of the export of Cryptocurrency	0.0
334	bt_nllb_swahili	The following is a list of the countries of the European Union	0.0
335	-1	Adoptive Biological Parents	0.5241
335	bt_nllb_persian	Adoptive parents	0.4911
335	bt_nllb_tamil	Adoptive parents	0.4911
335	bt_nllb_russian	Adopters	0.3774
335	bt_nllb_chinese_yue	They are biological parents	0.3673
335	bt_nllb_swahili	Spiritual Parents	0.0
336	-1	Black Bear Attacks	0.2346
336	bt_nllb_swahili	Attacks by Steel	0.0
337	-1	Viral Hepatitis	0.3929
337	bt_nllb_tamil	Hepatitis is a viral disease	0.3555
337	bt_nllb_swahili	The Viruses Against Uterine Cells	0.0319
338	-1	Risk of Aspirin	0.5856
338	bt_nllb_arabic	The dangers of aspirin	0.4076
338	bt_nllb_korean	The dangers of aspirin	0.4076
338	bt_nllb_swahili	The Dangers of Aspirin	0.4076
338	bt_nllb_chinese_yue	The dangers of drugs	0.0
338	bt_nllb_tamil	The danger of Asparagus	0.0
339	-1	Alzheimer's Drug Treatment	0.4531
339	bt_nllb_german	Treatment of Alzheimer s disease	0.28
339	bt_nllb_arabic	The cure for Alzheimer s	0.2784
339	bt_nllb_chinese_yue	Alzheimer s the cure	0.2784
339	bt_nllb_french	Treatment of Alzheimer s	0.2764
339	bt_nllb_malay	Treatment for Alzheimer s	0.2764
339	bt_nllb_persian	Treatment of Alzheimer s	0.2764
339	bt_nllb_russian	Treatment of Alzheimer s	0.2764
339	bt_nllb_korean	The treatment of Alzheimer s disease is medicated	0.1998
339	bt_nllb_swahili	Drug Treatment	0.044
339	bt_nllb_tamil	The following article will help you to understand the benefits of using medication	0.0
340	-1	Land Mine Ban	0.2317
340	bt_nllb_russian	Prohibition of mining	0.0682
340	bt_nllb_tamil	Prohibition of mining	0.0682
340	bt_nllb_malay	Min Land is banned	0.0
340	bt_nllb_swahili	Preventing the Underground Pipes	0.0
341	-1	Airport Security	0.3983
341	bt_nllb_german	Airport safety	0.0595
342	-1	Diplomatic Expulsion	0.3784
342	bt_nllb_german	The Commission has already adopted a proposal for a directive on the protection of workers rights	0.0
342	bt_nllb_persian	Diplomatic firing	0.0
342	bt_nllb_swahili	International Exclusion	0.0
343	-1	Police Deaths	0.0419
343	bt_nllb_chinese_yue	The police are dead	0.0416
343	bt_nllb_korean	Police dead	0.0416
343	bt_nllb_persian	The police are dead	0.0416
343	bt_nllb_russian	The police are dead	0.0416
343	bt_nllb_malay	Death of a cop	0.0342
344	-1	Abuses of E-Mail	0.5641
344	bt_nllb_german	Misuse of e mail	0.4529
344	bt_nllb_swahili	Misuse of E mail	0.4529
344	bt_nllb_arabic	Email abuse	0.0
344	bt_nllb_chinese_yue	Abuse of email	0.0
344	bt_nllb_korean	Email abuse	0.0
344	bt_nllb_persian	Misuse of email	0.0
344	bt_nllb_russian	The perversion of email	0.0
344	bt_nllb_tamil	Email use is misused	0.0
345	-1	Overseas Tobacco Sales	0.2289
345	bt_nllb_korean	Foreign sale of tobacco	0.2076
345	bt_nllb_swahili	The Importance of Tobacco	0.0707
346	-1	Educational Standards	0.1543
346	bt_nllb_french	The rules of education	0.0156
347	-1	Wildlife Extinction	0.1509
347	bt_nllb_swahili	The Extinction of Animals	0.1362
347	bt_nllb_malay	The Beast s Disaster	0.0
348	-1	Agoraphobia	0.9068
348	bt_nllb_arabic	Terrorism	0.0
348	bt_nllb_chinese_yue	It s a phobia	0.0
348	bt_nllb_persian	Agora phobia	0.0
348	bt_nllb_swahili	The disease of fear	0.0
348	bt_nllb_tamil	The following article will help you to understand the problem	0.0
349	-1	Metabolism	0.3615
349	bt_nllb_chinese_yue	It s the metabolism	0.3187
349	bt_nllb_persian	I m a metabolic	0.3147
349	bt_nllb_arabic	Food representation	0.0
349	bt_nllb_korean	The newcomer	0.0
349	bt_nllb_swahili	The warmth	0.0
349	bt_nllb_tamil	The first is the process of making a change	0.0
350	-1	Health and Computer Terminals	0.1798
350	bt_nllb_chinese_yue	Health and the end of the computer	0.1177
350	bt_nllb_arabic	Health products and computers	0.1056
350	bt_nllb_russian	Healthcare terminals and computers	0.0388
350	bt_nllb_swahili	Healthcare Devices and Computers	0.0
351	-1	Falkland petroleum exploration	0.5655
351	bt_nllb_korean	The exploration of the land	0.0
352	-1	British Chunnel impact	0.1413
352	bt_nllb_french	The impact of the British Channel	0.1347
352	bt_nllb_persian	The impact of the British Channel	0.1347
352	bt_nllb_malay	The British Chunnel Effect	0.1123
352	bt_nllb_swahili	The Effects of the British Chunnel	0.1123
352	bt_nllb_arabic	The influence of the British Channel	0.0853
352	bt_nllb_german	The influence of the British Channel	0.0853
352	bt_nllb_russian	The influence of the British Channel	0.0853
352	bt_nllb_korean	The influence of the English Channel	0.0477
352	bt_nllb_chinese_yue	The road crashes	0.0
352	bt_nllb_tamil	The British Subway Effect	0.0
353	-1	Antarctica exploration	0.3853
353	bt_nllb_arabic	Exploring the South Pole	0.0167
353	bt_nllb_persian	Exploration of the South Pole	0.0167
353	bt_nllb_german	The Commission shall adopt delegated acts in accordance with Article of this Regulation	0.0
354	-1	journalist risks	0.081
354	bt_nllb_korean	The dangers of journalism	0.0069
354	bt_nllb_swahili	The dangers of journalism	0.0069
354	bt_nllb_tamil	The dangers of journalism	0.0069
354	bt_nllb_persian	The risk of journalism	0.0
355	-1	ocean remote sensing	0.3309
355	bt_nllb_chinese_yue	The ocean is remote	0.2908
355	bt_nllb_swahili	sea remote sensing	0.1813
355	bt_nllb_russian	The ocean distance vision	0.0519
355	bt_nllb_persian	The ocean s re anesthesia	0.0344
355	bt_nllb_german	The following information is provided	0.0
355	bt_nllb_tamil	The sea vision sensation	0.0
356	-1	postmenopausal estrogen Britain	0.0658
356	bt_nllb_persian	Estrogen after the British monsoon	0.0646
356	bt_nllb_tamil	The U S government has been trying to get the U S to take a step back	0.0
357	-1	territorial waters dispute	0.2088
357	bt_nllb_korean	Territorial disputes	0.1119
357	bt_nllb_persian	Differences on territorial waters	0.0862
357	bt_nllb_arabic	Regional water dispute	0.0332
357	bt_nllb_swahili	District water discussion	0.0
357	bt_nllb_tamil	The problem of land based water	0.0
358	-1	blood-alcohol fatalities	0.3482
358	bt_nllb_tamil	The deaths were caused by blood alcohol	0.326
359	-1	mutual fund predictors	0.065
359	bt_nllb_arabic	The expectations in the investment funds	0.0574
359	bt_nllb_malay	Predictions of joint funds	0.0412
359	bt_nllb_tamil	Mutual financial forecasters	0.0404
359	bt_nllb_german	The following table shows the main factors	0.0198
359	bt_nllb_swahili	predictors of joint currencies	0.0
360	-1	drug legalization benefits	0.2986
360	bt_nllb_swahili	legal benefits of medicines	0.018
361	-1	clothing sweatshops	0.5986
361	bt_nllb_arabic	Clothing shops	0.1188
361	bt_nllb_russian	clothes	0.0353
361	bt_nllb_chinese_yue	The clothing factory	0.0
361	bt_nllb_french	clothing workshops	0.0
361	bt_nllb_german	Clothing stores	0.0
361	bt_nllb_korean	Get your clothes on	0.0
361	bt_nllb_malay	clothing store	0.0
361	bt_nllb_persian	Clothing stores	0.0
361	bt_nllb_swahili	clothing stores	0.0
361	bt_nllb_tamil	Clothing factories	0.0
362	-1	human smuggling	0.248
362	bt_nllb_arabic	Smuggling people	0.1839
362	bt_nllb_russian	smuggling of people	0.1839
362	bt_nllb_chinese_yue	Human trafficking	0.0581
362	bt_nllb_german	Human trafficking	0.0581
362	bt_nllb_malay	human trafficking	0.0581
362	bt_nllb_persian	Human trafficking	0.0581
362	bt_nllb_swahili	Human trafficking	0.0581
362	bt_nllb_tamil	Human trafficking	0.0581
362	bt_nllb_french	Trafficking in persons	0.0579
362	bt_nllb_korean	Trafficking in persons	0.0579
363	-1	transportation tunnel disasters	0.2198
363	bt_nllb_chinese_yue	Traffic accidents	0.0
363	bt_nllb_german	Disturbances in the transport channel	0.0
363	bt_nllb_swahili	disasters of the dam s canals	0.0
364	-1	rabies	0.8224
364	bt_nllb_chinese_yue	Rabies is a disease	0.79
364	bt_nllb_arabic	It s ridiculous	0.0
364	bt_nllb_french	the rage	0.0
364	bt_nllb_korean	The Mad Men	0.0
364	bt_nllb_persian	Your anger	0.0
364	bt_nllb_russian	The rage	0.0
364	bt_nllb_swahili	paralysis	0.0
364	bt_nllb_tamil	galley	0.0
365	-1	El Nino	0.8125
365	bt_nllb_arabic	The Enno	0.0
365	bt_nllb_chinese_yue	Ernesto is the one	0.0
365	bt_nllb_french	The neon	0.0
366	-1	commercial cyanide uses	0.557
366	bt_nllb_chinese_yue	Commercial use	0.0
367	-1	piracy	0.09
367	bt_nllb_korean	The pirate act	0.0295
367	bt_nllb_arabic	The pirate	0.0182
367	bt_nllb_french	The Pirate	0.0182
367	bt_nllb_persian	The pirate	0.0182
367	bt_nllb_russian	The Pirate	0.0182
367	bt_nllb_tamil	Navy	0.0148
367	bt_nllb_german	The Commission	0.0
367	bt_nllb_malay	The robbers	0.0
367	bt_nllb_swahili	crime	0.0
368	-1	in vitro fertilization	0.5793
368	bt_nllb_arabic	Infertilization in the virus	0.2341
368	bt_nllb_swahili	The reproduction of creatures	0.0548
368	bt_nllb_chinese_yue	Outdoor fertilization	0.043
368	bt_nllb_korean	Modified by bit	0.0
368	bt_nllb_persian	Encoding in the test	0.0
369	-1	anorexia nervosa bulimia	0.5622
369	bt_nllb_german	anorexia nervosa bulimia and other	0.5584
369	bt_nllb_chinese_yue	Dieting disorders and bipolar disorder	0.4577
369	bt_nllb_french	bulimia anorexia nervous system	0.405
369	bt_nllb_tamil	Anorexia nervosa is a common cause of pneumonia	0.3634
369	bt_nllb_persian	Nervous and tired insomnia	0.0349
369	bt_nllb_arabic	Neural dysfunction of the polymerase chain reaction	0.0
369	bt_nllb_korean	I have a nervous breakdown	0.0
370	-1	food/drug laws	0.0232
370	bt_nllb_swahili	food blood laws	0.0151
371	-1	health insurance holistic	0.0
372	-1	Native American casino	0.2721
372	bt_nllb_arabic	The original American casino	0.2186
372	bt_nllb_malay	The original American casino	0.2186
372	bt_nllb_german	Local casino	0.1528
373	-1	encryption equipment export	0.2701
373	bt_nllb_chinese_yue	Exporting the encrypted device	0.2546
373	bt_nllb_german	Exports of encryption devices	0.2546
373	bt_nllb_swahili	outside of encryption equipment	0.1682
373	bt_nllb_korean	Export of cryptographic equipment	0.0821
373	bt_nllb_russian	Export of cipher substitution	0.0
374	-1	Nobel prize winners	0.231
375	-1	hydrogen energy	0.4654
375	bt_nllb_chinese_yue	Air	0.0162
376	-1	World Court	0.0364
376	bt_nllb_german	Court of Justice	0.0
377	-1	cigar smoking	0.5429
377	bt_nllb_tamil	Smoking tobacco	0.0638
377	bt_nllb_german	Smoking of cigarettes	0.0491
377	bt_nllb_malay	Smoking a cigarette	0.0491
377	bt_nllb_russian	smoking a cigarette	0.0491
377	bt_nllb_chinese_yue	I smoke	0.0355
377	bt_nllb_arabic	Smoking	0.0328
377	bt_nllb_swahili	smoking	0.0328
377	bt_nllb_korean	Smoking is a big deal	0.022
377	bt_nllb_persian	Smoking is a big deal	0.022
378	-1	euro opposition	0.0294
378	bt_nllb_tamil	Anti euro	0.0278
378	bt_nllb_korean	The Euro against	0.0161
378	bt_nllb_malay	against the euro	0.0161
378	bt_nllb_german	The euro resistance	0.0
379	-1	mainstreaming	0.0973
379	bt_nllb_arabic	The integration	0.031
379	bt_nllb_french	integration	0.031
379	bt_nllb_korean	Integration	0.031
379	bt_nllb_russian	integration	0.031
379	bt_nllb_chinese_yue	It s a combination	0.0
379	bt_nllb_german	The Commission shall adopt a decision on the following	0.0
379	bt_nllb_malay	control	0.0
379	bt_nllb_persian	Continuous	0.0
379	bt_nllb_swahili	to insert	0.0
379	bt_nllb_tamil	spread	0.0
380	-1	obesity medical treatment	0.4354
380	bt_nllb_arabic	Medical treatment for depression	0.0
380	bt_nllb_swahili	treatment of the terminal illness	0.0
381	-1	alternative medicine	0.1881
381	bt_nllb_korean	Other medicines	0.0202
381	bt_nllb_chinese_yue	It s a substitute for medicine	0.0
382	-1	hydrogen fuel automobiles	0.7762
382	bt_nllb_arabic	Hydrogen fueled cars	0.7517
382	bt_nllb_korean	Hydrogen fuel cars	0.7517
382	bt_nllb_malay	hydrogen fuel vehicles	0.7203
382	bt_nllb_persian	Hydrogen fuel vehicles	0.7203
382	bt_nllb_russian	hydrogen fuel vehicles	0.7203
382	bt_nllb_swahili	hydrogen fuel vehicles	0.7203
382	bt_nllb_tamil	Hydrogen Fuel Vehicles	0.7203
382	bt_nllb_german	Hydrogen vehicles	0.607
382	bt_nllb_french	Hydrogen fuelled vehicles	0.5423
382	bt_nllb_chinese_yue	Fuel cars	0.2168
383	-1	mental illness drugs	0.0908
383	bt_nllb_french	medicines for mental illness	0.0524
383	bt_nllb_german	Drugs for mental health	0.0418
383	bt_nllb_tamil	The psychological drugs	0.0227
383	bt_nllb_malay	mental illness	0.0189
383	bt_nllb_swahili	drugs	0.0122
384	-1	space station moon	0.3605
385	-1	hybrid fuel cars	0.4804
385	bt_nllb_chinese_yue	Hybrid cars	0.4384
385	bt_nllb_german	Hybrid vehicles	0.3996
385	bt_nllb_malay	hybrid fuel	0.2669
385	bt_nllb_persian	Combined fuel cars	0.1363
385	bt_nllb_arabic	Fuel cars are homeless	0.102
386	-1	teaching disabled children	0.1411
386	bt_nllb_arabic	Education of children with disabilities	0.1151
386	bt_nllb_french	education of disabled children	0.1151
386	bt_nllb_german	Education for children with disabilities	0.1151
386	bt_nllb_korean	Education for Disabled Children	0.1151
386	bt_nllb_russian	education of children with disabilities	0.1151
387	-1	radioactive waste	0.2354
387	bt_nllb_tamil	Radiation waste	0.1913
387	bt_nllb_swahili	Radioactive fuel	0.1905
387	bt_nllb_persian	The radiation	0.0109
388	-1	organic soil enhancement	0.1152
388	bt_nllb_arabic	Organic soil reinforcement	0.1011
389	-1	illegal technology transfer	0.0337
389	bt_nllb_tamil	Illegal technology exchange	0.0161
389	bt_nllb_malay	unauthorized technology transfer	0.005
389	bt_nllb_chinese_yue	Illegal transportation technology	0.0045
390	-1	orphan drugs	0.1935
390	bt_nllb_chinese_yue	Orphan medicine	0.1276
390	bt_nllb_swahili	medicines for orphans	0.1276
390	bt_nllb_tamil	Orphan medicines	0.1276
390	bt_nllb_german	Orphans	0.0824
391	-1	R&D drug prices	0.2532
391	bt_nllb_malay	R D costs of medicines	0.2325
391	bt_nllb_german	Price for research and development of medicinal products	0.1661
391	bt_nllb_russian	R D prices	0.0729
391	bt_nllb_arabic	Research and development	0.0052
392	-1	robotics	0.5231
392	bt_nllb_german	Other vehicles	0.0461
393	-1	mercy killing	0.2084
393	bt_nllb_french	murder of mercy	0.1304
393	bt_nllb_korean	Murder of mercy	0.1304
393	bt_nllb_persian	A merciful murder	0.1304
393	bt_nllb_german	Mercy	0.0509
393	bt_nllb_russian	mercy	0.0509
393	bt_nllb_malay	Killing with compassion	0.031
393	bt_nllb_tamil	The Bible says that the wicked will be put to death	0.0
394	-1	home schooling	0.0474
394	bt_nllb_german	Home	0.0
395	-1	tourism	0.1485
395	bt_nllb_chinese_yue	Traveling	0.0
396	-1	sick building syndrome	0.3205
396	bt_nllb_chinese_yue	The sick room syndrome	0.2691
396	bt_nllb_german	Disease and building syndrome	0.1012
396	bt_nllb_russian	building disease syndrome	0.1012
396	bt_nllb_tamil	Ill building disease	0.0371
396	bt_nllb_arabic	The patient syndrome	0.0
397	-1	automobile recalls	0.0873
397	bt_nllb_chinese_yue	The car warns	0.0
397	bt_nllb_french	car reminders	0.0
397	bt_nllb_german	Car disabilities	0.0
397	bt_nllb_korean	Car recovery	0.0
397	bt_nllb_malay	return of the car	0.0
397	bt_nllb_persian	The car inspector	0.0
397	bt_nllb_russian	The car reviews	0.0
397	bt_nllb_swahili	remembering cars	0.0
398	-1	dismantling Europe's arsenal	0.0879
398	bt_nllb_chinese_yue	To destroy the European arsenal	0.0758
398	bt_nllb_arabic	Dismantling the arsenal of Europe	0.0502
398	bt_nllb_persian	The destruction of the European arsenal	0.0419
398	bt_nllb_russian	The destruction of the European arsenal	0.0419
398	bt_nllb_korean	The dismantling of Europe s defenseless forces	0.0283
398	bt_nllb_tamil	The European Arsenal is being dismantled	0.026
398	bt_nllb_french	dismantling of the European arsenal	0.022
398	bt_nllb_malay	breaking up the European weapons	0.0125
398	bt_nllb_swahili	the destruction of European weapons	0.011
398	bt_nllb_german	The Commission has asked the Commission to discuss the	0.0
399	-1	oceanographic vessels	0.3174
399	bt_nllb_arabic	The ocean ships	0.1003
399	bt_nllb_french	ocean going vessels	0.0913
399	bt_nllb_german	Sea going vessels	0.018
399	bt_nllb_chinese_yue	Marine ships	0.0075
399	bt_nllb_swahili	ships of the sea	0.0
399	bt_nllb_tamil	Ships of the sea	0.0
400	-1	Amazon rain forest	0.4755
400	bt_nllb_arabic	The Amazon rainforest	0.4235
400	bt_nllb_chinese_yue	The Amazon rainforest	0.4235
400	bt_nllb_french	The Amazon Rainforest	0.4235
400	bt_nllb_german	The Amazon rainforest	0.4235
400	bt_nllb_korean	The Amazon rainforest	0.4235
400	bt_nllb_malay	The Amazon rainforest	0.4235
400	bt_nllb_persian	The Amazon rainforest	0.4235
400	bt_nllb_russian	The Amazon rainforest	0.4235
400	bt_nllb_swahili	The Amazon rainforest	0.4235
400	bt_nllb_tamil	The Amazon Rainforest	0.4235
401	-1	foreign minorities, Germany	0.0836
401	bt_nllb_korean	Foreign language minorities Germany	0.0561
402	-1	behavioral genetics	0.2668
402	bt_nllb_persian	Behavioral genetics is what it is	0.26
402	bt_nllb_arabic	Behavioral genetics is a very important part of our lives	0.199
402	bt_nllb_german	The following is a summary of the results of the study	0.0
402	bt_nllb_tamil	The Bible teaches that the Bible is a source of inspiration	0.0
403	-1	osteoporosis	0.7096
403	bt_nllb_swahili	bone disease	0.3706
