qid	order	query	qld.map
378	-1	euro opposition	0.0018
379	-1	mainstreaming	0.0175
380	-1	obesity medical treatment	0.1504
381	-1	alternative medicine	0.0485
382	-1	hydrogen fuel automobiles	0.605
383	-1	mental illness drugs	0.0152
384	-1	space station moon	0.1255
385	-1	hybrid fuel cars	0.2599
386	-1	teaching disabled children	0.0226
387	-1	radioactive waste	0.0571
388	-1	organic soil enhancement	0.0177
389	-1	illegal technology transfer	0.0031
390	-1	orphan drugs	0.0796
391	-1	R&D drug prices	0.1029
392	-1	robotics	0.3034
393	-1	mercy killing	0.0522
394	-1	home schooling	0.0065
395	-1	tourism	0.0394
396	-1	sick building syndrome	0.1615
397	-1	automobile recalls	0.0185
398	-1	dismantling Europe's arsenal	0.0133
399	-1	oceanographic vessels	0.1489
400	-1	Amazon rain forest	0.259
401	-1	foreign minorities, Germany	0.0147
402	-1	behavioral genetics	0.0885
403	-1	osteoporosis	0.4651
404	-1	Ireland, peace talks	0.0457
405	-1	cosmic events	0.0526
406	-1	Parkinson's disease	0.4491
407	-1	poaching, wildlife preserves	0.2793
408	-1	tropical storms	0.0837
409	-1	legal, Pan Am, 103	0.0249
410	-1	Schengen agreement	0.8307
411	-1	salvaging, shipwreck, treasure	0.2107
412	-1	airport security	0.1628
413	-1	steel production	0.0713
414	-1	Cuba, sugar, exports	0.1745
415	-1	drugs, Golden Triangle	0.1825
416	-1	Three Gorges Project	0.2997
417	-1	creativity	0.2404
418	-1	quilts, income	0.18
419	-1	recycle, automobile tires	0.0963
420	-1	carbon monoxide poisoning	0.3697
421	-1	industrial waste disposal	0.0206
422	-1	art, stolen, forged	0.0487
423	-1	Milosevic, Mirjana Markovic	0.6411
424	-1	suicides	0.0431
425	-1	counterfeiting money	0.2217
426	-1	law enforcement, dogs	0.0174
427	-1	UV damage, eyes	0.1452
428	-1	declining birth rates	0.1323
429	-1	Legionnaires' disease	0.4432
430	-1	killer bee attacks	0.603
431	-1	robotic technology	0.2952
432	-1	profiling, motorists, police	0.0011
433	-1	Greek, philosophy, stoicism	0.1405
434	-1	Estonia, economy	0.1582
435	-1	curbing population growth	0.0427
436	-1	railway accidents	0.0392
437	-1	deregulation, gas, electric	0.015
438	-1	tourism, increase	0.0835
439	-1	inventions, scientific discoveries	0.0074
440	-1	child labor	0.0698
441	-1	Lyme disease	0.4433
442	-1	heroic acts	0.0083
443	-1	U.S., investment, Africa	0.0009
444	-1	supercritical fluids	0.476
445	-1	women clergy	0.1706
446	-1	tourists, violence	0.1077
447	-1	Stirling engine	0.0896
448	-1	ship losses	0.0107
449	-1	antibiotics ineffectiveness	0.0449
450	-1	King Hussein, peace	0.13
601	-1	Turkey Iraq water	0.5069
602	-1	Czech, Slovak sovereignty	0.1212
603	-1	Tobacco cigarette lawsuit	0.2435
604	-1	Lyme disease arthritis	0.8264
605	-1	Great Britain health care	0.0117
606	-1	leg traps ban	0.2979
607	-1	human genetic code	0.2341
608	-1	taxing social security	0.0241
609	-1	per capita alcohol consumption	0.2798
610	-1	minimum wage adverse impact	0.0244
611	-1	Kurds Germany violence	0.1985
612	-1	Tibet protesters	0.4351
613	-1	Berlin wall disposal	0.1551
614	-1	Flavr Savr tomato	0.0519
615	-1	timber exports Asia	0.1168
616	-1	Volkswagen Mexico	0.6949
617	-1	Russia Cuba economy	0.1923
618	-1	Ayatollah Khomeini death	0.1781
619	-1	Winnie Mandela scandal	0.5909
620	-1	France nuclear testing	0.0476
621	-1	women ordained Church of England	0.2273
622	-1	price fixing	0.0039
623	-1	toxic chemical weapon	0.3048
624	-1	SDI Star Wars	0.2131
625	-1	arrests bombing WTC	0.0246
626	-1	human stampede	0.1309
627	-1	Russian food crisis	0.0014
628	-1	U.S. invasion of Panama	0.1545
629	-1	abortion clinic attack	0.0849
630	-1	Gulf War Syndrome	0.5417
631	-1	Mandela South Africa President	0.0529
632	-1	southeast Asia tin mining	0.1573
633	-1	Welsh devolution	0.4345
634	-1	L-tryptophan deaths	0.7314
635	-1	doctor assisted suicides	0.5081
636	-1	jury duty exemptions	0.0572
637	-1	human growth hormone (HGH)	0.405
638	-1	wrongful convictions	0.0165
639	-1	consumer on-line shopping	0.1279
640	-1	maternity leave policies	0.2944
641	-1	Valdez wildlife marine life	0.2315
642	-1	Tiananmen Square protesters	0.1168
643	-1	salmon dams Pacific northwest	0.1502
644	-1	exotic animals import	0.04
645	-1	software piracy	0.6026
646	-1	food stamps increase	0.1341
647	-1	windmill electricity	0.2001
648	-1	family leave law	0.1023
649	-1	computer viruses	0.5722
650	-1	tax evasion indicted	0.0502
651	-1	U.S. ethnic population	0.0012
652	-1	OIC Balkans 1990s	0.3184
653	-1	ETA Basque terrorism	0.4297
654	-1	same-sex schools	0.3924
655	-1	ADD diagnosis treatment	0.0
656	-1	lead poisoning children	0.0567
657	-1	school prayer banned	0.4027
658	-1	teenage pregnancy	0.0343
659	-1	cruise health safety	0.2985
660	-1	whale watching California	0.6121
661	-1	melanoma treatment causes	0.5622
662	-1	telemarketer protection	0.5751
663	-1	Agent Orange exposure	0.212
664	-1	American Indian Museum	0.3514
665	-1	poverty Africa sub-Sahara	0.1935
666	-1	Thatcher resignation impact	0.009
667	-1	unmarried-partner households	0.327
668	-1	poverty, disease	0.2792
669	-1	Islamic Revolution	0.1111
670	-1	U.S. elections apathy	0.0269
671	-1	Salvation Army benefits	0.1705
673	-1	Soviet withdrawal Afghanistan	0.3037
674	-1	Greenpeace prosecuted	0.0858
675	-1	Olympics training swimming	0.2442
676	-1	poppy cultivation	0.1742
677	-1	Leaning Tower of Pisa	0.9134
678	-1	joint custody impact	0.2095
679	-1	opening adoption records	0.8491
680	-1	immigrants Spanish school	0.0634
681	-1	wind power location	0.3216
682	-1	adult immigrants English	0.2125
683	-1	Czechoslovakia breakup	0.0234
684	-1	part-time benefits	0.0774
685	-1	Oscar winner selection	0.2356
686	-1	Argentina pegging dollar	0.2421
687	-1	Northern Ireland industry	0.1421
688	-1	non-U.S. media bias	0.0042
689	-1	family-planning aid	0.012
690	-1	college education advantage	0.0046
691	-1	clear-cutting forests	0.2579
692	-1	prostate cancer detection treatment	0.3768
693	-1	newspapers electronic media	0.2444
694	-1	compost pile	0.2925
695	-1	white collar crime sentence	0.2062
696	-1	safety plastic surgery	0.2457
697	-1	air traffic controller	0.0657
698	-1	literacy rates Africa	0.5325
699	-1	term limits	0.3769
700	-1	gasoline tax U.S.	0.0195
