qid	order	query	qld.map
313	bt_nllb_tamil	Magnetic levitation McLav	0.7172
313	bt_nllb_korean	Self levitization Maghreb	0.0931
313	bt_nllb_french	Magnetic lift	0.0168
313	bt_nllb_arabic	Magnetic distortion	0.0053
313	bt_nllb_persian	Magnetic Lithium Magluff	0.0033
314	-1	Marine Vegetation	0.0019
315	-1	Unexplained Highway Accidents	0.0035
315	bt_nllb_german	Unexplained car accidents	0.0013
315	bt_nllb_arabic	Unexplained road accidents	0.0007
315	bt_nllb_french	Unexplained Road Accidents	0.0007
315	bt_nllb_malay	Unexplained Road Accidents	0.0007
315	bt_nllb_swahili	Unreported Road Accidents	0.0003
315	bt_nllb_russian	Unexplained Accidents	0.0
316	-1	Polygamy Polyandry Polygyny	0.579
316	bt_nllb_russian	Polygamy of the Polygons	0.4278
316	bt_nllb_arabic	Polygamous Polygamous	0.0098
316	bt_nllb_korean	I m getting married I m getting married I m getting married I m getting married I m getting married I m getting married I m getting married I m getting married I m getting married I m getting married I m getting married I m getting married I m getting married I m getting married I m getting married I m getting married I m getting married I m getting married I m getting married I m getting married I m getting married I m getting married I m getting married I m getting married I m getting married I m getting married I m getting married I m getting married I m getting married I m getting married I m getting married I m getting married I m getting married I m getting married	0.0
316	bt_nllb_persian	A few wives a few wives a few wives	0.0
316	bt_nllb_swahili	Parenting	0.0
316	bt_nllb_tamil	The number of times a person is called a multiple	0.0
317	-1	Unsolicited Faxes	0.5036
317	bt_nllb_korean	Unsolicited Parks	0.1569
317	bt_nllb_arabic	The unwanted fax	0.1472
317	bt_nllb_persian	Unwanted fax	0.1472
317	bt_nllb_russian	Unwanted Faxes	0.1472
317	bt_nllb_french	Faxes not requested	0.0229
317	bt_nllb_german	Faxes not requested	0.0229
317	bt_nllb_swahili	Faxes not requested	0.0229
317	bt_nllb_chinese_yue	Fax that nobody asked for	0.0148
317	bt_nllb_tamil	Unnecessary Faxes	0.007
317	bt_nllb_malay	Fax that you don t want	0.0034
318	-1	Best Retirement Country	0.0061
318	bt_nllb_tamil	The country with the best pension	0.0025
318	bt_nllb_swahili	A Better Land to Leave	0.0002
319	-1	New Fuel Sources	0.0564
319	bt_nllb_german	New fuels	0.0559
319	bt_nllb_swahili	A New Source of Oil	0.0029
320	-1	Undersea Fiber Optic Cable	0.0462
320	bt_nllb_arabic	The fiber optic cable is underwater	0.034
320	bt_nllb_malay	Underwater fiber optic cables	0.034
320	bt_nllb_tamil	Sea glass fiber cable	0.0236
320	bt_nllb_german	Subsea fibre optic cables	0.0208
320	bt_nllb_russian	Subsea optical cable made of fibres	0.0208
320	bt_nllb_swahili	Before the Undersea Fiber Optic	0.0132
320	bt_nllb_persian	Subsea fiber optic cables	0.0129
320	bt_nllb_chinese_yue	The subsea fiber	0.0
321	-1	Women in Parliaments	0.1544
321	bt_nllb_korean	Women in Congress	0.0335
322	-1	International Art Crime	0.0
323	-1	Literary/Journalistic Plagiarism	0.2354
323	bt_nllb_chinese_yue	Literary and news copying	0.0099
323	bt_nllb_swahili	Literary journalistic fraud	0.0025
323	bt_nllb_korean	Literary and historical parallels	0.0021
323	bt_nllb_persian	A literary journalistic plague	0.0002
323	bt_nllb_arabic	Literary and journalistic manipulation	0.0
323	bt_nllb_tamil	Literary fictional literature	0.0
324	-1	Argentine/British Relations	0.2779
324	bt_nllb_malay	The Argentine British relationship	0.2639
324	bt_nllb_persian	Relations between Argentina and Britain	0.2438
324	bt_nllb_swahili	Argentina s relationship with Britain	0.182
324	bt_nllb_chinese_yue	Argentina UK relations	0.1623
324	bt_nllb_french	Relations between Argentina and the United Kingdom	0.0605
324	bt_nllb_korean	Relations between Argentina and the United Kingdom	0.0605
324	bt_nllb_tamil	The United States and Argentina have a long history of cooperation	0.0092
324	bt_nllb_german	The Commission has also adopted a proposal for a regulation on the	0.0
325	-1	Cult Lifestyles	0.0471
325	bt_nllb_arabic	The cult s way of life	0.0193
325	bt_nllb_chinese_yue	The cult s way of life	0.0193
325	bt_nllb_malay	Sect Lifestyle	0.0019
325	bt_nllb_russian	Sect lifestyle	0.0019
325	bt_nllb_french	Worship	0.0
325	bt_nllb_korean	How to Live in Worship	0.0
325	bt_nllb_persian	Religious lifestyle	0.0
325	bt_nllb_swahili	A Life of Worship	0.0
325	bt_nllb_tamil	What is the meaning of this article	0.0
326	-1	Ferry Sinkings	0.6066
326	bt_nllb_chinese_yue	The ferry sank	0.4077
326	bt_nllb_persian	The ship sank	0.0532
326	bt_nllb_tamil	The bus is sinking	0.006
326	bt_nllb_russian	The boat sinks	0.001
326	bt_nllb_swahili	A Sinking Boat	0.001
326	bt_nllb_french	The shipwrecks of the ferry	0.0
326	bt_nllb_malay	Stop Stop	0.0
327	-1	Modern Slavery	0.0613
327	bt_nllb_korean	Modern slaves	0.0
328	-1	Pope Beatifications	0.6622
328	bt_nllb_chinese_yue	The Pope declared him a saint	0.1686
328	bt_nllb_swahili	Privileges of the Pope	0.125
328	bt_nllb_french	Blessings from the Pope	0.0159
328	bt_nllb_korean	Blessings of the Pope	0.0149
328	bt_nllb_russian	The Blessing of the Pope	0.0149
328	bt_nllb_tamil	The Pope s blessing	0.0139
328	bt_nllb_arabic	The Pope s statements	0.0025
328	bt_nllb_malay	The Meaning of the Whale	0.0
328	bt_nllb_persian	Congratulations Pop	0.0
329	-1	Mexican Air Pollution	0.0956
330	-1	Iran-Iraq Cooperation	0.0542
330	bt_nllb_german	Cooperation between Iran and Iraq	0.0503
331	-1	World Bank Criticism	0.1496
331	bt_nllb_tamil	The World Bank Review	0.1127
331	bt_nllb_russian	The World Bank s critics	0.0172
332	-1	Income Tax Evasion	0.005
332	bt_nllb_persian	Escape from income tax	0.001
332	bt_nllb_russian	Escape from income tax	0.001
332	bt_nllb_swahili	Avoiding Income Taxes	0.0007
332	bt_nllb_tamil	Income Tax Avoidance	0.0007
332	bt_nllb_chinese_yue	Tax avoidance	0.0006
332	bt_nllb_french	Tax avoidance	0.0006
332	bt_nllb_korean	Income tax	0.0002
332	bt_nllb_german	Income tax protection	0.0001
332	bt_nllb_malay	Income Tax Payments	0.0001
333	-1	Antibiotics Bacteria Disease	0.2494
333	bt_nllb_malay	Antibiotics and Disease	0.2019
333	bt_nllb_arabic	Antibiotics are bacterial diseases	0.1874
333	bt_nllb_german	Antibiotics and bacterial disease	0.1874
333	bt_nllb_persian	Antibiotics are a bacterial disease	0.1874
333	bt_nllb_russian	Antibiotics and bacterial disease	0.1874
333	bt_nllb_swahili	Antibiotics and Bacterial Disease	0.1874
333	bt_nllb_chinese_yue	Antibiotics bacterial diseases and other diseases	0.1801
333	bt_nllb_tamil	The bacterial disease	0.0476
334	-1	Export Controls Cryptography	0.0556
334	bt_nllb_korean	Export control code	0.0056
334	bt_nllb_persian	Control of crypto exports	0.0
334	bt_nllb_russian	Control of the export of Cryptocurrency	0.0
334	bt_nllb_swahili	The following is a list of the countries of the European Union	0.0
335	-1	Adoptive Biological Parents	0.3
335	bt_nllb_persian	Adoptive parents	0.2634
335	bt_nllb_tamil	Adoptive parents	0.2634
335	bt_nllb_chinese_yue	They are biological parents	0.1813
335	bt_nllb_russian	Adopters	0.1523
335	bt_nllb_swahili	Spiritual Parents	0.0
336	-1	Black Bear Attacks	0.0882
336	bt_nllb_swahili	Attacks by Steel	0.0
337	-1	Viral Hepatitis	0.163
337	bt_nllb_tamil	Hepatitis is a viral disease	0.1486
337	bt_nllb_swahili	The Viruses Against Uterine Cells	0.002
338	-1	Risk of Aspirin	0.4167
338	bt_nllb_arabic	The dangers of aspirin	0.1859
338	bt_nllb_korean	The dangers of aspirin	0.1859
338	bt_nllb_swahili	The Dangers of Aspirin	0.1859
338	bt_nllb_chinese_yue	The dangers of drugs	0.0
338	bt_nllb_tamil	The danger of Asparagus	0.0
339	-1	Alzheimer's Drug Treatment	0.175
339	bt_nllb_french	Treatment of Alzheimer s	0.0728
339	bt_nllb_malay	Treatment for Alzheimer s	0.0728
339	bt_nllb_persian	Treatment of Alzheimer s	0.0728
339	bt_nllb_russian	Treatment of Alzheimer s	0.0728
339	bt_nllb_german	Treatment of Alzheimer s disease	0.0596
339	bt_nllb_arabic	The cure for Alzheimer s	0.0591
339	bt_nllb_chinese_yue	Alzheimer s the cure	0.0591
339	bt_nllb_korean	The treatment of Alzheimer s disease is medicated	0.0286
339	bt_nllb_swahili	Drug Treatment	0.0032
339	bt_nllb_tamil	The following article will help you to understand the benefits of using medication	0.0
340	-1	Land Mine Ban	0.0594
340	bt_nllb_russian	Prohibition of mining	0.0092
340	bt_nllb_tamil	Prohibition of mining	0.0092
340	bt_nllb_malay	Min Land is banned	0.0
340	bt_nllb_swahili	Preventing the Underground Pipes	0.0
341	-1	Airport Security	0.2002
341	bt_nllb_german	Airport safety	0.0043
342	-1	Diplomatic Expulsion	0.1389
342	bt_nllb_german	The Commission has already adopted a proposal for a directive on the protection of workers rights	0.0
342	bt_nllb_persian	Diplomatic firing	0.0
342	bt_nllb_swahili	International Exclusion	0.0
343	-1	Police Deaths	0.004
343	bt_nllb_chinese_yue	The police are dead	0.0034
343	bt_nllb_korean	Police dead	0.0034
343	bt_nllb_persian	The police are dead	0.0034
343	bt_nllb_russian	The police are dead	0.0034
343	bt_nllb_malay	Death of a cop	0.0031
344	-1	Abuses of E-Mail	0.278
344	bt_nllb_german	Misuse of e mail	0.166
344	bt_nllb_swahili	Misuse of E mail	0.166
344	bt_nllb_arabic	Email abuse	0.0
344	bt_nllb_chinese_yue	Abuse of email	0.0
344	bt_nllb_korean	Email abuse	0.0
344	bt_nllb_persian	Misuse of email	0.0
344	bt_nllb_russian	The perversion of email	0.0
344	bt_nllb_tamil	Email use is misused	0.0
345	-1	Overseas Tobacco Sales	0.0642
345	bt_nllb_french	Tobacco sales abroad	0.0516
345	bt_nllb_malay	Tobacco sales abroad	0.0516
345	bt_nllb_persian	The sale of tobacco abroad	0.0516
345	bt_nllb_russian	The sale of tobacco abroad	0.0516
345	bt_nllb_tamil	The sale of tobacco abroad	0.0516
345	bt_nllb_korean	Foreign sale of tobacco	0.0378
345	bt_nllb_swahili	The Importance of Tobacco	0.0064
346	-1	Educational Standards	0.0318
346	bt_nllb_french	The rules of education	0.0005
347	-1	Wildlife Extinction	0.0328
347	bt_nllb_swahili	The Extinction of Animals	0.0314
347	bt_nllb_malay	The Beast s Disaster	0.0
348	-1	Agoraphobia	0.81
348	bt_nllb_arabic	Terrorism	0.0
348	bt_nllb_chinese_yue	It s a phobia	0.0
348	bt_nllb_persian	Agora phobia	0.0
348	bt_nllb_swahili	The disease of fear	0.0
348	bt_nllb_tamil	The following article will help you to understand the problem	0.0
349	-1	Metabolism	0.179
349	bt_nllb_chinese_yue	It s the metabolism	0.1235
349	bt_nllb_persian	I m a metabolic	0.1102
349	bt_nllb_arabic	Food representation	0.0
349	bt_nllb_korean	The newcomer	0.0
349	bt_nllb_swahili	The warmth	0.0
349	bt_nllb_tamil	The first is the process of making a change	0.0
350	-1	Health and Computer Terminals	0.0411
350	bt_nllb_chinese_yue	Health and the end of the computer	0.0166
350	bt_nllb_arabic	Health products and computers	0.0144
350	bt_nllb_russian	Healthcare terminals and computers	0.0026
350	bt_nllb_swahili	Healthcare Devices and Computers	0.0
351	-1	Falkland petroleum exploration	0.3687
351	bt_nllb_korean	The exploration of the land	0.0
352	-1	British Chunnel impact	0.0456
352	bt_nllb_malay	The British Chunnel Effect	0.0344
352	bt_nllb_swahili	The Effects of the British Chunnel	0.0344
352	bt_nllb_french	The impact of the British Channel	0.0321
352	bt_nllb_persian	The impact of the British Channel	0.0321
352	bt_nllb_arabic	The influence of the British Channel	0.0148
352	bt_nllb_german	The influence of the British Channel	0.0148
352	bt_nllb_russian	The influence of the British Channel	0.0148
352	bt_nllb_korean	The influence of the English Channel	0.0054
352	bt_nllb_chinese_yue	The road crashes	0.0
352	bt_nllb_tamil	The British Subway Effect	0.0
353	-1	Antarctica exploration	0.1511
353	bt_nllb_arabic	Exploring the South Pole	0.0007
353	bt_nllb_persian	Exploration of the South Pole	0.0007
353	bt_nllb_german	The Commission shall adopt delegated acts in accordance with Article of this Regulation	0.0
354	-1	journalist risks	0.0154
354	bt_nllb_korean	The dangers of journalism	0.0002
354	bt_nllb_swahili	The dangers of journalism	0.0002
354	bt_nllb_tamil	The dangers of journalism	0.0002
354	bt_nllb_persian	The risk of journalism	0.0
355	-1	ocean remote sensing	0.1108
355	bt_nllb_chinese_yue	The ocean is remote	0.075
355	bt_nllb_swahili	sea remote sensing	0.0506
355	bt_nllb_russian	The ocean distance vision	0.004
355	bt_nllb_persian	The ocean s re anesthesia	0.0022
355	bt_nllb_german	The following information is provided	0.0
355	bt_nllb_tamil	The sea vision sensation	0.0
356	-1	postmenopausal estrogen Britain	0.0062
356	bt_nllb_persian	Estrogen after the British monsoon	0.0055
356	bt_nllb_tamil	The U S government has been trying to get the U S to take a step back	0.0
357	-1	territorial waters dispute	0.0712
357	bt_nllb_korean	Territorial disputes	0.0242
357	bt_nllb_persian	Differences on territorial waters	0.0142
357	bt_nllb_arabic	Regional water dispute	0.0023
357	bt_nllb_swahili	District water discussion	0.0
357	bt_nllb_tamil	The problem of land based water	0.0
358	-1	blood-alcohol fatalities	0.137
358	bt_nllb_tamil	The deaths were caused by blood alcohol	0.0973
359	-1	mutual fund predictors	0.0047
359	bt_nllb_arabic	The expectations in the investment funds	0.0032
359	bt_nllb_malay	Predictions of joint funds	0.0021
359	bt_nllb_tamil	Mutual financial forecasters	0.002
359	bt_nllb_german	The following table shows the main factors	0.0007
359	bt_nllb_swahili	predictors of joint currencies	0.0
360	-1	drug legalization benefits	0.1241
360	bt_nllb_swahili	legal benefits of medicines	0.0006
361	-1	clothing sweatshops	0.3843
361	bt_nllb_arabic	Clothing shops	0.0097
361	bt_nllb_russian	clothes	0.0011
361	bt_nllb_chinese_yue	The clothing factory	0.0
361	bt_nllb_french	clothing workshops	0.0
361	bt_nllb_german	Clothing stores	0.0
361	bt_nllb_korean	Get your clothes on	0.0
361	bt_nllb_malay	clothing store	0.0
361	bt_nllb_persian	Clothing stores	0.0
361	bt_nllb_swahili	clothing stores	0.0
361	bt_nllb_tamil	Clothing factories	0.0
362	-1	human smuggling	0.0872
362	bt_nllb_arabic	Smuggling people	0.04
362	bt_nllb_russian	smuggling of people	0.04
362	bt_nllb_french	Trafficking in persons	0.0128
362	bt_nllb_korean	Trafficking in persons	0.0128
362	bt_nllb_chinese_yue	Human trafficking	0.003
362	bt_nllb_german	Human trafficking	0.003
362	bt_nllb_malay	human trafficking	0.003
362	bt_nllb_persian	Human trafficking	0.003
362	bt_nllb_swahili	Human trafficking	0.003
362	bt_nllb_tamil	Human trafficking	0.003
363	-1	transportation tunnel disasters	0.0678
363	bt_nllb_chinese_yue	Traffic accidents	0.0
363	bt_nllb_german	Disturbances in the transport channel	0.0
363	bt_nllb_swahili	disasters of the dam s canals	0.0
364	-1	rabies	0.5725
364	bt_nllb_chinese_yue	Rabies is a disease	0.5322
364	bt_nllb_arabic	It s ridiculous	0.0
364	bt_nllb_french	the rage	0.0
364	bt_nllb_korean	The Mad Men	0.0
364	bt_nllb_persian	Your anger	0.0
364	bt_nllb_russian	The rage	0.0
364	bt_nllb_swahili	paralysis	0.0
364	bt_nllb_tamil	galley	0.0
365	-1	El Nino	0.6161
365	bt_nllb_arabic	The Enno	0.0
365	bt_nllb_chinese_yue	Ernesto is the one	0.0
365	bt_nllb_french	The neon	0.0
366	-1	commercial cyanide uses	0.3183
366	bt_nllb_chinese_yue	Commercial use	0.0
367	-1	piracy	0.0153
367	bt_nllb_chinese_yue	Piracy is a crime	0.0142
367	bt_nllb_korean	The pirate act	0.0019
367	bt_nllb_arabic	The pirate	0.0009
367	bt_nllb_french	The Pirate	0.0009
367	bt_nllb_persian	The pirate	0.0009
367	bt_nllb_russian	The Pirate	0.0009
367	bt_nllb_tamil	Navy	0.0009
367	bt_nllb_german	The Commission	0.0
367	bt_nllb_malay	The robbers	0.0
367	bt_nllb_swahili	crime	0.0
368	-1	in vitro fertilization	0.4148
368	bt_nllb_arabic	Infertilization in the virus	0.0685
368	bt_nllb_swahili	The reproduction of creatures	0.0033
368	bt_nllb_chinese_yue	Outdoor fertilization	0.002
368	bt_nllb_korean	Modified by bit	0.0
368	bt_nllb_persian	Encoding in the test	0.0
369	-1	anorexia nervosa bulimia	0.2712
369	bt_nllb_german	anorexia nervosa bulimia and other	0.2653
369	bt_nllb_chinese_yue	Dieting disorders and bipolar disorder	0.2323
369	bt_nllb_french	bulimia anorexia nervous system	0.1848
369	bt_nllb_tamil	Anorexia nervosa is a common cause of pneumonia	0.1827
369	bt_nllb_persian	Nervous and tired insomnia	0.0019
369	bt_nllb_arabic	Neural dysfunction of the polymerase chain reaction	0.0
369	bt_nllb_korean	I have a nervous breakdown	0.0
370	-1	food/drug laws	0.0014
370	bt_nllb_swahili	food blood laws	0.0007
371	-1	health insurance holistic	0.0
372	-1	Native American casino	0.0776
372	bt_nllb_arabic	The original American casino	0.0519
372	bt_nllb_malay	The original American casino	0.0519
372	bt_nllb_german	Local casino	0.032
373	-1	encryption equipment export	0.0854
373	bt_nllb_chinese_yue	Exporting the encrypted device	0.0728
373	bt_nllb_german	Exports of encryption devices	0.0728
373	bt_nllb_swahili	outside of encryption equipment	0.0331
373	bt_nllb_korean	Export of cryptographic equipment	0.0162
373	bt_nllb_russian	Export of cipher substitution	0.0
374	-1	Nobel prize winners	0.0975
375	-1	hydrogen energy	0.2205
375	bt_nllb_chinese_yue	Air	0.0013
376	-1	World Court	0.0033
376	bt_nllb_german	Court of Justice	0.0
377	-1	cigar smoking	0.2758
377	bt_nllb_chinese_yue	I smoke	0.0051
377	bt_nllb_tamil	Smoking tobacco	0.0044
377	bt_nllb_german	Smoking of cigarettes	0.0028
377	bt_nllb_malay	Smoking a cigarette	0.0028
377	bt_nllb_russian	smoking a cigarette	0.0028
377	bt_nllb_korean	Smoking is a big deal	0.0015
377	bt_nllb_persian	Smoking is a big deal	0.0015
377	bt_nllb_arabic	Smoking	0.0014
377	bt_nllb_swahili	smoking	0.0014
378	-1	euro opposition	0.0018
378	bt_nllb_tamil	Anti euro	0.0016
378	bt_nllb_korean	The Euro against	0.0004
378	bt_nllb_malay	against the euro	0.0004
378	bt_nllb_german	The euro resistance	0.0
379	-1	mainstreaming	0.0175
379	bt_nllb_arabic	The integration	0.0016
379	bt_nllb_french	integration	0.0016
379	bt_nllb_korean	Integration	0.0016
379	bt_nllb_russian	integration	0.0016
379	bt_nllb_chinese_yue	It s a combination	0.0
379	bt_nllb_german	The Commission shall adopt a decision on the following	0.0
379	bt_nllb_malay	control	0.0
379	bt_nllb_persian	Continuous	0.0
379	bt_nllb_swahili	to insert	0.0
379	bt_nllb_tamil	spread	0.0
380	-1	obesity medical treatment	0.1504
380	bt_nllb_arabic	Medical treatment for depression	0.0
380	bt_nllb_swahili	treatment of the terminal illness	0.0
381	-1	alternative medicine	0.0485
381	bt_nllb_korean	Other medicines	0.0007
381	bt_nllb_chinese_yue	It s a substitute for medicine	0.0
382	-1	hydrogen fuel automobiles	0.605
382	bt_nllb_arabic	Hydrogen fueled cars	0.5315
382	bt_nllb_korean	Hydrogen fuel cars	0.5315
382	bt_nllb_malay	hydrogen fuel vehicles	0.5036
382	bt_nllb_persian	Hydrogen fuel vehicles	0.5036
382	bt_nllb_russian	hydrogen fuel vehicles	0.5036
382	bt_nllb_swahili	hydrogen fuel vehicles	0.5036
382	bt_nllb_tamil	Hydrogen Fuel Vehicles	0.5036
382	bt_nllb_german	Hydrogen vehicles	0.3349
382	bt_nllb_french	Hydrogen fuelled vehicles	0.2693
382	bt_nllb_chinese_yue	Fuel cars	0.0474
383	-1	mental illness drugs	0.0152
383	bt_nllb_french	medicines for mental illness	0.0054
383	bt_nllb_german	Drugs for mental health	0.003
383	bt_nllb_tamil	The psychological drugs	0.0013
383	bt_nllb_malay	mental illness	0.0007
383	bt_nllb_swahili	drugs	0.0003
384	-1	space station moon	0.1255
385	-1	hybrid fuel cars	0.2599
385	bt_nllb_german	Hybrid vehicles	0.243
385	bt_nllb_chinese_yue	Hybrid cars	0.2379
385	bt_nllb_malay	hybrid fuel	0.1028
385	bt_nllb_persian	Combined fuel cars	0.0274
385	bt_nllb_arabic	Fuel cars are homeless	0.0165
386	-1	teaching disabled children	0.0226
386	bt_nllb_arabic	Education of children with disabilities	0.0144
386	bt_nllb_french	education of disabled children	0.0144
386	bt_nllb_german	Education for children with disabilities	0.0144
386	bt_nllb_korean	Education for Disabled Children	0.0144
386	bt_nllb_russian	education of children with disabilities	0.0144
387	-1	radioactive waste	0.0571
387	bt_nllb_swahili	Radioactive fuel	0.0457
387	bt_nllb_tamil	Radiation waste	0.0421
387	bt_nllb_persian	The radiation	0.0004
388	-1	organic soil enhancement	0.0177
388	bt_nllb_arabic	Organic soil reinforcement	0.0152
389	-1	illegal technology transfer	0.0031
389	bt_nllb_tamil	Illegal technology exchange	0.0006
389	bt_nllb_chinese_yue	Illegal transportation technology	0.0001
389	bt_nllb_malay	unauthorized technology transfer	0.0001
390	-1	orphan drugs	0.0796
390	bt_nllb_chinese_yue	Orphan medicine	0.0287
390	bt_nllb_swahili	medicines for orphans	0.0287
390	bt_nllb_tamil	Orphan medicines	0.0287
390	bt_nllb_german	Orphans	0.0124
391	-1	R&D drug prices	0.1029
391	bt_nllb_malay	R D costs of medicines	0.0946
391	bt_nllb_german	Price for research and development of medicinal products	0.043
391	bt_nllb_russian	R D prices	0.0081
391	bt_nllb_arabic	Research and development	0.0001
392	-1	robotics	0.3034
392	bt_nllb_german	Other vehicles	0.0095
393	-1	mercy killing	0.0522
393	bt_nllb_french	murder of mercy	0.026
393	bt_nllb_korean	Murder of mercy	0.026
393	bt_nllb_persian	A merciful murder	0.026
393	bt_nllb_german	Mercy	0.0044
393	bt_nllb_russian	mercy	0.0044
393	bt_nllb_malay	Killing with compassion	0.0028
393	bt_nllb_tamil	The Bible says that the wicked will be put to death	0.0
394	-1	home schooling	0.0065
394	bt_nllb_german	Home	0.0
395	-1	tourism	0.0394
395	bt_nllb_chinese_yue	Traveling	0.0
396	-1	sick building syndrome	0.1615
396	bt_nllb_chinese_yue	The sick room syndrome	0.1084
396	bt_nllb_german	Disease and building syndrome	0.0107
396	bt_nllb_russian	building disease syndrome	0.0107
396	bt_nllb_tamil	Ill building disease	0.0019
396	bt_nllb_arabic	The patient syndrome	0.0
397	-1	automobile recalls	0.0185
397	bt_nllb_chinese_yue	The car warns	0.0
397	bt_nllb_french	car reminders	0.0
397	bt_nllb_german	Car disabilities	0.0
397	bt_nllb_korean	Car recovery	0.0
397	bt_nllb_malay	return of the car	0.0
397	bt_nllb_persian	The car inspector	0.0
397	bt_nllb_russian	The car reviews	0.0
397	bt_nllb_swahili	remembering cars	0.0
398	-1	dismantling Europe's arsenal	0.0133
398	bt_nllb_chinese_yue	To destroy the European arsenal	0.0119
398	bt_nllb_arabic	Dismantling the arsenal of Europe	0.0071
398	bt_nllb_persian	The destruction of the European arsenal	0.004
398	bt_nllb_russian	The destruction of the European arsenal	0.004
398	bt_nllb_tamil	The European Arsenal is being dismantled	0.0019
398	bt_nllb_korean	The dismantling of Europe s defenseless forces	0.0016
398	bt_nllb_french	dismantling of the European arsenal	0.0012
398	bt_nllb_swahili	the destruction of European weapons	0.0008
398	bt_nllb_malay	breaking up the European weapons	0.0004
398	bt_nllb_german	The Commission has asked the Commission to discuss the	0.0
399	-1	oceanographic vessels	0.1489
399	bt_nllb_arabic	The ocean ships	0.0132
399	bt_nllb_french	ocean going vessels	0.0126
399	bt_nllb_german	Sea going vessels	0.0007
399	bt_nllb_chinese_yue	Marine ships	0.0001
399	bt_nllb_swahili	ships of the sea	0.0
399	bt_nllb_tamil	Ships of the sea	0.0
400	-1	Amazon rain forest	0.259
400	bt_nllb_arabic	The Amazon rainforest	0.2419
400	bt_nllb_chinese_yue	The Amazon rainforest	0.2419
400	bt_nllb_french	The Amazon Rainforest	0.2419
400	bt_nllb_german	The Amazon rainforest	0.2419
400	bt_nllb_korean	The Amazon rainforest	0.2419
400	bt_nllb_malay	The Amazon rainforest	0.2419
400	bt_nllb_persian	The Amazon rainforest	0.2419
400	bt_nllb_russian	The Amazon rainforest	0.2419
400	bt_nllb_swahili	The Amazon rainforest	0.2419
400	bt_nllb_tamil	The Amazon Rainforest	0.2419
401	-1	foreign minorities, Germany	0.0147
401	bt_nllb_korean	Foreign language minorities Germany	0.0065
402	-1	behavioral genetics	0.0885
