qid	order	query	bm25.ndcg
319	pred.refiner.5	new fuel sources bibalayeva forms new yappin fuel inject mixed oxid gas motor	0.183
319	pred.refiner.6	new fuel sources bibalayeva forms new yappin fuel inject mixed oxid gas motor	0.183
319	pred.refiner.7	new fuel sources bibalayeva forms new yappin fuel inject mixed oxid gas motor	0.183
319	pred.refiner.8	new fuel sources bibalayeva forms new yappin fuel inject mixed oxid gas motor	0.183
319	pred.refiner.9	new fuel sources bibalayeva forms new yappin fuel inject mixed oxid gas motor	0.183
320	-1	undersea fiber optic cable	0.2138
320	pred.refiner.1	submarine fibre optic cable	0.3073
320	pred.refiner.10	submarine fibre optic cable	0.3073
320	pred.refiner.2	submarine fibre optic cable	0.3073
320	pred.refiner.3	submarine fibre optic cable	0.3073
320	pred.refiner.4	submarine fibre optic cable	0.3073
320	pred.refiner.5	submarine fibre optic cable	0.3073
320	pred.refiner.6	submarine fibre optic cable	0.3073
320	pred.refiner.7	submarine fibre optic cable	0.3073
320	pred.refiner.8	submarine fibre optic cable	0.3073
320	pred.refiner.9	submarine fibre optic cable	0.3073
321	-1	women in parliaments	0.3349
322	-1	international art crime	0.016
322	pred.refiner.1	international art crime national global domestic artwork artworks criminality	0.1352
322	pred.refiner.10	international art crime national global domestic artwork artworks criminality	0.1352
322	pred.refiner.2	international art crime national global domestic artwork artworks criminality	0.1352
322	pred.refiner.3	international art crime national global domestic artwork artworks criminality	0.1352
322	pred.refiner.4	international art crime national global domestic artwork artworks criminality	0.1352
322	pred.refiner.5	international art crime national global domestic artwork artworks criminality	0.1352
322	pred.refiner.6	international art crime national global domestic artwork artworks criminality	0.1352
322	pred.refiner.7	international art crime national global domestic artwork artworks criminality	0.1352
322	pred.refiner.8	international art crime national global domestic artwork artworks criminality	0.1352
322	pred.refiner.9	international art crime national global domestic artwork artworks criminality	0.1352
323	-1	literary/journalistic plagiarism	0.435
323	pred.refiner.1	liter journ plagiar	0.52
323	pred.refiner.10	liter journ plagiar	0.52
323	pred.refiner.2	liter journ plagiar	0.52
323	pred.refiner.3	liter journ plagiar	0.52
323	pred.refiner.4	liter journ plagiar	0.52
323	pred.refiner.5	liter journ plagiar	0.52
323	pred.refiner.6	liter journ plagiar	0.52
323	pred.refiner.7	liter journ plagiar	0.52
323	pred.refiner.8	liter journ plagiar	0.52
323	pred.refiner.9	liter journ plagiar	0.52
324	-1	argentine/british relations	0.4965
324	pred.refiner.1	argentina britain relations	0.5434
324	pred.refiner.10	argentina britain relations	0.5434
324	pred.refiner.2	argentina britain relations	0.5434
324	pred.refiner.3	argentina britain relations	0.5434
324	pred.refiner.4	argentina britain relations	0.5434
324	pred.refiner.5	argentina britain relations	0.5434
324	pred.refiner.6	argentina britain relations	0.5434
324	pred.refiner.7	argentina britain relations	0.5434
324	pred.refiner.8	argentina britain relations	0.5434
324	pred.refiner.9	argentina britain relations	0.5434
325	-1	cult lifestyles	0.2437
325	pred.refiner.1	cult lifestyles genestealer reproduct cult tsumbubura	0.2773
325	pred.refiner.10	cult lifestyles genestealer reproduct cult tsumbubura	0.2773
325	pred.refiner.2	cult lifestyles genestealer reproduct cult tsumbubura	0.2773
325	pred.refiner.3	cult lifestyles genestealer reproduct cult tsumbubura	0.2773
325	pred.refiner.4	cult lifestyles genestealer reproduct cult tsumbubura	0.2773
325	pred.refiner.5	cult lifestyles genestealer reproduct cult tsumbubura	0.2773
325	pred.refiner.6	cult lifestyles genestealer reproduct cult tsumbubura	0.2773
325	pred.refiner.7	cult lifestyles genestealer reproduct cult tsumbubura	0.2773
325	pred.refiner.8	cult lifestyles genestealer reproduct cult tsumbubura	0.2773
325	pred.refiner.9	cult lifestyles genestealer reproduct cult tsumbubura	0.2773
326	-1	ferry sinkings	0.7257
326	pred.refiner.1	ferry sinkings last ship safeti titan estonia ferri pound	0.813
326	pred.refiner.10	ferry sinkings last ship safeti titan estonia ferri pound	0.813
326	pred.refiner.2	ferry sinkings last ship safeti titan estonia ferri pound	0.813
326	pred.refiner.3	ferry sinkings last ship safeti titan estonia ferri pound	0.813
326	pred.refiner.4	ferry sinkings last ship safeti titan estonia ferri pound	0.813
326	pred.refiner.5	ferry sinkings last ship safeti titan estonia ferri pound	0.813
326	pred.refiner.6	ferry sinkings last ship safeti titan estonia ferri pound	0.813
326	pred.refiner.7	ferry sinkings last ship safeti titan estonia ferri pound	0.813
326	pred.refiner.8	ferry sinkings last ship safeti titan estonia ferri pound	0.813
326	pred.refiner.9	ferry sinkings last ship safeti titan estonia ferri pound	0.813
327	-1	modern slavery	0.3936
327	pred.refiner.1	burdah jardot originalité slavery	0.5799
327	pred.refiner.10	burdah jardot originalité slavery	0.5799
327	pred.refiner.2	burdah jardot originalité slavery	0.5799
327	pred.refiner.3	burdah jardot originalité slavery	0.5799
327	pred.refiner.4	burdah jardot originalité slavery	0.5799
327	pred.refiner.5	burdah jardot originalité slavery	0.5799
327	pred.refiner.6	burdah jardot originalité slavery	0.5799
327	pred.refiner.7	burdah jardot originalité slavery	0.5799
327	pred.refiner.8	burdah jardot originalité slavery	0.5799
327	pred.refiner.9	burdah jardot originalité slavery	0.5799
328	-1	pope beatifications	0.784
328	pred.refiner.1	pope beatifications beatification	0.8358
328	pred.refiner.10	pope beatifications beatification	0.8358
328	pred.refiner.2	pope beatifications beatification	0.8358
328	pred.refiner.3	pope beatifications beatification	0.8358
328	pred.refiner.4	pope beatifications beatification	0.8358
328	pred.refiner.5	pope beatifications beatification	0.8358
328	pred.refiner.6	pope beatifications beatification	0.8358
328	pred.refiner.7	pope beatifications beatification	0.8358
328	pred.refiner.8	pope beatifications beatification	0.8358
328	pred.refiner.9	pope beatifications beatification	0.8358
329	-1	mexican air pollution	0.4808
329	pred.refiner.1	air pollution in mexico	0.6167
329	pred.refiner.10	air pollution in mexico	0.6167
329	pred.refiner.2	air pollution in mexico	0.6167
329	pred.refiner.3	air pollution in mexico	0.6167
329	pred.refiner.4	air pollution in mexico	0.6167
329	pred.refiner.5	air pollution in mexico	0.6167
329	pred.refiner.6	air pollution in mexico	0.6167
329	pred.refiner.7	air pollution in mexico	0.6167
329	pred.refiner.8	air pollution in mexico	0.6167
329	pred.refiner.9	air pollution in mexico	0.6167
330	-1	iran-iraq cooperation	0.1171
330	pred.refiner.1	iran iraq coop	0.3424
330	pred.refiner.10	iran iraq coop	0.3424
330	pred.refiner.2	iran iraq coop	0.3424
330	pred.refiner.3	iran iraq coop	0.3424
330	pred.refiner.4	iran iraq coop	0.3424
330	pred.refiner.5	iran iraq coop	0.3424
330	pred.refiner.6	iran iraq coop	0.3424
330	pred.refiner.7	iran iraq coop	0.3424
330	pred.refiner.8	iran iraq coop	0.3424
330	pred.refiner.9	iran iraq coop	0.3424
331	-1	world bank criticism	0.3363
332	-1	income tax evasion	0.1474
332	pred.refiner.1	tax evas connect j david	0.2481
332	pred.refiner.10	tax evas connect j david	0.2481
332	pred.refiner.2	tax evas connect j david	0.2481
332	pred.refiner.3	tax evas connect j david	0.2481
332	pred.refiner.4	tax evas connect j david	0.2481
332	pred.refiner.5	tax evas connect j david	0.2481
332	pred.refiner.6	tax evas connect j david	0.2481
332	pred.refiner.7	tax evas connect j david	0.2481
332	pred.refiner.8	tax evas connect j david	0.2481
332	pred.refiner.9	tax evas connect j david	0.2481
333	-1	antibiotics bacteria disease	0.4352
333	pred.refiner.1	antibiotics antibiotic bacteria disease	0.4898
333	pred.refiner.10	antibiotics antibiotic bacteria disease	0.4898
333	pred.refiner.2	antibiotics antibiotic bacteria disease	0.4898
333	pred.refiner.3	antibiotics antibiotic bacteria disease	0.4898
333	pred.refiner.4	antibiotics antibiotic bacteria disease	0.4898
333	pred.refiner.5	antibiotics antibiotic bacteria disease	0.4898
333	pred.refiner.6	antibiotics antibiotic bacteria disease	0.4898
333	pred.refiner.7	antibiotics antibiotic bacteria disease	0.4898
333	pred.refiner.8	antibiotics antibiotic bacteria disease	0.4898
333	pred.refiner.9	antibiotics antibiotic bacteria disease	0.4898
334	-1	export controls cryptography	0.235
334	pred.refiner.1	export control encryption	0.73
334	pred.refiner.10	export control encryption	0.73
334	pred.refiner.2	export control encryption	0.73
334	pred.refiner.3	export control encryption	0.73
334	pred.refiner.4	export control encryption	0.73
334	pred.refiner.5	export control encryption	0.73
334	pred.refiner.6	export control encryption	0.73
334	pred.refiner.7	export control encryption	0.73
334	pred.refiner.8	export control encryption	0.73
334	pred.refiner.9	export control encryption	0.73
335	-1	adoptive biological parents	0.503
335	pred.refiner.1	adoptive biological parents surrogate name children name their babies family	0.7355
335	pred.refiner.10	adoptive biological parents surrogate name children name their babies family	0.7355
335	pred.refiner.2	adoptive biological parents surrogate name children name their babies family	0.7355
335	pred.refiner.3	adoptive biological parents surrogate name children name their babies family	0.7355
335	pred.refiner.4	adoptive biological parents surrogate name children name their babies family	0.7355
335	pred.refiner.5	adoptive biological parents surrogate name children name their babies family	0.7355
335	pred.refiner.6	adoptive biological parents surrogate name children name their babies family	0.7355
335	pred.refiner.7	adoptive biological parents surrogate name children name their babies family	0.7355
335	pred.refiner.8	adoptive biological parents surrogate name children name their babies family	0.7355
335	pred.refiner.9	adoptive biological parents surrogate name children name their babies family	0.7355
336	-1	black bear attacks	0.1371
336	pred.refiner.1	black bear attacks oil coal color animal grizzly polar	0.2264
336	pred.refiner.10	black bear attacks oil coal color animal grizzly polar	0.2264
336	pred.refiner.2	black bear attacks oil coal color animal grizzly polar	0.2264
336	pred.refiner.3	black bear attacks oil coal color animal grizzly polar	0.2264
336	pred.refiner.4	black bear attacks oil coal color animal grizzly polar	0.2264
336	pred.refiner.5	black bear attacks oil coal color animal grizzly polar	0.2264
336	pred.refiner.6	black bear attacks oil coal color animal grizzly polar	0.2264
336	pred.refiner.7	black bear attacks oil coal color animal grizzly polar	0.2264
336	pred.refiner.8	black bear attacks oil coal color animal grizzly polar	0.2264
336	pred.refiner.9	black bear attacks oil coal color animal grizzly polar	0.2264
337	-1	viral hepatitis	0.3693
337	pred.refiner.1	viral hepatitis percent omit caus diseas individu vaccinia liver hepat	0.4355
337	pred.refiner.10	viral hepatitis percent omit caus diseas individu vaccinia liver hepat	0.4355
337	pred.refiner.2	viral hepatitis percent omit caus diseas individu vaccinia liver hepat	0.4355
337	pred.refiner.3	viral hepatitis percent omit caus diseas individu vaccinia liver hepat	0.4355
337	pred.refiner.4	viral hepatitis percent omit caus diseas individu vaccinia liver hepat	0.4355
337	pred.refiner.5	viral hepatitis percent omit caus diseas individu vaccinia liver hepat	0.4355
337	pred.refiner.6	viral hepatitis percent omit caus diseas individu vaccinia liver hepat	0.4355
337	pred.refiner.7	viral hepatitis percent omit caus diseas individu vaccinia liver hepat	0.4355
337	pred.refiner.8	viral hepatitis percent omit caus diseas individu vaccinia liver hepat	0.4355
337	pred.refiner.9	viral hepatitis percent omit caus diseas individu vaccinia liver hepat	0.4355
338	-1	risk of aspirin	0.5585
338	pred.refiner.1	risk of aspirin sai stroke peopl kidnei your	0.6367
338	pred.refiner.10	risk of aspirin sai stroke peopl kidnei your	0.6367
338	pred.refiner.2	risk of aspirin sai stroke peopl kidnei your	0.6367
338	pred.refiner.3	risk of aspirin sai stroke peopl kidnei your	0.6367
338	pred.refiner.4	risk of aspirin sai stroke peopl kidnei your	0.6367
338	pred.refiner.5	risk of aspirin sai stroke peopl kidnei your	0.6367
338	pred.refiner.6	risk of aspirin sai stroke peopl kidnei your	0.6367
338	pred.refiner.7	risk of aspirin sai stroke peopl kidnei your	0.6367
338	pred.refiner.8	risk of aspirin sai stroke peopl kidnei your	0.6367
338	pred.refiner.9	risk of aspirin sai stroke peopl kidnei your	0.6367
339	-1	alzheimer's drug treatment	0.463
339	pred.refiner.1	alzheimer s drug treatment psychoactive drug addiction alzheimer s disease	0.5631
339	pred.refiner.10	alzheimer s drug treatment psychoactive drug addiction alzheimer s disease	0.5631
339	pred.refiner.2	alzheimer s drug treatment psychoactive drug addiction alzheimer s disease	0.5631
339	pred.refiner.3	alzheimer s drug treatment psychoactive drug addiction alzheimer s disease	0.5631
339	pred.refiner.4	alzheimer s drug treatment psychoactive drug addiction alzheimer s disease	0.5631
339	pred.refiner.5	alzheimer s drug treatment psychoactive drug addiction alzheimer s disease	0.5631
339	pred.refiner.6	alzheimer s drug treatment psychoactive drug addiction alzheimer s disease	0.5631
339	pred.refiner.7	alzheimer s drug treatment psychoactive drug addiction alzheimer s disease	0.5631
339	pred.refiner.8	alzheimer s drug treatment psychoactive drug addiction alzheimer s disease	0.5631
339	pred.refiner.9	alzheimer s drug treatment psychoactive drug addiction alzheimer s disease	0.5631
340	-1	land mine ban	0.2795
340	pred.refiner.1	the landmine ban	0.313
340	pred.refiner.10	the landmine ban	0.313
340	pred.refiner.2	the landmine ban	0.313
340	pred.refiner.3	the landmine ban	0.313
340	pred.refiner.4	the landmine ban	0.313
340	pred.refiner.5	the landmine ban	0.313
340	pred.refiner.6	the landmine ban	0.313
340	pred.refiner.7	the landmine ban	0.313
340	pred.refiner.8	the landmine ban	0.313
340	pred.refiner.9	the landmine ban	0.313
341	-1	airport security	0.4103
341	pred.refiner.1	airport security security system	0.4509
341	pred.refiner.10	airport security security system	0.4509
341	pred.refiner.2	airport security security system	0.4509
341	pred.refiner.3	airport security security system	0.4509
341	pred.refiner.6	airport security security system	0.4509
341	pred.refiner.9	airport security security system	0.4509
342	-1	diplomatic expulsion	0.2892
342	pred.refiner.1	diplomatic expulsion relations expelled expel	0.5237
342	pred.refiner.10	diplomatic expulsion relations expelled expel	0.5237
342	pred.refiner.2	diplomatic expulsion relations expelled expel	0.5237
342	pred.refiner.3	diplomatic expulsion relations expelled expel	0.5237
342	pred.refiner.4	diplomatic expulsion relations expelled expel	0.5237
342	pred.refiner.5	diplomatic expulsion relations expelled expel	0.5237
342	pred.refiner.6	diplomatic expulsion relations expelled expel	0.5237
342	pred.refiner.7	diplomatic expulsion relations expelled expel	0.5237
342	pred.refiner.8	diplomatic expulsion relations expelled expel	0.5237
342	pred.refiner.9	diplomatic expulsion relations expelled expel	0.5237
343	-1	police deaths	0.0191
343	pred.refiner.1	cops policemen fatalities killings	0.1325
343	pred.refiner.10	cops policemen fatalities killings	0.1325
343	pred.refiner.2	cops policemen fatalities killings	0.1325
343	pred.refiner.3	cops policemen fatalities killings	0.1325
343	pred.refiner.4	cops policemen fatalities killings	0.1325
343	pred.refiner.5	cops policemen fatalities killings	0.1325
343	pred.refiner.6	cops policemen fatalities killings	0.1325
343	pred.refiner.7	cops policemen fatalities killings	0.1325
343	pred.refiner.8	cops policemen fatalities killings	0.1325
343	pred.refiner.9	cops policemen fatalities killings	0.1325
344	-1	abuses of e-mail	0.4393
344	pred.refiner.1	abuses misuse of e mail electronic mail	0.7732
344	pred.refiner.10	abuses misuse of e mail electronic mail	0.7732
344	pred.refiner.2	abuses misuse of e mail electronic mail	0.7732
344	pred.refiner.3	abuses misuse of e mail electronic mail	0.7732
344	pred.refiner.4	abuses misuse of e mail electronic mail	0.7732
344	pred.refiner.5	abuses misuse of e mail electronic mail	0.7732
344	pred.refiner.6	abuses misuse of e mail electronic mail	0.7732
344	pred.refiner.7	abuses misuse of e mail electronic mail	0.7732
344	pred.refiner.8	abuses misuse of e mail electronic mail	0.7732
344	pred.refiner.9	abuses misuse of e mail electronic mail	0.7732
345	-1	overseas tobacco sales	0.2642
345	pred.refiner.1	overseas tobacco sales compani rate dollar per	0.3846
345	pred.refiner.10	overseas tobacco sales compani rate dollar per	0.3846
345	pred.refiner.2	overseas tobacco sales compani rate dollar per	0.3846
345	pred.refiner.3	overseas tobacco sales compani rate dollar per	0.3846
345	pred.refiner.4	overseas tobacco sales compani rate dollar per	0.3846
345	pred.refiner.5	overseas tobacco sales compani rate dollar per	0.3846
345	pred.refiner.6	overseas tobacco sales compani rate dollar per	0.3846
345	pred.refiner.7	overseas tobacco sales compani rate dollar per	0.3846
345	pred.refiner.8	overseas tobacco sales compani rate dollar per	0.3846
345	pred.refiner.9	overseas tobacco sales compani rate dollar per	0.3846
346	-1	educational standards	0.1869
346	pred.refiner.1	educational standards school	0.2713
346	pred.refiner.10	educational standards school	0.2713
346	pred.refiner.2	educational standards school	0.2713
346	pred.refiner.3	educational standards school	0.2713
346	pred.refiner.4	educational standards school	0.2713
346	pred.refiner.5	educational standards school	0.2713
346	pred.refiner.6	educational standards school	0.2713
346	pred.refiner.7	educational standards school	0.2713
346	pred.refiner.8	educational standards school	0.2713
346	pred.refiner.9	educational standards school	0.2713
347	-1	wildlife extinction	0.1563
347	pred.refiner.1	wildlife is disappearing	0.2407
347	pred.refiner.10	wildlife is disappearing	0.2407
347	pred.refiner.2	wildlife is disappearing	0.2407
347	pred.refiner.3	wildlife is disappearing	0.2407
347	pred.refiner.4	wildlife is disappearing	0.2407
347	pred.refiner.5	wildlife is disappearing	0.2407
347	pred.refiner.6	wildlife is disappearing	0.2407
347	pred.refiner.7	wildlife is disappearing	0.2407
