qid	order	query	bm25.recip_rank
325	pred.refiner.1	cult lifestyles genestealer reproduct cult tsumbubura	0.25
325	pred.refiner.10	cult lifestyles genestealer reproduct cult tsumbubura	0.25
325	pred.refiner.2	cult lifestyles genestealer reproduct cult tsumbubura	0.25
325	pred.refiner.3	cult lifestyles genestealer reproduct cult tsumbubura	0.25
325	pred.refiner.4	cult lifestyles genestealer reproduct cult tsumbubura	0.25
325	pred.refiner.5	cult lifestyles genestealer reproduct cult tsumbubura	0.25
325	pred.refiner.6	cult lifestyles genestealer reproduct cult tsumbubura	0.25
325	pred.refiner.7	cult lifestyles genestealer reproduct cult tsumbubura	0.25
325	pred.refiner.8	cult lifestyles genestealer reproduct cult tsumbubura	0.25
325	pred.refiner.9	cult lifestyles genestealer reproduct cult tsumbubura	0.25
326	-1	ferry sinkings	1.0
327	-1	modern slavery	0.1667
327	pred.refiner.1	burdah jardot originalité slavery	1.0
327	pred.refiner.10	burdah jardot originalité slavery	1.0
327	pred.refiner.2	burdah jardot originalité slavery	1.0
327	pred.refiner.3	burdah jardot originalité slavery	1.0
327	pred.refiner.4	burdah jardot originalité slavery	1.0
327	pred.refiner.5	burdah jardot originalité slavery	1.0
327	pred.refiner.6	burdah jardot originalité slavery	1.0
327	pred.refiner.7	burdah jardot originalité slavery	1.0
327	pred.refiner.8	burdah jardot originalité slavery	1.0
327	pred.refiner.9	burdah jardot originalité slavery	1.0
328	-1	pope beatifications	1.0
329	-1	mexican air pollution	1.0
330	-1	iran-iraq cooperation	0.2
330	pred.refiner.1	iran iraq coop	0.3333
330	pred.refiner.10	iran iraq coop	0.3333
330	pred.refiner.2	iran iraq coop	0.3333
330	pred.refiner.3	iran iraq coop	0.3333
330	pred.refiner.4	iran iraq coop	0.3333
330	pred.refiner.5	iran iraq coop	0.3333
330	pred.refiner.6	iran iraq coop	0.3333
330	pred.refiner.7	iran iraq coop	0.3333
330	pred.refiner.8	iran iraq coop	0.3333
330	pred.refiner.9	iran iraq coop	0.3333
331	-1	world bank criticism	1.0
332	-1	income tax evasion	0.5
332	pred.refiner.1	tax evas connect j david	1.0
332	pred.refiner.10	tax evas connect j david	1.0
332	pred.refiner.2	tax evas connect j david	1.0
332	pred.refiner.3	tax evas connect j david	1.0
332	pred.refiner.4	tax evas connect j david	1.0
332	pred.refiner.5	tax evas connect j david	1.0
332	pred.refiner.6	tax evas connect j david	1.0
332	pred.refiner.7	tax evas connect j david	1.0
332	pred.refiner.8	tax evas connect j david	1.0
332	pred.refiner.9	tax evas connect j david	1.0
333	-1	antibiotics bacteria disease	1.0
334	-1	export controls cryptography	1.0
335	-1	adoptive biological parents	1.0
336	-1	black bear attacks	0.3333
336	pred.refiner.1	black bear attacks oil coal color animal grizzly polar	1.0
336	pred.refiner.10	black bear attacks oil coal color animal grizzly polar	1.0
336	pred.refiner.2	black bear attacks oil coal color animal grizzly polar	1.0
336	pred.refiner.3	black bear attacks oil coal color animal grizzly polar	1.0
336	pred.refiner.4	black bear attacks oil coal color animal grizzly polar	1.0
336	pred.refiner.5	black bear attacks oil coal color animal grizzly polar	1.0
336	pred.refiner.6	black bear attacks oil coal color animal grizzly polar	1.0
336	pred.refiner.7	black bear attacks oil coal color animal grizzly polar	1.0
336	pred.refiner.8	black bear attacks oil coal color animal grizzly polar	1.0
336	pred.refiner.9	black bear attacks oil coal color animal grizzly polar	1.0
337	-1	viral hepatitis	0.3333
337	pred.refiner.1	viral hepatitis percent omit caus diseas individu vaccinia liver hepat	1.0
337	pred.refiner.10	viral hepatitis percent omit caus diseas individu vaccinia liver hepat	1.0
337	pred.refiner.2	viral hepatitis percent omit caus diseas individu vaccinia liver hepat	1.0
337	pred.refiner.3	viral hepatitis percent omit caus diseas individu vaccinia liver hepat	1.0
337	pred.refiner.4	viral hepatitis percent omit caus diseas individu vaccinia liver hepat	1.0
337	pred.refiner.5	viral hepatitis percent omit caus diseas individu vaccinia liver hepat	1.0
337	pred.refiner.6	viral hepatitis percent omit caus diseas individu vaccinia liver hepat	1.0
337	pred.refiner.7	viral hepatitis percent omit caus diseas individu vaccinia liver hepat	1.0
337	pred.refiner.8	viral hepatitis percent omit caus diseas individu vaccinia liver hepat	1.0
337	pred.refiner.9	viral hepatitis percent omit caus diseas individu vaccinia liver hepat	1.0
338	-1	risk of aspirin	1.0
339	-1	alzheimer's drug treatment	0.3333
339	pred.refiner.1	alzheimer s drug treatment psychoactive drug addiction alzheimer s disease	1.0
339	pred.refiner.10	alzheimer s drug treatment psychoactive drug addiction alzheimer s disease	1.0
339	pred.refiner.2	alzheimer s drug treatment psychoactive drug addiction alzheimer s disease	1.0
339	pred.refiner.3	alzheimer s drug treatment psychoactive drug addiction alzheimer s disease	1.0
339	pred.refiner.4	alzheimer s drug treatment psychoactive drug addiction alzheimer s disease	1.0
339	pred.refiner.5	alzheimer s drug treatment psychoactive drug addiction alzheimer s disease	1.0
339	pred.refiner.6	alzheimer s drug treatment psychoactive drug addiction alzheimer s disease	1.0
339	pred.refiner.7	alzheimer s drug treatment psychoactive drug addiction alzheimer s disease	1.0
339	pred.refiner.8	alzheimer s drug treatment psychoactive drug addiction alzheimer s disease	1.0
339	pred.refiner.9	alzheimer s drug treatment psychoactive drug addiction alzheimer s disease	1.0
340	-1	land mine ban	1.0
341	-1	airport security	1.0
342	-1	diplomatic expulsion	0.25
342	pred.refiner.1	diplomatic expulsion relations expelled expel	1.0
342	pred.refiner.10	diplomatic expulsion relations expelled expel	1.0
342	pred.refiner.2	diplomatic expulsion relations expelled expel	1.0
342	pred.refiner.3	diplomatic expulsion relations expelled expel	1.0
342	pred.refiner.4	diplomatic expulsion relations expelled expel	1.0
342	pred.refiner.5	diplomatic expulsion relations expelled expel	1.0
342	pred.refiner.6	diplomatic expulsion relations expelled expel	1.0
342	pred.refiner.7	diplomatic expulsion relations expelled expel	1.0
342	pred.refiner.8	diplomatic expulsion relations expelled expel	1.0
342	pred.refiner.9	diplomatic expulsion relations expelled expel	1.0
343	-1	police deaths	0.0179
343	pred.refiner.1	cops policemen fatalities killings	0.3333
343	pred.refiner.10	cops policemen fatalities killings	0.3333
343	pred.refiner.2	cops policemen fatalities killings	0.3333
343	pred.refiner.3	cops policemen fatalities killings	0.3333
343	pred.refiner.4	cops policemen fatalities killings	0.3333
343	pred.refiner.5	cops policemen fatalities killings	0.3333
343	pred.refiner.6	cops policemen fatalities killings	0.3333
343	pred.refiner.7	cops policemen fatalities killings	0.3333
343	pred.refiner.8	cops policemen fatalities killings	0.3333
343	pred.refiner.9	cops policemen fatalities killings	0.3333
344	-1	abuses of e-mail	0.3333
344	pred.refiner.1	abuses misuse of e mail electronic mail	1.0
344	pred.refiner.10	abuses misuse of e mail electronic mail	1.0
344	pred.refiner.2	abuses misuse of e mail electronic mail	1.0
344	pred.refiner.3	abuses misuse of e mail electronic mail	1.0
344	pred.refiner.4	abuses misuse of e mail electronic mail	1.0
344	pred.refiner.5	abuses misuse of e mail electronic mail	1.0
344	pred.refiner.6	abuses misuse of e mail electronic mail	1.0
344	pred.refiner.7	abuses misuse of e mail electronic mail	1.0
344	pred.refiner.8	abuses misuse of e mail electronic mail	1.0
344	pred.refiner.9	abuses misuse of e mail electronic mail	1.0
345	-1	overseas tobacco sales	0.5
345	pred.refiner.1	overseas tobacco sales compani rate dollar per	1.0
345	pred.refiner.10	overseas tobacco sales compani rate dollar per	1.0
345	pred.refiner.2	overseas tobacco sales compani rate dollar per	1.0
345	pred.refiner.3	overseas tobacco sales compani rate dollar per	1.0
345	pred.refiner.4	overseas tobacco sales compani rate dollar per	1.0
345	pred.refiner.5	overseas tobacco sales compani rate dollar per	1.0
345	pred.refiner.6	overseas tobacco sales compani rate dollar per	1.0
345	pred.refiner.7	overseas tobacco sales compani rate dollar per	1.0
345	pred.refiner.8	overseas tobacco sales compani rate dollar per	1.0
345	pred.refiner.9	overseas tobacco sales compani rate dollar per	1.0
346	-1	educational standards	0.3333
346	pred.refiner.1	educational standards school	1.0
346	pred.refiner.10	educational standards school	1.0
346	pred.refiner.2	educational standards school	1.0
346	pred.refiner.3	educational standards school	1.0
346	pred.refiner.4	educational standards school	1.0
346	pred.refiner.5	educational standards school	1.0
346	pred.refiner.6	educational standards school	1.0
346	pred.refiner.7	educational standards school	1.0
346	pred.refiner.8	educational standards school	1.0
346	pred.refiner.9	educational standards school	1.0
347	-1	wildlife extinction	0.3333
348	-1	agoraphobia	1.0
349	-1	metabolism	1.0
350	-1	health and computer terminals	1.0
351	-1	falkland petroleum exploration	1.0
352	-1	british chunnel impact	1.0
353	-1	antarctica exploration	1.0
354	-1	journalist risks	0.5
355	-1	ocean remote sensing	1.0
356	-1	postmenopausal estrogen britain	0.0435
356	pred.refiner.1	post menopausal premenopausal pre menopausal oestrogen progesterone britian britian british	1.0
356	pred.refiner.10	post menopausal premenopausal pre menopausal oestrogen progesterone britian britian british	1.0
356	pred.refiner.2	post menopausal premenopausal pre menopausal oestrogen progesterone britian britian british	1.0
356	pred.refiner.3	post menopausal premenopausal pre menopausal oestrogen progesterone britian britian british	1.0
356	pred.refiner.4	post menopausal premenopausal pre menopausal oestrogen progesterone britian britian british	1.0
356	pred.refiner.5	post menopausal premenopausal pre menopausal oestrogen progesterone britian britian british	1.0
356	pred.refiner.6	post menopausal premenopausal pre menopausal oestrogen progesterone britian britian british	1.0
356	pred.refiner.7	post menopausal premenopausal pre menopausal oestrogen progesterone britian britian british	1.0
356	pred.refiner.8	post menopausal premenopausal pre menopausal oestrogen progesterone britian britian british	1.0
356	pred.refiner.9	post menopausal premenopausal pre menopausal oestrogen progesterone britian britian british	1.0
357	-1	territorial waters dispute	1.0
358	-1	blood-alcohol fatalities	1.0
359	-1	mutual fund predictors	0.0625
359	pred.refiner.1	forecast indicators of mutual funds	0.5
359	pred.refiner.10	forecast indicators of mutual funds	0.5
359	pred.refiner.2	forecast indicators of mutual funds	0.5
359	pred.refiner.3	forecast indicators of mutual funds	0.5
359	pred.refiner.4	forecast indicators of mutual funds	0.5
359	pred.refiner.5	forecast indicators of mutual funds	0.5
359	pred.refiner.6	forecast indicators of mutual funds	0.5
359	pred.refiner.7	forecast indicators of mutual funds	0.5
359	pred.refiner.8	forecast indicators of mutual funds	0.5
359	pred.refiner.9	forecast indicators of mutual funds	0.5
360	-1	drug legalization benefits	1.0
361	-1	clothing sweatshops	0.3333
361	pred.refiner.1	clothing sweatshops labor said cloth home our bill sew	0.5
361	pred.refiner.10	clothing sweatshops labor said cloth home our bill sew	0.5
361	pred.refiner.2	clothing sweatshops labor said cloth home our bill sew	0.5
361	pred.refiner.3	clothing sweatshops labor said cloth home our bill sew	0.5
361	pred.refiner.4	clothing sweatshops labor said cloth home our bill sew	0.5
361	pred.refiner.5	clothing sweatshops labor said cloth home our bill sew	0.5
361	pred.refiner.6	clothing sweatshops labor said cloth home our bill sew	0.5
361	pred.refiner.7	clothing sweatshops labor said cloth home our bill sew	0.5
361	pred.refiner.8	clothing sweatshops labor said cloth home our bill sew	0.5
361	pred.refiner.9	clothing sweatshops labor said cloth home our bill sew	0.5
362	-1	human smuggling	0.2
362	pred.refiner.1	human smuggling non human nonhuman smugglers smuggler	0.5
362	pred.refiner.10	human smuggling non human nonhuman smugglers smuggler	0.5
362	pred.refiner.2	human smuggling non human nonhuman smugglers smuggler	0.5
362	pred.refiner.3	human smuggling non human nonhuman smugglers smuggler	0.5
362	pred.refiner.4	human smuggling non human nonhuman smugglers smuggler	0.5
362	pred.refiner.5	human smuggling non human nonhuman smugglers smuggler	0.5
362	pred.refiner.6	human smuggling non human nonhuman smugglers smuggler	0.5
362	pred.refiner.7	human smuggling non human nonhuman smugglers smuggler	0.5
362	pred.refiner.8	human smuggling non human nonhuman smugglers smuggler	0.5
362	pred.refiner.9	human smuggling non human nonhuman smugglers smuggler	0.5
363	-1	transportation tunnel disasters	0.1
363	pred.refiner.1	traffic tunnel disasters	1.0
363	pred.refiner.10	traffic tunnel disasters	1.0
363	pred.refiner.2	traffic tunnel disasters	1.0
363	pred.refiner.3	traffic tunnel disasters	1.0
363	pred.refiner.4	traffic tunnel disasters	1.0
363	pred.refiner.5	traffic tunnel disasters	1.0
363	pred.refiner.6	traffic tunnel disasters	1.0
363	pred.refiner.7	traffic tunnel disasters	1.0
363	pred.refiner.8	traffic tunnel disasters	1.0
363	pred.refiner.9	traffic tunnel disasters	1.0
364	-1	rabies	1.0
365	-1	el nino	1.0
366	-1	commercial cyanide uses	1.0
367	-1	piracy	0.5
368	-1	in vitro fertilization	1.0
369	-1	anorexia nervosa bulimia	1.0
370	-1	food/drug laws	0.0526
370	pred.refiner.1	food drug regulations	0.5
370	pred.refiner.10	food drug regulations	0.5
370	pred.refiner.2	food drug regulations	0.5
370	pred.refiner.3	food drug regulations	0.5
370	pred.refiner.4	food drug regulations	0.5
370	pred.refiner.5	food drug regulations	0.5
370	pred.refiner.6	food drug regulations	0.5
370	pred.refiner.7	food drug regulations	0.5
370	pred.refiner.8	food drug regulations	0.5
370	pred.refiner.9	food drug regulations	0.5
371	-1	health insurance holistic	0.0
371	pred.refiner.1	the health insurance coverage	0.25
371	pred.refiner.10	the health insurance coverage	0.25
371	pred.refiner.2	the health insurance coverage	0.25
371	pred.refiner.3	the health insurance coverage	0.25
371	pred.refiner.4	the health insurance coverage	0.25
371	pred.refiner.5	the health insurance coverage	0.25
371	pred.refiner.6	the health insurance coverage	0.25
371	pred.refiner.7	the health insurance coverage	0.25
371	pred.refiner.8	the health insurance coverage	0.25
371	pred.refiner.9	the health insurance coverage	0.25
372	-1	native american casino	1.0
373	-1	encryption equipment export	1.0
374	-1	nobel prize winners	0.5
374	pred.refiner.1	nobel prize for his work	1.0
374	pred.refiner.10	nobel prize for his work	1.0
374	pred.refiner.2	nobel prize for his work	1.0
374	pred.refiner.3	nobel prize for his work	1.0
374	pred.refiner.4	nobel prize for his work	1.0
374	pred.refiner.5	nobel prize for his work	1.0
374	pred.refiner.6	nobel prize for his work	1.0
374	pred.refiner.7	nobel prize for his work	1.0
374	pred.refiner.8	nobel prize for his work	1.0
374	pred.refiner.9	nobel prize for his work	1.0
375	-1	hydrogen energy	0.5
375	pred.refiner.1	hydrogen energy helium deuterium enery	1.0
375	pred.refiner.10	hydrogen energy helium deuterium enery	1.0
375	pred.refiner.2	hydrogen energy helium deuterium enery	1.0
375	pred.refiner.3	hydrogen energy helium deuterium enery	1.0
375	pred.refiner.4	hydrogen energy helium deuterium enery	1.0
375	pred.refiner.5	hydrogen energy helium deuterium enery	1.0
375	pred.refiner.6	hydrogen energy helium deuterium enery	1.0
375	pred.refiner.7	hydrogen energy helium deuterium enery	1.0
375	pred.refiner.8	hydrogen energy helium deuterium enery	1.0
375	pred.refiner.9	hydrogen energy helium deuterium enery	1.0
376	-1	world court	0.3333
376	pred.refiner.1	world court international court justice	1.0
376	pred.refiner.10	world court international court justice	1.0
376	pred.refiner.2	world court international court justice	1.0
376	pred.refiner.3	world court international court justice	1.0
376	pred.refiner.4	world court international court justice	1.0
376	pred.refiner.5	world court international court justice	1.0
376	pred.refiner.6	world court international court justice	1.0
376	pred.refiner.7	world court international court justice	1.0
376	pred.refiner.8	world court international court justice	1.0
376	pred.refiner.9	world court international court justice	1.0
377	-1	cigar smoking	1.0
378	-1	euro opposition	0.0116
378	pred.refiner.1	euro opposition currency european supporters opponents	0.5
378	pred.refiner.10	euro opposition currency european supporters opponents	0.5
378	pred.refiner.2	euro opposition currency european supporters opponents	0.5
378	pred.refiner.3	euro opposition currency european supporters opponents	0.5
378	pred.refiner.4	euro opposition currency european supporters opponents	0.5
378	pred.refiner.5	euro opposition currency european supporters opponents	0.5
378	pred.refiner.6	euro opposition currency european supporters opponents	0.5
378	pred.refiner.7	euro opposition currency european supporters opponents	0.5
378	pred.refiner.8	euro opposition currency european supporters opponents	0.5
378	pred.refiner.9	euro opposition currency european supporters opponents	0.5
379	-1	mainstreaming	1.0
380	-1	obesity medical treatment	0.5
380	pred.refiner.1	obesity medical treatment plan drug diet children clinic obes weight exercis healthcar cent	1.0
380	pred.refiner.10	obesity medical treatment plan drug diet children clinic obes weight exercis healthcar cent	1.0
380	pred.refiner.2	obesity medical treatment plan drug diet children clinic obes weight exercis healthcar cent	1.0
380	pred.refiner.3	obesity medical treatment plan drug diet children clinic obes weight exercis healthcar cent	1.0
380	pred.refiner.4	obesity medical treatment plan drug diet children clinic obes weight exercis healthcar cent	1.0
380	pred.refiner.5	obesity medical treatment plan drug diet children clinic obes weight exercis healthcar cent	1.0
380	pred.refiner.6	obesity medical treatment plan drug diet children clinic obes weight exercis healthcar cent	1.0
380	pred.refiner.7	obesity medical treatment plan drug diet children clinic obes weight exercis healthcar cent	1.0
380	pred.refiner.8	obesity medical treatment plan drug diet children clinic obes weight exercis healthcar cent	1.0
380	pred.refiner.9	obesity medical treatment plan drug diet children clinic obes weight exercis healthcar cent	1.0
381	-1	alternative medicine	1.0
382	-1	hydrogen fuel automobiles	1.0
383	-1	mental illness drugs	0.2
383	pred.refiner.1	psychiatric drugs	1.0
383	pred.refiner.10	psychiatric drugs	1.0
383	pred.refiner.2	psychiatric drugs	1.0
383	pred.refiner.3	psychiatric drugs	1.0
383	pred.refiner.4	psychiatric drugs	1.0
383	pred.refiner.5	psychiatric drugs	1.0
383	pred.refiner.6	psychiatric drugs	1.0
383	pred.refiner.7	psychiatric drugs	1.0
383	pred.refiner.8	psychiatric drugs	1.0
383	pred.refiner.9	psychiatric drugs	1.0
384	-1	space station moon	1.0
385	-1	hybrid fuel cars	1.0
386	-1	teaching disabled children	0.25
386	pred.refiner.1	teaching disabled children us center school program he lesson learn music	1.0
386	pred.refiner.10	teaching disabled children us center school program he lesson learn music	1.0
386	pred.refiner.2	teaching disabled children us center school program he lesson learn music	1.0
386	pred.refiner.3	teaching disabled children us center school program he lesson learn music	1.0
386	pred.refiner.4	teaching disabled children us center school program he lesson learn music	1.0
386	pred.refiner.5	teaching disabled children us center school program he lesson learn music	1.0
386	pred.refiner.6	teaching disabled children us center school program he lesson learn music	1.0
386	pred.refiner.7	teaching disabled children us center school program he lesson learn music	1.0
386	pred.refiner.8	teaching disabled children us center school program he lesson learn music	1.0
386	pred.refiner.9	teaching disabled children us center school program he lesson learn music	1.0
387	-1	radioactive waste	1.0
388	-1	organic soil enhancement	0.0833
388	pred.refiner.1	organic soil enhancement organic fertilizer constitutional constitutive land bemire filth sweetening	1.0
388	pred.refiner.10	organic soil enhancement organic fertilizer constitutional constitutive land bemire filth sweetening	1.0
388	pred.refiner.2	organic soil enhancement organic fertilizer constitutional constitutive land bemire filth sweetening	1.0
388	pred.refiner.3	organic soil enhancement organic fertilizer constitutional constitutive land bemire filth sweetening	1.0
388	pred.refiner.4	organic soil enhancement organic fertilizer constitutional constitutive land bemire filth sweetening	1.0
388	pred.refiner.5	organic soil enhancement organic fertilizer constitutional constitutive land bemire filth sweetening	1.0
388	pred.refiner.6	organic soil enhancement organic fertilizer constitutional constitutive land bemire filth sweetening	1.0
388	pred.refiner.7	organic soil enhancement organic fertilizer constitutional constitutive land bemire filth sweetening	1.0
388	pred.refiner.8	organic soil enhancement organic fertilizer constitutional constitutive land bemire filth sweetening	1.0
388	pred.refiner.9	organic soil enhancement organic fertilizer constitutional constitutive land bemire filth sweetening	1.0
389	-1	illegal technology transfer	1.0
390	-1	orphan drugs	1.0
391	-1	r&d drug prices	1.0
392	-1	robotics	1.0
393	-1	mercy killing	1.0
394	-1	home schooling	0.125
394	pred.refiner.1	family education	0.5
394	pred.refiner.10	family education	0.5
394	pred.refiner.2	family education	0.5
394	pred.refiner.3	family education	0.5
394	pred.refiner.4	family education	0.5
394	pred.refiner.5	family education	0.5
394	pred.refiner.6	family education	0.5
394	pred.refiner.7	family education	0.5
394	pred.refiner.8	family education	0.5
394	pred.refiner.9	family education	0.5
395	-1	tourism	0.25
396	-1	sick building syndrome	1.0
397	-1	automobile recalls	0.1111
397	pred.refiner.1	the car recall	0.5
397	pred.refiner.10	the car recall	0.5
397	pred.refiner.2	the car recall	0.5
397	pred.refiner.3	the car recall	0.5
397	pred.refiner.4	the car recall	0.5
397	pred.refiner.5	the car recall	0.5
397	pred.refiner.6	the car recall	0.5
397	pred.refiner.7	the car recall	0.5
397	pred.refiner.8	the car recall	0.5
397	pred.refiner.9	the car recall	0.5
398	-1	dismantling europe's arsenal	0.125
398	pred.refiner.1	dismantling europe s arsenal demolishing germany european europe s of s s armoury weapon	1.0
398	pred.refiner.10	dismantling europe s arsenal demolishing germany european europe s of s s armoury weapon	1.0
398	pred.refiner.2	dismantling europe s arsenal demolishing germany european europe s of s s armoury weapon	1.0
398	pred.refiner.3	dismantling europe s arsenal demolishing germany european europe s of s s armoury weapon	1.0
398	pred.refiner.4	dismantling europe s arsenal demolishing germany european europe s of s s armoury weapon	1.0
398	pred.refiner.5	dismantling europe s arsenal demolishing germany european europe s of s s armoury weapon	1.0
398	pred.refiner.6	dismantling europe s arsenal demolishing germany european europe s of s s armoury weapon	1.0
398	pred.refiner.7	dismantling europe s arsenal demolishing germany european europe s of s s armoury weapon	1.0
398	pred.refiner.8	dismantling europe s arsenal demolishing germany european europe s of s s armoury weapon	1.0
398	pred.refiner.9	dismantling europe s arsenal demolishing germany european europe s of s s armoury weapon	1.0
