qid	order	query	bm25.recip_rank
304	pred.bt.6	endangered species mammals endangered species	1.0
304	pred.bt.7	endangered species mammals endangered species	1.0
304	pred.bt.8	endangered species mammals endangered species	1.0
304	pred.bt.9	endangered species mammals endangered species	1.0
305	-1	most dangerous vehicles	0.0154
305	pred.bt.1	risk vehicle	0.25
305	pred.bt.10	risk vehicle	0.25
305	pred.bt.2	risk vehicle	0.25
305	pred.bt.3	risk vehicle	0.25
305	pred.bt.4	risk vehicle	0.25
305	pred.bt.5	risk vehicle	0.25
305	pred.bt.6	risk vehicle	0.25
305	pred.bt.7	risk vehicle	0.25
305	pred.bt.8	risk vehicle	0.25
305	pred.bt.9	risk vehicle	0.25
306	-1	african civilian deaths	1.0
306	pred.bt.1	african civilian deaths end	1.0
306	pred.bt.10	african civilian deaths end	1.0
306	pred.bt.2	african civilian deaths end	1.0
306	pred.bt.3	african civilian deaths end	1.0
306	pred.bt.4	african civilian deaths end	1.0
306	pred.bt.5	african civilian deaths end	1.0
306	pred.bt.6	african civilian deaths end	1.0
306	pred.bt.7	african civilian deaths end	1.0
306	pred.bt.8	african civilian deaths end	1.0
306	pred.bt.9	african civilian deaths end	1.0
307	-1	new hydroelectric projects	1.0
307	pred.bt.1	new hydroelectric projects hydroelectricity project	1.0
307	pred.bt.10	new hydroelectric projects hydroelectricity project	1.0
307	pred.bt.2	new hydroelectric projects hydroelectricity project	1.0
307	pred.bt.3	new hydroelectric projects hydroelectricity project	1.0
307	pred.bt.4	new hydroelectric projects hydroelectricity project	1.0
307	pred.bt.5	new hydroelectric projects hydroelectricity project	1.0
307	pred.bt.6	new hydroelectric projects hydroelectricity project	1.0
307	pred.bt.7	new hydroelectric projects hydroelectricity project	1.0
307	pred.bt.8	new hydroelectric projects hydroelectricity project	1.0
307	pred.bt.9	new hydroelectric projects hydroelectricity project	1.0
308	-1	implant dentistry	1.0
308	pred.bt.1	implant dentistry dental implant	1.0
308	pred.bt.10	implant dentistry dental implant	1.0
308	pred.bt.2	implant dentistry dental implant	1.0
308	pred.bt.3	implant dentistry dental implant	1.0
308	pred.bt.4	implant dentistry dental implant	1.0
308	pred.bt.5	implant dentistry dental implant	1.0
308	pred.bt.6	implant dentistry dental implant	1.0
308	pred.bt.7	implant dentistry dental implant	1.0
308	pred.bt.8	implant dentistry dental implant	1.0
308	pred.bt.9	implant dentistry dental implant	1.0
309	-1	rap and crime	0.0
309	pred.bt.1	rap crime music hip hop	0.0149
309	pred.bt.10	rap crime music hip hop	0.0149
309	pred.bt.2	rap crime music hip hop	0.0149
309	pred.bt.3	rap crime music hip hop	0.0149
309	pred.bt.4	rap crime music hip hop	0.0149
309	pred.bt.5	rap crime music hip hop	0.0149
309	pred.bt.6	rap crime music hip hop	0.0149
309	pred.bt.7	rap crime music hip hop	0.0149
309	pred.bt.8	rap crime music hip hop	0.0149
309	pred.bt.9	rap crime music hip hop	0.0149
310	-1	radio waves and brain cancer	1.0
310	pred.bt.1	radio waves brain cancer television brain leukemia lymphoma	1.0
310	pred.bt.10	radio waves brain cancer television brain leukemia lymphoma	1.0
310	pred.bt.2	radio waves brain cancer television brain leukemia lymphoma	1.0
310	pred.bt.3	radio waves brain cancer television brain leukemia lymphoma	1.0
310	pred.bt.4	radio waves brain cancer television brain leukemia lymphoma	1.0
310	pred.bt.5	radio waves brain cancer television brain leukemia lymphoma	1.0
310	pred.bt.6	radio waves brain cancer television brain leukemia lymphoma	1.0
310	pred.bt.7	radio waves brain cancer television brain leukemia lymphoma	1.0
310	pred.bt.8	radio waves brain cancer television brain leukemia lymphoma	1.0
310	pred.bt.9	radio waves brain cancer television brain leukemia lymphoma	1.0
311	-1	industrial espionage	1.0
311	pred.bt.1	industrial espionage factory postindustrial	1.0
311	pred.bt.10	industrial espionage factory postindustrial	1.0
311	pred.bt.2	industrial espionage factory postindustrial	1.0
311	pred.bt.3	industrial espionage factory postindustrial	1.0
311	pred.bt.4	industrial espionage factory postindustrial	1.0
311	pred.bt.5	industrial espionage factory postindustrial	1.0
311	pred.bt.6	industrial espionage factory postindustrial	1.0
311	pred.bt.7	industrial espionage factory postindustrial	1.0
311	pred.bt.8	industrial espionage factory postindustrial	1.0
311	pred.bt.9	industrial espionage factory postindustrial	1.0
312	-1	hydroponics	1.0
312	pred.bt.1	hydroponics	1.0
312	pred.bt.10	hydroponics	1.0
312	pred.bt.2	hydroponics	1.0
312	pred.bt.3	hydroponics	1.0
312	pred.bt.4	hydroponics	1.0
312	pred.bt.5	hydroponics	1.0
312	pred.bt.6	hydroponics	1.0
312	pred.bt.7	hydroponics	1.0
312	pred.bt.8	hydroponics	1.0
312	pred.bt.9	hydroponics	1.0
313	-1	magnetic levitation-maglev	1.0
313	pred.bt.1	magnetic levitation maglev magnet train railwai la said would project	1.0
313	pred.bt.10	magnetic levitation maglev magnet train railwai la said would project	1.0
313	pred.bt.2	magnetic levitation maglev magnet train railwai la said would project	1.0
313	pred.bt.3	magnetic levitation maglev magnet train railwai la said would project	1.0
313	pred.bt.4	magnetic levitation maglev magnet train railwai la said would project	1.0
313	pred.bt.5	magnetic levitation maglev magnet train railwai la said would project	1.0
313	pred.bt.6	magnetic levitation maglev magnet train railwai la said would project	1.0
313	pred.bt.7	magnetic levitation maglev magnet train railwai la said would project	1.0
313	pred.bt.8	magnetic levitation maglev magnet train railwai la said would project	1.0
313	pred.bt.9	magnetic levitation maglev magnet train railwai la said would project	1.0
314	-1	marine vegetation	0.0312
314	pred.bt.1	marine vegetation ocean vegetation	1.0
314	pred.bt.10	marine vegetation ocean vegetation	1.0
314	pred.bt.2	marine vegetation ocean vegetation	1.0
314	pred.bt.3	marine vegetation ocean vegetation	1.0
314	pred.bt.4	marine vegetation ocean vegetation	1.0
314	pred.bt.5	marine vegetation ocean vegetation	1.0
314	pred.bt.6	marine vegetation ocean vegetation	1.0
314	pred.bt.7	marine vegetation ocean vegetation	1.0
314	pred.bt.8	marine vegetation ocean vegetation	1.0
314	pred.bt.9	marine vegetation ocean vegetation	1.0
315	-1	unexplained highway accidents	0.1429
316	-1	polygamy polyandry polygyny	1.0
316	pred.bt.1	polygamy polyandry polygyny	1.0
316	pred.bt.10	polygamy polyandry polygyny	1.0
316	pred.bt.2	polygamy polyandry polygyny	1.0
316	pred.bt.3	polygamy polyandry polygyny	1.0
316	pred.bt.4	polygamy polyandry polygyny	1.0
316	pred.bt.5	polygamy polyandry polygyny	1.0
316	pred.bt.6	polygamy polyandry polygyny	1.0
316	pred.bt.7	polygamy polyandry polygyny	1.0
316	pred.bt.8	polygamy polyandry polygyny	1.0
316	pred.bt.9	polygamy polyandry polygyny	1.0
317	-1	unsolicited faxes	1.0
317	pred.bt.1	unsolicited unasked faxes facsimile	1.0
317	pred.bt.10	unsolicited unasked faxes facsimile	1.0
317	pred.bt.2	unsolicited unasked faxes facsimile	1.0
317	pred.bt.3	unsolicited unasked faxes facsimile	1.0
317	pred.bt.4	unsolicited unasked faxes facsimile	1.0
317	pred.bt.5	unsolicited unasked faxes facsimile	1.0
317	pred.bt.6	unsolicited unasked faxes facsimile	1.0
317	pred.bt.7	unsolicited unasked faxes facsimile	1.0
317	pred.bt.8	unsolicited unasked faxes facsimile	1.0
317	pred.bt.9	unsolicited unasked faxes facsimile	1.0
318	-1	best retirement country	0.1111
318	pred.bt.1	best retirement country well better nation already	0.5
318	pred.bt.10	best retirement country well better nation already	0.5
318	pred.bt.2	best retirement country well better nation already	0.5
318	pred.bt.3	best retirement country well better nation already	0.5
318	pred.bt.4	best retirement country well better nation already	0.5
318	pred.bt.5	best retirement country well better nation already	0.5
318	pred.bt.6	best retirement country well better nation already	0.5
318	pred.bt.7	best retirement country well better nation already	0.5
318	pred.bt.8	best retirement country well better nation already	0.5
318	pred.bt.9	best retirement country well better nation already	0.5
319	-1	new fuel sources	1.0
320	-1	undersea fiber optic cable	0.0312
320	pred.bt.1	uuv samayamaayi adventure queu fibr cable nowiki disappearing fila itmo spbsu cable	0.5
320	pred.bt.10	uuv samayamaayi adventure queu fibr cable nowiki disappearing fila itmo spbsu cable	0.5
320	pred.bt.2	uuv samayamaayi adventure queu fibr cable nowiki disappearing fila itmo spbsu cable	0.5
320	pred.bt.3	uuv samayamaayi adventure queu fibr cable nowiki disappearing fila itmo spbsu cable	0.5
320	pred.bt.4	uuv samayamaayi adventure queu fibr cable nowiki disappearing fila itmo spbsu cable	0.5
320	pred.bt.5	uuv samayamaayi adventure queu fibr cable nowiki disappearing fila itmo spbsu cable	0.5
320	pred.bt.6	uuv samayamaayi adventure queu fibr cable nowiki disappearing fila itmo spbsu cable	0.5
320	pred.bt.7	uuv samayamaayi adventure queu fibr cable nowiki disappearing fila itmo spbsu cable	0.5
320	pred.bt.8	uuv samayamaayi adventure queu fibr cable nowiki disappearing fila itmo spbsu cable	0.5
320	pred.bt.9	uuv samayamaayi adventure queu fibr cable nowiki disappearing fila itmo spbsu cable	0.5
321	-1	women in parliaments	1.0
321	pred.bt.1	women in parliaments	1.0
321	pred.bt.10	women in parliaments	1.0
321	pred.bt.2	women in parliaments	1.0
321	pred.bt.3	women in parliaments	1.0
321	pred.bt.4	women in parliaments	1.0
321	pred.bt.5	women in parliaments	1.0
321	pred.bt.6	women in parliaments	1.0
321	pred.bt.7	women in parliaments	1.0
321	pred.bt.8	women in parliaments	1.0
321	pred.bt.9	women in parliaments	1.0
322	-1	international art crime	0.0132
322	pred.bt.1	international art crime national global domestic artwork artworks criminality	0.2
322	pred.bt.10	international art crime national global domestic artwork artworks criminality	0.2
322	pred.bt.2	international art crime national global domestic artwork artworks criminality	0.2
322	pred.bt.3	international art crime national global domestic artwork artworks criminality	0.2
322	pred.bt.4	international art crime national global domestic artwork artworks criminality	0.2
322	pred.bt.5	international art crime national global domestic artwork artworks criminality	0.2
322	pred.bt.6	international art crime national global domestic artwork artworks criminality	0.2
322	pred.bt.7	international art crime national global domestic artwork artworks criminality	0.2
322	pred.bt.8	international art crime national global domestic artwork artworks criminality	0.2
322	pred.bt.9	international art crime national global domestic artwork artworks criminality	0.2
323	-1	literary/journalistic plagiarism	1.0
323	pred.bt.1	liter journ plagiar	1.0
323	pred.bt.10	liter journ plagiar	1.0
323	pred.bt.2	liter journ plagiar	1.0
323	pred.bt.3	liter journ plagiar	1.0
323	pred.bt.4	liter journ plagiar	1.0
323	pred.bt.5	liter journ plagiar	1.0
323	pred.bt.6	liter journ plagiar	1.0
323	pred.bt.7	liter journ plagiar	1.0
323	pred.bt.8	liter journ plagiar	1.0
323	pred.bt.9	liter journ plagiar	1.0
324	-1	argentine/british relations	1.0
324	pred.bt.1	argentina britain relations	1.0
324	pred.bt.10	argentina britain relations	1.0
324	pred.bt.2	argentina britain relations	1.0
324	pred.bt.3	argentina britain relations	1.0
324	pred.bt.4	argentina britain relations	1.0
324	pred.bt.5	argentina britain relations	1.0
324	pred.bt.6	argentina britain relations	1.0
324	pred.bt.7	argentina britain relations	1.0
324	pred.bt.8	argentina britain relations	1.0
324	pred.bt.9	argentina britain relations	1.0
325	-1	cult lifestyles	0.2
325	pred.bt.1	cult lifestyles genestealer reproduct cult tsumbubura	0.25
325	pred.bt.10	cult lifestyles genestealer reproduct cult tsumbubura	0.25
325	pred.bt.2	cult lifestyles genestealer reproduct cult tsumbubura	0.25
325	pred.bt.3	cult lifestyles genestealer reproduct cult tsumbubura	0.25
325	pred.bt.4	cult lifestyles genestealer reproduct cult tsumbubura	0.25
325	pred.bt.5	cult lifestyles genestealer reproduct cult tsumbubura	0.25
325	pred.bt.6	cult lifestyles genestealer reproduct cult tsumbubura	0.25
325	pred.bt.7	cult lifestyles genestealer reproduct cult tsumbubura	0.25
325	pred.bt.8	cult lifestyles genestealer reproduct cult tsumbubura	0.25
325	pred.bt.9	cult lifestyles genestealer reproduct cult tsumbubura	0.25
326	-1	ferry sinkings	1.0
326	pred.bt.1	ferry sinkings last ship safeti titan estonia ferri pound	1.0
326	pred.bt.10	ferry sinkings last ship safeti titan estonia ferri pound	1.0
326	pred.bt.2	ferry sinkings last ship safeti titan estonia ferri pound	1.0
326	pred.bt.3	ferry sinkings last ship safeti titan estonia ferri pound	1.0
326	pred.bt.4	ferry sinkings last ship safeti titan estonia ferri pound	1.0
326	pred.bt.5	ferry sinkings last ship safeti titan estonia ferri pound	1.0
326	pred.bt.6	ferry sinkings last ship safeti titan estonia ferri pound	1.0
326	pred.bt.7	ferry sinkings last ship safeti titan estonia ferri pound	1.0
326	pred.bt.8	ferry sinkings last ship safeti titan estonia ferri pound	1.0
326	pred.bt.9	ferry sinkings last ship safeti titan estonia ferri pound	1.0
327	-1	modern slavery	0.1667
327	pred.bt.1	burdah jardot originalité slavery	1.0
327	pred.bt.10	burdah jardot originalité slavery	1.0
327	pred.bt.2	burdah jardot originalité slavery	1.0
327	pred.bt.3	burdah jardot originalité slavery	1.0
327	pred.bt.4	burdah jardot originalité slavery	1.0
327	pred.bt.5	burdah jardot originalité slavery	1.0
327	pred.bt.6	burdah jardot originalité slavery	1.0
327	pred.bt.7	burdah jardot originalité slavery	1.0
327	pred.bt.8	burdah jardot originalité slavery	1.0
327	pred.bt.9	burdah jardot originalité slavery	1.0
328	-1	pope beatifications	1.0
328	pred.bt.1	pope beatifications beatification	1.0
328	pred.bt.10	pope beatifications beatification	1.0
328	pred.bt.2	pope beatifications beatification	1.0
328	pred.bt.3	pope beatifications beatification	1.0
328	pred.bt.4	pope beatifications beatification	1.0
328	pred.bt.5	pope beatifications beatification	1.0
328	pred.bt.6	pope beatifications beatification	1.0
328	pred.bt.7	pope beatifications beatification	1.0
328	pred.bt.8	pope beatifications beatification	1.0
328	pred.bt.9	pope beatifications beatification	1.0
329	-1	mexican air pollution	1.0
329	pred.bt.1	mexico air pollution	1.0
329	pred.bt.10	mexico air pollution	1.0
329	pred.bt.2	mexico air pollution	1.0
329	pred.bt.3	mexico air pollution	1.0
329	pred.bt.4	mexico air pollution	1.0
329	pred.bt.5	mexico air pollution	1.0
329	pred.bt.6	mexico air pollution	1.0
329	pred.bt.7	mexico air pollution	1.0
329	pred.bt.8	mexico air pollution	1.0
329	pred.bt.9	mexico air pollution	1.0
330	-1	iran-iraq cooperation	0.2
330	pred.bt.1	iran iraq coop	0.3333
330	pred.bt.10	iran iraq coop	0.3333
330	pred.bt.2	iran iraq coop	0.3333
330	pred.bt.3	iran iraq coop	0.3333
330	pred.bt.4	iran iraq coop	0.3333
330	pred.bt.5	iran iraq coop	0.3333
330	pred.bt.6	iran iraq coop	0.3333
330	pred.bt.7	iran iraq coop	0.3333
330	pred.bt.8	iran iraq coop	0.3333
330	pred.bt.9	iran iraq coop	0.3333
331	-1	world bank criticism	1.0
331	pred.bt.1	world bank criticism	1.0
331	pred.bt.10	world bank criticism	1.0
331	pred.bt.2	world bank criticism	1.0
331	pred.bt.3	world bank criticism	1.0
331	pred.bt.4	world bank criticism	1.0
331	pred.bt.5	world bank criticism	1.0
331	pred.bt.6	world bank criticism	1.0
331	pred.bt.7	world bank criticism	1.0
331	pred.bt.8	world bank criticism	1.0
331	pred.bt.9	world bank criticism	1.0
332	-1	income tax evasion	0.5
332	pred.bt.1	tax evas connect j david	1.0
332	pred.bt.10	tax evas connect j david	1.0
332	pred.bt.2	tax evas connect j david	1.0
332	pred.bt.3	tax evas connect j david	1.0
332	pred.bt.4	tax evas connect j david	1.0
332	pred.bt.5	tax evas connect j david	1.0
332	pred.bt.6	tax evas connect j david	1.0
332	pred.bt.7	tax evas connect j david	1.0
332	pred.bt.8	tax evas connect j david	1.0
332	pred.bt.9	tax evas connect j david	1.0
333	-1	antibiotics bacteria disease	1.0
333	pred.bt.1	antibiotics antibiotic bacteria disease	1.0
333	pred.bt.10	antibiotics antibiotic bacteria disease	1.0
333	pred.bt.2	antibiotics antibiotic bacteria disease	1.0
333	pred.bt.3	antibiotics antibiotic bacteria disease	1.0
333	pred.bt.4	antibiotics antibiotic bacteria disease	1.0
333	pred.bt.5	antibiotics antibiotic bacteria disease	1.0
333	pred.bt.6	antibiotics antibiotic bacteria disease	1.0
333	pred.bt.7	antibiotics antibiotic bacteria disease	1.0
333	pred.bt.8	antibiotics antibiotic bacteria disease	1.0
333	pred.bt.9	antibiotics antibiotic bacteria disease	1.0
334	-1	export controls cryptography	1.0
334	pred.bt.1	export controls cryptography import encryption cryptographic cryptology	1.0
334	pred.bt.10	export controls cryptography import encryption cryptographic cryptology	1.0
334	pred.bt.2	export controls cryptography import encryption cryptographic cryptology	1.0
334	pred.bt.3	export controls cryptography import encryption cryptographic cryptology	1.0
334	pred.bt.4	export controls cryptography import encryption cryptographic cryptology	1.0
334	pred.bt.5	export controls cryptography import encryption cryptographic cryptology	1.0
334	pred.bt.6	export controls cryptography import encryption cryptographic cryptology	1.0
334	pred.bt.7	export controls cryptography import encryption cryptographic cryptology	1.0
334	pred.bt.8	export controls cryptography import encryption cryptographic cryptology	1.0
334	pred.bt.9	export controls cryptography import encryption cryptographic cryptology	1.0
335	-1	adoptive biological parents	1.0
335	pred.bt.1	adoptive biological parents surrogate name children name their babies family	1.0
335	pred.bt.10	adoptive biological parents surrogate name children name their babies family	1.0
335	pred.bt.2	adoptive biological parents surrogate name children name their babies family	1.0
335	pred.bt.3	adoptive biological parents surrogate name children name their babies family	1.0
335	pred.bt.4	adoptive biological parents surrogate name children name their babies family	1.0
335	pred.bt.5	adoptive biological parents surrogate name children name their babies family	1.0
335	pred.bt.6	adoptive biological parents surrogate name children name their babies family	1.0
335	pred.bt.7	adoptive biological parents surrogate name children name their babies family	1.0
335	pred.bt.8	adoptive biological parents surrogate name children name their babies family	1.0
335	pred.bt.9	adoptive biological parents surrogate name children name their babies family	1.0
336	-1	black bear attacks	0.3333
336	pred.bt.1	black bear attacks oil coal color animal grizzly polar	1.0
336	pred.bt.10	black bear attacks oil coal color animal grizzly polar	1.0
336	pred.bt.2	black bear attacks oil coal color animal grizzly polar	1.0
336	pred.bt.3	black bear attacks oil coal color animal grizzly polar	1.0
336	pred.bt.4	black bear attacks oil coal color animal grizzly polar	1.0
336	pred.bt.5	black bear attacks oil coal color animal grizzly polar	1.0
336	pred.bt.6	black bear attacks oil coal color animal grizzly polar	1.0
336	pred.bt.7	black bear attacks oil coal color animal grizzly polar	1.0
336	pred.bt.8	black bear attacks oil coal color animal grizzly polar	1.0
336	pred.bt.9	black bear attacks oil coal color animal grizzly polar	1.0
337	-1	viral hepatitis	0.3333
337	pred.bt.1	viral hepatitis percent omit caus diseas individu vaccinia liver hepat	1.0
337	pred.bt.10	viral hepatitis percent omit caus diseas individu vaccinia liver hepat	1.0
337	pred.bt.2	viral hepatitis percent omit caus diseas individu vaccinia liver hepat	1.0
337	pred.bt.3	viral hepatitis percent omit caus diseas individu vaccinia liver hepat	1.0
337	pred.bt.4	viral hepatitis percent omit caus diseas individu vaccinia liver hepat	1.0
337	pred.bt.5	viral hepatitis percent omit caus diseas individu vaccinia liver hepat	1.0
337	pred.bt.6	viral hepatitis percent omit caus diseas individu vaccinia liver hepat	1.0
337	pred.bt.7	viral hepatitis percent omit caus diseas individu vaccinia liver hepat	1.0
337	pred.bt.8	viral hepatitis percent omit caus diseas individu vaccinia liver hepat	1.0
337	pred.bt.9	viral hepatitis percent omit caus diseas individu vaccinia liver hepat	1.0
338	-1	risk of aspirin	1.0
338	pred.bt.1	risk of aspirin sai stroke peopl kidnei your	1.0
338	pred.bt.10	risk of aspirin sai stroke peopl kidnei your	1.0
338	pred.bt.2	risk of aspirin sai stroke peopl kidnei your	1.0
338	pred.bt.3	risk of aspirin sai stroke peopl kidnei your	1.0
338	pred.bt.4	risk of aspirin sai stroke peopl kidnei your	1.0
338	pred.bt.5	risk of aspirin sai stroke peopl kidnei your	1.0
338	pred.bt.6	risk of aspirin sai stroke peopl kidnei your	1.0
338	pred.bt.7	risk of aspirin sai stroke peopl kidnei your	1.0
338	pred.bt.8	risk of aspirin sai stroke peopl kidnei your	1.0
338	pred.bt.9	risk of aspirin sai stroke peopl kidnei your	1.0
339	-1	alzheimer's drug treatment	0.3333
339	pred.bt.1	alzheimer s drug treatment psychoactive drug addiction alzheimer s disease	1.0
339	pred.bt.10	alzheimer s drug treatment psychoactive drug addiction alzheimer s disease	1.0
339	pred.bt.2	alzheimer s drug treatment psychoactive drug addiction alzheimer s disease	1.0
339	pred.bt.3	alzheimer s drug treatment psychoactive drug addiction alzheimer s disease	1.0
339	pred.bt.4	alzheimer s drug treatment psychoactive drug addiction alzheimer s disease	1.0
339	pred.bt.5	alzheimer s drug treatment psychoactive drug addiction alzheimer s disease	1.0
339	pred.bt.6	alzheimer s drug treatment psychoactive drug addiction alzheimer s disease	1.0
339	pred.bt.7	alzheimer s drug treatment psychoactive drug addiction alzheimer s disease	1.0
339	pred.bt.8	alzheimer s drug treatment psychoactive drug addiction alzheimer s disease	1.0
339	pred.bt.9	alzheimer s drug treatment psychoactive drug addiction alzheimer s disease	1.0
340	-1	land mine ban	1.0
340	pred.bt.1	land mine ban	1.0
340	pred.bt.10	land mine ban	1.0
340	pred.bt.2	land mine ban	1.0
340	pred.bt.3	land mine ban	1.0
340	pred.bt.4	land mine ban	1.0
340	pred.bt.5	land mine ban	1.0
340	pred.bt.6	land mine ban	1.0
340	pred.bt.7	land mine ban	1.0
340	pred.bt.8	land mine ban	1.0
340	pred.bt.9	land mine ban	1.0
341	-1	airport security	1.0
341	pred.bt.1	airport security security system	1.0
341	pred.bt.10	airport security security system	1.0
341	pred.bt.2	airport security	1.0
341	pred.bt.3	airport security security system	1.0
341	pred.bt.4	airport security security system	1.0
341	pred.bt.5	airport security security system	1.0
341	pred.bt.6	airport security security system	1.0
341	pred.bt.7	airport security	1.0
341	pred.bt.8	airport security	1.0
341	pred.bt.9	airport security	1.0
342	-1	diplomatic expulsion	0.25
342	pred.bt.1	diplomatic expulsion relations expelled expel	1.0
342	pred.bt.10	diplomatic expulsion relations expelled expel	1.0
342	pred.bt.2	diplomatic expulsion relations expelled expel	1.0
342	pred.bt.3	diplomatic expulsion relations expelled expel	1.0
342	pred.bt.4	diplomatic expulsion relations expelled expel	1.0
342	pred.bt.5	diplomatic expulsion relations expelled expel	1.0
342	pred.bt.6	diplomatic expulsion relations expelled expel	1.0
342	pred.bt.7	diplomatic expulsion relations expelled expel	1.0
342	pred.bt.8	diplomatic expulsion relations expelled expel	1.0
342	pred.bt.9	diplomatic expulsion relations expelled expel	1.0
343	-1	police deaths	0.0179
343	pred.bt.1	cops policemen fatalities killings	0.3333
343	pred.bt.10	cops policemen fatalities killings	0.3333
343	pred.bt.2	cops policemen fatalities killings	0.3333
343	pred.bt.3	cops policemen fatalities killings	0.3333
343	pred.bt.4	cops policemen fatalities killings	0.3333
343	pred.bt.5	cops policemen fatalities killings	0.3333
343	pred.bt.6	cops policemen fatalities killings	0.3333
343	pred.bt.7	cops policemen fatalities killings	0.3333
343	pred.bt.8	cops policemen fatalities killings	0.3333
343	pred.bt.9	cops policemen fatalities killings	0.3333
344	-1	abuses of e-mail	0.3333
344	pred.bt.1	abuses misuse of e mail electronic mail	1.0
344	pred.bt.10	abuses misuse of e mail electronic mail	1.0
344	pred.bt.2	abuses misuse of e mail electronic mail	1.0
344	pred.bt.3	abuses misuse of e mail electronic mail	1.0
344	pred.bt.4	abuses misuse of e mail electronic mail	1.0
344	pred.bt.5	abuses misuse of e mail electronic mail	1.0
344	pred.bt.6	abuses misuse of e mail electronic mail	1.0
344	pred.bt.7	abuses misuse of e mail electronic mail	1.0
344	pred.bt.8	abuses misuse of e mail electronic mail	1.0
344	pred.bt.9	abuses misuse of e mail electronic mail	1.0
345	-1	overseas tobacco sales	0.5
345	pred.bt.1	overseas tobacco sales compani rate dollar per	1.0
345	pred.bt.10	overseas tobacco sales compani rate dollar per	1.0
345	pred.bt.2	overseas tobacco sales compani rate dollar per	1.0
345	pred.bt.3	overseas tobacco sales compani rate dollar per	1.0
345	pred.bt.4	overseas tobacco sales compani rate dollar per	1.0
345	pred.bt.5	overseas tobacco sales compani rate dollar per	1.0
345	pred.bt.6	overseas tobacco sales compani rate dollar per	1.0
345	pred.bt.7	overseas tobacco sales compani rate dollar per	1.0
345	pred.bt.8	overseas tobacco sales compani rate dollar per	1.0
345	pred.bt.9	overseas tobacco sales compani rate dollar per	1.0
346	-1	educational standards	0.3333
346	pred.bt.1	educational standards school	1.0
346	pred.bt.10	educational standards school	1.0
346	pred.bt.2	educational standards school	1.0
346	pred.bt.3	educational standards school	1.0
346	pred.bt.4	educational standards school	1.0
346	pred.bt.5	educational standards school	1.0
346	pred.bt.6	educational standards school	1.0
